geograficzna	جغرافیائی	geograficzny	جغرافیائی	ADJ;NOM;FEM;SG	ADJ;NOM
zapłacić	چکانا.	zapłacić	چکان	V;PFV;NFIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
zapłacić	چکانا.	zapłacić	چکان	V;PFV;NFIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
opanowanie	ریاست	opanować	ریاست	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
łagodne	ٹھس	łagodny	ٹھس		
łagodne	ٹھس	łagodny	ٹھس		
łagodne	(	łagodny	(		
minus	بدون	minus	بدون		
minus	بدون	minus	بدون		
lecznicze	شفائی	leczniczy	شفائی	ADJ;NOM;NEUT;SG	ADJ
kobiecy	زنانہ	kobiecy	زنانہ	ADJ;NOM;MASC;SG	ADJ
woo	(	woo	(		
akcent	بل	akcent	بل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
akcent	رجحان	akcent	رجحان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
akcent	بل	akcent	بل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
akcent	رجحان	akcent	رجحان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
miś	ریچھ	miś	ریچھ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
miś	موجب	miś	موجب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
miś	ریچھ	miś	ریچھ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
miś	موجب	miś	موجب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	تحفظ	schron	تحفظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	خطرے	schron	خطرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	آڑ	schron	آڑ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	بچاؤ	schron	بچاؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	پناہ	schron	پناہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	تحفظ	schron	تحفظ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	خطرے	schron	خطرہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	آڑ	schron	آڑ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
schron	بچاؤ	schron	بچاؤ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nerki	کلوی.	nerka	کلوی.		
wan	(	wan	(		
wan	فق	wan	فق		
alternatywna	متبادل	alternatywny	متبادل	ADJ;NOM;FEM;SG	ADJ
dziwny	طلسماتی	dziwny	طلسماتی	ADJ;NOM;MASC;SG	ADJ
dziwny	طلسماتی	dziwny	طلسماتی	ADJ;NOM;MASC;SG	ADJ
dziwny	عجیب	dziwny	عجیب	ADJ;NOM;MASC;SG	ADJ
dziwny	غیر	dziwny	غیر	ADJ;NOM;MASC;SG	ADJ
dziwny	نامانوس	dziwny	نامانوس	ADJ;NOM;MASC;SG	ADJ
dziwny	غیر	dziwny	غیر	ADJ;NOM;MASC;SG	ADJ
dziwny	نامانوس	dziwny	نامانوس	ADJ;NOM;MASC;SG	ADJ
dziwny	عجیب	dziwny	عجیب	ADJ;NOM;MASC;SG	ADJ
różowy	سرخا.	różowy	سرخا.		
jedzenie	خوراک	jedzenie	خوراک	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
jedzenie	غذا	jedzenie	غذا	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
zgodność	مطابقت.	zgodność	مطابقت.	N;ACC;FEM;SG	N
noble	خوب	nobly	خوب		
umiarkowany	معقول	umiarkować	معقول	ADJ;NOM;MASC;SG	ADJ
konsultant	مشیر	konsultant	مشیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wir	بل	wira	بل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wir	گرداب	wira	گرداب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wir	پیشہ	wira	پیشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wir	گرداب	wira	گرداب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wir	پیشہ	wira	پیشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wir	گرداب	wira	گرداب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wir	گرداب	wira	گرداب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
użytkowanie	رواج	użytkować	رواج	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
stalowe	مضبوطی	stalowy	مضبوطی	ADJ;NOM;NEUT;SG	ADJ
stalowe	آہنی	stalowy	آہنی	ADJ;NOM;NEUT;SG	ADJ
podejrzenie	شبہ	podejrzenie	شبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podejrzenie	شبہ	podejrzenie	شبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
cieśnina	آزمائش-	cieśniny	آزمائش-	N;NOM;FEM;SG	N;NOM;MASC;SG;3
cieśnina	مصیبت	cieśniny	مصیبت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
przedstawicielstwa	شبیہہ	przedstawicielstwo	شبیہہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przedstawicielstwa	نمائندگی	przedstawicielstwo	نمائندگی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
skuteczny	نافذ	skuteczny	نافذ	ADJ;NOM;MASC;SG	ADJ
daleki	مبہم	daleki	مبہم	ADJ;NOM;MASC;SG	ADJ
daleki	متفاوت	daleki	متفاوت	ADJ;NOM;MASC;SG	ADJ
daleki	مبہم	daleki	مبہم	ADJ;NOM;MASC;SG	ADJ
daleki	متفاوت	daleki	متفاوت	ADJ;NOM;MASC;SG	ADJ
nowoczesna	رائج	nowoczesny	رائج	ADJ;NOM;FEM;SG	ADJ
nowoczesna	رواں	nowoczesny	رواں	ADJ;NOM;FEM;SG	ADJ
nerw	بہادری	nerw	بہادری	N;NOM;MASC;SG	N;NOM;FEM;SG;3
nerw	رگ	nerw	رگ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nerw	بہادری	nerw	بہادری	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sequel	ناول	sequel	ناول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sequel	انجام	sequel	انجام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tank	جوہڑ.	tank	جوہڑ.		
poprawna	مناسب	poprawny	مناسب	ADJ;NOM;FEM;SG	ADJ
poprawna	مناسب	poprawny	مناسب	ADJ;NOM;FEM;SG	ADJ
poprawna	صحیح	poprawny	صحیح	ADJ;NOM;FEM;SG	ADJ
niezadowolenie	اضطراب	niezadowolenie	اضطراب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
frakcja	فلم	frakcja	فلم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
frakcja	فلم	frakcja	فلم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
magazynek	کیمرے	magazynka	کیمرا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przymiotnik	صفت	przymiotnik	صفت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
aresztowanie	گرفتاری	aresztowanie	گرفتاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
aresztowanie	رکاوٹ	aresztowanie	رکاوٹ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
lina	سوت	lina	سوت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
lina	سوت	lina	سوت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oczywisty	آشکار	oczywisty	آشکار	ADJ;NOM;MASC;SG	ADJ
oczywisty	واضح	oczywisty	واضح	ADJ;NOM;MASC;SG	ADJ
oczywisty	آشکار	oczywisty	آشکار	ADJ;NOM;MASC;SG	ADJ
oczywisty	عیاں	oczywisty	عیاں	ADJ;NOM;MASC;SG	ADJ
oczywisty	واضح	oczywisty	واضح	ADJ;NOM;MASC;SG	ADJ
starożytny	قدیم	starożytny	قدیم	ADJ;NOM;MASC;SG	ADJ
ekologiczne	ماحولیاتی	ekologiczny	ماحولیاتی	ADJ;NOM;NEUT;SG	ADJ;NOM
ekologiczne	منظم	ekologiczny	منظم	ADJ;NOM;NEUT;SG	ADJ
ekologiczne	موروثی	ekologiczny	موروثی	ADJ;NOM;NEUT;SG	ADJ
ekologiczne	آئینی	ekologiczny	آئینی	ADJ;NOM;NEUT;SG	ADJ
ekologiczne	مربوط	ekologiczny	مربوط	ADJ;NOM;NEUT;SG	ADJ
decydujący	فوری	decydować	فوری	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ
kompletne	پورا	kompletny	پورا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
kompletne	ماہر	kompletny	ماہر	ADJ;NOM;NEUT;SG	ADJ
kompletne	پورا	kompletny	پورا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
kompletne	ماہر	kompletny	ماہر	ADJ;NOM;NEUT;SG	ADJ
kompletne	تمام	kompletny	تمام	ADJ;NOM;NEUT;SG	ADJ
niebezpiecznych	خطرناک	niebezpieczny	خطرناک	ADJ;GEN;MASC;PL	ADJ
inteligencja	فہم	inteligencja	فہم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
łagodny	معتدل	łagodny	معتدل	ADJ;NOM;MASC;SG	ADJ
łagodny	پُرسکون	łagodny	پُرسکون	ADJ;NOM;MASC;SG	ADJ
łagodny	پُرتپاک.	łagodny	پُرتپاک.	ADJ;NOM;MASC;SG	ADJ
łagodny	شریفانہ	łagodny	شریفانہ	ADJ;NOM;MASC;SG	ADJ
łagodny	معتدل	łagodny	معتدل	ADJ;NOM;MASC;SG	ADJ
łagodny	پُرسکون	łagodny	پُرسکون	ADJ;NOM;MASC;SG	ADJ
łagodny	پُرتپاک.	łagodny	پُرتپاک.	ADJ;NOM;MASC;SG	ADJ
łagodny	شریفانہ	łagodny	شریفانہ	ADJ;NOM;MASC;SG	ADJ
łagodny	کمزور	łagodny	کمزور	ADJ;NOM;MASC;SG	ADJ
łagodny	کمزور	łagodny	کمزور	ADJ;NOM;MASC;SG	ADJ
łagodny	ہلکا	łagodny	ہلکا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
łagodny	پُرکیف.	łagodny	پُرکیف.	ADJ;NOM;MASC;SG	ADJ
łagodny	پختہ	łagodny	پختہ	ADJ;NOM;MASC;SG	ADJ
łagodny	حلیم	łagodny	حلیم	ADJ;NOM;MASC;SG	ADJ
łagodny	پُرکیف	łagodny	پُرکیف	ADJ;NOM;MASC;SG	ADJ
łagodny	موافق	łagodny	موافق	ADJ;NOM;MASC;SG	ADJ
łagodny	حلیم	łagodny	حلیم	ADJ;NOM;MASC;SG	ADJ
wąwóz	دعوت	wąwóz	دعوت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wąwóz	گھاٹی	wąwóz	گھاٹی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wykres	نقشہ	wykres	نقشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wykres	تصویر	wykres	تصویر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przemiana	عبور	przemiać	عبور	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tymczasowa	عبوری	tymczasowy	عبوری	ADJ;NOM;FEM;SG	ADJ
tymczasowa	عارضی	tymczasowy	عارضی	ADJ;NOM;FEM;SG	ADJ
male	نادان	male	نادان		
male	خفیف	male	خفیف		
male	نادان	male	نادان		
brutto	غبی	brutto	غبی		
brutto	گرز	brutto	گرز		
brutto	غبی	brutto	غبی		
brutto	گرز	brutto	گرز		
płata	فص	płata	فص		
geny	کونیات	gena	کونیات	N;NOM;MASC;PL	N;NOM;MASC;PL;3
