kas	quoi	kas	quoi	PRO;NOM	PRO
spēles	jeux	spēle	jeu	N;NOM;FEM;PL	N;MASC;PL
nosaukums	nom	nosaukums	nom	N;NOM;MASC;SG	N;MASC;SG
nosaukums	dénomination	nosaukums	dénomination	N;NOM;MASC;SG	N;FEM;SG
sezonas	saisons	sezona	saison	N;NOM;FEM;PL	N;FEM;PL
sezonas	saisons	sezona	saison	N;NOM;FEM;PL	N;FEM;PL
visu	tout	viss	tout	PRO;ACC;MASC;SG	PRO;MASC;SG
visu	tout	viss	tout	PRO;ACC;MASC;SG	PRO;MASC;SG
grupas	groupes	grupa	groupe	N;NOM;FEM;PL	N;MASC;PL
ieguva	acquise	iegūt	acquise	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
ieguva	acquises	iegūt	acquérir	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
ieguva	acquis	iegūt	acquérir	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ieguva	gagné	iegūt	gagner	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ieguva	gagnée	iegūt	gagner	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
ieguva	gagnées	iegūt	gagnée	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
ieguva	gagnés	iegūt	gagner	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
laika	temps	laiks	temps	N;GEN;MASC;SG	N;MASC;SG
laika	météorologie	laiks	météorologie	N;GEN;MASC;SG	N;FEM;SG
laika	météo	laiks	météo	N;GEN;MASC;SG	N;FEM;SG
laika	climat	laiks	climat	N;GEN;MASC;SG	N;MASC;SG
laika	temps	laiks	temps	N;GEN;MASC;SG	N;MASC;SG
laika	heure	laiks	heure	N;GEN;MASC;SG	N;FEM;SG
gads	annee	gads	annee	N;NOM;MASC;SG	N;FEM;SG
gads	an	gads	an	N;NOM;MASC;SG	N;MASC;SG
gads	année	gads	année	N;NOM;MASC;SG	N;FEM;SG
skatīt	consultez	skatīt	consulter	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
skatīt	voyez	skatīt	voir	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
skatīt	voir	skatīt	voir	V;POS;NFIN	V;NFIN
skatīt	vois	skatīt	vois	V;POS;NFIN	V;IND;SG;2;PRS;FIN
centra	centre	centrs	centre	N;GEN;MASC;SG	N;MASC;SG
otrā	second	otrā	second	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
otrā	deuxième	otrā	deuxième	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
otrā	deuxieme	otrā	deuxieme	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
otrā	seconde	otrā	second	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
padomju	planches	padome	planche	N;GEN;FEM;PL	N;FEM;PL
profils	profil	profils	profil	N;NOM;MASC;SG	N;MASC;SG
bez	sans	bez	sans	ADP	ADP
tautas	peuples	tauta	peuple	N;NOM;FEM;PL	N;MASC;PL
apmēram	approximativement	apmēram	approximativement	ADV	ADV
apmēram	environ	apmēram	environ	ADV	ADV
garums	longueur	garums	longueur	N;NOM;MASC;SG	N;FEM;SG
garums	longitude	garums	longitude	N;NOM;MASC;SG	N;FEM;SG
daudz	beaucoup	daudz	beaucoup	ADV	ADV
daudz	beaucoup	daudz	beaucoup	ADV	ADV
divas	deux	divas	deux	NUM;NOM;FEM;PL	NUM
komandas	commandements	komanda	commandement	N;NOM;FEM;PL	N;MASC;PL
komandas	commandes	komanda	commande	N;NOM;FEM;PL	N;FEM;PL
komandas	équipes	komanda	équipe	N;NOM;FEM;PL	N;FEM;PL
komandas	equipes	komanda	equipe	N;NOM;FEM;PL	N;MASC;PL
pils	château	pils	château	N;NOM;FEM;SG	N;MASC;SG
pils	chateau	pils	château	N;NOM;FEM;SG	N;MASC;SG
pils	palais	pils	palais	N;NOM;FEM;SG	N;MASC;SG
pils	palace	pils	palace	N;NOM;FEM;SG	N;MASC;SG
vietas	localisations	vieta	localisation	N;NOM;FEM;PL	N;FEM;PL
vietas	lieux	vieta	lieu	N;NOM;FEM;PL	N;MASC;PL
vietas	endroits	vieta	endroit	N;NOM;FEM;PL	N;MASC;PL
vietas	lieux	vieta	lieu	N;NOM;FEM;PL	N;MASC;PL
valodas	langues	valoda	langue	N;NOM;FEM;PL	N;FEM;PL
pašlaik	actuellement	pašlaik	actuellement	ADV	ADV
pašlaik	présentement	pašlaik	présentement	ADV	ADV
sezonā	saison	sezona	saison	N;ESS;FEM;SG	N;FEM;SG
novads	municipalité	novads	municipalité	N;NOM;MASC;SG	N;FEM;SG
novads	kraï	novads	kraï	N;NOM;MASC;SG	N;MASC;SG
grupa	groupe	grupa	groupe	N;NOM;FEM;SG	N;MASC;SG
piedalījās	participé	piedalīties	participer	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
šis	ceci	šis	ceci	PRO;NOM;MASC;SG	PRO;SG
šis	cet	šis	ce	PRO;NOM;MASC;SG	PRO;SG;3
šis	cela	šis	cela	PRO;NOM;MASC;SG	PRO;SG
šis	ce	šis	ce	PRO;NOM;MASC;SG	PRO;SG;3
ūdens	eau	ūdens	eau	N;NOM;MASC;SG	N;FEM;SG
šīs	ces	šī	ce	PRO;NOM;FEM;PL	PRO;PL;3
ģints	genre	ģints	genre	N;NOM;FEM;SG	N;MASC;SG
valoda	langue	valoda	langue	N;NOM;FEM;SG	N;FEM;SG
valoda	langage	valoda	langage	N;NOM;FEM;SG	N;MASC;SG
tāpat	pareillement	tāpat	pareillement	ADV	ADV
janvārī	janvier	janvāris	janvier	N;ESS;MASC;SG	N;MASC;SG
sugas	espèces	suga	espèce	N;NOM;FEM;PL	N;FEM;PL
pasaulē	monde	pasaule	monde	N;ESS;FEM;SG	N;MASC;SG
jūlijā	juillet	jūlijs	juillet	N;ESS;MASC;SG	N;MASC;SG
ciems	village	ciems	village	N;NOM;MASC;SG	N;MASC;SG
citas	autres	cita	autre	PRO;NOM;FEM;PL	PRO;PL
citas	autres	cita	autre	PRO;NOM;FEM;PL	PRO;PL
skaits	compte	skaits	compte	N;NOM;MASC;SG	N;MASC;SG
skaits	comte	skaits	comte	N;NOM;MASC;SG	N;MASC;SG
skaits	nombre	skaits	nombre	N;NOM;MASC;SG	N;MASC;SG
skaits	numéro	skaits	numéro	N;NOM;MASC;SG	N;MASC;SG
suga	espèce	suga	espèce	N;NOM;FEM;SG	N;FEM;SG
spēlē	jouer	spēlēt	jouer	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN
spēlē	jouer	spēlēt	jouer	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN
spēlē	jouant	spēlēt	jouer	V;FH;IND;3;POS;PRS;FIN;ACT	V;PRS;V.PTCP
aptuveni	grossièrement	aptuveni	grossièrement	ADV	ADV
aptuveni	approximativement	aptuveni	approximativement	ADV	ADV
aptuveni	environ	aptuveni	environ	ADV	ADV
apriņķis	comté	apriņķis	comté	N;NOM;MASC;SG	N;MASC;SG
upes	fleuve	upe	fleuve	N;NOM;FEM;SG	N;MASC;SG
upes	rivière	upe	rivière	N;NOM;FEM;SG	N;FEM;SG
komanda	commandement	komanda	commandement	N;NOM;FEM;SG	N;MASC;SG
komanda	commande	komanda	commande	N;NOM;FEM;SG	N;FEM;SG
komanda	équipe	komanda	équipe	N;NOM;FEM;SG	N;FEM;SG
komanda	equipe	komanda	equipe	N;NOM;FEM;SG	N;FEM;SG
martā	marche	marts	marche	N;ESS;MASC;SG	N;FEM;SG
martā	mars	marts	mars	N;ESS;MASC;SG	N;MASC;SG
novembrī	novembre	novembris	novembre	N;ESS;MASC;SG	N;MASC;SG
augustā	aout	augusts	août	N;ESS;MASC;SG	N;MASC;SG
augustā	août	augusts	août	N;ESS;MASC;SG	N;MASC;SG
dienas	jours	diena	jour	N;NOM;FEM;PL	N;MASC;PL
dienas	journées	diena	journée	N;NOM;FEM;PL	N;FEM;PL
reizi	once	reize	once	N;ACC;FEM;SG	N;FEM;SG
jūnijā	juin	jūnijs	juin	N;ESS;MASC;SG	N;MASC;SG
klubs	club	klubs	club	N;NOM;MASC;SG	N;MASC;SG
com	com	com	com		
sākās	commencé	sākties	commencer	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
sākās	démarré	sākties	démarrer	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
sākās	commencée	sākties	commencer	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
sākās	commencé	sākties	commencer	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
salas	îles	sala	île	N;NOM;FEM;PL	N;FEM;PL
salas	iles	sala	ile	N;NOM;FEM;PL	N;FEM;PL
hokeja	hockey	hokejs	hockey	N;GEN;MASC;SG	N;MASC;SG
decembrī	décembre	decembris	décembre	N;ESS;MASC;SG	N;MASC;SG
decembrī	decembre	decembris	decembre	N;ESS;MASC;SG	N;MASC;SG
ezers	lac	ezers	lac	N;NOM;MASC;SG	N;MASC;SG
dzelzceļa	rail	dzelzceļš	rail	N;GEN;MASC;SG	N;MASC;SG
iespējams	possible	iespējams	possible	ADJ;NOM;MASC;SG	ADJ;MASC;SG
septembrī	septembre	septembris	septembre	N;ESS;MASC;SG	N;MASC;SG
gadus	années	gads	année	N;ACC;MASC;PL	N;FEM;PL
gadus	ans	gads	an	N;ACC;MASC;PL	N;MASC;PL
impērijas	empires	impērija	empire	N;NOM;FEM;PL	N;MASC;PL
oktobrī	octobre	oktobris	octobre	N;ESS;MASC;SG	N;MASC;SG
daļas	pièces	daļa	pièce	N;NOM;FEM;PL	N;FEM;PL
daļas	parties	daļa	partie	N;NOM;FEM;PL	N;FEM;PL
izmanto	utilisé	izmantot	utiliser	V;IMP;SG;2;POS;FIN;ACT	V;MASC;SG;PST;V.PTCP
izmanto	utilisée	izmantot	utiliser	V;IMP;SG;2;POS;FIN;ACT	V;FEM;SG;PST;V.PTCP
kultūras	cultures	kultūra	culture	N;NOM;FEM;PL	N;FEM;PL
kultūras	récoltes	kultūra	récolte	N;NOM;FEM;PL	N;FEM;PL
kultūras	cultures	kultūra	culture	N;NOM;FEM;PL	N;FEM;PL
rietumu	occident	rietumi	occident	N;ACC;MASC;SG	N;MASC;SG
rietumu	ouest	rietumi	ouest	N;ACC;MASC;SG	N;MASC;SG
rietumu	ouest	rietumi	ouest	N;ACC;MASC;SG	N;MASC;SG
rietumu	western	rietumi	western	N;ACC;MASC;SG	N;MASC;SG
dzimums	sexe	dzimums	sexe	N;NOM;MASC;SG	N;MASC;SG
dzimums	genre	dzimums	genre	N;NOM;MASC;SG	N;MASC;SG
dzimums	sexe	dzimums	sexe	N;NOM;MASC;SG	N;MASC;SG
tagad	désormais	tagad	désormais	ADV	ADV
tagad	maintenant	tagad	maintenant	ADV	ADV
vairākas	plusieurs	vairākas	plusieurs	PRO;NOM;FEM;PL	PRO;PL
baznīcas	églises	baznīca	église	N;NOM;FEM;PL	N;FEM;PL
baznīcas	eglises	baznīca	eglise	N;NOM;FEM;PL	N;FEM;PL
auto	voitures	auto	voiture	N	N;FEM;PL
auto	voiture	auto	voiture	N	N;FEM;SG
auto	camionnette	auto	camionnette	N	N;FEM;SG
auto	fourgon	auto	fourgon	N	N;MASC;SG
auto	camion	auto	camion	N	N;MASC;SG
auto	auto	auto	auto	N	N;MASC;SG
baznīca	église	baznīca	église	N;NOM;FEM;SG	N;FEM;SG
baznīca	eglise	baznīca	eglise	N;NOM;FEM;SG	N;FEM;SG
dzīvo	vivant	dzīvot	vivre	V;FH;IND;3;POS;PRS;FIN;ACT	V;PRS;V.PTCP
dzīvo	vivre	dzīvot	vivre	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN
dzīvo	vivant	dzīvot	vivre	V;FH;IND;3;POS;PRS;FIN;ACT	V;PRS;V.PTCP
dzīvo	vivre	dzīvot	vivre	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN
visas	toutes	visa	tout	PRO;NOM;FEM;PL	PRO;FEM;PL
visas	tous	visa	tout	PRO;NOM;FEM;PL	PRO;MASC;PL
aprīlī	avril	aprīlis	avril	N;ESS;MASC;SG	N;MASC;SG
sporta	sport	sports	sport	N;GEN;MASC;SG	N;MASC;SG
sporta	sport	sports	sport	N;GEN;MASC;SG	N;MASC;SG
mājaslapa	site	mājaslaps	site	N;NOM;FEM;SG	N;MASC;SG
partijas	lots	partija	lot	N;NOM;FEM;PL	N;MASC;PL
mājas	maisons	māja	maison	N;NOM;FEM;PL	N;FEM;PL
diskusija	discussion	diskusija	discussion	N;NOM;FEM;SG	N;FEM;SG
diskusija	débat	diskusija	débat	N;NOM;FEM;SG	N;MASC;SG
citi	autres	cits	autre	PRO;NOM;MASC;PL	PRO;PL
citi	autres	cits	autre	PRO;NOM;MASC;PL	PRO;PL
viņam	lui	viņš	lui	PRO;DAT;MASC;SG;3	PRO;SG;3
varētu	pourrais	varēt	pouvoir	V;COND;POS;FIN;ACT	V;COND;SG;1;PRS;FIN
varētu	pourrait	varēt	pouvoir	V;COND;POS;FIN;ACT	V;COND;SG;3;PRS;FIN
varētu	pourraient	varēt	pouvoir	V;COND;POS;FIN;ACT	V;COND;PL;3;PRS;FIN
februārī	fevrier	februāris	fevrier	N;ESS;MASC;SG	N;MASC;SG
februārī	février	februāris	février	N;ESS;MASC;SG	N;MASC;SG
gandrīz	presque	gandrīz	presque	ADV	ADV
gandrīz	quasi	gandrīz	quasi	ADV	ADV
gandrīz	pratiquement	gandrīz	pratiquement	ADV	ADV
gandrīz	quasiment	gandrīz	quasiment	ADV	ADV
gandrīz	presque	gandrīz	presque	ADV	ADV
krastā	rive	krasts	rive	N;ESS;MASC;SG	N;FEM;SG
krastā	rivage	krasts	rivage	N;ESS;MASC;SG	N;MASC;SG
pasta	courrier	pasts	courrier	N;NOM;MASC;SG	N;MASC;SG
pasta	mail	pasts	mail	N;NOM;MASC;SG	N;MASC;SG
lats	lats	lats	lat	N;NOM;MASC;SG	N;MASC;SG
albums	album	albums	album	N;NOM;MASC;SG	N;MASC;SG
prezidents	présidente	prezidents	président	N;NOM;MASC;SG	N;FEM;SG
prezidents	président	prezidents	président	N;NOM;MASC;SG	N;MASC;SG
gadi	années	gads	année	N;NOM;MASC;PL	N;FEM;PL
gadi	ans	gads	an	N;NOM;MASC;PL	N;MASC;PL
karalis	roi	karalis	roi	N;NOM;MASC;SG	N;MASC;SG
nodarbošanās	profession	nodarbošanās	profession	N;NOM;FEM;SG	N;FEM;SG
nodarbošanās	occupation	nodarbošanās	occupation	N;NOM;FEM;SG	N;FEM;SG
galvenokārt	principalement	galvenokārt	principalement	ADV	ADV
galvenokārt	essentiellement	galvenokārt	essentiellement	ADV	ADV
galvenokārt	surtout	galvenokārt	surtout	ADV	ADV
galvenokārt	principalement	galvenokārt	principalement	ADV	ADV
galvenokārt	essentiellement	galvenokārt	essentiellement	ADV	ADV
galvenokārt	principalement	galvenokārt	principalement	ADV	ADV
stacijas	gares	stacija	gare	N;NOM;FEM;PL	N;FEM;PL
stacijas	stations	stacija	station	N;NOM;FEM;PL	N;FEM;PL
politiķis	politicien	politiķis	politicien	N;NOM;MASC;SG	N;MASC;SG
šeit	ici	šeit	ici	ADV	ADV
universitātes	universités	universitāte	université	N;NOM;FEM;PL	N;FEM;PL
republikas	républiques	republika	république	N;NOM;FEM;PL	N;FEM;PL
būtu	serait	būt	être	V;COND;POS;FIN;ACT	V;COND;SG;3;PRS;FIN
būtu	aurait	būt	avoir	V;COND;POS;FIN;ACT	V;COND;SG;3;PRS;FIN
gadiem	années	gads	année	N;DAT;MASC;PL	N;FEM;PL
gadiem	ans	gads	an	N;DAT;MASC;PL	N;MASC;PL
apgabals	comté	apgabals	comté	N;NOM;MASC;SG	N;MASC;SG
apgabals	district	apgabals	district	N;NOM;MASC;SG	N;MASC;SG
apgabals	région	apgabals	région	N;NOM;MASC;SG	N;FEM;SG
apgabals	zone	apgabals	zone	N;NOM;MASC;SG	N;FEM;SG
apgabals	domaine	apgabals	domaine	N;NOM;MASC;SG	N;MASC;SG
darbības	opérations	darbība	opération	N;NOM;FEM;PL	N;FEM;PL
darbības	activités	darbība	activité	N;NOM;FEM;PL	N;FEM;PL
darbības	actions	darbība	action	N;NOM;FEM;PL	N;FEM;PL
cilvēki	gens	cilvēks	gens	N;NOM;MASC;PL	N;MASC;PL
cilvēki	personnes	cilvēks	personne	N;NOM;MASC;PL	N;FEM;PL
ezera	lac	ezers	lac	N;GEN;MASC;SG	N;MASC;SG
izlase	échantillon	izlase	échantillon	N;NOM;FEM;SG	N;MASC;SG
izlase	choix	izlase	choix	N;NOM;FEM;SG	N;MASC;SG
izlase	sélection	izlase	sélection	N;NOM;FEM;SG	N;FEM;SG
tur	là	tur	là	ADV	ADV
viņi	elles	viņš	il	PRO;NOM;MASC;PL;3	PRO;FEM;PL;3
viņi	ils	viņš	il	PRO;NOM;MASC;PL;3	PRO;MASC;PL;3
viņi	eux	viņš	soi	PRO;NOM;MASC;PL;3	PRO;MASC;PL;3
īpaši	particulièrement	īpaši	particulièrement	ADV	ADV
īpaši	particulièrement	īpaši	particulièrement	ADV	ADV
īpaši	surtout	īpaši	surtout	ADV	ADV
īpaši	spécialement	īpaši	spécialement	ADV	ADV
dienvidu	sud	dienvidi	sud	N;ACC;MASC;SG	N;MASC;SG
partija	partie	partija	partie	N;NOM;FEM;SG	N;FEM;SG
partija	fete	partija	fete	N;NOM;FEM;SG	N;FEM;SG
partija	soirée	partija	soirée	N;NOM;FEM;SG	N;FEM;SG
partija	fête	partija	fête	N;NOM;FEM;SG	N;FEM;SG
partija	lot	partija	lot	N;NOM;FEM;SG	N;MASC;SG
partija	lot	partija	lot	N;NOM;FEM;SG	N;MASC;SG
informācija	information	informācija	information	N;NOM;FEM;SG	N;FEM;SG
kluba	club	klubs	club	N;NOM;MASC;SG	N;MASC;SG
dzimusi	naître	dzimt	naître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;NFIN
dzimusi	né	dzimt	naître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dzimusi	née	dzimt	naître	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
teritorijas	territoires	teritorija	territoire	N;NOM;FEM;PL	N;MASC;PL
teritorijas	domaines	teritorija	domaine	N;NOM;FEM;PL	N;MASC;PL
teritorijas	zones	teritorija	zone	N;NOM;FEM;PL	N;FEM;PL
rajons	division	rajons	division	N;NOM;MASC;SG	N;FEM;SG
rajons	circonscription	rajons	circonscription	N;NOM;MASC;SG	N;FEM;SG
rajons	district	rajons	district	N;NOM;MASC;SG	N;MASC;SG
medaļu	médaille	medaļa	médaille	N;ACC;FEM;SG	N;FEM;SG
lielā	grande	liels	grand	ADJ;NOM;FEM;SG	ADJ;FEM;SG
lielā	grand	liels	grand	ADJ;NOM;FEM;SG	ADJ;MASC;SG
lielā	gros	liels	gros	ADJ;NOM;FEM;SG	ADJ;MASC;SG
lielā	grosse	liels	gros	ADJ;NOM;FEM;SG	ADJ;FEM;SG
lielā	grande	liels	grand	ADJ;NOM;FEM;SG	ADJ;FEM;SG
lielā	grand	liels	grand	ADJ;NOM;FEM;SG	ADJ;MASC;SG
pirmās	premières	pirmā	premier	ADJ;NOM;DEF;FEM;PL	ADJ;FEM;PL
pirmās	premiers	pirmā	premier	ADJ;NOM;DEF;FEM;PL	ADJ;MASC;PL
ielas	rues	iela	rue	N;NOM;FEM;PL	N;FEM;PL
visi	toutes	viss	tout	PRO;NOM;MASC;PL	PRO;FEM;PL
visi	tous	viss	tout	PRO;NOM;MASC;PL	PRO;MASC;PL
sistēmas	systèmes	sistēma	système	N;NOM;FEM;PL	N;MASC;PL
pusē	côté	puse	côté	N;ESS;FEM;SG	N;MASC;SG
pusē	latéral	puse	latéral	N;ESS;FEM;SG	N;MASC;SG
līga	league	līga	league	N;NOM;FEM;SG	N;MASC;SG
līga	ligue	līga	ligue	N;NOM;FEM;SG	N;FEM;SG
divi	deux	divi	deux	NUM;NOM;MASC;PL	NUM
nāves	décès	nāve	décès	N;NOM;FEM;SG	N;MASC;SG
pieder	appartenant	piederēt	appartenir	V;FH;IND;3;POS;PRS;FIN;ACT	V;PRS;V.PTCP
pieder	possède	piederēt	posséder	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
