dan	és	dan	és	CONJ	CONJ
negara	állapot	negara	állap	N;SG	N;NOM;SG
negara	állam	negara	állam	N;SG	N;NOM;SG
biasanya	jellemzően	biasanya	jellemző	ADV	ADV
kemudian	akkor	kemudian	akkor	ADV	ADV
kemudian	később	kemudian	későn	ADV	ADV
banyak	sokan	banyak	sokan	ADV	ADV
kabupaten	regency	kabupaten	regency	N;SG	N;NOM;SG
kabupaten	körzet	kabupaten	körzet	N;SG	N;NOM;SG
kabupaten	járás	kabupaten	járás	N;SG	N;NOM;SG
lalat	repülés	lalat	repülés	N;SG	N;NOM;SG
isi	tartalma	isi	tartalom	N;SG	N;NOM;SG
isi	tartalom	isi	tartalom	N;SG	N;NOM;SG
isi	tartalma	isi	tartalom	N;SG	N;NOM;SG
isi	tartalmát	isi	tartalom	N;SG	N;ACC;SG
isi	tartalom	isi	tartalom	N;SG	N;NOM;SG
daftar	jegyzék	daftar	jegyzék	N;SG	N;NOM;SG
daftar	lista	daftar	lista	N;SG	N;NOM;SG
baru	új	baru	új	ADJ;SG	ADJ;NOM;SG
antara	között	antara	között	ADP	ADP
wilayah	terület	wilayah	terület	N;SG	N;NOM;SG
wilayah	környék	wilayah	környék	N;SG	N;NOM;SG
wilayah	régió	wilayah	régió	N;SG	N;NOM;SG
wilayah	régiói	wilayah	régiói	N;SG	N;NOM;SG
wilayah	terület	wilayah	terület	N;SG	N;NOM;SG
wilayah	területe	wilayah	terület	N;SG	N;NOM;SG
tanggal	dátum	tanggal	dátum	N;SG;ACT	N;NOM;SG
tanggal	időpont	tanggal	időpont	N;SG;ACT	N;NOM;SG
dunia	vilag	dunia	vilag	N;SG	N;NOM;SG
dunia	vb	dunia	vb	N;SG	N;NOM;SG
timur	keletre	timur	keletr	N;SG	N;ON+ALL;SG
tempat	hely	tempat	hely	N;SG	N;NOM;SG
september	szeptemberben	september	szeptember	N;SG	N;IN+ESS;SG
september	szeptember	september	szeptember	N;SG	N;NOM;SG
anak	fiam	anak	fia	N;SG	N;NOM;SG
anak	fiuk	anak	fiuk	N;SG	N;NOM;SG
anak	gyermek	anak	gyermek	N;SG	N;NOM;SG
anak	gyermek	anak	gyermek	N;SG	N;NOM;SG
anak	gyermeke	anak	gyermeke	N;SG	N;NOM;SG
anak	gyermekem	anak	gyermekem	N;SG	N;NOM;SG
anak	gyerek	anak	gyerek	N;SG	N;NOM;SG
species	faj	species	faj	N	N;NOM;SG
species	állatfaj	species	állatfaj	N	N;NOM;SG
species	fajok	species	fajok	N	N;NOM;PL
hidup	élet	hidup	élet	N;SG	N;NOM;SG
hidup	életem	hidup	élet	N;SG	N;NOM;SG
hidup	életben	hidup	élet	N;SG	N;IN+ESS;SG
lagu	dal	lagu	dal	N;SG	N;NOM;SG
lagu	dalt	lagu	dalt	N;SG	N;ACC;SG
daerah	régiói	daerah	régiói	N;SG	N;NOM;SG
daerah	körzet	daerah	körzet	N;SG	N;NOM;SG
daerah	járás	daerah	járás	N;SG	N;NOM;SG
daerah	terület	daerah	terület	N;SG	N;NOM;SG
daerah	környék	daerah	környék	N;SG	N;NOM;SG
daerah	régió	daerah	régió	N;SG	N;NOM;SG
daerah	részleg	daerah	részleg	N;SG	N;NOM;SG
daerah	szakasz	daerah	szakasz	N;SG	N;NOM;SG
daerah	szekció	daerah	szekció	N;SG	N;NOM;SG
sekolah	iskola	sekolah	iskola	N;SG	N;NOM;SG
sekolah	iskolában	sekolah	iskolában	N;SG	N;IN+ESS;SG
sekolah	iskola	sekolah	iskola	N;SG	N;NOM;SG
hanya	csak	hanya	csak	ADV	ADV
hanya	csak	hanya	csak	ADV	ADV
air	víz	air	víz	N;SG	N;NOM;SG
air	vizet	air	víz	N;SG	N;ACC;SG
air	levegő	air	levegő	N;SG	N;NOM;SG
hari	nap	hari	nap	N;SG	N;NOM;SG
hari	napon	hari	nap	N;SG	N;ON+ESS;SG
hari	nappal	hari	nap	N;SG	N;INS;SG
hari	napot	hari	nap	N;SG	N;ACC;SG
kali	ideje	kali	idő	N;SG	N;NOM;SG
kali	időpont	kali	időpont	N;SG	N;NOM;SG
kali	idő	kali	idő	N;SG	N;NOM;SG
kali	times	kali	times	N;SG	N;NOM;SG
sangat	nagyon	sangat	nagyon	ADV	ADV
album	album	album	album	N;SG	N;NOM;SG
hal	dolog	hal	dolog	N;SG	N;NOM;SG
hal	cucc	hal	cucc	N;SG	N;NOM;SG
hal	hal	hal	hal	N;SG	N;NOM;SG
anggota	tag	anggota	tag	N;SG	N;NOM;SG
sejak	óta	sejak	óta	ADP	ADP
lainnya	további	lainnya	további	N	N;NOM;SG
menggunakan	használni	mengunakan	használ	V;SG;ACT	V;NFIN;ACT
utama	elsődleges	utama	elsődleges	ADJ;SG	ADJ;NOM;SG
kembali	visszatér	kembali	visszatér	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
sudah	már	sudah	már	ADV;SG;ACT	ADV
menyebabkan	okoz	mensebabkan	okoz	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
menyebabkan	okozza	mensebabkan	okoz	V;SG;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
menyebabkan	okoz	mensebabkan	okoz	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
masih	még	masih	még	ADV	ADV
tinggi	magas	tinggi	magas	ADJ;SG	ADJ;NOM;SG
waktu	ideje	waktu	idő	N;SG	N;NOM;SG
waktu	időpont	waktu	időpont	N;SG	N;NOM;SG
waktu	idő	waktu	idő	N;SG	N;NOM;SG
jenis	típus	jenis	típus	N;SG	N;NOM;SG
jenis	típusa	jenis	típus	N;SG	N;NOM;SG
bulan	holdat	bulan	holdat	N;SG	N;ACC;SG
bulan	hónap	bulan	hónap	N;SG	N;NOM;SG
bulan	hónap	bulan	hónap	N;SG	N;NOM;SG
bulan	hónapja	bulan	hónap	N;SG	N;NOM;SG
departemen	részleg	departemen	részleg	N;SG	N;NOM;SG
situs	helyszín	situs	helyszín	N;SG	N;NOM;SG
situs	helyén	situs	hely	N;SG	N;ON+ESS;SG
situs	webhely	situs	webhely	N;SG	N;NOM;SG
laba	profit	laba	profit	N;SG	N;NOM;SG
laba	haszon	laba	hasz	N;SG	N;NOM;SG
laba	nyereség	laba	nyereség	N;SG	N;NOM;SG
mulai	kezdeni	mulai	kezd	V;SG;ACT	V;NFIN;ACT
mulai	kezdem	mulai	kezdem	V;SG;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
resmi	hivatalos	resmi	hivatalos	ADJ;SG	ADJ;NOM;SG
database	adatbázisok	database	adatbázis	N	N;NOM;PL
database	adatbázisok	database	adatbázis	N	N;NOM;PL
database	adatbázis	database	adatbázis	N	N;NOM;SG
sekitar	körül	sekitar	körül	ADP	ADP
udara	antenna	udara	ant	N;SG	N;NOM;SG
udara	levegő	udara	levegő	N;SG	N;NOM;SG
melalui	keresztül	melalui	keresztül	ADP	ADP
nasional	nemzeti	nasional	nemzeti	ADJ;SG	ADJ;NOM;SG
nasional	országos	nasional	országos	ADJ;SG	ADJ;NOM;SG
nasional	országos	nasional	országos	ADJ;SG	ADJ;NOM;SG
sekarang	most	sekarang	most	ADV	ADV
perang	hadviselés	perang	hadviselés	N;SG	N;NOM;SG
perang	háború	perang	háború	N;SG	N;NOM;SG
pulau	sziget	pulau	sziget	N;SG	N;NOM;SG
pulau	szigeten	pulau	sziget	N;SG	N;ON+ESS;SG
rumah	ház	rumah	ház	N;SG	N;NOM;SG
pendidikan	oktatás	pendidikan	oktatás	N;SG	N;NOM;SG
laut	tengerész	laut	tengerész	N;SG	N;NOM;SG
laut	tengerészgyalogos	laut	tengerészgyalogos	N;SG	N;NOM;SG
laut	tenger	laut	tenger	N;SG	N;NOM;SG
tim	csapat	tim	csapat	N;SG	N;NOM;SG
sistem	rendszer	sistem	rendszer	N;SG	N;NOM;SG
komune	települések	komune	település	N	N;NOM;PL
termasuk	tartalmazza	termasuk	tartalmaz	V	V;DEF;IND;SG;3;PRS;FIN;ACT
larva	lárvák	larva	lárvák	N	N;NOM;PL
terhadap	ellen	terhadap	ellen	ADP	ADP
batang	szár	batang	szár	N;SG	N;NOM;SG
matahari	napsütés	matahari	napsütés	N;SG	N;NOM;SG
matahari	nap	matahari	nap	N;SG	N;NOM;SG
matahari	napfény	matahari	napfény	N;SG	N;NOM;SG
presiden	elnök	presiden	elnök	N;SG	N;NOM;SG
masyarakat	közösség	masyarakat	közösség	N;SG	N;NOM;SG
masyarakat	társadalom	masyarakat	társadalom	N;SG	N;NOM;SG
tiga	három	tiga	három	NUM	NUM;NOM;SG
jalan	út	jalan	út	N;SG;ACT	N;NOM;SG
jalan	közúti	jalan	közúti	N;SG;ACT	N;NOM;SG
musik	zene	musik	zene	N;SG	N;NOM;SG
musik	zenés	musik	zenés	N;SG	N;NOM;SG
musik	musical	musik	musical	N;SG	N;NOM;SG
planet	bolygónak	planet	bolygó	N;SG	N;GEN;SG
planet	bolygónk	planet	bolygónk	N;SG	N;NOM;SG
planet	bolygó	planet	bolygó	N;SG	N;NOM;SG
kerusakan	meghibásodás	kerusakan	meghibásodás	N;SG	N;NOM;SG
kerusakan	pusztulás	kerusakan	pusztulás	N;SG	N;NOM;SG
kerusakan	pusztítás	kerusakan	pusztítás	N;SG	N;NOM;SG
kerusakan	károsodás	kerusakan	károsodás	N;SG	N;NOM;SG
kerusakan	kárt	kerusakan	kár	N;SG	N;ACC;SG
kerusakan	sérülés	kerusakan	sérülés	N;SG	N;NOM;SG
kerusakan	károkozás	kerusakan	károkozás	N;SG	N;NOM;SG
kerusakan	kártérítés	kerusakan	kártérítés	N;SG	N;NOM;SG
kecil	kis	kecil	kis	ADJ;SG	ADJ;NOM;SG
kecil	kis	kecil	kis	ADJ;SG	ADJ;NOM;SG
menteri	titkárnő	menteri	titkárnő	N;SG	N;NOM;SG
menteri	titkár	menteri	titkár	N;SG	N;NOM;SG
menteri	miniszter	menteri	miniszter	N;SG	N;NOM;SG
lagi	újra	lagi	újra	ADV	ADV
jumlah	összeg	jumlah	összeg	N;SG	N;NOM;SG
jumlah	összeg	jumlah	összeg	N;SG	N;NOM;SG
jumlah	mennyiség	jumlah	mennyiség	N;SG	N;NOM;SG
kata	szó	kata	szó	N;SG	N;NOM;SG
kata	szava	kata	szó	N;SG	N;NOM;SG
penduduk	lakos	penduduk	lakos	N;SG	N;NOM;SG
penduduk	populáció	penduduk	populáció	N;SG	N;NOM;SG
penduduk	népesség	penduduk	népesség	N;SG	N;NOM;SG
penduduk	lakosság	penduduk	lakosság	N;SG	N;NOM;SG
bawah	alja	bawah	al	N;SG	N;NOM;SG
bawah	fenék	bawah	fene	N;SG	N;NOM;SG
sebelum	előtt	sebelum	előtt	ADP	ADP
data	adat	data	adat	N;SG	N;NOM;SG
data	adatforgalom	data	adatforgalom	N;SG	N;NOM;SG
artikel	árucikk	artikel	árucikk	N;SG	N;NOM;SG
artikel	cikk	artikel	cikk	N;SG	N;NOM;SG
tanduk	agancs	tanduk	agancs	N	N;NOM;SG
tanduk	agancs	tanduk	agancs	N	N;NOM;SG
tanduk	szarvak	tanduk	szarv	N	N;NOM;PL
tanduk	szarva	tanduk	szarva	N	N;NOM;SG
karya	remekmű	karya	remekmű	N;SG	N;NOM;SG
karya	mestermű	karya	mestermű	N;SG	N;NOM;SG
tanah	föld	tanah	föld	N;SG	N;NOM;SG
tanah	földterület	tanah	földterület	N;SG	N;NOM;SG
tanah	szárazföld	tanah	szárazföld	N;SG	N;NOM;SG
tanah	telek	tanah	tél	N;SG	N;NOM;SG
tanah	talajban	tanah	talaj	N;SG	N;IN+ESS;SG
tanah	talaj	tanah	talaj	N;SG	N;NOM;SG
tanah	talaj	tanah	talaj	N;SG	N;NOM;SG
tanah	talaj	tanah	talaj	N;SG	N;NOM;SG
abad	évszázad	abad	évszázad	N;SG	N;NOM;SG
abad	század	abad	század	N;SG	N;NOM;SG
perusahaan	corporation	perusahaan	corporation	N;SG	N;NOM;SG
perusahaan	társaság	perusahaan	társaság	N;SG	N;NOM;SG
perusahaan	vállalat	perusahaan	vállalat	N;SG	N;NOM;SG
perusahaan	cég	perusahaan	cég	N;SG	N;NOM;SG
perusahaan	század	perusahaan	század	N;SG	N;NOM;SG
perusahaan	munkaadó	perusahaan	munkaadó	N;SG	N;NOM;SG
style	stílus	style	stílus	N	N;NOM;SG
januari	január	januari	január	N;SG	N;NOM;SG
januari	januárban	januari	január	N;SG	N;IN+ESS;SG
maret	március	maret	március	N;SG	N;NOM;SG
musim	szezont	musim	szezont	N;SG	N;ACC;SG
musim	idény	musim	idény	N;SG	N;NOM;SG
musim	évszak	musim	évszú	N;SG	N;NOM;SG
musim	évad	musim	évad	N;SG	N;NOM;SG
musim	szezon	musim	szez	N;SG	N;NOM;SG
musim	évszak	musim	évszú	N;SG	N;NOM;SG
bola	bál	bola	bál	N;SG	N;NOM;SG
bola	labdát	bola	labda	N;SG	N;ACC;SG
bola	golyó	bola	golyó	N;SG	N;NOM;SG
bola	labda	bola	labda	N;SG	N;NOM;SG
bola	tökös	bola	tökös	N;SG	N;NOM;SG
pemerintah	kormány	penperintah	kormány	N;SG	N;NOM;SG
pemerintah	kormányzat	penperintah	kormányzat	N;SG	N;NOM;SG
juni	június	juni	június	N;SG	N;NOM;SG
juni	júniusban	juni	június	N;SG	N;IN+ESS;SG
muda	fiatalos	muda	fiatalos	ADJ;SG	ADJ;NOM;SG
muda	fiatalos	muda	fiatalos	ADJ;SG	ADJ;NOM;SG
desember	december	desember	december	N;SG	N;NOM;SG
desember	decemberben	desember	december	N;SG	N;IN+ESS;SG
desember	dec	desember	dec	N;SG	N;NOM;SG
bidang	mező	bidang	mező	N;SG	N;NOM;SG
bidang	mező	bidang	mező	N;SG	N;NOM;SG
kepala	fejet	kepala	féj	N;SG	N;ACC;SG
kepala	fej	kepala	fej	N;SG	N;NOM;SG
kepala	fejét	kepala	feje	N;SG	N;ACC;SG
kepala	főnök	kepala	főnök	N;SG	N;NOM;SG
melakukan	csinál	menlakukan	csinál	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
pusat	középre	pusat	közép	N;SG	N;ON+ALL;SG
pusat	központ	pusat	központ	N;SG	N;NOM;SG
pusat	középre	pusat	közép	N;SG	N;ON+ALL;SG
pusat	központ	pusat	központ	N;SG	N;NOM;SG
pusat	centrum	pusat	centrum	N;SG	N;NOM;SG
agustus	augusztusban	agustus	augusztus	N;SG	N;IN+ESS;SG
agustus	augusztus	agustus	augusztus	N;SG	N;NOM;SG
agustus	aug	agustus	aug	N;SG	N;NOM;SG
internasional	nemzetközi	internasional	nemzetközi	ADJ;SG	ADJ;NOM;SG
internasional	interkulturális	internasional	interkulturális	ADJ;SG	ADJ;NOM;SG
sumber	forrás	sumber	forrás	N;SG	N;NOM;SG
sumber	forrás	sumber	forrás	N;SG	N;NOM;SG
manusia	ember	manusia	ember	N;SG	N;NOM;SG
manusia	férfi	manusia	férfi	N;SG	N;NOM;SG
manusia	ember	manusia	ember	N;SG	N;NOM;SG
sejarah	történeti	sejarah	történeti	N;SG	N;NOM;SG
sejarah	történelme	sejarah	történelem	N;SG	N;NOM;SG
sejarah	történelem	sejarah	történel	N;SG	N;NOM;SG
gereja	templom	gereja	templom	N;SG	N;NOM;SG
gereja	egyház	gereja	egyház	N;SG	N;NOM;SG
pemain	lejátszó	penmain	lejátszó	N;SG	N;NOM;SG
pemain	játékos	penmain	játékos	N;SG	N;NOM;SG
program	program	program	program	N;SG	N;NOM;SG
program	program	program	program	N;SG	N;NOM;SG
pesawat	légijármű	pesawat	légijármű	N;SG	N;NOM;SG
pesawat	repülőgép	pesawat	repülőgép	N;SG	N;NOM;SG
pesawat	repülővel	pesawat	repülő	N;SG	N;INS;SG
pesawat	repülőgép	pesawat	repülőgép	N;SG	N;NOM;SG
pesawat	repülőgép	pesawat	repülőgép	N;SG	N;NOM;SG
juli	júliusban	juli	július	N;SG	N;IN+ESS;SG
juli	július	juli	július	N;SG	N;NOM;SG
stasiun	állomás	stasiun	állomás	N;SG	N;NOM;SG
stasiun	pályaudvar	stasiun	pályaudvar	N;SG	N;NOM;SG
nebula	köd	nebula	köd	N	N;NOM;SG
lahir	született	lahir	születik	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
lahir	megszületett	lahir	meg+szület	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
bumi	föld	bumi	föld	N;SG	N;NOM;SG
bernama	megnevezett	bernama	megnevezett	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
bentuk	nyomtatvány	bentuk	nyomtatvány	N;SG	N;NOM;SG
bentuk	alakja	bentuk	alak	N;SG	N;NOM;SG
bentuk	forma	bentuk	forma	N;SG	N;NOM;SG
bentuk	formát	bentuk	forma	N;SG	N;ACC;SG
bentuk	alakzat	bentuk	alakzat	N;SG	N;NOM;SG
bentuk	űrlap	bentuk	űrlap	N;SG	N;NOM;SG
bentuk	forma	bentuk	forma	N;SG	N;NOM;SG
bentuk	formájában	bentuk	forma	N;SG	N;IN+ESS;SG
bentuk	nyomtatvány	bentuk	nyomtatvány	N;SG	N;NOM;SG
sebelumnya	mielőtt	sebelumnya	mielőtt	ADV	ADV
sebelumnya	korábban	sebelumnya	korán	ADV	ADV
februari	februárban	februari	február	N;SG	N;IN+ESS;SG
februari	február	februari	február	N;SG	N;NOM;SG
proses	eljárás	proses	eljárás	N;SG	N;NOM;SG
proses	folyamat	proses	folyamat	N;SG	N;NOM;SG
akhir	befejezés	akhir	befejezés	N;SG	N;NOM;SG
akhir	vége	akhir	vég	N;SG	N;NOM;SG
akhir	vég	akhir	vég	N;SG	N;NOM;SG
hasil	eredmény	hasil	eredmény	N;SG	N;NOM;SG
hasil	hozam	hasil	hozam	N;SG	N;NOM;SG
hasil	eredmény	hasil	eredmény	N;SG	N;NOM;SG
versi	verzió	versi	verzió	N;SG	N;NOM;SG
versi	változat	versi	változat	N;SG	N;NOM;SG
pemerintahan	kormány	penperintahan	kormány	N;SG	N;NOM;SG
pemerintahan	kormányzat	penperintahan	kormányzat	N;SG	N;NOM;SG
pemerintahan	kormányzás	penperintahan	kormányzás	N;SG	N;NOM;SG
pemerintahan	irányítás	penperintahan	irányítás	N;SG	N;NOM;SG
republik	republikánusok	republik	republikánus	N	N;NOM;PL
republik	republikánus	republik	republikánus	N	N;NOM;SG
republik	köztársaság	republik	köztársaság	N	N;NOM;SG
group	csoport	group	csoport	N	N;NOM;SG
group	csoportban	group	csoport	N	N;IN+ESS;SG
buku	könyv	buku	könyv	N;SG	N;NOM;SG
buku	könyvet	buku	könyv	N;SG	N;ACC;SG
buku	könyv	buku	könyv	N;SG	N;NOM;SG
suku	törzs	suku	törzs	N;SG	N;NOM;SG
partai	buli	partai	buli	N;SG	N;NOM;SG
keluarga	családi	keluarga	családi	N;SG	N;NOM;SG
keluarga	családtag	keluarga	családtag	N;SG	N;NOM;SG
keluarga	család	keluarga	család	N;SG	N;NOM;SG
ilmu	tudomány	ilmu	tudomány	N;SG	N;NOM;SG
berubah	változik	berrubah	változik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
berubah	megváltozott	berrubah	megváltozott	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
berubah	változott	berrubah	változik	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
berubah	megváltozott	berrubah	megváltozott	V;SG;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
luas	széles	luas	széles	N;SG	N;NOM;SG
luas	széles	luas	széles	N;SG	N;NOM;SG
luas	terület	luas	terület	N;SG	N;NOM;SG
luas	környék	luas	környék	N;SG	N;NOM;SG
acara	esemény	acara	esemény	N;SG	N;NOM;SG
acara	esemény	acara	esemény	N;SG	N;NOM;SG
acara	rendezvény	acara	rendezvény	N;SG	N;NOM;SG
asal	eredet	asal	eredet	N;SG	N;NOM;SG
asal	eredete	asal	eredet	N;SG	N;NOM;SG
asal	származás	asal	származás	N;SG	N;NOM;SG
asal	eredet	asal	eredet	N;SG	N;NOM;SG
kapal	hajó	kapal	hajó	N;SG	N;NOM;SG
kapal	edény	kapal	edény	N;SG	N;NOM;SG
kapal	hajóval	kapal	hajó	N;SG	N;INS;SG
kapal	hajó	kapal	hajó	N;SG	N;NOM;SG
kapal	csónak	kapal	csó	N;SG	N;NOM;SG
kapal	hajó	kapal	hajó	N;SG	N;NOM;SG
bermain	játszani	bermain	játszik	V;SG;ACT	V;NFIN;ACT
bermain	játszik	bermain	játszik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
bermain	játszik	bermain	játszik	V;SG;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
bermain	játszom	bermain	játszik	V;SG;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
kelompok	csoport	kelompok	csoport	N;SG	N;NOM;SG
kelompok	csoportban	kelompok	csoport	N;SG	N;IN+ESS;SG
agama	vallás	agama	vallás	N;SG	N;NOM;SG
agama	vallás	agama	vallás	N;SG	N;NOM;SG
eropa	európában	eropa	európa	N;SG	N;IN+ESS;SG
batu	stones	batu	stones	N;SG	N;NOM;SG
batu	kő	batu	kő	N;SG	N;NOM;SG
batu	szikla	batu	szikla	N;SG	N;NOM;SG
batu	kő	batu	kő	N;SG	N;NOM;SG
wikipedia	wikipédia	wikipedia	wikipédia	N	N;NOM;SG
jiwa	lélek	jiwa	lélek	N;SG	N;NOM;SG
jiwa	lelkem	jiwa	lelk	N;SG	N;NOM;SG
saja	csak	saja	csak	ADV	ADV
halaman	oldalt	halaman	oldal	N;SG	N;ACC;SG
halaman	oldal	halaman	oldal	N;SG	N;NOM;SG
hukum	jog	hukum	jog	N;SG;ACT	N;NOM;SG
hukum	törvény	hukum	törvény	N;SG;ACT	N;NOM;SG
orbit	orbitális	orbit	orbitális	N	N;NOM;SG
orbit	pályára	orbit	pálya	N	N;ON+ALL;SG
pasukan	brigád	pasukan	brigád	N;SG	N;NOM;SG
pasukan	osztag	pasukan	osztag	N;SG	N;NOM;SG
tokoh	jellem	tokoh	jellem	N;SG	N;NOM;SG
tokoh	karakter	tokoh	karakter	N;SG	N;NOM;SG
tokoh	figura	tokoh	figura	N;SG	N;NOM;SG
tokoh	ábra	tokoh	áb	N;SG	N;NOM;SG
tanpa	nélkül	tanpa	nélkül	ADP	ADP
bangsa	nemzet	bangsa	nemzet	N;SG	N;NOM;SG
penghargaan	gála	penhargaan	gála	N;SG	N;NOM;SG
penghargaan	díj	penhargaan	díj	N;SG	N;NOM;SG
penghargaan	díjat	penhargaan	díjat	N;SG	N;ACC;SG
penghargaan	elismerést	penhargaan	elismerés	N;SG	N;ACC;SG
penghargaan	elismerés	penhargaan	elismerés	N;SG	N;NOM;SG
klub	klub	klub	klub	N;SG	N;NOM;SG
klub	klubház	klub	klubház	N;SG	N;NOM;SG
ketua	főnök	ketua	főnök	N;SG	N;NOM;SG
ketua	elnök	ketua	elnök	N;SG	N;NOM;SG
ketua	széket	ketua	szék	N;SG	N;ACC;SG
ketua	szék	ketua	szék	N;SG	N;NOM;SG
gunung	hegyen	gunung	hegy	N;SG	N;ON+ESS;SG
gunung	hegy	gunung	hegy	N;SG	N;NOM;SG
gunung	mount	gunung	mount	N;SG	N;NOM;SG
gunung	hegy	gunung	hegy	N;SG	N;NOM;SG
gunung	hegység	gunung	hegység	N;SG	N;NOM;SG
meskipun	bár	meskipun	bár	CONJ	CONJ
meskipun	bár	meskipun	bár	CONJ	CONJ
bintang	csillagos	bintang	csillagos	N;SG	N;NOM;SG
bintang	csillag	bintang	csillag	N;SG	N;NOM;SG
bintang	sztár	bintang	sztár	N;SG	N;NOM;SG
bintang	csillag	bintang	csillag	N;SG	N;NOM;SG
jalur	utat	jalur	út	N;SG	N;ACC;SG
jalur	ösvény	jalur	ösvény	N;SG	N;NOM;SG
jalur	útvonal	jalur	útvonal	N;SG	N;NOM;SG
jalur	út	jalur	út	N;SG	N;NOM;SG
politik	politika	politik	politika	N;SG	N;NOM;SG
politik	politika	politik	politika	N;SG	N;NOM;SG
ibu	anya	ibu	anya	N;SG	N;NOM;SG
ibu	édesanyám	ibu	édesanya	N;SG	N;NOM;SG
ibu	anya	ibu	anya	N;SG	N;NOM;SG
tingkat	kamatláb	tingkat	kamatláb	N;SG	N;NOM;SG
tingkat	arány	tingkat	arány	N;SG	N;NOM;SG
tingkat	szint	tingkat	szint	N;SG	N;NOM;SG
tingkat	szint	tingkat	szint	N;SG	N;NOM;SG
