que	že	que	že	CONJ	CONJ
véase	vidieť	véase	vidieť	V;SBJV;SG;3;PRS;FIN	V;IPFV;POS;NFIN
septiembre	september	septiembre	september	N	N;INAN;NOM;MASC;SG
septiembre	septembra	septiembre	september	N	N;INAN;GEN;MASC;SG
septiembre	septembri	septiembre	september	N	N;INAN;NOM;MASC;SG
octubre	októbra	octubre	október	N	N;INAN;GEN;MASC;SG
octubre	október	octubre	október	N	N;INAN;NOM;MASC;SG
segunda	druhá	segundo	druhý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
segunda	druhé	segundo	druhý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
segunda	druhe	segundo	druh	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
segunda	druhý	segundo	druhý	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
discusión	diskusia	discusión	diskusi	N;FEM;SG	N;NOM;FEM;SG
discusión	diskusiu	discusión	diskusia	N;FEM;SG	N;ACC;FEM;SG
gobierno	riadenie	gobierno	riadenie	N;MASC;SG	N;NOM;NEUT;SG
gobierno	vláda	gobierno	vláda	N;MASC;SG	N;NOM;FEM;SG
condado	county	condado	count	N;MASC;SG	N;NOM;MASC;SG
final	koniec	final	koniec	N;MASC;SG	N;INAN;NOM;MASC;SG
final	finále	final	fináľ	N;MASC;SG	N;INAN;NOM;MASC;SG
final	finále	final	fináľ	N;MASC;SG	N;INAN;NOM;MASC;SG
vida	života	vida	život	N;FEM;SG	N;INAN;GEN;MASC;SG
vida	život	vida	život	N;FEM;SG	N;INAN;NOM;MASC;SG
personas	osobám	persona	osobať	N;FEM;PL	N;DAT;FEM;PL
personas	osoby	persona	osoba	N;FEM;PL	N;NOM;FEM;PL
personas	osôb	persona	osoba	N;FEM;PL	N;GEN;FEM;PL
personas	ludia	persona	ludia	N;FEM;PL	N;ANIM;NOM;MASC;PL
personas	ľudia	persona	človek	N;FEM;PL	N;ANIM;NOM;MASC;PL
personas	ľudí	persona	človek	N;FEM;PL	N;ANIM;ACC;MASC;PL
español	španielčina	español	španielčina	N;MASC;SG	N;NOM;FEM;SG
centro	centro	centro	centro	N;MASC;SG	N;NOM;NEUT;SG
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;NEUT;SG
centro	centre	centro	centrum	N;MASC;SG	N;NOM;NEUT;SG
centro	center	centro	center	N;MASC;SG	N;INAN;NOM;MASC;SG
centro	stred	centro	stred	N;MASC;SG	N;INAN;NOM;MASC;SG
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;NEUT;SG
centro	centre	centro	centrum	N;MASC;SG	N;NOM;NEUT;SG
centro	stredisko	centro	stredisko	N;MASC;SG	N;NOM;NEUT;SG
centro	stred	centro	stred	N;MASC;SG	N;INAN;NOM;MASC;SG
julio	julius	julio	julius	N	N;ANIM;NOM;MASC;SG
julio	júl	julio	júl	N	N;INAN;NOM;MASC;SG
julio	júla	julio	júla	N	N;INAN;NOM;MASC;SG
lincoln	lincolna	lincoln	lincolna	N;MASC;SG	N;NOM;FEM;SG
país	krajine	país	krajina	N;MASC;SG	N;DAT;FEM;SG
país	štát	país	štát	N;MASC;SG	N;INAN;NOM;MASC;SG
país	krajina	país	krajina	N;MASC;SG	N;NOM;FEM;SG
mientras	kým	mientras	kým	CONJ	CONJ
web	web	web	web	N;FEM;SG	N;INAN;NOM;MASC;SG
web	webe	web	wiaba	N;FEM;SG	N;INAN;NOM;MASC;SG
web	web	web	web	N;FEM;SG	N;INAN;NOM;MASC;SG
web	webe	web	wiaba	N;FEM;SG	N;INAN;NOM;MASC;SG
internacional	medzinárodný	internacional	medzinárodný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
internacional	medzinárodná	internacional	medzinárodný	ADJ;SG	ADJ;NOM;FEM;SG
internacional	medzinárodné	internacional	medzinárodný	ADJ;SG	ADJ;NOM;NEUT;SG
santa	svätá	santo	svätý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
santa	svätý	santo	svätý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
santa	sväté	santo	svätý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
santa	svätá	santo	svätý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
santa	svätý	santo	svätý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
antes	skôr	antes	skôr	ADV	ADV
antes	skoršie	antes	skorý	ADV	ADV;CMPR
antes	predtým	antes	predtým	ADV	ADV
oficial	úradný	oficial	úradný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
oficial	oficiálna	oficial	oficiálny	ADJ;SG	ADJ;NOM;FEM;SG
oficial	oficiálny	oficial	oficiálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
mundo	sveta	mundo	svet	N;MASC;SG	N;INAN;GEN;MASC;SG
mundo	svete	mundo	svet	N;MASC;SG	N;INAN;ESS;MASC;SG
mundo	svet	mundo	svet	N;MASC;SG	N;INAN;NOM;MASC;SG
mundo	svetom	mundo	svet	N;MASC;SG	N;INAN;INS;MASC;SG
embargo	embargo	embargo	embargo	N;MASC;SG	N;INAN;NOM;MASC;SG
mayo	mája	mayo	máj	N	N;INAN;GEN;MASC;SG
temporada	sezóna	temporada	sezón	N;FEM;SG	N;NOM;FEM;SG
temporada	sezónu	temporada	sezón	N;FEM;SG	N;ACC;FEM;SG
mejor	lepšie	mejor	dobre	ADV	ADV;CMPR
mejor	najlepšie	mejor	dobre	ADV	ADV;RL
luego	potom	luego	potom	ADV	ADV
luego	vtedy	luego	vtedy	ADV	ADV
marzo	marec	marzo	marec	N	N;INAN;NOM;MASC;SG
marzo	marci	marzo	marec	N	N;INAN;ESS;MASC;SG
marzo	marca	marzo	marec	N	N;INAN;GEN;MASC;SG
marzo	marcu	marzo	marec	N	N;INAN;DAT;MASC;SG
marzo	pochod	marzo	pochod	N	N;INAN;NOM;MASC;SG
día	deň	día	deň	N;MASC;SG	N;INAN;NOM;MASC;SG
día	dňa	día	deň	N;MASC;SG	N;INAN;GEN;MASC;SG
siendo	byť	ser	byť	V;V.MSDR	V;IPFV;POS;NFIN
madrid	liverpool	madrid	liverpnúť	N;MASC;SG	N;INAN;NOM;MASC;SG
enero	januára	enero	január	N	N;INAN;GEN;MASC;SG
enero	január	enero	január	N	N;INAN;NOM;MASC;SG
enero	januári	enero	január	N	N;INAN;ESS;MASC;SG
número	číslo	número	číslo	N;MASC;SG	N;NOM;NEUT;SG
número	počet	número	počet	N;MASC;SG	N;INAN;NOM;MASC;SG
número	čislo	número	čislo	N;MASC;SG	N;NOM;NEUT;SG
agosto	auguste	agosto	augusta	N	N;INAN;NOM;MASC;SG
agosto	august	agosto	august	N	N;INAN;NOM;MASC;SG
agosto	augusta	agosto	augusta	N	N;INAN;GEN;MASC;SG
agosto	august	agosto	august	N	N;INAN;NOM;MASC;SG
diciembre	december	diciembre	december	N	N;INAN;NOM;MASC;SG
diciembre	decembra	diciembre	december	N	N;INAN;GEN;MASC;SG
diciembre	decembri	diciembre	december	N	N;INAN;GEN;MASC;SG
diciembre	decembru	diciembre	december	N	N;INAN;GEN;MASC;SG
artículo	článku	artículo	článok	N;MASC;SG	N;INAN;GEN;MASC;SG
artículo	článok	artículo	článok	N;MASC;SG	N;INAN;NOM;MASC;SG
artículo	položka	artículo	položka	N;MASC;SG	N;NOM;FEM;SG
artículo	položku	artículo	položka	N;MASC;SG	N;ACC;FEM;SG
noviembre	novembri	noviembre	november	N	N;INAN;NOM;MASC;SG
noviembre	november	noviembre	november	N	N;INAN;NOM;MASC;SG
noviembre	novembra	noviembre	november	N	N;INAN;GEN;MASC;SG
noviembre	november	noviembre	november	N	N;INAN;NOM;MASC;SG
abril	apríl	abril	aprila	N	N;INAN;NOM;MASC;SG
abril	apríla	abril	apríl	N	N;INAN;GEN;MASC;SG
total	celkový	total	celkový	ADJ;SG	ADJ;INAN;NOM;MASC;SG
región	kraj	región	kraj	N;FEM;SG	N;INAN;NOM;MASC;SG
región	regiónu	región	región	N;FEM;SG	N;INAN;GEN;MASC;SG
región	oblasť	región	oblasť	N;FEM;SG	N;NOM;FEM;SG
región	región	región	región	N;FEM;SG	N;INAN;NOM;MASC;SG
sistema	systém	sistema	systém	N;MASC;SG	N;INAN;NOM;MASC;SG
sistema	systému	sistema	systém	N;MASC;SG	N;INAN;GEN;MASC;SG
sistema	sústava	sistema	sústava	N;MASC;SG	N;NOM;FEM;SG
habitantes	obyvatelia	habitante	obyvateľ	N;PL	N;ANIM;NOM;MASC;PL
habitantes	obyvateľov	habitante	obyvateľ	N;PL	N;ANIM;ACC;MASC;PL
habitantes	obyvateľom	habitante	obyvateľ	N;PL	N;ANIM;DAT;MASC;PL
habitantes	obyvatelia	habitante	obyvateľ	N;PL	N;ANIM;NOM;MASC;PL
habitantes	obyvateľov	habitante	obyvateľ	N;PL	N;ANIM;ACC;MASC;PL
habitantes	obyvateľom	habitante	obyvateľ	N;PL	N;ANIM;DAT;MASC;PL
maría	mária	maría	máriť	N;FEM;SG	N;NOM;FEM;SG
maría	mária	maría	máriť	N;FEM;SG	N;NOM;FEM;SG
maría	máriu	maría	mária	N;FEM;SG	N;ACC;FEM;SG
maría	mária	maría	máriť	N;FEM;SG	N;NOM;FEM;SG
real	reálny	real	reálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
real	skutočné	real	skutočný	ADJ;SG	ADJ;NOM;NEUT;SG
real	skutočná	real	skutočný	ADJ;SG	ADJ;NOM;FEM;SG
real	kráľovská	real	kráľovský	ADJ;SG	ADJ;NOM;FEM;SG
real	kráľovský	real	kráľovský	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
real	kráľovské	real	kráľovský	ADJ;SG	ADJ;NOM;NEUT;SG
página	stránke	página	stránka	N;FEM;SG	N;DAT;FEM;SG
página	strana	página	strana	N;FEM;SG	N;NOM;FEM;SG
página	stránka	página	stránka	N;FEM;SG	N;NOM;FEM;SG
página	stránku	página	stránka	N;FEM;SG	N;ACC;FEM;SG
mundial	celosvetové	mundial	celosvetový	ADJ;SG	ADJ;NOM;NEUT;SG
mundial	celosvetová	mundial	celosvetový	ADJ;SG	ADJ;NOM;FEM;SG
mundial	celosvetový	mundial	celosvetový	ADJ;SG	ADJ;INAN;NOM;MASC;SG
mundial	svetová	mundial	svetový	ADJ;SG	ADJ;NOM;FEM;SG
mundial	globálny	mundial	globálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
mundial	globálna	mundial	globálny	ADJ;SG	ADJ;NOM;FEM;SG
mundial	globálne	mundial	globálny	ADJ;SG	ADJ;NOM;NEUT;SG
música	music	música	musica	N;FEM;SG	N;NOM;MASC;SG
música	hudba	música	hudba	N;FEM;SG	N;NOM;FEM;SG
música	hudbu	música	hudba	N;FEM;SG	N;ACC;FEM;SG
presidente	predsedu	presidente	predsedu	N;MASC;SG	N;ANIM;ACC;MASC;SG
presidente	predsedu	presidente	predsedu	N;MASC;SG	N;ANIM;ACC;MASC;SG
presidente	predseda	presidente	predseda	N;MASC;SG	N;ANIM;NOM;MASC;SG
presidente	prezidentka	presidente	prezidentka	N;MASC;SG	N;NOM;FEM;SG
presidente	prezident	presidente	prezident	N;MASC;SG	N;ANIM;NOM;MASC;SG
presidente	predseda	presidente	predseda	N;MASC;SG	N;ANIM;NOM;MASC;SG
presidente	prezidenta	presidente	prezident	N;MASC;SG	N;ANIM;ACC;MASC;SG
casa	house	casa	hous	N;FEM;SG	N;INAN;NOM;MASC;SG
casa	domček	casa	domček	N;FEM;SG	N;INAN;NOM;MASC;SG
casa	dom	casa	dom	N;FEM;SG	N;INAN;NOM;MASC;SG
sólo	jedine	sólo	jedine	ADV	ADV
sólo	práve	sólo	práve	ADV	ADV
álbum	album	álbum	album	N;MASC;SG	N;INAN;NOM;MASC;SG
álbum	albumu	álbum	album	N;MASC;SG	N;INAN;GEN;MASC;SG
debido	splatné	debido	splatný	ADJ	ADJ;NOM;NEUT;SG
cuenta	počítať	contar	počítať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
cuenta	spočítať	contar	spočítať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
cuenta	počíta	contar	počítať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
junio	júni	junio	jún	N	N;INAN;NOM;MASC;SG
junio	júna	junio	jún	N	N;INAN;GEN;MASC;SG
febrero	februára	febrero	február	N	N;INAN;GEN;MASC;SG
febrero	február	febrero	február	N	N;INAN;NOM;MASC;SG
ella	ona	él	ona	PRO;FEM;SG;3	PRO;NOM;FEM;SG;3
ella	jej	él	ona	PRO;FEM;SG;3	PRO;DAT;FEM;SG;3
ella	ju	él	ona	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
ella	nej	él	ona	PRO;FEM;SG;3	PRO;DAT;FEM;SG;3
ella	ňu	él	ona	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
pueden	môžu	poder	môcť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
solo	samostatne	solo	samostatne	ADV	ADV
solo	jedine	solo	jedine	ADV	ADV
solo	práve	solo	práve	ADV	ADV
tipo	druh	tipo	druh	N;MASC;SG	N;INAN;NOM;MASC;SG
tipo	typu	tipo	typ	N;MASC;SG	N;INAN;GEN;MASC;SG
tipo	typ	tipo	typ	N;MASC;SG	N;INAN;NOM;MASC;SG
tipo	type	tipo	typ	N;MASC;SG	N;INAN;NOM;MASC;SG
obra	dielo	obra	dielo	N;FEM;SG	N;NOM;NEUT;SG
obra	praca	obra	praca	N;FEM;SG	N;NOM;FEM;SG
obra	práca	obra	práca	N;FEM;SG	N;NOM;FEM;SG
iglesia	kostola	iglesia	kostol	N;FEM;SG	N;INAN;GEN;MASC;SG
iglesia	kostol	iglesia	kostol	N;FEM;SG	N;INAN;NOM;MASC;SG
iglesia	cirkev	iglesia	cirkev	N;FEM;SG	N;NOM;FEM;SG
película	filmom	película	film	N;FEM;SG	N;INAN;INS;MASC;SG
película	film	película	film	N;FEM;SG	N;INAN;NOM;MASC;SG
película	filmom	película	film	N;FEM;SG	N;INAN;INS;MASC;SG
película	film	película	film	N;FEM;SG	N;INAN;NOM;MASC;SG
entonces	potom	entonces	potom	ADV	ADV
entonces	vtedy	entonces	vtedy	ADV	ADV
banda	pásmo	banda	pásmo	N;FEM;SG	N;NOM;NEUT;SG
banda	kapela	banda	kapel	N;FEM;SG	N;NOM;FEM;SG
