egy	una	egy	uno	DET;INDF	DET;INDF;FEM;SG
kell	necesita	kell	necesitar	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kell	debe	kell	deber	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
csapat	equipo	csapat	equipo	N;NOM;SG	N;MASC;SG
csapat	team	csapat	team	N;NOM;SG	N
amely	cual	amely	cual	PRO;NOM;SG;3	PRO;SG
más	otro	más	otro	PRO;NOM;SG;3	PRO;MASC;SG
március	marcha	március	marcha	N;NOM;SG	N;FEM;SG
március	marzo	március	marzo	N;NOM;SG	N
augusztus	agosto	augusztus	agosto	N;NOM;SG	N
ami	cual	ami	cual	PRO;NOM;SG;3	PRO;SG
sem	tampoco	sem	tampoco	ADV	ADV
július	julio	július	julio	N;NOM;SG	N
szeptember	setiembre	szeptember	setiembre	N;NOM;SG	N
szeptember	septiembre	szeptember	septiembre	N;NOM;SG	N
június	junio	június	junio	N;NOM;SG	N
alatt	bajo	alatt	bajo	ADP	ADP
október	octubre	október	octubre	N;NOM;SG	N
labdarúgó	futbolista	labdarúgó	futbolista	N;NOM;SG	N;SG
február	febrero	február	febrero	N;NOM;SG	N
mert	porque	mert	porque	CONJ	CONJ
később	posteriormente	későn	posteriormente	ADV	ADV
később	después	későn	después	ADV	ADV
december	diciembre	december	diciembre	N;NOM;SG	N
november	noviembre	november	noviembre	N;NOM;SG	N
cikkek	articulos	cikk	articulo	N;NOM;PL	N;MASC;PL
cikkek	artículos	cikk	artículo	N;NOM;PL	N;MASC;PL
április	abril	április	abril	N;NOM;SG	N
város	pueblo	város	pueblo	N;NOM;SG	N;MASC;SG
város	ciudad	város	ciudad	N;NOM;SG	N;FEM;SG
város	ciudad	város	ciudad	N;NOM;SG	N;FEM;SG
nemzetközi	internacional	nemzetközi	internacional	ADJ;NOM;SG	ADJ;SG
nemzetközi	international	nemzetközi	international	ADJ;NOM;SG	ADJ;SG
díj	cuota	díj	cuota	N;NOM;SG	N;FEM;SG
díj	tasa	díj	tasa	N;NOM;SG	N;FEM;SG
díj	premio	díj	premio	N;NOM;SG	N;MASC;SG
díj	laudo	díj	laudo	N;NOM;SG	N;MASC;SG
díj	adjudicación	díj	adjudicación	N;NOM;SG	N;FEM;SG
díj	premio	díj	premio	N;NOM;SG	N;MASC;SG
díj	galardón	díj	galardón	N;NOM;SG	N;MASC;SG
található	localizada	található	localizado	ADJ;NOM;SG	ADJ;FEM;SG;V.PTCP
található	localizado	található	localizado	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
található	ubicado	található	ubicado	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
található	situado	található	situado	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
kép	foto	kép	foto	N;NOM;SG	N;FEM;SG
kép	imagen	kép	imagen	N;NOM;SG	N;FEM;SG
kép	imágen	kép	imágen	N;NOM;SG	N;FEM;SG
kép	fotografía	kép	fotografía	N;NOM;SG	N;FEM;SG
kép	photo	kép	photo	N;NOM;SG	N
kép	foto	kép	foto	N;NOM;SG	N;FEM;SG
lásd	see	lásd	ser		
szent	santo	szent	santo		
szent	santo	szent	santo		
angol	ingles	angol	ingle		
ezek	éstas	ez	este	PRO;NOM;PL;3	PRO;FEM;PL
ezek	estos	ez	este	PRO;NOM;PL;3	PRO;MASC;PL
ezek	estas	ez	este	PRO;NOM;PL;3	PRO;FEM;PL
ezek	éstos	ez	este	PRO;NOM;PL;3	PRO;MASC;PL
nemzeti	national	nemzeti	national	ADJ;NOM;SG	ADJ;SG
nemzeti	nacional	nemzeti	nacional	ADJ;NOM;SG	ADJ;SG
lászló	laszlo	lászló	laszlo		
század	compañia	század	compañia	N;NOM;SG	N;FEM;SG
század	empresa	század	empresa	N;NOM;SG	N;FEM;SG
század	compañía	század	compañía	N;NOM;SG	N;FEM;SG
század	companía	század	companía	N;NOM;SG	N;FEM;SG
század	escuadra	század	escuadra	N;NOM;SG	N;FEM;SG
század	escuadrón	század	escuadrón	N;NOM;SG	N;MASC;SG
század	siglo	század	siglo	N;NOM;SG	N;MASC;SG
hivatalos	oficial	hivatalos	oficial	ADJ;NOM;SG	ADJ;SG
ellen	contra	ellen	contra	ADP	ADP
sok	lot	sok	lot		
svg	svg	svg	svg	N;NOM;SG	N;MASC;SG
végeredmény	desenlace	végeredmény	desenlace	N;NOM;SG	N;MASC;SG
végeredmény	resultado	végeredmény	resultado	N;NOM;SG	N;MASC;SG
először	primero	először	primero	ADV	ADV
szövetség	convenio	szövetség	convenio	N;NOM;SG	N;MASC;SG
szövetség	pacto	szövetség	pacto	N;NOM;SG	N;MASC;SG
szövetség	alliance	szövetség	alliance	N;NOM;SG	N;SG
szövetség	alianza	szövetség	alianza	N;NOM;SG	N;FEM;SG
szövetség	federación	szövetség	federación	N;NOM;SG	N;FEM;SG
szövetség	asociación	szövetség	asociación	N;NOM;SG	N;FEM;SG
szövetség	association	szövetség	association	N;NOM;SG	N;FEM;SG
része	part	rész	part	N;NOM;SG	N
része	parte	rész	parte	N;NOM;SG	N;FEM;SG
olimpiai	olímpica	olimpiai	olímpico	ADJ;NOM;SG	ADJ;FEM;SG
olimpiai	olímpico	olimpiai	olímpico	ADJ;NOM;SG	ADJ;MASC;SG
nagyon	muy	nagyon	mucho	ADV	ADV
kis	pequeño	kis	pequeño	ADJ;NOM;SG	ADJ;MASC;SG
kis	pequeña	kis	pequeño	ADJ;NOM;SG	ADJ;FEM;SG
kis	pequeño	kis	pequeño	ADJ;NOM;SG	ADJ;MASC;SG
kis	pequeña	kis	pequeño	ADJ;NOM;SG	ADJ;FEM;SG
kis	poquito	kis	poquito	ADJ;NOM;SG	ADJ;MASC;SG
ott	allí	ott	allí	ADV	ADV
ott	ahí	ott	ahí	ADV	ADV
templom	sien	templom	sien	N;NOM;SG	N;FEM;SG
templom	temple	templom	temple	N;NOM;SG	N;MASC;SG
templom	templo	templom	templo	N;NOM;SG	N;MASC;SG
templom	iglesia	templom	iglesia	N;NOM;SG	N;FEM;SG
magyarország	hungría	magyarország	hungría	N;NOM;SG	N;FEM;SG
elhunyt	pasó	el+huny	pasar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hivatkozások	referencias	hivatkozás	referencia	N;NOM;PL	N;FEM;PL
hivatkozások	acoplamientos	hivatkozás	acoplamiento	N;NOM;PL	N;MASC;PL
hivatkozások	vínculos	hivatkozás	vínculo	N;NOM;PL	N;MASC;PL
hivatkozások	enlaces	hivatkozás	enlace	N;NOM;PL	N;MASC;PL
hivatkozások	links	hivatkozás	link	N;NOM;PL	N;MASC;PL
római	romana	római	romano	ADJ;NOM;SG	ADJ;FEM;SG
római	romano	római	romano	ADJ;NOM;SG	ADJ;MASC;SG
óta	desde	óta	desde	ADP	ADP
egyesült	unió	egyesül	unir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
család	famila	család	famila	N;NOM;SG	N;FEM;SG
család	familia	család	familia	N;NOM;SG	N;FEM;SG
falu	pueblo	falu	pueblo	N;NOM;SG	N;MASC;SG
falu	villa	falu	villa	N;NOM;SG	N;FEM;SG
falu	aldea	falu	aldea	N;NOM;SG	N;FEM;SG
neve	nombre	név	nombre	N;NOM;SG	N;MASC;SG
neve	name	név	name	N;NOM;SG	N
neve	denominación	név	denominación	N;NOM;SG	N;FEM;SG
igen	sii	igen	sii		
halál	fallecimiento	halál	fallecimiento	N;NOM;SG	N;MASC;SG
halál	death	halál	death	N;NOM;SG	N
halál	muerte	halál	muerte	N;NOM;SG	N;FEM;SG
halál	defunción	halál	defunción	N;NOM;SG	N;FEM;SG
bár	aunque	bár	aunque	CONJ	CONJ
bár	aunque	bár	aunque	CONJ	CONJ
szett	conjunto	szett	conjunto	N;NOM;SG	N;MASC;SG
szett	set	szett	set	N;NOM;SG	N;MASC;SG
szett	plató	szett	plató	N;NOM;SG	N;MASC;SG
film	pelicula	film	pelicula	N;NOM;SG	N;FEM;SG
film	cine	film	cine	N;NOM;SG	N;MASC;SG
film	movie	film	movie	N;NOM;SG	N;SG
film	película	film	película	N;NOM;SG	N;FEM;SG
film	pelicula	film	pelicula	N;NOM;SG	N;FEM;SG
film	cine	film	cine	N;NOM;SG	N;MASC;SG
film	película	film	película	N;NOM;SG	N;FEM;SG
film	film	film	film	N;NOM;SG	N;MASC;SG
kapcsolódó	asociado	kapcsolódó	asociado	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
kapcsolódó	asociada	kapcsolódó	asociado	ADJ;NOM;SG	ADJ;FEM;SG;V.PTCP
kapcsolódó	vinculado	kapcsolódó	vinculado	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
kapcsolódó	vinculada	kapcsolódó	vinculado	ADJ;NOM;SG	ADJ;FEM;SG;V.PTCP
kapcsolódó	relacionada	kapcsolódó	relacionado	ADJ;NOM;SG	ADJ;FEM;SG;V.PTCP
kapcsolódó	conexo	kapcsolódó	conexo	ADJ;NOM;SG	ADJ;MASC;SG
kapcsolódó	relacionado	kapcsolódó	relacionado	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
éve	año	év	año	N;NOM;SG	N;MASC;SG
adott	dado	ad	dar	V;INDF;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
adott	dio	ad	dar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
adott	dió	ad	dar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
nagyobb	superior	nagy	superior	ADJ;NOM;CMPR;SG	ADJ;SG
sándor	alejandro	sándor	alejandro		
európai	europeo	európai	europeo	ADJ;NOM;SG	ADJ;MASC;SG
európai	europea	európai	europeo	ADJ;NOM;SG	ADJ;FEM;SG
jegyzőkönyv	protocolo	jegyzőkönyv	protocolo	N;NOM;SG	N;MASC;SG
őket	ellas	ők	él	PRO;ACC;PL;3	PRO;FEM;PL;3
őket	ellos	ők	él	PRO;ACC;PL;3	PRO;MASC;PL;3
vett	compró	vesz	comprar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szintén	tambien	szintén	tambien		
károly	károly	károly	károly	N;NOM;SG	N;MASC;SG
károly	carlos	károly	carlo	N;NOM;SG	N;MASC;SG
károly	carlos	károly	carlo	N;NOM;SG	N;MASC;SG
bajnokság	campeonato	bajnokság	campeonato	N;NOM;SG	N;MASC;SG
bajnokság	championship	bajnokság	championship	N;NOM;SG	N;MASC;SG
bajnokság	torneo	bajnokság	torneo	N;NOM;SG	N;MASC;SG
szó	word	szó	word	N;NOM;SG	N
szó	palabra	szó	palabra	N;NOM;SG	N;FEM;SG
kiadó	editor	kiadó	editor	N;NOM;SG	N;MASC;SG
kiadó	editorial	kiadó	editorial	N;NOM;SG	N;FEM;SG
kiadó	renta	kiadó	renta	N;NOM;SG	N;FEM;SG
kiadó	publicación	kiadó	publicación	N;NOM;SG	N;FEM;SG
kiadó	editorial	kiadó	editorial	N;NOM;SG	N;FEM;SG
wikipédia	wikipedia	wikipédia	wikipedia	N;NOM;SG	N;FEM;SG
tudományos	científico	tudományos	científico	ADJ;NOM;SG	ADJ;MASC;SG
tudományos	científica	tudományos	científico	ADJ;NOM;SG	ADJ;FEM;SG
sorozat	serie	sorozat	serie	N;NOM;SG	N;FEM;SG
sorozat	serie	sorozat	serie	N;NOM;SG	N;FEM;SG
lap	hoja	lap	hoja	N;NOM;SG	N;FEM;SG
lap	chapa	lap	chapa	N;NOM;SG	N;FEM;SG
lap	sábana	lap	sábana	N;NOM;SG	N;FEM;SG
lap	diario	lap	diario	N;NOM;SG	N;MASC;SG
lap	journal	lap	journal	N;NOM;SG	N;SG
lap	revista	lap	revista	N;NOM;SG	N;FEM;SG
lap	pestaña	lap	pestaña	N;NOM;SG	N;FEM;SG
lap	solapa	lap	solapa	N;NOM;SG	N;FEM;SG
lap	ficha	lap	ficha	N;NOM;SG	N;FEM;SG
hazai	doméstica	hazai	doméstico	ADJ;NOM;SG	ADJ;FEM;SG
hazai	doméstico	hazai	doméstico	ADJ;NOM;SG	ADJ;MASC;SG
cikk	articulo	cikk	articulo	N;NOM;SG	N;MASC;SG
cikk	artículo	cikk	artículo	N;NOM;SG	N;MASC;SG
éves	anual	éves	anual	ADJ;NOM;SG	ADJ;SG
éves	anual	éves	anual	ADJ;NOM;SG	ADJ;SG
száma	número	szám	número	N;NOM;SG	N;MASC;SG
száma	numero	szám	numero	N;NOM;SG	N;MASC;SG
iii	iii	iii	iii		
nélkül	sin	nélkül	sin	ADP	ADP
község	municipalidad	község	municipalidad	N;NOM;SG	N;FEM;SG
község	municipio	község	municipio	N;NOM;SG	N;MASC;SG
csoport	grupo	csoport	grupo	N;NOM;SG	N;MASC;SG
csoport	group	csoport	group	N;NOM;SG	N
író	escritora	író	escritora	N;NOM;SG	N;FEM;SG
író	escritor	író	escritor	N;NOM;SG	N;MASC;SG
író	writer	író	writer	N;NOM;SG	N;MASC;SG
író	autor	író	autor	N;NOM;SG	N;MASC;SG
író	autora	író	autora	N;NOM;SG	N;FEM;SG
most	ahora	most	ahora	ADV	ADV
hosszú	long	hosszú	long		
férfi	macho	férfi	macho	N;NOM;SG	N;MASC;SG
férfi	varón	férfi	varón	N;NOM;SG	N;MASC;SG
férfi	men	férfi	men	N;NOM;SG	N
férfi	man	férfi	man	N;NOM;SG	N
férfi	hombre	férfi	hombre	N;NOM;SG	N;MASC;SG
szerzett	adquirió	szerzett	adquirir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ember	humanos	ember	humanos	N;NOM;SG	N
ember	man	ember	man	N;NOM;SG	N
ember	hombre	ember	hombre	N;NOM;SG	N;MASC;SG
felé	hacia	felé	hacia	ADP	ADP
felé	hacia	felé	hacia	ADP	ADP
fontos	importante	fontos	importante	ADJ;NOM;SG	ADJ;SG
faj	race	faj	race	N;NOM;SG	N
faj	carrera	faj	carrera	N;NOM;SG	N;FEM;SG
faj	raza	faj	raza	N;NOM;SG	N;FEM;SG
faj	especie	faj	especie	N;NOM;SG	N;FEM;SG
mindig	siempre	mindig	siempre	ADV	ADV
korábban	anteriormente	korán	anteriormente	ADV	ADV
korábban	previamente	korán	previamente	ADV	ADV
korábban	antes	korán	antes	ADV	ADV
korábban	anteriormente	korán	anteriormente	ADV	ADV
korábbi	anterior	korábbi	anterior	ADJ;NOM;CMPR;SG	ADJ;SG
korábbi	antiguo	korábbi	antiguo	ADJ;NOM;CMPR;SG	ADJ;MASC;SG
korábbi	ex	korábbi	ex	ADJ;NOM;CMPR;SG	ADJ
korábbi	anterior	korábbi	anterior	ADJ;NOM;CMPR;SG	ADJ;SG
korábbi	previo	korábbi	previo	ADJ;NOM;CMPR;SG	ADJ;MASC;SG
újra	nuevamente	újra	nuevamente	ADV	ADV
török	turca	török	turco	ADJ;NOM;SG	ADJ;FEM;SG
török	turca	török	turco	ADJ;NOM;SG	ADJ;FEM;SG
kellett	necesitó	kell	necesitar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
stadion	stadion	stadion	stadion	N;NOM;SG	N;MASC;SG
stadion	estadio	stadion	estadio	N;NOM;SG	N;MASC;SG
stadion	stadium	stadion	stadium	N;NOM;SG	N;MASC;SG
kisebb	menor	kis	menor	ADJ;NOM;CMPR;SG	ADJ;SG
kisebb	menor	kis	menor	ADJ;NOM;CMPR;SG	ADJ;SG
kívül	afuera	kívül	afuera		
álló	inmóvil	álló	inmóvil	ADJ;NOM;SG	ADJ;SG
álló	estacionario	álló	estacionario	ADJ;NOM;SG	ADJ;MASC;SG
mária	maria	mária	mario		
mária	maria	mária	mario		
rendező	directora	rendező	directora	N;NOM;SG	N;FEM;SG
rendező	director	rendező	director	N;NOM;SG	N;MASC;SG
helyszín	lugar	helyszín	lugar	N;NOM;SG	N;MASC;SG
helyszín	lugar	helyszín	lugar	N;NOM;SG	N;MASC;SG
helyszín	ubicacion	helyszín	ubicacion	N;NOM;SG	N;FEM;SG
helyszín	ubicación	helyszín	ubicación	N;NOM;SG	N;FEM;SG
helyszín	emplazamiento	helyszín	emplazamiento	N;NOM;SG	N;MASC;SG
helyszín	localización	helyszín	localización	N;NOM;SG	N;FEM;SG
helyszín	sitio	helyszín	sitio	N;NOM;SG	N;MASC;SG
helyszín	site	helyszín	sitir	N;NOM;SG	N;MASC;SG
megjelent	apareció	megjelent	aparecer	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
politikai	político	politikai	político	ADJ;NOM;SG	ADJ;MASC;SG
nyelv	lengua	nyelv	lengua	N;NOM;SG	N;FEM;SG
nyelv	lengua	nyelv	lengua	N;NOM;SG	N;FEM;SG
nyelv	idioma	nyelv	idioma	N;NOM;SG	N;MASC;SG
nyelv	lenguaje	nyelv	lenguaje	N;NOM;SG	N;MASC;SG
stb	etc	stb	etcétera		
háború	guerra	háború	guerra	N;NOM;SG	N;FEM;SG
háború	war	háború	war	N;NOM;SG	N;SG
írt	escribió	ír	escribir	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
alá	bajo	alá	bajo	ADP	ADP
dátum	cita	dátum	cita	N;NOM;SG	N;FEM;SG
dátum	fecha	dátum	fecha	N;NOM;SG	N;FEM;SG
egyetem	universitario	egyetem	universitario	N;NOM;SG	N;MASC;SG
egyetem	universidad	egyetem	universidad	N;NOM;SG	N;FEM;SG
egyetem	college	egyetem	collegar	N;NOM;SG	N;MASC;SG
egyetem	colegio	egyetem	colegio	N;NOM;SG	N;MASC;SG
egyetem	universidad	egyetem	universidad	N;NOM;SG	N;FEM;SG
hely	lugar	hely	lugar	N;NOM;SG	N;MASC;SG
hely	place	hely	place	N;NOM;SG	N
hely	lugar	hely	lugar	N;NOM;SG	N;MASC;SG
hely	ubicacion	hely	ubicacion	N;NOM;SG	N;FEM;SG
hely	ubicación	hely	ubicación	N;NOM;SG	N;FEM;SG
hely	emplazamiento	hely	emplazamiento	N;NOM;SG	N;MASC;SG
hely	localización	hely	localización	N;NOM;SG	N;FEM;SG
jelenleg	actualmente	jelenleg	actualmente	ADV	ADV
hasonló	parecido	hasonló	parecido	ADJ;NOM;SG	ADJ;MASC;SG;V.PTCP
hasonló	similar	hasonló	similar	ADJ;NOM;SG	ADJ;SG
lista	lista	lista	lista	N;NOM;SG	N;FEM;SG
többi	reposo	többi	reposo		
országos	national	országos	national	ADJ;NOM;SG	ADJ;SG
országos	nacional	országos	nacional	ADJ;NOM;SG	ADJ;SG
katonai	militar	katonai	militar	ADJ;NOM;SG	ADJ;SG
utca	calle	utca	calle	N;NOM;SG	N;FEM;SG
utca	callejero	utca	callejero	N;NOM;SG	N;MASC;SG
utca	street	utca	street	N;NOM;SG	N
sikerült	sucedió	sikerül	suceder	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szám	número	szám	número	N;NOM;SG	N;MASC;SG
szám	numero	szám	numero	N;NOM;SG	N;MASC;SG
keresztül	mediante	keresztül	mediante	ADP	ADP
azaz	azaz	azaz	azaz		
nap	sun	nap	sun	N;NOM;SG	N;SG
nap	sol	nap	sol	N;NOM;SG	N;MASC;SG
nap	día	nap	día	N;NOM;SG	N;MASC;SG
nap	dia	nap	diar	N;NOM;SG	N;MASC;SG
változott	cambió	változik	cambiar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
png	png	png	png	N;NOM;PL	N
története	historia	történet	historia	N;NOM;SG	N;FEM;SG
története	story	történet	story	N;NOM;SG	N
vette	tomó	vesz	tomar	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
látható	visible	látható	visible	ADJ;NOM;SG	ADJ;SG
múzeum	museo	múzeum	museo	N;NOM;SG	N;MASC;SG
közben	entretanto	közben	entretanto	ADV	ADV
tartozott	perteneció	tartozik	pertenecer	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
forrás	procedencia	forrás	procedencia	N;NOM;SG	N;FEM;SG
forrás	fuente	forrás	fuente	N;NOM;SG	N;FEM;SG
forrás	origen	forrás	origen	N;NOM;SG	N;MASC;SG
forrás	source	forrás	source	N;NOM;SG	N
forrás	recurso	forrás	recurso	N;NOM;SG	N;MASC;SG
html	html	html	html	N;NOM;SG	N;MASC;SG
név	nombre	név	nombre	N;NOM;SG	N;MASC;SG
név	name	név	name	N;NOM;SG	N
név	denominación	név	denominación	N;NOM;SG	N;FEM;SG
dolgozott	trabajó	dolgozik	trabajar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
dolgozott	funcionó	dolgozik	funcionar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kupa	taza	kupa	taza	N;NOM;SG	N;FEM;SG
kupa	copa	kupa	copa	N;NOM;SG	N;FEM;SG
kupa	cup	kupa	cupo	N;NOM;SG	N;FEM;SG
játszott	jugó	játszik	jugar	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
terület	territorio	terület	territorio	N;NOM;SG	N;MASC;SG
terület	superficie	terület	superficie	N;NOM;SG	N;FEM;SG
terület	zona	terület	zona	N;NOM;SG	N;FEM;SG
terület	area	terület	area	N;NOM;SG	N;FEM;SG
terület	área	terület	área	N;NOM;SG	N;FEM;SG
com	com	com	com		
herceg	duque	herceg	duque	N;NOM;SG	N;MASC;SG
herceg	principe	herceg	principe	N;NOM;SG	N;MASC;SG
herceg	prince	herceg	prince	N;NOM;SG	N
herceg	príncipe	herceg	príncipe	N;NOM;SG	N;MASC;SG
magas	alto	magas	alto	ADJ;NOM;SG	ADJ;MASC;SG
magas	elevada	magas	elevado	ADJ;NOM;SG	ADJ;FEM;SG;V.PTCP
magas	alta	magas	alto	ADJ;NOM;SG	ADJ;FEM;SG
magas	alto	magas	alto	ADJ;NOM;SG	ADJ;MASC;SG
azok	esas	az	ese	PRO;NOM;PL;3	PRO;FEM;PL
azok	aquellos	az	aquel	PRO;NOM;PL;3	PRO;MASC;PL
azok	esos	az	ese	PRO;NOM;PL;3	PRO;MASC;PL
színház	teatro	színház	teatro	N;NOM;SG	N;MASC;SG
színház	teatro	színház	teatro	N;NOM;SG	N;MASC;SG
elsősorban	principalmente	elsősorban	principalmente	ADV	ADV
elsősorban	principalmente	elsősorban	principalmente	ADV	ADV
elsősorban	primordialmente	elsősorban	primordialmente	ADV	ADV
köztársaság	republic	köztársaság	republic	N;NOM;SG	N
köztársaság	republica	köztársaság	republica	N;NOM;SG	N;FEM;SG
köztársaság	república	köztársaság	república	N;NOM;SG	N;FEM;SG
vendég	clienta	vendég	clienta	N;NOM;SG	N;FEM;SG
vendég	cliente	vendég	cliente	N;NOM;SG	N;SG
vendég	huésped	vendég	huésped	N;NOM;SG	N;MASC;SG
zoltán	zoltan	zoltán	zoltar	N;NOM;SG	N;SG
zoltán	zoltán	zoltán	zoltán	N;NOM;SG	N;MASC;SG
franciaország	france	franciaország	france	N;NOM;SG	N;FEM;SG
oldal	pagina	oldal	pagina	N;NOM;SG	N;FEM;SG
oldal	página	oldal	página	N;NOM;SG	N;FEM;SG
oldal	page	oldal	pager	N;NOM;SG	N
idő	hora	idő	hora	N;NOM;SG	N;FEM;SG
idő	tiempo	idő	tiempo	N;NOM;SG	N;MASC;SG
idő	time	idő	time	N;NOM;SG	N
rendszer	system	rendszer	system	N;NOM;SG	N
rendszer	sistema	rendszer	sistema	N;NOM;SG	N;MASC;SG
