και	og	και	og	CONJ	CONJ
ιστορία	historikk	ιστορία	historikk	N;NOM;FEM;SG	N;INDF;MASC;SG
ιστορία	history	ιστορία	history	N;NOM;FEM;SG	N;INDF;NEUT;SG
ιστορία	historie	ιστορία	historie	N;NOM;FEM;SG	N;INDF;FEM;SG
πρωτάθλημα	league	πρωτάθλημα	league	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρωτάθλημα	forbund	πρωτάθλημα	forbunde	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πρωτάθλημα	mesterskap	πρωτάθλημα	mesterskap	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πρωτάθλημα	championship	πρωτάθλημα	championship	N;NOM;NEUT;SG	N;INDF;MASC;SG
νέα	nye	νέος	ny	ADJ;NOM;NEUT;PL	ADJ;PL
περίπου	omtrent	περίπου	omtrent	ADV	ADV
περίπου	omtrent	περίπου	omtrent	ADV	ADV
περίπου	cirka	περίπου	cirka	ADV	ADV
χωρίς	utan	χωρίς	utan	ADP	ADP
εθνική	nasjonal	εθνικός	nasjonal	ADJ;NOM;FEM;SG	ADJ;INDF;SG
εθνική	nasjonalt	εθνικός	nasjonal	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
συζήτηση	samtalen	συζήτηση	samtale	N;ACC;FEM;SG	N;DEF;MASC;SG
συζήτηση	samtale	συζήτηση	samtale	N;ACC;FEM;SG	N;INDF;FEM;SG
συζήτηση	konversasjon	συζήτηση	konversasjon	N;ACC;FEM;SG	N;INDF;MASC;SG
συζήτηση	diskusjon	συζήτηση	diskusjon	N;ACC;FEM;SG	N;INDF;MASC;SG
συζήτηση	debatt	συζήτηση	debatt	N;ACC;FEM;SG	N;INDF;MASC;SG
αρχείο	arkiv	αρχείο	arkiv	N;NOM;NEUT;SG	N;INDF;NEUT;SG
αρχείο	arkivere	αρχείο	arkivere	N;NOM;NEUT;SG	N;INDF;NEUT;SG
αρχείο	arkiver	αρχείο	arkiver	N;NOM;NEUT;SG	N
αρχείο	arkivet	αρχείο	arkiv	N;NOM;NEUT;SG	N;DEF;NEUT;SG
αρχείο	fil	αρχείο	fil	N;NOM;NEUT;SG	N;INDF;MASC;SG
πρέπει	må	πρέπει	måtte	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
φορά	tid	φορά	tid	N;ACC;FEM;SG	N;INDF;FEM;SG
φορά	klokkeslett	φορά	klokkeslett	N;ACC;FEM;SG	N;INDF;FEM;SG
φορά	gang	φορά	gang	N;ACC;FEM;SG	N;INDF;MASC;SG
ομάδες	grupper	ομάδα	gruppe	N;NOM;FEM;PL	N;INDF;FEM;PL
ομάδες	gruppene	ομάδα	gruppe	N;NOM;FEM;PL	N;DEF;FEM;PL
ομάδες	lagene	ομάδα	lage	N;NOM;FEM;PL	N;DEF;FEM;PL
έργο	project	έργο	project	N;NOM;NEUT;SG	N;INDF;NEUT;SG
έργο	prosjekt	έργο	prosjekt	N;NOM;NEUT;SG	N;INDF;NEUT;SG
έργο	arbeid	έργο	arbeid	N;NOM;NEUT;SG	N;INDF;NEUT;SG
έργο	jobb	έργο	jobb	N;NOM;NEUT;SG	N;INDF;MASC;SG
όχι	ikkje	όχι	ikkje	PART	PART;NEG
μεγάλη	stor	μεγάλος	stor	ADJ;NOM;FEM;SG	ADJ;INDF;SG
μεγάλη	stort	μεγάλος	stor	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
υπό	under	υπό	under	ADP	ADP
έως	inntil	ώς	inntil	ADP	ADP
ταινία	movie	ταινία	movie	N;NOM;FEM;SG	N;INDF
ταινία	film	ταινία	film	N;NOM;FEM;SG	N;INDF;MASC;SG
ταινία	teip	ταινία	teip	N;NOM;FEM;SG	N;INDF;MASC;SG
ταινία	tape	ταινία	tape	N;NOM;FEM;SG	N;INDF;MASC;SG
ταινία	bånd	ταινία	bånd	N;NOM;FEM;SG	N;INDF;NEUT;SG
ταινία	film	ταινία	film	N;NOM;FEM;SG	N;INDF;MASC;SG
τμήμα	avdeling	τμήμα	avdeling	N;NOM;NEUT;SG	N;INDF;FEM;SG
τμήμα	department	τμήμα	department	N;NOM;NEUT;SG	N;INDF;NEUT;SG
τμήμα	departement	τμήμα	departement	N;NOM;NEUT;SG	N;INDF;NEUT;SG
τμήμα	seksjonen	τμήμα	seksjon	N;NOM;NEUT;SG	N;DEF;MASC;SG
τμήμα	seksjon	τμήμα	seksjon	N;NOM;NEUT;SG	N;INDF;MASC;SG
τμήμα	delen	τμήμα	del	N;NOM;NEUT;SG	N;DEF;MASC;SG
εκεί	der	εκεί	der	ADV	ADV
σειρά	serie	σειρά	serie	N;ACC;FEM;SG	N;INDF;MASC;SG
σειρά	rekke	σειρά	rekke	N;ACC;FEM;SG	N;INDF;FEM;SG
σειρά	orden	σειρά	orden	N;ACC;FEM;SG	N;INDF;MASC;SG
σειρά	bestilling	σειρά	bestilling	N;ACC;FEM;SG	N;INDF;FEM;SG
σειρά	order	σειρά	ord	N;ACC;FEM;SG	N;INDF
σειρά	rekkefølge	σειρά	rekkefølg	N;ACC;FEM;SG	N;INDF;MASC;SG
σειρά	rad	σειρά	rad	N;ACC;FEM;SG	N;INDF;FEM;SG
στοιχεία	elementer	στοιχείο	elementer	N;NOM;NEUT;PL	N;INDF;NEUT;PL
στοιχεία	dataene	στοιχείο	data	N;NOM;NEUT;PL	N;DEF;FEM;PL
συνέχεια	kontinuitet	συνέχεια	kontinuitet	N;ACC;FEM;SG	N;INDF;MASC;SG
συνέχεια	fortsett	συνέχεια	fortsetje	N;ACC;FEM;SG	N;INDF;MASC;SG
συνέχεια	fortsettelse	συνέχεια	fortsettelse	N;ACC;FEM;SG	N;INDF;MASC;SG
συνέχεια	fortsatte	συνέχεια	fortsatt	N;ACC;FEM;SG	N;INDF;MASC;SG
πολλές	mange	πολύς	mange	ADJ;NOM;FEM;PL	ADJ;PL
σύστημα	systemet	σύστημα	system	N;NOM;NEUT;SG	N;DEF;NEUT;SG
σύστημα	system	σύστημα	system	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ακόμα	framleis	ακόμα	framleis	ADV	ADV
ακόμα	likevel	ακόμα	likevel	ADV	ADV
φορές	tidspunkter	φορά	tidspunkt	N;NOM;FEM;PL	N;INDF;FEM;PL
φορές	tider	φορά	tid	N;NOM;FEM;PL	N;INDF;FEM;PL
φορές	tidene	φορά	tid	N;NOM;FEM;PL	N;DEF;FEM;PL
φορές	ganger	φορά	gange	N;NOM;FEM;PL	N;INDF;MASC;PL
ίδια	identisk	ίδιος	identisk	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
ιουλίου	juli	ιούλιος	juli	N;GEN;NEUT;SG	N;INDF;MASC;SG
ιουλίου	july	ιούλιος	july	N;GEN;NEUT;SG	N
χώρα	fedreland	χώρα	fedreland	N;NOM;FEM;SG	N;INDF;NEUT;SG
χώρα	landet	χώρα	land	N;NOM;FEM;SG	N;DEF;NEUT;SG
χώρα	land	χώρα	land	N;NOM;FEM;SG	N;INDF;NEUT;SG
χώρα	country	χώρα	country	N;NOM;FEM;SG	N;INDF
αποτέλεσμα	utfall	αποτέλεσμα	utfall	N;ACC;NEUT;SG	N;INDF;NEUT;SG
αποτέλεσμα	utfallet	αποτέλεσμα	utfall	N;ACC;NEUT;SG	N;DEF;NEUT;SG
αποτέλεσμα	resultat	αποτέλεσμα	resultat	N;ACC;NEUT;SG	N;INDF;NEUT;SG
αποτέλεσμα	virkning	αποτέλεσμα	virkning	N;ACC;NEUT;SG	N;INDF;FEM;SG
αποτέλεσμα	effekt	αποτέλεσμα	effekt	N;ACC;NEUT;SG	N;INDF;MASC;SG
οκτωβρίου	oktober	οκτώβριος	oktober	N;GEN;MASC;SG	N;INDF;MASC;SG
οκτωβρίου	october	οκτώβριος	october	N;GEN;MASC;SG	N
σεπτεμβρίου	september	σεπτέμβριο	september	N;GEN;MASC;SG	N;INDF;MASC;SG
νοεμβρίου	november	νόεμβριος	november	N;GEN;MASC;SG	N;INDF;MASC;SG
αγώνες	fyrstikkene	αγώνας	fyrstikke	N;NOM;MASC;PL	N;DEF;FEM;PL
αγώνες	kamper	αγώνας	kamp	N;NOM;MASC;PL	N;INDF;FEM;PL
αγώνες	kamper	αγώνας	kamp	N;NOM;MASC;PL	N;INDF;FEM;PL
ταινίες	filmer	ταινία	film	N;NOM;FEM;PL	N;INDF;FEM;PL
ταινίες	filmer	ταινία	film	N;NOM;FEM;PL	N;INDF;FEM;PL
μέσω	via	μέσω	via	ADP	ADP
μέσω	gjennom	μέσω	gjennom	ADP	ADP
μέσω	igjennom	μέσω	igjennom	ADP	ADP
μαρτίου	marsjer	μάρτιος	marsje	N;GEN;MASC;SG	N;INDF;MASC;SG
μαρτίου	march	μάρτιος	march	N;GEN;MASC;SG	N
μαρτίου	marsj	μάρτιος	marsj	N;GEN;MASC;SG	N;INDF;MASC;SG
μαρτίου	mars	μάρτιος	mars	N;GEN;MASC;SG	N;INDF;MASC;SG
ιουνίου	juni	ιούνιος	juni	N;GEN;MASC;SG	N;INDF;MASC;SG
ιουνίου	june	ιούνιος	june	N;GEN;MASC;SG	N;INDF;MASC;SG
πολλά	mange	πολύς	mange	ADJ;NOM;NEUT;PL	ADJ;PL
απριλίου	april	απρίλιος	april	N;GEN;MASC;SG	N;INDF;MASC;SG
τρεις	tre	τρεις	tre	NUM;NOM;MASC;PL	NUM;PL
αυγούστου	august	αυγούστος	august	N;GEN;MASC;SG	N;INDF;MASC;SG
έργα	prosjekter	έργο	prosjekt	N;NOM;NEUT;PL	N;INDF;FEM;PL
έργα	prosjektene	έργο	prosjekt	N;NOM;NEUT;PL	N;DEF;FEM;PL
δεκεμβρίου	desember	δεκέμβριο	desember	N;GEN;MASC;SG	N;INDF;MASC;SG
χρήση	bruk	χρήση	bruk	N;ACC;FEM;SG	N;INDF;MASC;SG
χρήση	bruken	χρήση	bruk	N;ACC;FEM;SG	N;DEF;MASC;SG
πρόεδρος	president	πρόεδρος	president	N;ACC;MASC;SG	N;INDF;MASC;SG
πρόεδρος	presidenten	πρόεδρος	president	N;ACC;MASC;SG	N;DEF;MASC;SG
πολιτική	policy	πολιτική	policy	N;NOM;FEM;SG	N;INDF;NEUT;SG
πολιτική	politikk	πολιτική	politikk	N;NOM;FEM;SG	N;INDF;MASC;SG
ακόμη	framleis	ακόμα	framleis	ADV	ADV
ακόμη	likevel	ακόμα	likevel	ADV	ADV
μας	våre	μου	vår	PRO;GEN;MASC;PL;1	PRO;PL
μέλη	medlemmer	μέλος	medlem	N;NOM;NEUT;PL	N;INDF;MASC;PL
μέλη	medlemmene	μέλος	medlem	N;NOM;NEUT;PL	N;DEF;MASC;PL
μέλη	medlemer	μέλος	medlem	N;NOM;NEUT;PL	N;INDF;MASC;PL
μέλος	medlem	μέλος	medlem	N;NOM;NEUT;SG	N;INDF;MASC;SG
μέλος	medlemmet	μέλος	medlem	N;NOM;NEUT;SG	N;DEF;NEUT;SG
εποχή	sesong	εποχή	sesong	N;ACC;FEM;SG	N;INDF;MASC;SG
εποχή	sesongen	εποχή	sesong	N;ACC;FEM;SG	N;DEF;MASC;SG
εποχή	årstid	εποχή	årstid	N;ACC;FEM;SG	N;INDF;FEM;SG
εποχή	æra	εποχή	ære	N;ACC;FEM;SG	N;DEF;MASC;SG
εποχή	era	εποχή	ere	N;ACC;FEM;SG	N
εποχή	epoke	εποχή	epoke	N;ACC;FEM;SG	N;INDF;MASC;SG
χωριό	landsby	χωριό	landsby	N;NOM;NEUT;SG	N;INDF;MASC;SG
χωριό	village	χωριό	village	N;NOM;NEUT;SG	N;INDF;MASC;SG
χωριό	bygda	χωριό	bygd	N;NOM;NEUT;SG	N;DEF;FEM;SG
περίοδος	punktum	περίοδος	punktum	N;NOM;FEM;SG	N;INDF;NEUT;SG
περίοδος	perioden	περίοδος	periode	N;NOM;FEM;SG	N;DEF;MASC;SG
περίοδος	periode	περίοδος	periode	N;NOM;FEM;SG	N;INDF;MASC;SG
δήμος	kommune	δήμος	kommune	N;NOM;MASC;SG	N;INDF;MASC;SG
κύπελλο	cupen	κύπελλος	cup	N;NOM;NEUT;SG	N;DEF;MASC;SG
κύπελλο	kopp	κύπελλος	kopp	N;NOM;NEUT;SG	N;INDF;MASC;SG
κύπελλο	beger	κύπελλος	bege	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κύπελλο	cup	κύπελλος	cup	N;NOM;NEUT;SG	N;INDF;NEUT;SG
ζωή	liv	ζωή	liv	N;ACC;FEM;SG	N;INDF;NEUT;SG
ζωή	livet	ζωή	liv	N;ACC;FEM;SG	N;DEF;NEUT;SG
ζωή	life	ζωή	life	N;ACC;FEM;SG	N;INDF;MASC;SG
ζωή	zoe	ζωή	zoe	N;ACC;FEM;SG	N;INDF;MASC;SG
έδρα	hovedkvarteret	έδρα	hovedkvarter	N;NOM;FEM;SG	N;DEF;NEUT;SG
έδρα	hovedkvarter	έδρα	hovedkvart	N;NOM;FEM;SG	N;INDF;NEUT;SG
περιλαμβάνει	inkluderer	περιλαμβάνω	inkludere	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
περιλαμβάνει	omfatter	περιλαμβάνω	omfatter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN
μεγάλο	stor	μεγάλος	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
μεγάλο	stort	μεγάλος	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
μεγάλο	stor	μεγάλος	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;SG
μεγάλο	stort	μεγάλος	stor	ADJ;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
βάση	base	βάση	base	N;ACC;FEM;SG	N;INDF;MASC;SG
βάση	basen	βάση	base	N;ACC;FEM;SG	N;DEF;MASC;SG
βάση	grunnlag	βάση	grunnlag	N;ACC;FEM;SG	N;INDF;NEUT;SG
βάση	basis	βάση	basis	N;ACC;FEM;SG	N;INDF;MASC;SG
κέντρο	sentrum	κέντρο	sentrum	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κέντρο	center	κέντρο	cente	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κέντρο	senter	κέντρο	senter	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κέντρο	senter	κέντρο	senter	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κέντρο	centre	κέντρο	cente	N;NOM;NEUT;SG	N;INDF;MASC;SG
γεννήσεις	fødsler	γεννήση	fødsle	N;NOM;FEM;PL	N;INDF;FEM;PL
φεβρουαρίου	februar	φεβρουάριο	februar	N;GEN;MASC;SG	N;INDF;MASC;SG
μορφή	skjemaet	μορφή	skjema	N;NOM;FEM;SG	N;DEF;NEUT;SG
μορφή	skjema	μορφή	skjeme	N;NOM;FEM;SG	N;INDF;NEUT;SG
μορφή	formatet	μορφή	format	N;NOM;FEM;SG	N;DEF;NEUT;SG
μορφή	format	μορφή	format	N;NOM;FEM;SG	N;INDF;NEUT;SG
χρόνο	tid	χρόνος	tid	N;ACC;MASC;SG	N;INDF;FEM;SG
χρόνο	klokkeslett	χρόνος	klokkeslett	N;ACC;MASC;SG	N;INDF;FEM;SG
χρόνο	gang	χρόνος	gang	N;ACC;MASC;SG	N;INDF;MASC;SG
ιστοσελίδα	nettsted	ιστοσελίδα	nettsted	N;NOM;FEM;SG	N;INDF;NEUT;SG
ιστοσελίδα	nettside	ιστοσελίδα	nettside	N;NOM;FEM;SG	N;INDF;FEM;SG
ιστοσελίδα	nettstedet	ιστοσελίδα	nettsted	N;NOM;FEM;SG	N;DEF;NEUT;SG
κόμμα	parti	κόμμα	parti	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κόμμα	fest	κόμμα	fest	N;NOM;NEUT;SG	N;INDF;MASC;SG
κόμμα	feste	κόμμα	feste	N;NOM;NEUT;SG	N;INDF;NEUT;SG
κόμμα	party	κόμμα	party	N;NOM;NEUT;SG	N;INDF;NEUT;SG
γιατί	fordi	γιατί	fordi	CONJ	CONJ
ρόλο	rollo	ρόλος	rollo	N;ACC;MASC;SG	N;INDF;MASC;SG
ρόλο	rolle	ρόλος	rolle	N;ACC;MASC;SG	N;INDF;FEM;SG
άλμπουμ	album	άλμπουμ	album	N;MASC;SG	N;INDF;NEUT;SG
άλμπουμ	albumet	άλμπουμ	album	N;MASC;SG	N;DEF;NEUT;SG
άλμπουμ	album	άλμπουμ	album	N;MASC;SG	N;INDF;NEUT;SG
επειδή	fordi	επειδή	fordi	CONJ	CONJ
έκδοση	edition	έκδοση	edition	N;ACC;FEM;SG	N;INDF;MASC;SG
έκδοση	utgaven	έκδοση	utgav	N;ACC;FEM;SG	N;DEF;MASC;SG
έκδοση	utgave	έκδοση	utgave	N;ACC;FEM;SG	N;INDF;MASC;SG
έκδοση	versjonen	έκδοση	versjon	N;ACC;FEM;SG	N;DEF;MASC;SG
έκδοση	versjon	έκδοση	versjon	N;ACC;FEM;SG	N;INDF;MASC;SG
αρχές	autoriteter	αρχή	autoritet	N;NOM;FEM;PL	N;INDF;MASC;PL
αρχές	myndigheter	αρχή	myndigheter	N;NOM;FEM;PL	N;INDF;FEM;PL
αρχές	myndighetene	αρχή	myndighet	N;NOM;FEM;PL	N;DEF;FEM;PL
αρχές	prinsipp	αρχή	prinsipp	N;NOM;FEM;PL	N;INDF;NEUT;PL
συνήθως	vanligvis	συνήθως	vanligvis	ADV	ADV
ονομασία	namn	ονομασία	namn	N;NOM;FEM;SG	N;INDF;NEUT;SG
ονομασία	navnet	ονομασία	navn	N;NOM;FEM;SG	N;DEF;NEUT;SG
ονομασία	navn	ονομασία	navn	N;NOM;FEM;SG	N;INDF;NEUT;SG
ονομασία	betegnelse	ονομασία	betegnelse	N;NOM;FEM;SG	N;INDF;MASC;SG
κοινότητα	fellesskap	κοινότητα	fellesskap	N;ACC;FEM;SG	N;INDF;NEUT;SG
κοινότητα	samfunnet	κοινότητα	samfunn	N;ACC;FEM;SG	N;DEF;NEUT;SG
κοινότητα	samfunn	κοινότητα	samfunn	N;ACC;FEM;SG	N;INDF;NEUT;SG
κοινότητα	fellesskapet	κοινότητα	fellesskap	N;ACC;FEM;SG	N;DEF;NEUT;SG
τελευταία	sist	τελευταία	sist	ADV	ADV
έκανε	gjorde	κάνω	gjere	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN
ξεκίνησε	begynte	ξεκινώ	begynne	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN
είτε	enten	είτε	enten	CONJ	CONJ
κυβέρνηση	regjering	κυβέρνηση	regjering	N;NOM;FEM;SG	N;INDF;FEM;SG
πήρε	tok	παίρνω	ta	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN
ηπα	usa	λπο	usa	N	N
γλώσσα	tunga	γλώσσα	tunge	N;NOM;FEM;SG	N;DEF;FEM;SG
γλώσσα	språk	γλώσσα	språk	N;NOM;FEM;SG	N;INDF;NEUT;SG
γιος	sønn	γιος	sønn	N;NOM;MASC;SG	N;INDF;MASC;SG
γιος	son	γιος	son	N;NOM;MASC;SG	N;INDF;MASC;SG
μάχη	kamp	μάχη	kamp	N;ACC;FEM;SG	N;INDF;MASC;SG
μάχη	slaget	μάχη	slag	N;ACC;FEM;SG	N;DEF;NEUT;SG
μάχη	kamp	μάχη	kamp	N;ACC;FEM;SG	N;INDF;MASC;SG
μάχη	combat	μάχη	combat	N;ACC;FEM;SG	N;INDF;NEUT;SG
μάχη	slåsskamp	μάχη	slåsskamp	N;ACC;FEM;SG	N;INDF;MASC;SG
μάχη	kjemp	μάχη	kjempe	N;ACC;FEM;SG	N;INDF;MASC;SG
μάχη	fight	μάχη	fight	N;ACC;FEM;SG	N;INDF;MASC;SG
πανεπιστήμιο	university	πανεπιστήμιο	university	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πανεπιστήμιο	universitet	πανεπιστήμιο	universitet	N;NOM;NEUT;SG	N;INDF;NEUT;SG
πανεπιστήμιο	universitetet	πανεπιστήμιο	universitet	N;NOM;NEUT;SG	N;DEF;NEUT;SG
δείτε	sjå	βλέπω	sjå	V;PFV;IMP;PL;2;FIN;ACT	V;IMP;FIN
πόλεμο	krigen	πόλεμος	krig	N;ACC;MASC;SG	N;DEF;MASC;SG
πόλεμο	krig	πόλεμος	krig	N;ACC;MASC;SG	N;INDF;MASC;SG
περιοχές	regioner	περιοχή	regionere	N;NOM;FEM;PL	N;INDF;MASC;PL
περιοχές	områder	περιοχή	område	N;NOM;FEM;PL	N;INDF;MASC;PL
περιοχές	områdene	περιοχή	område	N;NOM;FEM;PL	N;DEF;FEM;PL
παράδειγμα	eksempel	παράδειγμα	eksempel	N;NOM;NEUT;SG	N;INDF;NEUT;SG
άρθρο	artikkel	άρθρο	artikkel	N;NOM;NEUT;SG	N;INDF;MASC;SG
άρθρο	artikkelen	άρθρο	artikkel	N;NOM;NEUT;SG	N;DEF;MASC;SG
εικόνα	bildet	εικόνα	bilde	N;NOM;FEM;SG	N;DEF;NEUT;SG
εικόνα	bilde	εικόνα	bilde	N;NOM;FEM;SG	N;INDF;NEUT;SG
εικόνα	bildet	εικόνα	bilde	N;NOM;FEM;SG	N;DEF;NEUT;SG
εικόνα	bilde	εικόνα	bilde	N;NOM;FEM;SG	N;INDF;NEUT;SG
έλαβε	mottok	λαμβάνω	motta	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PST;FIN
επίσημη	offisielt	επίσημος	offisiell	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
επίσημη	offisiell	επίσημος	offisiell	ADJ;NOM;FEM;SG	ADJ;INDF;SG
επίσημη	formell	επίσημος	formell	ADJ;NOM;FEM;SG	ADJ;INDF;SG
επίσημη	formelt	επίσημος	formell	ADJ;NOM;FEM;SG	ADJ;INDF;NEUT;SG
πηγές	kilder	πηγή	kilder	N;NOM;FEM;PL	N;INDF;MASC;PL
πόλεις	byer	πόλη	by	N;NOM;FEM;PL	N;INDF;FEM;PL
αγώνα	kappløp	αγώνας	kappløp	N;ACC;MASC;SG	N;INDF;NEUT;SG
αγώνα	rase	αγώνας	rase	N;ACC;MASC;SG	N;INDF;MASC;SG
αγώνα	race	αγώνας	race	N;ACC;MASC;SG	N
αγώνα	fyrstikk	αγώνας	fyrstikk	N;ACC;MASC;SG	N;INDF;MASC;SG
αγώνα	treff	αγώνας	treff	N;ACC;MASC;SG	N;INDF;NEUT;SG
αγώνα	match	αγώνας	match	N;ACC;MASC;SG	N;INDF;MASC;SG
αγώνα	slåsskamp	αγώνας	slåsskamp	N;ACC;MASC;SG	N;INDF;MASC;SG
αγώνα	kjemp	αγώνας	kjempe	N;ACC;MASC;SG	N;INDF;MASC;SG
αγώνα	fight	αγώνας	fight	N;ACC;MASC;SG	N;INDF;MASC;SG
γεγονός	hendelse	γεγονός	hendelse	N;NOM;NEUT;SG	N;INDF;MASC;SG
γεγονός	arrangementet	γεγονός	arrangement	N;NOM;NEUT;SG	N;DEF;NEUT;SG
γεγονός	hending	γεγονός	hending	N;NOM;NEUT;SG	N;INDF;FEM;SG
