sloučit	合併	sloučit	合併	V;PFV;POS;NFIN	V
radar	雷達	radar	雷達	N;INAN;NOM;MASC;SG;POS	N
pochopil	理解	pochopit	理解	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V
mapování	繪圖	mapování	繪圖	N;NOM;NEUT;SG;POS	N
tábory	營地	tábor	營地	N;INAN;NOM;MASC;PL;POS	N
sourozenci	兄妹	sourozenec	兄妹	N;ANIM;NOM;MASC;PL;POS	N
vysílat	直播	vysílat	直播	V;IPFV;POS;NFIN	V
vysílat	播放	vysílat	播放	V;IPFV;POS;NFIN	V
vysílat	播出	vysílat	播出	V;IPFV;POS;NFIN	V
týdnech	星期	týden	星期	N;INAN;GEN;MASC;PL;POS	N
týdnech	週數	týden	週數	N;INAN;GEN;MASC;PL;POS	N
řez	切口	řez	切口	N;INAN;NOM;MASC;SG;POS	N
boulevard	大道	boulevard	大道	N;INAN;NOM;MASC;SG;POS	N
pořádek	秩序	pořádek	秩序	N;INAN;NOM;MASC;SG;POS	N
pořádek	順序	pořádek	順序	N;INAN;NOM;MASC;SG;POS	N
monografie	專論	monografie	專論	N;NOM;FEM;SG;POS	N
prodat	賣	prodat	賣	V;PFV;POS;NFIN	V
prodat	出售	prodat	出售	V;PFV;POS;NFIN	V
respekt	尊重	respekt	尊重	N;INAN;NOM;MASC;SG;POS	N
kometa	彗星	kometa	彗星	N;NOM;FEM;SG;POS	N
optimální	最佳	optimální	最佳	ADJ;NOM;MASC;SG;POS	ADJ
optimální	最佳	optimální	最佳	ADJ;NOM;MASC;SG;POS	ADJ
obydlí	住宅	obydlí	住宅	N;NOM;NEUT;SG;POS	N
překvapení	驚喜	překvapení	驚喜	N;NOM;NEUT;SG;POS	N
překvapení	驚奇	překvapení	驚奇	N;NOM;NEUT;SG;POS	N
galaxií	星系	galaxie	星系	N;INS;FEM;SG;POS	N
galaxií	星系	galaxie	星系	N;INS;FEM;SG;POS	N
prach	塵土	prach	塵土	N;INAN;NOM;MASC;SG;POS	N
prach	塵	prach	塵	N;INAN;NOM;MASC;SG;POS	N
prach	塵埃	prach	塵埃	N;INAN;NOM;MASC;SG;POS	N
prach	灰塵	prach	灰塵	N;INAN;NOM;MASC;SG;POS	N
prach	粉	prach	粉	N;INAN;NOM;MASC;SG;POS	N
prach	粉末	prach	粉末	N;INAN;NOM;MASC;SG;POS	N
prach	火藥	prach	火藥	N;INAN;NOM;MASC;SG;POS	N
fotografka	攝影	fotografka	攝影	N;NOM;FEM;SG;POS	N
blesk	閃光	blesk	閃光	N;INAN;NOM;MASC;SG;POS	N
blesk	閃光	blesk	閃光	N;INAN;NOM;MASC;SG;POS	N
blesk	閃	blesk	閃	N;INAN;NOM;MASC;SG;POS	N
blesk	閃電	blesk	閃電	N;INAN;NOM;MASC;SG;POS	N
blesk	閃電	blesk	閃電	N;INAN;NOM;MASC;SG;POS	N
blesk	電光	blesk	電光	N;INAN;NOM;MASC;SG;POS	N
koni	馬	kůň	馬	N;ANIM;NOM;MASC;SG;POS	N
koni	馬匹	kůň	馬匹	N;ANIM;NOM;MASC;SG;POS	N
tváře	臉頰	tvář	臉頰	N;NOM;FEM;PL;POS	N
tváře	頰	tvář	頰	N;NOM;FEM;PL;POS	N
tváře	臉	tvář	臉	N;NOM;FEM;PL;POS	N
tváře	面孔	tvář	面孔	N;NOM;FEM;PL;POS	N
úpadek	破產	úpadek	破產	N;INAN;NOM;MASC;SG;POS	N
jámy	坑	jáma	坑	N;NOM;FEM;PL;POS	N
jámy	坑	jáma	坑	N;NOM;FEM;PL;POS	N
vlasů	頭髮	vlas	頭髮	N;INAN;GEN;MASC;PL;POS	N
vlasů	髮型	vlas	髮型	N;INAN;GEN;MASC;PL;POS	N
vlasů	發	vlas	發	N;INAN;GEN;MASC;PL;POS	N
izolace	絕緣	izolace	絕緣	N;NOM;FEM;SG;POS	N
izolace	隔熱	izolace	隔熱	N;NOM;FEM;SG;POS	N
izolace	隔離	izolace	隔離	N;NOM;FEM;SG;POS	N
kyslík	氧氣	kyslík	氧氣	N;INAN;NOM;MASC;SG;POS	N
kyslík	氧	kyslík	氧	N;INAN;NOM;MASC;SG;POS	N
money	金錢	money	金錢	N;INAN;NOM;MASC;SG;POS	N
money	錢	money	錢	N;INAN;NOM;MASC;SG;POS	N
sochu	雕像	socha	雕像	N;ACC;FEM;SG;POS	N
sochu	雕塑	socha	雕塑	N;ACC;FEM;SG;POS	N
sochu	塑像	socha	塑像	N;ACC;FEM;SG;POS	N
synagogy	會堂	synagoga	會堂	N;NOM;FEM;PL;POS	N
umožnit	啟用	umožnit	啟用	V;PFV;POS;NFIN	V
umožnit	允許	umožnit	允許	V;PFV;POS;NFIN	V
předávání	傳輸	předávání	傳輸	N;NOM;NEUT;SG;POS	N
loďstvo	艦隊	loďstvo	艦隊	N;NOM;NEUT;SG;POS	N
loďstvo	船隊	loďstvo	船隊	N;NOM;NEUT;SG;POS	N
loďstvo	車隊	loďstvo	車隊	N;NOM;NEUT;SG;POS	N
koupit	購買	koupit	購買	V;PFV;POS;NFIN	V
koupit	買	koupit	買	V;PFV;POS;NFIN	V
standardy	標準	standard	標準	N;INAN;NOM;MASC;PL;POS	N
had	蛇	had	蛇	N;INAN;NOM;MASC;SG;POS	N
štíty	盾牌	štít	盾牌	N;INAN;NOM;MASC;PL;POS	N
eseje	作文	esej	作文	N;NOM;FEM;PL;POS	N
domény	網域	doména	網域	N;NOM;FEM;PL;POS	N
domény	域	doména	域	N;NOM;FEM;PL;POS	N
domény	網域	doména	網域	N;NOM;FEM;PL;POS	N
domény	域	doména	域	N;NOM;FEM;PL;POS	N
učitelka	老師	učitelka	老師	N;NOM;FEM;SG;POS	N
učitelka	教師	učitelka	教師	N;NOM;FEM;SG;POS	N
vzdálená	偏遠	vzdálený	偏遠	ADJ;NOM;FEM;SG;POS	ADJ
prototypy	原型	prototyp	原型	N;INAN;NOM;MASC;PL;POS	N
bonus	獎金	bonus	獎金	N;INAN;NOM;MASC;SG;POS	N
bonus	紅利	bonus	紅利	N;INAN;NOM;MASC;SG;POS	N
bonus	獎勵	bonus	獎勵	N;INAN;NOM;MASC;SG;POS	N
ryba	魚類	ryba	魚類	N;NOM;FEM;SG;POS	N
ryba	魚	ryba	魚	N;NOM;FEM;SG;POS	N
ryba	魚兒	ryba	魚兒	N;NOM;FEM;SG;POS	N
rádio	電台	rádio	電台	N;NOM;NEUT;SG;POS	N
rádio	廣播	rádio	廣播	N;NOM;NEUT;SG;POS	N
rádio	廣播	rádio	廣播	N;NOM;NEUT;SG;POS	N
jeskyni	山洞	jeskyně	山洞	N;ACC;FEM;SG;POS	N
jeskyni	洞穴	jeskyně	洞穴	N;ACC;FEM;SG;POS	N
tenor	男高	tenor	男高	N;ANIM;NOM;MASC;SG;POS	N
měny	貨幣	měna	貨幣	N;NOM;FEM;PL;POS	N
měny	幣值	měna	幣值	N;NOM;FEM;PL;POS	N
měny	貨幣	měna	貨幣	N;NOM;FEM;PL;POS	N
modernizaci	現代	modernizace	現代	N;ACC;FEM;SG;POS	N
synonymum	同義	synonymum	同義	N;NOM;NEUT;SG;POS	N
melodie	曲調	melodie	曲調	N;NOM;FEM;PL;POS	N
melodie	旋律	melodie	旋律	N;NOM;FEM;PL;POS	N
kostýmy	服裝	kostým	服裝	N;INAN;NOM;MASC;PL;POS	N
kostýmy	戲服	kostým	戲服	N;INAN;NOM;MASC;PL;POS	N
kostýmy	服裝	kostým	服裝	N;INAN;NOM;MASC;PL;POS	N
kostýmy	戲服	kostým	戲服	N;INAN;NOM;MASC;PL;POS	N
dinosaurů	恐龍	dinosaur	恐龍	N;ANIM;GEN;MASC;PL;POS	N
police	架子	police	架子	N;NOM;FEM;SG;POS	N
police	貨架	police	貨架	N;NOM;FEM;SG;POS	N
police	書架	police	書架	N;NOM;FEM;SG;POS	N
police	架子	police	架子	N;NOM;FEM;SG;POS	N
police	貨架	police	貨架	N;NOM;FEM;SG;POS	N
police	書架	police	書架	N;NOM;FEM;SG;POS	N
dinosaura	恐龍	dinosaur	恐龍	N;ANIM;ACC;MASC;SG;POS	N
účty	賬	účet	賬	N;INAN;NOM;MASC;PL;POS	N
účty	帳單	účet	帳單	N;INAN;NOM;MASC;PL;POS	N
účty	法案	účet	法案	N;INAN;NOM;MASC;PL;POS	N
účty	決算	účet	決算	N;INAN;NOM;MASC;PL;POS	N
elektřiny	電力	elektřina	電力	N;NOM;FEM;SG;POS	N
elektřiny	電	elektřina	電	N;NOM;FEM;SG;POS	N
brigáda	旅	brigáda	旅	N;NOM;FEM;SG;POS	N
vrtulníků	直升	vrtulník	直升	N;INAN;GEN;MASC;PL;POS	N
otroctví	奴隸	otroctví	奴隸	N;NOM;NEUT;SG;POS	N
otroctví	奴役	otroctví	奴役	N;NOM;NEUT;SG;POS	N
otroctví	束縛	otroctví	束縛	N;NOM;NEUT;SG;POS	N
otroctví	奴役	otroctví	奴役	N;NOM;NEUT;SG;POS	N
trhy	市場	trh	市場	N;INAN;NOM;MASC;PL;POS	N
novinářka	記者	novinářka	記者	N;NOM;FEM;SG;POS	N
návštěvníci	遊客	návštěvník	遊客	N;ANIM;NOM;MASC;PL;POS	N
návštěvníci	訪客	návštěvník	訪客	N;ANIM;NOM;MASC;PL;POS	N
pracovníci	工人	pracovník	工人	N;ANIM;NOM;MASC;PL;POS	N
munice	彈藥	munice	彈藥	N;NOM;FEM;SG;POS	N
munice	彈藥	munice	彈藥	N;NOM;FEM;SG;POS	N
komisař	政委	komisař	政委	N;ANIM;NOM;MASC;SG;POS	N
zábradlí	扶手	zábradlí	扶手	N;NOM;NEUT;SG;POS	N
zábradlí	欄桿	zábradlí	欄桿	N;NOM;NEUT;SG;POS	N
zábradlí	欄桿	zábradlí	欄桿	N;NOM;NEUT;SG;POS	N
zábradlí	扶手	zábradlí	扶手	N;NOM;NEUT;SG;POS	N
čtyřicet	四十	čtyřicet	四十	NUM;NOM;SG	NUM
justice	正義	justice	正義	N;NOM;FEM;SG;POS	N
justice	司法	justice	司法	N;NOM;FEM;SG;POS	N
podrobnosti	細節	podrobnost	細節	N;NOM;FEM;PL;POS	N
podrobnosti	詳情	podrobnost	詳情	N;NOM;FEM;PL;POS	N
ruda	礦石	ruda	礦石	N;NOM;FEM;SG;POS	N
výměnu	交流	výměna	交流	N;ACC;FEM;SG;POS	N
bojovníků	勇士	bojovník	勇士	N;ANIM;GEN;MASC;PL;POS	N
bojovníků	鬥士	bojovník	鬥士	N;ANIM;GEN;MASC;PL;POS	N
dary	禮物	dar	禮物	N;INAN;NOM;MASC;PL;POS	N
dary	禮品	dar	禮品	N;INAN;NOM;MASC;PL;POS	N
odznak	徽章	odznak	徽章	N;INAN;NOM;MASC;SG;POS	N
odznak	警徽	odznak	警徽	N;INAN;NOM;MASC;SG;POS	N
shodné	相同	shodný	相同	ADJ;NOM;NEUT;SG;POS	ADJ
klienta	客戶	klient	客戶	N;ANIM;ACC;MASC;SG;POS	N
úlohy	任務	úloha	任務	N;NOM;FEM;PL;POS	N
úlohy	作用	úloha	作用	N;NOM;FEM;PL;POS	N
úlohy	角色	úloha	角色	N;NOM;FEM;PL;POS	N
rakovinu	癌症	rakovina	癌症	N;ACC;FEM;SG;POS	N
rakovinu	癌	rakovina	癌	N;ACC;FEM;SG;POS	N
platformy	平台	platforma	平台	N;NOM;FEM;PL;POS	N
platformy	站台	platforma	站台	N;NOM;FEM;PL;POS	N
platformy	平台	platforma	平台	N;NOM;FEM;PL;POS	N
vektor	載體	vektor	載體	N;INAN;NOM;MASC;SG;POS	N
vektor	向量	vektor	向量	N;INAN;NOM;MASC;SG;POS	N
kritérium	標準	kritérium	標準	N;NOM;NEUT;SG;POS	N
molekul	分子	molekula	分子	N;GEN;FEM;PL;POS	N
pokoje	客房	pokoj	客房	N;INAN;NOM;MASC;PL;POS	N
pokoje	房間	pokoj	房間	N;INAN;NOM;MASC;PL;POS	N
fasáda	外觀	fasáda	外觀	N;NOM;FEM;SG;POS	N
mléko	乳	mléko	乳	N;NOM;NEUT;SG;POS	N
mléko	牛奶	mléko	牛奶	N;NOM;NEUT;SG;POS	N
mléko	奶	mléko	奶	N;NOM;NEUT;SG;POS	N
malíři	畫家	malíř	畫家	N;ANIM;NOM;MASC;PL;POS	N
malíři	畫師	malíř	畫師	N;ANIM;NOM;MASC;PL;POS	N
malíři	畫家	malíř	畫家	N;ANIM;NOM;MASC;PL;POS	N
kamery	相機	kamera	相機	N;NOM;FEM;PL;POS	N
příloha	附件	příloha	附件	N;NOM;FEM;SG;POS	N
vyhlášky	法令	vyhláška	法令	N;NOM;FEM;PL;POS	N
vyhlášky	政令	vyhláška	政令	N;NOM;FEM;PL;POS	N
koření	調味	koření	調味	N;NOM;NEUT;SG;POS	N
koření	香料	koření	香料	N;NOM;NEUT;SG;POS	N
koření	香料	koření	香料	N;NOM;NEUT;SG;POS	N
sůl	食鹽	sůl	食鹽	N;NOM;FEM;SG;POS	N
sůl	鹽	sůl	鹽	N;NOM;FEM;SG;POS	N
maxima	格言	maximum	格言	N;NOM;NEUT;SG;POS	N
krvi	血液	krev	血液	N;DAT;FEM;SG;POS	N
krvi	血	krev	血	N;DAT;FEM;SG;POS	N
krvi	血跡	krev	血跡	N;DAT;FEM;SG;POS	N
krvi	鮮血	krev	鮮血	N;DAT;FEM;SG;POS	N
happy	開心	happy	開心	N;NOM;MASC;SG;POS	N
happy	快樂	happy	快樂	N;NOM;MASC;SG;POS	N
happy	幸福	happy	幸福	N;NOM;MASC;SG;POS	N
zaplatit	付費	zaplatit	付費	V;PFV;POS;NFIN	V
zaplatit	付款	zaplatit	付款	V;PFV;POS;NFIN	V
zaplatit	支付	zaplatit	支付	V;PFV;POS;NFIN	V
kin	電影	kino	電影	N;GEN;NEUT;PL;POS	N
termíny	日期	termín	日期	N;INAN;NOM;MASC;PL;POS	N
termíny	術語	termín	術語	N;INAN;NOM;MASC;PL;POS	N
termíny	條款	termín	條款	N;INAN;NOM;MASC;PL;POS	N
jezdce	騎手	jezdec	騎手	N;ANIM;ACC;MASC;PL;POS	N
jezdce	騎手	jezdec	騎手	N;ANIM;ACC;MASC;PL;POS	N
loďstva	船隊	loďstvo	船隊	N;NOM;NEUT;PL;POS	N
putování	旅途	putování	旅途	N;NOM;NEUT;SG;POS	N
putování	旅程	putování	旅程	N;NOM;NEUT;SG;POS	N
putování	徘徊	putování	徘徊	N;NOM;NEUT;SG;POS	N
kapitál	資本	kapitál	資本	N;INAN;NOM;MASC;SG;POS	N
kapitál	首都	kapitál	首都	N;INAN;NOM;MASC;SG;POS	N
stack	棧	stack	棧	N;INAN;NOM;MASC;SG;POS	N
okamžik	時刻	okamžik	時刻	N;INAN;NOM;MASC;SG;POS	N
dědeček	爺爺	dědeček	爺爺	N;ANIM;NOM;MASC;SG;POS	N
dědeček	祖父	dědeček	祖父	N;ANIM;NOM;MASC;SG;POS	N
zločiny	罪行	zločin	罪行	N;INAN;NOM;MASC;PL;POS	N
zločiny	犯罪	zločin	犯罪	N;INAN;NOM;MASC;PL;POS	N
střechu	屋頂	střecha	屋頂	N;ACC;FEM;SG;POS	N
etapy	階段	etapa	階段	N;NOM;FEM;PL;POS	N
zavést	引入	zavést	引入	V;POS;NFIN	V
dutiny	腔	dutina	腔	N;NOM;FEM;PL;POS	N
dutiny	蛀牙	dutina	蛀牙	N;NOM;FEM;PL;POS	N
ponožky	襪	ponožka	襪	N;NOM;FEM;PL;POS	N
ponožky	襪子	ponožka	襪子	N;NOM;FEM;PL;POS	N
mechaniky	力學	mechanika	力學	N;NOM;FEM;PL;POS	N
rozsudek	判決	rozsudek	判決	N;INAN;NOM;MASC;SG;POS	N
rozsudek	判決	rozsudek	判決	N;INAN;NOM;MASC;SG;POS	N
rozsudek	判決	rozsudek	判決	N;INAN;NOM;MASC;SG;POS	N
rozsudek	句子	rozsudek	句子	N;INAN;NOM;MASC;SG;POS	N
rozsudek	刑期	rozsudek	刑期	N;INAN;NOM;MASC;SG;POS	N
pokoj	房間	pokoj	房間	N;INAN;NOM;MASC;SG;POS	N
pokoj	房	pokoj	房	N;INAN;NOM;MASC;SG;POS	N
rasy	種族	rasa	種族	N;NOM;FEM;PL;POS	N
náhrobek	墓碑	náhrobek	墓碑	N;INAN;NOM;MASC;SG;POS	N
náhrobek	墓碑	náhrobek	墓碑	N;INAN;NOM;MASC;SG;POS	N
nepřítel	敵軍	nepřítel	敵軍	N;ANIM;NOM;MASC;SG;POS	N
nepřítel	敵方	nepřítel	敵方	N;ANIM;NOM;MASC;SG;POS	N
nepřítel	敵	nepřítel	敵	N;ANIM;NOM;MASC;SG;POS	N
nepřítel	敵人	nepřítel	敵人	N;ANIM;NOM;MASC;SG;POS	N
přijímat	接收	přijímat	接收	V;IPFV;POS;NFIN	V
babička	祖母	babička	祖母	N;NOM;FEM;SG;POS	N
babička	奶奶	babička	奶奶	N;NOM;FEM;SG;POS	N
přítelkyně	女友	přítelkyně	女友	N;NOM;FEM;SG;POS	N
přítelkyně	女	přítelkyně	女	N;NOM;FEM;SG;POS	N
účinné	高	účinný	高	ADJ;NOM;NEUT;SG;POS	ADJ
houba	海綿	houba	海綿	N;NOM;FEM;SG;POS	N
houba	真菌	houba	真菌	N;NOM;FEM;SG;POS	N
houba	蘑菇	houba	蘑菇	N;NOM;FEM;SG;POS	N
byty	公寓	byt	公寓	N;INAN;NOM;MASC;PL;POS	N
zneužití	濫用	zneužití	濫用	N;NOM;NEUT;SG;POS	N
zneužití	濫用	zneužití	濫用	N;NOM;NEUT;SG;POS	N
prachu	塵土	prach	塵土	N;INAN;GEN;MASC;SG;POS	N
prachu	塵	prach	塵	N;INAN;GEN;MASC;SG;POS	N
prachu	塵埃	prach	塵埃	N;INAN;GEN;MASC;SG;POS	N
prachu	灰塵	prach	灰塵	N;INAN;GEN;MASC;SG;POS	N
havárie	意外	havárie	意外	N;NOM;FEM;SG;POS	N
havárie	事故	havárie	事故	N;NOM;FEM;SG;POS	N
havárie	事故	havárie	事故	N;NOM;FEM;SG;POS	N
poslání	任務	poslání	任務	N;NOM;NEUT;SG;POS	N
křížek	十字	křížek	十字	N;INAN;NOM;MASC;SG;POS	N
křížek	十字	křížek	十字	N;INAN;NOM;MASC;SG;POS	N
křížek	交叉	křížek	交叉	N;INAN;NOM;MASC;SG;POS	N
spojence	盟友	spojenec	盟友	N;ANIM;ACC;MASC;PL;POS	N
spojence	盟軍	spojenec	盟軍	N;ANIM;ACC;MASC;PL;POS	N
spojence	盟國	spojenec	盟國	N;ANIM;ACC;MASC;PL;POS	N
spojence	同盟	spojenec	同盟	N;ANIM;ACC;MASC;PL;POS	N
spojence	盟友	spojenec	盟友	N;ANIM;ACC;MASC;PL;POS	N
kotle	鍋爐	kotel	鍋爐	N;INAN;NOM;MASC;PL;POS	N
vězeň	俘虜	vězeň	俘虜	N;ANIM;NOM;MASC;SG;POS	N
vězeň	囚犯	vězeň	囚犯	N;ANIM;NOM;MASC;SG;POS	N
vězeň	犯人	vězeň	犯人	N;ANIM;NOM;MASC;SG;POS	N
vězeň	囚徒	vězeň	囚徒	N;ANIM;NOM;MASC;SG;POS	N
mléka	乳	mléko	乳	N;NOM;NEUT;PL;POS	N
mléka	牛奶	mléko	牛奶	N;NOM;NEUT;PL;POS	N
mléka	奶	mléko	奶	N;NOM;NEUT;PL;POS	N
kláštery	寺院	klášter	寺院	N;INAN;NOM;MASC;PL;POS	N
sekvence	序列	sekvence	序列	N;NOM;FEM;SG;POS	N
sekvence	數列	sekvence	數列	N;NOM;FEM;SG;POS	N
sekvence	順序	sekvence	順序	N;NOM;FEM;SG;POS	N
splnit	履行	splnit	履行	V;PFV;POS;NFIN	V
meče	劍	meč	劍	N;NOM;FEM;PL;POS	N
jeskyní	洞穴	jeskyně	洞穴	N;INS;FEM;SG;POS	N
jeskyní	山洞	jeskyně	山洞	N;INS;FEM;SG;POS	N
seznamů	名單	seznam	名單	N;INAN;GEN;MASC;PL;POS	N
fanoušky	粉絲	fanoušek	粉絲	N;ANIM;ACC;MASC;PL;POS	N
oltáři	祭壇	oltář	祭壇	N;INAN;DAT;MASC;SG;POS	N
oltáři	壇	oltář	壇	N;INAN;DAT;MASC;SG;POS	N
politici	政界	politik	政界	N;ANIM;NOM;MASC;PL;POS	N
politici	政客	politik	政客	N;ANIM;NOM;MASC;PL;POS	N
politici	政治	politik	政治	N;ANIM;NOM;MASC;PL;POS	N
rozchod	分手	rozchod	分手	N;INAN;NOM;MASC;SG;POS	N
terminál	終點	terminál	終點	N;INAN;NOM;MASC;SG;POS	N
terminál	終端	terminál	終端	N;INAN;NOM;MASC;SG;POS	N
terminál	終端	terminál	終端	N;INAN;NOM;MASC;SG;POS	N
vodopád	瀑布	vodopád	瀑布	N;INAN;NOM;MASC;SG;POS	N
čaj	茶葉	čaj	茶葉	N;INAN;NOM;MASC;SG;POS	N
čaj	茶	čaj	茶	N;INAN;NOM;MASC;SG;POS	N
lovci	獵人	lovec	獵人	N;ANIM;NOM;MASC;PL;POS	N
napojení	剪接	napojení	剪接	N;NOM;NEUT;SG;POS	N
železnic	鐵路	železnice	鐵路	N;GEN;FEM;PL;POS	N
železnic	鐵道	železnice	鐵道	N;GEN;FEM;PL;POS	N
připomínky	意見	připomínka	意見	N;NOM;FEM;PL;POS	N
námitky	異議	námitka	異議	N;NOM;FEM;PL;POS	N
odpovědnosti	責任	odpovědnost	責任	N;GEN;FEM;SG;POS	N
originál	原文	originál	原文	N;INAN;NOM;MASC;SG;POS	N
originál	原件	originál	原件	N;INAN;NOM;MASC;SG;POS	N
originál	原創	originál	原創	N;INAN;NOM;MASC;SG;POS	N
originál	原始	originál	原始	N;INAN;NOM;MASC;SG;POS	N
minulost	過往	minulost	過往	N;NOM;FEM;SG;POS	N
minulost	過去	minulost	過去	N;NOM;FEM;SG;POS	N
nos	鼻	nos	鼻	N;INAN;NOM;MASC;SG;POS	N
nos	鼻子	nos	鼻子	N;INAN;NOM;MASC;SG;POS	N
vinice	葡萄	vinice	葡萄	N;NOM;FEM;PL;POS	N
mírné	溫和	mírný	溫和	ADJ;NOM;NEUT;SG;POS	ADJ
mírné	溫和	mírný	溫和	ADJ;NOM;NEUT;SG;POS	ADJ
strážce	守護	strážce	守護	N;ANIM;NOM;MASC;SG;POS	N
strážce	守護	strážce	守護	N;ANIM;NOM;MASC;SG;POS	N
pravopis	拼字	pravopis	拼字	N;INAN;NOM;MASC;SG;POS	N
past	圈	pasta	圈	N;NOM;FEM;SG;POS	N
past	陷阱	pasta	陷阱	N;NOM;FEM;SG;POS	N
konkurence	競爭	konkurence	競爭	N;NOM;FEM;SG;POS	N
konkurence	競賽	konkurence	競賽	N;NOM;FEM;SG;POS	N
přesvědčil	深信	přesvědčit	深信	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V
nákup	購物	nákup	購物	N;INAN;NOM;MASC;SG;POS	N
nákup	採購	nákup	採購	N;INAN;NOM;MASC;SG;POS	N
peklo	地獄	peklo	地獄	N;NOM;NEUT;SG;POS	N
vězni	囚犯	vězeň	囚犯	N;ANIM;NOM;MASC;PL;POS	N
vězni	犯人	vězeň	犯人	N;ANIM;NOM;MASC;PL;POS	N
vězni	囚徒	vězeň	囚徒	N;ANIM;NOM;MASC;PL;POS	N
haly	廳	hala	廳	N;NOM;FEM;PL;POS	N
haly	大廳	hala	大廳	N;NOM;FEM;PL;POS	N
roztok	溶液	roztok	溶液	N;INAN;NOM;MASC;SG;POS	N
rozum	理由	rozum	理由	N;INAN;NOM;MASC;SG;POS	N
rozum	理性	rozum	理性	N;INAN;NOM;MASC;SG;POS	N
rozum	原因	rozum	原因	N;INAN;NOM;MASC;SG;POS	N
cukru	食糖	cukr	食糖	N;INAN;GEN;MASC;SG;POS	N
cukru	糖業	cukr	糖業	N;INAN;GEN;MASC;SG;POS	N
cukru	糖	cukr	糖	N;INAN;GEN;MASC;SG;POS	N
rotace	輪值	rotace	輪值	N;NOM;FEM;SG;POS	N
beat	節拍	beat	節拍	N;INAN;NOM;MASC;SG;POS	N
sdílení	股份	sdílení	股份	N;NOM;NEUT;SG;POS	N
předpoklady	假設	předpoklad	假設	N;INAN;NOM;MASC;PL;POS	N
kresba	繪圖	kresba	繪圖	N;NOM;FEM;SG;POS	N
kresba	圖畫	kresba	圖畫	N;NOM;FEM;SG;POS	N
kresba	繪畫	kresba	繪畫	N;NOM;FEM;SG;POS	N
propagace	宣傳	propagace	宣傳	N;NOM;FEM;SG;POS	N
postižení	殘障	postižení	殘障	N;NOM;NEUT;SG;POS	N
postižení	殘疾	postižení	殘疾	N;NOM;NEUT;SG;POS	N
postižení	殘障	postižení	殘障	N;NOM;NEUT;SG;POS	N
postižení	傷	postižení	傷	N;NOM;NEUT;SG;POS	N
číslice	位	číslice	位	N;NOM;FEM;PL;POS	N
pavilon	館	pavilon	館	N;INAN;NOM;MASC;SG;POS	N
sny	夢	sen	夢	N;INAN;NOM;MASC;PL;POS	N
sny	夢境	sen	夢境	N;INAN;NOM;MASC;PL;POS	N
sny	夢想	sen	夢想	N;INAN;NOM;MASC;PL;POS	N
křižáci	十字	křižák	十字	N;ANIM;NOM;MASC;PL;POS	N
luxusní	奢侈	luxusní	奢侈	ADJ;NOM;MASC;SG;POS	ADJ
luxusní	奢華	luxusní	奢華	ADJ;NOM;MASC;SG;POS	ADJ
luxusní	奢侈	luxusní	奢侈	ADJ;NOM;MASC;SG;POS	ADJ
luxusní	奢華	luxusní	奢華	ADJ;NOM;MASC;SG;POS	ADJ
magie	魔神	magie	魔神	N;NOM;FEM;SG;POS	N
