que	co	que	co	PRO	PRO;INAN;NOM
grazas	dík	graza	dík	N	N;INAN;NOM;MASC;SG;POS
pai	otče	pai	oteč	N	N;INAN;NOM;MASC;SG;POS
pai	otec	pai	otec	N	N;ANIM;NOM;MASC;SG;POS
pai	táta	pai	táta	N	N;ANIM;NOM;MASC;SG;POS
pai	otec	pai	otec	N	N;ANIM;NOM;MASC;SG;POS
antes	předtím	antes	předtím	ADV	ADV
ese	to	ese	ten	DET	DET;NOM;NEUT;SG
ese	tento	ese	tento	DET	DET;NOM;MASC;SG
ese	toto	ese	tento	DET	DET;NOM;NEUT;SG
ese	tohle	ese	tenhle	DET	DET;NOM;NEUT;SG
esa	to	ese	ten	DET	DET;NOM;NEUT;SG
esa	tento	ese	tento	DET	DET;NOM;MASC;SG
esa	toto	ese	tento	DET	DET;NOM;NEUT;SG
esa	tohle	ese	tenhle	DET	DET;NOM;NEUT;SG
queres	chcete	quere	chtít	V	V;IND;PL;2;POS;PRS;FIN;ACT
queres	chceš	quere	chtít	V	V;IND;SG;2;POS;PRS;FIN;ACT
ter	mít	ter	mít	V	V;POS;NFIN
ter	mít	ter	mít	V	V;POS;NFIN
verdade	pravda	verdade	pravda	N	N;NOM;FEM;SG;POS
verdade	true	verdade	true	N	N;INAN;NOM;MASC;SG;POS
verdade	doprava	verdade	doprava	N	N;NOM;FEM;SG;POS
verdade	pravda	verdade	pravda	N	N;NOM;FEM;SG;POS
verdade	pravdu	verdade	pravda	N	N;ACC;FEM;SG;POS
verdade	fakt	verdade	fakt	N	N;INAN;NOM;MASC;SG;POS
sabes	vědět	saber	vědět	V	V;POS;NFIN
entón	pak	entón	pak	ADV	ADV
aí	tam	aí	tam	ADV	ADV
aí	zde	aí	zde	ADV	ADV
aí	tady	aí	tady	ADV	ADV
despois	později	despois	pozdě	ADV	ADV;CMPR;POS
despois	poté	despois	poté	ADV	ADV
despois	pak	despois	pak	ADV	ADV
bo	dobrý	bo	dobrý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
bo	ranní	bo	ranní	ADJ	ADJ;NOM;MASC;SG;POS
imos	jsou	ir	být	V	V;IND;PL;3;POS;PRS;FIN;ACT
imos	pojď	ir	pojď	V	V;IMP;SG;2;POS;FIN
falar	mluv	falar	mluv	V	V;IMP;SG;2;POS;FIN
falar	mluv	falar	mluv	V	V;IMP;SG;2;POS;FIN
cada	každý	cada	každý	DET	DET;ANIM;NOM;MASC;SG;POS
cada	každé	cada	každý	DET	DET;NOM;NEUT;SG;POS
cada	každý	cada	každý	DET	DET;ANIM;NOM;MASC;SG;POS
cada	každé	cada	každý	DET	DET;NOM;NEUT;SG;POS
cada	každá	cada	každý	DET	DET;NOM;FEM;SG;POS
quere	chcete	querer	chtít	V	V;IND;PL;2;POS;PRS;FIN;ACT
quere	chceš	querer	chtít	V	V;IND;SG;2;POS;PRS;FIN;ACT
quere	chce	querer	chtít	V	V;IND;SG;3;POS;PRS;FIN;ACT
logo	pak	logo	pak	ADV	ADV
logo	poté	logo	poté	ADV	ADV
logo	později	logo	pozdě	ADV	ADV;CMPR;POS
veña	pojď	vir	pojď	V	V;IMP;SG;2;POS;FIN
fai	dělat	facer	dělat	V	V;IPFV;POS;NFIN
fai	učinit	facer	učinit	V	V;PFV;POS;NFIN
fai	udělat	facer	udělat	V	V;PFV;POS;NFIN
fai	vyrobit	facer	vyrobit	V	V;PFV;POS;NFIN
fai	dělá	facer	dělat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
fai	vyrábí	facer	vyrábět	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
creo	věřit	creo	věřit	V	V;IPFV;POS;NFIN
noso	naše	noso	můj	DET	DET;NOM;SG;1
noso	náš	noso	můj	DET	DET;NOM;MASC;SG;1
noso	naší	noso	můj	DET	DET;DAT;FEM;SG;1
noso	naši	noso	můj	DET	DET;NOM;MASC;PL;1
nosa	naše	noso	můj	DET	DET;NOM;SG;1
nosa	náš	noso	můj	DET	DET;NOM;MASC;SG;1
nosa	naší	noso	můj	DET	DET;DAT;FEM;SG;1
nosa	naši	noso	můj	DET	DET;NOM;MASC;PL;1
hoxe	dneska	hoxe	dneska	ADV	ADV
hoxe	dnes	hoxe	dnes	ADV	ADV
alí	tam	alí	tam	ADV	ADV
podes	může	poder	moci	V	V;IND;SG;3;POS;PRS;FIN;ACT
podes	mohou	poder	moci	V	V;IND;PL;3;POS;PRS;FIN;ACT
tiña	bylo	ter	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
tiña	byl	ter	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
tiña	byla	ter	být	V	V;POS;PST;V.PTCP;ACT
tiña	měl	ter	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
tiña	měla	ter	mít	V	V;POS;PST;V.PTCP;ACT
tiña	mít	ter	mít	V	V;POS;NFIN
podemos	může	poder	moci	V	V;IND;SG;3;POS;PRS;FIN;ACT
podemos	mohou	poder	moci	V	V;IND;PL;3;POS;PRS;FIN;ACT
nai	matku	nai	matka	N	N;ACC;FEM;SG;POS
nai	matka	nai	matka	N	N;NOM;FEM;SG;POS
nai	máma	nai	máma	N	N;NOM;FEM;SG;POS
dixo	řekla	dicir	říci	V	V;PFV;POS;PST;V.PTCP;ACT
dixo	řekl	dicir	říci	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
dixo	říkal	dicir	říkat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
dixo	řekněme	dicir	říci	V	V;PFV;IMP;PL;2;POS;FIN
dixo	řekněte	dicir	říci	V	V;PFV;IMP;PL;2;POS;FIN
dixo	řekni	dicir	říci	V	V;IMP;SG;1;POS;FIN
dixo	říká	dicir	říkat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
fillo	synu	fillo	syn	N	N;ANIM;DAT;MASC;SG;POS
fillo	syn	fillo	syn	N	N;ANIM;NOM;MASC;SG;POS
fillo	dítě	fillo	dítě	N	N;NOM;NEUT;SG;POS
entre	mezi	entre	mezi	ADP	ADP;ACC
entre	mezi	entre	mezi	ADP	ADP;ACC
alguén	někdo	alguén	někdo	PRO	PRO;ANIM;NOM;MASC
alguén	kdo	alguén	kdo	PRO	PRO;ANIM;NOM;MASC
alguén	koho	alguén	kdo	PRO	PRO;ANIM;ACC;MASC
alguén	někoho	alguén	někdo	PRO	PRO;ANIM;ACC;MASC
alguén	někdo	alguén	někdo	PRO	PRO;ANIM;NOM;MASC
alguén	kdokoli	alguén	kdokoliv	PRO	PRO;ANIM;NOM;MASC
alguén	kdokoliv	alguén	kdokoliv	PRO	PRO;ANIM;NOM;MASC
alguén	kdokoli	alguén	kdokoliv	PRO	PRO;ANIM;NOM;MASC
alguén	kdokoliv	alguén	kdokoliv	PRO	PRO;ANIM;NOM;MASC
teñen	jsou	ter	být	V	V;IND;PL;3;POS;PRS;FIN;ACT
teñen	mít	ter	mít	V	V;POS;NFIN
menos	méně	menos	málo	ADV	ADV;CMPR;POS
menos	míň	menos	málo	ADV	ADV;POS
menos	nejméně	menos	málo	ADV	ADV;RL;POS
muller	žena	muller	žena	N	N;NOM;FEM;SG;POS
muller	manželku	muller	manželka	N	N;ACC;FEM;SG;POS
muller	žena	muller	žena	N	N;NOM;FEM;SG;POS
muller	manželka	muller	manželka	N	N;NOM;FEM;SG;POS
muller	manželce	muller	manželka	N	N;DAT;FEM;SG;POS
súas	jejich	seu	jeho	DET	DET;3
súas	jeho	seu	jeho	DET	DET;3
súas	jeho	seu	jeho	DET	DET;3
súas	její	seu	jeho	DET	DET;NOM;FEM;SG;3
súas	vaše	seu	tvůj	DET	DET;NOM;SG;2
súas	váš	seu	tvůj	DET	DET;NOM;MASC;SG;2
súas	tvůj	seu	tvůj	DET	DET;NOM;MASC;SG;1
súas	vaši	seu	tvůj	DET	DET;NOM;FEM;SG;2
súas	její	seu	jeho	DET	DET;NOM;FEM;SG;3
homes	muže	home	muž	N	N;ANIM;ACC;MASC;PL;POS
homes	mužů	home	muž	N	N;ANIM;GEN;MASC;PL;POS
homes	muži	home	muž	N	N;ANIM;NOM;MASC;PL;POS
cousa	věc	cousa	věc	N	N;NOM;FEM;SG;POS
cousa	vec	cousa	vec	N	N;NOM;FEM;SG;POS
cara	tvář	cara	tvář	N	N;NOM;FEM;SG;POS
cara	obličej	cara	obličej	N	N;INAN;NOM;MASC;SG;POS
cara	face	cara	face	N	N;NOM;MASC;SG;POS
novo	nový	novo	nový	ADJ	ADJ;INAN;NOM;MASC;SG;POS
novo	nové	novo	nový	ADJ	ADJ;NOM;MASC;PL;POS
novo	nová	novo	nový	ADJ	ADJ;NOM;FEM;SG;POS
novo	mladá	novo	mladý	ADJ	ADJ;NOM;FEM;SG;POS
novo	mladé	novo	mladý	ADJ	ADJ;NOM;MASC;PL;POS
novo	mladý	novo	mladý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
novo	mladí	novo	mladý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
todas	všichni	todo	všechen	DET	DET;ANIM;NOM;MASC;PL
todas	všechno	todo	všechen	DET	DET;NOM;NEUT;SG
todas	všechny	todo	všechen	DET	DET;NOM;MASC;PL
todas	vše	todo	všechen	DET	DET;NOM;NEUT;SG
todas	každý	todo	každý	DET	DET;ANIM;NOM;MASC;SG;POS
todas	každé	todo	každý	DET	DET;NOM;NEUT;SG;POS
di	říká	dicir	říkat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
di	řekněme	dicir	říci	V	V;PFV;IMP;PL;2;POS;FIN
di	řekněte	dicir	říci	V	V;PFV;IMP;PL;2;POS;FIN
di	řekni	dicir	říci	V	V;IMP;SG;1;POS;FIN
di	řekla	dicir	říci	V	V;PFV;POS;PST;V.PTCP;ACT
di	řekl	dicir	říci	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
di	říkal	dicir	říkat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
lugar	místo	lugar	místo	N	N;NOM;NEUT;SG;POS
lugar	misto	lugar	misto	N	N;NOM;MASC;SG;POS
días	dne	día	den	N	N;INAN;GEN;MASC;SG;POS
días	den	día	den	N	N;INAN;NOM;MASC;SG;POS
días	dní	día	den	N	N;INAN;GEN;MASC;PL;POS
días	dnů	día	den	N	N;INAN;GEN;MASC;PL;POS
días	dny	día	den	N	N;INAN;NOM;MASC;PL;POS
sabe	vědět	saber	vědět	V	V;POS;NFIN
sabe	může	saber	moci	V	V;IND;SG;3;POS;PRS;FIN;ACT
sabe	mohou	saber	moci	V	V;IND;PL;3;POS;PRS;FIN;ACT
sabe	ví	saber	vědět	V	V;IND;SG;3;POS;PRS;FIN;ACT
mañá	zítra	mañá	zítra	ADV	ADV
mañá	ráno	mañá	ráno	ADV	ADV
dende	ze	dende	z	ADP	ADP;GEN
dende	od	dende	od	ADP	ADP;GEN
primeiro	první	primeiro	první	ADJ	ADJ;NOM;MASC;SG
guerra	válka	guerra	válka	N	N;NOM;FEM;SG;POS
guerra	války	guerra	válka	N	N;NOM;FEM;PL;POS
guerra	válce	guerra	válka	N	N;DAT;FEM;SG;POS
guerra	válku	guerra	válka	N	N;ACC;FEM;SG;POS
parte	většina	parte	většina	N	N;NOM;FEM;SG;POS
parte	part	parte	part	N	N;INAN;NOM;MASC;SG;POS
parte	část	parte	část	N	N;NOM;FEM;SG;POS
veces	časy	vez	čas	N	N;INAN;NOM;MASC;PL;POS
deus	bůh	daus	bůh	N	N;ANIM;NOM;MASC;SG;POS
podería	mohl	poder	moci	V	V;MASC;SG;POS;PST;V.PTCP;ACT
podería	mohla	poder	moci	V	V;POS;PST;V.PTCP;ACT
claro	jasné	claro	jasný	ADJ	ADJ;NOM;NEUT;SG;POS
claro	jasný	claro	jasný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
claro	čistý	claro	čistý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
boa	dobrý	bo	dobrý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
boa	pěkný	bo	pěkný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
boa	hezký	bo	hezký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
boa	pěkné	bo	pěkný	ADJ	ADJ;NOM;NEUT;SG;POS
toda	všichni	todo	všechen	DET	DET;ANIM;NOM;MASC;PL
toda	všechno	todo	všechen	DET	DET;NOM;NEUT;SG
toda	všechny	todo	všechen	DET	DET;NOM;MASC;PL
toda	vše	todo	všechen	DET	DET;NOM;NEUT;SG
durante	během	durante	během	ADP	ADP;GEN
durante	pro	durante	pro	ADP	ADP;ACC
durante	za	durante	za	ADP	ADP;ACC
fóra	ven	fóra	ven	ADV	ADV
fóra	venku	fóra	venku	ADV	ADV
fóra	venku	fóra	venku	ADV	ADV
contra	proti	contra	proti	ADP	ADP;DAT
mal	špatně	mal	špatně	ADV	ADV;POS
tarde	zpoždění	tarde	zpoždění	N	N;NOM;NEUT;SG;POS
vas	bude	ir	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
vas	jsou	ir	být	V	V;IND;PL;3;POS;PRS;FIN;ACT
poden	může	poder	moci	V	V;IND;SG;3;POS;PRS;FIN;ACT
poden	mohou	poder	moci	V	V;IND;PL;3;POS;PRS;FIN;ACT
momento	dob	momento	doba	N	N;GEN;FEM;PL;POS
momento	čas	momento	čas	N	N;INAN;NOM;MASC;SG;POS
momento	doba	momento	doba	N	N;NOM;FEM;SG;POS
momento	time	momento	time	N	N;INAN;NOM;MASC;SG;POS
momento	okamžik	momento	okamžik	N	N;INAN;NOM;MASC;SG;POS
momento	moment	momento	moment	N	N;INAN;NOM;MASC;SG;POS
momento	chvilka	momento	chvilka	N	N;NOM;FEM;SG;POS
momento	chvíle	momento	chvíle	N	N;NOM;FEM;PL;POS
momento	minuta	momento	minuta	N	N;NOM;FEM;SG;POS
momento	minutu	momento	minuta	N	N;ACC;FEM;SG;POS
persoas	lidí	persoa	člověk	N	N;ANIM;GEN;MASC;PL;POS
persoas	lidi	persoa	člověk	N	N;ANIM;NOM;MASC;PL;POS
persoas	lidé	persoa	člověk	N	N;ANIM;NOM;MASC;PL;POS
persoas	lidem	persoa	člověk	N	N;ANIM;DAT;MASC;PL;POS
persoas	people	persoa	people	N	N;MASC;SG;POS
calquera	jakékoliv	calquera	jakýkoliv	DET	DET;NOM;NEUT;PL
calquera	jakýkoliv	calquera	jakýkoliv	DET	DET;NOM;MASC;SG
calquera	jakoukoli	calquera	jakýkoliv	DET	DET;ACC;FEM;SG
calquera	jakoukoliv	calquera	jakýkoliv	DET	DET;ACC;FEM;SG
calquera	jakékoli	calquera	jakýkoliv	DET	DET;NOM;NEUT;PL
nome	jméno	nome	jméno	N	N;NOM;NEUT;SG;POS
nome	jmeno	nome	jmeno	N	N;NOM;MASC;SG;POS
nome	name	nome	můj	N	N;NOM;MASC;SG;POS
nome	název	nome	název	N	N;INAN;NOM;MASC;SG;POS
parece	vypadá	parecer	vypadat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
quería	chtěl	querer	chtít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
