پنکھ	pinion	پنکھ	pinion	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیچ	întoarce	پیچ	întoarce	V;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پیچیدگی	twist	پیچیدگی	twist	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیچیدگی	twist	پیچیدگی	twist	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیچیدہ	ambiguu	پیچیدہ	ambiguu	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	implicate	پیچیدہ	implicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	implicată	پیچیدہ	implica	ADJ	ADJ;INDF;FEM;SG
پیچیدہ	implicat	پیچیدہ	implicat	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	răsucit	پیچیدہ	răsuci	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	răsucite	پیچیدہ	răsuci	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	sucit	پیچیدہ	suci	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	dificile	پیچیدہ	dificil	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	dificilă	پیچیدہ	dificil	ADJ	ADJ;INDF;FEM;SG
پیچیدہ	complicata	پیچیدہ	complicat	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	complicate	پیچیدہ	complicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	complicat	پیچیدہ	complica	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complicată	پیچیدہ	complica	ADJ	ADJ;INDF;FEM;SG
پیچیدہ	transformat	پیچیدہ	transforma	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	ambiguu	پیچیدہ	ambiguu	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	implicate	پیچیدہ	implicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	implicată	پیچیدہ	implica	ADJ	ADJ;INDF;FEM;SG
پیچیدہ	implicat	پیچیدہ	implicat	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complexe	پیچیدہ	complex	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	complex	پیچیدہ	complex	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complexă	پیچیدہ	complex	ADJ	ADJ;INDF;FEM;SG
پیچیدہ	răsucit	پیچیدہ	răsuci	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	răsucite	پیچیدہ	răsuci	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	sucit	پیچیدہ	suci	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	dificile	پیچیدہ	dificil	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	dificilă	پیچیدہ	dificil	ADJ	ADJ;INDF;FEM;SG
پیچیدہ	complicata	پیچیدہ	complicat	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	complicate	پیچیدہ	complicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	complicat	پیچیدہ	complica	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complicată	پیچیدہ	complica	ADJ	ADJ;INDF;FEM;SG
پیچیدہ	transformat	پیچیدہ	transforma	ADJ	ADJ;INDF;MASC;SG
پیش	înainte	پیش	înainte	ADV;MASC;SG;3	ADV
پیشانی	titlu	پیشانی	titlu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	destin	پیشانی	destin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	front	پیشانی	front	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	titlu	پیشانی	titlu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	destin	پیشانی	destin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	omagiu	پیشکش	omagiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	tribut	پیشکش	tribut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	omagiu	پیشکش	omagiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	tribut	پیشکش	tribut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشگی	avans	پیشگی	avans	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	model	پیشوا	model	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	fotomodel	پیشوا	fotomodel	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	ghid	پیشوا	ghid	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	lider	پیشوا	lider	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	conducător	پیشوا	conducător	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	leader	پیشوا	leader	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	popă	پیشوا	popă	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	preot	پیشوا	preot	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	comerț	پیشہ	comerț	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	business	پیشہ	business	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	oficiu	پیشہ	oficiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	birou	پیشہ	birou	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	comerț	پیشہ	comerț	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	business	پیشہ	business	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	oficiu	پیشہ	oficiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	birou	پیشہ	birou	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشی	auz	پیشی	auzi	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیکھنا	vezi	پیکھ	vedea	V;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
پیل	push	پیل	push		
پھاڑ	împarte	چیرپھاڑ	împărți	V;ACT	V;IND;SG;3;PRS;FIN
پھاڑنا	irita	پھاڑ	irita	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھاڑنا	rupe	پھاڑ	rupe	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھاڑنا	sparge	پھاڑ	sparge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھاڑنا	rupe	پھاڑ	rupe	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھال	stride	پھال	strida		
پھانٹنا	bate	پھانٹنا	bate	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھانٹنا	zdrobi	پھانٹنا	zdrobi	V;NFIN;ACT	V;IND;SG;3;PST;FIN
پھانکڑ	destept	پھانکڑ	destept		
پھانکنا	deschide	پھانکنا	deschide	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھبکنا	înflorească	پھبک	înflori	V;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
پُھپکارنا	suflă	پُھپکار	suflă	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
پُھپکارنا	sufla	پُھپکار	sufla	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھٹا	împarte	پھٹا	împărți	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پُھٹکر	schimba	پُھٹکر	schimba	V;V.CVB;ACT	V;IND;SG;3;IPFV;FIN
پُھٹکر	schimbă	پُھٹکر	schimba	V;V.CVB;ACT	V;IND;SG;3;PST;FIN
پِھرتا	revenind	پِھرتا	reveni	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
پِھرتا	mergând	پِھرتا	merge	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
پِھرنا	retracteze	پِھر	retracta	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
پِھرنا	schimba	پِھر	schimba	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِھرنا	schimbă	پِھر	schimba	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
پِھرنا	circulă	پِھر	circula	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
پِھرنا	retrage	پِھر	retrage	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھسلانا	răpească	پُھسلانا	răpi	V;MASC;SG;V.PTCP;ACT	V;SBJV;3;PRS;FIN
پُھسلانا	seduce	پُھسلانا	seduce	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پُھکنا	ard	پُھک	arde	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
پُھکنا	arde	پُھک	arde	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھل	retur	پھل	retur	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھل	profit	پھل	profit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھل	efect	پھل	efect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھل	câștig	پھل	câștig	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھل	fruct	پھل	fruct	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پُھلانا	umfla	پُھلا	umflă	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پُھلانا	umflă	پُھلا	umflă	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
پھُلکارنا	umfla	پھُلکارنا	umflă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھُلکارنا	umflă	پھُلکارنا	umflă	V;NFIN;ACT	V;IND;SG;3;PST;FIN
پھلی	blade	پھلا	blad	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھلی	scut	پھلا	scut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھلی	shield	پھلا	shield	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پُھوٹنا	trage	پُھوٹنا	trage	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھوٹنا	izbucni	پُھوٹنا	izbucni	V;NFIN;ACT	V;IND;SG;3;PST;FIN
پُھوٹنا	spune	پُھوٹنا	spune	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھوٹنا	separă	پُھوٹنا	separa	V;NFIN;ACT	V;IND;SG;3;PST;FIN
پُھوٹنا	împarte	پُھوٹنا	împărți	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھوڑنا	împarte	پھوڑ	împărți	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھوڑنا	dezvăluie	پھوڑ	dezvălui	V;NFIN;ACT	V;IND;3;PRS;FIN
پھوڑنا	rupe	پھوڑ	rupe	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھوڑنا	sparge	پھوڑ	sparge	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھولنا	înflorească	پُھول	înflori	V;NFIN;ACT	V;SBJV;3;PRS;FIN
پُھولنا	umfla	پُھول	umflă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھیٹنا	amestecă	پھیٹ	amesteca	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
پھیٹنا	amesteca	پھیٹ	amesteca	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھیر	îndoi	پھیر	îndoi	V;ACT	V;IND;SG;3;PST;FIN
پھیر	îndoaie	پھیر	îndoaie	V;ACT	V;IND;3;PRS;FIN
پھیر	schimba	پھیر	schimba	V;ACT	V;IND;SG;3;IPFV;FIN
پھیر	schimbă	پھیر	schimba	V;ACT	V;IND;SG;3;PST;FIN
پھیر	întoarce	پھیر	întoarce	V;ACT	V;IND;SG;3;PRS;FIN
پھیرا	vizitează	پھیرا	vizita	V;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
پھیرا	întoarce	پھیرا	întoarce	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پِھینچنا	stoarce	پِھینچ	storc	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پِھینچنا	strânge	پِھینچ	strânge	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پِھینچنا	spăl	پِھینچ	spăl	V;MASC;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
پِھینچنا	spală	پِھینچ	spăla	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
پِھینچنا	spala	پِھینچ	spăla	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھینکنا	aruncă	پھینکنا	arunca	V;NFIN;ACT	V;IND;SG;3;PST;FIN
پھینکنا	arunca	پھینکنا	arunca	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
تاب	heat	تاب	heat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاب	power	تاب	power	N;NOM;MASC;SG;3	N
تاب	twist	تاب	twist	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تابعی	urmăritor	تابعی	urmăritor	ADJ	ADJ;INDF;MASC;SG
تابی	heat	تابی	heat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تات	părinte	تات	părinte		
تات	tată	تات	tată		
تاخت	atac	تاخت	atac	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاخت	atac	تاخت	atac	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاخت	asalt	تاخت	asalt	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاَخُّر	întârziere	تاَخُّر	întârziere	N	N;INDF;FEM;SG
تاَخُّر	amânarea	تاَخُّر	amânare	N	N;DEF;FEM;SG
تادیبی	disciplinar	تادیبی	disciplinar	ADJ	ADJ;INDF;MASC;SG
تادیبی	disciplinară	تادیبی	disciplinar	ADJ	ADJ;INDF;FEM;SG
تار	cord	تار	cord	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	dark	تار	dark	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	intuneric	تار	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	fir	تار	fir	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	fir	تار	fir	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	intuneric	تار	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	telegraf	تار	telegraf	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاریخ	chronicle	تاریخ	chroniclă	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاریخی	istorice	تاریخی	istoric	ADJ	ADJ;INDF;FEM;PL
تاریخی	istorică	تاریخی	istoric	ADJ	ADJ;INDF;FEM;SG
تاریخی	istoric	تاریخی	istoric	ADJ	ADJ;INDF;MASC;SG
تاریک	dark	تاریک	dark	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاریک	intuneric	تاریک	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاڑ	ogle	تاڑ	ogle		
تاڑنا	înțelege	تاڑنا	înțelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاڑنا	intelege	تاڑنا	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاز	race	تاز	race		
تازہ	nou	تازہ	nou	ADJ	ADJ;INDF;MASC;SG
تازہ	noua	تازہ	nou	ADJ	ADJ;DEF;FEM;SG
تازہ	proaspătă	تازہ	proaspăt	ADJ	ADJ;INDF;FEM;SG
تازہ	fericita	تازہ	fericita	ADJ	ADJ;DEF;FEM;SG
تازہ	fericită	تازہ	fericit	ADJ	ADJ;INDF;FEM;SG
تازہ	fericit	تازہ	fericit	ADJ	ADJ;INDF;MASC;SG
تازہ	nou	تازہ	nou	ADJ	ADJ;INDF;MASC;SG
تازہ	noua	تازہ	nou	ADJ	ADJ;DEF;FEM;SG
تازہ	verzi	تازہ	verde	ADJ	ADJ;INDF;PL
تازہ	proaspătă	تازہ	proaspăt	ADJ	ADJ;INDF;FEM;SG
تازہ	fericita	تازہ	fericita	ADJ	ADJ;DEF;FEM;SG
تازہ	fericită	تازہ	fericit	ADJ	ADJ;INDF;FEM;SG
تازہ	fericit	تازہ	fericit	ADJ	ADJ;INDF;MASC;SG
تاسیس	fondator	تاسیس	fondator	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکنا	alege	تاکنا	alege		
تاکنا	uite	تاکنا	uita		
تاکنا	alege	تاکنا	alege		
تاکنا	uite	تاکنا	uita		
تاکید	accent	تاکید	accent	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکید	stres	تاکید	stres	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکید	stress	تاکید	stress	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکیداً	strict	تاکیداً	strict	ADV	ADV
تاکیدی	urgent	تاکیدی	urgent	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	tank	تال	tank	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	rezervor	تال	rezervor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	tanc	تال	tanc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	biliard	تال	biliard	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	pond	تال	pond	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	iaz	تال	iaz	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	tank	تالاب	tank	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	rezervor	تالاب	rezervor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	tanc	تالاب	tanc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	pond	تالاب	pond	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	iaz	تالاب	iaz	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	biliard	تالاب	biliard	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تام	intreg	تام	intreg		
تام	full	تام	full		
تاننا	intinde	تان	intinde	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاننا	întinde	تان	întinde	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاوان	penalty	تاوان	penalty	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاوان	penalty	تاوان	penalty	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	ajutor	تائید	ajutor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	suport	تائید	suport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	sprijin	تائید	sprijin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	ajutor	تائید	ajutor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	advocacy	تائید	advocacy	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	suport	تائید	suport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	sprijin	تائید	sprijin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تبار	race	تبار	race		
تباہ	ruinat	تباہ	ruina	ADJ	ADJ;INDF;MASC;SG
تباہ	ruinată	تباہ	ruina	ADJ	ADJ;INDF;FEM;SG
تباہ	irosite	تباہ	irosit	ADJ	ADJ;INDF;FEM;PL
تباہ	rea	تباہ	rău	ADJ	ADJ;INDF;FEM;SG
