szkła	glas	szkło	glas	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
rozporządzenie	reglering	rozporządzenie	reglering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
rozporządzenie	förordningen	rozporządzenie	förordning	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
rozporządzenie	förordning	rozporządzenie	förordning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
niemożliwe	omöjligt	niemożliwy	omöjlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
niemożliwe	omöjlig	niemożliwy	omöjlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
ręcznie	manuellt	ręcznie	manuell	ADV	ADV
robinson	robinson	robinson	robinson	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
funkcjonariusz	polisman	funkcjonariusz	polisman	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
funkcjonariusz	officer	funkcjonariusz	officer	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
porażka	underlåtenhet	porażka	underlåtenhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
porażka	nederlag	porażka	nederlag	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
uczniowie	studenter	uczeń	student	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
uczniowie	elever	uczeń	elev	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
uczniowie	pupiller	uczeń	pupiller	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
uczniowie	elever	uczeń	elev	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
włączone	inkluderat	włączyć	inkludera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
włączone	inkluderad	włączyć	inkludera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
włączone	aktiverat	włączyć	aktivera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
włączone	aktiverad	włączyć	aktiverad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zlokalizowane	lokaliserad	zlokalizować	lokaliserad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zlokalizowane	belägen	zlokalizować	belägen	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
zlokalizowane	lokaliserat	zlokalizować	lokalisera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zlokalizowane	lokaliserad	zlokalizować	lokaliserad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zlokalizowane	lokaliserat	zlokalizować	lokalisera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zlokalizowane	lokaliserat	zlokalizować	lokalisera	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zlokalizowane	lokaliserad	zlokalizować	lokaliserad	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
poznać	möt	poznać	möt	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
poznać	träffa	poznać	träffa	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
rozpocząć	börja	rozpocząć	börja	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
rozpocząć	påbörja	rozpocząć	påbörja	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
rozpocząć	påbörja	rozpocząć	påbörja	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
konferencja	konferensen	konferencja	konferens	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
konferencja	konferens	konferencja	konferens	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
romans	romans	romans	romans	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
romans	romantik	romans	romantik	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
romans	affär	romans	affär	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
współpracownicy	kompanjoner	współpracownik	kompanjon	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
współpracownicy	kollegor	współpracownik	kollegor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
współpracownicy	kolleger	współpracownik	kolleg	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
współpracownicy	arbetskamrater	współpracownik	arbetskamrat	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
współpracownicy	medarbetare	współpracownik	medarbetare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
stwierdza	sluter	stwierdzać	sluta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
ofiara	uppoffring	ofiara	uppoffring	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ofiara	offer	ofiara	offer	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ofiara	offret	ofiara	offreta	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ofiara	offer	ofiara	offer	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
naturalny	naturlig	naturalny	naturlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
naturalny	naturligt	naturalny	naturlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
złożona	sammansatt	złożyć	sammansatt	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
złożona	sammansatt	złożyć	sammansatt	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
złożona	komplext	złożyć	komplext	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
złożona	komplicerad	złożyć	komplicerad	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
złożona	komplex	złożyć	komplex	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
złożona	komplicerat	złożyć	komplicerad	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
niski	lågt	niski	låg	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
umowa	deal	umowa	deal	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umowa	avtal	umowa	avtal	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
umowa	överenskommelse	umowa	överenskommelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umowa	kontraktet	umowa	kontrakt	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
umowa	kontrakt	umowa	kontrakt	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zwraca	returnerar	zwracać	returnera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
zwraca	återvänder	zwracać	återvänd	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
maksymalny	maximal	maksymalny	maximal	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
rzesza	riket	rzeszać	rike	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
przetrwał	överlevt	przetrwać	överleva	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.CVB;ACT
przetrwał	överlevde	przetrwać	överleva	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
nakład	ansträngning	nakład	ansträngning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nakład	insats	nakład	insats	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nakład	omsättning	nakład	omsättning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nakład	cirkulation	nakład	cirkulation	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nakład	omlopp	nakład	omlopp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
kanclerz	kanslern	kanclerz	kanslern	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
kanclerz	kansler	kanclerz	kansla	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sporadycznie	emellanåt	sporadycznie	emellanåt	ADV	ADV
sporadycznie	ibland	sporadycznie	ibland	ADV	ADV
administracja	administratör	administracja	administratör	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
administracja	förvaltning	administracja	förvaltning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
administracja	administration	administracja	administration	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
oryginalne	ursprungligt	oryginalny	ursprunglig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
oryginalne	originellt	oryginalny	originell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
oryginalne	ursprunglig	oryginalny	ursprunglig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
możliwa	möjligt	możliwy	möjlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
możliwa	möjlig	możliwy	möjlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
turecki	turkisk	turecka	turkisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
turecki	turkiskt	turecka	turkisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
dodatkowa	extra	dodatkowy	extra	ADJ;NOM;FEM;SG	ADJ;NOM
nadzór	övervakning	nadzór	övervakning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nadzór	tillsyn	nadzór	tillsyn	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nadzór	övervakning	nadzór	övervakning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nadzór	bevakning	nadzór	bevakning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
klasyczne	klassisk	klasyczny	klassisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
klasyczne	klassiskt	klasyczny	klassisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
klasyczne	klassisk	klasyczny	klassisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
klasyczne	klassiskt	klasyczny	klassisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
phoenix	fenix	phoenik	fenix	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
uderzenia	effekter	uderzenie	effekt	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
raper	rappare	raper	rappare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
operacje	transaktioner	operacja	transaktion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
operacje	operationer	operacja	operation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
symbole	symboler	symbol	symbol	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
symbole	symbolerna	symbol	symbol	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
ważna	viktig	ważny	viktig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ważna	viktigt	ważny	viktig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ważna	giltigt	ważny	giltig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ważna	giltig	ważny	giltig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
badacz	forskaren	badaczyć	forskare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
szanse	chanser	szansa	chans	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
szanse	odds	szansa	odd	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
niezależny	självständig	niezależny	självständig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
niezależny	oberoende	niezależny	oberoende	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
niezależny	självständigt	niezależny	självständig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
niezależny	fristående	niezależny	fristående	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
niezależny	frilansande	niezależny	frilansande	ADJ;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
podpisano	undertecknade	podpisać	undertecknad	V;PFV;IND;0;PST;FIN;ACT	V;NOM;PL;PST;V.PTCP
starsze	äldre	stary	gammal	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR
żydowska	judiskt	żydowski	judisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
żydowska	judisk	żydowski	judisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
waży	väger	ważyć	väga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
pasy	bälten	pas	bält	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
przedstawiony	presenterad	przedstawić	presentera	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
przedstawiony	presenterat	przedstawić	presentera	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bilans	jämvikt	bilans	jämvik	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bilans	balans	bilans	balans	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bilans	behållning	bilans	behållning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
spadła	föll	spaść	föll	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
spadła	trillade	spaść	trilla	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
spadła	ramlade	spaść	ramla	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
spadła	tappade	spaść	tappa	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
spadła	släppte	spaść	släppa	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;ACT
samiec	manlig	samiec	manlig	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
samiec	hane	samiec	hane	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
panna	jungfru	panna	jungfru	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
panna	jungfrun	panna	jungfru	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
panna	fröken	panna	fröka	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
panna	miss	panna	miss	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
geografia	geografi	geografia	geografi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
naukowcy	forskare	naukowiec	forskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
naukowcy	forskare	naukowiec	forskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
loty	flygresor	lot	flygresa	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
loty	flygningar	lot	flygning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
badacze	utforskare	badacz	utforskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
badacze	forskare	badacz	forskare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
współczesna	modern	współczesny	mor	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
współczesna	samtida	współczesny	samtida	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
budzi	väcker	budzić	väcka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
psy	hundar	pies	hund	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
liczyć	räkna	liczyć	räkna	V;IPFV;NFIN;ACT	V;IMP;FIN;ACT
liczyć	räknar	liczyć	räkna	V;IPFV;NFIN;ACT	V;IND;PRS;FIN;ACT
liczyć	räkna	liczyć	räkna	V;IPFV;NFIN;ACT	V;IMP;FIN;ACT
warstwa	skikt	warstwa	skikt	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
warstwa	stratum	warstwa	stratum	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
komentarze	anmärkningar	komentarz	anmärkning	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
komentarze	kommentarer	komentarz	kommentar	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
komentarze	synpunkter	komentarz	synpunkt	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
naczynia	husgeråd	naczynie	husgeråd	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
naczynia	blodkärl	naczynie	blodkärl	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
naczynia	maträtter	naczynie	maträtt	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
naczynia	rätter	naczynie	rätta	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
naczynia	tallrikar	naczynie	tallrik	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
zastąpić	ersätta	zastąpić	ersätta	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
zastąpić	ersätt	zastąpić	ersätt	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
zastąpić	ersatte	zastąpić	ersätta	V;PFV;NFIN;ACT	V;IND;PST;FIN;ACT
zastąpić	ersätta	zastąpić	ersätta	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
zastąpić	ersätt	zastąpić	ersätt	V;PFV;NFIN;ACT	V;IMP;FIN;ACT
reakcje	reaktioner	reakcja	reaktion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
reakcje	reaktioner	reakcja	reaktion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
oddziela	separerar	oddzielać	separera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
oddziela	skiljer	oddzielać	skilja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
ekipa	laget	ekipa	lag	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ekipa	lag	ekipa	lag	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ekipa	team	ekipa	team	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ekipa	besättning	ekipa	besättning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ekipa	besättningen	ekipa	besättning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ekipa	manskap	ekipa	manskap	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ekipa	crew	ekipa	crew	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zestawienie	sammanfattning	zestawienie	sammanfattning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zestawienie	summering	zestawienie	summering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zestawienie	sammandrag	zestawienie	sammandrag	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
nieprzerwanie	kontinuerligt	nieprzerwanie	kontinuerlig	ADV	ADV
nieprzerwanie	oavbrutet	nieprzerwanie	oavbruten	ADV	ADV
początkowa	ursprungligt	początkowy	ursprunglig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
początkowa	ursprunglig	początkowy	ursprunglig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
początkowa	inledande	początkowy	inledande	ADJ;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
pacific	stillahavsområdet	pacifica	stillahavsområde	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
encyklopedyczna	encyklopedisk	encyklopycyczny	encyklopedisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ośrodki	centra	ośrodek	centrum	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
ośrodki	centra	ośrodek	centrum	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
stwierdzenie	uttalande	stwierdzenie	uttalande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
powszechne	universell	powszechny	universell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
powszechne	universellt	powszechny	universell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
powszechne	utbredd	powszechny	utbredd	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
powszechne	utbrett	powszechny	utbreda	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
fotografie	fotografier	fotografia	fotografi	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
fotografie	bilder	fotografia	bild	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
zależne	beroende	zależny	beroende	ADJ;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
niszczyciele	jagare	niszczyciel	jagare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
męski	manligt	męski	manlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
męski	manligt	męski	manlig	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
narzędzie	verktyget	narzęd	verktyg	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
narzędzie	verktyg	narzęd	verktyg	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
uznawane	erkänd	uznawać	erkänd	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uznawane	erkänt	uznawać	erkända	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uznawane	igenkänd	uznawać	igenkänd	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uznawane	erkänd	uznawać	erkänd	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uznawane	erkänt	uznawać	erkända	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
niebo	himmel	niebo	himmel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
niebo	heaven	niebo	heav	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
niebo	himlen	niebo	himle	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
niebo	himmelriket	niebo	himmelrik	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
niebo	himmelen	niebo	himmel	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
niebo	himmel	niebo	himmel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
niebo	sky	niebo	sky	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
niebo	himlen	niebo	himle	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
niebo	himmel	niebo	himmel	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
węgierska	ungersk	węgierski	ungersk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
tłumaczy	förklarar	tłumaczyć	förklara	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
odkryte	avslöjat	odkryć	avslöja	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
odkryte	upptäckt	odkryć	upptäcka	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
konto	konto	konto	konto	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
konto	kontot	konto	konto	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
solidarność	solidaritet	solidarność	solidaritet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zalecenia	rekommendationer	zalecenie	rekommendation	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
zalecenia	rekommendationer	zalecenie	rekommendation	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
