분류	categoría	분류	categoría	N	N
불교	budistas	불교	budista	N	N
채널	canle	채널	canle	N	N
공화국	república	공화국	república	N	N
경력	carreira	경력	carreira	N	N
항공	aire	항공	aire	N	N
항공	ar	항공	ar	N	N
이전	vella	이전	vella	N	N
이전	vello	이전	vello	N	N
이전	ancián	이전	ancián	N	N
이전	maiores	이전	maior	N	N
전투	batalla	전투	batalla	N	N
전투	combate	전투	combate	N	N
전투	combates	전투	combate	N	N
전투	postos	전투	posto	N	N
전투	batallas	전투	batalla	N	N
전투	combates	전투	combate	N	N
아버지	pai	아버지	pai	N	N
아버지	padre	아버지	padre	N	N
변경	cambio	변경	cambio	N	N
변경	cambios	변경	cambio	N	N
변경	cambio	변경	cambio	N	N
작곡	composicións	작곡	composición	N	N
설치	aparello	설치	aparello	N	N
설치	instalación	설치	instalación	N	N
기록	disco	기록	disco	N	N
기록	historia	기록	historia	N	N
앨범	ubicación	앨범	ubicación	N	N
운영	operacións	운영	operación	N	N
받은	recibín	받+ㄴ	recibir	V	V
받은	recibiron	받+ㄴ	recibir	V	V
받은	recibimos	받+ㄴ	recibir	V	V
받은	recibiu	받+ㄴ	recibir	V	V
선거	elección	선거	elección	N	N
선거	eleccións	선거	elección	N	N
선거	eleccións	선거	elección	N	N
디지털	dixitais	디지털	dixital	N	N
비디오	vídeo	비디오	vídeo	N	N
비디오	video	비디오	video	N	N
비디오	videoxogos	비디오	videoxogos	N	N
비디오	vídeos	비디오	vídeos	N	N
기간	período	기간	período	N	N
기간	periodo	기간	periodo	N	N
기간	tempo	기간	tempo	N	N
기간	adolescencia	기간	adolescencia	N	N
내용	contido	내용	contido	N	N
그를	el	그+를	el	PRO	PRO
그를	lle	그+를	lle	PRO	PRO
정부	goberno	정부	goberno	N	N
일반적으로	normalmente	일반+적+으로	normal	ADV	ADV
일반적으로	normalmente	일반+적+으로	normal	ADV	ADV
일반적으로	normalmente	일반+적+으로	normal	ADV	ADV
전에	antes	전+에	antes	ADV	ADV
보통	taxis	보통	taxis	N	N
보통	normais	보통	normal	N	N
기업	empresa	기업	empresa	N	N
기업	compañía	기업	compañía	N	N
대부분의	maioría	대부분+의	maioría	N	N
대부분의	parte	대부분+의	parte	N	N
지방	rexión	지방	rexión	N	N
지방	graxos	지방	graxo	N	N
지방	graxa	지방	graxar	N	N
지방	gorda	지방	gorda	N	N
지방	gordo	지방	gordo	N	N
지방	gordos	지방	gordo	N	N
교육	ensino	교육	ensino	N	N
교육	ensinanza	교육	ensinanza	N	N
교육	educación	교육	educación	N	N
일반	xeneral	일반	xeneral	N	N
교수	mestre	교수	mestre	N	N
교수	profesor	교수	profesor	N	N
정치	política	정치	política	N	N
정치	políticas	정치	política	N	N
정치	políticas	정치	política	N	N
정치	políticos	정치	político	N	N
정치	política	정치	política	N	N
사용	uso	사용	uso	N	N
고대	antigo	고대	antigo	N	N
고대	antigos	고대	antigo	N	N
국제공항	aeroporto	국제공항	aeroporto	N	N
컴퓨터	ordenador	컴퓨터	ordenador	N	N
컴퓨터	computador	컴퓨터	computador	N	N
컴퓨터	ordenadores	컴퓨터	ordenador	N	N
컴퓨터	ordenadores	컴퓨터	ordenador	N	N
컴퓨터	computadores	컴퓨터	computador	N	N
발매	liberación	발매	liberación	N	N
발매	lanzamento	발매	lanzamento	N	N
발매	liberdade	발매	liberdade	N	N
항목	obxectos	항목	obxecto	N	N
항목	puntos	항목	punto	N	N
항목	artigos	항목	artigo	N	N
항목	das	항목	das	N	N
항목	entrada	항목	entrada	N	N
항목	vigor	항목	vigor	N	N
불구하고	pesar	불구+하+고	pesar	V	V
인구	poboación	인구	poboación	N	N
그녀는	ela	그녀+는	el	PRO	PRO
그녀는	que	그녀+는	que	PRO	PRO
종교	relixión	종교	relixión	N	N
전역	campaña	전역	campaña	N	N
문화	cultura	문화	cultura	N	N
문화	cultivo	문화	cultivo	N	N
문화	culturas	문화	cultura	N	N
전체	total	전체	total	N	N
연구	estudo	연구	estudo	N	N
연구	despacho	연구	despacho	N	N
연구	investigación	연구	investigación	N	N
연구	investigacións	연구	investigación	N	N
용어	termo	용어	termo	N	N
용어	prazo	용어	prazo	N	N
용어	período	용어	período	N	N
용어	termos	용어	ter	N	N
용어	funcionamento	용어	funcionamento	N	N
관리	xestión	관리	xestión	N	N
관리	dirección	관리	dirección	N	N
관리	facelo	관리	facelo	N	N
개발	desenvolvemento	개발	desenvolvemento	N	N
개발	proxecto	개발	proxecto	N	N
개발	vías	개발	vía	N	N
개발	desenvolvemento	개발	desenvolvemento	N	N
개발	desenvolvimento	개발	desenvolvimento	N	N
개발	xestación	개발	xestación	N	N
수상자	gañadores	수상자	gañador	N	N
경제	economía	경제	economía	N	N
데이터	datos	데이터	dato	N	N
데이터	puntos	데이터	punto	N	N
데이터	información	데이터	información	N	N
정치인	políticos	정치인	político	N	N
여성	muller	여성	muller	N	N
여성	mulleres	여성	muller	N	N
나라	país	나라	país	N	N
아직	aínda	아직	aínda	ADV	ADV
육군	exército	육군	exército	N	N
자주	moito	자주	moito	ADV	ADV
자주	acotío	자주	acotío	ADV	ADV
어머니	nai	어머니	nai	N	N
어머니	á	어머니	á	N	N
어머니	mamá	어머니	mamá	N	N
소설	novela	소설	novelar	N	N
편곡	arranxo	편곡	arranxo	N	N
편곡	acordo	편곡	acordo	N	N
완전히	totalmente	완전+히	total	ADV	ADV
완전히	completamente	완전+히	completamente	ADV	ADV
완전히	totalmente	완전+히	total	ADV	ADV
만화	viñeta	만화	viñeta	N	N
모델	modelos	모델	modelo	N	N
모델	modelo	모델	modelo	N	N
대부분	maioría	대부분	maioría	N	N
대부분	parte	대부분	parte	N	N
대부분	maioría	대부분	maioría	N	N
사진	fotos	사진	foto	N	N
사진	fotografías	사진	fotografía	N	N
사진	foto	사진	foto	N	N
사진	fotografía	사진	fotografía	N	N
사진	fotos	사진	foto	N	N
사진	imaxes	사진	imaxe	N	N
사진	fotografías	사진	fotografía	N	N
사진	foto	사진	foto	N	N
사진	imaxe	사진	imaxe	N	N
사진	fotografía	사진	fotografía	N	N
사진	foto	사진	foto	N	N
사업	negocios	사업	negocio	N	N
사업	negocio	사업	negocio	N	N
사업	asunto	사업	asunto	N	N
사업	traballo	사업	traballo	N	N
시스템	sistema	시스템	sistema	N	N
시스템	sistemas	시스템	sistema	N	N
건축물	edificios	건축물	edificio	N	N
뉴스	noticias	뉴스	noticia	N	N
뉴스	noticia	뉴스	noticia	N	N
지하철	metro	지하철	metro	N	N
지하철	pantalóns	지하철	pantalón	N	N
연결	conexións	연결	conexión	N	N
연결	conexión	연결	conexión	N	N
공항	aeroporto	공항	aeroporto	N	N
이야기	historia	이야기	historia	N	N
이야기	relato	이야기	relato	N	N
문제	problemas	문제	problema	N	N
문제	problema	문제	problema	N	N
문제	problema	문제	problema	N	N
문제	tema	문제	tema	N	N
문제	problema	문제	problema	N	N
문제	problemas	문제	problema	N	N
문제	cuestións	문제	cuestión	N	N
문제	temas	문제	tema	N	N
문제	asuntos	문제	asunto	N	N
작가	escritores	작가	escritor	N	N
원소	elementos	원소	elemento	N	N
심판	xuízo	심판	xuízo	N	N
사회	sociedade	사회	sociedade	N	N
상징	símbolo	상징	símbolo	N	N
기술	técnico	기술	técnico	N	N
기술	técnica	기술	técnica	N	N
기술	tecnoloxía	기술	tecnoloxía	N	N
기술	habilidade	기술	habilidade	N	N
서비스	servizos	서비스	servizo	N	N
서비스	servizo	서비스	servizo	N	N
독립	independencia	독립	independencia	N	N
주변	redor	주변	redor	N	N
우리	que	우리	que	PRO	PRO
우리	nos	우리	nos	PRO	PRO
그녀의	ela	그녀+의	el	PRO	PRO
소프트웨어	software	소프트웨어	software	N	N
교황	papa	교황	papa	N	N
그들은	que	그+들+은	que	PRO	PRO
그들은	eles	그+들+은	el	PRO	PRO
말했다	dixo	말하+었+다	dicir	V	V
말했다	dixeron	말하+었+다	dacer	V	V
말했다	dixen	말하+었+다	dixir	V	V
미국인	americanos	미국인	americano	N	N
미국인	americanos	미국인	americano	N	N
미국인	ianquis	미국인	ianqui	N	N
포지션	posición	포지션	posición	N	N
포지션	posicións	포지션	posición	N	N
학년	grao	학년	grao	N	N
항상	sempre	항상	sempre	ADV	ADV
기독교	cristiáns	기독교	cristián	N	N
전기	electricidade	전기	electricidade	N	N
폐지	pulmóns	폐지	pulmón	N	N
성적	grao	성+적	grao	N	N
군사	exército	군사	exército	N	N
아래	na	아래	na	N	N
아래	embaixo	아래	embaixo	N	N
아래	fondo	아래	fondo	N	N
아래	final	아래	final	N	N
가능한	sexa	가능+하+ㄴ	ser	V	V
실제로	realmente	실제로	real	ADV	ADV
운동	movemento	운동	movemento	N	N
운동	movementos	운동	movemento	N	N
운동	movimento	운동	movimento	N	N
운동	xesto	운동	xesto	N	N
운동	exercicio	운동	exercicio	N	N
기본	defecto	기본	defecto	N	N
구조	estruturas	구조	estrutura	N	N
구조	estrutura	구조	estrutura	N	N
구조	rede	구조	rede	N	N
구조	apoio	구조	apoio	N	N
음악가	artistas	음악가	artista	N	N
음악가	músico	음악가	músico	N	N
음악가	músicos	음악가	músico	N	N
음악가	artista	음악가	artista	N	N
음악가	artistas	음악가	artista	N	N
강한	forte	강하+ㄴ	forte	ADJ	ADJ
강한	fortes	강하+ㄴ	forte	ADJ	ADJ
뒤에	detrás	뒤+에	detrás	ADV	ADV
뒤에	atrás	뒤+에	atrás	ADV	ADV
유형	tipo	유형	tipo	N	N
유형	clase	유형	clase	N	N
유형	tipos	유형	tipo	N	N
국내	caseira	국내	caseira	N	N
그런데	pero	그런데	pero	CONJ	CONJ
그런데	mais	그런데	mais	CONJ	CONJ
밴드	banda	밴드	banda	N	N
연방	circuíto	연방	circuíto	N	N
자동차	coche	자동차	coche	N	N
자동차	auto	자동차	auto	N	N
자동차	carro	자동차	carro	N	N
자동차	coches	자동차	coche	N	N
자동차	coche	자동차	coche	N	N
자동차	autos	자동차	auto	N	N
나중에	despois	나중+에	despois	ADV	ADV
나중에	máis	나중+에	máis	ADV	ADV
나중에	logo	나중+에	logo	ADV	ADV
뮤직	música	뮤직	música	N	N
오후	tarde	오후	tarde	N	N
오후	bos	오후	bo	N	N
오후	tardes	오후	tarde	N	N
임대	renda	임대	renda	N	N
연극	teatro	연극	teatro	N	N
연극	recinto	연극	recinto	N	N
연극	teatro	연극	teatro	N	N
지원	apoio	지원	apoio	N	N
회장	presidente	회장	presidente	N	N
회장	vicepresidente	회장	vicepresidente	N	N
회장	presidente	회장	presidente	N	N
과학	ciencia	과학	ciencia	N	N
과학	ciencias	과학	ciencia	N	N
과학	cencia	과학	cencia	N	N
학력	educación	학력	educación	N	N
단체	organizacións	단체	organización	N	N
단체	organización	단체	organización	N	N
단체	sindicato	단체	sindicato	N	N
평균	media	평균	media	N	N
평균	medio	평균	medio	N	N
평균	mediocre	평균	mediocre	N	N
사실	feitos	사실	feito	N	N
사실	probas	사실	proba	N	N
사실	feito	사실	feito	N	N
사실	realidade	사실	realidade	N	N
사실	realidade	사실	realidade	N	N
사실	feito	사실	feito	N	N
중앙	centro	중앙	centro	N	N
중앙	centro	중앙	centro	N	N
중앙	cerne	중앙	cerne	N	N
정치적	políticas	정치+적	política	N	N
정치적	políticos	정치+적	político	N	N
정치적	política	정치+적	política	N	N
대상	obxecto	대상	obxecto	N	N
대상	obxectivo	대상	obxectivo	N	N
시설	instalacións	시설	instalación	N	N
시설	instalacións	시설	instalación	N	N
산업	industrial	산업	industrial	N	N
산업	industria	산업	industria	N	N
황제	emperador	황제	emperador	N	N
지구	terra	지구	terra	N	N
지구	mundo	지구	mundo	N	N
부문	sector	부문	sector	N	N
진행	progreso	진행	progreso	N	N
진행	proceso	진행	proceso	N	N
진행	progresos	진행	progreso	N	N
분쟁	conflito	분쟁	conflito	N	N
회사	empresa	회사	empresa	N	N
회사	compañía	회사	compañía	N	N
회사	empresas	회사	empresa	N	N
회사	compañías	회사	compañía	N	N
미디어	prensa	미디어	prensa	N	N
미디어	medios	미디어	medio	N	N
미디어	comunicación	미디어	comunicación	N	N
제목	suxeito	제목	suxeito	N	N
제목	tema	제목	tema	N	N
제목	materia	제목	materia	N	N
제목	título	제목	título	N	N
코미디	comedia	코미디	comedia	N	N
부인	señora	부인	señor	N	N
우주	universo	우주	universo	N	N
우주	espazo	우주	espazo	N	N
우주	espacio	우주	espacio	N	N
아주	moi	아주	moi	ADV	ADV
사망	morte	사망	morte	N	N
사망	mortos	사망	morto	N	N
사망	morto	사망	morto	N	N
사망	morta	사망	morto	N	N
이용	uso	이용	uso	N	N
후보	candidatos	후보	candidato	N	N
상당히	bastante	상당+히	bastante	ADV	ADV
상당히	moi	상당+히	moi	ADV	ADV
상당히	ben	상당+히	ben	ADV	ADV
농구	baloncesto	농구	baloncesto	N	N
종류	tipo	종류	tipo	N	N
종류	clase	종류	clase	N	N
종류	tipo	종류	tipo	N	N
종류	clase	종류	clase	N	N
종료	fin	종료	fin	N	N
종료	listo	종료	listo	N	N
종료	fin	종료	fin	N	N
종료	final	종료	final	N	N
종료	saída	종료	saída	N	N
여전히	aínda	여전+히	aínda	ADV	ADV
차량	coches	차량	coche	N	N
차량	coche	차량	coche	N	N
차량	autos	차량	auto	N	N
차량	coche	차량	coche	N	N
차량	auto	차량	auto	N	N
차량	carro	차량	carro	N	N
차량	vehículo	차량	vehículo	N	N
그냥	só	그냥	só	ADV	ADV
부분	parte	부분	parte	N	N
부분	partes	부분	parte	N	N
계정	relato	계정	relato	N	N
계정	contas	계정	conta	N	N
계정	conta	계정	conta	N	N
계정	contas	계정	conta	N	N
동물	animais	동물	animal	N	N
동물	animais	동물	animal	N	N
동물	animal	동물	animal	N	N
출처	orixe	출처	orixe	N	N
출처	fonte	출처	fonte	N	N
출처	orixe	출처	orixe	N	N
출처	fontes	출처	fonte	N	N
거리	distancia	거리	distancia	N	N
거리	distancias	거리	distancia	N	N
거리	rúa	거리	rúa	N	N
거리	rúas	거리	rúa	N	N
거리	polas	거리	pola	N	N
거리	rúa	거리	rúa	N	N
젊은	nova	젊+ㄴ	novo	ADJ	ADJ
젊은	novo	젊+ㄴ	novo	ADJ	ADJ
충분히	abondo	충분+히	abondo	ADV	ADV
장관	ministro	장관	ministro	N	N
장관	ministra	장관	ministrar	N	N
장관	pastor	장관	pastor	N	N
단지	só	단지	só	ADV	ADV
국회	parlamento	국회	parlamento	N	N
상태	posición	상태	posición	N	N
상태	statu	상태	statu	N	N
상태	status	상태	status	N	N
상태	estado	상태	estado	N	N
공연	espectáculo	공연	espectáculo	N	N
득점	exames	득점	exame	N	N
사랑	amor	사랑	amor	N	N
정책	política	정책	política	N	N
정책	póliza	정책	póliza	N	N
정책	políticas	정책	política	N	N
친구	amigos	친구	amigo	N	N
친구	amigo	친구	amigo	N	N
친구	amiga	친구	amigar	N	N
버전	versión	버전	versión	N	N
다섯	5	다섯	5	NUM	NUM
공간	espacios	공간	espacio	N	N
공간	espazos	공간	espazo	N	N
공간	espazo	공간	espazo	N	N
공간	espacio	공간	espacio	N	N
빠른	rápido	빠르+ㄴ	rápido	ADJ	ADJ
빠른	rápida	빠르+ㄴ	rápido	ADJ	ADJ
문자	texto	문자	texto	N	N
문자	mensaxe	문자	mensaxe	N	N
문자	mensaxes	문자	mensaxe	N	N
문자	guión	문자	guión	N	N
문자	carácter	문자	carácter	N	N
문자	idiogramas	문자	idiograma	N	N
문자	personaxes	문자	personaxe	N	N
문학	literatura	문학	literatura	N	N
문학	poesía	문학	poesía	N	N
여기에	aquí	여기+에	aquí	ADV	ADV
에너지	enerxía	에너지	enerxía	N	N
에너지	consumo	에너지	consumo	N	N
사회주의	socialismo	사회주의	socialismo	N	N
어린이	nenos	어린이	neno	N	N
어린이	fillos	어린이	fillo	N	N
어린이	rapaces	어린이	rapaz	N	N
어린이	mozos	어린이	mozo	N	N
어린이	nenos	어린이	neno	N	N
어린이	fillos	어린이	fillo	N	N
어린이	nenas	어린이	neno	N	N
문장	frases	문장	frase	N	N
문장	oración	문장	oración	N	N
문장	frase	문장	frase	N	N
문장	sentenza	문장	sentenza	N	N
문장	sentencia	문장	sentencia	N	N
문장	punto	문장	punto	N	N
기사	artigos	기사	artigo	N	N
기사	artigo	기사	artigo	N	N
짧은	curto	짧+ㄴ	curto	ADJ	ADJ
짧은	curta	짧+ㄴ	curto	ADJ	ADJ
짧은	pequecho	짧+ㄴ	pequecho	ADJ	ADJ
지도자	líder	지도자	líder	N	N
지도자	líderes	지도자	líder	N	N
장소	lugar	장소	lugar	N	N
장소	casa	장소	casa	N	N
장소	sitio	장소	sitio	N	N
장소	lugares	장소	lugar	N	N
장소	sitios	장소	sitio	N	N
훨씬	moito	훨씬	moito	ADV	ADV
훨씬	máis	훨씬	máis	ADV	ADV
훨씬	tanto	훨씬	tanto	ADV	ADV
마을	cidade	마을	cidade	N	N
마을	pobo	마을	pobo	N	N
마을	vila	마을	vila	N	N
마을	aldea	마을	aldea	N	N
마을	aldeas	마을	aldea	N	N
마을	pobos	마을	pobo	N	N
마을	aldea	마을	aldea	N	N
마을	pobo	마을	pobo	N	N
마을	vila	마을	vila	N	N
제품	produto	제품	produto	N	N
제품	produtos	제품	produto	N	N
제품	orixe	제품	orixe	N	N
작전	operacións	작전	operación	N	N
작전	operación	작전	operación	N	N
수영	baño	수영	baño	N	N
수영	piscina	수영	piscina	N	N
수영	á	수영	á	N	N
의견	opinión	의견	opinión	N	N
의견	opinións	의견	opinión	N	N
의견	resposta	의견	resposta	N	N
의견	opinión	의견	opinión	N	N
의견	na	의견	na	N	N
북부	norte	북부	norte	N	N
북부	norte	북부	norte	N	N
보호	protexelos	보호	protexelo	N	N
보호	protección	보호	protección	N	N
연합	unión	연합	unión	N	N
연합	sindicato	연합	sindicato	N	N
연합	sindicalista	연합	sindicalista	N	N
연합	sindical	연합	sindical	N	N
획득	adquisición	획득	adquisición	N	N
비록	aínda	비록	aínda	ADV	ADV
요리	cociña	요리	cociñar	N	N
요리	comida	요리	comida	N	N
인간	seres	인간	ser	N	N
인간	humáns	인간	humán	N	N
반대	contrario	반대	contrario	N	N
조직	organización	조직	organización	N	N
조직	sindicato	조직	sindicato	N	N
조직	tecido	조직	tecido	N	N
혁명	revolucionario	혁명	revolucionario	N	N
혁명	revolución	혁명	revolución	N	N
혁명	revolucións	혁명	revolución	N	N
아름다운	fermoso	아름답+ㄴ	fermoso	ADJ	ADJ
아름다운	fermosa	아름답+ㄴ	fermosa	ADJ	ADJ
아름다운	precioso	아름답+ㄴ	precioso	ADJ	ADJ
아름다운	fermosas	아름답+ㄴ	fermosa	ADJ	ADJ
건물	edificio	건물	edificio	N	N
건물	construción	건물	construción	N	N
건물	edificios	건물	edificio	N	N
박물관	museo	박물관	museo	N	N
민족	xente	민족	xente	N	N
민족	fronte	민족	fronte	N	N
음성	voz	음성	voz	N	N
음성	charla	음성	charlar	N	N
음성	discurso	음성	discurso	N	N
음성	expresión	음성	expresión	N	N
기획	planificación	기획	planificación	N	N
경찰	policía	경찰	policía	N	N
경찰	policía	경찰	policía	N	N
픽처스	fotos	픽처스	foto	N	N
픽처스	imaxes	픽처스	imaxe	N	N
픽처스	fotografías	픽처스	fotografía	N	N
명단	lista	명단	lista	N	N
명단	listaxe	명단	listaxe	N	N
주식회사	corporación	주식회사	corporación	N	N
공격	ataques	공격	ataque	N	N
공격	ataque	공격	ataque	N	N
공격	asalto	공격	asalto	N	N
동부	leste	동부	leste	N	N
동부	oriente	동부	oriente	N	N
전문	profesionais	전문	profesional	N	N
환경	entorno	환경	entornar	N	N
환경	ambiente	환경	ambiente	N	N
환경	medio	환경	medio	N	N
환경	entornos	환경	entorno	N	N
환경	ambientes	환경	ambiente	N	N
넓은	amplo	넓+ㄴ	amplo	ADJ	ADJ
왕국	reino	왕국	reino	N	N
왕국	ceos	왕국	ceos	N	N
기능	características	기능	característica	N	N
기능	característica	기능	característica	N	N
