com	med	com	med	ADP	ADP
lista	liste	lista	liste	N;FEM;SG	N;INDF;FEM;SG
lista	list	lista	list	N;FEM;SG	N;INDF;FEM;SG
lista	listen	lista	list	N;FEM;SG	N;DEF;MASC;SG
maio	mai	maio	mai	N;MASC;SG	N;INDF;MASC;SG
maio	may	maio	may	N;MASC;SG	N;INDF;MASC;SG
março	marsjer	março	marsje	N;MASC;SG	N;INDF;MASC;SG
março	march	março	march	N;MASC;SG	N
março	marsj	março	marsj	N;MASC;SG	N;INDF;MASC;SG
março	mars	março	mars	N;MASC;SG	N;INDF;MASC;SG
norte	norte	norte	norte	N;MASC;SG	N;INDF;NEUT;SG
norte	northern	norte	northern	N;MASC;SG	N;INDF;NEUT;SG
família	familien	família	familie	N;FEM;SG	N;DEF;MASC;SG
família	familie	família	familie	N;FEM;SG	N;INDF;MASC;SG
família	slekt	família	slekkje	N;FEM;SG	N;INDF;FEM;SG
abril	april	abril	april	N;MASC;SG	N;INDF;MASC;SG
sul	southern	sul	southern	N;MASC;SG	N;INDF;NEUT;SG
sul	syd	sul	syd	N;MASC;SG	N;INDF;MASC;SG
sul	syden	sul	syde	N;MASC;SG	N;DEF;MASC;SG
grupo	gruppe	grupo	gruppe	N;MASC;SG	N;INDF;FEM;SG
grupo	gruppen	grupo	grupp	N;MASC;SG	N;DEF;MASC;SG
setembro	september	setembro	september	N;MASC;SG	N;INDF;MASC;SG
paulo	paulo	paulo	paulo	N;MASC;SG	N;INDF;MASC;SG
paulo	paulus	paulo	paulus	N;MASC;SG	N;MASC
paulo	paul	paulo	paul	N;MASC;SG	N;MASC
ver	skjønner	ver	skjønne	V;NFIN	V;IND;PRS;FIN
ver	sjå	ver	sjå	V;NFIN	V;IMP;FIN
outubro	oktober	outubro	oktober	N;MASC;SG	N;INDF;MASC;SG
outubro	october	outubro	october	N;MASC;SG	N
maior	større	grande	stor	ADJ;MASC;SG	ADJ;CMPR
maior	større	grande	stor	ADJ;MASC;SG	ADJ;CMPR
maior	største	grande	stor	ADJ;MASC;SG	ADJ;DEF;RL
maior	størst	grande	stor	ADJ;MASC;SG	ADJ;INDF;RL
maior	største	grande	stor	ADJ;MASC;SG	ADJ;DEF;RL
maior	størst	grande	stor	ADJ;MASC;SG	ADJ;INDF;RL
maior	større	grande	stor	ADJ;MASC;SG	ADJ;CMPR
nova	ny	novo	ny	ADJ;FEM;SG	ADJ;INDF;SG
nova	nytt	novo	ny	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
álbum	album	álbum	album	N;MASC;SG	N;INDF;NEUT;SG
álbum	albumet	álbum	album	N;MASC;SG	N;DEF;NEUT;SG
junho	juni	junho	juni	N;MASC;SG	N;INDF;MASC;SG
junho	june	junho	june	N;MASC;SG	N;INDF;MASC;SG
contra	mot	contra	mot	ADP	ADP
tempo	weather	tempo	weather	N;MASC;SG	N
tempo	været	tempo	vær	N;MASC;SG	N;DEF;NEUT;SG
tempo	vær	tempo	vær	N;MASC;SG	N;INDF;MASC;SG
tempo	tid	tempo	tid	N;MASC;SG	N;INDF;FEM;SG
tempo	klokkeslett	tempo	klokkeslett	N;MASC;SG	N;INDF;FEM;SG
tempo	gang	tempo	gang	N;MASC;SG	N;INDF;MASC;SG
dezembro	desember	dezembro	desember	N;MASC;SG	N;INDF;MASC;SG
dezembro	dec	dezembro	dec	N;MASC;SG	N
fevereiro	februar	fevereiro	februar	N;MASC;SG	N;INDF;MASC;SG
fevereiro	feb	fevereiro	feb	N;MASC;SG	N
forma	formen	forma	form	N;FEM;SG	N;DEF;MASC;SG
forma	shape	forma	shape	N;FEM;SG	N
forma	form	forma	form	N;FEM;SG	N;INDF;FEM;SG
forma	fasong	forma	fasong	N;FEM;SG	N;INDF;MASC;SG
forma	skjemaet	forma	skjema	N;FEM;SG	N;DEF;NEUT;SG
forma	skjema	forma	skjeme	N;FEM;SG	N;INDF;NEUT;SG
novembro	november	novembro	november	N;MASC;SG	N;INDF;MASC;SG
assim	dermed	assim	dermed	ADV	ADV
então	deretter	então	deretter	ADV	ADV
então	så	então	så	ADV	ADV
então	da	então	da	ADV	ADV
três	tre	três	tre	NUM	NUM;PL
série	serie	série	serie	N;FEM;SG	N;INDF;MASC;SG
série	rekke	série	rekke	N;FEM;SG	N;INDF;FEM;SG
série	seriemorder	série	seriemord	N;FEM;SG	N;INDF;NEUT;SG
final	finalen	final	finale	N;MASC;SG	N;DEF;MASC;SG
final	avslutt	final	avslutt	N;MASC;SG	N;INDF;MASC;SG
final	ende	final	ende	N;MASC;SG	N;INDF;MASC;SG
final	slutt	final	slutt	N;MASC;SG	N;INDF;MASC;SG
final	finale	final	finale	N;MASC;SG	N;INDF;MASC;SG
final	final	final	final	N;MASC;SG	N;INDF;MASC;SG
história	hendelse	história	hendelse	N;FEM;SG	N;INDF;MASC;SG
história	story	história	story	N;FEM;SG	N;INDF;MASC;SG
história	historie	história	historie	N;FEM;SG	N;INDF;FEM;SG
história	historikk	história	historikk	N;FEM;SG	N;INDF;MASC;SG
história	history	história	history	N;FEM;SG	N;INDF;NEUT;SG
história	historie	história	historie	N;FEM;SG	N;INDF;FEM;SG
filme	movie	filme	movie	N;MASC;SG	N;INDF
filme	film	filme	film	N;MASC;SG	N;INDF;MASC;SG
filme	film	filme	film	N;MASC;SG	N;INDF;MASC;SG
duas	to	dois	to	NUM	NUM;PL
guerra	krigen	guerra	krig	N;FEM;SG	N;DEF;MASC;SG
guerra	krig	guerra	krig	N;FEM;SG	N;INDF;MASC;SG
população	befolkningen	população	befolkning	N;FEM;SG	N;DEF;MASC;SG
população	befolkning	população	befolkning	N;FEM;SG	N;INDF;FEM;SG
estados	stater	estado	stat	N;MASC;PL	N;INDF;MASC;PL
estados	delstater	estado	delstater	N;MASC;PL	N;INDF;MASC;PL
bem	vel	bem	vel	ADV	ADV
mundo	verdens	mundo	verd	N;MASC;SG	N;GEN;DEF;MASC;SG
mundo	world	mundo	world	N;MASC;SG	N
banda	band	banda	band	N;FEM;SG	N;INDF;NEUT;SG
km²	km²	km²	km²	N;MASC;SG	N;INDF;MASC;SG
gols	målene	gol	mål	N;MASC;PL	N;DEF;FEM;PL
nacional	nasjonal	nacional	nasjonal	ADJ;MASC;SG	ADJ;INDF;SG
nacional	nasjonalt	nacional	nasjonal	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
sido	vore	ser	vere	V;MASC;SG;V.PTCP	V;V.PTCP
jogos	kamper	jogo	kamp	N;MASC;PL	N;INDF;FEM;PL
brasileiro	brasiliansk	brasileiro	brasiliansk	N;MASC;SG	N;INDF;MASC;SG
center	sentrum	center	sentrum	N;MASC;SG	N;INDF;NEUT;SG
center	center	center	cente	N;MASC;SG	N;INDF;NEUT;SG
center	senter	center	senter	N;MASC;SG	N;INDF;NEUT;SG
vida	liv	vida	liv	N;FEM;SG	N;INDF;NEUT;SG
vida	livet	vida	liv	N;FEM;SG	N;DEF;NEUT;SG
vida	life	vida	life	N;FEM;SG	N;INDF;MASC;SG
vida	vida	vida	vid	N;FEM;SG	N;INDF;MASC;SG
país	fedreland	país	fedreland	N;MASC;SG	N;INDF;NEUT;SG
país	landet	país	land	N;MASC;SG	N;DEF;NEUT;SG
país	land	país	land	N;MASC;SG	N;INDF;NEUT;SG
país	country	país	country	N;MASC;SG	N;INDF
música	music	música	music	N;FEM;SG	N;INDF;MASC;SG
música	musikk	música	musikk	N;FEM;SG	N;INDF;MASC;SG
página	sida	página	side	N;FEM;SG	N;DEF;FEM;SG
página	side	página	side	N;FEM;SG	N;INDF;FEM;SG
página	page	página	page	N;FEM;SG	N;INDF;MASC;SG
dias	dager	dia	dag	N;MASC;PL	N;INDF;FEM;PL
dias	dagene	dia	dag	N;MASC;PL	N;DEF;FEM;PL
campeonato	mesterskap	campeonato	mesterskap	N;MASC;SG	N;INDF;NEUT;SG
campeonato	championship	campeonato	championship	N;MASC;SG	N;INDF;MASC;SG
josé	jose	josé	jose	N;MASC;SG	N;INDF;MASC;SG
josé	josé	josé	josé	N;MASC;SG	N;INDF;MASC;SG
josé	joseph	josé	joseph	N;MASC;SG	N;INDF;NEUT;SG
josé	josef	josé	josef	N;MASC;SG	N;INDF;MASC;SG
josé	josé	josé	josé	N;MASC;SG	N;INDF;MASC;SG
município	kommune	município	kommune	N;MASC;SG	N;INDF;MASC;SG
futebol	fotball	futebol	fotball	N;MASC;SG	N;INDF;MASC;SG
espécie	art	espécie	art	N;FEM;SG	N;INDF;MASC;SG
portugal	portugal	portugal	portugal	N;MASC;SG	N;INDF;MASC;SG
joão	john	joão	john	N;MASC;SG	N;INDF;MASC;SG
joão	joão	joão	joão	N;MASC;SG	N;INDF;MASC;SG
tinha	hatt	ter	ha	V;IND;SG;3;IPFV;FIN	V;V.PTCP
clube	club	clube	club	N;MASC;SG	N;INDF;MASC;SG
clube	klubb	clube	klubb	N;MASC;SG	N;INDF;MASC;SG
clube	clube	clube	clube	N;MASC;SG	N
novo	ny	novo	ny	ADJ;MASC;SG	ADJ;INDF;SG
novo	nytt	novo	ny	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
teve	hadde	ter	ha	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
teve	hatt	ter	ha	V;IND;SG;3;PST;FIN	V;V.PTCP
pessoas	personer	pessoa	person	N;FEM;PL	N;INDF;FEM;PL
pessoas	personar	pessoa	person	N;FEM;PL	N;INDF;MASC;PL
pessoas	folk	pessoa	folk	N;FEM;PL	N;INDF;NEUT;PL
presidente	president	presidente	president	N;MASC;SG	N;INDF;MASC;SG
presidente	presidenten	presidente	president	N;MASC;SG	N;DEF;MASC;SG
presidente	formann	presidente	formann	N;MASC;SG	N;INDF;MASC;SG
presidente	styreleder	presidente	styrelede	N;MASC;SG	N;INDF;MASC;SG
presidente	presidente	presidente	president	N;MASC;SG	N;INDF;MASC;SG
caso	case	caso	case	N;MASC;SG	N
caso	sak	caso	sak	N;MASC;SG	N;INDF;FEM;SG
caso	kasus	caso	kasus	N;MASC;SG	N;INDF;NEUT;SG
caso	saken	caso	sak	N;MASC;SG	N;DEF;MASC;SG
jogo	spill	jogo	spill	N;MASC;SG	N;INDF;NEUT;SG
jogo	kampstart	jogo	kampstart	N;MASC;SG	N;INDF;MASC;SG
jogo	game	jogo	game	N;MASC;SG	N
sistema	systemet	sistema	system	N;MASC;SG	N;DEF;NEUT;SG
sistema	system	sistema	system	N;MASC;SG	N;INDF;NEUT;SG
americano	americano	americano	americano	N;MASC;SG	N;INDF;MASC;SG
americano	american	americano	american	N;MASC;SG	N
período	punktum	período	punktum	N;MASC;SG	N;INDF;NEUT;SG
período	perioden	período	periode	N;MASC;SG	N;DEF;MASC;SG
período	periode	período	periode	N;MASC;SG	N;INDF;MASC;SG
século	århundre	século	århundre	N;MASC;SG	N;INDF;NEUT;SG
título	tittel	título	tittel	N;MASC;SG	N;INDF;MASC;SG
casa	house	casa	house	N;FEM;SG	N;INDF;MASC;SG
casa	huset	casa	hus	N;FEM;SG	N;DEF;NEUT;SG
casa	hus	casa	hus	N;FEM;SG	N;INDF;NEUT;SG
casa	hjem	casa	hjem	N;FEM;SG	N;INDF;NEUT;SG
casa	hjemmet	casa	hjem	N;FEM;SG	N;DEF;NEUT;SG
casa	home	casa	home	N;FEM;SG	N;INDF;NEUT;SG
lugar	spisested	lugar	spisested	N;MASC;SG	N;INDF;MASC;SG
lugar	place	lugar	place	N;MASC;SG	N
oficial	offisielt	oficial	offisiell	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
oficial	offisiell	oficial	offisiell	ADJ;MASC;SG	ADJ;INDF;SG
vezes	tidspunkter	vez	tidspunkt	N;MASC;PL	N;INDF;FEM;PL
vezes	tider	vez	tid	N;MASC;PL	N;INDF;FEM;PL
vezes	tidene	vez	tid	N;MASC;PL	N;DEF;FEM;PL
vezes	ganger	vez	gange	N;MASC;PL	N;INDF;MASC;PL
filho	sønn	filho	sønn	N;MASC;SG	N;INDF;MASC;SG
filho	son	filho	son	N;MASC;SG	N;INDF;MASC;SG
governo	regjering	governo	regjering	N;MASC;SG	N;INDF;FEM;SG
artigos	artikler	artigo	artikke	N;MASC;PL	N;INDF;FEM;PL
artigos	varer	artigo	vare	N;MASC;PL	N;INDF;FEM;PL
artigos	elementer	artigo	elementer	N;MASC;PL	N;INDF;NEUT;PL
artigos	gjenstander	artigo	gjenstand	N;MASC;PL	N;INDF;MASC;PL
distrito	distriktet	distrito	distrikt	N;MASC;SG	N;DEF;NEUT;SG
distrito	distrikt	distrito	distrikt	N;MASC;SG	N;INDF;NEUT;SG
local	local	local	local	N;MASC;SG	N
local	spisested	local	spisested	N;MASC;SG	N;INDF;MASC;SG
local	place	local	place	N;MASC;SG	N
trabalho	jobben	trabalho	jobb	N;MASC;SG	N;DEF;MASC;SG
trabalho	job	trabalho	job	N;MASC;SG	N;INDF;SG
trabalho	jobb	trabalho	jobb	N;MASC;SG	N;INDF;MASC;SG
trabalho	arbeid	trabalho	arbeid	N;MASC;SG	N;INDF;NEUT;SG
trabalho	jobb	trabalho	jobb	N;MASC;SG	N;INDF;MASC;SG
fez	gjorde	fazer	gjere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
acordo	enighet	acordo	enighet	N;MASC;SG	N;INDF;FEM;SG
acordo	avtale	acordo	avtale	N;MASC;SG	N;INDF;MASC;SG
número	tall	número	tall	N;MASC;SG	N;INDF;NEUT;SG
número	nummer	número	nummer	N;MASC;SG	N;INDF;NEUT;SG
número	number	número	number	N;MASC;SG	N
número	antall	número	antall	N;MASC;SG	N;INDF;NEUT;SG
maria	marie	maria	marie	N;FEM;SG	N;INDF;FEM;SG
maria	mary	maria	mary	N;FEM;SG	N;INDF;FEM;SG
maria	maria	maria	maria	N;FEM;SG	N;INDF;FEM;SG
estão	er	estar	vere	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
terra	jorden	terra	jord	N;FEM;SG	N;DEF;MASC;SG
terra	jorda	terra	jord	N;FEM;SG	N;DEF;FEM;SG
terra	jord	terra	jord	N;FEM;SG	N;INDF;FEM;SG
terra	earth	terra	earth	N;FEM;SG	N
terra	land	terra	land	N;FEM;SG	N;INDF;NEUT;SG
terra	terra	terra	terre	N;FEM;SG	N;INDF;MASC;SG
gênero	sjanger	gênero	sjanger	N;MASC;SG	N;INDF;MASC;SG
gênero	kjønn	gênero	kjønn	N;MASC;SG	N;INDF;NEUT;SG
igreja	igreja	igreja	igreje	N;FEM;SG	N;INDF;MASC;SG
igreja	kirka	igreja	kirk	N;FEM;SG	N;INDF;FEM;SG
igreja	kirken	igreja	kirk	N;FEM;SG	N;DEF;MASC;SG
igreja	kirke	igreja	kirke	N;FEM;SG	N;INDF;MASC;SG
universidade	university	universidade	university	N;FEM;SG	N;INDF;NEUT;SG
universidade	universitet	universidade	universitet	N;FEM;SG	N;INDF;NEUT;SG
universidade	universitetet	universidade	universitet	N;FEM;SG	N;DEF;NEUT;SG
universidade	college	universidade	colleg	N;FEM;SG	N;INDF;NEUT;SG
universidade	høgskole	universidade	høgskole	N;FEM;SG	N;INDF;MASC;SG
universidade	høyskole	universidade	høyskole	N;FEM;SG	N;INDF;MASC;SG
podem	kan	poder	kunne	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
centro	centro	centro	centro	N;MASC;SG	N
centro	sentrum	centro	sentrum	N;MASC;SG	N;INDF;NEUT;SG
centro	center	centro	cente	N;MASC;SG	N;INDF;NEUT;SG
centro	senter	centro	senter	N;MASC;SG	N;INDF;NEUT;SG
centro	senter	centro	senter	N;MASC;SG	N;INDF;NEUT;SG
centro	centre	centro	cente	N;MASC;SG	N;INDF;MASC;SG
início	start	início	start	N;MASC;SG	N;INDF;MASC;SG
início	begynn	início	begynn	N;MASC;SG	N;INDF;MASC;SG
início	begynnelsen	início	begynnels	N;MASC;SG	N;DEF;MASC;SG
início	begynnelse	início	begynnelse	N;MASC;SG	N;INDF;MASC;SG
tipo	kind	tipo	kind	N;MASC;SG	N;INDF;MASC;SG
tipo	typen	tipo	type	N;MASC;SG	N;DEF;MASC;SG
tipo	type	tipo	type	N;MASC;SG	N;INDF;MASC;SG
santa	helgen	santo	helg	N;FEM;SG	N;INDF;MASC;SG
santa	saint	santo	sain	N;FEM;SG	N;INDF;NEUT;SG
santa	julenissen	santo	juleniss	N;FEM;SG	N;DEF;MASC;SG
santa	nissen	santo	niss	N;FEM;SG	N;DEF;MASC;SG
santa	santa	santo	sante	N;FEM;SG	N;DEF;FEM;SG
santa	nisse	santo	nisse	N;FEM;SG	N;INDF;MASC;SG
conhecido	kjent	conhecido	kjent	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
conhecido	bekjent	conhecido	bekjent	ADJ;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
canção	sang	canção	sang	N;FEM;SG	N;INDF;MASC;SG
canção	låt	canção	låt	N;FEM;SG	N;INDF;MASC;SG
canção	sangen	canção	sang	N;FEM;SG	N;DEF;MASC;SG
canção	song	canção	song	N;FEM;SG	N;INDF;MASC;SG
edição	edition	edição	edition	N;FEM;SG	N;INDF;MASC;SG
edição	utgaven	edição	utgav	N;FEM;SG	N;DEF;MASC;SG
edição	utgave	edição	utgave	N;FEM;SG	N;INDF;MASC;SG
edição	redigering	edição	redigering	N;FEM;SG	N;INDF;FEM;SG
edição	publisering	edição	publisering	N;FEM;SG	N;INDF;FEM;SG
mundial	globalt	mundial	global	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
lançado	lanserte	lançar	lansere	V;MASC;SG;V.PTCP	V;IND;PST;FIN
rei	konge	rei	konge	N;MASC;SG	N;INDF;MASC;SG
rei	dobbelseng	rei	dobbelseng	N;MASC;SG	N;INDF;NEUT;SG
rei	rei	rei	rei	N;MASC;SG	N;INDF;MASC;SG
quatro	fire	quatro	fire	NUM	NUM;PL
época	sesong	época	sesong	N;FEM;SG	N;INDF;MASC;SG
época	sesongen	época	sesong	N;FEM;SG	N;DEF;MASC;SG
época	årstid	época	årstid	N;FEM;SG	N;INDF;FEM;SG
exemplo	eksempel	exemplo	eksempel	N;MASC;SG	N;INDF;NEUT;SG
morte	døden	morte	død	N;FEM;SG	N;DEF;MASC;SG
morte	død	morte	død	N;FEM;SG	N;INDF;MASC;SG
morte	death	morte	death	N;FEM;SG	N
morte	dødsstraff	morte	dødsstraff	N;FEM;SG	N;INDF;FEM;SG
sob	under	sob	under	ADP	ADP
brasileira	brasiliansk	brasileira	brasiliansk	N;FEM;SG	N;INDF;MASC;SG
produção	produksjonen	produção	produksjon	N;FEM;SG	N;DEF;MASC;SG
produção	produksjon	produção	produksjon	N;FEM;SG	N;INDF;MASC;SG
temporada	sesong	temporada	sesong	N;FEM;SG	N;INDF;MASC;SG
temporada	sesongen	temporada	sesong	N;FEM;SG	N;DEF;MASC;SG
temporada	årstid	temporada	årstid	N;FEM;SG	N;INDF;FEM;SG
wikipédia	wikipedia	wikipédia	wikipedia	N;FEM;SG	N;DEF;NEUT;SG
time	tid	time	tid	N;MASC;SG	N;INDF;FEM;SG
time	klokkeslett	time	klokkeslett	N;MASC;SG	N;INDF;FEM;SG
time	gang	time	gang	N;MASC;SG	N;INDF;MASC;SG
time	lag	time	lag	N;MASC;SG	N;INDF;NEUT;SG
time	laget	time	lag	N;MASC;SG	N;DEF;NEUT;SG
time	team	time	team	N;MASC;SG	N;INDF;NEUT;SG
geral	general	geral	general	N;MASC;SG	N;INDF;MASC;SG
aqui	her	aqui	her	ADV	ADV
style	stil	style	stil	N;MASC;SG	N;INDF;MASC;SG
versão	versjonen	versão	versjon	N;FEM;SG	N;DEF;MASC;SG
versão	versjon	versão	versjon	N;FEM;SG	N;INDF;MASC;SG
fim	avslutt	fim	avslutt	N;MASC;SG	N;INDF;MASC;SG
fim	ende	fim	ende	N;MASC;SG	N;INDF;MASC;SG
fim	slutt	fim	slutt	N;MASC;SG	N;INDF;MASC;SG
carlos	charles	carlo	charlas	N;MASC;SG	N;INDF;MASC;SG
carlos	karl	carlo	karl	N;MASC;SG	N;MASC
carlos	carl	carlo	carl	N;MASC;SG	N;INDF;MASC;SG
carlos	carlos	carlo	carlos	N;MASC;SG	N;INDF;MASC;SG
programa	program	programa	program	N;MASC;SG	N;INDF;NEUT;SG
porto	porto	porto	porto	N;MASC;SG	N;INDF;NEUT;SG
porto	port	porto	port	N;MASC;SG	N;INDF;FEM;SG
porto	havn	porto	havn	N;MASC;SG	N;INDF;MASC;SG
fontes	kilder	fonte	kilder	N;FEM;PL	N;INDF;MASC;PL
fontes	skrifter	fonte	skrift	N;FEM;PL	N;INDF;FEM;PL
deve	bør	dever	burde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
deve	må	dever	måtte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
sempre	alltid	sempre	alltid	ADV	ADV
site	nettsted	site	nettsted	N;MASC;SG	N;INDF;NEUT;SG
site	nettside	site	nettside	N;MASC;SG	N;INDF;FEM;SG
site	nettstedet	site	nettsted	N;MASC;SG	N;DEF;NEUT;SG
site	nettsted	site	nettsted	N;MASC;SG	N;INDF;NEUT;SG
site	nettstedet	site	nettsted	N;MASC;SG	N;DEF;NEUT;SG
site	site	site	sitje	N;MASC;SG	N;INDF;MASC;SG
livro	bok	livro	bok	N;MASC;SG	N;INDF;FEM;SG
lado	sida	lado	side	N;MASC;SG	N;DEF;FEM;SG
lado	side	lado	side	N;MASC;SG	N;INDF;FEM;SG
equipe	lag	equipe	lag	N;FEM;SG	N;INDF;NEUT;SG
equipe	laget	equipe	lag	N;FEM;SG	N;DEF;NEUT;SG
equipe	team	equipe	team	N;FEM;SG	N;INDF;NEUT;SG
escola	skolen	escola	skole	N;FEM;SG	N;DEF;MASC;SG
escola	skole	escola	skole	N;FEM;SG	N;INDF;MASC;SG
escola	skulen	escola	skule	N;FEM;SG	N;DEF;MASC;SG
escola	skule	escola	skule	N;FEM;SG	N;INDF;MASC;SG
dados	dataene	dado	data	N;MASC;PL	N;DEF;FEM;PL
copa	copa	copa	cope	N;FEM;SG	N;INDF;NEUT;SG
copa	cupen	copa	cup	N;FEM;SG	N;DEF;MASC;SG
