структурні	estructurales	структурний	estructural	ADJ;NOM;PL	ADJ;PL
відмову	denegación	відмова	denegación	N;INAN;ACC;FEM;SG	N;FEM;SG
відмову	rechazo	відмова	rechazo	N;INAN;ACC;FEM;SG	N;MASC;SG
тримає	sostiene	тримати	sostener	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
тримає	mantiene	тримати	mantener	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
заперечення	negación	заперечення	negación	N;INAN;NOM;NEUT;SG	N;FEM;SG
заперечення	denegación	заперечення	denegación	N;INAN;NOM;NEUT;SG	N;FEM;SG
розвивати	desarrolle	розвивати	desarrollar	V;IPFV;NFIN	V;SBJV;SG;3;PRS;FIN
розвивати	desarrollarse	розвивати	desarrollar	V;IPFV;NFIN	V;SBJV;SG;3;PRS;FIN
розвивати	desarrollar	розвивати	desarrollar	V;IPFV;NFIN	V;NFIN
розвивати	desarrolla	розвивати	desarrollar	V;IPFV;NFIN	V;IND;SG;3;PRS;FIN
експертів	peritos	експерт	perito	N;ANIM;GEN;MASC;PL	N;MASC;PL
експертів	expertos	експерт	experto	N;ANIM;GEN;MASC;PL	N;MASC;PL
блоки	ladrillos	блок	ladrillo	N;INAN;NOM;MASC;PL	N;MASC;PL
блоки	bastidores	блок	bastidor	N;INAN;NOM;MASC;PL	N;MASC;PL
блоки	marcos	блок	marco	N;INAN;NOM;MASC;PL	N;MASC;PL
блоки	casillas	блок	casilla	N;INAN;NOM;MASC;PL	N;FEM;PL
блоки	cajas	блок	caja	N;INAN;NOM;MASC;PL	N;FEM;PL
блоки	bloques	блок	bloque	N;INAN;NOM;MASC;PL	N;MASC;PL
блоки	cuadras	блок	cuadra	N;INAN;NOM;MASC;PL	N;FEM;PL
майстерність	habilidad	майстерність	habilidad	N;INAN;NOM;FEM;SG	N;FEM;SG
майстерність	destreza	майстерність	destreza	N;INAN;NOM;FEM;SG	N;FEM;SG
майстерність	excelencia	майстерність	excelencia	N;INAN;NOM;FEM;SG	N;FEM;SG
мед	honey	мед.	honey	N;INAN;NOM;MASC;SG	N;SG
мед	miel	мед.	miel	N;INAN;NOM;MASC;SG	N;FEM;SG
мед	cariño	мед.	cariño	N;INAN;NOM;MASC;SG	N;MASC;SG
мед	med	мед.	med	N;INAN;NOM;MASC;SG	N
переконання	creencia	переконання	creencia	N;INAN;NOM;NEUT;SG	N;FEM;SG
статтями	articulos	стаття	articulo	N;INAN;INS;FEM;PL	N;MASC;PL
статтями	artículos	стаття	artículo	N;INAN;INS;FEM;PL	N;MASC;PL
хворобу	enfermedad	хвороба	enfermedad	N;INAN;ACC;FEM;SG	N;FEM;SG
синагога	sinagoga	синагога	sinagogo	N;INAN;NOM;FEM;SG	N;FEM;SG
співпрацює	coopera	співпрацювати	cooperar	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
співпрацює	colaborar	співпрацювати	colaborar	V;IPFV;IND;SG;3;PRS;FIN	V;NFIN
співпрацює	colaborando	співпрацювати	colaborar	V;IPFV;IND;SG;3;PRS;FIN	V;V.MSDR
містити	contener	містити	contener	V;IPFV;NFIN	V;NFIN
містити	contengan	містити	contener	V;IPFV;NFIN	V;IMP;PL;3;FIN
містити	contienen	містити	contener	V;IPFV;NFIN	V;IND;PL;3;PRS;FIN
містити	contenga	містити	contener	V;IPFV;NFIN	V;SBJV;SG;3;PRS;FIN
годинник	reloj	годинник	reloj	N;INAN;NOM;MASC;SG	N;MASC;SG
процесор	procesador	процесор	procesador	N;INAN;NOM;MASC;SG	N;MASC;SG
процесор	transformador	процесор	transformador	N;INAN;NOM;MASC;SG	N;MASC;SG
процесор	cpu	процесор	cpu	N;INAN;NOM;MASC;SG	N;MASC;SG
люк	luke	люк	luke	N;INAN;NOM;MASC;SG	N
прогрес	progress	прогрес	progress	N;INAN;NOM;MASC;SG	N
прогрес	progreso	прогрес	progreso	N;INAN;NOM;MASC;SG	N;MASC;SG
цивілізація	civilización	цивілізація	civilización	N;INAN;NOM;FEM;SG	N;FEM;SG
цивілізація	civilización	цивілізація	civilización	N;INAN;NOM;FEM;SG	N;FEM;SG
табори	bandos	табір	bando	N;INAN;NOM;MASC;PL	N;MASC;PL
табори	campos	табір	campo	N;INAN;NOM;MASC;PL	N;MASC;PL
табори	campamentos	табір	campamento	N;INAN;NOM;MASC;PL	N;MASC;PL
рядки	hileras	рядок	hilera	N;INAN;NOM;MASC;PL	N;FEM;PL
рядки	filas	рядок	fila	N;INAN;NOM;MASC;PL	N;FEM;PL
рядки	líneas	рядок	línea	N;INAN;NOM;MASC;PL	N;FEM;PL
рядки	lines	рядок	lín	N;INAN;NOM;MASC;PL	N
рядки	lineas	рядок	linea	N;INAN;NOM;MASC;PL	N;FEM;PL
рядки	cuerdas	рядок	cuerda	N;INAN;NOM;MASC;PL	N;FEM;PL
рядки	cadenas	рядок	cadena	N;INAN;NOM;MASC;PL	N;FEM;PL
інвестицій	inversiones	інвестиція	inversión	N;INAN;GEN;FEM;PL	N;FEM;PL
екранізації	adaptaciones	екранізація	adaptación	N;INAN;NOM;FEM;PL	N;FEM;PL
сутність	esencia	сутність	esencia	N;INAN;NOM;FEM;SG	N;FEM;SG
сутність	entidad	сутність	entidad	N;INAN;NOM;FEM;SG	N;FEM;SG
личинки	larvas	личинка	larvo	N;ANIM;NOM;FEM;PL	N;FEM;PL
документа	documento	документ	documento	N;INAN;GEN;MASC;SG	N;MASC;SG
професії	profesiones	професія	profesión	N;INAN;NOM;FEM;PL	N;FEM;PL
морів	mares	моріти	mare	N;INAN;GEN;MASC;PL	N;MASC;PL
довкілля	medioambiente	довкілля	medioambiente	N;INAN;NOM;NEUT;SG	N;MASC;SG
компонент	componente	компонент	componente	N;INAN;NOM;MASC;SG	N;MASC;SG
єврейський	judía	єврейський	judío	ADJ;NOM;MASC;SG	ADJ;FEM;SG
напади	atentados	напади	atentado	N;INAN;NOM;MASC;PL	N;MASC;PL
напади	ataques	напади	ataque	N;INAN;NOM;MASC;PL	N;MASC;PL
напади	convulsiones	напади	convulsión	N;INAN;NOM;MASC;PL	N;FEM;PL
напади	incautaciones	напади	incautación	N;INAN;NOM;MASC;PL	N;FEM;PL
напади	ataques	напади	ataque	N;INAN;NOM;MASC;PL	N;MASC;PL
напади	asaltos	напади	asalto	N;INAN;NOM;MASC;PL	N;MASC;PL
напади	agresiones	напади	agresión	N;INAN;NOM;MASC;PL	N;FEM;PL
квартал	trimestre	квартал	trimestre	N;INAN;NOM;MASC;SG	N;MASC;SG
математичний	matemático	математичний	matemático	ADJ;NOM;MASC;SG	ADJ;MASC;SG
математичний	matemática	математичний	matemático	ADJ;NOM;MASC;SG	ADJ;FEM;SG
математичний	matemática	математичний	matemático	ADJ;NOM;MASC;SG	ADJ;FEM;SG
маленька	pequeño	маленький	pequeño	ADJ;NOM;FEM;SG	ADJ;MASC;SG
маленька	pequeña	маленький	pequeño	ADJ;NOM;FEM;SG	ADJ;FEM;SG
маленька	poquito	маленький	poquito	ADJ;NOM;FEM;SG	ADJ;MASC;SG
контакт	contacto	контакт	contacto	N;INAN;NOM;MASC;SG	N;MASC;SG
лад	modalidad	лад	modalidad	N;INAN;NOM;MASC;SG	N;FEM;SG
лад	mode	лад	mode	N;INAN;NOM;MASC;SG	N
лад	modo	лад	modo	N;INAN;NOM;MASC;SG	N;MASC;SG
хмари	nubes	хмара	nube	N;INAN;NOM;FEM;PL	N;FEM;PL
популярна	popular	популярний	popular	ADJ;NOM;FEM;SG	ADJ;SG
півкулі	hemisferios	півкуль	hemisferio	N;INAN;NOM;FEM;PL	N;MASC;PL
запобігти	previene	запобігти	prevenir	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
запобігти	prevenir	запобігти	prevenir	V;PFV;NFIN	V;NFIN
запобігти	impedir	запобігти	impedir	V;PFV;NFIN	V;NFIN
глядачі	audiencias	глядач	audiencia	N;ANIM;NOM;MASC;PL	N;FEM;PL
глядачі	espectadores	глядач	espectador	N;ANIM;NOM;MASC;PL	N;MASC;PL
глядачі	espectadores	глядач	espectador	N;ANIM;NOM;MASC;PL	N;MASC;PL
глядачі	televidentes	глядач	televidente	N;ANIM;NOM;MASC;PL	N;PL
хліба	pan	хліб	pan	N;INAN;GEN;MASC;SG	N;MASC;SG
акція	share	акція	share	N;INAN;NOM;FEM;SG	N
акція	caldo	акція	caldo	N;INAN;NOM;FEM;SG	N;MASC;SG
зведена	reducido	зведений	reducido	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
зведена	reducida	зведений	reducido	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
істоти	criaturas	істота	criatura	N;ANIM;NOM;FEM;PL	N;FEM;PL
домі	domi	дім	domi	N;INAN;DAT;MASC;SG	N
угорська	húngara	угорський	húngaro	ADJ;NOM;FEM;SG	ADJ;FEM;SG
оздоблення	decoración	оздоблення	decoración	N;INAN;NOM;NEUT;SG	N;FEM;SG
виверження	erupción	виверження	erupción	N;INAN;NOM;NEUT;SG	N;FEM;SG
відвідування	visita	відвідування	visita	N;INAN;NOM;NEUT;SG	N;FEM;SG
дванадцять	doce	дванадцять	doce	NUM;NOM	NUM;PL
окупація	ocupación	окупація	ocupación	N;INAN;NOM;FEM;SG	N;FEM;SG
окупація	profesión	окупація	profesión	N;INAN;NOM;FEM;SG	N;FEM;SG
патрулювання	patrulla	патрулювання	patrulla	N;INAN;NOM;NEUT;SG	N;FEM;SG
патрулювання	patrullaje	патрулювання	patrullaje	N;INAN;NOM;NEUT;SG	N;MASC;SG
патрулювання	patrullaje	патрулювання	patrullaje	N;INAN;NOM;NEUT;SG	N;MASC;SG
друк	huella	друк	huella	N;INAN;NOM;MASC;SG	N;FEM;SG
друк	impresión	друк	impresión	N;INAN;NOM;MASC;SG	N;FEM;SG
друк	imprenta	друк	imprenta	N;INAN;NOM;MASC;SG	N;FEM;SG
друк	impresión	друк	impresión	N;INAN;NOM;MASC;SG	N;FEM;SG
особистість	identidad	особистість	identidad	N;INAN;NOM;FEM;SG	N;FEM;SG
особистість	personalidad	особистість	personalidad	N;INAN;NOM;FEM;SG	N;FEM;SG
дністер	dniéster	дністер	dniéster	N;INAN;NOM;MASC;SG	N;MASC;SG
помітив	notó	помітив	notar	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PST;FIN
націоналістів	nacionalistas	націоналіст	nacionalista	N;ANIM;ACC;MASC;PL	N;PL
мажор	comandante	мажор	comandante	N;INAN;NOM;FEM;SG	N;SG
мажор	major	мажор	major	N;INAN;NOM;FEM;SG	N
старим	viejo	старий	viejo	ADJ;INS;NEUT;SG	ADJ;MASC;SG
старим	antiguo	старий	antiguo	ADJ;INS;NEUT;SG	ADJ;MASC;SG
старим	antigua	старий	antiguo	ADJ;INS;NEUT;SG	ADJ;FEM;SG
старим	vieja	старий	viejo	ADJ;INS;NEUT;SG	ADJ;FEM;SG
використана	utilizada	використаний	utilizado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
використана	usada	використаний	usado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
використана	usado	використаний	usado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
використана	utilizado	використаний	utilizado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
звичаї	aduanas	звичай	aduana	N;INAN;NOM;MASC;PL	N;FEM;PL
звичаї	costumbres	звичай	costumbre	N;INAN;NOM;MASC;PL	N;FEM;PL
травми	disturbios	травма	disturbio	N;INAN;NOM;FEM;PL	N;MASC;PL
травми	lesiones	травма	lesión	N;INAN;NOM;FEM;PL	N;FEM;PL
травми	traumas	травма	trauma	N;INAN;NOM;FEM;PL	N;MASC;PL
травми	traumatismos	травма	traumatismo	N;INAN;NOM;FEM;PL	N;MASC;PL
адмін	administrador	адмін	administrador	N;INAN;NOM;MASC;SG	N;MASC;SG
адмін	administración	адмін	administración	N;INAN;NOM;MASC;SG	N;FEM;SG
типові	predeterminados	тип	predeterminado	ADJ;NOM;PL	ADJ;MASC;PL;V.PTCP
типові	predeterminadas	тип	predeterminado	ADJ;NOM;PL	ADJ;FEM;PL;V.PTCP
типові	predeterminados	тип	predeterminado	ADJ;NOM;PL	ADJ;MASC;PL;V.PTCP
типові	típicas	тип	típico	ADJ;NOM;PL	ADJ;FEM;PL
типові	típicos	тип	típico	ADJ;NOM;PL	ADJ;MASC;PL
співака	cantor	співак	cantor	N;ANIM;ACC;MASC;SG	N;MASC;SG
співака	cantante	співак	cantante	N;ANIM;ACC;MASC;SG	N;SG
стрілець	sagitario	стрілець	sagitario	N;ANIM;NOM;MASC;SG	N;MASC;SG
золоте	dorada	золотий	dorado	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
золоте	dorado	золотий	dorado	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
вождь	jefa	вождь	jefa	N;ANIM;NOM;MASC;SG	N;FEM;SG
вождь	jefe	вождь	jefe	N;ANIM;NOM;MASC;SG	N;MASC;SG
серйозні	serios	серйозний	serio	ADJ;NOM;PL	ADJ;MASC;PL
спрямування	delegación	спрямування	delegación	N;INAN;NOM;NEUT;SG	N;FEM;SG
начебто	aparentemente	начебто	aparentemente	ADV	ADV
присутня	presente	присутня	presente	ADJ;NOM;FEM;SG	ADJ;SG
померлих	fallecidos	померлий	fallecido	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
старт	start	старт	start	N;INAN;NOM;MASC;SG	N
старт	inicio	старт	inicio	N;INAN;NOM;MASC;SG	N;MASC;SG
старт	comienzo	старт	comienzo	N;INAN;NOM;MASC;SG	N;MASC;SG
згадував	mencionó	згадувати	mencionar	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;PST;FIN
тіні	sombras	тінь	sombra	N;INAN;NOM;FEM;PL	N;FEM;PL
рейх	reich	рій	reich	N;INAN;NOM;MASC;SG	N;MASC;SG
італійською	italiana	італійський	italiano	ADJ;INS;FEM;SG	ADJ;FEM;SG
казка	cuento	казка	cuento	N;INAN;NOM;FEM;SG	N;MASC;SG
казка	relato	казка	relato	N;INAN;NOM;FEM;SG	N;MASC;SG
подати	presentar	подати	presentar	V;PFV;NFIN	V;NFIN
подати	someter	подати	someter	V;PFV;NFIN	V;NFIN
подати	enviar	подати	enviar	V;PFV;NFIN	V;NFIN
вказати	especifica	вказати	especificar	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
вказати	especifique	вказати	especificar	V;PFV;NFIN	V;IMP;SG;3;FIN
вказати	precisar	вказати	precisar	V;PFV;NFIN	V;NFIN
вказати	especificar	вказати	especificar	V;PFV;NFIN	V;NFIN
вказати	definir	вказати	definir	V;PFV;NFIN	V;NFIN
вказати	defina	вказати	definir	V;PFV;NFIN	V;IMP;SG;3;FIN
вказати	define	вказати	definir	V;PFV;NFIN	V;IND;SG;3;PRS;FIN
папір	paper	папір	paper	N;INAN;NOM;MASC;SG	N
папір	ponencia	папір	ponencia	N;INAN;NOM;MASC;SG	N;FEM;SG
папір	papel	папір	papel	N;INAN;NOM;MASC;SG	N;MASC;SG
знаменитий	famosa	знаменитий	famoso	ADJ;NOM;MASC;SG	ADJ;FEM;SG
знаменитий	famoso	знаменитий	famoso	ADJ;NOM;MASC;SG	ADJ;MASC;SG
залізо	plancha	залізо	plancha	N;INAN;NOM;NEUT;SG	N;FEM;SG
залізо	hierro	залізо	hierro	N;INAN;NOM;NEUT;SG	N;MASC;SG
відходів	desechos	відхід	desecho	N;INAN;GEN;MASC;PL	N;MASC;PL
відходів	residuos	відхід	residuo	N;INAN;GEN;MASC;PL	N;MASC;PL
трофей	trofeo	трофія	trofeo	N;INAN;NOM;MASC;SG	N;MASC;SG
родичі	hermanos	родич	hermano	N;ANIM;NOM;MASC;PL	N;MASC;PL
родичі	parientes	родич	pariente	N;ANIM;NOM;MASC;PL	N;PL
родичі	familiares	родич	familiar	N;ANIM;NOM;MASC;PL	N;MASC;PL
рідний	nativa	рідний	nativo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
рідний	autóctona	рідний	autóctono	ADJ;NOM;MASC;SG	ADJ;FEM;SG
рідний	nativo	рідний	nativo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
бачення	visión	бачення	visión	N;INAN;NOM;NEUT;SG	N;FEM;SG
бачення	vision	бачення	vision	N;INAN;NOM;NEUT;SG	N;FEM;SG
раси	razas	раса	raza	N;INAN;NOM;FEM;PL	N;FEM;PL
раси	carreras	раса	carrera	N;INAN;NOM;FEM;PL	N;FEM;PL
білка	ardilla	білок	ardilla	N;INAN;NOM;MASC;SG	N;FEM;SG
чоловіча	masculino	чоловічий	masculino	ADJ;NOM;FEM;SG	ADJ;MASC;SG
аудіо	audio	аудіо	audio	N;INAN;NOM;NEUT;SG	N;MASC;SG
розділена	dividida	розділений	dividido	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
розділена	dividido	розділений	dividido	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
розділена	dividida	розділений	dividido	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
перевага	favor	перевага	favor	N;INAN;NOM;FEM;SG	N;MASC;SG
перевага	provecho	перевага	provecho	N;INAN;NOM;FEM;SG	N;MASC;SG
перевага	ventaja	перевага	ventaja	N;INAN;NOM;FEM;SG	N;FEM;SG
ширину	anchura	ширина	anchura	N;INAN;ACC;FEM;SG	N;FEM;SG
ширину	ancho	ширина	ancho	N;INAN;ACC;FEM;SG	N;MASC;SG
ширину	amplitud	ширина	amplitud	N;INAN;ACC;FEM;SG	N;FEM;SG
ширину	anchura	ширина	anchura	N;INAN;ACC;FEM;SG	N;FEM;SG
експонатів	exposiciones	експонат	exposición	N;INAN;GEN;MASC;PL	N;FEM;PL
експонатів	exhibiciones	експонат	exhibición	N;INAN;GEN;MASC;PL	N;FEM;PL
сосна	pinus	сосна	pinu	N;INAN;NOM;FEM;SG	N
сосна	pinus	сосна	pinu	N;INAN;NOM;FEM;SG	N
сосна	pino	сосна	pino	N;INAN;NOM;FEM;SG	N;MASC;SG
танець	baile	танець	baile	N;INAN;NOM;MASC;SG	N;MASC;SG
танець	danza	танець	danza	N;INAN;NOM;MASC;SG	N;FEM;SG
барабани	bidones	барабан	bidón	N;ANIM;NOM;MASC;PL	N;MASC;PL
барабани	tambores	барабан	tambor	N;ANIM;NOM;MASC;PL	N;MASC;PL
палата	recámara	палата	recámar	N;INAN;NOM;FEM;SG	N;FEM;SG
палата	cámara	палата	cámara	N;INAN;NOM;FEM;SG	N;FEM;SG
знищені	destruidas	знищений	destruido	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
знищені	destruidos	знищений	destruido	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
симфонія	sinfonía	симфонія	sinfonía	N;INAN;NOM;FEM;SG	N;FEM;SG
симфонія	symphony	симфонія	symphony	N;INAN;NOM;FEM;SG	N;FEM;SG
цікавий	interesante	цікавий	interesante	ADJ;NOM;MASC;SG	ADJ;SG
трагедія	tragedia	трагедія	tragedia	N;INAN;NOM;FEM;SG	N;FEM;SG
трагедія	tragedia	трагедія	tragedia	N;INAN;NOM;FEM;SG	N;FEM;SG
пацієнтів	pacientes	пацієнт	paciente	N;ANIM;ACC;MASC;PL	N;PL
маргарита	margarita	маргарит	margarita	N;ANIM;NOM;FEM;SG	N;FEM;SG
маргарита	margarita	маргарит	margarita	N;ANIM;NOM;FEM;SG	N;FEM;SG
творець	creador	творець	creador	N;ANIM;NOM;MASC;SG	N;MASC;SG
вигнання	exilio	вигнання	exilio	N;INAN;NOM;NEUT;SG	N;MASC;SG
вигнання	destierro	вигнання	destierro	N;INAN;NOM;NEUT;SG	N;MASC;SG
докази	evidencias	доказ	evidencia	N;INAN;NOM;MASC;PL	N;FEM;PL
докази	pruebas	доказ	prueba	N;INAN;NOM;MASC;PL	N;FEM;PL
балки	vigas	балка	viga	N;INAN;NOM;FEM;PL	N;FEM;PL
балки	maderos	балка	madero	N;INAN;NOM;FEM;PL	N;MASC;PL
побачили	vieron	побачити	ver	V;PFV;IND;PL;PST;FIN	V;IND;PL;3;PST;FIN
священики	sacerdotes	священик	sacerdote	N;ANIM;NOM;MASC;PL	N;MASC;PL
священики	curas	священик	cura	N;ANIM;NOM;MASC;PL	N;MASC;PL
священики	clérigos	священик	clérigo	N;ANIM;NOM;MASC;PL	N;MASC;PL
закрита	cerrada	закрита	cerrado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
закрита	cerrado	закрита	cerrado	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
складність	dificultad	складність	dificultad	N;INAN;NOM;FEM;SG	N;FEM;SG
складність	complejidad	складність	complejidad	N;INAN;NOM;FEM;SG	N;FEM;SG
зеландія	zelandia	зеландія	zelandia	N;INAN;NOM;FEM;SG	N;FEM;SG
зеландія	zelanda	зеландія	zelanda	N;INAN;NOM;FEM;SG	N;FEM;SG
промінь	viga	промінь	viga	N;INAN;NOM;MASC;SG	N;FEM;SG
промінь	rayo	промінь	rayo	N;INAN;NOM;MASC;SG	N;MASC;SG
зима	invierno	зима	invierno	N;INAN;NOM;FEM;SG	N;MASC;SG
вирішувати	decidir	вирішувати	decidir	V;IPFV;NFIN	V;NFIN
вирішувати	decida	вирішувати	decidir	V;IPFV;NFIN	V;SBJV;SG;3;PRS;FIN
вирішувати	decidan	вирішувати	decidir	V;IPFV;NFIN	V;IMP;PL;3;FIN
вирішувати	decide	вирішувати	decidir	V;IPFV;NFIN	V;IND;SG;3;PRS;FIN
вирішувати	deciden	вирішувати	decidir	V;IPFV;NFIN	V;IND;PL;3;PRS;FIN
біографічний	biográfica	біографічний	biográfico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
вагітності	embarazo	вагітність	embarazo	N;INAN;GEN;FEM;SG	N;MASC;SG
спільне	conjunta	спільний	conjunto	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
спільне	frecuente	спільний	frecuente	ADJ;NOM;NEUT;SG	ADJ;SG
спільне	común	спільний	común	ADJ;NOM;NEUT;SG	ADJ;SG
можлива	posible	можливий	posible	ADJ;NOM;FEM;SG	ADJ;SG
ярмарки	ferias	ярмарка	feria	N;INAN;NOM;MASC;PL	N;FEM;PL
міцність	fortaleza	міцність	fortaleza	N;INAN;NOM;FEM;SG	N;FEM;SG
міцність	fuerza	міцність	fuerza	N;INAN;NOM;FEM;SG	N;FEM;SG
