erteilt	väljastatud	erteilen	väljastama	V;V.PTCP	V;PST;V.PTCP;PASS
anerkannte	tunnustatud	anerkannt	tunnusta=tud	ADJ;SG	ADJ;PST;V.PTCP;PASS
anerkannte	tunnustatud	anerkannt	tunnusta=tud	ADJ;SG	ADJ;PST;V.PTCP;PASS
springen	hüppavad	springen	hüppama	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
ära	ajastu	ära	ajastu	N;NOM;FEM;SG	N;NOM;SG
ära	era	ära	era	N;NOM;FEM;SG	N;NOM;SG
annehmen	eeldada	annehmen	eeldama	V;NFIN	V;NFIN
annehmen	eeldame	annehmen	eeldama	V;NFIN	V;IND;PL;1;PRS;FIN;ACT
annehmen	lepi	annehmen	leppima	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
annehmen	nõustu	annehmen	nõustuma	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
genügt	piisab	nügen	piisama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
gedruckt	trükitud	drucken	trükkima	V;V.PTCP	V;PST;V.PTCP;PASS
abteilungen	osakonnad	abteilingen	osakond	N;NOM;FEM;PL	N;NOM;PL
abteilungen	rajoonid	abteilingen	rajoon	N;NOM;FEM;PL	N;NOM;PL
abteilungen	vaheseinad	abteilingen	vahe_sein	N;NOM;FEM;PL	N;NOM;PL
abteilungen	osakonnad	abteilingen	osakond	N;NOM;FEM;PL	N;NOM;PL
erläutert	selgitas	erläutern	selgitama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
erläutert	selgitati	erläutern	selgitama	V;V.PTCP	V;IND;PST;FIN;PASS
erläutert	selgitatud	erläutern	selgitama	V;V.PTCP	V;PST;V.PTCP;PASS
erläutert	selgitab	erläutern	selgitama	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
erläutert	seletab	erläutern	seletama	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
zeitlich	ajastatud	zeitlich	ajasta=tud	ADJ	ADJ;PST;V.PTCP;PASS
nachweisbar	tõendatav	nachweisbar	tõendatav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
kritischen	kriitiline	kritisch	kriitiline	ADJ	ADJ;NOM;SG
kritischen	kriitilised	kritisch	kriitiline	ADJ	ADJ;NOM;PL
vorzeitig	enneaegne	vorzeitig	enne_aegne	ADJ	ADJ;NOM;SG
erweiterten	suurenenud	erweitern	suurenema	V;IND;PL;3;PST;FIN	V;PST;V.PTCP;ACT
erweiterten	laienenud	erweitern	laienema	V;IND;PL;3;PST;FIN	V;PST;V.PTCP;ACT
teilgenommen	osales	teilnehmen	osalema	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
teilgenommen	osalenud	teilnehmen	osalema	V;V.PTCP	V;PST;V.PTCP;ACT
teilgenommen	osales	teilnehmen	osalema	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
teilgenommen	osalesid	teilnehmen	osalema	V;V.PTCP	V;IND;PL;3;PST;FIN;ACT
befestigt	lisatud	befestigen	lisama	V;V.PTCP	V;PST;V.PTCP;PASS
shakespeare	shakespeare	shakespeare	shakespear	N;NOM;MASC;SG	N;NOM;SG
hang	kalle	hang	kalle	N	N;NOM;SG
beantwortet	vastas	beantworten	vastama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
beantwortet	vastasid	beantworten	vastama	V;V.PTCP	V;IND;PL;3;PST;FIN;ACT
beantwortet	vastasid	beantworten	vastama	V;V.PTCP	V;IND;PL;3;PST;FIN;ACT
beantwortet	vastatud	beantworten	vastatud	V;V.PTCP	V;PST;V.PTCP;PASS
samstag	laupäeviti	samstag	lau_päeviti	ADV	ADV
oberste	ülim	ober	ülim	ADJ;NOM	ADJ;NOM;CMPR;SG
berühmt	kuulsad	berühmt	kuulma	ADJ	ADJ;NOM;PL
restaurierung	taastamine	restaurierung	taastamine	N;NOM;FEM;SG	N;NOM;SG
restaurierung	renoveerimine	restaurierung	renoveerimine	N;NOM;FEM;SG	N;NOM;SG
restaurierung	taastamine	restaurierung	taastamine	N;NOM;FEM;SG	N;NOM;SG
umzug	ümberpaigutamine	umzugen	ümber_paigutamine	N;SG	N;NOM;SG
umzug	liigutamine	umzugen	liigutamine	N;SG	N;NOM;SG
umzug	kolimine	umzugen	kolimine	N;SG	N;NOM;SG
umzug	paraadi	umzugen	paraat	N;SG	N;PRT;SG
umzug	paraad	umzugen	paras	N;SG	N;NOM;SG
umzug	eemaldamine	umzugen	eemaldamine	N;SG	N;NOM;SG
umzug	kõrvaldamine	umzugen	kõrvaldamine	N;SG	N;NOM;SG
niedrigen	madal	niedrig	madal	ADJ	ADJ;NOM;SG
niedrigen	madala	niedrig	madal	ADJ	ADJ;GEN;SG
niedrigen	madalad	niedrig	madal	ADJ	ADJ;NOM;PL
erhöhung	suurenemine	erhöhung	suurenemine	N;NOM;FEM;SG	N;NOM;SG
erhöhung	suurendamine	erhöhung	suurendamine	N;NOM;FEM;SG	N;NOM;SG
erhöhung	kõrgus	erhöhung	kõrgus	N;NOM;FEM;SG	N;NOM;SG
verkauften	müüdud	verkaufen	müüma	V;IND;PL;3;PST;FIN	V;PST;V.PTCP;PASS
polizisten	politseinikud	polizist	politseinik	N;PL	N;NOM;PL
polizisten	ohvitserid	polizist	ohvitser	N;PL	N;NOM;PL
tschechische	tšehhi	tschechisch	tšehhi	ADJ;NOM;FEM;PL	ADJ
fortgesetzt	jätkub	fortsetzen	jätkuma	V;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
fortgesetzt	jätkati	fortsetzen	jätkama	V;V.PTCP	V;IND;PST;FIN;PASS
fortgesetzt	jätkus	fortsetzen	jätkuma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
fortgesetzt	jätkas	fortsetzen	jätkama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
politisches	poliitiline	politisch	poliitiline	ADJ;NOM;NEUT;SG	ADJ;NOM;SG
selbständige	sõltumatud	selbständig	sõltumatu	ADJ;NOM;FEM;PL	ADJ;NOM;PL
selbständige	sõltumatud	selbständig	sõltumatu	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schaffung	loomine	schaffung	loomine	N	N;NOM;SG
schaffung	looming	schaffung	looming	N	N;NOM;SG
flachen	madal	flach	madal	ADJ	ADJ;NOM;SG
flachen	madalad	flach	madal	ADJ	ADJ;NOM;PL
unverändert	muutumatu	unverändert	muutumatu	ADJ	ADJ;NOM;SG
ausserdem	samuti	ausserdem	samuti	ADV	ADV
ausserdem	ka	ausserdem	ka	ADV	ADV
schlage	soovita	schlage	soovitama	V;SG;FIN	V;IMP;SG;2;PRS;FIN;ACT
schwanz	kiri	schwanzen	kiri	N	N;NOM;SG
schwanz	sabad	schwanzen	saba	N	N;NOM;PL
schwanz	saba	schwanzen	saba	N	N;NOM;SG
schwanz	munn	schwanzen	munn	N	N;NOM;SG
schwanz	dick	schwanzen	dick	N	N;NOM;SG
schwanz	kukk	schwanzen	kukk	N	N;NOM;SG
schwanz	riist	schwanzen	riist	N	N;NOM;SG
beteiligen	osalema	beteiligen	osalema	V;NFIN	V;IN+ALL;V.CVB;ACT
redundanz	koondamise	redundanz	koondamine	N	N;GEN;SG
redundanz	koondamine	redundanz	koondamine	N	N;NOM;SG
bahnhöfe	jaamad	bahnhöfen	jaam	N;NOM;MASC;PL	N;NOM;PL
rumänischen	rumeenia	rumänisch	rumeenia	ADJ	ADJ
tests	katsetused	tests	katsetus	N	N;NOM;PL
tests	katsed	tests	katse	N	N;NOM;PL
tests	testid	tests	test	N	N;NOM;PL
tests	katsed	tests	katse	N	N;NOM;PL
tests	testimine	tests	testimine	N	N;NOM;SG
tests	katsetamine	tests	katsetamine	N	N;NOM;SG
ausgehen	kohtamas	ausgehen	kohtama	V;NFIN	V;IN+ESS;V.CVB;ACT
sorgt	kindlustab	sorgen	kindlustama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
sorgt	tagab	sorgen	tagama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
sorgt	hoolib	sorgen	hoolima	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
läßt	tunnistab	lassen	tunnistama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
trasse	asukoht	trassen	asu_koht	N	N;NOM;SG
trasse	rada	trassen	rada	N	N;PRT;SG
bemerkenswert	märkimisväärne	bemerkenswert	märkimis_väärne	ADJ	ADJ;NOM;SG
bemerkenswert	märgatav	bemerkenswert	märgatav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
bemerkenswert	märkimisväärne	bemerkenswert	märkimis_väärne	ADJ	ADJ;NOM;SG
bemerkenswert	tähelepanuväärne	bemerkenswert	tähele_panu_väärne	ADJ	ADJ;NOM;SG
bemerkenswert	märkimisväärne	bemerkenswert	märkimis_väärne	ADJ	ADJ;NOM;SG
deutlicher	selgemaks	deutlich	selgem	ADJ	ADJ;TRANS;CMPR;SG
öffentlicher	avalik	öffentlich	avalik	ADJ	ADJ;NOM;SG
öffentlicher	avalikud	öffentlich	avalik	ADJ	ADJ;NOM;PL
toll	suure	toll	suur	ADJ	ADJ;GEN;SG
vergrößert	suurenenud	vergrößern	suurenema	V;V.PTCP	V;PST;V.PTCP;ACT
vergrößert	laienenud	vergrößern	laienema	V;V.PTCP	V;PST;V.PTCP;ACT
tropischen	troopiline	tropisch	troopiline	ADJ	ADJ;NOM;SG
vertretung	esindus	vertretung	esindus	N;FEM;SG	N;NOM;SG
vertretung	esindatus	vertretung	esindatus	N;FEM;SG	N;NOM;SG
vertretung	rep	vertretung	rep	N;FEM;SG	N;NOM;SG
vertretung	esindaja	vertretung	esindaja	N;FEM;SG	N;NOM;SG
abriss	lammutamine	abreißen	lammutamine	N	N;NOM;SG
konzipiert	kavandatud	konzipieren	kavandama	V;V.PTCP	V;PST;V.PTCP;PASS
breiter	laiem	breit	laiem	ADJ	ADJ;NOM;CMPR;SG
breiter	laiema	breit	laiem	ADJ	ADJ;GEN;CMPR;SG
breiter	laia	breit	lai	ADJ	ADJ;NOM;SG
breiter	laiad	breit	lai	ADJ	ADJ;NOM;PL
breiter	lai	breit	lai	ADJ	ADJ;NOM;SG
breiter	laia	breit	lai	ADJ	ADJ;NOM;SG
breiter	laiem	breit	laiem	ADJ	ADJ;NOM;CMPR;SG
breiter	laiema	breit	laiem	ADJ	ADJ;GEN;CMPR;SG
vortrag	loeng	vortragen	loeng	N;SG	N;NOM;SG
vortrag	sõnavõtt	vortragen	sõna_võtt	N;SG	N;NOM;SG
vortrag	kõne	vortragen	kõne	N;SG	N;NOM;SG
vortrag	tutvustus	vortragen	tutvustus	N;SG	N;NOM;SG
vortrag	esitus	vortragen	esitus	N;SG	N;NOM;SG
vortrag	esitlus	vortragen	esitlus	N;SG	N;NOM;SG
vortrag	esitluse	vortragen	esitlus	N;SG	N;GEN;SG
vortrag	esitusviis	vortragen	esitus_viis	N;SG	N;NOM;SG
vortrag	jutt	vortragen	jutt	N;SG	N;NOM;SG
dienstleistungen	teenused	dienstleistungen	teenus	N;NOM;FEM;PL	N;NOM;PL
standorte	asukoht	standort	asu_koht	N;NOM	N;NOM;SG
standorte	asukohad	standort	asu_koht	N;NOM	N;NOM;PL
werfen	viska	werfen	viskama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
werfen	visata	werfen	viskama	V;NFIN	V;NFIN
erfunden	leiutatud	erfinden	leiutama	V;V.PTCP	V;PST;V.PTCP;PASS
erfunden	leiutas	erfinden	leiutama	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
vielfalt	mitmekesisus	vielfalt	mitme_kesisus	N;NOM;FEM;SG	N;NOM;SG
vielfalt	sort	vielfalt	sort	N;NOM;FEM;SG	N;NOM;SG
wettbewerbe	võistlused	wettbewerb	võistlus	N;NOM;PL	N;NOM;PL
wettbewerbe	võistlused	wettbewerb	võistlus	N;NOM;PL	N;NOM;PL
heiraten	abielluda	heiraten	abi_elluma	V;NFIN	V;NFIN
stellungnahme	arvamus	stellungnahme	arvamus	N;NOM;FEM;SG	N;NOM;SG
hierher	siin	hierher	siin	ADV	ADV
professoren	professorid	professor	professor	N;NOM;PL	N;NOM;PL
konzentrierte	koondunud	konzentrieren	koonduma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
konzentrierte	keskendunud	konzentrieren	keskenduma	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
angemeldet	teavitatud	anmelden	teavita=tud	V;V.PTCP	V;PST;V.PTCP;PASS
angemeldet	teatatud	anmelden	teatama	V;V.PTCP	V;PST;V.PTCP;PASS
brasilianischen	brasiilia	brasilianisch	brasiilia	ADJ;NOM;MASC;PL	ADJ
gerechtfertigt	põhjendatud	gerechtfertigt	põhjenda=tud	ADJ	ADJ;PST;V.PTCP;PASS
gerechtfertigt	õigustatud	gerechtfertigt	õigusta=tud	ADJ	ADJ;PST;V.PTCP;PASS
gerechtfertigt	õigustatud	gerechtfertigt	õigusta=tud	ADJ	ADJ;PST;V.PTCP;PASS
beratung	nõuanne	beratung	nõu_anne	N;NOM;FEM;SG	N;NOM;SG
beratung	konsulteerimine	beratung	konsulteerimine	N;NOM;FEM;SG	N;NOM;SG
beratung	nõustamine	beratung	nõustamine	N;NOM;FEM;SG	N;NOM;SG
beratung	nõustamine	beratung	nõustamine	N;NOM;FEM;SG	N;NOM;SG
beschäftigung	tööhõive	Beschäftigung	töö_hõive	N;NOM;FEM;SG	N;NOM;SG
elektronischen	elektroonilised	elektronisch	elektrooniline	ADJ	ADJ;NOM;PL
elektronischen	elektrooniline	elektronisch	elektrooniline	ADJ	ADJ;NOM;SG
elektronischen	elektroonilisel	elektronisch	elektrooniline	ADJ	ADJ;AT+ESS
;SG
untergang	häda	untergehen	häda	N	N;NOM;SG
untergang	doom	untergehen	doom	N	N;NOM;SG
rache	kättemaks	rachen	kättem	N;NOM;SG	N;NOM;SG
rache	kättemaks	rachen	kättem	N;NOM;SG	N;NOM;SG
rache	kättemaks	rachen	kättem	N;NOM;SG	N;NOM;SG
finanziell	rahaline	finanziell	rahaline	ADJ	ADJ;NOM;SG
finanziell	rahalised	finanziell	rahaline	ADJ	ADJ;NOM;PL
beamter	ametlik	beamt	ametlik	ADJ	ADJ;NOM;SG
allgemeines	üldine	allgemein	üldine	ADJ;NOM;NEUT;SG	ADJ;NOM;SG
identifiziert	tuvastati	identifizieren	tuvastama	V;V.PTCP	V;IND;PST;FIN;PASS
identifiziert	tuvastatud	identifizieren	tuvastama	V;V.PTCP	V;PST;V.PTCP;PASS
gerecht	õiglane	rechen	õiglane	ADJ	ADJ;NOM;SG
gerecht	aus	rechen	aus	ADJ	ADJ;NOM;SG
vermitteln	vahendada	vermitteln	vahendama	V;NFIN	V;NFIN
positiven	positiivsed	positiv	positiivne	ADJ	ADJ;NOM;PL
positiven	positiivse	positiv	positiivne	ADJ	ADJ;GEN;SG
positiven	positiivne	positiv	positiivne	ADJ	ADJ;NOM;SG
floh	põgenes	fliehen	põgenema	V;IND;SG;3;FIN	V;IND;SG;3;PST;FIN;ACT
margarete	margaret	margaret	margaret	N;NOM;FEM;SG	N;NOM;SG
deutet	osutab	deuten	osutama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
religionen	religioonid	religion	religioon	N;NOM;PL	N;NOM;PL
mitwirkung	kaasamine	mitwirkung	kaasamine	N;NOM;FEM;SG	N;NOM;SG
mitwirkung	kaasatus	mitwirkung	kaasatus	N;NOM;FEM;SG	N;NOM;SG
mitwirkung	osalus	mitwirkung	osalus	N;NOM;FEM;SG	N;NOM;SG
mitwirkung	osalemine	mitwirkung	osalemine	N;NOM;FEM;SG	N;NOM;SG
freigegeben	vabanenud	freigeben	vabanenud	V;V.PTCP	V;PST;V.PTCP;ACT
freigegeben	puhastatud	freigeben	puhasta=tud	V;V.PTCP	V;PST;V.PTCP;PASS
entscheidenden	otsustav	entscheidend	otsustav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
externen	välised	extern	väline	ADJ	ADJ;NOM;PL
externen	välise	extern	väline	ADJ	ADJ;GEN;SG
externen	väline	extern	väline	ADJ	ADJ;NOM;SG
auswertung	tõlgendus	auswertung	tõlgendus	N;FEM;SG	N;NOM;SG
auswertung	tõlgendamine	auswertung	tõlgendamine	N;FEM;SG	N;NOM;SG
auswertung	hindamine	auswertung	hindamine	N;FEM;SG	N;NOM;SG
auswertung	hinnang	auswertung	hinnang	N;FEM;SG	N;NOM;SG
auswertung	analüüsi	auswertung	analüüs	N;FEM;SG	N;PRT;SG
auswertung	analüüs	auswertung	analüüs	N;FEM;SG	N;NOM;SG
rumänischer	rumeenia	rumänisch	rumeenia	ADJ	ADJ
messung	mõõtmine	messung	mõõtmine	N;SG	N;NOM;SG
messung	mõõte	messung	mõõt	N;SG	N;NOM;SG
messung	mõõtmine	messung	mõõtmine	N;SG	N;NOM;SG
erkrankungen	haigused	erkrankung	haigus	N;NOM;FEM;PL	N;NOM;PL
erkrankungen	haigused	erkrankung	haigus	N;NOM;FEM;PL	N;NOM;PL
erkrankungen	häired	erkrankung	häire	N;NOM;FEM;PL	N;NOM;PL
blüte	õis	blüt	õis	N;NOM;FEM;SG	N;NOM;SG
blüte	lill	blüt	lill	N;NOM;FEM;SG	N;NOM;SG
blüte	õis	blüt	õis	N;NOM;FEM;SG	N;NOM;SG
blüte	lilleke	blüt	lilleke	N;NOM;FEM;SG	N;NOM;SG
blüte	bloom	blüt	bloom	N;NOM;FEM;SG	N;NOM;SG
ausländische	välismaised	ausländisch	välis_maine	ADJ;NOM;FEM;PL	ADJ;NOM;PL
überprüft	tõendatud	überprüfen	tõendama	V;V.PTCP	V;PST;V.PTCP;PASS
wahlperiode	seadusandja	wahlperiode	seadus_andja	N;NOM;FEM;SG	N;NOM;SG
einladung	kutse	einladung	kutse	N;FEM;SG	N;NOM;SG
einladung	kutse	einladung	kutse	N;FEM;SG	N;NOM;SG
legislaturperiode	seadusandlik	legislaturperiode	seadus_andlik	ADJ;NOM;FEM;SG	ADJ;NOM;SG
finnischer	soome	finnisch	soome	ADJ	ADJ
ausländischen	välismaised	ausländisch	välis_maine	ADJ	ADJ;NOM;PL
gesungen	laulis	singen	laulma	V;V.PTCP	V;IND;SG;3;PST;FIN;ACT
gesungen	laulsid	singen	laulma	V;V.PTCP	V;IND;PL;3;PST;FIN;ACT
türken	türklased	türken	türklane	N;PL	N;NOM;PL
zeitweilig	ajutised	zeitweilig	ajutine	ADJ	ADJ;NOM;PL
zeitweilig	ajutine	zeitweilig	ajutine	ADJ	ADJ;NOM;SG
jährlichen	aastane	jährlich	aastane	ADJ	ADJ;NOM;SG
jährlichen	aastane	jährlich	aastane	ADJ	ADJ;NOM;SG
jährlichen	aastased	jährlich	aastane	ADJ	ADJ;NOM;PL
fachhochschule	polütehnikumis	fachhochschule	polü_tehnikum	N;NOM;FEM;SG	N;NOM;SG
stimmung	meeleolu	stimmung	meele_olu	N	N;NOM;SG
stimmung	tuju	stimmung	tuju	N	N;NOM;SG
stimmung	häälestus	stimmung	häälestus	N	N;NOM;SG
anpassung	korrigeerimine	anpassung	korrigeerimine	N;NOM;FEM;SG	N;NOM;SG
anpassung	korrigeerimine	anpassung	korrigeerimine	N;NOM;FEM;SG	N;NOM;SG
anpassung	kohandamine	anpassung	kohandamine	N;NOM;FEM;SG	N;NOM;SG
anpassung	kohandus	anpassung	kohandus	N;NOM;FEM;SG	N;NOM;SG
anpassung	reguleerimine	anpassung	reguleerimine	N;NOM;FEM;SG	N;NOM;SG
anpassung	kohandamine	anpassung	kohandamine	N;NOM;FEM;SG	N;NOM;SG
anpassung	kohandus	anpassung	kohandus	N;NOM;FEM;SG	N;NOM;SG
anpassung	kohanemine	anpassung	kohanemine	N;NOM;FEM;SG	N;NOM;SG
flach	tasane	flach	tasane	ADJ	ADJ;NOM;SG
flach	madal	flach	madal	ADJ	ADJ;NOM;SG
flach	madalad	flach	madal	ADJ	ADJ;NOM;PL
schwedisch	rootsi	schwedisch	rootsi	ADJ	ADJ
kostenlos	vabad	kostenlos	vaba	ADJ	ADJ;NOM;PL
kostenlos	vaba	kostenlos	vaba	ADJ	ADJ;NOM;SG
prototyp	prototüüp	prototyp	prototüüp	N	N;NOM;SG
unterzeichnete	allkirjastanud	unterzeichnen	all_kirjastama	V;IND;SG;3;PST;FIN	V;PST;V.PTCP;ACT
effekte	mõjud	effekt	mõju	N;NOM;PL	N;NOM;PL
indische	india	indisch	india	ADJ;NOM;FEM;PL	ADJ
kontinuierlich	pidev	kontinuierlich	pidev	ADJ	ADJ;NOM;SG
kontinuierlich	pideva	kontinuierlich	pidev	ADJ	ADJ;GEN;SG
gleise	platvormide	gleis	platvorm	N	N;GEN;PL
gleise	jäljed	gleis	jälg	N	N;NOM;PL
gleise	rajad	gleis	rada	N	N;NOM;PL
erobert	vallutanud	erobern	vallutama	V;V.PTCP	V;PST;V.PTCP;ACT
erobert	vallutama	erobern	vallutama	V;V.PTCP	V;IN+ALL;V.CVB;ACT
