team	ομαδα	teama	ομαδα	N;NOM;MASC;SG	N;NOM;FEM;SG
proti	εναντίον	proti	εναντίον	ADP;DAT	ADP
oktober	οκτώβριος	oktober	οκτώβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
oktober	οκτώβριο	oktober	οκτώβριο	N;NOM;MASC;SG	N
vendar	αλλά	vendar	αλλά	CONJ	CONJ
polk	σύνταγμα	polk	σύνταγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
zelo	πολυ	zelo	πολυ	ADV	ADV
zelo	πολύ	zelo	πολύ	ADV	ADV
slovenski	σλοβενική	slovenski	σλοβενικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
marec	μάρτιος	marec	μάρτιος	N;NOM;MASC;SG	N;NOM;MASC;SG
marec	μάρτιο	marec	μάρτιο	N;NOM;MASC;SG	N
avgust	αύγουστος	avgust	αύγουστος	N;NOM;MASC;SG	N;NOM;MASC;SG
avgust	αύγουστο	avgust	αύγουστος	N;NOM;MASC;SG	N
strani	όψεις	stran	όψη	N;NOM;FEM;PL	N;NOM;FEM;PL
strani	πλευρές	stran	πλευρά	N;NOM;FEM;PL	N;NOM;FEM;PL
strani	σελίδες	stran	σελίδα	N;NOM;FEM;PL	N;NOM;FEM;PL
delo	δουλειά	delo	δουλειά	N;NOM;NEUT;SG	N;NOM;FEM;SG
delo	έργο	delo	έργο	N;NOM;NEUT;SG	N;NOM;NEUT;SG
delo	δουλειά	delo	δουλειά	N;NOM;NEUT;SG	N;NOM;FEM;SG
delo	εργασία	delo	εργασία	N;NOM;NEUT;SG	N;NOM;FEM;SG
ker	επειδή	ker	επειδή	CONJ	CONJ
ker	γιατί	ker	γιατί	CONJ	CONJ
januar	ιανουάριο	januar	ιανουάριο	N;NOM;MASC;SG	N
januar	ιανουάριος	januar	ιανουάριος	N;NOM;MASC;SG	N;NOM;MASC;SG
december	δεκέμβριο	december	δεκέμβριος	N;NOM;MASC;SG	N
december	δεκέμβριος	december	δεκέμβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
november	νοέμβριο	november	νοέμβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
november	νοέμβριος	november	νοέμβριος	N;NOM;MASC;SG	N;NOM;MASC;SG
november	νοε	november	νοε	N;NOM;MASC;SG	N
spada	ανήκει	spadati	ανήκω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
april	απρίλιος	april	απρίλιος	N;NOM;MASC;SG	N;NOM;MASC;SG
april	απρίλιο	april	απρίλιο	N;NOM;MASC;SG	N
april	απρίλη	april	απρίλιος	N;NOM;MASC;SG	N
april	έιπριλ	april	έιπριλ	N;NOM;MASC;SG	N
druge	λοιποί	drug	λοιπός	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
vojne	πόλεμοι	vojna	πόλεμος	N;NOM;FEM;PL	N;NOM;MASC;PL
število	αριθμός	število	αριθμός	N;NOM;NEUT;SG	N;NOM;MASC;SG
število	νούμερο	število	νούμερος	N;NOM;NEUT;SG	N
februar	φεβρουάριος	februar	φεβρουάριος	N;NOM;MASC;SG	N;NOM;MASC;SG
februar	φεβρουάριο	februar	φεβρουάριο	N;NOM;MASC;SG	N
zajema	καλύπτει	zajema	καλύπτω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
liga	πρωτάθλημα	liga	πρωτάθλημα	N;NOM;FEM;SG	N;NOM;NEUT;SG
kasneje	αργότερα	kasno	αργά	ADV;CMPR	ADV;CMPR
kasneje	αργοτερα	kasno	αργά	ADV;CMPR	ADV
dela	εργασίες	delo	εργασία	N;NOM;NEUT;PL	N;NOM;FEM;PL
dela	έργα	delo	έργο	N;NOM;NEUT;PL	N;NOM;NEUT;PL
bolj	περισσότερο	bolj	πολύ	ADV;CMPR	ADV;CMPR
bolj	πιο	bolj	πιο	ADV;CMPR	ADV
danes	σήμερα	danes	σήμερα	ADV	ADV
skupaj	συνολικά	skupaj	συνολικά	ADV	ADV
skupaj	μαζί	skupaj	μαζί	ADV	ADV
stran	σελίδα	stran	σελίδα	N;NOM;FEM;SG	N;NOM;FEM;SG
julij	ιουλιος	julij	ιουλιος	N;NOM;MASC;SG	N;NOM;MASC;SG
svetovno	παγκόσμια	svetoven	παγκόσμιος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
svetovno	παγκόσμια	svetoven	παγκόσμιος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
svetovno	παγκόσμιο	svetoven	παγκόσμιος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
glede	περίπου	glede	περίπου	ADV	ADV
leto	ετος	leto	ετος	N;NOM;NEUT;SG	N;NOM;NEUT;SG
leto	έτο	leto	έτος	N;NOM;NEUT;SG	N
prvenstvo	πρωτάθλημα	prvenstvo	πρωτάθλημα	N;NOM;NEUT;SG	N;NOM;NEUT;SG
brez	χωρίς	brez	χωρίς	ADP;GEN	ADP
mesta	πόλεις	mesto	πόλη	N;NOM;NEUT;PL	N;NOM;FEM;PL
mesta	πόλεις	mesto	πόλη	N;NOM;NEUT;PL	N;NOM;FEM;PL
vojno	πόλεμο	vojna	πόλεμος	N;ACC;FEM;SG	N;ACC;MASC;SG
cerkev	τσερτς	cerkev	τσερτς	N;NOM;FEM;SG	N
cerkev	εκκλησία	cerkev	εκκλησία	N;NOM;FEM;SG	N;NOM;FEM;SG
cerkev	εκκλησια	cerkev	εκκλησιος	N;NOM;FEM;SG	N;NOM;FEM;SG
primer	υποθεση	primer	υποθεση	N;NOM;MASC;SG	N;NOM;FEM;SG
primer	υπόθεση	primer	υπόθεση	N;NOM;MASC;SG	N;NOM;FEM;SG
primer	παράδειγμα	primer	παράδειγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
primer	παραδειγμα	primer	παραδειγμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
dan	μερα	dan	μερα	N;NOM;MASC;SG	N;NOM;FEM;SG
dan	ημερα	dan	ημερα	N;NOM;MASC;SG	N;NOM;FEM;SG
dan	ημέρα	dan	ημέρα	N;NOM;MASC;SG	N;NOM;FEM;SG
imena	ονοματα	ime	όνομα	N;NOM;NEUT;PL	N;NOM;NEUT;PL
imena	ονόματα	ime	όνομα	N;NOM;NEUT;PL	N;NOM;NEUT;PL
imena	ονομασίες	ime	ονομασία	N;NOM;NEUT;PL	N;NOM;FEM;PL
velika	μεγάλη	velik	μεγάλος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
velika	μεγάλος	velik	μεγάλος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
velika	μεγάλο	velik	μεγάλος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
velika	μεγάλο	velik	μεγάλος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vedno	πάντα	vedno	πάντα	ADV	ADV
vedno	πάντοτε	vedno	πάντοτε	ADV	ADV
vedno	παντα	vedno	παντα	ADV	ADV
observatorij	παρατηρητήριο	observatorij	παρατηρητήριο	N;NOM;MASC;SG	N;NOM;NEUT;SG
občina	δήμος	občina	δήμος	N;NOM;FEM;SG	N;NOM;MASC;SG
vojna	πόλεμος	vojna	πόλεμος	N;NOM;FEM;SG	N;NOM;MASC;SG
pesmi	ποιήματα	pesem	ποίημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
pesmi	τραγούδια	pesem	τραγούδιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
tri	τρεις	trije	τρεις	NUM;NOM;FEM;PL	NUM;NOM;MASC;PL
tri	τρία	trije	τρεις	NUM;NOM;FEM;PL	NUM;NOM;NEUT;PL
tri	τρια	trije	τρεις	NUM;NOM;FEM;PL	NUM
slovenska	σλοβενική	slovenski	σλοβενικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
veliki	μεγάλη	velik	μεγάλος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
veliki	μεγάλος	velik	μεγάλος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
veliki	μεγάλο	velik	μεγάλος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
ameriški	αμερικανική	ameriški	αμερικάνικος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
ameriški	αμερικανός	ameriški	Αμερικανός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
ameriški	αμερικάνος	ameriški	αμερικάνος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
ameriški	αμερικάνικο	ameriški	Αμερικάνικος	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
slika	φωτογραφια	slika	φωτογραφια	N;NOM;FEM;SG	N;NOM;FEM;SG
slika	εικόνα	slika	εικόνα	N;NOM;FEM;SG	N;NOM;FEM;SG
slika	εικόνα	slika	εικόνα	N;NOM;FEM;SG	N;NOM;FEM;SG
slika	εικονα	slika	εικονα	N;NOM;FEM;SG	N;NOM;FEM;SG
slika	πίνακας	slika	πίνακα	N;NOM;FEM;SG	N;NOM;MASC;SG
imel	είχε	imeti	έχω	V;IPFV;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
vojske	στρατοί	vojska	στρατός	N;NOM;FEM;PL	N;NOM;MASC;PL
vojske	στρατούς	vojska	στρατός	N;NOM;FEM;PL	N;NOM;MASC;PL
vojske	στρατιές	vojska	στρατιά	N;NOM;FEM;PL	N;NOM;FEM;PL
pogosto	συχνά	pogosto	συχνά	ADV	ADV
pogosto	συχνα	pogosto	συχνα	ADV	ADV
pogosto	συχνά	pogosto	συχνά	ADV	ADV
eno	μία	en	ένας	NUM;NOM;NEUT;SG	NUM;NOM;FEM;SG
eno	ένα	en	ένας	NUM;NOM;NEUT;SG	NUM;NOM;NEUT;SG
eno	μια	en	ένας	NUM;NOM;NEUT;SG	NUM;NOM;FEM;SG
skupina	όμιλος	skupina	όμιλος	N;NOM;FEM;SG	N;NOM;MASC;SG
skupina	ομαδα	skupina	ομαδα	N;NOM;FEM;SG	N;NOM;FEM;SG
nagrada	αμοιβή	nagrada	αμοιβός	N;NOM;FEM;SG	N;NOM;FEM;SG
nagrada	έπαθλο	nagrada	έπαθλος	N;NOM;FEM;SG	N;NOM;NEUT;SG
nagrada	βραβείο	nagrada	βραβείο	N;NOM;FEM;SG	N;NOM;NEUT;SG
nagrada	βραβείο	nagrada	βραβείο	N;NOM;FEM;SG	N;NOM;NEUT;SG
priimek	επίθετο	priimek	επίθετος	N;NOM;MASC;SG	N;NOM;NEUT;SG
priimek	επώνυμο	priimek	επώνυμο	N;NOM;MASC;SG	N;NOM;NEUT;SG
izvirno	αυθεντικό	izviren	αυθεντικός	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
izvirno	αρχική	izviren	αρχικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
izvirno	αρχικό	izviren	αρχικός	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
izvirno	αρχικός	izviren	αρχικός	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
skupine	ομαδες	skupina	ομαδα	N;NOM;FEM;PL	N;NOM;FEM;PL
skupine	ομάδες	skupina	ομάδα	N;NOM;FEM;PL	N;NOM;FEM;PL
francoski	γαλλική	francoski	γαλλική	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
francoski	γαλλικό	francoski	γαλλικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
ena	μία	en	ένας	NUM;NOM;FEM;SG	NUM;NOM;FEM;SG
ena	ένα	en	ένας	NUM;NOM;FEM;SG	NUM;NOM;NEUT;SG
ena	μια	en	ένας	NUM;NOM;FEM;SG	NUM;NOM;FEM;SG
smrti	θάνατοι	smrt	θάνατος	N;NOM;FEM;PL	N;NOM;MASC;PL
divizija	διαίρεση	divizija	διαίρεση	N;NOM;FEM;SG	N;NOM;FEM;SG
pomeni	εννοώντας	pomeniti	εννοώ	V;IND;SG;3;PRS;FIN	V;IPFV;V.CVB;ACT
pomeni	σημαίνει	pomeniti	σημαίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kralj	βασιλεύς	kralj	βασιλής	N;NOM;MASC;SG	N;NOM;MASC;SG
kralj	βασιλιάς	kralj	βασιλιάς	N;NOM;MASC;SG	N;NOM;MASC;SG
eden	μία	eden	ένας	NUM;NOM;MASC;SG	NUM;NOM;FEM;SG
eden	ένα	eden	ένας	NUM;NOM;MASC;SG	NUM;NOM;NEUT;SG
eden	μια	eden	ένας	NUM;NOM;MASC;SG	NUM;NOM;FEM;SG
čas	χρόνος	čas	χρόνος	N;NOM;MASC;SG	N;NOM;MASC;SG
palomar	πάλομαρ	palomar	πάλομα	N;NOM;MASC;SG	N;NOM;NEUT;SG
skozi	μεσω	skozi	μεσω	ADP;ACC	ADP
skozi	μέσω	skozi	μέσω	ADP;ACC	ADP
ponovno	πάλι	ponovno	πάλι	ADV	ADV
ponovno	ξανά	ponovno	ξανά	ADV	ADV
ponovno	παλι	ponovno	παλι	ADV	ADV
osvojil	κατακτήσει	osvojiti	κατακτώ	V;PFV;MASC;SG;V.PTCP	V;PFV;NFIN;ACT
začel	ξεκίνησα	začeti	ξεκινώ	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
začel	άρχισε	začeti	αρχίζω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
začel	ξεκίνησε	začeti	ξεκινώ	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
decembra	δεκέμβριο	december	δεκέμβριος	N;GEN;MASC;SG	N
decembra	δεκεμβρίου	december	δεκέμβριο	N;GEN;MASC;SG	N;GEN;MASC;SG
približno	περίπου	približno	περίπου	ADV	ADV
nemški	γερμανός	nemški	γερμανός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
nemški	γερμανικό	nemški	γερμανικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
nemški	γερμανική	nemški	γερμανικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
ljudi	ανθρώπους	človek	άνθρωπος	N;ACC;MASC;PL	N;ACC;MASC;PL
države	πολιτείες	država	πολιτεία	N;NOM;FEM;PL	N;NOM;FEM;PL
države	κράτη	država	κράτος	N;NOM;FEM;PL	N;NOM;NEUT;PL
države	χώρες	država	χώρα	N;NOM;FEM;PL	N;NOM;FEM;PL
države	χωρες	država	χωρα	N;NOM;FEM;PL	N;NOM;FEM;PL
novo	νέος	nov	νέος	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
potem	τότε	potem	τότε	ADV	ADV
potem	μετά	potem	μετά	ADV	ADV
pesem	ποίημα	pesem	ποίημα	N;NOM;FEM;SG	N;NOM;NEUT;SG
pesem	τραγουδι	pesem	τραγουδι	N;NOM;FEM;SG	N;NOM;NEUT;SG
pesem	τραγούδι	pesem	τραγούδι	N;NOM;FEM;SG	N;NOM;NEUT;SG
švedska	σουηδός	švedska	σουηδός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
švedska	σουηδική	švedska	σουηδικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
švedska	σουηδικό	švedska	σουηδικός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
krog	κύκλος	krog	κύκλος	N;NOM;MASC;SG	N;NOM;MASC;SG
krog	στρογγυλό	krog	στρογγυλός	N;NOM;MASC;SG	N;NOM;NEUT;SG
krog	γύρος	krog	γύρος	N;NOM;MASC;SG	N;NOM;MASC;SG
red	τάξη	red	τάξη	N;NOM;MASC;SG	N;NOM;FEM;SG
red	παραγγελία	red	παραγγελία	N;NOM;MASC;SG	N;NOM;FEM;SG
red	κόκκινο	red	κόκκινος	N;NOM;MASC;SG	N;NOM;NEUT;SG
red	κοκκινο	red	κοκκινός	N;NOM;MASC;SG	N;NOM;NEUT;SG
član	μέλος	član	μέλος	N;NOM;MASC;SG	N;NOM;NEUT;SG
član	βουλευτής	član	βουλευτής	N;NOM;MASC;SG	N;NOM;MASC;SG
član	μελος	član	μελος	N;NOM;MASC;SG	N;NOM;NEUT;SG
nagrado	επιβράβευση	nagrada	επιβράβευση	N;ACC;FEM;SG	N;ACC;FEM;SG
nagrado	ανταμοιβή	nagrada	ανταμοιβός	N;ACC;FEM;SG	N;ACC;FEM;SG
ivan	ιβαν	ivan	ιβαν	N;NOM;MASC;SG	N;NOM;SG
knjiga	βιβλιο	knjiga	βιβλιός	N;NOM;FEM;SG	N;NOM;NEUT;SG
knjiga	βιβλίο	knjiga	βιβλίο	N;NOM;FEM;SG	N;NOM;NEUT;SG
tam	εκει	tam	εκει	ADV	ADV
tam	εκεί	tam	εκεί	ADV	ADV
medtem	εντωμεταξύ	medtem	εντωμεταξύ	ADV	ADV
sistem	συστημα	sistem	συστημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
sistem	σύστημα	sistem	σύστημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
večinoma	κυρίως	večinoma	κυρίως	ADV	ADV
večinoma	κυριως	večinoma	κυριως	ADV	ADV
večinoma	κυρίως	večinoma	κυρίως	ADV	ADV
večinoma	κυριως	večinoma	κυριως	ADV	ADV
januarja	ιανουάριο	januar	ιανουάριο	N;GEN;MASC;SG	N
živi	ζει	živeti	ζω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ford	φόρντ	ford	φόρντ	N;NOM;MASC;SG	N
julija	ιουλίου	julij	ιούλιος	N;GEN;MASC;SG	N;GEN;NEUT;SG
grad	καστρο	grad	καστρο	N;NOM;MASC;SG	N;NOM;NEUT;SG
kmalu	σύντομα	kmalu	σύντομα	ADV	ADV
septembra	σεπτεμβρίου	september	σεπτέμβριο	N;GEN;MASC;SG	N;GEN;MASC;SG
septembra	σεπτέμβριο	september	σεπτέμβριο	N;GEN;MASC;SG	N
junija	ιουνίου	junij	ιούνιος	N;GEN;MASC;SG	N;GEN;MASC;SG
način	τρόπος	način	τρόπος	N;NOM;MASC;SG	N;NOM;MASC;SG
način	τροπος	način	τροπος	N;NOM;MASC;SG	N;NOM;MASC;SG
film	ταινία	film	ταινία	N;NOM;MASC;SG	N;NOM;FEM;SG
film	ταινια	film	ταινιά	N;NOM;MASC;SG	N;NOM;FEM;SG
film	μεμβράνη	film	μεμβράνη	N;NOM;MASC;SG	N;NOM;FEM;SG
film	ταινία	film	ταινία	N;NOM;MASC;SG	N;NOM;FEM;SG
film	ταινια	film	ταινιά	N;NOM;MASC;SG	N;NOM;FEM;SG
film	φιλμ	film	φιλμ	N;NOM;MASC;SG	N;NOM;NEUT;SG
oktobra	οκτώβριο	oktober	οκτώβριο	N;GEN;MASC;SG	N
oktobra	οκτωβρίου	oktober	οκτώβριος	N;GEN;MASC;SG	N;GEN;MASC;SG
občine	δήμοι	občina	δήμος	N;NOM;FEM;PL	N;NOM;MASC;PL
vrste	ειδη	vrsta	ειδη	N;NOM;FEM;PL	N;NOM;NEUT;PL
vrste	είδη	vrsta	είδος	N;NOM;FEM;PL	N;NOM;NEUT;PL
vrste	τύποι	vrsta	τύπος	N;NOM;FEM;PL	N;NOM;MASC;PL
sveta	σβέτα	svet	σβέτα	N;NOM;MASC;SG	N
sveta	ιερό	svet	ιερός	N;NOM;MASC;SG	N;NOM;NEUT;SG
sveta	συμβούλιο	svet	συμβούλιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
kako	πώς	kako	πώς	ADV	ADV
svetovna	παγκόσμια	svetoven	παγκόσμιος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
svetovna	παγκόσμια	svetoven	παγκόσμιος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
svetovna	παγκόσμιο	svetoven	παγκόσμιος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
marca	μαρτίου	marec	μάρτιος	N;GEN;MASC;SG	N;GEN;MASC;SG
marca	μάρτιο	marec	μάρτιο	N;GEN;MASC;SG	N
sin	γιος	sin	γιος	N;NOM;MASC;SG	N;NOM;MASC;SG
sin	υιός	sin	υιός	N;NOM;MASC;SG	N;NOM;MASC;SG
verjetno	πιθανόν	verjetno	πιθανώς	ADV	ADV
verjetno	πιθανώς	verjetno	πιθανώς	ADV	ADV
pot	μονοπάτι	pot	μονοπάτι	N;NOM;FEM;SG	N;NOM;NEUT;SG
pot	οδός	pot	οδός	N;NOM;FEM;SG	N;NOM;FEM;SG
pot	δρομολόγιο	pot	δρομολόγιο	N;NOM;FEM;SG	N;NOM;NEUT;SG
pot	οδός	pot	οδός	N;NOM;FEM;SG	N;NOM;FEM;SG
pot	δρόμος	pot	δρόμος	N;NOM;FEM;SG	N;NOM;MASC;SG
pot	τρόπος	pot	τρόπος	N;NOM;FEM;SG	N;NOM;MASC;SG
pot	τροπος	pot	τροπος	N;NOM;FEM;SG	N;NOM;MASC;SG
houten	χάουτεν	houten	χάου	N;NOM;MASC;SG	N
avgusta	αύγουστο	avgust	αύγουστος	N;GEN;MASC;SG	N
avgusta	αυγούστου	avgust	αυγούστος	N;GEN;MASC;SG	N;GEN;MASC;SG
aprila	απρίλιο	april	απρίλιο	N;GEN;MASC;SG	N
aprila	απρίλη	april	απρίλιος	N;GEN;MASC;SG	N
aprila	απριλίου	april	απρίλιος	N;GEN;MASC;SG	N;GEN;MASC;SG
aprila	έιπριλ	april	έιπριλ	N;GEN;MASC;SG	N
vsebuje	περιέχει	vsebovati	περιέχω	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
umrl	πέθανε	umreti	πεθαίνω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
umrl	πεθάνει	umreti	πεθαίνω	V;PFV;MASC;SG;V.PTCP	V;PFV;NFIN;ACT
umrl	απεβίωσε	umreti	αποβιώνω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
umrl	πέθανε	umreti	πεθαίνω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
umrl	πεθανε	umreti	πεθαίνω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
večina	πλειοψηφία	večina	πλειοψηφία	N;NOM;FEM;SG	N;NOM;FEM;SG
večina	πλειονότητα	večina	πλειονότητα	N;NOM;FEM;SG	N;NOM;FEM;SG
razvoj	αναπτυξη	razvoj	αναπτυξη	N;NOM;MASC;SG	N;NOM;FEM;SG
razvoj	εξελιξη	razvoj	εξελιξη	N;NOM;MASC;SG	N;NOM;FEM;SG
velike	μεγάλα	velik	μεγάλος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL
velike	μεγάλα	velik	μεγάλος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL
imela	είχε	imeti	έχω	V;IPFV;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
uradna	επίσημο	uraden	επίσημος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
uradna	επίσημη	uraden	επίσημος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
album	δίσκος	album	δίσκος	N;NOM;MASC;SG	N;NOM;MASC;SG
album	άλμπουμ	album	άλμπουμ	N;NOM;MASC;SG	N;MASC;SG
ampak	αλλά	ampak	αλλά	CONJ	CONJ
novembra	νοεμβρίου	november	νόεμβριος	N;GEN;MASC;SG	N;GEN;MASC;SG
napisal	έγραψε	napisati	γράφω	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
roman	μυθιστόρημα	roman	μυθιστόρημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
roman	νουβέλα	roman	νουβέλα	N;NOM;MASC;SG	N;NOM;FEM;SG
vojska	στρατός	vojska	στρατός	N;NOM;FEM;SG	N;NOM;MASC;SG
vojska	στρατός	vojska	στρατός	N;NOM;FEM;SG	N;NOM;MASC;SG
italijanski	ιταλική	italijanski	ιταλικός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
italijanski	ιταλικό	italijanski	ιταλικός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
znan	γνωστή	znan	γνωστός	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
