dan	og	dan	og	CONJ	CONJ
besar	stort	besar	stor	ADJ;SG	ADJ;INDF;NEUT;SG
besar	stor	besar	stor	ADJ;SG	ADJ;INDF;SG
besar	stort	besar	stor	ADJ;SG	ADJ;INDF;NEUT;SG
besar	flott	besar	flott	ADJ;SG	ADJ;INDF;NEUT;SG
besar	supert	besar	super	ADJ;SG	ADJ;INDF;NEUT;SG
besar	kjempefint	besar	kjempefint	ADJ;SG	ADJ;INDF;NEUT;SG
film	movie	film	movie	N;SG	N;INDF
film	film	film	film	N;SG	N;INDF;MASC;SG
film	film	film	film	N;SG	N;INDF;MASC;SG
film	kino	film	kino	N;SG	N;INDF;MASC;SG
kelas	klasse	kelas	klasse	N;SG	N;INDF;FEM;SG
kelas	klassen	kelas	klasse	N;SG	N;DEF;MASC;SG
kecamatan	distriktet	kecamatan	distrikt	N;SG	N;DEF;NEUT;SG
kecamatan	distrikt	kecamatan	distrikt	N;SG	N;INDF;NEUT;SG
salah	falsk	salah	falsk	N;SG	N;INDF;MASC;SG
salah	falskt	salah	falskje	N;SG	N;INDF;NEUT;SG
salah	salah	salah	salah	N;SG	N;DEF;FEM;SG
negara	fedreland	negara	fedreland	N;SG	N;INDF;NEUT;SG
negara	landet	negara	land	N;SG	N;DEF;NEUT;SG
negara	land	negara	land	N;SG	N;INDF;NEUT;SG
negara	country	negara	country	N;SG	N;INDF
negara	stat	negara	stat	N;SG	N;INDF;MASC;SG
negara	staten	negara	stat	N;SG	N;DEF;MASC;SG
negara	tilstand	negara	tilstand	N;SG	N;INDF;MASC;SG
negara	delstat	negara	delstat	N;SG	N;INDF;MASC;SG
negara	land	negara	land	N;SG	N;INDF;NEUT;SG
biasanya	vanligvis	biasanya	vanligvis	ADV	ADV
biasanya	vanligvis	biasanya	vanligvis	ADV	ADV
biasanya	vanligvis	biasanya	vanligvis	ADV	ADV
kemudian	deretter	kemudian	deretter	ADV	ADV
kemudian	så	kemudian	så	ADV	ADV
kemudian	da	kemudian	da	ADV	ADV
kabupaten	regency	kabupaten	regency	N;SG	N
kabupaten	county	kabupaten	county	N;SG	N;INDF;SG
kabupaten	fylke	kabupaten	fylke	N;SG	N;INDF;NEUT;SG
kabupaten	distriktet	kabupaten	distrikt	N;SG	N;DEF;NEUT;SG
kabupaten	distrikt	kabupaten	distrikt	N;SG	N;INDF;NEUT;SG
kumbang	marihøne	kumbang	marihøn	N	N;INDF;FEM;SG
kumbang	biller	kumbang	bille	N	N;INDF;FEM;PL
kumbang	bille	kumbang	bille	N	N;INDF;FEM;SG
lalat	fly	lalat	fly	N;SG	N;INDF;NEUT;SG
lalat	flue	lalat	fluge	N;SG	N;INDF;MASC;SG
ordo	ordo	ordo	ordo	N	N;INDF;MASC;SG
isi	innhold	isi	innhold	N;SG	N;INDF;NEUT;SG
isi	innhald	isi	innhald	N;SG	N;INDF;NEUT;SG
isi	innholdet	isi	innhold	N;SG	N;DEF;NEUT;SG
isi	innhold	isi	innhold	N;SG	N;INDF;NEUT;SG
isi	fyll	isi	fyll	N;SG	N;INDF;NEUT;SG
daftar	liste	daftar	liste	N;SG	N;INDF;FEM;SG
daftar	list	daftar	list	N;SG	N;INDF;FEM;SG
daftar	listen	daftar	list	N;SG	N;DEF;MASC;SG
baru	ny	baru	ny	ADJ;SG	ADJ;INDF;SG
baru	nytt	baru	ny	ADJ;SG	ADJ;INDF;NEUT;SG
antara	mellom	antara	mellom	ADP	ADP
barat	west	barat	west	N;SG	N;INDF;MASC;SG
barat	vesten	barat	vest	N;SG	N;DEF;MASC;SG
barat	western	barat	western	N;SG	N
wilayah	areal	wilayah	areal	N;SG	N;INDF;NEUT;SG
wilayah	område	wilayah	område	N;SG	N;INDF;NEUT;SG
wilayah	området	wilayah	område	N;SG	N;DEF;NEUT;SG
wilayah	area	wilayah	area	N;SG	N;INDF;MASC;SG
wilayah	region	wilayah	region	N;SG	N;INDF;MASC;SG
wilayah	territoriet	wilayah	territorium	N;SG	N;DEF;NEUT;SG
wilayah	territorium	wilayah	territorium	N;SG	N;INDF;NEUT;SG
tanggal	årstall	tanggal	årstall	N;SG;ACT	N;INDF;MASC;SG
tanggal	dato	tanggal	dato	N;SG;ACT	N;INDF;MASC;SG
tanggal	date	tanggal	date	N;SG;ACT	N;INDF;MASC;SG
tanggal	dato	tanggal	dato	N;SG;ACT	N;INDF;MASC;SG
tanggal	stevnemøter	tanggal	stevnemøte	N;SG;ACT	N;INDF;NEUT;SG
dunia	verdens	dunia	verd	N;SG	N;GEN;DEF;MASC;SG
dunia	world	dunia	world	N;SG	N
dunia	dunia	dunia	dunia	N;SG	N;INDF;SG
dunia	worlds	dunia	world	N;SG	N
timur	øst	timur	øs	N;SG	N;INDF;NEUT;SG
timur	timur	timur	timur	N;SG	N;INDF;MASC;SG
timur	østlig	timur	østlig	N;SG	N;INDF;MASC;SG
timur	øst	timur	øs	N;SG	N;INDF;NEUT;SG
tempat	spisested	tempat	spisested	N;SG	N;INDF;MASC;SG
tempat	place	tempat	place	N;SG	N
tempat	spisesteder	tempat	spisestede	N;SG	N;INDF;MASC;SG
dua	to	dua	to	NUM	NUM;PL
selatan	southern	selatan	southern	N;SG	N;INDF;NEUT;SG
selatan	syd	selatan	syd	N;SG	N;INDF;MASC;SG
selatan	syden	selatan	syde	N;SG	N;DEF;MASC;SG
animalia	animalia	animalia	animalia	N	N;DEF;NEUT;SG
september	september	september	september	N;SG	N;INDF;MASC;SG
anak	anak	anak	anak	N;SG	N
anak	sønn	anak	sønn	N;SG	N;INDF;MASC;SG
anak	son	anak	son	N;SG	N;INDF;MASC;SG
anak	child	anak	child	N;SG	N
anak	barnet	anak	barn	N;SG	N;DEF;NEUT;SG
species	art	species	art	N	N;INDF;MASC;SG
species	arter	species	arter	N	N;INDF;FEM;PL
hidup	liv	hidup	liv	N;SG	N;INDF;NEUT;SG
hidup	livet	hidup	liv	N;SG	N;DEF;NEUT;SG
hidup	life	hidup	life	N;SG	N;INDF;MASC;SG
hidup	levende	hidup	levende	N;SG	N;INDF;NEUT;SG
hidup	alive	hidup	alive	N;SG	N
lagu	sang	lagu	sang	N;SG	N;INDF;MASC;SG
lagu	låt	lagu	låt	N;SG	N;INDF;MASC;SG
lagu	sangen	lagu	sang	N;SG	N;DEF;MASC;SG
lagu	song	lagu	song	N;SG	N;INDF;MASC;SG
lagu	sanger	lagu	sanger	N;SG	N;INDF;MASC;SG
lagu	songs	lagu	song	N;SG	N;INDF;NEUT;SG
daerah	distriktet	daerah	distrikt	N;SG	N;DEF;NEUT;SG
daerah	distrikt	daerah	distrikt	N;SG	N;INDF;NEUT;SG
daerah	areal	daerah	areal	N;SG	N;INDF;NEUT;SG
daerah	område	daerah	område	N;SG	N;INDF;NEUT;SG
daerah	området	daerah	område	N;SG	N;DEF;NEUT;SG
daerah	area	daerah	area	N;SG	N;INDF;MASC;SG
daerah	region	daerah	region	N;SG	N;INDF;MASC;SG
daerah	county	daerah	county	N;SG	N;INDF;SG
daerah	fylke	daerah	fylke	N;SG	N;INDF;NEUT;SG
daerah	seksjonen	daerah	seksjon	N;SG	N;DEF;MASC;SG
daerah	seksjon	daerah	seksjon	N;SG	N;INDF;MASC;SG
daerah	delen	daerah	del	N;SG	N;DEF;MASC;SG
sekolah	skolen	sekolah	skole	N;SG	N;DEF;MASC;SG
sekolah	skole	sekolah	skole	N;SG	N;INDF;MASC;SG
sekolah	skulen	sekolah	skule	N;SG	N;DEF;MASC;SG
sekolah	skule	sekolah	skule	N;SG	N;INDF;MASC;SG
sekolah	skolegang	sekolah	skolegang	N;SG	N;INDF;MASC;SG
hanya	berre	hanya	berre	ADV	ADV
hanya	bare	hanya	bare	ADV	ADV
hanya	berre	hanya	berre	ADV	ADV
hanya	akkurat	hanya	akkurat	ADV	ADV
hanya	bare	hanya	bare	ADV	ADV
hanya	nettopp	hanya	nettopp	ADV	ADV
air	waters	air	waters	N;SG	N;INDF;MASC;SG
air	farvann	air	farvann	N;SG	N;INDF;MASC;SG
air	luft	air	luft	N;SG	N;INDF;FEM;SG
air	air	air	air	N;SG	N
hari	dag	hari	dag	N;SG	N;INDF;MASC;SG
hari	dagen	hari	dag	N;SG	N;DEF;MASC;SG
hari	day	hari	day	N;SG	N;INDF;SG
hari	days	hari	days	N;SG	N;INDF;MASC;SG
hingga	inntil	hingga	inntil	ADP	ADP
sampai	inntil	sampai	inntil	ADP	ADP
kali	kali	kali	kali	N;SG	N;INDF;MASC;SG
kali	tid	kali	tid	N;SG	N;INDF;FEM;SG
kali	klokkeslett	kali	klokkeslett	N;SG	N;INDF;FEM;SG
kali	gang	kali	gang	N;SG	N;INDF;MASC;SG
kali	times	kali	time	N;SG	N;GEN;INDF;MASC;SG
sama	likestilt	sama	likestille	ADJ;SG	ADJ;INDF;SG;V.PTCP
sama	like	sama	lik	ADJ;SG	ADJ;SG
sama	likeverdig	sama	likeverdig	ADJ;SG	ADJ;INDF;NEUT;SG
album	album	album	album	N;SG	N;INDF;NEUT;SG
album	albumet	album	album	N;SG	N;DEF;NEUT;SG
album	album	album	album	N;SG	N;INDF;NEUT;SG
hal	thing	hal	thing	N;SG	N;INDF;MASC;SG
hal	tingen	hal	ting	N;SG	N;DEF;MASC;SG
hal	greie	hal	greie	N;SG	N;INDF;FEM;SG
hal	stuff	hal	stuff	N;SG	N;INDF;SG
hal	hal	hal	hal	N;SG	N;INDF;MASC;SG
hal	things	hal	things	N;SG	N
panjang	lenge	panjang	lenge	ADJ;SG	ADJ
panjang	lang	panjang	lang	ADJ;SG	ADJ;INDF;SG
anggota	medlem	anggota	medlem	N;SG	N;INDF;MASC;SG
anggota	medlemmet	anggota	medlem	N;SG	N;DEF;NEUT;SG
lainnya	annet	lainnya	annet	N	N;INDF;NEUT;SG
lainnya	annen	lainnya	annen	N	N;INDF;MASC;SG
lainnya	fler	lainnya	fler	N	N;INDF;NEUT;SG
lainnya	mer	lainnya	mer	N	N;INDF;MASC;SG
lainnya	mere	lainnya	mere	N	N;INDF;MASC;SG
menggunakan	bruke	mengunakan	bruke	V;SG;ACT	V;NFIN
menggunakan	bruker	mengunakan	bruke	V;SG;ACT	V;IND;PRS;FIN
menggunakan	bruke	mengunakan	bruke	V;SG;ACT	V;NFIN
menggunakan	bruker	mengunakan	bruke	V;SG;ACT	V;IND;PRS;FIN
disebut	ringte	disebut	ringje	V;SG;PASS	V;IND;PST;FIN
kembali	returnere	kembali	returnere	V;SG;ACT	V;NFIN
sudah	allerede	sudah	allerede	ADV;SG;ACT	ADV
sudah	allereie	sudah	allereie	ADV;SG;ACT	ADV
masih	framleis	masih	framleis	ADV	ADV
masih	likevel	masih	likevel	ADV	ADV
lihat	skjønner	lihat	skjønne	V;SG;ACT	V;IND;PRS;FIN
lihat	sjå	lihat	sjå	V;SG;ACT	V;IMP;FIN
tinggi	høgt	tinggi	høg	ADJ;SG	ADJ;INDF;NEUT;SG
waktu	tid	waktu	tid	N;SG	N;INDF;FEM;SG
waktu	klokkeslett	waktu	klokkeslett	N;SG	N;INDF;FEM;SG
waktu	gang	waktu	gang	N;SG	N;INDF;MASC;SG
jenis	kind	jenis	kind	N;SG	N;INDF;MASC;SG
jenis	typen	jenis	type	N;SG	N;DEF;MASC;SG
jenis	type	jenis	type	N;SG	N;INDF;MASC;SG
jakarta	jakarta	jakarta	jakarta	N;SG	N;INDF;MASC;SG
bulan	måne	bulan	måne	N;SG	N;INDF;MASC;SG
bulan	månen	bulan	måne	N;SG	N;DEF;MASC;SG
bulan	moon	bulan	moon	N;SG	N;INDF;SG
bulan	månedsvis	bulan	månedsvis	N;SG	N;INDF;MASC;SG
bulan	måneden	bulan	måned	N;SG	N;DEF;MASC;SG
bulan	måned	bulan	måned	N;SG	N;INDF;MASC;SG
departemen	avdeling	departemen	avdeling	N;SG	N;INDF;FEM;SG
departemen	department	departemen	department	N;SG	N;INDF;NEUT;SG
departemen	departement	departemen	departement	N;SG	N;INDF;NEUT;SG
situs	nettsted	situs	nettsted	N;SG	N;INDF;NEUT;SG
situs	nettstedet	situs	nettsted	N;SG	N;DEF;NEUT;SG
situs	site	situs	sitje	N;SG	N;INDF;MASC;SG
situs	nettsteder	situs	nettstede	N;SG	N;INDF;MASC;SG
laba	profitt	laba	profitt	N;SG	N;INDF;MASC;SG
laba	fortjeneste	laba	fortjeneste	N;SG	N;INDF;FEM;SG
laba	edderkopp	laba	edderkopp	N;SG	N;INDF;MASC;SG
laba	edderkoppen	laba	edderkopp	N;SG	N;DEF;MASC;SG
laba	spider	laba	spider	N;SG	N;INDF;FEM;SG
membuat	opprette	menbuat	opprette	V;SG;ACT	V;NFIN
membuat	skape	menbuat	skape	V;SG;ACT	V;IMP;NFIN
membuat	opprette	menbuat	opprette	V;SG;ACT	V;NFIN
membuat	skape	menbuat	skape	V;SG;ACT	V;IMP;NFIN
membuat	lage	menbuat	lage	V;SG;ACT	V;NFIN
sementara	mens	sementara	mens	CONJ	CONJ
mulai	begynne	mulai	begynne	V;SG;ACT	V;NFIN
mulai	starte	mulai	starte	V;SG;ACT	V;NFIN
mulai	begynne	mulai	begynne	V;SG;ACT	V;NFIN
mulai	starter	mulai	starte	V;SG;ACT	V;IND;PRS;FIN
mulai	begynner	mulai	begynne	V;SG;ACT	V;IND;PRS;FIN
resmi	offisielt	resmi	offisiell	ADJ;SG	ADJ;INDF;NEUT;SG
resmi	offisiell	resmi	offisiell	ADJ;SG	ADJ;INDF;SG
resmi	autorisert	resmi	autorisere	ADJ;SG	ADJ;INDF;SG;V.PTCP
database	databaser	database	databas	N	N;INDF;FEM;PL
database	database	database	database	N	N;INDF;MASC;SG
sekitar	om	sekitar	om	ADP	ADP
sekitar	rundt	sekitar	rundt	ADP	ADP
sekitar	omkring	sekitar	omkring	ADP	ADP
udara	luft	udara	luft	N;SG	N;INDF;FEM;SG
udara	air	udara	air	N;SG	N
melalui	via	melalui	via	ADP	ADP
melalui	gjennom	melalui	gjennom	ADP	ADP
melalui	igjennom	melalui	igjennom	ADP	ADP
nasional	nasjonal	nasional	nasjonal	ADJ;SG	ADJ;INDF;SG
nasional	nasjonalt	nasional	nasjonal	ADJ;SG	ADJ;INDF;NEUT;SG
sekarang	nå	sekarang	nå	ADV	ADV
perang	krigføring	perang	krigføring	N;SG	N;INDF;FEM;SG
perang	krigen	perang	krig	N;SG	N;DEF;MASC;SG
perang	krig	perang	krig	N;SG	N;INDF;MASC;SG
tentang	om	tentang	om	ADP;SG;ACT	ADP
pulau	pulau	pulau	pulau	N;SG	N;INDF;NEUT;SG
pulau	øya	pulau	øy	N;SG	N;DEF;FEM;SG
pulau	island	pulau	island	N;SG	N;INDF;NEUT;SG
pulau	øy	pulau	øy	N;SG	N;INDF;FEM;SG
rumah	hjem	rumah	hjem	N;SG	N;INDF;NEUT;SG
rumah	hjemmet	rumah	hjem	N;SG	N;DEF;NEUT;SG
rumah	home	rumah	home	N;SG	N;INDF;NEUT;SG
rumah	hus	rumah	hus	N;SG	N;INDF;NEUT;SG
rumah	house	rumah	house	N;SG	N;INDF;MASC;SG
rumah	huset	rumah	hus	N;SG	N;DEF;NEUT;SG
rumah	hus	rumah	hus	N;SG	N;INDF;NEUT;SG
pendidikan	utdannelse	pendidikan	utdannelse	N;SG	N;INDF;MASC;SG
pendidikan	utdanning	pendidikan	utdanning	N;SG	N;INDF;FEM;SG
laut	marinesoldat	laut	marinesoldat	N;SG	N;INDF;MASC;SG
laut	marine	laut	marin	N;SG	N;INDF;MASC;SG
laut	sjøs	laut	sjøs	N;SG	N;INDF;MASC;SG
laut	sea	laut	seie	N;SG	N;INDF;MASC;SG
laut	hav	laut	hav	N;SG	N;INDF;NEUT;SG
laut	havet	laut	hav	N;SG	N;DEF;NEUT;SG
laut	hav	laut	hav	N;SG	N;INDF;NEUT;SG
laut	ocean	laut	ocean	N;SG	N
tim	tim	tim	tim	N;SG	N
tim	teamene	tim	team	N;SG	N;INDF;MASC;SG
tim	team	tim	team	N;SG	N;INDF;NEUT;SG
tim	lag	tim	lag	N;SG	N;INDF;NEUT;SG
tim	laget	tim	lag	N;SG	N;DEF;NEUT;SG
tim	team	tim	team	N;SG	N;INDF;NEUT;SG
sistem	systemet	sistem	system	N;SG	N;DEF;NEUT;SG
sistem	system	sistem	system	N;SG	N;INDF;NEUT;SG
sistem	systems	sistem	systems	N;SG	N;INDF;SG
sistem	system	sistem	system	N;SG	N;INDF;NEUT;SG
termasuk	inkluderes	termasuk	inkluderes	V	V;FIN
termasuk	inkluderte	termasuk	inkludere	V	V;IND;PST;FIN
termasuk	inkluderer	termasuk	inkludere	V	V;IND;PRS;FIN
termasuk	inkludere	termasuk	inkludere	V	V;NFIN
termasuk	inkluderer	termasuk	inkludere	V	V;IND;PRS;FIN
termasuk	omfatter	termasuk	omfatter	V	V;IND;PRS;FIN
semua	all	semua	all	DET	DET;MASC;SG
larva	larve	larva	larv	N	N;INDF;NEUT;SG
terhadap	mot	terhadap	mot	ADP	ADP
batang	stilk	batang	stilk	N;SG	N;INDF;NEUT;SG
matahari	sun	matahari	sun	N;SG	N;INDF;NEUT;SG
matahari	sol	matahari	sol	N;SG	N;INDF;MASC;SG
matahari	søn	matahari	søn	N;SG	N;INDF;MASC;SG
presiden	president	presiden	president	N;SG	N;INDF;MASC;SG
presiden	presidenten	presiden	president	N;SG	N;DEF;MASC;SG
masyarakat	fellesskap	masyarakat	fellesskap	N;SG	N;INDF;NEUT;SG
masyarakat	samfunnet	masyarakat	samfunn	N;SG	N;DEF;NEUT;SG
masyarakat	samfunn	masyarakat	samfunn	N;SG	N;INDF;NEUT;SG
masyarakat	fellesskapet	masyarakat	fellesskap	N;SG	N;DEF;NEUT;SG
masyarakat	society	masyarakat	society	N;SG	N;INDF;NEUT;SG
masyarakat	samfunnet	masyarakat	samfunn	N;SG	N;DEF;NEUT;SG
masyarakat	samfunn	masyarakat	samfunn	N;SG	N;INDF;NEUT;SG
masyarakat	samfunn	masyarakat	samfunn	N;SG	N;INDF;NEUT;SG
pernah	aldri	pernah	aldri	ADV	ADV
tiga	tre	tiga	tre	NUM	NUM;PL
jalan	veien	jalan	vie	N;SG;ACT	N;DEF;MASC;SG
jalan	road	jalan	road	N;SG;ACT	N;INDF;MASC;SG
jalan	vei	jalan	vei	N;SG;ACT	N
musik	music	musik	music	N;SG	N;INDF;MASC;SG
musik	musikk	musik	musikk	N;SG	N;INDF;MASC;SG
musik	musical	musik	musical	N;SG	N
musik	musikal	musik	musikal	N;SG	N;INDF;MASC;SG
planet	planet	planet	plan	N;SG	N;DEF;NEUT;SG
umum	generell	umum	generell	ADJ;SG	ADJ;INDF;SG
umum	generelt	umum	generell	ADJ;SG	ADJ;INDF;NEUT;SG
kerusakan	ødeleggelse	kerusakan	ødeleggelse	N;SG	N;INDF;MASC;SG
kerusakan	ødeleggelser	kerusakan	ødeleggelse	N;SG	N;INDF;NEUT;SG
kerusakan	skade	kerusakan	skade	N;SG	N;INDF;MASC;SG
kerusakan	erstatning	kerusakan	erstatning	N;SG	N;INDF;FEM;SG
kecil	lite	kecil	lite	ADJ;SG	ADJ;INDF;NEUT;SG
kecil	smått	kecil	liten	ADJ;SG	ADJ;INDF;NEUT;SG
kecil	liten	kecil	liten	ADJ;SG	ADJ;INDF;MASC;SG
kecil	lite	kecil	lite	ADJ;SG	ADJ;INDF;NEUT;SG
kecil	liten	kecil	liten	ADJ;SG	ADJ;INDF;MASC;SG
kecil	mindreårig	kecil	mindreårig	ADJ;SG	ADJ;INDF;NEUT;SG
menteri	sekretær	menteri	sekretær	N;SG	N;INDF;MASC;SG
menteri	minister	menteri	minister	N;SG	N;INDF;MASC;SG
menteri	ministre	menteri	ministre	N;SG	N;INDF;MASC;SG
lagi	igjen	lagi	igjen	ADV	ADV
jumlah	sum	jumlah	sum	N;SG	N;INDF;MASC;SG
jumlah	summen	jumlah	sum	N;SG	N;DEF;MASC;SG
jumlah	mengde	jumlah	mengde	N;SG	N
jumlah	beløp	jumlah	beløp	N;SG	N;INDF;NEUT;SG
jumlah	mengde	jumlah	mengde	N;SG	N
jumlah	antall	jumlah	antall	N;SG	N;INDF;NEUT;SG
jumlah	kvantitet	jumlah	kvantitet	N;SG	N;INDF;MASC;SG
kata	says	kata	says	N;SG	N
kata	said	kata	said	N;SG	N
kata	word	kata	word	N;SG	N;INDF;NEUT;SG
kata	æresord	kata	æresord	N;SG	N;INDF;NEUT;SG
kata	words	kata	words	N;SG	N
kata	kata	kata	kat	N;SG	N;INDF;NEUT;SG
penduduk	beboer	penduduk	beboer	N;SG	N;INDF;MASC;SG
penduduk	beboere	penduduk	beboere	N;SG	N;INDF;MASC;SG
penduduk	befolkningen	penduduk	befolkning	N;SG	N;DEF;MASC;SG
penduduk	befolkning	penduduk	befolkning	N;SG	N;INDF;FEM;SG
bawah	nederst	bawah	nederst	N;SG	N;INDF;MASC;SG
bawah	bottom	bawah	bottom	N;SG	N;INDF;MASC;SG
bawah	bunnen	bawah	bunn	N;SG	N;DEF;MASC;SG
bawah	bunn	bawah	bunne	N;SG	N;INDF;MASC;SG
sebelum	før	sebelum	før	ADP	ADP
awal	tidig	awal	tidig	ADJ;SG	ADJ;INDF;SG
awal	tidlig	awal	tidlig	ADJ;SG	ADJ;INDF;NEUT;SG
awal	tidleg	awal	tidleg	ADJ;SG	ADJ;INDF;NEUT;SG
terjadi	hendte	terjadi	hende	V;SG;PASS	V;IND;PST;FIN
terjadi	skjedde	terjadi	skje	V;SG;PASS	V;IND;PST;FIN
terjadi	skjedd	terjadi	skje	V;SG;PASS	V;V.PTCP
data	data	data	data	N;SG	N;INDF;NEUT;SG
terdiri	består	terdiri	bestå	V;SG;PASS	V;IND;PRS;FIN
terdiri	bestå	terdiri	bestå	V;SG;PASS	V;IMP;FIN
artikel	artikkel	artikel	artikkel	N;SG	N;INDF;MASC;SG
artikel	artikkelen	artikel	artikkel	N;SG	N;DEF;MASC;SG
tanduk	gevir	tanduk	gevir	N	N;INDF;NEUT;SG
tanduk	gevir	tanduk	gevir	N	N;INDF;NEUT;SG
tanduk	horn	tanduk	horn	N	N;INDF;NEUT;SG
tanduk	horn	tanduk	horn	N	N;INDF;NEUT;SG
karya	mesterverk	karya	mesterverk	N;SG	N;INDF;MASC;SG
karya	mesterverket	karya	mesterverk	N;SG	N;DEF;NEUT;SG
karya	funker	karya	funker	N;SG	N;INDF;MASC;SG
tanah	land	tanah	land	N;SG	N;INDF;NEUT;SG
tanah	jord	tanah	jord	N;SG	N;INDF;FEM;SG
tanah	solis	tanah	solis	N;SG	N
tanah	lander	tanah	land	N;SG	N;INDF;MASC;SG
tanah	lende	tanah	lende	N;SG	N;INDF;NEUT;SG
tanah	bakken	tanah	bakke	N;SG	N;DEF;MASC;SG
tanah	marka	tanah	marka	N;SG	N;INDF;MASC;SG
tanah	ground	tanah	ground	N;SG	N;INDF;MASC;SG
jpg	jpg	jpg	jpg	N	N;INDF;MASC;SG
abad	abad	abad	abad	N;SG	N;INDF;MASC;SG
abad	århundre	abad	århundre	N;SG	N;INDF;NEUT;SG
perusahaan	corporation	perusahaan	corporation	N;SG	N;INDF;MASC;SG
perusahaan	firma	perusahaan	firme	N;SG	N;INDF;NEUT;SG
perusahaan	selskap	perusahaan	selskap	N;SG	N;INDF;NEUT;SG
perusahaan	kompani	perusahaan	kompani	N;SG	N;INDF;NEUT;SG
perusahaan	bedrift	perusahaan	bedrift	N;SG	N;INDF;FEM;SG
perusahaan	arbeidsgiverne	perusahaan	arbeidsgivern	N;SG	N;INDF;NEUT;SG
perusahaan	arbeidsgiver	perusahaan	arbeidsgiv	N;SG	N;INDF;FEM;SG
style	stil	style	stil	N	N;INDF;MASC;SG
cukup	nok	cukup	nok	ADV	ADV
januari	januar	januari	januar	N;SG	N;INDF;MASC;SG
maret	marsjer	maret	marsje	N;SG	N;INDF;MASC;SG
maret	march	maret	march	N;SG	N
maret	marsj	maret	marsj	N;SG	N;INDF;MASC;SG
maret	mars	maret	mars	N;SG	N;INDF;MASC;SG
musim	sesong	musim	sesong	N;SG	N;INDF;MASC;SG
musim	sesongen	musim	sesong	N;SG	N;DEF;MASC;SG
musim	årstid	musim	årstid	N;SG	N;INDF;FEM;SG
musim	seasons	musim	seasons	N;SG	N;INDF;NEUT;SG
musim	sesonger	musim	sesonger	N;SG	N;INDF;MASC;SG
bola	bola	bola	bol	N;SG	N;DEF;FEM;SG
