una	egy	uno	egy	DET;INDF;FEM;SG	DET;INDF
historia	történelme	historia	történelem	N;FEM;SG	N;NOM;SG
historia	történelem	historia	történel	N;FEM;SG	N;NOM;SG
club	klub	club	klub	N;MASC;SG	N;NOM;SG
cual	ami	cual	ami	PRO;SG	PRO;NOM;SG;3
cual	amely	cual	amely	PRO;SG	PRO;NOM;SG;3
universidad	egyetem	universidad	egyetem	N;FEM;SG	N;NOM;SG
universidad	kollégium	universidad	kollégium	N;FEM;SG	N;NOM;SG
universidad	főiskola	universidad	főiskola	N;FEM;SG	N;NOM;SG
universidad	egyetem	universidad	egyetem	N;FEM;SG	N;NOM;SG
forma	alakja	forma	alak	N;FEM;SG	N;NOM;SG
forma	forma	forma	forma	N;FEM;SG	N;NOM;SG
forma	formát	forma	forma	N;FEM;SG	N;ACC;SG
forma	alakzat	forma	alakzat	N;FEM;SG	N;NOM;SG
forma	űrlap	forma	űrlap	N;FEM;SG	N;NOM;SG
forma	forma	forma	forma	N;FEM;SG	N;NOM;SG
forma	formájában	forma	forma	N;FEM;SG	N;IN+ESS;SG
forma	nyomtatvány	forma	nyomtatvány	N;FEM;SG	N;NOM;SG
grupo	csoport	grupo	csoport	N;MASC;SG	N;NOM;SG
grupo	csoportban	grupo	csoport	N;MASC;SG	N;IN+ESS;SG
general	tábornok	general	tábornok	N;SG	N;NOM;SG
guerra	háború	guerra	háború	N;FEM;SG	N;NOM;SG
guerra	hadviselés	guerra	hadviselés	N;FEM;SG	N;NOM;SG
aunque	bár	aunque	bár	CONJ	CONJ
aunque	bár	aunque	bár	CONJ	CONJ
tras	után	tras	után	ADP	ADP
familia	családi	familia	családi	N;FEM;SG	N;NOM;SG
familia	családtag	familia	családtag	N;FEM;SG	N;NOM;SG
familia	család	familia	család	N;FEM;SG	N;NOM;SG
además	egyben	además	egyben	ADV	ADV
tiempo	időjárás	tiempo	időjárás	N;MASC;SG	N;NOM;SG
tiempo	ideje	tiempo	idő	N;MASC;SG	N;NOM;SG
tiempo	időpont	tiempo	időpont	N;MASC;SG	N;NOM;SG
tiempo	idő	tiempo	idő	N;MASC;SG	N;NOM;SG
provincia	tartomány	provincia	tartomány	N;FEM;SG	N;NOM;SG
provincia	tartományban	provincia	tartomány	N;FEM;SG	N;IN+ESS;SG
partido	buli	partido	buli	N;MASC;SG	N;NOM;SG
partido	mérkőzés	partido	mérkőzés	N;MASC;SG	N;NOM;SG
partido	egyezés	partido	egyezés	N;MASC;SG	N;NOM;SG
partido	találat	partido	találat	N;MASC;SG	N;NOM;SG
partido	meccs	partido	meccs	N;MASC;SG	N;NOM;SG
partido	gyufa	partido	gyufa	N;MASC;SG	N;NOM;SG
contra	ellen	contra	ellen	ADP	ADP
encuentra	találni	encontrar	talál	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
encuentra	megtalálni	encontrar	meg+talál	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
encuentra	talál	encontrar	talál	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
encuentra	megtalálja	encontrar	meg+talál	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
municipio	község	municipio	község	N;MASC;SG	N;NOM;SG
municipio	település	municipio	település	N;MASC;SG	N;NOM;SG
municipio	önkormányzat	municipio	önkormányzat	N;MASC;SG	N;NOM;SG
bajo	alatt	bajo	alatt	ADP	ADP
bajo	alá	bajo	alá	ADP	ADP
serie	sorozat	serie	sorozat	N;FEM;SG	N;NOM;SG
serie	sorozat	serie	sorozat	N;FEM;SG	N;NOM;SG
fútbol	foci	fútbol	foci	N;MASC;SG	N;NOM;SG
fútbol	futball	fútbol	futball	N;MASC;SG	N;NOM;SG
fútbol	foci	fútbol	foci	N;MASC;SG	N;NOM;SG
fútbol	football	fútbol	football	N;MASC;SG	N;IN+ESS;SG
fútbol	futball	fútbol	futball	N;MASC;SG	N;NOM;SG
equipo	berendezés	equipo	berendezés	N;MASC;SG	N;NOM;SG
equipo	felszerelés	equipo	felszerelés	N;MASC;SG	N;NOM;SG
equipo	csapat	equipo	csapat	N;MASC;SG	N;NOM;SG
norte	északra	norte	észak	N;MASC;SG	N;ON+ALL;SG
río	folyami	río	folyami	N;MASC;SG	N;NOM;SG
argentina	argentin	argentino	argent	ADJ;FEM;SG	ADJ;NOM;SG
nuevo	új	nuevo	új	ADJ;MASC;SG	ADJ;NOM;SG
septiembre	szeptemberben	septiembre	szeptember	N	N;IN+ESS;SG
septiembre	szeptember	septiembre	szeptember	N	N;NOM;SG
octubre	októberben	octubre	október	N	N;IN+ESS;SG
octubre	október	octubre	október	N	N;NOM;SG
discusión	vita	discusión	vita	N;FEM;SG	N;NOM;SG
discusión	megbeszélés	discusión	megbeszélés	N;FEM;SG	N;NOM;SG
discusión	beszélgetés	discusión	beszélgetés	N;FEM;SG	N;NOM;SG
gobierno	kormányzás	gobierno	kormányzás	N;MASC;SG	N;NOM;SG
gobierno	irányítás	gobierno	irányítás	N;MASC;SG	N;NOM;SG
gobierno	kormány	gobierno	kormány	N;MASC;SG	N;NOM;SG
gobierno	kormányzat	gobierno	kormányzat	N;MASC;SG	N;NOM;SG
final	befejezés	final	befejezés	N;MASC;SG	N;NOM;SG
final	vége	final	vég	N;MASC;SG	N;NOM;SG
final	vég	final	vég	N;MASC;SG	N;NOM;SG
final	finálé	final	finálé	N;MASC;SG	N;NOM;SG
final	záró	final	záró	N;MASC;SG	N;NOM;SG
vida	élet	vida	élet	N;FEM;SG	N;NOM;SG
vida	életem	vida	élet	N;FEM;SG	N;NOM;SG
personas	személyek	persona	személy	N;FEM;PL	N;NOM;PL
personas	emberek	persona	ember	N;FEM;PL	N;NOM;PL
centro	belváros	centro	belváros	N;MASC;SG	N;NOM;SG
centro	belvárosban	centro	belváros	N;MASC;SG	N;IN+ESS;SG
centro	belvárosi	centro	belvárosi	N;MASC;SG	N;NOM;SG
centro	középre	centro	közép	N;MASC;SG	N;ON+ALL;SG
centro	központ	centro	központ	N;MASC;SG	N;NOM;SG
centro	középre	centro	közép	N;MASC;SG	N;ON+ALL;SG
centro	központ	centro	központ	N;MASC;SG	N;NOM;SG
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;SG
julio	júliusban	julio	július	N	N;IN+ESS;SG
julio	július	julio	július	N	N;NOM;SG
país	ország	país	ország	N;MASC;SG	N;NOM;SG
país	országban	país	ország	N;MASC;SG	N;IN+ESS;SG
web	weboldal	web	weboldal	N;FEM;SG	N;NOM;SG
web	honlap	web	honlap	N;FEM;SG	N;NOM;SG
web	webhely	web	webhely	N;FEM;SG	N;NOM;SG
web	háló	web	háló	N;FEM;SG	N;NOM;SG
web	webes	web	webes	N;FEM;SG	N;NOM;SG
internacional	nemzetközi	internacional	nemzetközi	ADJ;SG	ADJ;NOM;SG
antes	korábban	antes	korán	ADV	ADV
antes	mielőtt	antes	mielőtt	ADV	ADV
oficial	hivatalos	oficial	hivatalos	ADJ;SG	ADJ;NOM;SG
quien	aki	quien	aki	PRO;SG	PRO;NOM;SG;3
mundo	vilag	mundo	vilag	N;MASC;SG	N;NOM;SG
embargo	embargó	embargo	embargó	N;MASC;SG	N;NOM;SG
mayo	május	mayo	május	N	N;NOM;SG
mayo	májusban	mayo	május	N	N;IN+ESS;SG
temporada	szezont	temporada	szezont	N;FEM;SG	N;ACC;SG
temporada	idény	temporada	idény	N;FEM;SG	N;NOM;SG
temporada	évszak	temporada	évszú	N;FEM;SG	N;NOM;SG
temporada	évad	temporada	évad	N;FEM;SG	N;NOM;SG
temporada	szezon	temporada	szez	N;FEM;SG	N;NOM;SG
hacia	felé	hacia	felé	ADP	ADP
hacia	felé	hacia	felé	ADP	ADP
mejor	jobban	mejor	jól	ADV	ADV
luego	akkor	luego	akkor	ADV	ADV
marzo	március	marzo	március	N	N;NOM;SG
día	nap	día	nap	N;MASC;SG	N;NOM;SG
día	napon	día	nap	N;MASC;SG	N;ON+ESS;SG
día	nappal	día	nap	N;MASC;SG	N;INS;SG
día	napot	día	nap	N;MASC;SG	N;ACC;SG
madrid	madrid	madrid	madrid	N;MASC;SG	N;NOM;SG
madrid	liverpool	madrid	liverpool	N;MASC;SG	N;NOM;SG
enero	január	enero	január	N	N;NOM;SG
enero	januárban	enero	január	N	N;IN+ESS;SG
número	szám	número	szám	N;MASC;SG	N;NOM;SG
número	száma	número	szám	N;MASC;SG	N;NOM;SG
agosto	augusztusban	agosto	augusztus	N	N;IN+ESS;SG
agosto	augusztus	agosto	augusztus	N	N;NOM;SG
agosto	aug	agosto	aug	N	N;NOM;SG
diciembre	december	diciembre	december	N	N;NOM;SG
diciembre	decemberben	diciembre	december	N	N;IN+ESS;SG
artículo	árucikk	artículo	árucikk	N;MASC;SG	N;NOM;SG
artículo	cikk	artículo	cikk	N;MASC;SG	N;NOM;SG
artículo	tárgy	artículo	tárgy	N;MASC;SG	N;NOM;SG
artículo	tétel	artículo	tétel	N;MASC;SG	N;NOM;SG
artículo	elem	artículo	elem	N;MASC;SG	N;NOM;SG
noviembre	november	noviembre	november	N	N;NOM;SG
noviembre	novemberben	noviembre	november	N	N;IN+ESS;SG
noviembre	nov	noviembre	nov	N	N;NOM;SG
otro	más	otro	más	PRO;MASC;SG	PRO;NOM;SG;3
estos	ezek	este	ez	PRO;MASC;PL	PRO;NOM;PL;3
estos	ezeket	este	ez	PRO;MASC;PL	PRO;ACC;PL;3
abril	április	abril	április	N	N;NOM;SG
abril	áprilisban	abril	április	N	N;IN+ESS;SG
región	régió	región	régió	N;FEM;SG	N;NOM;SG
sistema	rendszer	sistema	rendszer	N;MASC;SG	N;NOM;SG
habitantes	lakói	habitante	lakó	N;PL	N;NOM;PL
habitantes	lakosok	habitante	lakos	N;PL	N;NOM;PL
habitantes	lakói	habitante	lakó	N;PL	N;NOM;PL
habitantes	lakók	habitante	lakó	N;PL	N;NOM;PL
habitantes	lakosok	habitante	lakos	N;PL	N;NOM;PL
real	valós	real	valós	ADJ;SG	ADJ;NOM;SG
página	oldalt	página	oldal	N;FEM;SG	N;ACC;SG
página	oldal	página	oldal	N;FEM;SG	N;NOM;SG
esto	ezt	este	ez	PRO;SG	PRO;ACC;SG;3
esto	ez	este	ez	PRO;SG	PRO;NOM;SG;3
mundial	világszintű	mundial	világszintű	ADJ;SG	ADJ;NOM;SG
mundial	világméretű	mundial	világméretű	ADJ;SG	ADJ;NOM;SG
mundial	globális	mundial	globális	ADJ;SG	ADJ;NOM;SG
música	zene	música	zene	N;FEM;SG	N;NOM;SG
presidente	elnök	presidente	elnök	N;MASC;SG	N;NOM;SG
presidente	elnök	presidente	elnök	N;MASC;SG	N;NOM;SG
casa	ház	casa	ház	N;FEM;SG	N;NOM;SG
sólo	csak	sólo	csak	ADV	ADV
sólo	csak	sólo	csak	ADV	ADV
álbum	album	álbum	album	N;MASC;SG	N;NOM;SG
cuenta	számít	contar	számít	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
junio	június	junio	június	N	N;NOM;SG
junio	júniusban	junio	június	N	N;IN+ESS;SG
febrero	februárban	febrero	február	N	N;IN+ESS;SG
febrero	február	febrero	február	N	N;NOM;SG
solo	csak	solo	csak	ADV	ADV
solo	csak	solo	csak	ADV	ADV
tipo	típus	tipo	típus	N;MASC;SG	N;NOM;SG
tipo	típusa	tipo	típus	N;MASC;SG	N;NOM;SG
obra	munkahelyi	obra	munkahelyi	N;FEM;SG	N;NOM;SG
obra	munka	obra	munka	N;FEM;SG	N;NOM;SG
iglesia	templom	iglesia	templom	N;FEM;SG	N;NOM;SG
iglesia	egyház	iglesia	egyház	N;FEM;SG	N;NOM;SG
película	filmet	película	film	N;FEM;SG	N;ACC;SG
película	mozi	película	mozi	N;FEM;SG	N;NOM;SG
película	film	película	film	N;FEM;SG	N;NOM;SG
película	fólia	película	fólia	N;FEM;SG	N;NOM;SG
película	film	película	film	N;FEM;SG	N;NOM;SG
entonces	akkor	entonces	akkor	ADV	ADV
banda	zenekar	banda	zenekar	N;FEM;SG	N;NOM;SG
zona	övezet	zona	övezet	N;FEM;SG	N;NOM;SG
zona	zóna	zona	zóna	N;FEM;SG	N;NOM;SG
zona	terület	zona	terület	N;FEM;SG	N;NOM;SG
zona	környék	zona	környék	N;FEM;SG	N;NOM;SG
televisión	tv	televisión	tv	N;FEM;SG	N;NOM;SG
televisión	televízió	televisión	televízió	N;FEM;SG	N;NOM;SG
principal	főbb	principal	fő	ADJ;SG	ADJ;NOM;CMPR;SG
tuvo	volt	tener	van	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
carlos	károly	carlo	károly	N;MASC;SG	N;NOM;SG
carlos	károly	carlo	károly	N;MASC;SG	N;NOM;SG
premio	díj	premio	díj	N;MASC;SG	N;NOM;SG
premio	jutalom	premio	jutalom	N;MASC;SG	N;NOM;SG
premio	nyeremény	premio	nyeremény	N;MASC;SG	N;NOM;SG
premio	díj	premio	díj	N;MASC;SG	N;NOM;SG
premio	díjat	premio	díjat	N;MASC;SG	N;ACC;SG
hace	teszi	hacer	tesz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
edición	edit	edición	edit	N;FEM;SG	N;NOM;SG
edición	módosítás	edición	módosítás	N;FEM;SG	N;NOM;SG
edición	szerkesztése	edición	szerkesztés	N;FEM;SG	N;NOM;SG
edición	kiadás	edición	kiadás	N;FEM;SG	N;NOM;SG
edición	vágás	edición	vágás	N;FEM;SG	N;NOM;SG
premios	díjak	premio	díj	N;MASC;PL	N;NOM;PL
premios	díjak	premio	díj	N;MASC;PL	N;NOM;PL
premios	díjakat	premio	díj	N;MASC;PL	N;ACC;PL
sitio	weboldal	sitio	weboldal	N;MASC;SG	N;NOM;SG
sitio	honlap	sitio	honlap	N;MASC;SG	N;NOM;SG
sitio	webhely	sitio	webhely	N;MASC;SG	N;NOM;SG
sitio	ostrom	sitio	ostrom	N;MASC;SG	N;NOM;SG
sitio	helyszín	sitio	helyszín	N;MASC;SG	N;NOM;SG
sitio	helyén	sitio	hely	N;MASC;SG	N;ON+ESS;SG
sitio	webhely	sitio	webhely	N;MASC;SG	N;NOM;SG
futbolistas	focisták	futbolista	focista	N;PL	N;NOM;PL
mar	tenger	mar	tenger	N;SG	N;NOM;SG
orden	megrendelés	orden	megrendelés	N;MASC;SG	N;NOM;SG
orden	rendelés	orden	rendelés	N;MASC;SG	N;NOM;SG
orden	rend	orden	rend	N;MASC;SG	N;NOM;SG
orden	parancs	orden	parancs	N;MASC;SG	N;NOM;SG
estadounidense	amerikai	estadounidense	amerikai	ADJ;SG	ADJ;NOM;SG
agua	víz	agua	víz	N;FEM;SG	N;NOM;SG
agua	vizet	agua	víz	N;FEM;SG	N;ACC;SG
tierra	föld	tierra	föld	N;FEM;SG	N;NOM;SG
tierra	föld	tierra	föld	N;FEM;SG	N;NOM;SG
tierra	földterület	tierra	földterület	N;FEM;SG	N;NOM;SG
tierra	szárazföld	tierra	szárazföld	N;FEM;SG	N;NOM;SG
tierra	telek	tierra	tél	N;FEM;SG	N;NOM;SG
tierra	talajban	tierra	talaj	N;FEM;SG	N;IN+ESS;SG
tierra	talaj	tierra	talaj	N;FEM;SG	N;NOM;SG
título	cím	título	cím	N;MASC;SG	N;NOM;SG
título	címe	título	cím	N;MASC;SG	N;NOM;SG
título	beosztás	título	beosztás	N;MASC;SG	N;NOM;SG
ellos	ők	él	ők	PRO;MASC;PL;3	PRO;NOM;PL;3
ellos	őket	él	ők	PRO;MASC;PL;3	PRO;ACC;PL;3
ellos	ők	él	ők	PRO;MASC;PL;3	PRO;NOM;PL;3
earth	föld	earth	föld	N	N;NOM;SG
división	hadosztály	división	hadosztály	N;FEM;SG	N;NOM;SG
división	körzet	división	körzet	N;FEM;SG	N;NOM;SG
división	részleg	división	részleg	N;FEM;SG	N;NOM;SG
división	divízió	división	divízió	N;FEM;SG	N;NOM;SG
canción	dal	canción	dal	N;FEM;SG	N;NOM;SG
canción	dalt	canción	dalt	N;FEM;SG	N;ACC;SG
fecha	dátum	fecha	dátum	N;FEM;SG	N;NOM;SG
fecha	időpont	fecha	időpont	N;FEM;SG	N;NOM;SG
república	köztársaság	república	köztársaság	N;FEM;SG	N;NOM;SG
trabajo	állás	trabajo	állás	N;MASC;SG	N;NOM;SG
trabajo	meló	trabajo	meló	N;MASC;SG	N;NOM;SG
trabajo	munka	trabajo	munka	N;MASC;SG	N;NOM;SG
trabajo	munkahelyi	trabajo	munkahelyi	N;MASC;SG	N;NOM;SG
trabajo	munka	trabajo	munka	N;MASC;SG	N;NOM;SG
especie	faj	especie	faj	N;FEM;SG	N;NOM;SG
especie	állatfaj	especie	állatfaj	N;FEM;SG	N;NOM;SG
caso	ügy	caso	ügy	N;MASC;SG	N;NOM;SG
caso	eset	caso	eset	N;MASC;SG	N;NOM;SG
color	színes	color	színes	N;MASC;SG	N;NOM;SG
color	színe	color	színe	N;MASC;SG	N;NOM;SG
color	szín	color	szín	N;MASC;SG	N;NOM;SG
color	színes	color	színes	N;MASC;SG	N;NOM;SG
color	színe	color	színe	N;MASC;SG	N;NOM;SG
color	szín	color	szín	N;MASC;SG	N;NOM;SG
distrito	körzet	distrito	körzet	N;MASC;SG	N;NOM;SG
distrito	járás	distrito	járás	N;MASC;SG	N;NOM;SG
superficie	felszín	superficie	felszín	N;FEM;SG	N;NOM;SG
superficie	felület	superficie	felület	N;FEM;SG	N;NOM;SG
superficie	felszíni	superficie	fel+színi	N;FEM;SG	N;NOM;SG
superficie	terület	superficie	terület	N;FEM;SG	N;NOM;SG
superficie	környék	superficie	környék	N;FEM;SG	N;NOM;SG
copa	copa	copa	copa	N;FEM;SG	N;NOM;SG
copa	kupa	copa	kupa	N;FEM;SG	N;NOM;SG
copa	csésze	copa	csésze	N;FEM;SG	N;NOM;SG
copa	pohár	copa	pohár	N;FEM;SG	N;NOM;SG
copa	bögre	copa	bögre	N;FEM;SG	N;NOM;SG
línea	vonal	línea	vonal	N;FEM;SG	N;NOM;SG
área	terület	área	terület	N;FEM;SG	N;NOM;SG
área	környék	área	környék	N;FEM;SG	N;NOM;SG
censo	népszámlálás	censo	népszámlálás	N;MASC;SG	N;NOM;SG
liga	liga	liga	liga	N;FEM;SG	N;NOM;SG
liga	liga	liga	liga	N;FEM;SG	N;NOM;SG
estas	ezek	este	ez	PRO;FEM;PL	PRO;NOM;PL;3
estas	ezeket	este	ez	PRO;FEM;PL	PRO;ACC;PL;3
muerte	halál	muerte	halál	N;FEM;SG	N;NOM;SG
política	szabályzat	política	szabályzat	N;FEM;SG	N;NOM;SG
política	politika	política	politika	N;FEM;SG	N;NOM;SG
política	politika	política	politika	N;FEM;SG	N;NOM;SG
menos	kevésbé	menos	kevésbé	ADV	ADV
hijo	fiam	hijo	fia	N;MASC;SG	N;NOM;SG
hijo	fiuk	hijo	fiuk	N;MASC;SG	N;NOM;SG
carrera	karrier	carrera	karrier	N;FEM;SG	N;NOM;SG
carrera	faj	carrera	faj	N;FEM;SG	N;NOM;SG
carrera	futam	carrera	futa	N;FEM;SG	N;NOM;SG
carrera	verseny	carrera	verseny	N;FEM;SG	N;NOM;SG
pueblo	városban	pueblo	város	N;MASC;SG	N;IN+ESS;SG
pueblo	város	pueblo	város	N;MASC;SG	N;NOM;SG
pueblo	település	pueblo	település	N;MASC;SG	N;NOM;SG
pueblo	falu	pueblo	falu	N;MASC;SG	N;NOM;SG
departamento	részleg	departamento	részleg	N;MASC;SG	N;NOM;SG
departamento	lakás	departamento	lakás	N;MASC;SG	N;NOM;SG
departamento	apartman	departamento	apartman	N;MASC;SG	N;NOM;SG
localidades	helyszínek	localidad	helyszín	N;FEM;PL	N;NOM;PL
localidades	helyek	localidad	hely	N;FEM;PL	N;NOM;PL
localidades	helyszínek	localidad	helyszín	N;FEM;PL	N;NOM;PL
localidades	helyek	localidad	hely	N;FEM;PL	N;NOM;PL
hizo	tette	hacer	tesz	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
veces	időpontok	vez	időpont	N;FEM;PL	N;NOM;PL
reino	királyság	reino	királyság	N;MASC;SG	N;NOM;SG
central	központi	central	központi	ADJ;SG	ADJ;NOM;SG
ejemplo	mintavétel	ejemplo	mintavétel	N;MASC;SG	N;NOM;SG
ejemplo	minta	ejemplo	minta	N;MASC;SG	N;NOM;SG
ejemplo	példa	ejemplo	példa	N;MASC;SG	N;NOM;SG
género	műfaj	género	műfaj	N;MASC;SG	N;NOM;SG
género	nemi	género	nemi	N;MASC;SG	N;NOM;SG
género	neme	género	ne	N;MASC;SG	N;NOM;SG
campo	vidék	campo	vidék	N;MASC;SG	N;NOM;SG
campo	mező	campo	mező	N;MASC;SG	N;NOM;SG
campo	tábor	campo	tábor	N;MASC;SG	N;NOM;SG
isla	sziget	isla	sziget	N;FEM;SG	N;NOM;SG
isla	szigeten	isla	sziget	N;FEM;SG	N;ON+ESS;SG
países	országokban	país	ország	N;MASC;PL	N;IN+ESS;PL
países	országok	país	ország	N;MASC;PL	N;NOM;PL
frente	eleje	frente	eleje	N	N;NOM;SG
frente	homlokán	frente	homloka	N	N;ON+ESS;SG
frente	szemöldök	frente	szemöld	N	N;NOM;SG
director	rendező	director	rendező	N;MASC;SG	N;NOM;SG
director	igazgató	director	igazgató	N;MASC;SG	N;NOM;SG
días	napok	día	nap	N;MASC;PL	N;NOM;PL
días	napokban	día	nap	N;MASC;PL	N;IN+ESS;PL
días	napokat	día	nap	N;MASC;PL	N;ACC;PL
días	napokon	día	nap	N;MASC;PL	N;ON+ESS;PL
versión	verzió	versión	verzió	N;FEM;SG	N;NOM;SG
versión	változat	versión	változat	N;FEM;SG	N;NOM;SG
actual	aktuális	actual	aktuális	ADJ;SG	ADJ;NOM;SG
momento	időzítés	momento	időzítés	N;MASC;SG	N;NOM;SG
momento	pillanat	momento	pillan	N;MASC;SG	N;NOM;SG
lista	jegyzék	lista	jegyzék	N;FEM;SG	N;NOM;SG
lista	lista	lista	lista	N;FEM;SG	N;NOM;SG
densidad	sűrűség	densidad	sűrűség	N;FEM;SG	N;NOM;SG
densidad	sűrűsége	densidad	sűrűség	N;FEM;SG	N;NOM;SG
campeonato	bajnokság	campeonato	bajnokság	N;MASC;SG	N;NOM;SG
tarde	este	tarde	este	ADV	ADV
ejército	katonaság	ejército	katonaság	N;MASC;SG	N;NOM;SG
ejército	hadsereg	ejército	hadsereg	N;MASC;SG	N;NOM;SG
ejército	sereg	ejército	sereg	N;MASC;SG	N;NOM;SG
ejército	hadsereg	ejército	hadsereg	N;MASC;SG	N;NOM;SG
porque	mert	porque	mert	CONJ	CONJ
estación	állomás	estación	állomás	N;FEM;SG	N;NOM;SG
estación	pályaudvar	estación	pályaudvar	N;FEM;SG	N;NOM;SG
observatorio	obszervatórium	observatorio	obszervatórium	N;MASC;SG	N;NOM;SG
actualmente	jelenleg	actualmente	jelenleg	ADV	ADV
desarrollo	fejlesztés	desarrollo	fejlesztés	N;MASC;SG	N;NOM;SG
desarrollo	fejlődés	desarrollo	fejlődés	N;MASC;SG	N;NOM;SG
escuela	iskola	escuela	iskola	N;FEM;SG	N;NOM;SG
escuela	iskolában	escuela	iskolában	N;FEM;SG	N;IN+ESS;SG
escuela	iskola	escuela	iskola	N;FEM;SG	N;NOM;SG
programa	program	programa	program	N;MASC;SG	N;NOM;SG
programa	program	programa	program	N;MASC;SG	N;NOM;SG
información	információ	información	információ	N;FEM;SG	N;NOM;SG
información	információ	información	információ	N;FEM;SG	N;NOM;SG
información	tájékoztatás	información	tájékoztatás	N;FEM;SG	N;NOM;SG
importante	fontos	importante	fontos	ADJ;SG	ADJ;NOM;SG
último	legújabb	último	legújabb	ADJ;MASC;SG	ADJ;NOM;RL;SG
último	legfrissebb	último	fons	ADJ;MASC;SG	ADJ;NOM;RL;SG
canciones	dalok	canción	dalok	N;FEM;PL	N;NOM;PL
canciones	dalokat	canción	dalok	N;FEM;PL	N;ACC;PL
