kategória	類別	kategória	類別	N;NOM;FEM;SG	N
oblasti	面積	oblasť	面積	N;NOM;FEM;PL	N
oblasti	地區	oblasť	地區	N;NOM;FEM;PL	N
oblasti	區域	oblasť	區域	N;NOM;FEM;PL	N
oblasti	區	oblasť	區	N;NOM;FEM;PL	N
oblasti	地區	oblasť	地區	N;NOM;FEM;PL	N
súbor	文件	súbor	文件	N;INAN;NOM;MASC;SG	N
súbor	檔案	súbor	檔案	N;INAN;NOM;MASC;SG	N
sveta	世界	svet	世界	N;INAN;GEN;MASC;SG	N
mužov	男性	muž	男性	N;ANIM;ACC;MASC;PL	N
mužov	男人	muž	男人	N;ANIM;ACC;MASC;PL	N
mužov	男子	muž	男子	N;ANIM;ACC;MASC;PL	N
názov	名字	názov	名字	N;INAN;NOM;MASC;SG	N
názov	名稱	názov	名稱	N;INAN;NOM;MASC;SG	N
názov	姓名	názov	姓名	N;INAN;NOM;MASC;SG	N
názov	標題	názov	標題	N;INAN;NOM;MASC;SG	N
text	文字	text	文字	N;INAN;NOM;MASC;SG	N
text	案文	text	案文	N;INAN;NOM;MASC;SG	N
majstrovstvá	錦標	majstrovstvo	錦標	N;NOM;NEUT;PL	N
bar	酒吧	bar	酒吧	N;INAN;NOM;MASC;SG	N
cez	通過	cez	通過	ADP;ACC	ADP
cez	經	cez	經	ADP;ACC	ADP
cez	透過	cez	透過	ADP;ACC	ADP
cez	通過	cez	通過	ADP;ACC	ADP
jeden	一	jeden	一	NUM;ANIM;NOM;MASC;SG	NUM
jeden	一	jeden	一	NUM;ANIM;NOM;MASC;SG	NUM
vojny	戰	vojna	戰	N;NOM;FEM;PL	N
vojny	戰爭	vojna	戰爭	N;NOM;FEM;PL	N
vojny	戰爭	vojna	戰爭	N;NOM;FEM;PL	N
rok	年度	rok	年度	N;INAN;NOM;MASC;SG	N
rok	年份	rok	年份	N;INAN;NOM;MASC;SG	N
rok	年	rok	年	N;INAN;NOM;MASC;SG	N
ulica	街頭	ulica	街頭	N;NOM;FEM;SG	N
ulica	街道	ulica	街道	N;NOM;FEM;SG	N
ulica	街	ulica	街	N;NOM;FEM;SG	N
album	相簿	album	相簿	N;INAN;NOM;MASC;SG	N
album	專輯	album	專輯	N;INAN;NOM;MASC;SG	N
dátum	日期	dátum	日期	N;INAN;NOM;MASC;SG	N
dátum	約會	dátum	約會	N;INAN;NOM;MASC;SG	N
žien	女	žena	女	N;GEN;FEM;PL	N
žien	女性	žena	女性	N;GEN;FEM;PL	N
žien	婦女	žena	婦女	N;GEN;FEM;PL	N
žien	女性	žena	女性	N;GEN;FEM;PL	N
tieto	這些	tento	這些	DET;NOM;MASC;PL	DET
toto	這	toto	這	DET;NOM;NEUT;SG	DET
všetky	全部	všetok	全部	DET;INAN;NOM;MASC;PL	DET
všetky	所有	všetok	所有	DET;INAN;NOM;MASC;PL	DET
francúzsky	法文	francúzsky	法文	N;ANIM;NOM;MASC;SG	N
mestá	城鎮	mesto	城鎮	N;NOM;NEUT;PL	N
mestá	城市	mesto	城市	N;NOM;NEUT;PL	N
často	常常	často	常常	ADV	ADV
často	經常	často	經常	ADV	ADV
často	時常	často	時常	ADV	ADV
často	常常	často	常常	ADV	ADV
často	經常	často	經常	ADV	ADV
šablóny	樣板	šablón	樣板	N;INAN;NOM;MASC;PL	N
šablóny	模板	šablón	模板	N;INAN;NOM;MASC;PL	N
šablóny	樣板	šablón	樣板	N;INAN;NOM;MASC;PL	N
šablóny	模板	šablón	模板	N;INAN;NOM;MASC;PL	N
nové	新	nový	新	ADJ;NOM;NEUT;SG	ADJ
všetkých	全部	všetok	全部	DET;ANIM;ACC;MASC;PL	DET
všetkých	所有	všetok	所有	DET;ANIM;ACC;MASC;PL	DET
štátu	國家	štát	國家	N;INAN;GEN;MASC;SG	N
štátu	州	štát	州	N;INAN;GEN;MASC;SG	N
ďalšie	更多	ďalší	更多	ADJ;NOM;NEUT;SG	ADJ
meno	名字	meno	名字	N;NOM;NEUT;SG	N
meno	名稱	meno	名稱	N;NOM;NEUT;SG	N
meno	姓名	meno	姓名	N;NOM;NEUT;SG	N
dve	兩	dva	兩	NUM;NOM;FEM;PL	NUM
dve	兩	dva	兩	NUM;NOM;FEM;PL	NUM
dve	二	dva	二	NUM;NOM;FEM;PL	NUM
dva	兩	dva	兩	NUM;INAN;NOM;MASC;PL	NUM
dva	兩	dva	兩	NUM;INAN;NOM;MASC;PL	NUM
dva	二	dva	二	NUM;INAN;NOM;MASC;PL	NUM
táto	這	táto	這	DET;NOM;FEM;SG	DET
tri	三	tri	三	NUM;INAN;NOM;MASC;PL	NUM
tri	三	tri	三	NUM;INAN;NOM;MASC;PL	NUM
film	電影	film	電影	N;INAN;NOM;MASC;SG	N
film	影片	film	影片	N;INAN;NOM;MASC;SG	N
film	電影	film	電影	N;INAN;NOM;MASC;SG	N
film	膠片	film	膠片	N;INAN;NOM;MASC;SG	N
film	影片	film	影片	N;INAN;NOM;MASC;SG	N
spoločnosti	公司	spoločnosť	公司	N;NOM;FEM;PL	N
spoločnosti	公司	spoločnosť	公司	N;NOM;FEM;PL	N
strany	頁	strana	頁	N;NOM;FEM;PL	N
storočí	世紀	storočie	世紀	N;NOM;NEUT;SG	N
hlavne	尤其	hlavne	尤其	ADV	ADV
hlavne	尤其	hlavne	尤其	ADV	ADV
hlavne	大多	hlavne	大多	ADV	ADV
astronóm	天文	astronó	天文	N;ANIM;NOM;MASC;SG	N
rod	杖	rod	杖	N;ANIM;NOM;MASC;SG	N
titul	標題	tituť	標題	N;INAN;NOM;MASC;SG	N
kostol	教會	kostol	教會	N;INAN;NOM;MASC;SG	N
kostol	教堂	kostol	教堂	N;INAN;NOM;MASC;SG	N
týchto	這些	táto	這些	DET;ANIM;ACC;MASC;PL	DET
republiky	共和	republika	共和	N;NOM;FEM;PL	N
republiky	共和	republika	共和	N;NOM;FEM;PL	N
ženy	女性	žena	女性	N;NOM;FEM;PL	N
ženy	婦女	žena	婦女	N;NOM;FEM;PL	N
ženy	女性	žena	女性	N;NOM;FEM;PL	N
územia	領土	územie	領土	N;NOM;NEUT;PL	N
územia	領地	územie	領地	N;NOM;NEUT;PL	N
územia	領土	územie	領土	N;NOM;NEUT;PL	N
systém	系統	systém	系統	N;INAN;NOM;MASC;SG	N
potok	流	potok	流	N;INAN;NOM;MASC;SG	N
potok	溪流	potok	溪流	N;INAN;NOM;MASC;SG	N
góly	目標	góla	目標	N;NOM;FEM;PL	N
spisovateľ	作家	spisovateľ	作家	N;ANIM;NOM;MASC;SG	N
spisovateľ	作者	spisovateľ	作者	N;ANIM;NOM;MASC;SG	N
spisovateľ	編劇	spisovateľ	編劇	N;ANIM;NOM;MASC;SG	N
pôvodne	原本	pôvodne	原本	ADV	ADV
súhvezdie	星座	súhvezdie	星座	N;NOM;NEUT;SG	N
veľkosť	大小	veľkosť	大小	N;NOM;FEM;SG	N
veľkosť	體積	veľkosť	體積	N;NOM;FEM;SG	N
veľkosť	尺寸	veľkosť	尺寸	N;NOM;FEM;SG	N
klub	幫會	klub	幫會	N;INAN;NOM;MASC;SG	N
klub	俱樂部	klub	俱樂部	N;INAN;NOM;MASC;SG	N
objektov	物體	objekt	物體	N;INAN;GEN;MASC;PL	N
objektov	天體	objekt	天體	N;INAN;GEN;MASC;PL	N
objektov	物件	objekt	物件	N;INAN;GEN;MASC;PL	N
portál	門戶	portál	門戶	N;INAN;NOM;MASC;SG	N
ľudí	人類	človek	人類	N;ANIM;ACC;MASC;PL	N
ľudí	人	človek	人	N;ANIM;ACC;MASC;PL	N
ľudí	人們	človek	人	N;ANIM;ACC;MASC;PL	N;PL
ľudí	人民	človek	人民	N;ANIM;ACC;MASC;PL	N
územie	領地	územie	領地	N;NOM;NEUT;SG	N
územie	領土	územie	領土	N;NOM;NEUT;SG	N
herec	男	herec	男	N;ANIM;NOM;MASC;SG	N
herec	演員	herec	演員	N;ANIM;NOM;MASC;SG	N
hry	遊戲	hra	遊戲	N;NOM;FEM;PL	N
života	生命	život	生命	N;INAN;GEN;MASC;SG	N
života	人生	život	人生	N;INAN;GEN;MASC;SG	N
kráľ	國王	kráľ	國王	N;ANIM;NOM;MASC;SG	N
hráči	球員	hráčiť	球員	N;ANIM;NOM;MASC;PL	N
hráči	玩家	hráčiť	玩家	N;ANIM;NOM;MASC;PL	N
vlády	政府	vláda	政府	N;NOM;FEM;PL	N
vlády	政府	vláda	政府	N;NOM;FEM;PL	N
miest	地方	mesto	地方	N;GEN;NEUT;PL	N
miest	地點	mesto	地點	N;GEN;NEUT;PL	N
mieste	斑點	miesto	斑點	N;NOM;NEUT;SG	N
mieste	網站	miesto	網站	N;NOM;NEUT;SG	N
mieste	工地	miesto	工地	N;NOM;NEUT;SG	N
kráľa	國王	kráľ	國王	N;ANIM;ACC;MASC;SG	N
spoločnosť	社會	spoločnosť	社會	N;NOM;FEM;SG	N
spoločnosť	公司	spoločnosť	公司	N;NOM;FEM;SG	N
oblasť	區域	oblasť	區域	N;NOM;FEM;SG	N
oblasť	面積	oblasť	面積	N;NOM;FEM;SG	N
oblasť	地區	oblasť	地區	N;NOM;FEM;SG	N
oblasť	區域	oblasť	區域	N;NOM;FEM;SG	N
oblasť	區	oblasť	區	N;NOM;FEM;SG	N
nej	她	ona	她	PRO;DAT;FEM;SG;3	PRO;3
vek	年紀	vek	年紀	N;INAN;NOM;MASC;SG	N
vek	年齡	vek	年齡	N;INAN;NOM;MASC;SG	N
štadión	體育	štadión	體育	N;INAN;NOM;MASC;SG	N
štadión	球場	štadión	球場	N;INAN;NOM;MASC;SG	N
muži	男性	muž	男性	N;ANIM;NOM;MASC;PL	N
muži	男性	muž	男性	N;ANIM;NOM;MASC;PL	N
muži	男人	muž	男人	N;ANIM;NOM;MASC;PL	N
muži	男子	muž	男子	N;ANIM;NOM;MASC;PL	N
život	生命	život	生命	N;INAN;NOM;MASC;SG	N
život	人生	život	人生	N;INAN;NOM;MASC;SG	N
dňa	白天	deň	白天	N;INAN;GEN;MASC;SG	N
center	中心	center	中心	N;INAN;NOM;MASC;SG	N
syn	兒子	syn	兒子	N;ANIM;NOM;MASC;SG	N
dĺžka	長度	dĺžka	長度	N;NOM;FEM;SG	N
dĺžka	經度	dĺžka	經度	N;NOM;FEM;SG	N
školy	學校	škola	學校	N;NOM;FEM;PL	N
školy	學校	škola	學校	N;NOM;FEM;PL	N
nový	新	nový	新	ADJ;ANIM;NOM;MASC;SG	ADJ
obsahuje	含有	obsahovať	含有	V;IPFV;IND;SG;3;POS;PRS;FIN	V
obsahuje	包含	obsahovať	包含	V;IPFV;IND;SG;3;POS;PRS;FIN	V
správa	報告	správa	報告	N;NOM;FEM;SG	N
správa	留言	správa	留言	N;NOM;FEM;SG	N
správa	訊息	správa	訊息	N;NOM;FEM;SG	N
správa	信件	správa	信件	N;NOM;FEM;SG	N
štát	國家	štát	國家	N;INAN;NOM;MASC;SG	N
štát	國家	štát	國家	N;INAN;NOM;MASC;SG	N
štát	州	štát	州	N;INAN;NOM;MASC;SG	N
hráč	球員	hráč	球員	N;ANIM;NOM;MASC;SG	N
hráč	玩家	hráč	玩家	N;ANIM;NOM;MASC;SG	N
hráč	玩家	hráč	玩家	N;ANIM;NOM;MASC;SG	N
cesta	路徑	cesta	路徑	N;NOM;FEM;SG	N
cesta	路線	cesta	路線	N;NOM;FEM;SG	N
cesta	旅途	cesta	旅途	N;NOM;FEM;SG	N
cesta	旅程	cesta	旅程	N;NOM;FEM;SG	N
cesta	公路	cesta	公路	N;NOM;FEM;SG	N
cesta	道路	cesta	道路	N;NOM;FEM;SG	N
cesta	路	cesta	路	N;NOM;FEM;SG	N
krajiny	國家	krajina	國家	N;NOM;FEM;PL	N
krajiny	風景	krajina	風景	N;NOM;FEM;PL	N
krajiny	景觀	krajina	景觀	N;NOM;FEM;PL	N
krajiny	國家	krajina	國家	N;NOM;FEM;PL	N
krajiny	各國	krajina	各國	N;NOM;FEM;PL	N
ceny	物價	cena	物價	N;NOM;FEM;PL	N
ceny	價格	cena	價格	N;NOM;FEM;PL	N
ceny	獎品	cena	獎品	N;NOM;FEM;PL	N
číslo	數字	číslo	數字	N;NOM;NEUT;SG	N
číslo	數	číslo	數	N;NOM;NEUT;SG	N
číslo	號碼	číslo	號碼	N;NOM;NEUT;SG	N
číslo	編號	číslo	編號	N;NOM;NEUT;SG	N
typ	型態	typ	型態	N;INAN;NOM;MASC;SG	N
typ	類型	typ	類型	N;INAN;NOM;MASC;SG	N
politik	政客	politik	政客	N;ANIM;NOM;MASC;SG	N
politik	政治	politik	政治	N;ANIM;NOM;MASC;SG	N
práve	只	práve	只	ADV	ADV
čas	時光	čas	時光	N;INAN;NOM;MASC;SG	N
čas	時間	čas	時間	N;INAN;NOM;MASC;SG	N
prípade	案例	prípad	案例	N;INAN;NOM;MASC;SG	N
prípade	個案	prípad	個案	N;INAN;NOM;MASC;SG	N
prípade	案件	prípad	案件	N;INAN;NOM;MASC;SG	N
víťaz	勝者	víťaz	勝者	N;ANIM;NOM;MASC;SG	N
víťaz	贏家	víťaz	贏家	N;ANIM;NOM;MASC;SG	N
galaxia	星系	galaxia	星系	N;NOM;FEM;SG	N
troch	三	tri	三	NUM;GEN;MASC;PL	NUM
troch	三	tri	三	NUM;GEN;MASC;PL	NUM
postupne	逐漸	postupne	逐漸	ADV	ADV
práce	工作	práca	工作	N;NOM;FEM;PL	N
množstvo	金額	množstvo	金額	N;NOM;NEUT;SG	N
množstvo	款額	množstvo	款額	N;NOM;NEUT;SG	N
množstvo	數額	množstvo	數額	N;NOM;NEUT;SG	N
množstvo	數量	množstvo	數量	N;NOM;NEUT;SG	N
množstvo	量	množstvo	量	N;NOM;NEUT;SG	N
opäť	再次	opäť	再次	ADV	ADV
priezvisko	姓	priezvisko	姓	N;NOM;NEUT;SG	N
priezvisko	姓氏	priezvisko	姓氏	N;NOM;NEUT;SG	N
otec	父親	otec	父親	N;ANIM;NOM;MASC;SG	N
otec	神父	otec	神父	N;ANIM;NOM;MASC;SG	N
otec	父	otec	父	N;ANIM;NOM;MASC;SG	N
svete	世界	svet	世界	N;INAN;ESS;MASC;SG	N
podobne	同樣	podobne	同樣	ADV	ADV
stránky	頁	stránka	頁	N;NOM;FEM;PL	N
diela	工程	dielo	工程	N;NOM;NEUT;PL	N
diela	作品	dielo	作品	N;NOM;NEUT;PL	N
poloha	職位	poloha	職位	N;NOM;FEM;SG	N
poloha	位置	poloha	位置	N;NOM;FEM;SG	N
poloha	立場	poloha	立場	N;NOM;FEM;SG	N
poloha	位置	poloha	位置	N;NOM;FEM;SG	N
poloha	地點	poloha	地點	N;NOM;FEM;SG	N
typu	型態	typ	型態	N;INAN;GEN;MASC;SG	N
typu	類型	typ	類型	N;INAN;GEN;MASC;SG	N
deň	白天	deň	白天	N;INAN;NOM;MASC;SG	N
články	文章	článok	文章	N;INAN;NOM;MASC;PL	N
vtedy	然後	vtedy	然後	ADV	ADV
vtedy	那麼	vtedy	那麼	ADV	ADV
jedna	一	jeden	一	NUM;NOM;FEM;SG	NUM
jedna	一	jeden	一	NUM;NOM;FEM;SG	NUM
každý	每個	každý	每個	DET;ANIM;NOM;MASC;SG	DET
každý	每個	každý	每個	DET;ANIM;NOM;MASC;SG	DET
každý	每個	každý	每個	DET;ANIM;NOM;MASC;SG	DET
každý	每	každý	每	DET;ANIM;NOM;MASC;SG	DET
každý	每個	každý	每個	DET;ANIM;NOM;MASC;SG	DET
obrázok	照片	obrázok	照片	N;INAN;NOM;MASC;SG	N
obrázok	圖片	obrázok	圖片	N;INAN;NOM;MASC;SG	N
obrázok	影象	obrázok	影象	N;INAN;NOM;MASC;SG	N
obrázok	影像	obrázok	影像	N;INAN;NOM;MASC;SG	N
obrázok	圖片	obrázok	圖片	N;INAN;NOM;MASC;SG	N
obrázok	圖	obrázok	圖	N;INAN;NOM;MASC;SG	N
obyvateľstva	人口	obyvateľstvo	人口	N;NOM;NEUT;PL	N
členovia	成員	člen	成員	N;ANIM;NOM;MASC;PL	N
stále	仍然	stále	仍然	ADV	ADV
stále	依然	stále	依然	ADV	ADV
jednotky	單元	jednotka	單元	N;NOM;FEM;PL	N
jednotky	單位	jednotka	單位	N;NOM;FEM;PL	N
jednotky	部隊	jednotka	部隊	N;NOM;FEM;PL	N
dejiny	歷史	dejiny	歷史	N;NOM;FEM;PL	N
priemerný	平均	priemerný	平均	ADJ;INAN;NOM;MASC;SG	ADJ
priemerný	平庸	priemerný	平庸	ADJ;INAN;NOM;MASC;SG	ADJ
diskusia	辯論	diskusi	辯論	N;NOM;FEM;SG	N
program	方案	program	方案	N;INAN;NOM;MASC;SG	N
program	程式	program	程式	N;INAN;NOM;MASC;SG	N
program	方案	program	方案	N;INAN;NOM;MASC;SG	N
gitara	吉他	gitaer	吉他	N;NOM;FEM;SG	N
jedným	一	jeden	一	NUM;INS;MASC;SG	NUM
jedným	一	jeden	一	NUM;INS;MASC;SG	NUM
kolo	輪	kolo	輪	N;NOM;NEUT;SG	N
strana	黨	strana	黨	N;NOM;FEM;SG	N
strana	政黨	strana	政黨	N;NOM;FEM;SG	N
strana	宴會	strana	宴會	N;NOM;FEM;SG	N
strana	聚會	strana	聚會	N;NOM;FEM;SG	N
strana	側	strana	側	N;NOM;FEM;SG	N
taktiež	還	taktiež	還	ADV	ADV
taktiež	也	taktiež	也	ADV	ADV
dobe	時光	dobe	時光	N;DAT;FEM;SG	N
dobe	時間	dobe	時間	N;DAT;FEM;SG	N
autor	作者	autor	作者	N;ANIM;NOM;MASC;SG	N
park	樸	park	樸	N;INAN;NOM;MASC;SG	N
park	公園	park	公園	N;INAN;NOM;MASC;SG	N
popis	標題	popis	標題	N;INAN;NOM;MASC;SG	N
cena	價	cena	價	N;NOM;FEM;SG	N
cena	價錢	cena	價錢	N;NOM;FEM;SG	N
cena	價格	cena	價格	N;NOM;FEM;SG	N
nová	新	nový	新	ADJ;NOM;FEM;SG	ADJ
rieky	河	rieka	河	N;NOM;FEM;PL	N
rieky	江河	rieka	江河	N;NOM;FEM;PL	N
rieky	河流	rieka	河流	N;NOM;FEM;PL	N
rieky	河流	rieka	河流	N;NOM;FEM;PL	N
rôzne	不同	rôzny	不同	ADJ;NOM;NEUT;SG	ADJ
obdobie	期間	obdobie	期間	N;NOM;NEUT;SG	N
škola	學校	škola	學校	N;NOM;FEM;SG	N
klubu	幫會	klub	幫會	N;INAN;GEN;MASC;SG	N
klubu	俱樂部	klub	俱樂部	N;INAN;GEN;MASC;SG	N
albumy	相簿	album	相簿	N;INAN;NOM;MASC;PL	N
albumy	專輯	album	專輯	N;INAN;NOM;MASC;PL	N
dielo	工作	dielo	工作	N;NOM;NEUT;SG	N
zápasy	火柴	zápas	火柴	N;INAN;NOM;MASC;PL	N
zápasy	遊戲	zápas	遊戲	N;INAN;NOM;MASC;PL	N
turnaj	錦標	turnaj	錦標	N;INAN;NOM;MASC;SG	N
rovnako	同樣	rovnako	同樣	ADV	ADV
druh	型態	druh	型態	N;INAN;NOM;MASC;SG	N
druh	類型	druh	類型	N;INAN;NOM;MASC;SG	N
druh	魚種	druh	魚種	N;INAN;NOM;MASC;SG	N
druh	物種	druh	物種	N;INAN;NOM;MASC;SG	N
stavby	結構	stavba	結構	N;NOM;FEM;PL	N
priamo	直直	priamo	直直	ADV	ADV
priamo	直接	priamo	直接	ADV	ADV
priamo	直接	priamo	直接	ADV	ADV
metrov	公尺	meter	公尺	N;INAN;GEN;MASC;PL	N
metrov	米	meter	米	N;INAN;GEN;MASC;PL	N
metrov	公尺	meter	公尺	N;INAN;GEN;MASC;PL	N
albumu	相簿	album	相簿	N;INAN;GEN;MASC;SG	N
albumu	專輯	album	專輯	N;INAN;GEN;MASC;SG	N
funkcia	功能	funkcia	功能	N;NOM;FEM;SG	N
funkcia	職能	funkcia	職能	N;NOM;FEM;SG	N
funkcia	函數	funkcia	函數	N;NOM;FEM;SG	N
funkcia	功能	funkcia	功能	N;NOM;FEM;SG	N
funkcia	特色	funkcia	特色	N;NOM;FEM;SG	N
funkcia	特徵	funkcia	特徵	N;NOM;FEM;SG	N
článkov	文章	článok	文章	N;INAN;GEN;MASC;PL	N
štátov	國家	štát	國家	N;INAN;GEN;MASC;PL	N
piesne	歌曲	piesne	歌曲	N;NOM;FEM;PL	N
piesne	歌	piesne	歌	N;NOM;FEM;PL	N
verzia	版	verzia	版	N;NOM;FEM;SG	N
verzia	版本	verzia	版本	N;NOM;FEM;SG	N
image	影象	imag	影象	N;INAN;NOM;MASC;SG	N
image	影像	imag	影像	N;INAN;NOM;MASC;SG	N
image	圖片	imag	圖片	N;INAN;NOM;MASC;SG	N
rad	系列	rad	系列	N;INAN;NOM;MASC;SG	N
rad	划	rad	划	N;INAN;NOM;MASC;SG	N
rad	排	rad	排	N;INAN;NOM;MASC;SG	N
členom	會員	člen	會員	N;ANIM;INS;MASC;SG	N
členom	成員	člen	成員	N;ANIM;INS;MASC;SG	N
zatiaľ	然而	zatiaľ	然而	ADV	ADV
výška	海拔	výška	海拔	N;NOM;FEM;SG	N
výška	身高	výška	身高	N;NOM;FEM;SG	N
výška	高度	výška	高度	N;NOM;FEM;SG	N
túto	這	táto	這	DET;ACC;FEM;SG	DET
stav	狀況	stav	狀況	N;INAN;NOM;MASC;SG	N
stav	狀態	stav	狀態	N;INAN;NOM;MASC;SG	N
stav	現況	stav	現況	N;INAN;NOM;MASC;SG	N
stav	條件	stav	條件	N;INAN;NOM;MASC;SG	N
stav	狀況	stav	狀況	N;INAN;NOM;MASC;SG	N
krajine	國家	krajina	國家	N;DAT;FEM;SG	N
právo	右	právo	右	N;NOM;NEUT;SG	N
právo	法律	právo	法律	N;NOM;NEUT;SG	N
stretnutie	會議	stretnutie	會議	N;NOM;NEUT;SG	N
stretnutie	團	stretnutie	團	N;NOM;NEUT;SG	N
stretnutie	同學	stretnutie	同學	N;NOM;NEUT;SG	N
oficiálne	正式	oficiálne	正式	ADV	ADV
univerzity	大學	univerzita	大學	N;NOM;FEM;PL	N
univerzity	大學	univerzita	大學	N;NOM;FEM;PL	N
