lui	his	el	he	PRO;3	PRO;MASC;SG;3
numele	name	nume	name	N;DEF;MASC;SG	N;SG
timpul	time	timp	time	N;DEF;MASC;SG	N;SG
principala	main	principal	main	ADJ;DEF;FEM;SG	ADJ
principala	main	principal	main	ADJ;DEF;FEM;SG	ADJ
loc	place	loc	place	N;INDF;MASC;SG	N;SG
doar	only	doar	only	ADV	ADV
doar	just	doar	just	ADV	ADV
editura	publisher	editură	publisher	N;DEF;FEM;SG	N;SG
recensamantului	census	recensamant	census	N;DEF;MASC;SG	N;SG
trei	three	trei	three	NUM;PL	NUM
asteroizi	asteroids	asteroid	asteroid	N;INDF;MASC;PL	N;PL
discutie	discussion	discutie	discussion	N;INDF;FEM;SG	N;SG
discutie	discussion	discutie	discussion	N;INDF;FEM;SG	N;SG
discutie	discussion	discutie	discussion	N;INDF;FEM;SG	N;SG
partea	part	parte	part	N;DEF;FEM;SG	N;SG
departamentul	department	departament	department	N;DEF;MASC;SG	N;SG
foarte	very	foarte	very	ADV	ADV
data	date	dată	date	N;DEF;FEM;SG	N;SG
data	data	dată	data	N;DEF;FEM;SG	N;SG
data	date	dată	date	N;DEF;FEM;SG	N;SG
departament	department	departament	department	N;INDF;MASC;SG	N;SG
apoi	then	apoi	then	ADV	ADV
grup	group	grup	group	N;INDF;MASC;SG	N;SG
locul	place	loc	place	N;DEF;MASC;SG	N;SG
oras	tow	oras	tow	N;INDF;MASC;SG	N;SG
oras	city	oras	city	N;INDF;MASC;SG	N;SG
oras	tow	oras	tow	N;INDF;MASC;SG	N;SG
oras	city	oras	city	N;INDF;MASC;SG	N;SG
oras	tow	oras	tow	N;INDF;MASC;SG	N;SG
oras	city	oras	city	N;INDF;MASC;SG	N;SG
camp	camp	camp	camp	N;INDF;MASC;SG	N;SG
camp	field	camp	field	N;INDF;MASC;SG	N;SG
satul	village	sat	village	N;DEF;MASC;SG	N;SG
national	national	national	national	ADJ;INDF;MASC;SG	ADJ
national	national	national	national	ADJ;INDF;MASC;SG	ADJ
national	national	national	national	ADJ;INDF;MASC;SG	ADJ
note	notes	notă	note	N;INDF;FEM;PL	N;PL
perioada	period	perioadă	period	N;DEF;FEM;SG	N;SG
perioada	period	perioadă	period	N;DEF;FEM;SG	N;SG
minoritate	minority	minoritate	minority	N;INDF;FEM;SG	N;SG
cadrul	framework	cadru	framework	N;DEF;MASC;SG	N;SG
general	general	general	general	ADJ;INDF;MASC;SG	ADJ
razboi	war	razboi	war	N;INDF;MASC;SG	N;SG
razboi	war	razboi	war	N;INDF;MASC;SG	N;SG
roman	novel	roman	novel	N;INDF;MASC;SG	N;SG
provincia	province	provincie	province	N;DEF;FEM;SG	N;SG
vedere	view	vedere	view	N;INDF;FEM;SG	N;SG
wikipedia	wikipedia	wikipedia	wikipedia	N;DEF;FEM;SG	N;SG
punct	dot	punct	dot	N;INDF;MASC;SG	N;SG
punct	point	punct	point	N;INDF;MASC;SG	N;SG
stat	state	stat	state	N;INDF;MASC;SG	N;SG
atunci	then	atunci	then	ADV	ADV
secolul	century	secol	century	N;DEF;MASC;SG	N;SG
aceasta	this	acesta	this	PRO;FEM;SG;3	PRO;SG
resedinta	residence	resedinta	residence	N;DEF;FEM;SG	N;SG
resedinta	residence	resedinta	residence	N;DEF;FEM;SG	N;SG
resedinta	residence	resedinta	residence	N;DEF;FEM;SG	N;SG
orasul	city	oras	city	N;DEF;MASC;SG	N;SG
orasul	tow	oras	tow	N;DEF;MASC;SG	N;SG
orasul	city	oras	city	N;DEF;MASC;SG	N;SG
chiar	even	chiar	even	ADV	ADV
film	movie	film	movie	N;INDF;MASC;SG	N;SG
film	film	film	film	N;INDF;MASC;SG	N;SG
vorbitori	speakers	vorbitor	speaker	N;INDF;MASC;PL	N;PL
date	dates	dată	date	N;INDF;FEM;PL	N;PL
aici	here	aici	here	ADV	ADV
mari	big	mare	big	ADJ;INDF;PL	ADJ
zile	days	zi	day	N;INDF;FEM;PL	N;PL
fata	front	fată	front	N;DEF;FEM;SG	N;SG
fata	face	fată	face	N;DEF;FEM;SG	N;SG
fata	face	fată	face	N;DEF;FEM;SG	N;SG
fata	girl	fată	girl	N;DEF;FEM;SG	N;SG
fata	face	fată	face	N;DEF;FEM;SG	N;SG
fata	girl	fată	girl	N;DEF;FEM;SG	N;SG
fata	face	fată	face	N;DEF;FEM;SG	N;SG
fata	face	fată	face	N;DEF;FEM;SG	N;SG
club	club	club	club	N;INDF;MASC;SG	N;SG
componente	components	componentă	component	N;INDF;FEM;PL	N;PL
ulterior	subsequently	ulterior	subsequently	ADV	ADV
nou	new	nou	new	ADJ;INDF;MASC;SG	ADJ
numai	only	numai	only	ADV	ADV
populatia	population	populatie	population	N;DEF;FEM;SG	N;SG
populatia	population	populatie	population	N;DEF;FEM;SG	N;SG
doi	two	doi	two	NUM;MASC;PL	NUM
membru	member	membru	member	N;INDF;MASC;SG	N;SG
nici	neither	nici	neither	ADV	ADV
excentricitate	eccentricity	excentricitate	eccentricity	N;INDF;FEM;SG	N;SG
lemn	wood	lemn	wood	N;INDF;MASC;SG	N;SG
subspecii	subspecies	subspeciu	subspecy	N;DEF;FEM;PL	N;PL
statele	states	stat	state	N;DEF;FEM;PL	N;PL
mod	mode	mod	mode	N;INDF;MASC;SG	N;SG
american	american	american	american	ADJ;INDF;MASC;SG	ADJ
casa	house	casă	house	N;DEF;FEM;SG	N;SG
casa	house	casă	house	N;DEF;FEM;SG	N;SG
casa	home	casă	home	N;DEF;FEM;SG	N;SG
acestea	these	acesta	these	PRO;FEM;PL;3	PRO;PL
categorie	category	categorie	category	N;INDF;FEM;SG	N;SG
text	text	text	text	N;INDF;MASC;SG	N;SG
http	http	http	http	N	N;SG
articole	articles	articol	article	N;INDF;FEM;PL	N;PL
articole	items	articol	item	N;INDF;FEM;PL	N;PL
milioane	million	milion	million	NUM;INDF;FEM;PL	NUM
apa	water	apă	water	N;DEF;FEM;SG	N;SG
apa	water	apă	water	N;DEF;FEM;SG	N;SG
tara	country	tară	country	N;DEF;FEM;SG	N;SG
tara	country	tară	country	N;DEF;FEM;SG	N;SG
tara	country	tară	country	N;DEF;FEM;SG	N;SG
tara	country	tară	country	N;DEF;FEM;SG	N;SG
tara	country	tară	country	N;DEF;FEM;SG	N;SG
sate	villages	sat	village	N;INDF;FEM;PL	N;PL
istoria	history	istorie	history	N;DEF;FEM;SG	N;SG
patru	four	patru	four	NUM;PL	NUM
raul	river	raul	river	N;DEF;MASC;SG	N;SG
raul	evil	raul	evil	N;DEF;MASC;SG	N;SG
tip	guy	tip	guy	N;INDF;MASC;SG	N;SG
tip	type	tip	type	N;INDF;MASC;SG	N;SG
premiul	prize	premiu	prize	N;DEF;MASC;SG	N;SG
premiul	award	premiu	award	N;DEF;MASC;SG	N;SG
persoane	persons	persoană	person	N;INDF;FEM;PL	N;PL
persoane	people	persoană	people	N;INDF;FEM;PL	N;PL
exemplu	example	exemplu	example	N;INDF;MASC;SG	N;SG
descriere	description	descriere	description	N;INDF;FEM;SG	N;SG
articol	article	articol	article	N;INDF;MASC;SG	N;SG
numarul	number	numar	number	N;DEF;MASC;SG	N;SG
comitatul	county	comitat	county	N;DEF;MASC;SG	N;SG
harta	map	hartă	map	N;DEF;FEM;SG	N;SG
harta	map	hartă	map	N;DEF;FEM;SG	N;SG
jos	down	jos	down	ADV	ADV
marea	sea	mare	sea	N;DEF;FEM;SG	N;SG
deoarece	because	deoarece	because	CONJ;POS	CONJ
localitate	locality	localitate	locality	N;INDF;FEM;SG	N;SG
aproape	almost	aproape	almost	ADV	ADV
raport	report	raport	report	N;INDF;MASC;SG	N;SG
echipa	squad	echipă	squad	N;DEF;FEM;SG	N;SG
echipa	team	echipă	team	N;DEF;FEM;SG	N;SG
echipa	team	echipă	team	N;DEF;FEM;SG	N;SG
diferite	different	diferit	different	ADJ;INDF;FEM;PL	ADJ
baza	base	bază	base	N;DEF;FEM;SG	N;SG
baza	base	bază	base	N;DEF;FEM;SG	N;SG
valea	valley	vale	valley	N;DEF;FEM;SG	N;SG
comune	joint	comun	joint	ADJ;INDF;FEM;PL	ADJ
zona	zone	zonă	zone	N;DEF;FEM;SG	N;SG
zona	area	zonă	area	N;DEF;FEM;SG	N;SG
zona	zone	zonă	zone	N;DEF;FEM;SG	N;SG
zona	area	zonă	area	N;DEF;FEM;SG	N;SG
satului	village	sat	village	N;DEF;MASC;SG	N;SG
localitatea	locality	localitate	locality	N;DEF;FEM;SG	N;SG
viata	life	viată	life	N;DEF;FEM;SG	N;SG
viata	life	viată	life	N;DEF;FEM;SG	N;SG
viata	life	viată	life	N;DEF;FEM;SG	N;SG
viata	life	viată	life	N;DEF;FEM;SG	N;SG
viata	life	viată	life	N;DEF;FEM;SG	N;SG
bun	good	bun	good	ADJ;INDF;MASC;SG	ADJ
format	format	format	format	N;INDF;MASC;SG	N;SG
primit	received	primi	receive	V;MASC;SG;V.PTCP	V;PST;V.PTCP
presedinte	chairman	presedinte	chairman	N;INDF;MASC;SG	N;SG
presedinte	chairman	presedinte	chairman	N;INDF;MASC;SG	N;SG
oameni	people	om	people	N;INDF;MASC;PL	N;PL
istoric	historic	istoric	historic	ADJ;INDF;MASC;SG	ADJ
istoric	historical	istoric	historical	ADJ;INDF;MASC;SG	ADJ
suprafata	surface	suprafată	surface	N;DEF;FEM;SG	N;SG
suprafata	area	suprafată	area	N;DEF;FEM;SG	N;SG
suprafata	surface	suprafată	surface	N;DEF;FEM;SG	N;SG
suprafata	surface	suprafată	surface	N;DEF;FEM;SG	N;SG
suprafata	surface	suprafată	surface	N;DEF;FEM;SG	N;SG
suprafata	surface	suprafată	surface	N;DEF;FEM;SG	N;SG
universitatea	university	universitate	university	N;DEF;FEM;SG	N;SG
team	team	team	team	N;INDF;MASC;SG	N;SG
copii	kids	copil	kid	N;INDF;MASC;PL	N;PL
copii	children	copil	child	N;INDF;MASC;PL	N;PL
aproximativ	approximately	aproximativ	approximately	ADV	ADV
aproximativ	roughly	aproximativ	roughly	ADV	ADV
lucru	thing	lucru	thing	N;INDF;MASC;SG	N;SG
lucru	work	lucru	work	N;INDF;MASC;SG	N;SG
cazul	case	caz	case	N;DEF;MASC;SG	N;SG
romani	romanians	roman	romanian	N;INDF;MASC;PL	N;PL
romani	romans	roman	roman	N;INDF;MASC;PL	N;PL
acum	now	acum	now	ADV	ADV
recensamantul	census	recensamant	census	N;DEF;MASC;SG	N;SG
centrul	center	centru	center	N;DEF;MASC;SG	N;SG
centrul	centre	centru	centre	N;DEF;MASC;SG	N;SG
teritoriul	territory	teritoriu	territory	N;DEF;MASC;SG	N;SG
numar	number	numar	number	N;INDF;MASC;SG	N;SG
numar	number	numar	number	N;INDF;MASC;SG	N;SG
cauza	cause	cauză	cause	N;DEF;FEM;SG	N;SG
cauza	cause	cauză	cause	N;DEF;FEM;SG	N;SG
serie	series	serie	series	N;INDF;FEM;SG	N;SG
vechi	old	vechi	old	ADJ;INDF;MASC;SG	ADJ
muntii	mountains	munte	mountain	N;DEF;MASC;PL	N;PL
muntii	mountains	munte	mountain	N;DEF;MASC;PL	N;PL
muntii	mountains	munte	mountain	N;DEF;MASC;PL	N;PL
limbi	languages	limbă	language	N;INDF;FEM;PL	N;PL
fel	kind	fel	kind	N;INDF;MASC;SG	N;SG
apelor	waters	apă	water	N;DEF;FEM;PL	N;PL
fotbal	soccer	fotbal	soccer	N;INDF;MASC;SG	N;SG
fotbal	football	fotbal	football	N;INDF;MASC;SG	N;SG
regele	king	rege	king	N;DEF;MASC;SG	N;SG
fiul	son	fiu	son	N;DEF;MASC;SG	N;SG
anterior	previously	anterior	previously	ADV	ADV
noua	new	nou	new	ADJ;DEF;FEM;SG	ADJ
noua	new	nou	new	ADJ;DEF;FEM;SG	ADJ
evolutia	evolution	evolutie	evolution	N;DEF;FEM;SG	N;SG
evolutia	evolution	evolutie	evolution	N;DEF;FEM;SG	N;SG
evolutia	evolution	evolutie	evolution	N;DEF;FEM;SG	N;SG
viteza	speed	viteză	speed	N;DEF;FEM;SG	N;SG
viteza	speed	viteză	speed	N;DEF;FEM;SG	N;SG
orase	cities	oras	city	N;INDF;FEM;PL	N;PL
orase	cities	oras	city	N;INDF;FEM;PL	N;PL
orase	towns	oras	town	N;INDF;FEM;PL	N;PL
orase	cities	oras	city	N;INDF;FEM;PL	N;PL
institutul	institute	institut	institute	N;DEF;MASC;SG	N;SG
satele	villages	sat	village	N;DEF;FEM;PL	N;PL
istorice	historical	istoric	historical	ADJ;INDF;FEM;PL	ADJ
articolul	article	articol	article	N;DEF;MASC;SG	N;SG
titlu	headline	titlu	headline	N;INDF;MASC;SG	N;SG
titlu	title	titlu	title	N;INDF;MASC;SG	N;SG
goluri	goals	gol	goal	N;INDF;FEM;PL	N;PL
titlul	title	titlu	title	N;DEF;MASC;SG	N;SG
album	album	album	album	N;INDF;MASC;SG	N;SG
pagina	page	pagină	page	N;DEF;FEM;SG	N;SG
pagina	page	pagină	page	N;DEF;FEM;SG	N;SG
imperiul	empire	imperiu	empire	N;DEF;MASC;SG	N;SG
moartea	death	moarte	death	N;DEF;FEM;SG	N;SG
apare	appears	apărea	appear	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
armata	army	armată	army	N;DEF;FEM;SG	N;SG
armata	army	armată	army	N;DEF;FEM;SG	N;SG
forma	shape	formă	shape	N;DEF;FEM;SG	N;SG
forma	form	formă	form	N;DEF;FEM;SG	N;SG
forma	shape	formă	shape	N;DEF;FEM;SG	N;SG
forma	form	formă	form	N;DEF;FEM;SG	N;SG
german	german	german	german	ADJ;INDF;MASC;SG	ADJ
rolul	role	rol	role	N;DEF;MASC;SG	N;SG
mica	small	mic	small	ADJ;DEF;FEM;SG	ADJ
des	often	des	often	ADV	ADV
epoca	vintage	epocă	vintage	N;DEF;FEM;SG	N;SG
mici	small	mic	small	ADJ;INDF;PL	ADJ
eliberare	release	eliberare	release	N;INDF;FEM;SG	N;SG
eliberare	liberation	eliberare	liberation	N;INDF;FEM;SG	N;SG
european	european	european	european	ADJ;INDF;MASC;SG	ADJ
mic	small	mic	small	ADJ;INDF;MASC;SG	ADJ
mic	little	mic	little	ADJ;INDF;MASC;SG	ADJ
gen	gender	gen	gender	N;INDF;MASC;SG	N;SG
gen	genre	gen	genre	N;INDF;MASC;SG	N;SG
gen	genus	gen	genus	N;INDF;MASC;SG	N;SG
importante	important	important	important	ADJ;INDF;FEM;PL	ADJ
aur	gold	aur	gold	N;INDF;MASC;SG	N;SG
murit	died	muri	die	V;MASC;SG;V.PTCP	V;IND;PST;FIN
orbita	orbit	orbită	orbit	N;DEF;FEM;SG	N;SG
orbita	orbit	orbită	orbit	N;DEF;FEM;SG	N;SG
rotatie	rotation	rotatie	rotation	N;INDF;FEM;SG	N;SG
pol	pole	pol	pole	N;INDF;MASC;SG	N;SG
lume	world	lume	world	N;INDF;FEM;SG	N;SG
local	local	local	local	ADJ;INDF;MASC;SG	ADJ
fapt	fact	fapt	fact	N;INDF;MASC;SG	N;SG
politica	policy	politică	policy	N;DEF;FEM;SG	N;SG
politica	policy	politică	policy	N;DEF;FEM;SG	N;SG
revista	magazine	revistă	magazine	N;DEF;FEM;SG	N;SG
revista	magazine	revistă	magazine	N;DEF;FEM;SG	N;SG
asta	this	acesta	this	PRO;FEM;SG;3	PRO;SG
asta	that	acesta	that	PRO;FEM;SG;3	PRO;SG
profesor	professor	profesor	professor	N;INDF;MASC;SG	N;SG
profesor	teacher	profesor	teacher	N;INDF;MASC;SG	N;SG
planetelor	planets	planetă	planet	N;DEF;FEM;PL	N;PL
cinci	five	cinci	five	NUM;PL	NUM
acolo	there	acolo	there	ADV	ADV
lumea	world	lume	world	N;DEF;FEM;SG	N;SG
muzica	music	muzică	music	N;DEF;FEM;SG	N;SG
muzica	music	muzică	music	N;DEF;FEM;SG	N;SG
buna	good	bun	good	ADJ;DEF;FEM;SG	ADJ
centru	center	centru	center	N;INDF;MASC;SG	N;SG
centru	centre	centru	centre	N;INDF;MASC;SG	N;SG
istorie	history	istorie	history	N;INDF;FEM;SG	N;SG
districtul	district	district	district	N;DEF;MASC;SG	N;SG
altitudine	altitude	altitudine	altitude	N;INDF;FEM;SG	N;SG
contine	contains	contin	contain	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
contine	contains	contin	contain	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
contine	contains	contin	contain	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
activitatea	activity	activitate	activity	N;DEF;FEM;SG	N;SG
initial	initial	initial	initial	ADJ;INDF;MASC;SG	ADJ
arta	art	artă	art	N;DEF;FEM;SG	N;SG
arta	art	artă	art	N;DEF;FEM;SG	N;SG
descoperitor	discoverer	descoperitor	discoverer	N;INDF;MASC;SG	N;SG
numeroase	numerous	numeros	numerous	ADJ;INDF;FEM;PL	ADJ
body	body	body	body	N;INDF;MASC;SG	N;SG
imagini	images	imagine	image	N;INDF;FEM;PL	N;PL
imagini	pictures	imagine	picture	N;INDF;FEM;PL	N;PL
domeniul	domain	domeniu	domain	N;DEF;MASC;SG	N;SG
scoala	school	scoală	school	N;DEF;FEM;SG	N;SG
scoala	school	scoală	school	N;DEF;FEM;SG	N;SG
scoala	school	scoală	school	N;DEF;FEM;SG	N;SG
scoala	school	scoală	school	N;DEF;FEM;SG	N;SG
scoala	school	scoală	school	N;DEF;FEM;SG	N;SG
succes	success	succes	success	N;INDF;MASC;SG	N;SG
provincie	province	provincie	province	N;INDF;FEM;SG	N;SG
studii	studies	studiu	study	N;INDF;FEM;PL	N;PL
primar	mayor	primar	mayor	N;INDF;MASC;SG	N;SG
francez	french	francez	french	ADJ;INDF;MASC;SG	ADJ
scriitor	writer	scriitor	writer	N;INDF;MASC;SG	N;SG
sistemul	system	sistem	system	N;DEF;MASC;SG	N;SG
ziua	day	zi	day	N;DEF;FEM;SG	N;SG
razboiul	war	razboi	war	N;DEF;MASC;SG	N;SG
international	international	international	international	ADJ;INDF;MASC;SG	ADJ
international	international	international	international	ADJ;INDF;MASC;SG	ADJ
international	international	international	international	ADJ;INDF;MASC;SG	ADJ
pare	seems	părea	seem	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ministru	minister	ministru	minister	N;INDF;MASC;SG	N;SG
familie	family	familie	family	N;INDF;FEM;SG	N;SG
politic	political	politic	political	ADJ;INDF;MASC;SG	ADJ
functia	function	functie	function	N;DEF;FEM;SG	N;SG
functia	function	functie	function	N;DEF;FEM;SG	N;SG
probabil	probably	probabil	probably	ADV	ADV
sistem	system	sistem	system	N;INDF;MASC;SG	N;SG
politice	political	politic	political	ADJ;INDF;FEM;PL	ADJ
vreme	weather	vreme	weather	N;INDF;FEM;SG	N;SG
autor	author	autor	author	N;INDF;MASC;SG	N;SG
mediu	average	mediu	average	ADJ;INDF;MASC;SG	ADJ
prea	too	prea	too	ADV	ADV
categoria	category	categorie	category	N;DEF;FEM;SG	N;SG
nivel	level	nivel	level	N;INDF;MASC;SG	N;SG
top	top	top	top	N;INDF;MASC;SG	N;SG
cartea	book	carte	book	N;DEF;FEM;SG	N;SG
filme	films	film	film	N;INDF;FEM;PL	N;PL
filme	movies	film	movie	N;INDF;FEM;PL	N;PL
casatorit	married	casatori	married	ADJ;INDF;MASC;SG	ADJ
casatorit	married	casatori	married	ADJ;INDF;MASC;SG	ADJ
muzeul	museum	muzeu	museum	N;DEF;MASC;SG	N;SG
city	city	city	city	N;INDF;MASC;SG	N;SG
afluent	tributary	afluent	tributary	N;INDF;MASC;SG	N;SG
lupta	battle	luptă	battle	N;DEF;FEM;SG	N;SG
lupta	fighting	luptă	fighting	N;DEF;FEM;SG	N;SG
luni	months	lună	month	N;INDF;FEM;PL	N;PL
zone	zones	zonă	zone	N;INDF;FEM;PL	N;PL
zone	areas	zonă	area	N;INDF;FEM;PL	N;PL
radio	radio	radio	radio	N;INDF;MASC;SG	N;SG
istorica	historic	istorică	historic	ADJ;DEF;FEM;SG	ADJ
istorica	historical	istorică	historical	ADJ;DEF;FEM;SG	ADJ
deja	already	deja	already	ADV	ADV
monument	monument	monument	monument	N;INDF;MASC;SG	N;SG
europene	european	european	european	ADJ;INDF;FEM;PL	ADJ
fac	doing	face	do	V;IND;PL;3;PRS;FIN	V;V.MSDR
moment	moment	moment	moment	N;INDF;MASC;SG	N;SG
componenta	component	componenta	component	N;DEF;FEM;SG	N;SG
componenta	component	componenta	component	N;DEF;FEM;SG	N;SG
varsta	age	varsta	age	N;DEF;FEM;SG	N;SG
varsta	age	varsta	age	N;DEF;FEM;SG	N;SG
varsta	age	varsta	age	N;DEF;FEM;SG	N;SG
origine	origin	origine	origin	N;INDF;FEM;SG	N;SG
recensamant	census	recensamant	census	N;INDF;MASC;SG	N;SG
actor	actor	actor	actor	N;INDF;MASC;SG	N;SG
literatura	literature	literatură	literature	N;DEF;FEM;SG	N;SG
literatura	literature	literatură	literature	N;DEF;FEM;SG	N;SG
veche	old	vechi	old	ADJ;INDF;FEM;SG	ADJ
guvernul	government	guvern	government	N;DEF;MASC;SG	N;SG
total	totally	total	totally	ADV	ADV
conte	count	conte	count	N;INDF;MASC;SG	N;SG
specii	species	specie	species	N;INDF;FEM;PL	N;PL
cupa	cup	cupă	cup	N;DEF;FEM;SG	N;SG
cupa	cup	cupă	cup	N;DEF;FEM;SG	N;SG
batalia	battle	batalie	battle	N;DEF;FEM;SG	N;SG
ceva	something	ceva	something	PRO;SG;3	PRO;SG
membri	members	membru	member	N;INDF;MASC;PL	N;PL
calitate	quality	calitate	quality	N;INDF;FEM;SG	N;SG
uniunii	union	uniune	union	N;DEF;FEM;SG	N;SG
mama	mom	mamă	mom	N;DEF;FEM;SG	N;SG
mama	mother	mamă	mother	N;DEF;FEM;SG	N;SG
mama	mom	mamă	mom	N;DEF;FEM;SG	N;SG
mama	mother	mamă	mother	N;DEF;FEM;SG	N;SG
campionatul	championship	campionat	championship	N;DEF;MASC;SG	N;SG
locuri	places	loc	place	N;INDF;FEM;PL	N;PL
locuri	seats	loc	seat	N;INDF;FEM;PL	N;PL
manastirea	monastery	manastire	monastery	N;DEF;FEM;SG	N;SG
manastirea	monastery	manastire	monastery	N;DEF;FEM;SG	N;SG
produs	product	produs	product	N;INDF;MASC;SG	N;SG
surse	sources	sursă	source	N;INDF;FEM;PL	N;PL
obicei	habit	obicei	habit	N;INDF;MASC;SG	N;SG
compania	company	companie	company	N;DEF;FEM;SG	N;SG
etnic	ethnic	etnic	ethnic	ADJ;INDF;MASC;SG	ADJ
echipe	teams	echipă	team	N;INDF;FEM;PL	N;PL
sezonul	season	sezon	season	N;DEF;MASC;SG	N;SG
central	central	central	central	ADJ;INDF;MASC;SG	ADJ
rol	role	rol	role	N;INDF;MASC;SG	N;SG
uniunea	union	uniune	union	N;DEF;FEM;SG	N;SG
carti	cards	carti	card	N;INDF;FEM;PL	N;PL
carti	books	carti	book	N;INDF;FEM;PL	N;PL
carti	cards	carti	card	N;INDF;FEM;PL	N;PL
carti	books	carti	book	N;INDF;FEM;PL	N;PL
carti	cards	carti	card	N;INDF;FEM;PL	N;PL
carti	books	carti	book	N;INDF;FEM;PL	N;PL
opera	opera	operă	opera	N;DEF;FEM;SG	N;SG
opera	opera	operă	opera	N;DEF;FEM;SG	N;SG
rock	rock	rock	rock	N;INDF;MASC;SG	N;SG
stil	style	stil	style	N;INDF;MASC;SG	N;SG
teatru	theater	teatru	theater	N;INDF;MASC;SG	N;SG
teatru	theatre	teatru	theatre	N;INDF;MASC;SG	N;SG
ziarul	newspaper	ziar	newspaper	N;DEF;MASC;SG	N;SG
www	www	www	wwwiw	N;INDF;MASC;SG	N;SG
post	post	post	post	N;INDF;MASC;SG	N;SG
romanesc	romanian	romanesc	romanian	ADJ;INDF;MASC;SG	ADJ
codul	code	cod	code	N;DEF;MASC;SG	N;SG
administratia	administration	administratie	administration	N;DEF;FEM;SG	N;SG
fiica	daughter	fiică	daughter	N;DEF;FEM;SG	N;SG
fiica	daughter	fiică	daughter	N;DEF;FEM;SG	N;SG
scopul	aim	scop	aim	N;DEF;MASC;SG	N;SG
scopul	purpose	scop	purpose	N;DEF;MASC;SG	N;SG
scopul	goal	scop	goal	N;DEF;MASC;SG	N;SG
grupul	group	grup	group	N;DEF;MASC;SG	N;SG
insula	island	insulă	island	N;DEF;FEM;SG	N;SG
insula	island	insulă	island	N;DEF;FEM;SG	N;SG
pozitia	position	pozitie	position	N;DEF;FEM;SG	N;SG
pozitia	position	pozitie	position	N;DEF;FEM;SG	N;SG
