táborů	obozach	tábor	obóz	N;INAN;GEN;MASC;PL;POS	N;GEN;MASC;PL
žlutý	żółty	žlutý	żółty	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
oleje	oleje	olej	olej	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
oleje	oleje	olej	olej	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
dopad	wpływ	dopad	wpływ	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
dopad	zderzenie	dopad	zderzenie	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
dopad	uderzenie	dopad	uderzenie	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
dopad	oddziaływanie	dopad	oddziaływać	N;INAN;NOM;MASC;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
grant	dotacja	grant	dotacja	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
časy	czasy	čas	czas	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
panna	panna	panna	panna	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
panna	dziewica	panna	dziewica	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
cestoval	podróżował	cestovat	podróżować	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
cestoval	podróżował	cestovat	podróżować	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
turisty	turystów	turista	turysta	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL
akademické	akademickie	akademický	akademicki	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
kaplan	kapelan	kaplan	kapelan	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
kaplan	kaplan	kaplan	kaplan	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
nárůst	zwiększenie	nárůst	zwiększyć	N;INAN;NOM;MASC;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
nárůst	wzrost	nárůst	wzrost	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
kino	kino	kino	kino	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
kino	kino	kino	kino	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
ovlivněn	dotknięty	ovlivněný	dotknięty	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ovlivněn	dotknięte	ovlivněný	dotknąć	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
relevantní	istotna	relevantní	istotny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
relevantní	stosowne	relevantní	stosowny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
starosti	zmartwienia	starost	zmartwienie	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
dorazil	przybyła	dorazit	przybyły	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
dorazil	przybył	dorazit	przybyć	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
poskytnout	zapewnić	poskytnout	zapewnić	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
masivní	ogromna	masivní	ogromny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
masivní	ogromne	masivní	ogromny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
masivní	ogromny	masivní	ogromny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
zachránil	uratował	zachránit	uratować	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
zachránil	zapisano	zachránit	zapisać	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
zachránil	uratował	zachránit	uratować	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
guvernér	gubernator	guvernér	gubernator	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
autorství	autorstwo	autorství	autorstwo	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
předpokládat	zakładać	předpokládat	zakładać	V;IPFV;POS;NFIN	V;IPFV;NFIN;ACT
předpokládat	zakładaj	předpokládat	zakładać	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
řetězce	łańcuchy	řetězec	łańcuch	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
řetězce	sznurki	řetězec	sznurek	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
řetězce	struny	řetězec	struna	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
vložit	wstawić	vložit	wstawić	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
vložit	wstaw	vložit	wstawa	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
vložit	wklej	vložit	wklej	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
věděl	wiedział	vědět	wiedzieć	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
konečný	skończona	konečný	skończyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
konečný	skończony	konečný	skończyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
konečný	ostateczny	konečný	ostateczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
konečný	ostateczna	konečný	ostateczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
konečný	ostateczne	konečný	ostateczny	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
konečný	końcowe	konečný	końcowy	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
karta	karta	karta	karta	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
karta	kartka	karta	kartka	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
karta	karta	karta	karta	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
karta	wizytówka	karta	wizytówka	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
stráže	straż	stráž	straż	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
výchozí	domyślny	výchozí	domyślny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
výchozí	domyślne	výchozí	domyślny	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
provizorní	tymczasowa	provizorní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
provizorní	tymczasowe	provizorní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
provizorní	tymczasowy	provizorní	tymczasowy	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
psycholog	psycholog	psycholog	psycholog	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
převzetí	przejęcia	převzetí	przejąć	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
převzetí	przejęcia	převzetí	przejąć	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
převzetí	przejęcie	převzetí	przejąć	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
nález	szukanie	nález	szukać	N;INAN;NOM;MASC;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
nález	znalezienie	nález	znalezienie	N;INAN;NOM;MASC;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
nález	odkrycia	nález	odkrycie	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
nález	odkrywanie	nález	odkrywać	N;INAN;NOM;MASC;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
nález	odkrycie	nález	odkrycie	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
likvidaci	likwidację	likvidace	likwidacja	N;ACC;FEM;SG;POS	N;ACC;FEM;SG
protest	protest	protest	protest	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
kvete	kwitnie	kvést	kwitnie	V;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
fotky	fotografie	fotka	fotografia	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
fotky	zdjęcia	fotka	zdjęcie	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
fotky	zdjęcia	fotka	zdjęcie	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
fotky	obrazki	fotka	obrazek	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
výrobci	producenci	výrobce	producent	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
výrobci	producenci	výrobce	producent	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
graf	wykres	graf	wykres	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
graf	wykres	graf	wykres	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
kůži	skórę	kůže	skóra	N;ACC;FEM;SG;POS	N;ACC;FEM;SG
léčba	traktowanie	léčba	traktować	N;NOM;FEM;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
léčba	leczenie	léčba	leczenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
léčba	kuracja	léčba	kuracja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
léčba	leczenie	léčba	leczenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
prefektura	prefektura	prefektura	prefektura	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
playoff	playoff	playoff	playoff	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
zkušenost	doświadczenia	zkušenost	doświadczenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
zkušenost	doświadczenie	zkušenost	doświadczenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
pátá	piąty	pátý	piąty	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
husa	gęś	husa	gęś	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
svědomí	sumienie	svědomí	sumienie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
cítí	czuje	cítit	czuć	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
učit	naucz	učit	naucz	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
učit	ucz	učit	uczyć	V;IPFV;POS;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
uzavřít	zamknij	uzavřít	zamknąć	V;POS;NFIN	V;PFV;IMP;SG;2;FIN;ACT
houby	grzyby	houba	grzyb	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
houby	grzybki	houba	grzybka	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
houby	grzyby	houba	grzyb	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
houby	grzyby	houba	grzyb	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
vzorec	wzór	vzorec	wzór	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
vzorec	formuła	vzorec	formuła	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
vzorec	wzorzec	vzorec	wzorzec	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
vzorec	wzór	vzorec	wzór	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
spravedlnost	sprawiedliwość	spravedlnost	sprawiedliwość	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
slabě	słabo	slabě	słabo	ADV;POS	ADV
zabije	zabija	zabít	zabijać	V;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
řidič	kierowca	řidič	kierowca	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
řidič	sterownik	řidič	sterownik	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
čtenáři	czytelnicy	čtenář	czytelnik	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL
kristus	chrystus	kristus	chrystus	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
varování	ostrzeżenia	varování	ostrzeżenie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
varování	ostrzeżenie	varování	ostrzeżenie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
varování	ostrzeżenia	varování	ostrzeżenie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
socialistická	socjalistyczna	socialistický	socjalistyczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
položky	elementy	položka	element	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
položky	artykuły	položka	artykuł	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
položky	przedmioty	položka	przedmiot	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
položky	pozycje	položka	pozycja	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
položky	zapisy	položka	zapis	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
položky	wpisy	položka	wpis	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
automobilový	samochodowe	automobilový	samochodowy	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
ohrožený	zagrożona	ohrožený	zagrożyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ohrožený	zagrożony	ohrožený	zagrożyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ohrožený	zagrożone	ohrožený	zagrożyć	ADJ;INAN;NOM;MASC;SG;POS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zajímavá	interesujące	zajímavý	interesujący	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
zajímavá	ciekawe	zajímavý	ciekawy	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
zajímavá	interesujący	zajímavý	interesujący	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
ztrácí	utrata	ztrácet	utratać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ztrácí	traci	ztrácet	tracić	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ztrácí	przegrywa	ztrácet	przegrywać	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
uzavřené	załączony	uzavřený	załączyć	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uzavřené	zamknięty	uzavřený	zamknięty	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uzavřené	nieczynne	uzavřený	nieczynny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
uzavřené	zamknięte	uzavřený	zamknąć	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uzavřené	zamknięta	uzavřený	zamknąć	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nutnost	konieczność	nutnost	konieczność	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
zjištěno	wykryte	zjištěný	wykryć	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zápasník	zawodnik	zápasník	zawodnik	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
zápasník	wojownik	zápasník	wojownik	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
zápasník	myśliwiec	zápasník	myśliwiec	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
zápasník	zapaśnik	zápasník	zapaśnik	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
ekonomická	gospodarcza	ekonomický	gospodarczy	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
ekonomická	ekonomiczne	ekonomický	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
ekonomická	gospodarcze	ekonomický	gospodarczy	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
ekonomická	ekonomiczna	ekonomický	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
ekonomická	ekonomiczny	ekonomický	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
ekonomická	ekonomiczna	ekonomický	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
ekonomická	ekonomiczny	ekonomický	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
ekonomická	ekonomiczny	ekonomický	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
indické	indyjskie	indický	indyjski	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
indické	indyjska	indický	indyjski	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
indické	indyjski	indický	indyjski	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
sedmé	siódmy	sedmý	siódmy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;MASC;SG
sedmé	siódma	sedmý	siódmy	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
irský	irlandzkie	irský	irlandzki	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
irský	irlandzki	irský	irlandzka	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
irský	irlandzka	irský	irlandzka	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
ředitelství	dyrekcja	ředitelství	dyrekcja	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
písemné	napisane	písemný	napisać	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
písemné	pisemne	písemný	pisemny	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
písemné	zapisane	písemný	zapisać	ADJ;NOM;NEUT;SG;POS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
náhrada	zwrot	náhrada	zwrot	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
náhrada	wynagrodzenie	náhrada	wynagrodzenie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG;POS;V.MSDR
náhrada	odszkodowanie	náhrada	odszkodowanie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
náhrada	wymiana	náhrada	wymianać	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
náhrada	zastąpienia	náhrada	zastąpić	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
náhrada	zastępstwo	náhrada	zastępstwo	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
náhrada	zastąpienie	náhrada	zastąpienie	N;NOM;FEM;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
účtu	konta	účet	konta	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
oznámeno	zgłoszony	oznámený	zgłosić	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
oznámeno	zgłoszona	oznámený	zgłosić	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
oznámeno	zgłoszone	oznámený	zgłosić	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
oznámeno	ogłoszone	oznámený	ogłosić	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zjevení	objawienie	zjevení	objawić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
zjevení	objawienia	zjevení	objawić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
zjevení	objawienie	zjevení	objawić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
zjevení	objawienia	zjevení	objawić	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
nízký	niskie	nízký	niski	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
nízký	niski	nízký	niski	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
závislost	zależność	závislost	zależność	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
závislost	uzależnienie	závislost	uzależnienie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
závislost	uzależnienie	závislost	uzależnienie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
závislost	nałóg	závislost	nałóg	N;NOM;FEM;SG;POS	N;NOM;MASC;SG
závislost	zależność	závislost	zależność	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
závislost	uzależnienie	závislost	uzależnienie	N;NOM;FEM;SG;POS	N;NOM;NEUT;SG
kuchyně	kuchnia	kuchyně	kuchniać	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
kuchyně	kuchnia	kuchyně	kuchniać	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
napadení	atak	napadení	atak	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
napadení	napad	napadení	napad	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG
záměrně	celowo	záměrně	celowo	ADV;POS	ADV
záměrně	umyślnie	záměrně	umyślnie	ADV;POS	ADV
záměrně	celowo	záměrně	celowo	ADV;POS	ADV
záměrně	celowo	záměrně	celowo	ADV;POS	ADV
záměrně	umyślnie	záměrně	umyślnie	ADV;POS	ADV
záměrně	celowo	záměrně	celowo	ADV;POS	ADV
úhlu	kąta	úhel	kąta	N;INAN;GEN;MASC;SG;POS	N;GEN;MASC;SG
míč	piłka	míč	piłka	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
výslovně	wyraźnie	výslovně	wyraźnie	ADV;POS	ADV
výslovně	konkretnie	výslovně	konkretnie	ADV;POS	ADV
výslovně	specjalnie	výslovně	specjalnie	ADV;POS	ADV
výpočet	obliczanie	výpočet	obliczać	N;INAN;NOM;MASC;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
výpočet	wyliczenie	výpočet	wyliczyć	N;INAN;NOM;MASC;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
výpočet	obliczenie	výpočet	obliczyć	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
výpočet	wyliczenia	výpočet	wyliczyć	N;INAN;NOM;MASC;SG;POS	N;PFV;NOM;NEUT;SG;V.MSDR
výpočet	obliczenie	výpočet	obliczyć	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
autorka	autorka	autorka	autorka	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
stanovení	określenie	stanovení	określenie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
stanovení	oznaczenie	stanovení	oznaczenie	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
stanovení	ustalenie	stanovení	ustalenie	N;NOM;NEUT;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
stanovení	oznaczanie	stanovení	oznaczać	N;NOM;NEUT;SG;POS	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
stanovení	określanie	stanovení	określać	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
hospodářská	gospodarcza	hospodářský	gospodarczy	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
hospodářská	ekonomiczne	hospodářský	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
hospodářská	gospodarcze	hospodářský	gospodarczy	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
hospodářská	ekonomiczna	hospodářský	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
hospodářská	ekonomiczny	hospodářský	ekonomiczny	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
pouť	pielgrzymka	pouť	pielgrzymek	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
prezentace	prezentacja	prezentace	prezentacja	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
objevit	odkryć	objevit	odkryć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
příchod	dojazd	příchod	dojazd	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG
příchod	przybycie	příchod	przybyć	N;INAN;NOM;MASC;SG;POS	N;PFV;NOM;NEUT;SG;POS;V.MSDR
