показания	zeznania	показание	zeznanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
арест	areszt	арест	areszt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
арест	aresztowanie	арест	aresztowanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
рисунки	zdjęcia	рисунок	zdjęcie	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
рисунки	obrazki	рисунок	obrazek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
рисунки	rysunki	рисунок	rysunek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
рисунки	szkice	рисунок	szkic	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
заказ	porządek	заказ	porządek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
заказ	zamówienie	заказ	zamówienie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
заказ	kolejność	заказ	kolejność	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
социальный	społeczna	социальный	społeczny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
социальный	towarzyskie	социальный	towarzyski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
социальный	społeczne	социальный	społeczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
социальный	socjalna	социальный	socjalny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
социальный	społeczny	социальный	społeczny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
красноярск	krasnojarsk	красноярск	krasnojarski	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
выразил	wyrażono	выразить	wyrażyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
выразил	wyraził	выразить	wyrazić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
реальность	rzeczywistość	реальность	rzeczywistość	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
намерения	intencje	намерение	intencja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
намерения	zamiary	намерение	zamiar	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
намерения	zamiary	намерение	zamiar	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
намерения	intencje	намерение	intencja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
гонсалес	gonzalez	гонсалес	gonzalez	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
арбитр	sędzia	арбитр	sędzia	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
арбитр	arbiter	арбитр	arbiter	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
свадьба	ślub	свадьба	ślub	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
свадьба	wesele	свадьба	wesele	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
преобразование	przekształcenie	преобразование	przekształcenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
преобразование	przemiana	преобразование	przemiać	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
преобразование	przemiana	преобразование	przemiać	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
преобразование	transformacja	преобразование	transformacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
преобразование	przekształcenie	преобразование	przekształcenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
преобразование	przemiana	преобразование	przemiać	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
преобразование	transformacja	преобразование	transformacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
ученый	naukowiec	ученый	naukowiec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
мельница	wiatrak	мельница	wiatrak	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
механик	mechanik	механик	mechanik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
склад	magazyn	склад	magazyn	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
склад	składowanie	склад	składowanie	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
склад	magazyn	склад	magazyn	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
склад	przechowywanie	склад	przechowywać	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
склад	magazynowanie	склад	magazynowanie	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
публично	publicznie	публично	publicznie	ADV	ADV
чрезвычайный	nadzwyczajne	чрезвычайный	nadzwyczajny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
чрезвычайный	niezwykła	чрезвычайный	niezwykły	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
чрезвычайный	nadzwyczajny	чрезвычайный	nadzwyczajny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
чрезвычайный	niezwykłe	чрезвычайный	niezwykłe	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
критическое	krytyczne	критический	krytyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
критическое	krytyczna	критический	krytyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
критическое	krytyczny	критический	krytyczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
особняк	rezydencja	особняк	rezydencja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
хлеб	pieczywo	хлеб	pieczywo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
сады	ogrody	сад	ogród	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
движок	silnik	движок	silnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
девочки	dziewczyny	девочка	dziewczyna	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
девочки	dziewczynki	девочка	dziewczynka	N;ANIM;NOM;FEM;PL	N;NOM;FEM;PL
девочки	dziewczęta	девочка	dziewczę	N;ANIM;NOM;FEM;PL	N;NOM;NEUT;PL
освободить	wyzwolić	освободить	wyzwolić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
медицинская	medyczna	медицинский	medyczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
медицинская	medyczny	медицинский	medyczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
медицинская	medyczne	медицинский	medyczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
логично	logiczne	логичный	logiczny	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
логично	logiczny	логичный	logiczny	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
дизайнер	projektant	дизайнер	projektant	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
стол	stół	стол	stół	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
стол	stolik	стол	stolik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
стол	tablica	стол	tablica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
стол	biurko	стол	biurko	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
могилы	groby	могила	grób	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
королевская	królewska	королевский	królewski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
королевская	królewski	королевский	królewski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
королевская	królewskie	королевский	królewski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
казнь	realizacja	казнь	realizacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
казнь	egzekucja	казнь	egzekucja	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
казнь	wykonanie	казнь	wykonać	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
морис	maurice	морис	maurica	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
совершает	zobowiązuje	совершать	zobowiązywać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
совершает	popełnia	совершать	popełniać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
самцы	mężczyźni	самец	mężczyzna	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
убедить	przekonać	убедить	przekonać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
убедить	przekonać	убедить	przekonać	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
технику	techniki	техника	technika	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
цветы	kwiaty	цветы	kwiat	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
цветы	kwiatki	цветы	kwiatek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
рыцарь	rycerz	рыцарь	rycerz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
рыцарь	skoczek	рыцарь	skoczek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
прокат	wynajem	прокат	wynaj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
прокат	wypożyczalnia	прокат	wypożyczalniać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
прокат	wynajem	прокат	wynaj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
прокат	czynsz	прокат	czynsz	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
дам	tamy	дать	tama		
дам	zapora	дать	zaporać		
дам	tama	дать	tama		
наблюдать	obserwować	наблюдать	obserwować	V;IPFV;NFIN;ACT	V;IPFV;NFIN;ACT
северное	północne	северный	północny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
квадратный	kwadratowy	квадратный	kwadratowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
квадратный	kwadratowe	квадратный	kwadratowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
одежда	odzież	одежда	odzież	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
одежда	ubranie	одежда	ubranie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
одежда	odzież	одежда	odzież	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
одежда	ubranie	одежда	ubranie	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
тяжёлая	ciężkie	тяжелый	ciężki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
тяжёлая	ciężki	тяжелый	ciężki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
тяжёлая	ciężka	тяжелый	ciężka	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
вдова	wdowa	вдова	wdowa	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
грибы	grzyby	гриб	grzyb	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
грибы	grzybki	гриб	grzybka	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
грибы	grzyby	гриб	grzyb	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
грибы	grzyby	гриб	grzyb	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
разрешить	umożliwić	разрешить	umożliwić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
законодательство	prawodawstwo	законодательство	prawodawstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
законодательство	ustawodawstwo	законодательство	ustawodawstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
леви	opłata	лев	opłatać	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
регистр	rejestr	регистр	rejestr	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
регистр	rejestr	регистр	rejestr	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
творческий	kreatywny	творческий	kreatywny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
химический	chemiczne	химический	chemiczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
астрономы	astronomowie	астроном	astronomowie	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
продолжая	kontynuując	продолжать	kontynuować	V;IPFV;PRS;V.CVB;ACT	V;IPFV;PRS;V.CVB;ACT
продолжая	kontynuuje	продолжать	kontynuować	V;IPFV;PRS;V.CVB;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
коды	kody	код	koda	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
среду	środę	среда	środa	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
уголовное	kryminalne	уголовный	kryminalny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
капитал	stolica	капитал	stolica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
вкус	smak	вкус	smak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
вкус	gust	вкус	gust	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
вкус	smak	вкус	smak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
племя	szczep	племя	szczep	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
дама	pani	дама	pani	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
атлетика	lekkoatletyka	атлетика	lekkoatletyka	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
ставки	zakłady	ставка	zakład	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
ставки	zakłady	ставка	zakład	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
ставки	kursy	ставка	kurs	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
люблю	kocham	любить	kochać	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
подруга	dziewczyna	подруга	dziewczyna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
подруга	przyjaciółka	подруга	przyjaciółka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
подруга	koleżanka	подруга	koleżanka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
подруга	znajomy	подруга	znajomy	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG
подруга	przyjaciel	подруга	przyjaciel	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG
выпускник	absolwent	выпускник	absolwent	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
возникновение	wystąpienie	возникновение	wystąpienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
остановка	zatrzymanie	остановка	zatrzymać	N;INAN;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
гвинея	gwinea	гвинее	gwin	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
реформа	reforma	реформа	reforma	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
войти	zaloguj	войти	zalogować	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
войти	wejdź	войти	wejść	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
дева	panna	дева	panna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
дева	dziewica	дева	dziewica	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
висит	zwisa	висеть	zwisać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
конвенции	konwencje	конвенция	konwencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
конвенции	konwencje	конвенция	konwencja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
местоположения	lokalizacje	местоположение	lokalizacja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
местоположения	miejsca	местоположение	miejsce	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
обнаружить	odkryć	обнаружить	odkryć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
душа	prysznic	душа	prysznic	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
душа	dusza	душа	dusza	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
душа	dusze	душа	dusza	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
медведь	miś	медведь	miś	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
медведь	misiek	медведь	misiek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
медведь	niedźwiedź	медведь	niedźwiedź	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
чёрное	czarna	черный	czarny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
чёрное	czarne	черный	czarny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
чёрное	czarny	черный	czarny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
быстрый	szybkie	быстрый	szybki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
быстрый	szybki	быстрый	szybki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
быстрый	szybkie	быстрый	szybki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
быстрый	szybki	быстрый	szybki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
быстрый	szybka	быстрый	szybki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
мощный	potężne	мощный	potężny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
мощный	potężna	мощный	potężny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
мощный	potężny	мощный	potężny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
мощный	mocne	мощный	mocny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
испанская	hiszpańskie	испанский	hiszpański	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
испанская	hiszpańska	испанский	hiszpański	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
испанская	hiszpański	испанский	hiszpański	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
комплексы	kompleksy	комплекс	kompleks	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
моложе	młodsza	молодой	młody	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
моложе	młodsi	молодой	młody	ADJ;CMPR	ADJ;NOM;CMPR;MASC;PL
моложе	młodszy	молодой	młody	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
моложе	młodsze	молодой	młody	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
льда	lodu	лед	lód	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
зимний	zimowy	зимний	zimowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
зимний	zimowe	зимний	zimowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
институты	instytucje	институт	instytucja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
немецкое	niemiecka	немецкий	niemiecki	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
немецкое	niemieckie	немецкий	niemiecki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
немецкое	niemiecki	немецкий	niemiecki	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
норвежский	norweskie	норвежский	norweski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
норвежский	norweski	норвежский	norweski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
вулкан	wulkan	вулкан	wulkać	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
вулкан	wulkan	вулкан	wulkać	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
дополнительная	dodatkowa	дополнительный	dodatkowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
дополнительная	dodatkowe	дополнительный	dodatkowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
дополнительная	dodatkowy	дополнительный	dodatkowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
дополнительная	dodatkowa	дополнительный	dodatkowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
дополнительная	dodatkowe	дополнительный	dodatkowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
дополнительная	dodatkowy	дополнительный	dodatkowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
конкретный	szczególne	конкретный	szczególny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
конкретный	konkretne	конкретный	konkretny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
конкретный	specyficzne	конкретный	specyficzny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
конкретный	konkretne	конкретный	konkretny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
конкретный	konkretny	конкретный	konkretny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
купить	kupić	купить	kupić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
купить	kup	купить	kup	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
верность	wierność	верность	wierność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
верность	wierność	верность	wierność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
верность	lojalność	верность	lojalność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
поднять	podnieść	поднять	podnieść	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
поднять	podnieść	поднять	podnieść	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
плата	opłata	плата	opłatać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
репутацию	reputację	репутация	reputacja	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
коммуникации	komunikaty	коммуникация	komunikat	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
костюм	kostium	костюм	kostium	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
костюм	kombinezon	костюм	kombinezon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
костюм	garnitur	костюм	garnitur	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
избирательный	selektywny	избирательный	selektywny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
маяк	latarnia	маяк	latarniać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
отдельное	osobne	отдельный	osobny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
отдельное	odrębne	отдельный	odrębny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
