abhazya	abkhazie	abhazya	abkhazie	N;NOM;SG;3	N;FEM;SG
yatak	matelas	yatak	matelas	N;NOM;SG;3	N;MASC;SG
yatak	lit	yatak	lit	N;NOM;SG;3	N;MASC;SG
yatak	matelas	yatak	matelas	N;NOM;SG;3	N;MASC;SG
oluştu	formé	oluş	former	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
oluştu	formée	oluş	former	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
akrabalık	relation	akrabalık	relation	N;NOM;SG;3	N;FEM;SG
akrabalık	parenté	akrabalık	parenté	N;NOM;SG;3	N;FEM;SG
temizlik	propreté	temizlik	propreté	N;NOM;SG;3	N;FEM;SG
temizlik	nettoyage	temizlik	nettoyage	N;NOM;SG;3	N;MASC;SG
temizlik	ménage	temizlik	ménage	N;NOM;SG;3	N;MASC;SG
temizlik	nettoyage	temizlik	nettoyage	N;NOM;SG;3	N;MASC;SG
temizlik	nettoyant	temizlik	nettoyer	N;NOM;SG;3	N;MASC;SG
temizlik	purification	temizlik	purification	N;NOM;SG;3	N;FEM;SG
kapanış	fermer	kapa	fermer	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;NFIN
çiftliği	ranch	çiftlik	ranch	N;ACC;SG;3	N;MASC;SG
zirvesi	sommet	zirve	sommet	N;NOM;SG;3	N;MASC;SG
mountain	montagne	mountain	montagne	N;NOM;SG;3	N;FEM;SG
kanıtlar	preuves	kanıt	preuve	N;NOM;PL;3	N;FEM;PL
tanıtımı	promotion	tanıtım	promotion	N;NOM;SG;3	N;FEM;SG
duvarları	murs	duvar	mur	N;ACC;PL;3	N;MASC;PL
çekirdeği	core	çekir	core	N;NOM;SG;3	N;MASC;SG
çekirdeği	cœur	çekir	cœur	N;NOM;SG;3	N;MASC;SG
çekirdeği	coeur	çekir	coeur	N;NOM;SG;3	N;MASC;SG
çekirdeği	noyau	çekir	noyau	N;NOM;SG;3	N;MASC;SG
çekirdeği	amande	çekir	amande	N;NOM;SG;3	N;FEM;SG
çekirdeği	noyau	çekir	noyau	N;NOM;SG;3	N;MASC;SG
müslümanların	musulmans	müslüman	musulman	N;GEN;PL;3	N;MASC;PL
açıkçası	franchement	açıkçası	franchement	ADV	ADV
üstünlük	supériorité	üstünlük	supériorité	N;NOM;SG;3	N;FEM;SG
üstünlük	domination	üstünlük	domination	N;NOM;SG;3	N;FEM;SG
üstünlük	dominance	üstünlük	dominance	N;NOM;SG;3	N;FEM;SG
üstünlük	prédominance	üstünlük	prédominance	N;NOM;SG;3	N;FEM;SG
pol	pol	pol	pol		
patinaj	patinage	patinaj	patinage	N;NOM;SG;3	N;MASC;SG
belgeler	docs	belge	doc	N;NOM;PL;3	N;MASC;PL
belgeler	documents	belge	document	N;NOM;PL;3	N;MASC;PL
tekerlekli	wheelie	tekerlekli	wheelie	N;NOM;SG;3	N;MASC;SG
geyik	élan	geyik	élan	N;NOM;SG;3	N;MASC;SG
geyik	élan	geyik	élan	N;NOM;SG;3	N;MASC;SG
geyik	cerf	geyik	cerf	N;NOM;SG;3	N;MASC;SG
geyik	daim	geyik	daim	N;NOM;SG;3	N;MASC;SG
geyik	biche	geyik	biche	N;NOM;SG;3	N;FEM;SG
geyik	chevreuil	geyik	chevreuil	N;NOM;SG;3	N;MASC;SG
siteleri	sites	site	site	N;ACC;PL;3	N;MASC;PL
siteleri	sites	site	site	N;ACC;PL;3	N;MASC;PL
noktalar	dots	nokta	dot	N;NOM;PL;3	N;MASC;PL
noktalar	points	nokta	point	N;NOM;PL;3	N;MASC;PL
noktalar	points	nokta	point	N;NOM;PL;3	N;MASC;PL
noktalar	spots	nokta	spot	N;NOM;PL;3	N;MASC;PL
noktalar	taches	nokta	tache	N;NOM;PL;3	N;FEM;PL
yuva	nest	yuva	nest		
koltuk	fauteuil	koltuk	fauteuil	N;NOM;SG;3	N;MASC;SG
koltuk	banquette	koltuk	banquette	N;NOM;SG;3	N;FEM;SG
koltuk	siège	koltuk	siège	N;NOM;SG;3	N;MASC;SG
koltuk	sofa	koltuk	sofa	N;NOM;SG;3	N;MASC;SG
koltuk	canapé	koltuk	canapé	N;NOM;SG;3	N;MASC;SG
koltuk	divan	koltuk	divan	N;NOM;SG;3	N;MASC;SG
koltuk	chaise	koltuk	chaise	N;NOM;SG;3	N;FEM;SG
koltuk	président	koltuk	président	N;NOM;SG;3	N;MASC;SG
koltuk	présidence	koltuk	présidence	N;NOM;SG;3	N;FEM;SG
koltuk	fauteuil	koltuk	fauteuil	N;NOM;SG;3	N;MASC;SG
koltuk	canapé	koltuk	canapé	N;NOM;SG;3	N;MASC;SG
koltuk	divan	koltuk	divan	N;NOM;SG;3	N;MASC;SG
kayak	skis	kayak	ski	N;NOM;SG;3	N;MASC;SG
kayak	kayak	kayak	kayak	N;NOM;SG;3	N;MASC;SG
kayak	canoë	kayak	canoë	N;NOM;SG;3	N;MASC;SG
kayak	ski	kayak	ski	N;NOM;SG;3	N;MASC;SG
kayak	ski	kayak	ski	N;NOM;SG;3	N;MASC;SG
çevreleyen	entoure	çevrele	entourer	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
çevreleyen	entourant	çevrele	entourer	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
fikirleri	opinions	fikir	opinion	N;NOM;PL;3	N;FEM;PL
fikirleri	idées	fikir	idée	N;NOM;PL;3	N;FEM;PL
dosyası	dossier	dosya	dossier	N;NOM;SG;3	N;MASC;SG
dosyası	fichier	dosya	fichier	N;NOM;SG;3	N;MASC;SG
cehennem	enfer	cehenne	enfer	N;NOM;SG;3	N;MASC;SG
yıkıldı	anéanti	yıkıl	anéantir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yıkıldı	anéantie	yıkıl	anéantir	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yıkıldı	dévastée	yıkıl	dévaster	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yıkıldı	dévasté	yıkıl	dévaster	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yıkıldı	démoli	yıkıl	démolir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yıkıldı	démolie	yıkıl	démolir	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kompozisyon	essai	kompozisyon	essai	N;NOM;SG;3	N;MASC;SG
kompozisyon	composition	kompozisyon	composition	N;NOM;SG;3	N;FEM;SG
savundu	prôné	savun	prôner	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
savundu	préconisé	savun	préconiser	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
savundu	défendu	savun	défendre	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
savundu	défendue	savun	défendre	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
bozukluğu	désordre	bozukluk	désordre	N;NOM;SG;3	N;MASC;SG
izleri	morceaux	iz	morceau	N;ACC;PL;3	N;MASC;PL
izleri	chenilles	iz	chenille	N;ACC;PL;3	N;FEM;PL
izleri	pistes	iz	piste	N;ACC;PL;3	N;FEM;PL
denklem	équation	denkle	équation	N;NOM;SG;3	N;FEM;SG
egemenlik	domination	egemenlik	domination	N;NOM;SG;3	N;FEM;SG
egemenlik	souveraineté	egemenlik	souveraineté	N;NOM;SG;3	N;FEM;SG
egemenlik	domination	egemenlik	domination	N;NOM;SG;3	N;FEM;SG
egemenlik	dominance	egemenlik	dominance	N;NOM;SG;3	N;FEM;SG
egemenlik	prédominance	egemenlik	prédominance	N;NOM;SG;3	N;FEM;SG
markası	marque	marka	marque	N;NOM;SG;3	N;FEM;SG
öldürdü	tué	öl	tuer	V;PFV;IND;SG;3;POS;PST;CAUS	V;MASC;SG;PST;V.PTCP
öldürdü	tuée	öl	tuer	V;PFV;IND;SG;3;POS;PST;CAUS	V;FEM;SG;PST;V.PTCP
iddiaları	allégations	iddia	allégation	N;NOM;PL;3	N;FEM;PL
url	url	url	url	N;NOM;SG;3	N;MASC;SG
ahlak	déontologie	ahlak	déontologie	N;NOM;SG;3	N;FEM;SG
ahlak	vice	ahlak	vice	N;NOM;SG;3	N;MASC;SG
ahlak	moralité	ahlak	moralité	N;NOM;SG;3	N;FEM;SG
ahlak	moralité	ahlak	moralité	N;NOM;SG;3	N;FEM;SG
ahlak	moralité	ahlak	moralité	N;NOM;SG;3	N;FEM;SG
duyuruldu	annoncé	duyur	annoncer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
duyuruldu	annoncée	duyur	annoncer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
şiddetle	violence	şiddet	violence	N;INS;SG;3	N;FEM;SG
logosu	logo	logo	logo	N;NOM;SG;3	N;MASC;SG
işçiler	ouvriers	işçi	ouvrier	N;NOM;PL;3	N;MASC;PL
işçiler	travailleurs	işçi	travailleur	N;NOM;PL;3	N;MASC;PL
işçiler	collaborateurs	işçi	collaborateur	N;NOM;PL;3	N;MASC;PL
görüşmeler	entretiens	görüşme	entretien	N;NOM;PL;3	N;MASC;PL
görüşmeler	interviews	görüşme	interview	N;NOM;PL;3	N;FEM;PL
görüşmeler	discussions	görüşme	discussion	N;NOM;PL;3	N;FEM;PL
görüşmeler	rencontres	görüşme	rencontre	N;NOM;PL;3	N;FEM;PL
görüşmeler	réunions	görüşme	réunion	N;NOM;PL;3	N;FEM;PL
kalıntılar	restes	kalıntı	reste	N;NOM;PL;3	N;MASC;PL
kalıntılar	résidus	kalıntı	résidu	N;NOM;PL;3	N;MASC;PL
kalıntılar	ruines	kalıntı	ruine	N;NOM;PL;3	N;FEM;PL
kalıntılar	résidus	kalıntı	résidu	N;NOM;PL;3	N;MASC;PL
pasaportu	passeport	pasaport	passeport	N;ACC;SG;3	N;MASC;SG
şampiyonları	champions	şampiyon	champion	N;NOM;PL;3	N;MASC;PL
zincir	chaîne	zincir	chaîne	N;NOM;SG;3	N;FEM;SG
zincir	chaine	zincir	chaîne	N;NOM;SG;3	N;FEM;SG
mekaniği	mécano	mekanik	mécano	N;NOM;SG;3	N;MASC;SG
mekaniği	mécanicien	mekanik	mécanicien	N;NOM;SG;3	N;MASC;SG
başlıkları	manchettes	başlık	manchette	N;ACC;PL;3	N;FEM;PL
çerçeve	cadre	çerçev	cadre	N;NOM;SG;3	N;MASC;SG
çerçeve	ossature	çerçev	ossature	N;NOM;SG;3	N;FEM;SG
çerçeve	cadre	çerçev	cadre	N;NOM;SG;3	N;MASC;SG
çerçeve	charpente	çerçev	charpenter	N;NOM;SG;3	N;FEM;SG
çerçeve	encadrement	çerçev	encadrement	N;NOM;SG;3	N;MASC;SG
çerçeve	cadrage	çerçev	cadrage	N;NOM;SG;3	N;MASC;SG
cadde	rue	cadde	rue	N;NOM;SG;3	N;FEM;SG
tanımlama	définir	tanımla	définir	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
tanımlama	définissant	tanımla	définir	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PRS;V.PTCP
disiplin	discipline	dis	discipline	N;NOM;SG;3	N;FEM;SG
genişletilmiş	élargi	genişle	élargir	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
genişletilmiş	élargie	genişle	élargir	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
genişletilmiş	étendu	genişle	étendre	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
genişletilmiş	agrandi	genişle	agrandir	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
çeşitlilik	diversité	çeşitlilik	diversité	N;NOM;SG;3	N;FEM;SG
çeşitlilik	variété	çeşitlilik	variété	N;NOM;SG;3	N;FEM;SG
defteri	carnet	defteri	carnet	N;NOM;SG;3	N;MASC;SG
defteri	cahier	defteri	cahier	N;NOM;SG;3	N;MASC;SG
uzaklık	distance	uzaklık	distance	N;NOM;SG;3	N;FEM;SG
uzaklık	éloignement	uzaklık	éloignement	N;NOM;SG;3	N;MASC;SG
yaratmak	créer	yarat	créer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
anlatıyor	raconte	anlat	raconter	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
hıristiyanlık	chrétienté	hıristiyanlık	chrétienté	N;NOM;SG;3	N;FEM;SG
hıristiyanlık	christianisme	hıristiyanlık	christianisme	N;NOM;SG;3	N;MASC;SG
kararları	résolutions	karar	résolution	N;ACC;PL;3	N;FEM;PL
kararları	décisions	karar	décision	N;ACC;PL;3	N;FEM;PL
kaldırmak	soulever	kal	soulever	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
kaldırmak	lever	kal	lever	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
yöneticiler	directeurs	yönetici	directeur	N;NOM;PL;3	N;MASC;PL
yöneticiler	dirigeants	yönetici	dirigeant	N;NOM;PL;3	N;MASC;PL
yöneticiler	administrateurs	yönetici	administrateur	N;NOM;PL;3	N;MASC;PL
yöneticiler	réalisateurs	yönetici	réalisateur	N;NOM;PL;3	N;MASC;PL
yöneticiler	directeurs	yönetici	directeur	N;NOM;PL;3	N;MASC;PL
yöneticiler	administrateurs	yönetici	administrateur	N;NOM;PL;3	N;MASC;PL
yöneticiler	souverains	yönetici	souverain	N;NOM;PL;3	N;MASC;PL
yöneticiler	dirigeants	yönetici	dirigeant	N;NOM;PL;3	N;MASC;PL
yöneticiler	administrateurs	yönetici	administrateur	N;NOM;PL;3	N;MASC;PL
yöneticiler	cadres	yönetici	cadre	N;NOM;PL;3	N;MASC;PL
yöneticiler	dirigeants	yönetici	dirigeant	N;NOM;PL;3	N;MASC;PL
diferansiyel	différentiel	diferansiyel	différentiel	N;NOM;SG;3	N;MASC;SG
aydınlık	lumiere	aydınlık	lumiere	N;NOM;SG;3	N;FEM;SG
aydınlık	lumière	aydınlık	lumière	N;NOM;SG;3	N;FEM;SG
aydınlık	luminosité	aydınlık	luminosité	N;NOM;SG;3	N;FEM;SG
aydınlık	brillance	aydınlık	brillance	N;NOM;SG;3	N;FEM;SG
aralıklarla	intervalles	aralık	intervalle	N;INS;PL;3	N;MASC;PL
asistanı	assistant	asistan	assistant	N;ACC;SG;3	N;MASC;SG
asistanı	adjointe	asistan	adjoint	N;ACC;SG;3	N;FEM;SG
asistanı	adjoint	asistan	adjoint	N;ACC;SG;3	N;MASC;SG
asistanı	assistante	asistan	assistant	N;ACC;SG;3	N;FEM;SG
aileleri	familles	aile	famille	N;ACC;PL;3	N;FEM;PL
oranları	tarifs	oran	tarif	N;ACC;PL;3	N;MASC;PL
oranları	ratios	oran	ratio	N;ACC;PL;3	N;MASC;PL
sporcular	athlètes	sporcu	athlète	N;NOM;PL;3	N;MASC;PL
arıcılık	apiculture	arıcılık	apiculture	N;NOM;SG;3	N;FEM;SG
cihazlar	dispositifs	cihaz	dispositif	N;NOM;PL;3	N;MASC;PL
cihazlar	appareils	cihaz	appareil	N;NOM;PL;3	N;MASC;PL
okumak	lire	oku	lire	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
okumak	lis	oku	lire	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
okumak	reading	oku	reading	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okumak	lire	oku	lire	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
uzmanlık	spécialité	uzmanlık	spécialité	N;NOM;SG;3	N;FEM;SG
uzmanlık	expertise	uzmanlık	expertise	N;NOM;SG;3	N;FEM;SG
uzmanlık	spécialisation	uzmanlık	spécialisation	N;NOM;SG;3	N;FEM;SG
uzmanlık	spécialité	uzmanlık	spécialité	N;NOM;SG;3	N;FEM;SG
şimdiden	déjà	şimdiden	déjà	ADV	ADV
bakanlık	ministère	bakanlık	ministère	N;NOM;SG;3	N;MASC;SG
yüzük	bague	yüzük	bague	N;NOM;SG;3	N;FEM;SG
yüzük	anneau	yüzük	anneau	N;NOM;SG;3	N;MASC;SG
deneyimi	expérience	deney	expérience	N;ACC;SG;3	N;FEM;SG
bağlanmış	attachée	bağla	attacher	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
bağlanmış	attaché	bağla	attacher	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
bağlanmış	connectée	bağla	connecter	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
bağlanmış	raccordée	bağla	raccorder	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
bağlanmış	connecté	bağla	connecter	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
bağlanmış	liée	bağla	lier	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
bağlanmış	lié	bağla	lier	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
bağlanmış	relié	bağla	relier	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
bağlanmış	lié	bağla	lier	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
aramaya	recherchant	ara	rechercher	V;PFV;DAT;IND;POS;PRS;V.MSDR	V;PRS;V.PTCP
protokolü	protocole	protokolü	protocole	N;ACC;SG;3	N;MASC;SG
protokolü	protocol	protokolü	protocole	N;ACC;SG;3	N;MASC;SG
üçüncüsü	troisieme	üçüncü	troisieme	ADJ;NOM;SG;3	ADJ;MASC;SG
üçüncüsü	troisième	üçüncü	troisième	ADJ;NOM;SG;3	ADJ;MASC;SG
iphone	iphone	iphon	iphone	N;NOM;SG;3	N;MASC;SG
fikirler	opinions	fikir	opinion	N;NOM;PL;3	N;FEM;PL
fikirler	idées	fikir	idée	N;NOM;PL;3	N;FEM;PL
liderlik	leadership	liderlik	leadership	N;NOM;SG;3	N;MASC;SG
parametre	paramètre	parametre	paramètre	N;NOM;SG;3	N;MASC;SG
önerisi	suggestion	öneri	suggestion	N;NOM;SG;3	N;FEM;SG
topluluklar	communautés	topluluk	communauté	N;NOM;PL;3	N;FEM;PL
topluluklar	collectivités	topluluk	collectivité	N;NOM;PL;3	N;FEM;PL
nötron	neutron	nötron	neutron	N;NOM;SG;3	N;MASC;SG
hentbol	handball	hentbol	handball	N;NOM;SG;3	N;MASC;SG
derinliği	profondeur	derinlik	profondeur	N;ACC;SG;3	N;FEM;SG
şifreleme	chiffrer	şifrele	chiffrer	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
kulüpleri	discothèques	kulüp	discothèque	N;ACC;PL;3	N;FEM;PL
kulüpleri	clubs	kulüp	club	N;ACC;PL;3	N;MASC;PL
yakalandı	attrapée	yakala	attraper	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yakalandı	pris	yakala	prendre	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yakalandı	attrapé	yakala	attraper	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yakalandı	capturé	yakala	capturer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yakalandı	capturée	yakala	capturer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
yakalandı	capturé	yakala	capturer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
çekimler	coups	çekim	coup	N;NOM;PL;3	N;MASC;PL
monarşi	monarchie	monarşi	monarchie	N;NOM;SG;3	N;FEM;SG
kaybeder	perdre	kaybet	perdre	V;IPFV;IND;SG;3;POS	V;NFIN
milletvekilleri	députés	milletvekili	député	N;NOM;PL;3	N;MASC;PL
milletvekilleri	adjoints	milletvekili	adjoint	N;NOM;PL;3	N;MASC;PL
milletvekilleri	législateurs	milletvekili	législateur	N;NOM;PL;3	N;MASC;PL
milletvekilleri	députés	milletvekili	député	N;NOM;PL;3	N;MASC;PL
videoları	vidéos	video	vidéo	N;ACC;PL;3	N;FEM;PL
sipariş	ordre	sipariş	ordre	N;NOM;SG;3	N;MASC;SG
sipariş	commande	sipariş	commande	N;NOM;SG;3	N;FEM;SG
ağaçlar	arbres	ağaç	arbre	N;NOM;PL;3	N;MASC;PL
değişti	changé	değiş	changer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
değişti	changée	değiş	changer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
toplamak	collecter	topla	collecter	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
toplamak	collectionner	topla	collectionner	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
bataklık	marécage	bataklık	marécage	N;NOM;SG;3	N;MASC;SG
bataklık	marais	bataklık	marais	N;NOM;SG;3	N;MASC;SG
bataklık	marécage	bataklık	marécage	N;NOM;SG;3	N;MASC;SG
bataklık	marais	bataklık	marais	N;NOM;SG;3	N;MASC;SG
göller	lacs	göl	lac	N;NOM;PL;3	N;MASC;PL
göller	laques	göl	laque	N;NOM;PL;3	N;FEM;PL
katılımı	fréquentation	katılım	fréquentation	N;ACC;SG;3	N;FEM;SG
katılımı	présence	katılım	présence	N;ACC;SG;3	N;FEM;SG
katılımı	assiduité	katılım	assiduité	N;ACC;SG;3	N;FEM;SG
katılımı	participation	katılım	participation	N;ACC;SG;3	N;FEM;SG
katılımı	participation	katılım	participation	N;ACC;SG;3	N;FEM;SG
havzası	bassine	havza	bassine	N;NOM;SG;3	N;FEM;SG
havzası	bassin	havza	bassin	N;NOM;SG;3	N;MASC;SG
eklenmiş	ajouté	ekle	ajouter	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
eklenmiş	ajoutée	ekle	ajouter	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
ilaçlar	médicaments	ilaç	médicament	N;NOM;PL;3	N;MASC;PL
ilaçlar	médicaments	ilaç	médicament	N;NOM;PL;3	N;MASC;PL
ilaçlar	cachets	ilaç	cachet	N;NOM;PL;3	N;MASC;PL
ilaçlar	pilules	ilaç	pilule	N;NOM;PL;3	N;FEM;PL
yahudilere	juifs	yahudi	juif	N;DAT;PL;3	N;MASC;PL
gps	gps	gps	gps	N;NOM;SG;3	N;MASC;SG
teşhis	diagnostic	teşhis	diagnostic	N;NOM;SG;3	N;MASC;SG
teşhis	diagnostic	teşhis	diagnostic	N;NOM;SG;3	N;MASC;SG
teşhis	diagnostic	teşhis	diagnostic	N;NOM;SG;3	N;MASC;SG
piknik	nique	piknik	nique	N;NOM;SG;3	N;FEM;SG
yaklaşan	approchant	yaklaş	approcher	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
yaklaşan	approcher	yaklaş	approcher	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
hayvanat	zoologique	hayvanat	zoologique	ADJ;NOM;SG;3	ADJ;MASC;SG
başlatıldı	initialisé	başla	initialiser	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
başlatıldı	initiée	başla	initier	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
başlatıldı	initié	başla	initier	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
