και	そして	και	そして	CONJ	CONJ
αρχείο	書庫	αρχείο	書庫	N;NOM;NEUT;SG	N
αρχείο	アーカイブ	αρχείο	アーカイブ	N;NOM;NEUT;SG	N
αρχείο	ファイル	αρχείο	ファイル	N;NOM;NEUT;SG	N
φορά	タイム	φορά	タイム	N;ACC;FEM;SG	N
φορά	時間	φορά	時間	N;ACC;FEM;SG	N
ομάδες	グループ	ομάδα	グループ	N;NOM;FEM;PL	N
ομάδες	チーム	ομάδα	チーム	N;NOM;FEM;PL	N
έργο	プロジェクト	έργο	プロジェクト	N;NOM;NEUT;SG	N
έργο	作業	έργο	作業	N;NOM;NEUT;SG	N
έργο	仕事	έργο	仕事	N;NOM;NEUT;SG	N
έργο	ワーク	έργο	ワーク	N;NOM;NEUT;SG	N
κυρίως	主に	κυρίως	主に	ADV	ADV
μεγάλη	大きな	μεγάλος	大きな	ADJ;NOM;FEM;SG	ADJ
μεγάλη	大きい	μεγάλος	大きい	ADJ;NOM;FEM;SG	ADJ
έως	まで	ώς	まで	ADP	ADP
ταινία	映画	ταινία	映画	N;NOM;FEM;SG	N
ταινία	ムービー	ταινία	ムービー	N;NOM;FEM;SG	N
ταινία	テープ	ταινία	テープ	N;NOM;FEM;SG	N
ταινία	映画	ταινία	映画	N;NOM;FEM;SG	N
ταινία	フィルム	ταινία	フィルム	N;NOM;FEM;SG	N
τμήμα	部署	τμήμα	部署	N;NOM;NEUT;SG	N
τμήμα	学科	τμήμα	学科	N;NOM;NEUT;SG	N
τμήμα	部門	τμήμα	部門	N;NOM;NEUT;SG	N
τμήμα	セクション	τμήμα	セクション	N;NOM;NEUT;SG	N
ωστόσο	しかし	ωστόσο	しかし	CONJ	CONJ
τέλος	ついに	τέλος	ついに	ADV	ADV
τέλος	やっと	τέλος	やっと	ADV	ADV
τέλος	遂に	τέλος	遂にる	ADV	ADV
σειρά	シリーズ	σειρά	シリーズ	N;ACC;FEM;SG	N
σειρά	オーダー	σειρά	オーダー	N;ACC;FEM;SG	N
στοιχεία	要素	στοιχείο	要素	N;NOM;NEUT;PL	N
στοιχεία	元素	στοιχείο	元素	N;NOM;NEUT;PL	N
στοιχεία	エレメント	στοιχείο	エレメント	N;NOM;NEUT;PL	N
στοιχεία	データ	στοιχείο	データ	N;NOM;NEUT;PL	N
σύστημα	システム	σύστημα	システム	N;NOM;NEUT;SG	N
ακόμα	まだ	ακόμα	まだ	ADV	ADV
ίδια	同	ίδιος	同	ADJ;NOM;FEM;SG	ADJ
ίδια	同じ	ίδιος	同じ	ADJ;NOM;FEM;SG	ADJ
χώρα	国名	χώρα	国名	N;NOM;FEM;SG	N
χώρα	カントリー	χώρα	カントリー	N;NOM;FEM;SG	N
αποτέλεσμα	結果	αποτέλεσμα	結果	N;ACC;NEUT;SG	N
αποτέλεσμα	エフェクト	αποτέλεσμα	エフェクト	N;ACC;NEUT;SG	N
αποτέλεσμα	効果	αποτέλεσμα	効果	N;ACC;NEUT;SG	N
οκτωβρίου	十月	οκτώβριος	十月	N;GEN;MASC;SG	N
σεπτεμβρίου	九月	σεπτέμβριο	九月	N;GEN;MASC;SG	N
αγώνες	マッチ	αγώνας	マッチ	N;NOM;MASC;PL	N
αγώνες	ゲーム	αγώνας	ゲーム	N;NOM;MASC;PL	N
ταινίες	映画	ταινία	映画	N;NOM;FEM;PL	N
μαρτίου	マーチ	μάρτιος	マーチ	N;GEN;MASC;SG	N
μαρτίου	行進	μάρτιος	行進	N;GEN;MASC;SG	N
ιουνίου	六月	ιούνιος	六月	N;GEN;MASC;SG	N
αυτές	これら	αυτός	これら	PRO;NOM;FEM;PL;3	PRO
αυτές	これら	αυτός	これら	PRO;NOM;FEM;PL;3	PRO
απριλίου	四月	απρίλιος	四月	N;GEN;MASC;SG	N
έργα	作品	έργο	作品	N;NOM;NEUT;PL	N
έργα	プロジェクト	έργο	プロジェクト	N;NOM;NEUT;PL	N
πρόεδρος	大統領	πρόεδρος	大統領	N;ACC;MASC;SG	N
πρόεδρος	社長	πρόεδρος	社長	N;ACC;MASC;SG	N
πολιτική	ポリシー	πολιτική	ポリシー	N;NOM;FEM;SG	N
πολιτική	政策	πολιτική	政策	N;NOM;FEM;SG	N
πολιτική	方針	πολιτική	方針	N;NOM;FEM;SG	N
πολιτική	政治	πολιτική	政治	N;NOM;FEM;SG	N
ακόμη	まだ	ακόμα	まだ	ADV	ADV
ίδιο	同じ	ίδιος	同じ	ADJ;NOM;NEUT;SG	ADJ
εκλογές	選挙	εκλογή	選挙	N;NOM;FEM;PL	N
εκλογές	選挙	εκλογή	選挙	N;NOM;FEM;PL	N
μέλη	メンバー	μέλος	メンバー	N;NOM;NEUT;PL	N
τελικά	ついに	τελικά	ついに	ADV	ADV
τελικά	やっと	τελικά	やっと	ADV	ADV
τελικά	遂に	τελικά	遂にる	ADV	ADV
μέλος	会員	μέλος	会員	N;NOM;NEUT;SG	N
μέλος	メンバー	μέλος	メンバー	N;NOM;NEUT;SG	N
εποχή	紀元	εποχή	紀元	N;ACC;FEM;SG	N
εποχή	季節	εποχή	季節	N;ACC;FEM;SG	N
εποχή	シーズン	εποχή	シーズン	N;ACC;FEM;SG	N
εποχή	時代	εποχή	時代	N;ACC;FEM;SG	N
χωριό	村落	χωριό	村落	N;NOM;NEUT;SG	N
χωριό	ヴィレッジ	χωριό	ヴィレッジ	N;NOM;NEUT;SG	N
περίοδος	期間	περίοδος	期間	N;NOM;FEM;SG	N
περίοδος	ピリオド	περίοδος	ピリオド	N;NOM;FEM;SG	N
δήμος	市町村	δήμος	市町村	N;NOM;MASC;SG	N
κύπελλο	カップ	κύπελλος	カップ	N;NOM;NEUT;SG	N
κύπελλο	コップ	κύπελλος	コップ	N;NOM;NEUT;SG	N
ζωή	生命	ζωή	生命	N;ACC;FEM;SG	N
ζωή	人生	ζωή	人生	N;ACC;FEM;SG	N
ζωή	ライフ	ζωή	ライフ	N;ACC;FEM;SG	N
έδρα	本社	έδρα	本社	N;NOM;FEM;SG	N
έδρα	司令部	έδρα	司令部	N;NOM;FEM;SG	N
έδρα	座席	έδρα	座席	N;NOM;FEM;SG	N
περιλαμβάνει	含む	περιλαμβάνω	含む	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
μεγάλο	大きい	μεγάλος	大きい	ADJ;NOM;NEUT;SG	ADJ
μεγάλο	大きな	μεγάλος	大きな	ADJ;NOM;NEUT;SG	ADJ
μεγάλο	大きい	μεγάλος	大きい	ADJ;NOM;NEUT;SG	ADJ
βάση	塩基	βάση	塩基	N;ACC;FEM;SG	N
βάση	ベース	βάση	ベース	N;ACC;FEM;SG	N
βάση	基底	βάση	基底	N;ACC;FEM;SG	N
κέντρο	センター	κέντρο	センター	N;NOM;NEUT;SG	N
κέντρο	中央	κέντρο	中央	N;NOM;NEUT;SG	N
κέντρο	中心	κέντρο	中心	N;NOM;NEUT;SG	N
κέντρο	中央	κέντρο	中央	N;NOM;NEUT;SG	N
κέντρο	センター	κέντρο	センター	N;NOM;NEUT;SG	N
κέντρο	中心	κέντρο	中心	N;NOM;NEUT;SG	N
φεβρουαρίου	二月	φεβρουάριο	二月	N;GEN;MASC;SG	N
κοντά	近く	κοντά	近く	ADV	ADV
μορφή	形式	μορφή	形式	N;NOM;FEM;SG	N
μορφή	フォーマット	μορφή	フォーマット	N;NOM;FEM;SG	N
μορφή	書式	μορφή	書式	N;NOM;FEM;SG	N
χρόνο	タイム	χρόνος	タイム	N;ACC;MASC;SG	N
χρόνο	時間	χρόνος	時間	N;ACC;MASC;SG	N
ιστοσελίδα	ウェブ	ιστοσελίδα	ウェブ	N;NOM;FEM;SG	N
κόμμα	パーティ	κόμμα	パーティ	N;NOM;NEUT;SG	N
κόμμα	パーティー	κόμμα	パーティー	N;NOM;NEUT;SG	N
ρόλο	役割	ρόλος	役割	N;ACC;MASC;SG	N
άλμπουμ	アルバム	άλμπουμ	アルバム	N;MASC;SG	N
άλμπουμ	アルバム	άλμπουμ	アルバム	N;MASC;SG	N
έκδοση	エディション	έκδοση	エディション	N;ACC;FEM;SG	N
έκδοση	バージョン	έκδοση	バージョン	N;ACC;FEM;SG	N
αρχές	当局	αρχή	当局	N;NOM;FEM;PL	N
αρχές	原理	αρχή	原理	N;NOM;FEM;PL	N
ονομασία	名前	ονομασία	名前	N;NOM;FEM;SG	N
ονομασία	氏名	ονομασία	氏名	N;NOM;FEM;SG	N
ονομασία	名称	ονομασία	名称	N;NOM;FEM;SG	N
κοινότητα	コミュニティ	κοινότητα	コミュニティ	N;ACC;FEM;SG	N
κυβέρνηση	政府	κυβέρνηση	政府	N;NOM;FEM;SG	N
γλώσσα	言語	γλώσσα	言語	N;NOM;FEM;SG	N
γιος	息子	γιος	息子	N;NOM;MASC;SG	N
μάχη	バトル	μάχη	バトル	N;ACC;FEM;SG	N
μάχη	ファイト	μάχη	ファイト	N;ACC;FEM;SG	N
πανεπιστήμιο	大学	πανεπιστήμιο	大学	N;NOM;NEUT;SG	N
δείτε	見る	βλέπω	見る	V;PFV;IMP;PL;2;FIN;ACT	V
πόλεμο	戦争	πόλεμος	戦争	N;ACC;MASC;SG	N
συχνά	しばしば	συχνά	しばしば	ADV	ADV
περιοχές	リージョン	περιοχή	リージョン	N;NOM;FEM;PL	N
περιοχές	地域	περιοχή	地域	N;NOM;FEM;PL	N
άρθρο	記事	άρθρο	記事	N;NOM;NEUT;SG	N
άρθρο	冠詞	άρθρο	冠詞	N;NOM;NEUT;SG	N
εικόνα	画像	εικόνα	画像	N;NOM;FEM;SG	N
εικόνα	写真	εικόνα	写真	N;NOM;FEM;SG	N
εικόνα	画像	εικόνα	画像	N;NOM;FEM;SG	N
εικόνα	イメージ	εικόνα	イメージ	N;NOM;FEM;SG	N
έλαβε	受け取り	λαμβάνω	受け取る	V;PFV;IND;SG;3;PST;FIN;ACT	V
έλαβε	受信	λαμβάνω	受信	V;PFV;IND;SG;3;PST;FIN;ACT	V
επίσημη	公式	επίσημος	公式	ADJ;NOM;FEM;SG	ADJ
κατοίκους	住民	κάτοικος	住民	N;ACC;MASC;PL	N
κατοίκους	住民	κάτοικος	住民	N;ACC;MASC;PL	N
πηγές	ソース	πηγή	ソース	N;NOM;FEM;PL	N
πηγές	出典	πηγή	出典	N;NOM;FEM;PL	N
πόλεις	都市	πόλη	都市	N;NOM;FEM;PL	N
ιδιαίτερα	特に	ιδιαίτερα	特に	ADV	ADV
ιδιαίτερα	特に	ιδιαίτερα	特に	ADV	ADV
αγώνα	人種	αγώνας	人種	N;ACC;MASC;SG	N
αγώνα	競走	αγώνας	競走	N;ACC;MASC;SG	N
αγώνα	レース	αγώνας	レース	N;ACC;MASC;SG	N
αγώνα	マッチ	αγώνας	マッチ	N;ACC;MASC;SG	N
αγώνα	ファイト	αγώνας	ファイト	N;ACC;MASC;SG	N
γεγονός	イベント	γεγονός	イベント	N;NOM;NEUT;SG	N
γεγονός	行事	γεγονός	行事	N;NOM;NEUT;SG	N
σελίδα	ページ	σελίδα	ページ	N;NOM;FEM;SG	N
θέμα	テーマ	θέμα	テーマ	N;NOM;NEUT;SG	N
θέμα	主体	θέμα	主体	N;NOM;NEUT;SG	N
θέμα	件名	θέμα	件名	N;NOM;NEUT;SG	N
ηλικία	年齢	ηλικία	年齢	N;NOM;FEM;SG	N
μέγεθος	サイズ	μέγεθος	サイズ	N;NOM;NEUT;SG	N
σημείο	ポイント	σημείο	ポイント	N;NOM;NEUT;SG	N
σχέση	リレーション	σχέση	リレーション	N;ACC;FEM;SG	N
περίπτωση	ケース	περίπτωση	ケース	N;ACC;FEM;SG	N
νέο	新しい	νέος	新しい	ADJ;ACC;NEUT;SG	ADJ
νέο	新規	νέος	新規	ADJ;ACC;NEUT;SG	ADJ
ήδη	すでに	ήδη	すでに	ADV	ADV
ήδη	既に	ήδη	既に	ADV	ADV
έτος	イヤー	έτος	イヤー	N;ACC;NEUT;SG	N
σχεδόν	ほとんど	σχεδόν	ほとんど	ADV	ADV
σχεδόν	ほぼ	σχεδόν	ほぼ	ADV	ADV
σχεδόν	ほぼ	σχεδόν	ほぼ	ADV	ADV
ένωση	ユニオン	ένωση	ユニオン	N;NOM;FEM;SG	N
ένωση	社団	ένωση	社団	N;NOM;FEM;SG	N
ένωση	協会	ένωση	協会	N;NOM;FEM;SG	N
ένωση	アソシエーション	ένωση	アソシエーション	N;NOM;FEM;SG	N
περισσότερο	もっと	πολύ	もっと	ADV;CMPR	ADV
βασιλιά	国王	βασιλιάς	国王	N;ACC;MASC;SG	N
βασιλιά	キング	βασιλιάς	キング	N;ACC;MASC;SG	N
εκκλησία	教会堂	εκκλησία	教会堂	N;NOM;FEM;SG	N
εκκλησία	教会	εκκλησία	教会	N;NOM;FEM;SG	N
εκδόσεις	出版物	έκδοση	出版物	N;NOM;FEM;PL	N
μουσείο	美術館	μουσείο	美術館	N;NOM;NEUT;SG	N
μουσείο	博物館	μουσείο	博物館	N;NOM;NEUT;SG	N
δυο	二	δύο	二	NUM;NOM;PL	NUM
δυο	二	δύο	二	NUM;NOM;PL	NUM
πέθανε	死ぬ	πεθαίνω	死ぬ	V;PFV;IND;SG;3;PST;FIN;ACT	V
κόσμο	世界	κόσμος	世界	N;ACC;MASC;SG	N
κόσμο	ワールド	κόσμος	ワールド	N;ACC;MASC;SG	N
άτομα	個人	άτομο	個人	N;NOM;NEUT;PL	N
άτομα	ピープル	άτομο	ピープル	N;NOM;NEUT;PL	N
είδος	種類	είδος	種類	N;NOM;NEUT;SG	N
είδος	タイプ	είδος	タイプ	N;NOM;NEUT;SG	N
εκείνη	彼女	εκείνος	彼女	PRO;ACC;FEM;SG;3	PRO
χώρες	国々	χώρα	国々	N;NOM;FEM;PL	N
χώρο	スペース	χώρος	スペース	N;ACC;MASC;SG	N
χώρο	空間	χώρος	空間	N;ACC;MASC;SG	N
σχολή	学校	σχολή	学校	N;NOM;FEM;SG	N
σχολή	スクール	σχολή	スクール	N;NOM;FEM;SG	N
χαρακτηριστικά	特性	χαρακτηριστικός	特性	N;NOM;NEUT;PL	N
χαρακτηριστικά	特色	χαρακτηριστικός	特色	N;NOM;NEUT;PL	N
χαρακτηριστικά	特徴	χαρακτηριστικός	特徴	N;NOM;NEUT;PL	N
χαρακτηριστικά	機能	χαρακτηριστικός	機能	N;NOM;NEUT;PL	N
χαρακτηριστικά	特徴	χαρακτηριστικός	特徴	N;NOM;NEUT;PL	N
χαρακτηριστικά	属性	χαρακτηριστικός	属性	N;NOM;NEUT;PL	N
όρος	用語	όρος	用語	N;NOM;MASC;SG	N
όρος	マウント	όρος	マウント	N;NOM;MASC;SG	N
όρος	状態	όρος	状態	N;NOM;MASC;SG	N
όρος	条件	όρος	条件	N;NOM;MASC;SG	N
βασιλιάς	国王	βασιλιάς	国王	N;NOM;MASC;SG	N
βασιλιάς	キング	βασιλιάς	キング	N;NOM;MASC;SG	N
παιδιά	男	παιδί	男	N;NOM;NEUT;PL	N
παιδιά	子供	παιδί	子供	N;NOM;NEUT;PL	N
παιδιά	子供	παιδί	子供	N;NOM;NEUT;PL	N
χρονιά	イヤー	χρονιά	イヤー	N;ACC;FEM;SG	N
παραγωγή	プロダクション	παραγωγή	プロダクション	N;NOM;FEM;SG	N
ηθοποιός	女優	ηθοποιός	女優	N;NOM;MASC;SG	N
ηθοποιός	俳優	ηθοποιός	俳優	N;NOM;MASC;SG	N
ηθοποιός	俳優	ηθοποιός	俳優	N;NOM;MASC;SG	N
παγκόσμιο	グローバル	παγκόσμιος	グローバル	ADJ;NOM;NEUT;SG	ADJ
βιβλίο	書物	βιβλίο	書物	N;NOM;NEUT;SG	N
βιβλίο	ブック	βιβλίο	ブック	N;NOM;NEUT;SG	N
διάστημα	間隔	διάστημα	間隔	N;NOM;NEUT;SG	N
διάστημα	音程	διάστημα	音程	N;NOM;NEUT;SG	N
διάστημα	インターバル	διάστημα	インターバル	N;NOM;NEUT;SG	N
διάστημα	区間	διάστημα	区間	N;NOM;NEUT;SG	N
διάστημα	スペース	διάστημα	スペース	N;NOM;NEUT;SG	N
διάστημα	空間	διάστημα	空間	N;NOM;NEUT;SG	N
οικογένεια	家族	οικογένεια	家族	N;NOM;FEM;SG	N
πέντε	五	πέντε	五	NUM;NOM;MASC;PL	NUM
υπουργός	公使	υπουργός	公使	N;NOM;MASC;SG	N
υπουργός	大臣	υπουργός	大臣	N;NOM;MASC;SG	N
σεζόν	季節	σεζόν	季節	N;ACC;FEM;SG	N
σεζόν	シーズン	σεζόν	シーズン	N;ACC;FEM;SG	N
πρότυπο	モデル	πρότυπο	モデル	N;NOM;NEUT;SG	N
πρότυπο	テンプレート	πρότυπο	テンプレート	N;NOM;NEUT;SG	N
πρότυπο	基準	πρότυπο	基準	N;NOM;NEUT;SG	N
πρότυπο	スタンダード	πρότυπο	スタンダード	N;NOM;NEUT;SG	N
πρότυπο	標準	πρότυπο	標準	N;NOM;NEUT;SG	N
αριθμός	番号	αριθμός	番号	N;NOM;MASC;SG	N
αριθμός	数値	αριθμός	数値	N;NOM;MASC;SG	N
αριθμός	ナンバー	αριθμός	ナンバー	N;NOM;MASC;SG	N
εταιρεία	会社	εταιρεία	会社	N;NOM;FEM;SG	N
σώμα	本文	σώμα	本文	N;NOM;NEUT;SG	N
σώμα	身体	σώμα	身体	N;NOM;NEUT;SG	N
σώμα	本体	σώμα	本体	N;NOM;NEUT;SG	N
σώμα	ボディ	σώμα	ボディ	N;NOM;NEUT;SG	N
σώμα	軍団	σώμα	軍団	N;NOM;NEUT;SG	N
πρωτεύουσα	資本	πρωτεύουσα	資本	N;NOM;FEM;SG	N
πρωτεύουσα	首都	πρωτεύουσα	首都	N;NOM;FEM;SG	N
σύνολο	合計	σύνολο	合計	N;NOM;NEUT;SG	N
κατάσταση	近況	κατάσταση	近況	N;ACC;FEM;SG	N
κατάσταση	状況	κατάσταση	状況	N;ACC;FEM;SG	N
κατάσταση	シチュエーション	κατάσταση	シチュエーション	N;ACC;FEM;SG	N
κατάσταση	状態	κατάσταση	状態	N;ACC;FEM;SG	N
κατάσταση	条件	κατάσταση	条件	N;ACC;FEM;SG	N
επίπεδο	レベル	επίπεδο	レベル	N;NOM;NEUT;SG	N
επιτυχία	サクセス	επιτυχία	サクセス	N;NOM;FEM;SG	N
αρχή	原理	αρχή	原理	N;NOM;FEM;SG	N
αρχή	権威	αρχή	権威	N;NOM;FEM;SG	N
αρχή	権限	αρχή	権限	N;NOM;FEM;SG	N
αρχή	職権	αρχή	職権	N;NOM;FEM;SG	N
άδεια	免許	άδεια	免許	N;NOM;FEM;SG	N
άδεια	ライセンス	άδεια	ライセンス	N;NOM;FEM;SG	N
άδεια	ライセンス	άδεια	ライセンス	N;NOM;FEM;SG	N
άδεια	許可	άδεια	許可	N;NOM;FEM;SG	N
φάση	フェーズ	φάση	フェーズ	N;ACC;FEM;SG	N
φάση	位相	φάση	位相	N;ACC;FEM;SG	N
συγγραφέας	作家	συγγραφέα	作家	N;NOM;MASC;SG	N
συγγραφέας	ライター	συγγραφέα	ライター	N;NOM;MASC;SG	N
συγγραφέας	作家	συγγραφέα	作家	N;NOM;MASC;SG	N
συγγραφέας	著者	συγγραφέα	著者	N;NOM;MASC;SG	N
συγγραφέας	作者	συγγραφέα	作者	N;NOM;MASC;SG	N
τραγούδι	歌曲	τραγούδι	歌曲	N;NOM;NEUT;SG	N
τραγούδι	ソング	τραγούδι	ソング	N;NOM;NEUT;SG	N
πάλι	再び	πάλι	再び	ADV	ADV
κέρδισε	勝利	κερδίζω	勝利	V;PFV;IND;SG;3;PST;FIN;ACT	V
κέρδισε	勝ち	κερδίζω	勝つ	V;PFV;IND;SG;3;PST;FIN;ACT	V
κέρδισε	勝つ	κερδίζω	勝つ	V;PFV;IND;SG;3;PST;FIN;ACT	V
βασίλειο	王国	βασίλειο	王国	N;NOM;NEUT;SG	N
σκοπό	目的	σκοπός	目的	N;ACC;MASC;SG	N
πληροφορίες	情報	πληροφορία	情報	N;NOM;FEM;PL	N
πληροφορίες	情報	πληροφορία	情報	N;NOM;FEM;PL	N
καριέρα	経歴	καριέρα	経歴	N;ACC;FEM;SG	N
καριέρα	キャリア	καριέρα	キャリア	N;ACC;FEM;SG	N
τέλη	手数	τέλος	手数	N;ACC;NEUT;PL	N
τέλη	料金	τέλος	料金	N;ACC;NEUT;PL	N
τέλη	手数	τέλος	手数	N;ACC;NEUT;PL	N
πλευρά	サイド	πλευρά	サイド	N;ACC;FEM;SG	N
πρόγραμμα	プログラム	πρόγραμμα	プログラム	N;NOM;NEUT;SG	N
πρόγραμμα	スケジュール	πρόγραμμα	スケジュール	N;NOM;NEUT;SG	N
πρόγραμμα	プログラム	πρόγραμμα	プログラム	N;NOM;NEUT;SG	N
χιλιόμετρα	マイル	χιλιόμετρο	マイル	N;NOM;NEUT;PL	N
χιλιόμετρα	キロメートル	χιλιόμετρο	キロメートル	N;NOM;NEUT;PL	N
χιλιόμετρα	キロ	χιλιόμετρο	キロ	N;NOM;NEUT;PL	N
χιλιόμετρα	キロメートル	χιλιόμετρο	キロメートル	N;NOM;NEUT;PL	N
κάτοικοι	住民	κάτοικος	住民	N;NOM;MASC;PL	N
κάτοικοι	住民	κάτοικος	住民	N;NOM;MASC;PL	N
άρθρα	記事	άρθρο	記事	N;NOM;NEUT;PL	N
άρθρα	冠詞	άρθρο	冠詞	N;NOM;NEUT;PL	N
τύπου	プレス	τύπος	プレス	N;GEN;MASC;SG	N
τύπου	種類	τύπος	種類	N;GEN;MASC;SG	N
τύπου	タイプ	τύπος	タイプ	N;GEN;MASC;SG	N
δημοκρατία	共和制	δημοκρατία	共和制	N;NOM;FEM;SG	N
δημοκρατία	共和国	δημοκρατία	共和国	N;NOM;FEM;SG	N
δημοκρατία	民主主義	δημοκρατία	民主主義	N;NOM;FEM;SG	N
πόλεμος	戦争	πόλεμος	戦争	N;NOM;MASC;SG	N
εφημερίδα	新聞紙	εφημερίδα	新聞紙	N;NOM;FEM;SG	N
εφημερίδα	新聞	εφημερίδα	新聞	N;NOM;FEM;SG	N
μικρό	小さな	μικρός	小さな	ADJ;NOM;NEUT;SG	ADJ
μικρό	小さい	μικρός	小さい	ADJ;NOM;NEUT;SG	ADJ
μικρό	小さい	μικρός	小さい	ADJ;NOM;NEUT;SG	ADJ
τόπος	場所	τόπος	場所	N;NOM;MASC;SG	N
τόπος	スポット	τόπος	スポット	N;NOM;MASC;SG	N
τόπος	所在	τόπος	所在	N;NOM;MASC;SG	N
τόπος	ロケーション	τόπος	ロケーション	N;NOM;MASC;SG	N
τόπος	場所	τόπος	場所	N;NOM;MASC;SG	N
πηγή	ソース	πηγή	ソース	N;NOM;FEM;SG	N
πηγή	出典	πηγή	出典	N;NOM;FEM;SG	N
κάποιος	誰	κάποιος	誰	PRO;NOM;MASC;SG;3	PRO
πρωταθλήματα	選手権	πρωτάθλημα	選手権	N;NOM;NEUT;PL	N
πατέρας	父親	πατέρα	父親	N;NOM;MASC;SG	N
κατηγορίες	カテゴリー	κατηγορία	カテゴリー	N;NOM;FEM;PL	N
κατηγορίες	カテゴリ	κατηγορία	カテゴリ	N;NOM;FEM;PL	N
αναφέρει	言及	αναφέρω	言及	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ποδόσφαιρο	サッカー	ποδόσφαιρος	サッカー	N;NOM;NEUT;SG	N
ποδόσφαιρο	フットボール	ποδόσφαιρος	フットボール	N;NOM;NEUT;SG	N
θέσεις	ポジション	θέση	ポジション	N;NOM;FEM;PL	N
θέσεις	座席	θέση	座席	N;NOM;FEM;PL	N
έκταση	範囲	έκταση	範囲	N;ACC;FEM;SG	N
