甲殼	äyriäiset	甲殼	äyriäinen	N	N;NOM;PL
租金	vuokraus	租金	vuokraus	N	N;NOM;SG
租金	vuokra	租金	vuokra	N	N;NOM;SG
租金	vuokraus	租金	vuokraus	N	N;NOM;SG
租金	vuokrat	租金	vuokra	N	N;NOM;PL
溫暖	lämpöä	溫暖	lämpö	N	N;PRT;SG
手套	hanskat	手套	hanska	N	N;NOM;PL
手套	hanska	手套	hanska	N	N;NOM;SG
硬幣	kolikot	硬幣	kolikko	N	N;NOM;PL
硬幣	kolikoita	硬幣	kolikko	N	N;PRT;PL
硬幣	kolikkoa	硬幣	kolikko	N	N;PRT;SG
硬幣	kolikon	硬幣	kolikko	N	N;GEN;SG
硬幣	kolikko	硬幣	kolikko	N	N;NOM;SG
朝代	dynastian	朝代	dynastia	N	N;GEN;SG
皂	saippuaa	皂	saipata	N	N;PRT;SG
皂	saippua	皂	saappu	N	N;NOM;SG
草坪	nurmikon	草坪	nurmikko	N	N;GEN;SG
草坪	nurmikko	草坪	nurmikko	N	N;NOM;SG
編譯	koottu	編譯	koota	V	V;NOM;SG;V.PTCP;PASS
鉛	lyijyä	鉛	lyijyä	N	N;PRT;SG
鉛	lyijy	鉛	lyijy	N	N;NOM;SG
鞭	ruoska	鞭	ruoska	N	N;NOM;SG
錐	kartio	錐	kartio	N	N;NOM;SG
氣溫	lämpötila	氣溫	lämmö#tila	N	N;NOM;SG
彈性	joustavuus	彈性	joustavuus	N	N;NOM;SG
彈性	joustavuutta	彈性	joustavuus	N	N;PRT;SG
彈性	joustavuus	彈性	joustavuus	N	N;NOM;SG
彈性	flex	彈性	flex	N	N;NOM;SG
野牛	bison	野牛	biso	N	N;NOM;SG
特許	myönnytyksiä	特許	myönnytys	N	N;PRT;PL
特許	toimiluvan	特許	toimi#lupa	N	N;GEN;SG
特許	toimilupa	特許	toimi#lupa	N	N;NOM;SG
盾牌	kilpi	盾牌	kilpi	N	N;NOM;SG
盾牌	suoja	盾牌	suoja	N	N;NOM;SG
盾牌	suojat	盾牌	suoja	N	N;NOM;PL
盾牌	kilvet	盾牌	kilvi	N	N;NOM;PL
走私	salakuljetusta	走私	sala#kuljetus	N	N;PRT;SG
走私	salakuljetus	走私	sala#kuljetus	N	N;NOM;SG
走私	salakuljetuksen	走私	sala#kuljetus	N	N;GEN;SG
走私	salakuljettaa	走私	sala#kuljettaa	N	N;PRT;SG
紀念	muistomerkki	紀念	muisto#merkki	N	N;NOM;SG
紀念	memorial	紀念	memorial	N	N;NOM;SG
戒指	rengas	戒指	rengas	N	N;NOM;SG
戒指	sormus	戒指	sormus	N	N;NOM;SG
戒指	kehä	戒指	kehä	N	N;NOM;SG
戒指	renkaat	戒指	rengas	N	N;NOM;PL
戒指	sormukset	戒指	sormus	N	N;NOM;PL
祭司	pappia	祭司	pappi	N	N;PRT;SG
祭司	pappi	祭司	pappi	N	N;NOM;SG
乘法	kertolasku	乘法	kerto#lasku	N	N;NOM;SG
繪圖	kartoitus	繪圖	kartoitus	N	N;NOM;SG
繪圖	piirustukset	繪圖	piirustus	N	N;NOM;PL
繪圖	piirustuksia	繪圖	piirustus	N	N;PRT;PL
繪圖	piirrokset	繪圖	piirros	N	N;NOM;PL
繪圖	grafiikka	繪圖	grafiikka	N	N;NOM;SG
繪圖	piirustus	繪圖	piirustus	N	N;NOM;SG
繪圖	piirros	繪圖	piirros	N	N;NOM;SG
乙酸	asetaatti	乙酸	asetaatti	N	N;NOM;SG
食堂	kanttiini	食堂	kantti	N	N;IN+ALL;SG
食堂	kahvio	食堂	kahvio	N	N;NOM;SG
食堂	kahvila	食堂	kahvila	N	N;NOM;SG
劫持	kaapata	劫持	kaapata	V	V;SG;NFIN;ACT
劫持	kaapata	劫持	kaapata	V	V;SG;NFIN;ACT
誓	vala	誓	vala	N	N;NOM;SG
誓	valan	誓	valan	N	N;GEN;SG
誓	vala	誓	vala	N	N;NOM;SG
損壞	vaurio	損壞	vaurio	N	N;NOM;SG
損壞	vahinko	損壞	vahinko	N	N;NOM;SG
損壞	vahingot	損壞	vahinko	N	N;NOM;PL
損壞	vahinkoa	損壞	vahinko	N	N;PRT;SG
損壞	vauriot	損壞	vaurio	N	N;NOM;PL
損壞	vahingot	損壞	vahinko	N	N;NOM;PL
專長	erikoisuus	專長	erikoisuus	N	N;NOM;SG
專長	erikoisuus	專長	erikoisuus	N	N;NOM;SG
專長	erikoisuuksia	專長	erikoisuus	N	N;PRT;PL
專長	asiantuntemusta	專長	asian#tuntemus	N	N;PRT;SG
專長	asiantuntemus	專長	asian#tuntemus	N	N;NOM;SG
基底	substraatti	基底	substraatti	N	N;NOM;SG
基底	kellari	基底	kellari	N	N;NOM;SG
基底	kellarissa	基底	kellari	N	N;IN+ESS;SG
基底	kellariin	基底	kellari	N	N;IN+ALL;SG
骨架	luuranko	骨架	luura	N	N;NOM;SG
照射	vastuut	照射	vastuu	N	N;NOM;PL
標語	iskulauseita	標語	isku#lause	N	N;PRT;PL
標語	iskulause	標語	iskulause	N	N;NOM;SG
摩天	pilvenpiirtäjä	摩天	pilven#piirtäjä	N	N;NOM;SG
摩天	pilvenpiirtäjiä	摩天	pilven#piirtäjä	N	N;PRT;PL
迷失	menettänyt	迷失	menettää	V	V;NOM;SG;V.PTCP;ACT
迷失	kadonnut	迷失	kadota	V	V;NOM;SG;V.PTCP;ACT
迷失	hävisi	迷失	hävitä	V	V;IND;SG;3;PST;FIN;ACT
迷失	hävinnyt	迷失	hävitä	V	V;NOM;SG;V.PTCP;ACT
迷失	menetetty	迷失	menettää	V	V;NOM;SG;V.PTCP;PASS
警務	poliisi	警務	poliisi	N	N;NOM;SG
警務	poliisit	警務	poliisi	N	N;NOM;PL
仙女	andromeda	仙女	andromeda	N	N;NOM;SG
橘子	oranssi	橘子	oranssi	N	N;NOM;SG
橘子	appelsiini	橘子	appelsi	N	N;NOM;SG
歌聲	laulu	歌聲	laulu	N	N;NOM;SG
歌聲	laulua	歌聲	laulu	N	N;PRT;SG
症候	syndrooma	症候	syndrooma	N	N;NOM;SG
症候	oireyhtymä	症候	oire#yhtymä	N	N;NOM;SG
污水	jätevesien	污水	jäte#vesi	N	N;GEN;PL
污水	viemäri	污水	viemäri	N	N;NOM;SG
污水	viemäröinti	污水	viemäröinti	N	N;NOM;SG
污水	viemäri	污水	viemäri	N	N;NOM;SG
存款	tallettaa	存款	tallettaa	V	V;IND;SG;3;PRS;FIN;ACT
獨裁	diktatuuri	獨裁	diktatuuri	N	N;NOM;SG
獨裁	diktatuurin	獨裁	diktatuuri	N	N;GEN;SG
宮廷	palatsi	宮廷	palatsi	N	N;NOM;SG
想象	mielikuvitusta	想象	mieli#kuvitus	N	N;PRT;SG
想象	mielikuvituksen	想象	mieli#kuvitus	N	N;GEN;SG
想象	mielikuvitus	想象	mieli#kuvitus	N	N;NOM;SG
祈	rukoile	祈	rukoile	V	V;IMP;SG;2;FIN;ACT
祈	rukoilee	祈	rukoilla	V	V;IND;SG;3;PRS;FIN;ACT
相容	yhteensopivuus	相容	yhteen#sopivuus	N	N;NOM;SG
相容	soveltuvuus	相容	soveltuvuus	N	N;NOM;SG
廚師	kokki	廚師	kokki	N	N;NOM;SG
廚師	keittiömestari	廚師	keittiö#mestari	N	N;NOM;SG
廚師	kokki	廚師	kokki	N	N;NOM;SG
天王	uranus	天王	uranus	N	N;NOM;SG
營養	ravinto	營養	ravinto	N	N;NOM;SG
營養	ravitsemus	營養	ravitsemus	N	N;NOM;SG
營養	ravinto	營養	ravinto	N	N;NOM;SG
營養	ravintoaineita	營養	ravinto#aine	N	N;PRT;PL
橡膠	kumia	橡膠	kuma	N	N;PRT;SG
橡膠	kumin	橡膠	kumin	N	N;GEN;SG
橡膠	kumi	橡膠	kumi	N	N;NOM;SG
扳機	laukaisin	扳機	laukaista	N	N;NOM;SG
區塊	korttelia	區塊	kortteli	N	N;PRT;SG
區塊	esto	區塊	esto	N	N;NOM;SG
區塊	block	區塊	block	N	N;NOM;SG
地道	tunneli	地道	tunnella	N	N;NOM;SG
地道	tunnelin	地道	tunneli	N	N;GEN;SG
地道	tunneleissa	地道	tunnella	N	N;IN+ESS;PL
地道	tunneleita	地道	tunnel	N	N;PRT;PL
地道	tunnelit	地道	tunneli	N	N;NOM;PL
腕	ranne	腕	ranne	N	N;NOM;SG
附上	liittää	附上	liittää	V	V;SG;NFIN;ACT
附上	kiinnitä	附上	kiinnittää	V	V;IMP;SG;2;FIN;ACT
附上	liitä	附上	liittää	V	V;IMP;SG;2;FIN;ACT
機長	kapteeni	機長	kapteeni	N	N;NOM;SG
核子	ydinvoima	核子	ydin#voima	N	N;NOM;SG
殘餘	jäänne	殘餘	jäädä	N	N;NOM;SG
莖	kantasolujen	莖	kanta#solu	N	N;GEN;PL
雨林	sademetsä	雨林	sade#metsä	N	N;NOM;SG
廢棄	hylätty	廢棄	hylätä	V	V;NOM;SG;V.PTCP;PASS
廢棄	hylännyt	廢棄	hylätä	V	V;NOM;SG;V.PTCP;ACT
廢棄	hylättynä	廢棄	hylätä	V	V;FRML;SG;V.PTCP;PASS
檢視	näytä	檢視	näyttää	V	V;IMP;SG;2;FIN;ACT
學說	oppeja	學說	oppi	N	N;PRT;PL
加熱	lämmitetty	加熱	lämmittää	V	V;NOM;SG;V.PTCP;PASS
暴風	myrsky	暴風	myrsky	N	N;NOM;SG
暴風	myrskyn	暴風	myrsky	N	N;GEN;SG
暴風	myrskyä	暴風	myrsky	N	N;PRT;SG
誘惑	kiusausta	誘惑	kiusaus	N	N;PRT;SG
誘惑	houkutus	誘惑	houkutus	N	N;NOM;SG
法典	codex	法典	codex	N	N;NOM;SG
壺	pata	壺	pata	N	N;NOM;SG
壺	potti	壺	potti	N	N;NOM;SG
壺	pilveä	壺	pilveä	N	N;PRT;SG
壺	ruukkuja	壺	ruukku	N	N;PRT;PL
壺	kannu	壺	kannu	N	N;NOM;SG
電報	sähke	電報	sähke	N	N;NOM;SG
電報	telegraph	電報	telegraph	N	N;NOM;SG
城牆	muurit	城牆	muuri	N	N;NOM;PL
城牆	seiniä	城牆	seinä	N	N;PRT;PL
城牆	seinät	城牆	seinä	N	N;NOM;PL
芭蕾	balettia	芭蕾	baletti	N	N;PRT;SG
環礁	atolli	環礁	ato	N	N;NOM;SG
呼叫	soita	呼叫	soittaa	V	V;IMP;SG;2;FIN;ACT
呼叫	soittaa	呼叫	soittaa	V	V;IND;SG;3;PRS;FIN;ACT
呼叫	kutsuu	呼叫	kutsua	V	V;IND;SG;3;PRS;FIN;ACT
硝酸	nitraatti	硝酸	nitraatti	N	N;NOM;SG
嵌	upotettu	嵌	upottaa	V	V;NOM;SG;V.PTCP;PASS
烤	leipoa	烤	leipoa	V	V;SG;NFIN;ACT
口腔	suun	口腔	suu	N	N;GEN;SG
口腔	suu	口腔	suu	N	N;NOM;SG
時鐘	kellot	時鐘	kello	N	N;NOM;PL
時鐘	kelloja	時鐘	kello	N	N;PRT;PL
時鐘	kellon	時鐘	kello	N	N;GEN;SG
時鐘	kello	時鐘	kello	N	N;NOM;SG
論點	perustelut	論點	perustelu	N	N;NOM;PL
論點	väitteet	論點	väite	N	N;NOM;PL
論點	argumentti	論點	argumentti	N	N;NOM;SG
論點	perustelu	論點	perustelu	N	N;NOM;SG
左邊	vasen	左邊	vasen	N	N;NOM;SG
勇氣	rohkeus	勇氣	rohkeus	N	N;NOM;SG
勇氣	rohkeutta	勇氣	rohkeus	N	N;PRT;SG
天線	antennit	天線	antenti	N	N;NOM;PL
天線	antenni	天線	antenni	N	N;NOM;SG
絕望	epätoivoa	絕望	epä#toivo	N	N;PRT;SG
絕望	epätoivoon	絕望	epä#toivo	N	N;IN+ALL;SG
絕望	epätoivo	絕望	epä#toivo	N	N;NOM;SG
絕望	epätoivoa	絕望	epä#toivo	N	N;PRT;SG
絕望	epätoivo	絕望	epä#toivo	N	N;NOM;SG
格言	motto	格言	motto	N	N;NOM;SG
格言	maxim	格言	maxim	N	N;NOM;SG
伏特	voltin	伏特	volttaa	N	N;GEN;SG
伏特	volttia	伏特	voltti	N	N;PRT;SG
贏	voita	贏	voittaa	V	V;IMP;SG;2;FIN;ACT
贏	voittaa	贏	voittaa	V	V;IND;SG;3;PRS;FIN;ACT
災害	katastrofien	災害	katastrofi	N	N;GEN;PL
災害	tuho	災害	tuho	N	N;NOM;SG
災害	katastrofi	災害	katastrofi	N	N;NOM;SG
災害	onnettomuus	災害	onnettomuus	N	N;NOM;SG
災害	katastrofin	災害	katastrofi	N	N;GEN;SG
持久	kestävät	持久	kestävä	V	V;IND;PL;3;PRS;FIN;ACT
持久	kestävät	持久	kestävä	V	V;IND;PL;3;PRS;FIN;ACT
字元	luonne	字元	luonne	N	N;NOM;SG
字元	hahmo	字元	hahmo	N	N;NOM;SG
字元	luonnetta	字元	luonne	N	N;PRT;SG
字元	merkkejä	字元	merkki	N	N;PRT;PL
字元	merkkiä	字元	merkki	N	N;PRT;SG
字元	hahmot	字元	hahmo	N	N;NOM;PL
字元	merkit	字元	merkki	N	N;NOM;PL
晚餐	illallinen	晚餐	illallinen	N	N;NOM;SG
晚餐	illallinen	晚餐	illallinen	N	N;NOM;SG
濕地	kosteikkojen	濕地	kosteikka	N	N;GEN;PL
濕地	kosteikko	濕地	kosteikko	N	N;NOM;SG
獵物	saalis	獵物	saalis	N	N;NOM;SG
獵物	saalista	獵物	saali	N	N;PRT;SG
鄰居	naapureita	鄰居	naapuri	N	N;PRT;PL
鄰居	naapurit	鄰居	naapuri	N	N;NOM;PL
鄰居	naapureita	鄰居	naapuri	N	N;PRT;PL
鄰居	naapurit	鄰居	naapuri	N	N;NOM;PL
鄰居	naapuri	鄰居	naapuri	N	N;NOM;SG
鄰居	naapurin	鄰居	naapuri	N	N;GEN;SG
會	kirjanpitäjä	會	kirja#pitäjä	N	N;NOM;SG
會	tilintarkastaja	會	tili#tarkastaja	N	N;NOM;SG
橢	ellipsi	橢	elli	N	N;NOM;SG
追逐	jahtaa	追逐	jahtaa	V	V;IND;SG;3;PRS;FIN;ACT
美式	jalkapallon	美式	jalka#pallo	N	N;GEN;SG
美式	jalkapallo	美式	jalka#pallo	N	N;NOM;SG
美式	jalkapalloa	美式	jalka#pallo	N	N;PRT;SG
方塊	kuutio	方塊	kuutio	N	N;NOM;SG
方塊	torille	方塊	tori	N	N;AT+ALL;SG
方塊	square	方塊	square	N	N;NOM;SG
方塊	aukio	方塊	aukio	N	N;NOM;SG
方塊	neliö	方塊	neliö	N	N;NOM;SG
