bozukluğu	porucha	bozukluk	porucha	N;NOM;SG;3	N;NOM;FEM;SG;POS
önerisi	návrh	öneri	návrh	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
topluluklar	obce	topluluk	obec	N;NOM;PL;3	N;NOM;FEM;PL;POS
topluluklar	komunity	topluluk	komunita	N;NOM;PL;3	N;NOM;FEM;PL;POS
topluluklar	spolky	topluluk	spolek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
nötron	neutron	nötron	neutron	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
derinliği	hloubku	derinlik	hloubka	N;ACC;SG;3	N;ACC;FEM;SG;POS
çekimler	výstřely	çekim	výstřel	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
monarşi	monarchie	monarşi	monarchie	N;NOM;SG;3	N;NOM;FEM;SG;POS
kaybeder	prohrát	kaybet	prohrát	V;IPFV;IND;SG;3;POS	V;POS;NFIN
milletvekilleri	zástupci	milletvekili	zástupce	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
milletvekilleri	zákonodárci	milletvekili	zákonodárce	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
milletvekilleri	poslanci	milletvekili	poslanec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
sipariş	objednání	sipariş	objednání	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sipariş	pořádek	sipariş	pořádek	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sipariş	řád	sipariş	řád	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sipariş	pořadí	sipariş	pořadí	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sipariş	objednávka	sipariş	objednávka	N;NOM;SG;3	N;NOM;FEM;SG;POS
ağaçlar	stromy	ağaç	strom	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
anlamsız	zbytečné	anlamsız	zbytečný	ADJ	ADJ;NOM;NEUT;SG;POS
anlamsız	bezvýznamný	anlamsız	bezvýznamný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
anlamsız	bezvýznamná	anlamsız	bezvýznamný	ADJ	ADJ;NOM;FEM;SG;POS
anlamsız	bezvýznamné	anlamsız	bezvýznamný	ADJ	ADJ;NOM;NEUT;SG;POS
göller	jezera	göl	jezero	N;NOM;PL;3	N;NOM;NEUT;PL;POS
havzası	povodí	havza	povodí	N;NOM;SG;3	N;NOM;NEUT;SG;POS
ilaçlar	léky	ilaç	lék	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
ilaçlar	léčiva	ilaç	léčivo	N;NOM;PL;3	N;NOM;NEUT;PL;POS
ilaçlar	léky	ilaç	lék	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
ilaçlar	prášky	ilaç	prášek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
ilaçlar	pilulky	ilaç	pilulka	N;NOM;PL;3	N;NOM;FEM;PL;POS
yahudilere	židům	yahudi	žid	N;DAT;PL;3	N;INAN;DAT;MASC;PL;POS
gps	gps	gps	gps	N;NOM;SG;3	N;NOM;MASC;SG;POS
teşhis	diagnostika	teşhis	diagnostika	N;NOM;SG;3	N;NOM;FEM;SG;POS
teşhis	diagnostika	teşhis	diagnostika	N;NOM;SG;3	N;NOM;FEM;SG;POS
teşhis	diagnóza	teşhis	diagnóza	N;NOM;SG;3	N;NOM;FEM;SG;POS
teşhis	diagnostika	teşhis	diagnostika	N;NOM;SG;3	N;NOM;FEM;SG;POS
piknik	piknik	piknik	piknik	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
iğne	injekce	iğne	injekce	N;NOM;SG;3	N;NOM;FEM;SG;POS
iğne	jehla	iğne	jehlo	N;NOM;SG;3	N;NOM;FEM;SG;POS
iğne	špendlík	iğne	špendlík	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
iğne	brož	iğne	brož	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
iğne	pin	iğne	pin	N;NOM;SG;3	N;NEUT;POS
eşsiz	nenahraditelný	eşsiz	nahraditelný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
eşsiz	jedinečný	eşsiz	jedinečný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
eşsiz	unikátní	eşsiz	unikátní	ADJ	ADJ;NOM;MASC;SG;POS
eşsiz	jedinečná	eşsiz	jedinečný	ADJ	ADJ;NOM;FEM;SG;POS
eşsiz	jedinečné	eşsiz	jedinečný	ADJ	ADJ;NOM;NEUT;SG;POS
eşsiz	bezkonkurenční	eşsiz	bezkonkurenční	ADJ	ADJ;NOM;MASC;SG;POS
katılımcılar	účastníci	katılımcı	účastník	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
katılımcılar	účastníci	katılımcı	účastník	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
ameliyat	chirurgie	ameliyat	chirurgie	N;NOM;SG;3	N;NOM;FEM;SG;POS
ameliyat	operace	ameliyat	operace	N;NOM;SG;3	N;NOM;FEM;SG;POS
ameliyat	provoz	ameliyat	provoz	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
ameliyat	operace	ameliyat	operace	N;NOM;SG;3	N;NOM;FEM;SG;POS
kaplar	nádoby	kap	nádoba	N;NOM;PL;3	N;NOM;FEM;PL;POS
kaplar	kontejnery	kap	kontejner	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
harfler	dopisy	harf	dopis	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
harfler	písmena	harf	písmeno	N;NOM;PL;3	N;NOM;NEUT;PL;POS
harfler	písmen	harf	písmeno	N;NOM;PL;3	N;NOM;NEUT;PL;POS
madagaskar	madagaskar	madagaskar	madagaskar	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
discovery	nález	discovery	nález	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
discovery	objevování	discovery	objevování	N;NOM;SG;3	N;NOM;NEUT;SG;POS
discovery	objev	discovery	objev	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
simpsonlar	simpsonovi	simpson	simpson	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
sınav	kvíz	sınav	kvízt	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sınav	zkoumání	sınav	zkoumání	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sınav	vyšetření	sınav	vyšetření	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sınav	test	sınav	test	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sınav	zkouška	sınav	zkouška	N;NOM;SG;3	N;NOM;FEM;SG;POS
evcil	zvířátko	evcil	zvířátko	N;NOM;SG;3	N;NOM;NEUT;SG;POS
evcil	mazlíček	evcil	mazlíček	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
vergisi	daň	vergi	daň	N;NOM;SG;3	N;NOM;FEM;SG;POS
lahana	zelí	lahana	zelí	N;NOM;SG;3	N;NOM;NEUT;SG;POS
lahana	zelí	lahana	zelí	N;NOM;SG;3	N;NOM;NEUT;SG;POS
lahana	kale	lahana	kala	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
çiçekler	květiny	çiçek	květina	N;NOM;PL;3	N;NOM;FEM;PL;POS
çiçekler	květy	çiçek	květ	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
dalları	pobočky	dal	pobočka	N;NOM;PL;3	N;NOM;FEM;PL;POS
dalları	větve	dal	větev	N;NOM;PL;3	N;NOM;FEM;PL;POS
mürettebat	posádka	mürettebat	posádka	N;NOM;SG;3	N;NOM;FEM;SG;POS
mürettebat	štáb	mürettebat	štáb	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
organları	orgány	organ	orgán	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
çözmek	vyřešit	çöz	vyřešit	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
eurobasket	eurobasket	eurobasket	eurobasket	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
helikopter	helikoptéra	helikopter	helikoptéra	N;NOM;SG;3	N;NOM;FEM;SG;POS
helikopter	vrtulník	helikopter	vrtulník	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
helikopter	vrtulník	helikopter	vrtulník	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
yetenekleri	talenty	yetenek	talent	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
eğlenceli	zábavné	eğlenceli	zábavný	ADJ	ADJ;NOM;NEUT;SG;POS
deneyler	experimenty	deney	experiment	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
deneyler	pokusy	deney	pokus	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
alüminyum	hliník	alüm	hliník	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
alüminyum	hliník	alüm	hliník	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
lehçesi	dialekt	lehçe	dialekt	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
hatalar	chyby	hata	chyba	N;NOM;PL;3	N;NOM;FEM;PL;POS
hatalar	omyly	hata	omyl	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
hatalar	závady	hata	závada	N;NOM;PL;3	N;NOM;FEM;PL;POS
hatalar	chyby	hata	chyba	N;NOM;PL;3	N;NOM;FEM;PL;POS
hatalar	omyly	hata	omyl	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
hatalar	chyby	hata	chyba	N;NOM;PL;3	N;NOM;FEM;PL;POS
hatalar	brouci	hata	brouk	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
hatalar	brouky	hata	brouk	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
hatalar	štěnice	hata	štěnice	N;NOM;PL;3	N;NOM;FEM;PL;POS
diamond	diamant	diamond	diamant	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
bankacılık	bankovnictví	bankacılık	bankovnictví	N;NOM;SG;3	N;NOM;NEUT;SG;POS
kaçmak	utéct	kaç	utéci	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;POS;NFIN
öyküler	báchorky	öykü	báchorka	N;NOM;PL;3	N;NOM;FEM;PL;POS
öyküler	povídky	öykü	povídka	N;NOM;PL;3	N;NOM;FEM;PL;POS
öyküler	příběhy	öykü	příběh	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
öyküler	pohádky	öykü	pohádka	N;NOM;PL;3	N;NOM;FEM;PL;POS
öyküler	příběhy	öykü	příběh	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
işadamı	obchodník	işadam	obchodník	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
işadamı	podnikatel	işadam	podnikatel	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
productions	productions	productions	productions	N;NOM;SG;3	N;NOM;MASC;SG;POS
kampanya	kampaň	kampanya	kampaň	N;NOM;SG;3	N;NOM;FEM;SG;POS
kampanya	tažení	kampanya	tažení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
metallica	metallica	metallica	metallica	N;NOM;SG;3	N;NOM;FEM;SG;POS
tanrılar	bohové	tanrı	boh	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
tanrılar	bohy	tanrı	bůh	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
tanrılar	bozi	tanrı	bůh	N;NOM;PL;3	N;ANIM;NOM;MASC;PL;POS
müfettişliği	inspektorát	müfettişlik	inspektorát	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
azaltmak	omezit	azal	omezit	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;POS;NFIN
azaltmak	snížit	azal	snížit	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;POS;NFIN
atölyesi	workshop	atölye	workshop	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
atölyesi	dílna	atölye	dílna	N;NOM;SG;3	N;NOM;FEM;SG;POS
atölyesi	seminář	atölye	seminář	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
oynamak	hrají	oyna	hrát	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;3;POS;PRS;FIN;ACT
oynamak	hrajeme	oyna	hrát	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;1;POS;PRS;FIN;ACT
kalanlar	zbytky	kalan	zbytek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
kromozom	chromozom	kromozom	chromozom	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sertifika	osvědčení	sertifika	osvědčení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sertifika	certifikát	sertifika	certifikát	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
sertifika	potvrzení	sertifika	potvrzení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sertifika	osvědčení	sertifika	osvědčení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sertifika	certifikace	sertifika	certifikace	N;NOM;SG;3	N;NOM;FEM;SG;POS
sertifika	osvědčení	sertifika	osvědčení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
dağıtımı	rozdělení	dağıt	rozdělení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
dağıtımı	distribuce	dağıt	distribuce	N;NOM;SG;3	N;NOM;FEM;SG;POS
dağıtımı	rozložení	dağıt	rozložení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
halter	vzpírání	halter	vzpírání	N;NOM;SG;3	N;NOM;NEUT;SG;POS
sözcükler	slova	sözcük	slovo	N;NOM;PL;3	N;NOM;NEUT;PL;POS
kayıplar	ztráty	kayıp	ztráta	N;NOM;PL;3	N;NOM;FEM;PL;POS
kayıplar	oběti	kayıp	oběť	N;NOM;PL;3	N;NOM;FEM;PL;POS
kayıplar	ztráty	kayıp	ztráta	N;NOM;PL;3	N;NOM;FEM;PL;POS
önemsiz	bezvýznamný	önemsiz	bezvýznamný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
önemsiz	bezvýznamné	önemsiz	bezvýznamný	ADJ	ADJ;NOM;NEUT;SG;POS
alışık	zvyklá	alışık	zvyklý	ADJ	ADJ;NOM;FEM;SG;POS
diskografisi	diskografie	diskografi	diskografie	N;NOM;SG;3	N;NOM;FEM;SG;POS
mağarası	jeskyně	mağara	jeskyně	N;NOM;SG;3	N;NOM;FEM;SG;POS
nesneler	objekty	nesne	objekt	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
nesneler	předměty	nesne	předmět	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
rahatsızlık	narušení	rahatsızlık	narušení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
rahatsızlık	nepříjemnost	rahatsızlık	nepříjemnost	N;NOM;SG;3	N;NOM;FEM;SG;NEG
panorama	panorama	panor	panorama	N;NOM;SG;3	N;NOM;NEUT;SG;POS
adlar	názvy	ad	název	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
adlar	jména	ad	jméno	N;NOM;PL;3	N;NOM;NEUT;PL;POS
ayağı	noha	ayak	noha	N;NOM;SG;3	N;NOM;FEM;SG;POS
çaldı	ukradl	çal	ukrást	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
potasyum	potaše	potasyum	potaš	N;NOM;SG;3	N;NOM;MASC;SG;POS
potasyum	draslík	potasyum	draslík	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
restorasyon	restaurátor	restorasyon	restaurátor	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
restorasyon	obnovení	restorasyon	obnovení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
restorasyon	obnova	restorasyon	obnova	N;NOM;SG;3	N;NOM;FEM;SG;POS
restorasyon	renovace	restorasyon	renovace	N;NOM;SG;3	N;NOM;FEM;SG;POS
kentler	velkoměsta	kent	velkoměsto	N;NOM;PL;3	N;NOM;NEUT;PL;POS
kentler	města	kent	město	N;NOM;PL;3	N;NOM;NEUT;PL;POS
varisi	dědic	vari	dědic	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
varisi	dědice	vari	dědic	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
sözcüsü	mluvčí	sözcü	mluvčí	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
sözcüsü	mluvčí	sözcü	mluvčí	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
kendimi	sebe	kendi	se	PRO;ACC;SG;1;REFL	PRO;ACC;REFL
maymun	opičák	maymun	opičák	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
maymun	opice	maymun	opice	N;NOM;SG;3	N;NOM;FEM;SG;POS
maymun	opička	maymun	opička	N;NOM;SG;3	N;NOM;FEM;SG;POS
maymun	opice	maymun	opice	N;NOM;SG;3	N;NOM;FEM;SG;POS
kabuğu	shell	kabuk	shell	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
oyuncak	hračka	oyuncak	hračka	N;NOM;SG;3	N;NOM;FEM;SG;POS
köfte	sekáč	köft	sekáč	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
problemler	problémy	problem	problém	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
açılışı	otevírání	açılış	otevírání	N;NOM;SG;3	N;NOM;NEUT;SG;POS
açılışı	otevření	açılış	otevření	N;NOM;SG;3	N;NOM;NEUT;SG;POS
açılışı	zahájení	açılış	zahájení	N;NOM;SG;3	N;NOM;NEUT;SG;POS
hakimiyet	dominionu	hakimiyet	dominión	N;DAT;SG;3	N;INAN;DAT;MASC;SG;POS
elçisi	vyslanec	elçi	vyslanec	N;NOM;SG;3	N;ANIM;NOM;MASC;SG;POS
ilhak	anexe	ilhak	anex	N;NOM;SG;3	N;NOM;FEM;SG;POS
keşfetti	objevil	keşfet	objevit	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
katsayısı	koeficient	katsayı	koeficient	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
tanı	diagnostika	tan	diagnostika	N;NOM;SG;3	N;NOM;FEM;SG;POS
tanı	diagnostika	tan	diagnostika	N;NOM;SG;3	N;NOM;FEM;SG;POS
tanı	diagnóza	tan	diagnóza	N;NOM;SG;3	N;NOM;FEM;SG;POS
arabası	vozík	araba	vozík	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
arabası	košík	araba	košík	N;NOM;SG;3	N;INAN;NOM;MASC;SG;POS
büyüklük	vznešenosti	büyüklük	vznešenost	N;NOM;SG;3	N;NOM;FEM;SG;POS
büyüklük	velikost	büyüklük	velikost	N;NOM;SG;3	N;NOM;FEM;SG;POS
bulgular	nálezy	bulgu	nález	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
bulgular	poznatky	bulgu	poznatek	N;NOM;PL;3	N;INAN;NOM;MASC;PL;POS
