uma	एक	um	एक	NUM	NUM
parte	हिस्सा	parte	हिस्सा	N;FEM;SG	N;NOM;MASC;SG;3
este	इस	este	यह	DET;MASC;SG	DET;ACC;SG;3
primeira	प्रथम	primeiro	प्रथम	ADJ;FEM;SG	ADJ
primeira	पहली	primeiro	पहला	ADJ;FEM;SG	ADJ;NOM;FEM;SG
primeira	पहला	primeiro	पहला	ADJ;FEM;SG	ADJ;NOM;MASC;SG
nome	नाम	nome	नाम	N;MASC;SG	N;NOM;MASC;SG;3
dia	दिवस	dia	दिवस	N;MASC;SG	N;NOM;MASC;SG;3
dia	दिन	dia	दिन	N;MASC;SG	N;NOM;MASC;SG;3
dois	दो	dois	दो	NUM	NUM
região	क्षेत्र	região	क्षेत्र	N;FEM;SG	N;NOM;MASC;SG;3
região	प्रदेश	região	प्रदेश	N;FEM;SG	N;NOM;MASC;SG;3
artigo	लेख	artigo	लेख	N;MASC;SG	N;NOM;MASC;SG;3
artigo	आलेख	artigo	आलेख	N;MASC;SG	N;NOM;MASC;SG;3
msg	मैसेज	msg	मैसेज	N;FEM;SG	N;NOM;MASC;SG;3
msg	मेसेज	msg	मेसेज	N;FEM;SG	N;NOM;MASC;SG;3
área	क्षेत्र	área	क्षेत्र	N;FEM;SG	N;NOM;MASC;SG;3
área	क्षेत्रफल	área	क्षेत्रफल	N;FEM;SG	N;NOM;MASC;SG;3
lista	सूची	lista	सूची	N;FEM;SG	N;NOM;FEM;SG;3
lista	सूची	lista	सूची	N;FEM;SG	N;NOM;FEM;SG;3
março	कूच	março	कूच	N;MASC;SG	N;NOM;FEM;SG;3
família	फैमिली	família	फैमिली	N;FEM;SG	N;NOM;FEM;SG;3
família	परिवार	família	परिवार	N;FEM;SG	N;NOM;MASC;SG;3
grupo	ग्रुप	grupo	ग्रुप	N;MASC;SG	N;NOM;MASC;SG;3
grupo	समूह	grupo	समूह	N;MASC;SG	N;NOM;MASC;SG;3
ver	देख	ver	देख	V;NFIN	V;ACT
ver	देखें	ver	देख	V;NFIN	V;SBJV;PL;FIN;ACT
ver	देखिए	ver	देखिया	V;NFIN	V;SBJV;SG;FIN;ACT
ver	देखें	ver	देख	V;NFIN	V;SBJV;PL;FIN;ACT
maior	बड़ा	grande	बड़ा	ADJ;MASC;SG	ADJ;NOM;MASC;SG
maior	बड़ा	grande	बड़ा	ADJ;MASC;SG	ADJ;NOM;MASC;SG
nova	नया	novo	नया	ADJ;FEM;SG	ADJ;NOM;MASC;SG
nova	नई	novo	नया	ADJ;FEM;SG	ADJ;NOM;FEM;SG
álbum	एलबम	álbum	एलबम	N;MASC;SG	N;NOM;MASC;SG;3
álbum	एल्बम	álbum	एल्बम	N;MASC;SG	N;NOM;MASC;SG;3
contra	खिलाफ	contra	खिलाफ	ADP	ADP
contra	विरुद्ध	contra	विरुद्ध	ADP	ADP
tempo	मौसम	tempo	मौसम	N;MASC;SG	N;NOM;MASC;SG;3
tempo	वक़्त	tempo	वक़्त	N;MASC;SG	N;NOM;MASC;SG;3
tempo	वक्त	tempo	वक्त	N;MASC;SG	N;NOM;MASC;SG;3
tempo	समय	tempo	समय	N;MASC;SG	N;NOM;MASC;SG;3
forma	आकृति	forma	आकृति	N;FEM;SG	N;NOM;FEM;SG;3
forma	आकार	forma	आकार	N;FEM;SG	N;NOM;MASC;SG;3
forma	प्रपत्र	forma	प्रपत्र	N;FEM;SG	N;NOM;MASC;SG;3
forma	फॉर्म	forma	फॉर्म	N;FEM;SG	N;NOM;MASC;SG;3
forma	फार्म	forma	फार्म	N;FEM;SG	N;NOM;MASC;SG;3
forma	रूप	forma	रूप	N;FEM;SG	N;NOM;MASC;SG;3
então	फिर	então	फिर	ADV	ADV
três	तीन	três	तीन	NUM	NUM
série	श्रेणी	série	श्रेणी	N;FEM;SG	N;NOM;FEM;SG;3
série	धारावाहिक	série	धारावाहिक	N;FEM;SG	N;NOM;MASC;SG;3
série	सीरियल	série	सीरियल	N;FEM;SG	N;NOM;MASC;SG;3
final	फाइनल	final	फाइनल	N;MASC;SG	N;NOM;MASC;SG;3
final	अंत	final	अंत	N;MASC;SG	N;NOM;MASC;SG;3
final	समाप्ति	final	समाप्ति	N;MASC;SG	N;NOM;FEM;SG;3
final	फाइनल	final	फाइनल	N;MASC;SG	N;NOM;MASC;SG;3
história	कहानी	história	कहानी	N;FEM;SG	N;NOM;FEM;SG;3
história	स्टोरी	história	स्टोरी	N;FEM;SG	N;NOM;FEM;SG;3
história	इतिहास	história	इतिहास	N;FEM;SG	N;NOM;MASC;SG;3
filme	चलचित्र	filme	चलचित्र	N;MASC;SG	N;NOM;MASC;SG;3
filme	फ़िल्म	filme	फ़िल्म	N;MASC;SG	N;NOM;FEM;SG;3
filme	मूवी	filme	मूवी	N;MASC;SG	N;NOM;FEM;SG;3
filme	फिल्म	filme	फिल्म	N;MASC;SG	N;NOM;FEM;SG;3
filme	फ़िल्म	filme	फ़िल्म	N;MASC;SG	N;NOM;FEM;SG;3
filme	फिल्म	filme	फिल्म	N;MASC;SG	N;NOM;FEM;SG;3
antes	पहले	antes	पहले	ADV	ADV;NOM;MASC;SG;3
duas	दो	dois	दो	NUM	NUM
guerra	युद्ध	guerra	युद्ध	N;FEM;SG	N;NOM;MASC;SG;3
população	जनसंख्या	população	जनसंख्या	N;FEM;SG	N;NOM;FEM;SG;3
população	आबादी	população	आबादी	N;FEM;SG	N;NOM;FEM;SG;3
população	जनसांख्यिकी	população	जनसांख्यिकी	N;FEM;SG	N;NOM;MASC;SG;3
estados	राज्यों	estado	राज्य	N;MASC;PL	N;ACC;MASC;PL;3
estados	स्टेट्स	estado	स्टेट्स	N;MASC;PL	N;NOM;MASC;PL;3
mundo	दुनिया	mundo	दुनिया	N;MASC;SG	N;NOM;FEM;SG;3
mundo	विश्व	mundo	विश्व	N;MASC;SG	N;NOM;MASC;SG;3
mundo	संसार	mundo	संसार	N;MASC;SG	N;NOM;MASC;SG;3
banda	बैंड	banda	बैंड	N;FEM;SG	N;NOM;MASC;SG;3
gols	लक्ष्यों	gol	लक्ष्य	N;MASC;PL	N;ACC;MASC;PL;3
vida	जिंदगी	vida	जिंदगी	N;FEM;SG	N;NOM;FEM;SG;3
vida	ज़िन्दगी	vida	ज़िन्दगी	N;FEM;SG	N;NOM;FEM;SG;3
vida	ज़िंदगी	vida	ज़िंदगी	N;FEM;SG	N;NOM;FEM;SG;3
vida	जिन्दगी	vida	जिन्दगी	N;FEM;SG	N;NOM;FEM;SG;3
vida	जीवन	vida	जीवन	N;FEM;SG	N;NOM;MASC;SG;3
país	देश	país	देश	N;MASC;SG	N;NOM;MASC;SG;3
música	संगीत	música	संगीत	N;FEM;SG	N;NOM;MASC;SG;3
música	म्यूज़िक	música	म्यूज़िक	N;FEM;SG	N;NOM;MASC;SG;3
página	पृष्ठ	página	पृष्ठ	N;FEM;SG	N;NOM;MASC;SG;3
página	पेज	página	पेज	N;FEM;SG	N;NOM;MASC;SG;3
dias	दिनों	dia	दिन	N;MASC;PL	N;NOM;MASC;PL;3
campeonato	चैम्पियनशिप	campeonato	चैम्पियनशिप	N;MASC;SG	N;NOM;FEM;SG;3
campeonato	चैंपियनशिप	campeonato	चैंपियनशिप	N;MASC;SG	N;NOM;FEM;SG;3
município	नगरपालिका	município	नगरपालिका	N;MASC;SG	N;NOM;FEM;SG;3
futebol	सॉकर	futebol	सॉकर	N;MASC;SG	N;NOM;MASC;SG;3
futebol	फुटबॉल	futebol	फुटबॉल	N;MASC;SG	N;NOM;MASC;SG;3
futebol	फुटबाल	futebol	फुटबाल	N;MASC;SG	N;NOM;FEM;SG;3
futebol	फ़ुटबॉल	futebol	फ़ुटबॉल	N;MASC;SG	N;NOM;MASC;SG;3
espécie	प्रजाति	espécie	प्रजाति	N;FEM;SG	N;NOM;FEM;SG;3
joão	जोआओ	joão	जोआओ	N;MASC;SG	N;NOM;MASC;SG;3
clube	क्लब	clube	क्लब	N;MASC;SG	N;NOM;MASC;SG;3
novo	नया	novo	नया	ADJ;MASC;SG	ADJ;NOM;MASC;SG
novo	नई	novo	नया	ADJ;MASC;SG	ADJ;NOM;FEM;SG
partir	निकलें	partir	निकल	V;NFIN	V;SBJV;PL;FIN;ACT
segunda	दूसरा	segundo	दूसरा	ADJ;FEM;SG	ADJ;NOM;MASC;SG
segunda	दूसरी	segundo	दूसरा	ADJ;FEM;SG	ADJ;NOM;FEM;SG
pessoas	लोग	pessoa	लोग	N;FEM;PL	N;NOM;MASC;PL;3
pessoas	लोगों	pessoa	लोग	N;FEM;PL	N;ACC;MASC;PL;3
habitantes	निवासियों	habitante	निवासी	N;PL	N;ACC;MASC;PL;3
presidente	प्रदेशाध्यक्ष	presidente	प्रदेशाध्यक्ष	N;MASC;SG	N;NOM;MASC;SG;3
presidente	अध्यक्ष	presidente	अध्यक्ष	N;MASC;SG	N;NOM;MASC;SG;3
presidente	चेयरमैन	presidente	चेयरमैन	N;MASC;SG	N;NOM;MASC;SG;3
presidente	अध्यक्ष	presidente	अध्यक्ष	N;MASC;SG	N;NOM;MASC;SG;3
caso	केस	caso	केस	N;MASC;SG	N;NOM;MASC;SG;3
caso	मामला	caso	मामला	N;MASC;SG	N;NOM;MASC;SG;3
jogo	गेम	jogo	गेम	N;MASC;SG	N;NOM;MASC;SG;3
jogo	खेल	jogo	खेल	N;MASC;SG	N;NOM;MASC;SG;3
sistema	तंत्र	sistema	तंत्र	N;MASC;SG	N;NOM;MASC;SG;3
sistema	सिस्टम	sistema	सिस्टम	N;MASC;SG	N;NOM;MASC;SG;3
sistema	तन्त्र	sistema	तन्त्र	N;MASC;SG	N;NOM;MASC;SG;3
sistema	प्रणाली	sistema	प्रणाली	N;MASC;SG	N;NOM;FEM;SG;3
período	अवधि	período	अवधि	N;MASC;SG	N;NOM;FEM;SG;3
período	काल	período	काल	N;MASC;SG	N;NOM;MASC;SG;3
século	शतक	século	शतक	N;MASC;SG	N;NOM;MASC;SG;3
século	शताब्दी	século	शताब्दी	N;MASC;SG	N;NOM;FEM;SG;3
título	शीर्षक	título	शीर्षक	N;MASC;SG	N;NOM;MASC;SG;3
casa	घर	casa	घर	N;FEM;SG	N;NOM;MASC;SG;3
casa	मकान	casa	मकान	N;FEM;SG	N;NOM;MASC;SG;3
casa	हाउस	casa	हाउस	N;FEM;SG	N;NOM;MASC;SG;3
casa	मुखपृष्ठ	casa	मुखपृष्ठ	N;FEM;SG	N;NOM;MASC;SG;3
casa	गृह	casa	गृह	N;FEM;SG	N;NOM;MASC;SG;3
casa	घर	casa	घर	N;FEM;SG	N;NOM;MASC;SG;3
lugar	जगह	lugar	जगह	N;MASC;SG	N;NOM;FEM;SG;3
lugar	स्थान	lugar	स्थान	N;MASC;SG	N;NOM;MASC;SG;3
lugar	प्लेस	lugar	प्लेस	N;MASC;SG	N;NOM;FEM;SG;3
oficial	सरकारी	oficial	सरकारी	ADJ;MASC;SG	ADJ;NOM
oficial	आधिकारिक	oficial	आधिकारिक	ADJ;MASC;SG	ADJ
filho	बेटा	filho	बेटा	N;MASC;SG	N;NOM;MASC;SG;3
filho	पुत्र	filho	पुत्र	N;MASC;SG	N;NOM;MASC;SG;3
filho	बेटे	filho	बेटा	N;MASC;SG	N;NOM;MASC;SG;3
governo	सरकार	governo	सरकार	N;MASC;SG	N;NOM;FEM;SG;3
artigos	वस्तुएँ	artigo	वस्तु	N;MASC;PL	N;NOM;FEM;PL;3
artigos	वस्तुएं	artigo	वस्तु	N;MASC;PL	N;NOM;FEM;PL;3
distrito	जिला	distrito	जिला	N;MASC;SG	N;NOM;MASC;SG;3
distrito	डिस्ट्रिक्ट	distrito	डिस्ट्रिक्ट	N;MASC;SG	N;NOM;MASC;SG;3
distrito	ज़िला	distrito	ज़िला	N;MASC;SG	N;NOM;MASC;SG;3
local	लोकल	local	लोकल	N;MASC;SG	N;NOM;MASC;SG;3
local	जगह	local	जगह	N;MASC;SG	N;NOM;FEM;SG;3
local	स्थान	local	स्थान	N;MASC;SG	N;NOM;MASC;SG;3
local	प्लेस	local	प्लेस	N;MASC;SG	N;NOM;FEM;SG;3
local	स्थल	local	स्थल	N;MASC;SG	N;NOM;MASC;SG;3
local	स्थान	local	स्थान	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	नौकरी	trabalho	नौकरी	N;MASC;SG	N;NOM;FEM;SG;3
trabalho	कार्य	trabalho	कार्य	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	जॉब	trabalho	जॉब	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	कार्यालय	trabalho	कार्यालय	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	काम	trabalho	काम	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	कार्य	trabalho	कार्य	N;MASC;SG	N;NOM;MASC;SG;3
fez	किया	fazer	कर	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
acordo	अनुबंध	acordo	अनुबंध	N;MASC;SG	N;NOM;MASC;SG;3
acordo	व्यवस्था	acordo	व्यवस्था	N;MASC;SG	N;NOM;FEM;SG;3
número	संख्या	número	संख्या	N;MASC;SG	N;NOM;FEM;SG;3
número	नंबर	número	नंबर	N;MASC;SG	N;NOM;MASC;SG;3
estão	हैं	estar	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
terra	धरती	terra	धरती	N;FEM;SG	N;NOM;FEM;SG;3
terra	भूमि	terra	भूमि	N;FEM;SG	N;NOM;FEM;SG;3
terra	जमीन	terra	जमीन	N;FEM;SG	N;NOM;FEM;SG;3
gênero	विधा	gênero	विधा	N;MASC;SG	N;NOM;FEM;SG;3
igreja	गिरजाघर	igreja	गिरजाघर	N;FEM;SG	N;NOM;MASC;SG;3
igreja	चर्च	igreja	चर्च	N;FEM;SG	N;NOM;MASC;SG;3
igreja	गिरिजाघर	igreja	गिरिजाघर	N;FEM;SG	N;NOM;MASC;SG;3
universidade	विश्वविद्यालय	universidade	विश्वविद्यालय	N;FEM;SG	N;NOM;MASC;SG;3
universidade	यूनिवर्सिटी	universidade	यूनिवर्सिटी	N;FEM;SG	N;NOM;FEM;SG;3
universidade	कॉलेज	universidade	कॉलेज	N;FEM;SG	N;NOM;MASC;SG;3
início	प्रारंभ	início	प्रारंभ	N;MASC;SG	N;NOM;MASC;SG;3
início	शुरुआत	início	शुरुआत	N;MASC;SG	N;NOM;FEM;SG;3
início	आरम्भ	início	आरम्भ	N;MASC;SG	N;NOM;MASC;SG;3
início	शुरूआत	início	शुरूआत	N;MASC;SG	N;NOM;FEM;SG;3
tipo	प्रकार	tipo	प्रकार	N;MASC;SG	N;NOM;MASC;SG;3
tipo	प्रकार	tipo	प्रकार	N;MASC;SG	N;NOM;MASC;SG;3
santa	संत	santo	संत	N;FEM;SG	N;NOM;MASC;SG;3
santa	संता	santo	संता	N;FEM;SG	N;NOM;MASC;SG;3
esse	इस	esse	यह	DET;MASC;SG	DET;ACC;SG;3
canção	गाना	canção	गाना	N;FEM;SG	N;NOM;MASC;SG;3
edição	संस्करण	edição	संस्करण	N;FEM;SG	N;NOM;MASC;SG;3
edição	सम्पादन	edição	सम्पादन	N;FEM;SG	N;NOM;MASC;SG;3
edição	संपादन	edição	संपादन	N;FEM;SG	N;NOM;MASC;SG;3
edição	प्रकाशन	edição	प्रकाशन	N;FEM;SG	N;NOM;MASC;SG;3
rei	राजा	rei	राजा	N;MASC;SG	N;NOM;MASC;SG;3
rei	बादशाह	rei	बादशाह	N;MASC;SG	N;NOM;MASC;SG;3
água	वाटर	água	वाटर	N;FEM;SG	N;NOM;MASC;SG;3
água	पानी	água	पानी	N;FEM;SG	N;NOM;MASC;SG;3
água	जल	água	जल	N;FEM;SG	N;NOM;MASC;SG;3
quatro	चार	quatro	चार	NUM	NUM
época	मौसम	época	मौसम	N;FEM;SG	N;NOM;MASC;SG;3
época	ऋतु	época	ऋतु	N;FEM;SG	N;NOM;FEM;SG;3
época	युग	época	युग	N;FEM;SG	N;NOM;MASC;SG;3
exemplo	उदाहरण	exemplo	उदाहरण	N;MASC;SG	N;NOM;MASC;SG;3
morte	निधन	morte	निधन	N;FEM;SG	N;NOM;MASC;SG;3
morte	मृत्यु	morte	मृत्यु	N;FEM;SG	N;NOM;FEM;SG;3
morte	मौत	morte	मौत	N;FEM;SG	N;NOM;FEM;SG;3
produção	उत्पादन	produção	उत्पादन	N;FEM;SG	N;NOM;MASC;SG;3
temporada	मौसम	temporada	मौसम	N;FEM;SG	N;NOM;MASC;SG;3
temporada	ऋतु	temporada	ऋतु	N;FEM;SG	N;NOM;FEM;SG;3
seguinte	अगला	seguinte	अगला	ADJ;MASC;SG	ADJ;NOM;MASC;SG
time	वक़्त	time	वक़्त	N;MASC;SG	N;NOM;MASC;SG;3
time	वक्त	time	वक्त	N;MASC;SG	N;NOM;MASC;SG;3
time	समय	time	समय	N;MASC;SG	N;NOM;MASC;SG;3
time	टीम	time	टीम	N;MASC;SG	N;NOM;FEM;SG;3
time	टोली	time	टोली	N;MASC;SG	N;NOM;FEM;SG;3
faz	करता	fazer	कर	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
geral	जनरल	geral	जनरल	N;MASC;SG	N;NOM;MASC;SG;3
geral	सामान्य	geral	सामान्य	N;MASC;SG	N;NOM;MASC;SG;3
style	शैली	style	शैली	N;MASC;SG	N;NOM;FEM;SG;3
style	अंदाज़	style	अंदाज़	N;MASC;SG	N;NOM;MASC;SG;3
style	स्टाइल	style	स्टाइल	N;MASC;SG	N;NOM;MASC;SG;3
versão	वर्जन	versão	वर्जन	N;FEM;SG	N;NOM;MASC;SG;3
versão	संस्करण	versão	संस्करण	N;FEM;SG	N;NOM;MASC;SG;3
fim	अंत	fim	अंत	N;MASC;SG	N;NOM;MASC;SG;3
fim	समाप्ति	fim	समाप्ति	N;MASC;SG	N;NOM;FEM;SG;3
programa	प्रोग्राम	programa	प्रोग्राम	N;MASC;SG	N;NOM;MASC;SG;3
programa	कार्यक्रम	programa	कार्यक्रम	N;MASC;SG	N;NOM;MASC;SG;3
programa	कार्यक्रम	programa	कार्यक्रम	N;MASC;SG	N;NOM;MASC;SG;3
porto	पोर्ट	porto	पोर्ट	N;MASC;SG	N;NOM;MASC;SG;3
porto	बंदरगाह	porto	बंदरगाह	N;MASC;SG	N;NOM;MASC;SG;3
fontes	स्रोतों	fonte	स्रोत	N;FEM;PL	N;ACC;MASC;PL;3
deve	चाहिए	dever	चाहिए	V;IND;SG;3;PRS;FIN	V;ACT
sempre	हमेशा	sempre	हमेशा	ADV	ADV
site	वेबसाइट	site	वेबसाइट	N;MASC;SG	N;NOM;FEM;SG;3
site	जालस्थल	site	जालस्थल	N;MASC;SG	N;NOM;MASC;SG;3
site	साइट	site	साइट	N;MASC;SG	N;NOM;FEM;SG;3
site	साईट	site	साईट	N;MASC;SG	N;NOM;FEM;SG;3
livro	बुक	livro	बुक	N;MASC;SG	N;NOM;MASC;SG;3
livro	पुस्तक	livro	पुस्तक	N;MASC;SG	N;NOM;FEM;SG;3
livro	किताब	livro	किताब	N;MASC;SG	N;NOM;FEM;SG;3
lado	पक्ष	lado	पक्ष	N;MASC;SG	N;NOM;MASC;SG;3
atualmente	फिलहाल	atualmente	फिलहाल	ADV	ADV
equipe	टीम	equipe	टीम	N;FEM;SG	N;NOM;FEM;SG;3
equipe	टोली	equipe	टोली	N;FEM;SG	N;NOM;FEM;SG;3
escola	विद्यालय	escola	विद्यालय	N;FEM;SG	N;NOM;MASC;SG;3
escola	school	escola	school	N;FEM;SG	N;NOM;MASC;SG;3
escola	स्कूल	escola	स्कूल	N;FEM;SG	N;NOM;MASC;SG;3
posição	पद	posição	पद	N;FEM;SG	N;NOM;MASC;SG;3
posição	स्थिति	posição	स्थिति	N;FEM;SG	N;NOM;FEM;SG;3
província	प्रान्त	província	प्रान्त	N;FEM;SG	N;NOM;MASC;SG;3
província	प्रांत	província	प्रांत	N;FEM;SG	N;NOM;MASC;SG;3
team	टीम	team	टीम	N;MASC;SG	N;NOM;FEM;SG;3
team	टोली	team	टोली	N;MASC;SG	N;NOM;FEM;SG;3
países	देशों	país	देश	N;MASC;PL	N;ACC;MASC;PL;3
embora	हालाँकि	embora	हालाँकि	CONJ	CONJ
embora	हालांकि	embora	हालांकि	CONJ	CONJ
embora	हालांकि	embora	हालांकि	CONJ	CONJ
inglês	अंग्रेज	inglês	अंग्रेज	N;MASC;SG	N;NOM;MASC;SG;3
asteroide	क्षुद्रग्रह	asteroider	क्षुद्रग्रह	N;MASC;SG	N;NOM;MASC;SG;3
porque	क्योंकि	porque	क्योंकि	CONJ	CONJ
projeto	परियोजना	projeto	परियोजना	N;MASC;SG	N;NOM;FEM;SG;3
projeto	प्रोजेक्ट	projeto	प्रोजेक्ट	N;MASC;SG	N;NOM;MASC;SG;3
você	तुम	você	तुम	PRO;NOM;SG;3	PRO;NOM;SG;3
ordem	क्रम	ordem	क्रम	N;FEM;SG	N;NOM;MASC;SG;3
ordem	ऑर्डर	ordem	ऑर्डर	N;FEM;SG	N;NOM;MASC;SG;3
ordem	आदेश	ordem	आदेश	N;FEM;SG	N;NOM;MASC;SG;3
ordem	अनुक्रम	ordem	अनुक्रम	N;FEM;SG	N;NOM;MASC;SG;3
pai	पिताजी	pai	पिताजी	N;MASC;SG	N;NOM;MASC;SG;3
pai	पिताजी	pai	पिताजी	N;MASC;SG	N;NOM;MASC;SG;3
pai	बाप	pai	बाप	N;MASC;SG	N;NOM;MASC;SG;3
pai	पिता	pai	पिता	N;MASC;SG	N;NOM;MASC;SG;3
estádio	स्टेडियम	estádio	स्टेडियम	N;MASC;SG	N;NOM;MASC;SG;3
partido	partido	partido	partido	N;MASC;SG	N;NOM;MASC;SG;3
partido	दल	partido	दल	N;MASC;SG	N;NOM;MASC;SG;3
partido	पार्टी	partido	पार्टी	N;MASC;SG	N;NOM;FEM;SG;3
ilha	द्वीप	ilha	द्वीप	N;FEM;SG	N;NOM;MASC;SG;3
carreira	कैरियर	carreira	कैरियर	N;FEM;SG	N;NOM;MASC;SG;3
carreira	आजीविका	carreira	आजीविका	N;FEM;SG	N;NOM;MASC;SG;3
carreira	करियर	carreira	करियर	N;FEM;SG	N;NOM;MASC;SG;3
carreira	कैरियर	carreira	कैरियर	N;FEM;SG	N;NOM;MASC;SG;3
carreira	करियर	carreira	करियर	N;FEM;SG	N;NOM;MASC;SG;3
campo	फील्ड	campo	फील्ड	N;MASC;SG	N;NOM;MASC;SG;3
campo	फ़ील्ड	campo	फ़ील्ड	N;MASC;SG	N;NOM;MASC;SG;3
campo	कैम्प	campo	कैम्प	N;MASC;SG	N;NOM;MASC;SG;3
campo	कैंप	campo	कैंप	N;MASC;SG	N;NOM;MASC;SG;3
campo	शिविर	campo	शिविर	N;MASC;SG	N;NOM;MASC;SG;3
placar	अंक	placar	अंक	N;MASC;SG	N;NOM;MASC;SG;3
placar	स्कोर	placar	स्कोर	N;MASC;SG	N;NOM;MASC;SG;3
uso	प्रयोग	uso	प्रयोग	N;MASC;SG	N;NOM;MASC;SG;3
uso	उपयोग	uso	उपयोग	N;MASC;SG	N;NOM;MASC;SG;3
uso	उपयोग	uso	उपयोग	N;MASC;SG	N;NOM;MASC;SG;3
linha	लाइन	linha	लाइन	N;FEM;SG	N;NOM;FEM;SG;3
linha	पंक्ति	linha	पंक्ति	N;FEM;SG	N;NOM;FEM;SG;3
linha	रेखा	linha	रेखा	N;FEM;SG	N;NOM;FEM;SG;3
linha	लकीर	linha	लकीर	N;FEM;SG	N;NOM;FEM;SG;3
poder	पावर	poder	पावर	N;MASC;SG	N;NOM;FEM;SG;3
poder	शक्ति	poder	शक्ति	N;MASC;SG	N;NOM;FEM;SG;3
reino	हुकूमत	reino	हुकूमत	N;MASC;SG	N;NOM;FEM;SG;3
reino	फ्रेम	reino	फ्रेम	N;MASC;SG	N;NOM;MASC;SG;3
vila	बस्ती	vila	बस्ती	N;FEM;SG	N;NOM;FEM;SG;3
vila	नगर	vila	नगर	N;FEM;SG	N;NOM;MASC;SG;3
vila	कस्बा	vila	कस्बा	N;FEM;SG	N;NOM;MASC;SG;3
vila	गांव	vila	गाँव	N;FEM;SG	N;NOM;MASC;SG;3
política	पॉलिसी	política	पॉलिसी	N;FEM;SG	N;NOM;FEM;SG;3
