melampaui	transcende	menlampaui	transcend	V;SG;ACT	V;IND;SG;3;PRS;FIN
pelaut	sailor	penlaut	sau	N;SG	N;INDF;MASC
pelaut	marinar	penlaut	marinar	N;SG	N;INDF;MASC;SG
pelaut	marinar	penlaut	marinar	N;SG	N;INDF;MASC;SG
pelaut	seaman	penlaut	seaman	N;SG	N;INDF;MASC;SG
perkantoran	oficiu	perkantoran	oficiu	N;SG	N;INDF;MASC;SG
perkantoran	biroul	perkantoran	birou	N;SG	N;DEF;MASC;SG
perkantoran	oficiul	perkantoran	oficiu	N;SG	N;DEF;MASC;SG
perkantoran	birou	perkantoran	birou	N;SG	N;INDF;MASC;SG
utang	datorie	utang	datorie	N;SG	N;INDF;FEM;SG
pecinta	iubitul	pecinta	iubit	N;SG	N;DEF;MASC;SG
pecinta	amant	pecinta	amant	N;SG	N;INDF;MASC;SG
tayangan	impresie	tayangan	impresie	N;SG	N;INDF;FEM;SG
hikayat	saga	hikayat	sagă	N	N;DEF;FEM;SG
kelanjutan	continuarea	kelanjutan	continuare	N;SG	N;DEF;FEM;SG
kelanjutan	continuare	kelanjutan	continuare	N;SG	N;INDF;FEM;SG
menyelidiki	investighez	menselidiki	investighez	V;SG;ACT	V;IND;SG;1;PRS;FIN
menyelidiki	investiga	menselidiki	investiga	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyelidiki	investigheaza	menselidiki	investigheaza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
orientasi	orientare	orientasi	orientare	N;SG	N;INDF;FEM;SG
orientasi	orientarea	orientasi	orientare	N;SG	N;DEF;FEM;SG
bir	bere	bir	bere	N;SG	N;INDF;FEM;SG
bir	berea	bir	bere	N;SG	N;DEF;FEM;SG
rusa	cerb	rusa	cerb	N	N;INDF;MASC;SG
rusa	elan	rusa	elan	N	N;INDF;MASC;SG
rusa	elanul	rusa	elan	N	N;DEF;MASC;SG
rusa	cerbi	rusa	cerb	N	N;INDF;MASC;PL
rusa	caprioare	rusa	caprioară	N	N;INDF;FEM;PL
rusa	cerb	rusa	cerb	N	N;INDF;MASC;SG
rusa	caprioara	rusa	caprioară	N	N;DEF;FEM;SG
bahu	umar	bahu	umar	N;SG	N;INDF;MASC;SG
bahu	umar	bahu	umar	N;SG	N;INDF;MASC;SG
bahu	umarul	bahu	umar	N;SG	N;DEF;MASC;SG
berlari	ruleaza	berlari	rulează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
residen	locuitor	residen	locuitor	N	N;INDF;MASC;SG
residen	rezident	residen	rezident	N	N;INDF;MASC;SG
residen	rezidenta	residen	rezident	N	N;DEF;FEM;SG
residen	prefect	residen	prefect	N	N;INDF;MASC;SG
residen	prefectul	residen	prefect	N	N;DEF;MASC;SG
referendum	referendumul	referendum	referendum	N	N;DEF;MASC;SG
referendum	referendum	referendum	referendum	N	N;INDF;MASC;SG
sindrom	sindromul	sindrom	sindrom	N	N;DEF;MASC;SG
sindrom	sindrom	sindrom	sindrom	N	N;INDF;MASC;SG
sajak	rima	sajak	rimă	N	N;DEF;FEM;SG
sajak	rima	sajak	rimă	N	N;DEF;FEM;SG
sajak	rime	sajak	rimă	N	N;INDF;FEM;PL
sajak	rimeaza	sajak	rimează	N	N;DEF;FEM;SG
kejayaan	triumful	kejayaan	triumf	N;SG	N;DEF;MASC;SG
kejayaan	triumf	kejayaan	triumf	N;SG	N;INDF;MASC;SG
elit	elita	elit	elita	N;SG	N;DEF;FEM;SG
elit	elita	elit	elita	N;SG	N;DEF;FEM;SG
jujur	onest	jujur	onest	ADJ;SG	ADJ;INDF;MASC;SG
jujur	cinstit	jujur	cinsti	ADJ;SG	ADJ;INDF;MASC;SG
instalasi	instalatie	instalasi	instalatie	N;SG	N;INDF;FEM;SG
instalasi	montare	instalasi	montare	N;SG	N;INDF;FEM;SG
instalasi	instalarea	instalasi	instalare	N;SG	N;DEF;FEM;SG
instalasi	instalare	instalasi	instalare	N;SG	N;INDF;FEM;SG
instalasi	instalarea	instalasi	instalare	N;SG	N;DEF;FEM;SG
lencana	insigna	lencana	insigna	N;SG	N;DEF;FEM;SG
lencana	ecuson	lencana	ecuson	N;SG	N;INDF;MASC;SG
lencana	insigna	lencana	insigna	N;SG	N;DEF;FEM;SG
lembar	foaie	lembar	foaie	N;SG	N;INDF;FEM;SG
kelautan	marin	kelautan	marin	N;SG	N;INDF;MASC;SG
kelautan	marina	kelautan	marină	N;SG	N;DEF;FEM;SG
kelautan	nautic	kelautan	nautic	N;SG	N;INDF;MASC;SG
bayangan	shadow	bayangan	shadow	N;SG	N;INDF;MASC;SG
bayangan	umbra	bayangan	umbră	N;SG	N;DEF;FEM;SG
bayangan	umbra	bayangan	umbră	N;SG	N;DEF;FEM;SG
keberadaannya	existenta	keberadaan	existent	N;SG	N;DEF;FEM;SG
keberadaannya	existenta	keberadaan	existent	N;SG	N;DEF;FEM;SG
keberadaannya	existenta	keberadaan	existent	N;SG	N;DEF;FEM;SG
waris	mostenitor	waris	mostenitor	N;SG	N;INDF;MASC;SG
waris	mostenitor	waris	mostenitor	N;SG	N;INDF;MASC;SG
keterbatasan	limitare	keterbatasan	limitare	N;SG	N;INDF;FEM;SG
keterbatasan	limitarea	keterbatasan	limitare	N;SG	N;DEF;FEM;SG
mitsubishi	mitsubishi	mitsubishi	mitsubish	N	N;INDF;MASC;SG
torpedo	torpila	torpedo	torpilă	N	N;DEF;FEM;SG
torpedo	torpila	torpedo	torpilă	N	N;DEF;FEM;SG
torpedo	torpilele	torpedo	torpil	N	N;DEF;FEM;PL
torpedo	torpile	torpedo	torp	N	N;INDF;FEM;PL
ilegal	ilegala	ilegal	ilegală	N;SG	N;DEF;FEM;SG
busur	arc	busur	arc	N;SG	N;INDF;MASC;SG
busur	arc	busur	arc	N;SG	N;INDF;MASC;SG
busur	plecaciune	busur	plecaciune	N;SG	N;INDF;FEM;SG
busur	arcul	busur	arc	N;SG	N;DEF;MASC;SG
persenjataan	armament	persenjataan	armament	N;SG	N;INDF;MASC;SG
kantong	buzunar	kantong	buzunar	N;SG	N;INDF;MASC;SG
kantong	buzunarul	kantong	buzunar	N;SG	N;DEF;MASC;SG
kantong	sac	kantong	sac	N;SG	N;INDF;MASC;SG
kantong	punga	kantong	pungă	N;SG	N;DEF;FEM;SG
kantong	punga	kantong	pungă	N;SG	N;DEF;FEM;SG
kantong	geanta	kantong	geantă	N;SG	N;DEF;FEM;SG
kelayakan	eligibilitatea	kelayakan	eligibilitate	N;SG	N;DEF;FEM;SG
kelayakan	eligibilitate	kelayakan	eligibilitate	N;SG	N;INDF;FEM;SG
kelayakan	fezabilitate	kelayakan	fezabilitate	N;SG	N;INDF;FEM;SG
fisikawan	fizicianul	fisikawan	fizician	N;MASC;SG	N;DEF;MASC;SG
fisikawan	fizician	fisikawan	fizician	N;MASC;SG	N;INDF;MASC;SG
robinson	robinson	robinson	robinson	N	N;INDF;MASC;SG
depresi	depresie	depresi	depresie	N;SG	N;INDF;FEM;SG
depresi	depresia	depresi	depresie	N;SG	N;DEF;FEM;SG
pembaruan	reinnoire	penbaruan	reinnoire	N;SG	N;INDF;FEM;SG
pembaruan	reinnoirea	penbaruan	reinnoire	N;SG	N;DEF;FEM;SG
pembaruan	actualizarea	penbaruan	actualizare	N;SG	N;DEF;FEM;SG
pembaruan	actualizare	penbaruan	actualizare	N;SG	N;INDF;FEM;SG
pengecualian	exceptie	pengecualian	exceptie	N;SG	N;INDF;FEM;SG
pengecualian	exceptie	pengecualian	exceptie	N;SG	N;INDF;FEM;SG
pengecualian	excluderea	pengecualian	excludere	N;SG	N;DEF;FEM;SG
pengecualian	excludere	pengecualian	excludere	N;SG	N;INDF;FEM;SG
sintesis	sinteza	sintesis	sinteză	N;SG	N;DEF;FEM;SG
sintesis	sinteza	sintesis	sinteză	N;SG	N;DEF;FEM;SG
keterlibatan	angajament	keterlibatan	angajament	N;SG	N;INDF;MASC;SG
keterlibatan	logodna	keterlibatan	logodnă	N;SG	N;DEF;FEM;SG
keterlibatan	logodna	keterlibatan	logodnă	N;SG	N;DEF;FEM;SG
keterlibatan	angajamentul	keterlibatan	angajament	N;SG	N;DEF;MASC;SG
keterlibatan	implicare	keterlibatan	implicare	N;SG	N;INDF;FEM;SG
keterlibatan	implicarea	keterlibatan	implicare	N;SG	N;DEF;FEM;SG
keterlibatan	complicitate	keterlibatan	complicitate	N;SG	N;INDF;FEM;SG
enak	delicios	enak	delicios	ADJ;SG	ADJ;INDF;MASC;SG
kesimpulan	concluzia	kesimpulan	concluzie	N;SG	N;DEF;FEM;SG
kesimpulan	concluzie	kesimpulan	concluzie	N;SG	N;INDF;FEM;SG
menyembuhkan	vindeca	mensembuhkan	vindeca	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyembuhkan	vindeca	mensembuhkan	vindeca	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyembuhkan	vindeca	mensembuhkan	vindeca	V;SG;ACT	V;IND;SG;3;IPFV;FIN
kebijaksanaan	intelepciune	kebijaksanaan	intelepciune	N;SG	N;INDF;FEM;SG
kebijaksanaan	intelepciune	kebijaksanaan	intelepciune	N;SG	N;INDF;FEM;SG
striker	atacant	striker	atacant	N;SG	N;INDF;MASC;SG
striker	striker	striker	striker	N;SG	N;INDF;MASC;SG
ringkasan	sumar	ringkasan	sumar	N;SG	N;INDF;MASC;SG
ringkasan	rezumatul	ringkasan	rezumat	N;SG	N;DEF;MASC;SG
ringkasan	rezumat	ringkasan	rezumat	N;SG	N;INDF;MASC;SG
perkemahan	tabara	perkemahan	tabară	N	N;DEF;FEM;SG
perkemahan	camp	perkemahan	camp	N	N;INDF;MASC;SG
perkemahan	tabara	perkemahan	tabară	N	N;DEF;FEM;SG
perkemahan	lagar	perkemahan	lagar	N	N;INDF;MASC;SG
perkemahan	tabara	perkemahan	tabară	N	N;DEF;FEM;SG
perkemahan	lagare	perkemahan	lagare	N	N;INDF;FEM;PL
perkemahan	tabere	perkemahan	tabără	N	N;INDF;FEM;PL
biologis	biologica	biologis	biologică	N;SG	N;DEF;FEM;SG
pemujaan	cult	penpujaan	cult	N;SG	N;INDF;MASC;SG
pemujaan	cultul	penpujaan	cult	N;SG	N;DEF;MASC;SG
pemujaan	secta	penpujaan	secta	N;SG	N;DEF;FEM;SG
survey	sondaj	survey	sondaj	N	N;INDF;MASC;SG
kutukan	blestem	kutukan	blea	N;SG	N;INDF;MASC;SG
kutukan	blestemul	kutukan	blestem	N;SG	N;DEF;MASC;SG
temuan	descoperire	temuan	descoperire	N;SG	N;INDF;FEM;SG
temuan	descoperirea	temuan	descoperire	N;SG	N;DEF;FEM;SG
temuan	discovery	temuan	discovery	N;SG	N;INDF;MASC;SG
pentas	etapa	pentas	etapă	N	N;DEF;FEM;SG
pentas	etapa	pentas	etapă	N	N;DEF;FEM;SG
pentas	stadiul	pentas	stadiu	N	N;DEF;MASC;SG
antarmuka	interfata	antarmuka	interfată	N;SG	N;DEF;FEM;SG
antarmuka	interfata	antarmuka	interfată	N;SG	N;DEF;FEM;SG
petang	seara	petang	seară	N;SG	N;DEF;FEM;SG
petang	seara	petang	seară	N;SG	N;DEF;FEM;SG
diagram	diagrama	diagram	diagramă	N;SG	N;DEF;FEM;SG
diagram	diagrama	diagram	diagramă	N;SG	N;DEF;FEM;SG
diagram	graficul	diagram	grafic	N;SG	N;DEF;MASC;SG
diagram	diagrama	diagram	diagramă	N;SG	N;DEF;FEM;SG
tempuh	emilia	tempuh	emilie	N;SG;ACT	N;DEF;FEM;SG
elektro	electro	elektro	electro	N;SG	N;INDF;MASC;SG
elektro	electrica	elektro	electrică	N;SG	N;DEF;FEM;SG
sandi	parola	sandi	parola	N;SG	N;DEF;FEM;SG
sandi	parola	sandi	parola	N;SG	N;DEF;FEM;SG
sandi	cifru	sandi	cifru	N;SG	N;INDF;MASC;SG
sandi	cifrul	sandi	cifr	N;SG	N;DEF;MASC;SG
administrator	administrator	administrator	administrator	N;SG	N;INDF;MASC;SG
administrator	administratorul	administrator	administrator	N;SG	N;DEF;MASC;SG
lutheran	luterana	lutheran	luterană	N	N;DEF;FEM;SG
kental	condensat	kental	condensa	ADJ;SG	ADJ;INDF;MASC;SG
kental	vascos	kental	vascos	ADJ;SG	ADJ;INDF;MASC;SG
susah	dificila	susah	dificila	ADJ;SG	ADJ;DEF;FEM;SG
penomoran	numerotare	pennomoran	numerotare	N;SG	N;INDF;FEM;SG
mediterania	mediterana	mediterania	mediteran	N;SG	N;DEF;FEM;SG
mediterania	mediterana	mediterania	mediteran	N;SG	N;DEF;FEM;SG
adventure	aventura	adventure	aventură	N	N;DEF;FEM;SG
adventure	aventura	adventure	aventură	N	N;DEF;FEM;SG
adventure	aventuri	adventure	avent	N	N;INDF;FEM;PL
ketegangan	tensiune	ketegangan	tensiune	N;SG	N;INDF;FEM;SG
ketegangan	tensiunea	ketegangan	tensiune	N;SG	N;DEF;FEM;SG
ketegangan	suspans	ketegangan	suspans	N;SG	N;INDF;MASC;SG
petir	thunder	petir	thunder	N;SG	N;INDF;MASC;SG
petir	tunetul	petir	tunet	N;SG	N;DEF;MASC;SG
petir	tunet	petir	tunet	N;SG	N;INDF;MASC;SG
petir	lightning	petir	lightning	N;SG	N;INDF;MASC;SG
petir	fulgerul	petir	fulger	N;SG	N;DEF;MASC;SG
desainer	designer	desainer	designer	N;SG	N;INDF;MASC;SG
kecerdasan	inteligenta	kecerdasan	inteligent	N;SG	N;DEF;FEM;SG
kecerdasan	inteligenta	kecerdasan	inteligent	N;SG	N;DEF;FEM;SG
kecerdasan	intelect	kecerdasan	intelect	N;SG	N;INDF;MASC;SG
kecerdasan	intelectul	kecerdasan	intelect	N;SG	N;DEF;MASC;SG
modul	modul	modul	mod	N;SG	N;DEF;MASC;SG
modul	modulul	modul	modul	N;SG	N;DEF;MASC;SG
kecewa	suparat	kecewa	supara	ADJ;SG	ADJ;INDF;MASC;SG
kecewa	suparat	kecewa	supara	ADJ;SG	ADJ;INDF;MASC;SG
kecewa	dezamagit	kecewa	dezamagit	ADJ;SG	ADJ;INDF;MASC;SG
kecewa	dezamagit	kecewa	dezamagit	ADJ;SG	ADJ;INDF;MASC;SG
vandalisme	vandalism	vandalisme	vandalism	N;SG	N;INDF;MASC;SG
vandalisme	vandaliza	vandalisme	vandaliza	N;SG	N;DEF;FEM;SG
tinju	box	tinju	box	N;SG	N;INDF;MASC;SG
tinju	boxul	tinju	box	N;SG	N;DEF;MASC;SG
tinju	pumn	tinju	pumn	N;SG	N;INDF;MASC;SG
tinju	pumnul	tinju	pumn	N;SG	N;DEF;MASC;SG
manufaktur	producatori	manufaktur	producator	N	N;INDF;MASC;PL
manufaktur	producatorii	manufaktur	producatoriu	N	N;DEF;MASC;PL
manufaktur	fabricare	manufaktur	fabricare	N	N;INDF;FEM;SG
manufaktur	fabricarea	manufaktur	fabricare	N	N;DEF;FEM;SG
manufaktur	fabricatie	manufaktur	fabricatie	N	N;INDF;FEM;SG
manufaktur	producator	manufaktur	producator	N	N;INDF;MASC;SG
manufaktur	producatorul	manufaktur	producator	N	N;DEF;MASC;SG
manufaktur	producator	manufaktur	producator	N	N;INDF;MASC;SG
manufaktur	producatorului	manufaktur	producator	N	N;DEF;MASC;SG
potret	portretul	potret	portret	N;SG	N;DEF;MASC;SG
potret	portret	potret	portret	N;SG	N;INDF;MASC;SG
propaganda	propaganda	propaganda	propagandă	N;SG	N;DEF;FEM;SG
propaganda	propaganda	propaganda	propagandă	N;SG	N;DEF;FEM;SG
mempercepat	accelereaza	menpercepat	accelerează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
mempercepat	accelera	menpercepat	accelera	V;SG;ACT	V;IND;SG;3;IPFV;FIN
geng	banda	geng	bandă	N;SG	N;DEF;FEM;SG
geng	gasca	geng	gască	N;SG	N;DEF;FEM;SG
suster	surori	suster	soră	N	N;INDF;FEM;PL
suster	surorilor	suster	soră	N	N;DEF;MASC;PL
suster	surorile	suster	soră	N	N;DEF;FEM;PL
suster	sora	suster	soră	N	N;DEF;FEM;SG
suster	sora	suster	soră	N	N;DEF;FEM;SG
suster	asistenta	suster	asistentă	N	N;DEF;FEM;SG
suster	asistenta	suster	asistentă	N	N;DEF;FEM;SG
fighter	luptator	fighter	luptator	N	N;INDF;MASC;SG
fighter	luptatorul	fighter	luptator	N	N;DEF;MASC;SG
fighter	luptator	fighter	luptator	N	N;INDF;MASC;SG
geometri	geometria	geometri	geometrie	N	N;DEF;FEM;SG
geometri	geometrie	geometri	geometrie	N	N;INDF;FEM;SG
kelainan	anomalie	kelainan	anomalie	N;SG	N;INDF;FEM;SG
kelainan	tulburare	kelainan	tulburare	N;SG	N;INDF;FEM;SG
gaji	salariu	gaji	salariu	N;SG	N;INDF;MASC;SG
gaji	salariul	gaji	salariu	N;SG	N;DEF;MASC;SG
gaji	salar	gaji	salar	N;SG	N;INDF;MASC;SG
lada	pepper	lada	pepper	N;SG	N;INDF;MASC;SG
lada	piper	lada	piper	N;SG	N;INDF;MASC;SG
lada	piperul	lada	piper	N;SG	N;DEF;MASC;SG
pengurangan	reducere	penkurangan	reducere	N;SG	N;INDF;FEM;SG
pengurangan	reducerea	penkurangan	reducere	N;SG	N;DEF;FEM;SG
menyumbangkan	contribuie	mensumbangkan	contribui	V;SG;ACT	V;IND;3;PRS;FIN
anggun	elegant	anggun	elegant	ADJ;SG	ADJ;INDF;MASC;SG
inspektur	inspector	inspektur	inspector	N	N;INDF;MASC;SG
inspektur	inspectorul	inspektur	inspector	N	N;DEF;MASC;SG
inspektur	superintendentul	inspektur	superintendent	N	N;DEF;MASC;SG
genetika	genetica	genetika	genetică	N;SG	N;DEF;FEM;SG
genetika	genetica	genetika	genetică	N;SG	N;DEF;FEM;SG
genetika	genetica	genetika	genetică	N;SG	N;DEF;FEM;SG
globalisasi	globalizare	globalisasi	globalizare	N	N;INDF;FEM;SG
globalisasi	globalizarea	globalisasi	globalizare	N	N;DEF;FEM;SG
sedan	sedan	sedan	sedan	N;SG	N;INDF;MASC;SG
sedan	salon	sedan	salon	N;SG	N;INDF;MASC;SG
sedan	carciuma	sedan	carciumă	N;SG	N;DEF;FEM;SG
sedan	carciuma	sedan	carciumă	N;SG	N;DEF;FEM;SG
