まで	tot	まで	tot	ADP	ADP
鉄道	spoorwegen	鉄道	spoorwegen	N	N;PL
鉄道	spoorweg	鉄道	spoorweg	N	N;MASC+FEM;SG
鉄道	spoorwegen	鉄道	spoorwegen	N	N;PL
使用	gebruiken	使用	gebruiken	V	V;NFIN
出演	gegoten	出演	eten	V	V;V.PTCP
時間	openingstijden	時間	openingstijd	N	N;PL
時間	uren	時間	ure	N	N;PL
時間	uur	時間	uur	N	N;NEUT;SG
時間	uurtje	時間	uur	N	N;NEUT;SG
時間	uur	時間	uur	N	N;NEUT;SG
時間	tijd	時間	tijd	N	N;MASC+FEM;SG
開始	beginnen	開始	beginnen	V	V;NFIN
開始	start	開始	starten	V	V;SG;PRS;FIN
開始	starten	開始	starten	V	V;NFIN
開始	beginnen	開始	beginnen	V	V;NFIN
シリーズ	serie	シリーズ	serie	N	N;MASC+FEM;SG
シリーズ	reeks	シリーズ	reeks	N	N;MASC+FEM;SG
シリーズ	reeksen	シリーズ	reeks	N	N;PL
シリーズ	series	シリーズ	serie	N	N;PL
記事	artikel	記事	artikel	N	N;NEUT;SG
記事	verhaal	記事	verhaal	N	N;NEUT;SG
記事	story	記事	story	N	N;MASC+FEM;SG
記事	verslagen	記事	verslag	N	N;PL
記事	verhalen	記事	verhaal	N	N;PL
記事	verhaaltjes	記事	verhaal	N	N;PL
記事	artikelen	記事	artikel	N	N;PL
記事	artikels	記事	artikel	N	N;PL
選手	spelers	選手	speler	N	N;PL
選手	atleten	選手	atleten	N	N;PL
選手	sporters	選手	sporter	N	N;PL
しかし	maar	しかし	maar	CONJ	CONJ
大会	conventie	大会	conventie	N	N;MASC+FEM;SG
大会	verdrag	大会	verdrag	N	N;NEUT;SG
チーム	ploegen	チーム	ploeg	N	N;PL
チーム	teams	チーム	team	N	N;PL
チーム	team	チーム	team	N	N;NEUT;SG
存在	bestaan	存在	bestaan	V	V;NFIN
優勝	winnende	優勝	winnen	V	V;V.PTCP
優勝	winnend	優勝	winnen	V	V;V.PTCP
優勝	winnen	優勝	winnen	V	V;NFIN
作詞	teksten	作詞	tekst	N	N;PL
所属	behoren	所属	behoren	V	V;NFIN
結果	resultaat	結果	resultaat	N	N;NEUT;SG
結果	uitslagen	結果	uitslag	N	N;PL
結果	resultaat	結果	resultaat	N	N;NEUT;SG
結果	resultaten	結果	resultaat	N	N;PL
アルバム	album	アルバム	album	N	N;NEUT;SG
アルバム	albums	アルバム	album	N	N;PL
ゲーム	gaming	ゲーム	gaming	N	N;MASC+FEM;SG
ゲーム	wedstrijd	ゲーム	wedstrijd	N	N;MASC+FEM;SG
ゲーム	spel	ゲーム	spel	N	N;NEUT;SG
ゲーム	spelletje	ゲーム	spel	N	N;NEUT;SG
ゲーム	games	ゲーム	game	N	N;PL
ゲーム	spelletjes	ゲーム	spel	N	N;PL
ゲーム	spellen	ゲーム	spellen	N	N;PL
問題	afgifte	問題	afgifte	N	N;MASC+FEM;SG
問題	uitgifte	問題	uitgifte	N	N;MASC+FEM;SG
問題	kwestie	問題	kwestie	N	N;MASC+FEM;SG
問題	probleem	問題	probleem	N	N;NEUT;SG
問題	problemen	問題	probleem	N	N;PL
問題	kwesties	問題	kwestie	N	N;PL
リーグ	league	リーグ	league	N	N;MASC+FEM;SG
リーグ	liga	リーグ	liga	N	N;MASC+FEM;SG
リーグ	competities	リーグ	competitie	N	N;PL
利用	inwisselen	利用	inwisselen	V	V;NFIN
利用	verlossen	利用	verlossen	V	V;NFIN
利用	verzilveren	利用	verzilveren	V	V;NFIN
事業	bedrijf	事業	bedrijf	N	N;NEUT;SG
音楽	muziek	音楽	muziek	N	N;MASC+FEM;SG
転送	doorsturen	転送	doorstuur	V	V;NFIN
転送	overdragen	転送	overdragen	V	V;NFIN
転送	overdrachten	転送	overdracht	V	V;V.PTCP
情報	info	情報	info	N	N;MASC+FEM;SG
情報	gegevens	情報	gegeven	N	N;PL
情報	informatie	情報	informatie	N	N;MASC+FEM;SG
公式	officiële	公式	officeel	ADJ	ADJ
公式	officieel	公式	officieel	ADJ	ADJ
参加	meedoen	参加	meedoen	V	V;NFIN
地域	streken	地域	streek	N	N;PL
地域	regio	地域	regio	N	N;MASC+FEM;SG
変更	aanpassen	変更	aanpassen	V	V;NFIN
変更	wijzigen	変更	wijzigen	V	V;NFIN
変更	veranderen	変更	veranderen	V	V;NFIN
変更	wijzigen	変更	wijzigen	V	V;NFIN
編曲	arrangeur	編曲	arrangeur	N	N;MASC+FEM;SG
編曲	regeling	編曲	regeling	N	N;MASC+FEM;SG
編曲	arrangement	編曲	arrangement	N	N;NEUT;SG
サイト	site	サイト	site	N	N;MASC+FEM;SG
サイト	sites	サイト	sites	N	N;PL
記録	opnemen	記録	opnemen	V	V;NFIN
関係	betrekkingen	関係	betrekking	N	N;PL
関係	relaties	関係	relatie	N	N;PL
クラブ	club	クラブ	club	N	N;MASC+FEM;SG
クラブ	clubs	クラブ	club	N	N;PL
中央	centrum	中央	centrum	N	N;NEUT;SG
中央	centrum	中央	centrum	N	N;NEUT;SG
同じ	hetzelfde	同じ	hetzelfde	ADJ	ADJ
同じ	zelfde	同じ	zelfde	ADJ	ADJ
設立	opgericht	設立	oprichten	V	V;V.PTCP
設立	gevestigde	設立	vestigen	V	V;V.PTCP
設立	gevestigd	設立	vestigen	V	V;V.PTCP
考え	nadenken	考える	nadenken	V	V;NFIN
考え	denken	考える	denken	V	V;NFIN
考え	denkend	考える	denkend	V	V;V.PTCP
教育	opvoeding	教育	opvoeding	N	N;MASC+FEM;SG
教育	onderwijs	教育	onderwijs	N	N;NEUT;SG
プロ	pro	プロ	pro	N	N;MASC+FEM;SG
編集	bewerk	編集	bewerk	V	V;SG;PRS;FIN
編集	bewerken	編集	bewerken	V	V;NFIN
編集	bewerken	編集	bewerken	V	V;NFIN
編集	aanpassen	編集	aanpassen	V	V;NFIN
編集	wijzigen	編集	wijzigen	V	V;NFIN
シーズン	seizoen	シーズン	seizoen	N	N;NEUT;SG
シーズン	seizoenen	シーズン	seizoen	N	N;PL
ファイル	bestanden	ファイル	bestand	N	N;PL
ファイル	dossiers	ファイル	dossier	N	N;PL
ファイル	dossier	ファイル	dossier	N	N;NEUT;SG
ファイル	bestand	ファイル	bestand	N	N;NEUT;SG
都市	stad	都市	stad	N	N;MASC+FEM;SG
都市	steden	都市	stad	N	N;PL
出版	publiceren	出版	publiceren	V	V;NFIN
会社	firma	会社	firma	N	N;MASC+FEM;SG
会社	gezelschap	会社	gezelschap	N	N;NEUT;SG
会社	bedrijf	会社	bedrijf	N	N;NEUT;SG
会社	onderneming	会社	onderneming	N	N;MASC+FEM;SG
会社	bedrijven	会社	bedrijf	N	N;PL
世紀	eeuwen	世紀	eeuw	N	N;PL
世紀	eeuw	世紀	eeuw	N	N;MASC+FEM;SG
ノート	noot	ノート	noot	N	N;MASC+FEM;SG
ノート	briefje	ノート	brief	N	N;NEUT;SG
ノート	notitie	ノート	notitie	N	N;MASC+FEM;SG
ノート	opmerking	ノート	opmerking	N	N;MASC+FEM;SG
ノート	notebooks	ノート	notebooks	N	N;PL
ノート	toelichting	ノート	toelichting	N	N;MASC+FEM;SG
ノート	aantekeningen	ノート	aantekening	N	N;PL
ノート	notities	ノート	notitie	N	N;PL
ノート	noten	ノート	noten	N	N;PL
ノート	notebook	ノート	notebook	N	N;MASC+FEM;SG
ノート	notitieboek	ノート	notitieboek	N	N;NEUT;SG
ノート	notitieboekje	ノート	notitieboek	N	N;NEUT;SG
社会	samenleving	社会	samenleving	N	N;MASC+FEM;SG
社会	genootschap	社会	genootschap	N	N;NEUT;SG
社会	maatschappij	社会	maatschappij	N	N;MASC+FEM;SG
社会	samenlevingen	社会	samenleving	N	N;PL
開催	gehouden	開催	houden	V	V;V.PTCP
開催	vastgehouden	開催	vasthouden	V	V;V.PTCP
シングル	single	シングル	single	N	N;MASC+FEM;SG
シングル	vrijgezel	シングル	vrijgezel	N	N;MASC+FEM;SG
センター	centrum	センター	centrum	N	N;NEUT;SG
センター	centrum	センター	centrum	N	N;NEUT;SG
終了	afsluiten	終了	afsluiten	V	V;NFIN
終了	stoppen	終了	stoppen	V	V;NFIN
終了	voltooien	終了	voltooien	V	V;NFIN
終了	afmaken	終了	afmaken	V	V;NFIN
終了	beëindigen	終了	beëindigen	V	V;NFIN
終了	voltooid	終了	voltooien	V	V;V.PTCP
終了	afgewerkt	終了	afwerken	V	V;V.PTCP
終了	afgewerkte	終了	afwerken	V	V;V.PTCP
中心	centrum	中心	centrum	N	N;NEUT;SG
中心	centrum	中心	centrum	N	N;NEUT;SG
内容	content	内容	content	N	N;PL
内容	inhoud	内容	inhoud	N	N;MASC+FEM;SG
内容	inhoud	内容	inhoud	N	N;MASC+FEM;SG
内容	inhoudsopgave	内容	inhoudsopgave	N	N;MASC+FEM;SG
文化	cultuur	文化	cultuur	N	N;MASC+FEM;SG
ドラマ	drama	ドラマ	drama	N	N;NEUT;SG
撮影	fotograferen	撮影	fotograferen	V	V;NFIN
撮影	filmen	撮影	filmen	V	V;NFIN
選手権	kampioenschappen	選手権	kampioenschap	N	N;PL
選手権	kampioenschap	選手権	kampioenschap	N	N;NEUT;SG
野球	baseball	野球	baseball	N	N;MASC+FEM;SG
野球	honkbal	野球	honkbal	N	N;NEUT;SG
指定	specificeren	指定	specificeren	V	V;NFIN
以下	hieronder	以下	hieronder	N	N;MASC+FEM;SG
マン	mann	マン	mann	N	N;MASC+FEM;SG
卒業	afgestudeerd	卒業	afstuderen	V	V;V.PTCP
卒業	geslaagd	卒業	slagen	V	V;V.PTCP
人物	persoon	人物	persoon	N	N;MASC+FEM;SG
公開	publiceer	公開	publiceren	V	V;SG;PRS;FIN
公開	publiceren	公開	publiceren	V	V;NFIN
最終	finale	最終	finale	N	N;MASC+FEM;SG
アニメ	anime	アニメ	anim	N	N;MASC+FEM;SG
確認	bevestigen	確認	bevestigen	V	V;NFIN
確認	bevestig	確認	bevestig	V	V;SG;PRS;FIN
一般	generaal	一般	generaal	N	N;MASC+FEM;SG
歴史	geschiedenis	歴史	geschiedenis	N	N;MASC+FEM;SG
選挙	verkiezing	選挙	verkiezing	N	N;MASC+FEM;SG
選挙	verkiezingen	選挙	verkiezing	N	N;PL
選挙	verkiezing	選挙	verkiezing	N	N;MASC+FEM;SG
選挙	verkiezingen	選挙	verkiezing	N	N;PL
計画	planning	計画	planning	N	N;MASC+FEM;SG
計画	plannen	計画	plan	N	N;PL
計画	plan	計画	plan	N	N;NEUT;SG
計画	plannen	計画	plan	N	N;PL
計画	plannen	計画	plan	N	N;PL
経済	economieën	経済	economie	N	N;PL
経済	economie	経済	economie	N	N;MASC+FEM;SG
ページ	bladzijde	ページ	bladzijde	N	N;MASC+FEM;SG
ページ	pagina	ページ	pagina	N	N;MASC+FEM;SG
ページ	bladzijden	ページ	bladzijde	N	N;PL
教授	professor	教授	professor	N	N;MASC+FEM;SG
教授	hoogleraar	教授	hoogleraar	N	N;MASC+FEM;SG
ラジオ	radio	ラジオ	radio	N	N;MASC+FEM;SG
劇場	bioscoop	劇場	bioscoop	N	N;MASC+FEM;SG
劇場	theater	劇場	theater	N	N;NEUT;SG
劇場	theater	劇場	theater	N	N;NEUT;SG
グループ	groep	グループ	groep	N	N;MASC+FEM;SG
グループ	fractie	グループ	fractie	N	N;MASC+FEM;SG
グループ	groepen	グループ	groep	N	N;PL
英語	engelsen	英語	engelsen	N	N;PL
女性	vrouw	女性	vrouw	N	N;MASC+FEM;SG
女性	vrouw	女性	vrouw	N	N;MASC+FEM;SG
女性	vrouwtje	女性	vrouwtje	N	N;NEUT;SG
女性	vrouwen	女性	vrouw	N	N;PL
地区	district	地区	district	N	N;NEUT;SG
獲得	verdien	獲得	verdienen	V	V;SG;PRS;FIN
獲得	verdienen	獲得	verdienen	V	V;NFIN
得点	score	得点	score	N	N;MASC+FEM;SG
コメント	reactie	コメント	reactie	N	N;MASC+FEM;SG
コメント	comment	コメント	comment	N	N;MASC+FEM;SG
コメント	opmerking	コメント	opmerking	N	N;MASC+FEM;SG
コメント	commentaar	コメント	commentaar	N	N;NEUT;SG
コメント	opmerkingen	コメント	opmerking	N	N;PL
コメント	commentaren	コメント	commentaar	N	N;PL
コメント	reacties	コメント	reactie	N	N;PL
コメント	commentaar	コメント	commentaar	N	N;NEUT;SG
漫画	comics	漫画	comics	N	N;MASC+FEM;SG
漫画	strips	漫画	strip	N	N;PL
漫画	stripverhalen	漫画	stripverhaal	N	N;PL
漫画	stripboeken	漫画	stripboek	N	N;PL
漫画	stripverhaal	漫画	stripverhaal	N	N;NEUT;SG
漫画	manga	漫画	manga	N	N;MASC+FEM;SG
他の	overige	他の	overig	ADJ	ADJ
他の	andere	他の	ander	ADJ	ADJ
他の	overigen	他の	overigen	ADJ	ADJ
他の	anderen	他の	ander	ADJ	ADJ
廃止	afgeschaft	廃止	afschaffen	V	V;V.PTCP
販売	verkopen	販売	verkopen	V	V;NFIN
販売	verkopen	販売	verkopen	V	V;NFIN
サッカー	voetbal	サッカー	voetbal	N	N;NEUT;SG
リー	lee	リー	lee	N	N;MASC+FEM;SG
議員	senator	議員	senator	N	N;MASC+FEM;SG
協会	vereniging	協会	vereniging	N	N;MASC+FEM;SG
協会	associatie	協会	associatie	N	N;MASC+FEM;SG
路線	routes	路線	route	N	N;PL
戦争	oorlog	戦争	oorlog	N	N;MASC+FEM;SG
戦争	oorlog	戦争	oorlog	N	N;MASC+FEM;SG
戦争	oorlogen	戦争	oorlog	N	N;PL
部分	deel	部分	deel	N	N;NEUT;SG
部分	gedeelte	部分	gedeelte	N	N;NEUT;SG
番号	nummer	番号	nummer	N	N;MASC+FEM;SG
番号	aantal	番号	aantal	N	N;NEUT;SG
番号	getal	番号	getal	N	N;NEUT;SG
期間	looptijd	期間	looptijd	N	N;MASC+FEM;SG
期間	tijdsduur	期間	tijdsduur	N	N;MASC+FEM;SG
期間	tijdvak	期間	tijdvak	N	N;NEUT;SG
期間	periode	期間	periode	N	N;MASC+FEM;SG
場所	plaats	場所	plaats	N	N;MASC+FEM;SG
場所	lokatie	場所	lokatie	N	N;MASC+FEM;SG
場所	locatie	場所	locatie	N	N;MASC+FEM;SG
場所	ligging	場所	ligging	N	N;MASC+FEM;SG
場所	plaatsen	場所	plaats	N	N;PL
技術	technologie	技術	technologie	N	N;MASC+FEM;SG
海軍	zeemacht	海軍	zeemacht	N	N;MASC+FEM;SG
海軍	marine	海軍	marine	N	N;MASC+FEM;SG
道路	wegen	道路	weg	N	N;PL
システム	systeem	システム	systeem	N	N;NEUT;SG
システム	stelsel	システム	stelsel	N	N;NEUT;SG
システム	systemen	システム	systeem	N	N;PL
モデル	modellen	モデル	model	N	N;PL
モデル	model	モデル	model	N	N;NEUT;SG
対応	briefwisseling	対応	briefwisseling	N	N;MASC+FEM;SG
対応	correspondentie	対応	correspondentie	N	N;MASC+FEM;SG
列車	trein	列車	trein	N	N;MASC+FEM;SG
列車	treinen	列車	trein	N	N;PL
建設	bouwen	建設	bouwen	V	V;NFIN
科学	wetenschap	科学	wetenschap	N	N;MASC+FEM;SG
科学	wetenschappen	科学	wetenschap	N	N;PL
理由	redenen	理由	reden	N	N;PL
理由	reden	理由	reden	N	N;MASC+FEM;SG
理由	rede	理由	rede	N	N;MASC+FEM;SG
そして	en	そして	en	CONJ	CONJ
一	één	一	één	NUM	NUM
大正	taisho	大正	taisho	N	N;MASC+FEM;SG
ブロック	blokken	ブロック	blok	N	N;PL
ブロック	blokkering	ブロック	blokkering	N	N;MASC+FEM;SG
ブロック	blok	ブロック	blok	N	N;NEUT;SG
ブロック	block	ブロック	block	N	N;MASC+FEM;SG
車両	voertuigen	車両	voertuig	N	N;PL
車両	voertuig	車両	voertuig	N	N;NEUT;SG
自動車	auto	自動車	auto	N	N;MASC+FEM;SG
自動車	wagen	自動車	wagen	N	N;MASC+FEM;SG
自動車	automobiel	自動車	automobiel	N	N;MASC+FEM;SG
人口	populaties	人口	populatie	N	N;PL
人口	bevolkingen	人口	bevolking	N	N;PL
人口	bevolking	人口	bevolking	N	N;MASC+FEM;SG
人口	populatie	人口	populatie	N	N;MASC+FEM;SG
特に	vooral	特に	vooral	ADV	ADV
営業	bedrijf	営業	bedrijf	N	N;NEUT;SG
新聞	krant	新聞	krant	N	N;MASC+FEM;SG
新聞	kranten	新聞	krant	N	N;PL
新聞	dagblad	新聞	dagblad	N	N;NEUT;SG
新聞	kranten	新聞	krant	N	N;PL
新聞	dagbladen	新聞	dagblad	N	N;PL
連続	continue	連続	continue	ADJ	ADJ
連続	continu	連続	continu	ADJ	ADJ
政府	regering	政府	regering	N	N;MASC+FEM;SG
政府	overheid	政府	overheid	N	N;MASC+FEM;SG
最大	maximum	最大	maximum	N	N;NEUT;SG
キャラクター	personage	キャラクター	personage	N	N;NEUT;SG
キャラクター	karakter	キャラクター	karakter	N	N;NEUT;SG
キャラクター	personages	キャラクター	personage	N	N;PL
キャラクター	tekens	キャラクター	teken	N	N;PL
キャラクター	karakters	キャラクター	karakter	N	N;PL
小説	roman	小説	roman	N	N;MASC+FEM;SG
小説	romans	小説	romans	N	N;PL
機関	organen	機関	orgaan	N	N;PL
機関	instelling	機関	instelling	N	N;MASC+FEM;SG
機関	instellingen	機関	instelling	N	N;PL
メンバー	lid	メンバー	lid	N	N;NEUT;SG
メンバー	leden	メンバー	lid	N	N;PL
発行	afgifte	発行	afgifte	N	N;MASC+FEM;SG
発行	uitgifte	発行	uitgifte	N	N;MASC+FEM;SG
発行	uitgifte	発行	uitgifte	N	N;MASC+FEM;SG
発行	afgifte	発行	afgifte	N	N;MASC+FEM;SG
発行	uitgifte	発行	uitgifte	N	N;MASC+FEM;SG
発行	kwestie	発行	kwestie	N	N;MASC+FEM;SG
画像	beelden	画像	beeld	N	N;PL
画像	afbeeldingen	画像	afbeelding	N	N;PL
画像	foto	画像	foto	N	N;MASC+FEM;SG
画像	imago	画像	imago	N	N;NEUT;SG
画像	beeld	画像	beeld	N	N;NEUT;SG
画像	afbeelding	画像	afbeelding	N	N;MASC+FEM;SG
状態	state	状態	state	N	N;MASC+FEM;SG
状態	conditie	状態	conditie	N	N;MASC+FEM;SG
状態	aandoening	状態	aandoening	N	N;MASC+FEM;SG
状態	voorwaarde	状態	voorwaard	N	N;MASC+FEM;SG
状態	toestand	状態	toestand	N	N;MASC+FEM;SG
名称	denominatie	名称	denominatie	N	N;MASC+FEM;SG
名称	naam	名称	naam	N	N;MASC+FEM;SG
ダム	dam	ダム	dam	N	N;MASC+FEM;SG
ダム	stuwdam	ダム	stuwdam	N	N;MASC+FEM;SG
ホーム	home	ホーム	home	N	N;MASC+FEM;SG
ホーム	huis	ホーム	huis	N	N;NEUT;SG
ホーム	startpagina	ホーム	startpagina	N	N;MASC+FEM;SG
名前	naam	名前	naam	N	N;MASC+FEM;SG
施設	faciliteiten	施設	faciliteit	N	N;PL
施設	instelling	施設	instelling	N	N;MASC+FEM;SG
施設	faciliteit	施設	faciliteit	N	N;MASC+FEM;SG
製造	vervaardigde	製造	vervaardigen	V	V;SG;PST;FIN
製造	gefabriceerd	製造	fabriceren	V	V;V.PTCP
製造	geproduceerd	製造	produceren	V	V;V.PTCP
製造	vervaardigd	製造	vervaardigen	V	V;V.PTCP
独立	zelfstandig	独立	zelfstandig	ADJ	ADJ
独立	onafhankelijke	独立	onafhankelijk	ADJ	ADJ
独立	onafhankelijk	独立	onafhankelijk	ADJ	ADJ
独立	onafhankelijk	独立	onafhankelijk	ADJ	ADJ
物語	monogatari	物語	monogatari	N	N;MASC+FEM;SG
物語	verhaal	物語	verhaal	N	N;NEUT;SG
物語	story	物語	story	N	N;MASC+FEM;SG
神社	heiligdommen	神社	heiligdom	N	N;PL
神社	altaar	神社	altaar	N	N;NEUT;SG
神社	heiligdom	神社	heiligdom	N	N;NEUT;SG
神社	jinja	神社	jinja	N	N;MASC+FEM;SG
企画	planning	企画	planning	N	N;MASC+FEM;SG
企画	plannen	企画	plan	N	N;PL
企業	enterprise	企業	enterprise	N	N;MASC+FEM;SG
企業	onderneming	企業	onderneming	N	N;MASC+FEM;SG
航空	luchtvaart	航空	luchtvaart	N	N;MASC+FEM;SG
航空	lucht	航空	lucht	N	N;MASC+FEM;SG
帝国	keizerrijk	帝国	keizerrijk	N	N;NEUT;SG
帝国	imperium	帝国	imperium	N	N;NEUT;SG
帝国	empire	帝国	empire	N	N;MASC+FEM;SG
トン	ton	トン	ton	N	N;MASC+FEM;SG
トン	tonnen	トン	tonnen	N	N;PL
トン	ton	トン	ton	N	N;MASC+FEM;SG
トン	ton	トン	ton	N	N;MASC+FEM;SG
トン	ton	トン	ton	N	N;MASC+FEM;SG
影響	beïnvloeden	影響	beïnvloeden	V	V;NFIN
勝利	win	勝利	winnen	V	V;SG;PRS;FIN
勝利	winnen	勝利	winnen	V	V;NFIN
勝利	wint	勝利	winnen	V	V;SG;PRS;FIN
勝利	winnende	勝利	winnen	V	V;V.PTCP
勝利	winnend	勝利	winnen	V	V;V.PTCP
勝利	winnen	勝利	winnen	V	V;NFIN
デザイン	designs	デザイン	designs	N	N;PL
デザイン	ontwerp	デザイン	ontwerp	N	N;NEUT;SG
デザイン	design	デザイン	design	N	N;MASC+FEM;SG
デザイン	vormgeving	デザイン	vormgeving	N	N;MASC+FEM;SG
本社	hoofdkantoor	本社	hoofdkantoor	N	N;NEUT;SG
本社	hoofdkwartier	本社	hoofdkwartier	N	N;NEUT;SG
人間	mens	人間	mens	N	N;MASC+FEM;SG
交通	verkeer	交通	verkeer	N	N;NEUT;SG
交通	vervoer	交通	vervoer	N	N;NEUT;SG
交通	transport	交通	transport	N	N;NEUT;SG
交通	vervoer	交通	vervoer	N	N;NEUT;SG
交通	transport	交通	transport	N	N;NEUT;SG
組織	organisatie	組織	organisatie	N	N;MASC+FEM;SG
組織	organisatie	組織	organisatie	N	N;MASC+FEM;SG
構造	structuren	構造	structuur	N	N;PL
構造	structuur	構造	structuur	N	N;MASC+FEM;SG
サービス	diensten	サービス	dienst	N	N;PL
サービス	dienstverlening	サービス	dienstverlening	N	N;MASC+FEM;SG
サービス	dienst	サービス	dienst	N	N;MASC+FEM;SG
サービス	service	サービス	service	N	N;MASC+FEM;SG
統合	consolideren	統合	consolideren	V	V;NFIN
統合	geïntegreerde	統合	integreren	V	V;SG;PST;FIN
統合	geïntegreerd	統合	integreren	V	V;V.PTCP
統合	samenvoegen	統合	samenvoegen	V	V;NFIN
テーマ	thema	テーマ	thema	N	N;NEUT;SG
面積	gebied	面積	gebied	N	N;NEUT;SG
面積	oppervlakte	面積	oppervlakte	N	N;MASC+FEM;SG
エンジン	engine	エンジン	engine	N	N;MASC+FEM;SG
エンジン	motor	エンジン	motor	N	N;MASC+FEM;SG
エンジン	motoren	エンジン	motor	N	N;PL
ビル	bill	ビル	bill	N	N;MASC+FEM;SG
ビル	wetsontwerp	ビル	wetsontwerp	N	N;NEUT;SG
ビル	wetsvoorstel	ビル	wetsvoorstel	N	N;NEUT;SG
日本語	japanners	日本語	japanner	N	N;PL
設定	instellen	設定	instellen	V	V;NFIN
設定	instellen	設定	instellen	V	V;NFIN
設定	configureren	設定	configureren	V	V;NFIN
ライブ	live	ライブ	live	N	N;MASC+FEM;SG
ライブ	leven	ライブ	leven	N	N;NEUT;SG
含む	bevat	含む	bevatten	V	V;SG;PRS;FIN
含む	omvat	含む	omvatten	V	V;SG;PRS;FIN
専門	vakkennis	専門	vakkennis	N	N;MASC+FEM;SG
専門	expertise	専門	expertise	N	N;MASC+FEM;SG
専門	deskundigheid	専門	deskundigheid	N	N;MASC+FEM;SG
機能	functie	機能	functie	N	N;MASC+FEM;SG
機能	functies	機能	functie	N	N;PL
機能	kenmerken	機能	kenmerk	N	N;PL
機能	kenmerk	機能	kenmerk	N	N;NEUT;SG
機能	functie	機能	functie	N	N;MASC+FEM;SG
機能	functionaliteit	機能	functionaliteit	N	N;MASC+FEM;SG
機能	functionaliteiten	機能	functionaliteit	N	N;PL
身長	hoogte	身長	hoogte	N	N;MASC+FEM;SG
身長	lengte	身長	lengte	N	N;MASC+FEM;SG
所在	locaties	所在	locatie	N	N;PL
所在	lokatie	所在	lokatie	N	N;MASC+FEM;SG
所在	locatie	所在	locatie	N	N;MASC+FEM;SG
所在	ligging	所在	ligging	N	N;MASC+FEM;SG
運転	rijden	運転	rijden	V	V;NFIN
運転	rijdend	運転	rijden	V	V;V.PTCP
運転	autorijden	運転	autorijd	V	V;NFIN
写真	foto	写真	foto	N	N;MASC+FEM;SG
写真	fotografie	写真	fotografie	N	N;MASC+FEM;SG
写真	foto	写真	foto	N	N;MASC+FEM;SG
写真	foto	写真	foto	N	N;MASC+FEM;SG
関連	gerelateerd	関連	relateren	V	V;V.PTCP
関連	gerelateerde	関連	relateren	V	V;V.PTCP
書店	boekwinkel	書店	boekwinkel	N	N;MASC+FEM;SG
書店	boekenwinkel	書店	boekenwinkel	N	N;MASC+FEM;SG
書店	boekhandel	書店	boekhandel	N	N;MASC+FEM;SG
高い	hoog	高い	hoog	ADJ	ADJ
高い	hoge	高い	hoog	ADJ	ADJ
