ennuste	پیشگوئی	ennuste	پیشگوئی	N;NOM;SG	N;NOM;FEM;SG;3
setti	موج	setti	موج	N;NOM;SG	N;NOM;MASC;SG;3
setti	جماعت	setti	جماعت	N;NOM;SG	N;NOM;FEM;SG;3
setti	بہاؤ	setti	بہاؤ	N;NOM;SG	N;NOM;MASC;SG;3
setti	وضع	setti	وضع	N;NOM;SG	N;NOM;MASC;SG;3
setti	کل	setti	کل	N;NOM;SG	N;NOM;MASC;SG;3
setti	گروہ	setti	گروہ	N;NOM;SG	N;NOM;MASC;SG;3
setti	بغض	setti	بغض	N;NOM;SG	N;NOM;MASC;SG;3
setti	رجحان	setti	رجحان	N;NOM;SG	N;NOM;MASC;SG;3
setti	مشین	setti	مشین	N;NOM;SG	N;NOM;MASC;SG;3
setti	موج	setti	موج	N;NOM;SG	N;NOM;MASC;SG;3
setti	جماعت	setti	جماعت	N;NOM;SG	N;NOM;FEM;SG;3
setti	بہاؤ	setti	بہاؤ	N;NOM;SG	N;NOM;MASC;SG;3
setti	وضع	setti	وضع	N;NOM;SG	N;NOM;MASC;SG;3
setti	کل	setti	کل	N;NOM;SG	N;NOM;MASC;SG;3
setti	گروہ	setti	گروہ	N;NOM;SG	N;NOM;MASC;SG;3
setti	بغض	setti	بغض	N;NOM;SG	N;NOM;MASC;SG;3
setti	رجحان	setti	رجحان	N;NOM;SG	N;NOM;MASC;SG;3
setti	مشین	setti	مشین	N;NOM;SG	N;NOM;MASC;SG;3
eläinlääkäri	منصوبے	eläin#lääkäri	منصوبہ	N;NOM;SG	N;NOM;MASC;SG;3
raivo	طوفان	raivo	طوفان	N;NOM;SG	N;NOM;MASC;SG;3
raivo	ہیجان	raivo	ہیجان	N;NOM;SG	N;NOM;MASC;SG;3
raivo	جنگ	raivo	جنگ	N;NOM;SG	N;NOM;FEM;SG;3
raivo	طیش	raivo	طیش	N;NOM;SG	N;NOM;MASC;SG;3
väärät	غیرقانونی	väärä	غیرقانونی	ADJ;NOM;PL	ADJ
väärät	جعلی	väärä	جعلی	ADJ;NOM;PL	ADJ
väärät	ناجائز	väärä	ناجائز	ADJ;NOM;PL	ADJ
väärät	غلط	väärä	غلط	ADJ;NOM;PL	ADJ
väärät	غیرقانونی	väärä	غیرقانونی	ADJ;NOM;PL	ADJ
väärät	نقلی	väärä	نقلی	ADJ;NOM;PL	ADJ
väärät	جعلی	väärä	جعلی	ADJ;NOM;PL	ADJ
väärät	ناجائز	väärä	ناجائز	ADJ;NOM;PL	ADJ
tarkentaa	چننا	tarkentaa	چننا	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
tarkentaa	چھاننا.	tarkentaa	چھاننا.	V;IND;SG;3;PRS;FIN;ACT	V;NFIN;ACT
dash	تیزی	dash	تیزی	N;NOM;SG	N;NOM;MASC;SG;3
dash	زور	dash	زور	N;NOM;SG	N;NOM;MASC;SG;3
alhaisempi	نچلا	alhainen	نچل	ADJ;NOM;CMPR;SG	ADJ;NOM;MASC;SG
alhaisempi	نچلا	alhainen	نچل	ADJ;NOM;CMPR;SG	ADJ;NOM;MASC;SG
alhaisempi	زیریں	alhainen	زیر	ADJ;NOM;CMPR;SG	ADJ
astia	برتن	asti	برتن	N;NOM;SG	N;NOM;MASC;SG;3
astia	جگہ	asti	جگہ	N;NOM;SG	N;NOM;MASC;SG;3
astia	برتن	asti	برتن	N;NOM;SG	N;NOM;MASC;SG;3
astia	جگہ	asti	جگہ	N;NOM;SG	N;NOM;MASC;SG;3
prisma	منشور	prisma	منشور	N;NOM;SG	N;NOM;MASC;SG;3
tallenna	پھٹکار	tallenna	پھٹک	V;IMP;SG;2;FIN;ACT	V;SG;ACT
tallenna	پھٹکار	tallenna	پھٹک	V;IMP;SG;2;FIN;ACT	V;SG;ACT
tämänhetkinen	عصری	tämänhetkinen	عصری	ADJ;NOM;SG	ADJ
harjoitus	مشق	harjoitus	مشق	N;NOM;SG	N;NOM;MASC;SG;3
harjoitus	رواج	harjoitus	رواج	N;NOM;SG	N;NOM;MASC;SG;3
harjoitus	معمول	harjoitus	معمول	N;NOM;SG	N;NOM;MASC;SG;3
harjoitus	رواج	harjoitus	رواج	N;NOM;SG	N;NOM;MASC;SG;3
harjoitus	معمول	harjoitus	معمول	N;NOM;SG	N;NOM;MASC;SG;3
harjoitus	اثر	harjoitus	اثر	N;NOM;SG	N;NOM;MASC;SG;3
harjoitus	استحقاق	harjoitus	استحقاق	N;NOM;SG	N;NOM;MASC;SG;3
harjoitus	ضبط	harjoitus	ضبط	N;NOM;SG	N;NOM;MASC;SG;3
lehmä	بات	lehmä	بات	N;NOM;SG	N;NOM;FEM;SG;3
seurue	ماحول	seurue	ماحول	N;NOM;SG	N;NOM;MASC;SG;3
sitoa	سمیٹنا	sitoa	سمیٹنا	V;SG;NFIN;ACT	V;MASC;SG;NFIN;ACT
sitoa	جکڑنا.	sitoa	جکڑنا.	V;SG;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
sitoa	تھامنا	sitoa	تھامنا	V;SG;NFIN;ACT	V;SG;NFIN;ACT
paksua	قریبی	paksu	قریبی	ADJ;PRT;SG	ADJ
paksua	قریبی	paksu	قریبی	ADJ;PRT;SG	ADJ
symmetrinen	متوازن	symmetrinen	متوازن	ADJ;NOM;SG	ADJ
symmetrinen	متناسب	symmetrinen	متناسب	ADJ;NOM;SG	ADJ
lempeä	معتدل	lempi	معتدل	ADJ;NOM;SG	ADJ
lempeä	پُرسکون	lempi	پُرسکون	ADJ;NOM;SG	ADJ
lempeä	پُرتپاک.	lempi	پُرتپاک.	ADJ;NOM;SG	ADJ
lempeä	شریفانہ	lempi	شریفانہ	ADJ;NOM;SG	ADJ
lempeä	معتدل	lempi	معتدل	ADJ;NOM;SG	ADJ
lempeä	پُرسکون	lempi	پُرسکون	ADJ;NOM;SG	ADJ
lempeä	پُرتپاک.	lempi	پُرتپاک.	ADJ;NOM;SG	ADJ
lempeä	شریفانہ	lempi	شریفانہ	ADJ;NOM;SG	ADJ
kaaos	انتشار	kaaos	انتشار	N;NOM;SG	N;NOM;MASC;SG;3
kaaos	انتشار	kaaos	انتشار	N;NOM;SG	N;NOM;MASC;SG;3
mukavaa	پسندیدہ	mukava	پسندیدہ	ADJ;PRT;SG	ADJ
hyväksyminen	قبولیت	hyväksyminen	قبولیت	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyminen	رضامندی.	hyväksyminen	رضامندی.	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyminen	اخذ	hyväksyminen	اخذ	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyminen	قبولیت	hyväksyminen	قبولیت	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyminen	منظوری	hyväksyminen	منظوری	N;NOM;SG	N;NOM;MASC;SG;3
hyväksyminen	اقرار	hyväksyminen	اقرار	N;NOM;SG	N;NOM;MASC;SG;3
imeytyy	غرق	imeytyä	غرق	V;IND;SG;3;PRS;FIN;ACT	V;ACT
imeytyy	محو	imeytyä	محو	V;IND;SG;3;PRS;FIN;ACT	V;ACT
tietoisia	مطلع	tietoinen	مطلع	ADJ;PRT;PL	ADJ
kirkasta	روشن	kirkas	روشن	ADJ;PRT;SG	ADJ
kirkasta	ذہین	kirkas	ذہین	ADJ;PRT;SG	ADJ
henkilöllisyys	پہچان	henkilöllisyys	پہچان	N;NOM;SG	N;NOM;MASC;SG;3
hyvinvointi	عافیت	hyvin#vointi	عافیت	N;NOM;SG	N;NOM;MASC;SG;3
hyvinvointi	صحت	hyvin#vointi	صحت	N;NOM;SG	N;NOM;FEM;SG;3
hyvinvointi	بہبود	hyvin#vointi	بہبود	N;NOM;SG	N;NOM;MASC;SG;3
root	دانت	root	دانت	N;NOM;SG	N;NOM;MASC;SG;3
root	دانت	root	دانت	N;NOM;SG	N;NOM;MASC;SG;3
arka	پریشان	arka	پریشان	ADJ;NOM;SG	ADJ
mutaatio	تبدیلی	mutaatio	تبدیلی	N;NOM;SG	N;NOM;FEM;SG;3
colt	کھلاڑی	colt	کھلاڑی	N;NOM;SG	N;NOM;MASC;SG;3
colt	کھلاڑی	colt	کھلاڑی	N;NOM;SG	N;NOM;MASC;SG;3
halpa	معمولی	halpa	معمولی	ADJ;NOM;SG	ADJ
halpa	کمتر	halpa	کمتر	ADJ;NOM;SG	ADJ
halpa	معمولی	halpa	معمولی	ADJ;NOM;SG	ADJ
halpa	کمتر	halpa	کمتر	ADJ;NOM;SG	ADJ
halpa	گھٹیا	halpa	گھٹیا	ADJ;NOM;SG	ADJ
premium	انعام	premium	انعام	N;NOM;SG	N;NOM;MASC;SG;3
laajentaminen	اضافہ	laajentaminen	اضافہ	N;NOM;SG	N;NOM;MASC;SG;3
laajentaminen	وسعت	laajentaminen	وسعت	N;NOM;SG	N;NOM;MASC;SG;3
laajentaminen	توسیع	laajentaminen	توسیع	N;NOM;SG	N;NOM;MASC;SG;3
laajentaminen	میدان	laajentaminen	میدان	N;NOM;SG	N;NOM;MASC;SG;3
laajentaminen	افزائش	laajentaminen	افزائش	N;NOM;SG	N;NOM;MASC;SG;3
käynti	نگرانی	käynti	نگرانی	N;NOM;SG	N;NOM;MASC;SG;3
useimpia	اکثر	usea	اکثر	ADJ;PRT;CMPR;PL	ADJ
korko	درجہ	korko	درجہ	N;NOM;SG	N;NOM;MASC;SG;3
korko	شرح	korko	شرح	N;NOM;SG	N;NOM;FEM;SG;3
korko	درجہ	korko	درجہ	N;NOM;SG	N;NOM;MASC;SG;3
korko	دلچسپی	korko	دلچسپی	N;NOM;SG	N;NOM;MASC;SG;3
korko	منافع	korko	منافع	N;NOM;SG	N;NOM;MASC;SG;3
korko	دلچسپی	korko	دلچسپی	N;NOM;SG	N;NOM;MASC;SG;3
korko	فائدہ	korko	فائدہ	N;NOM;SG	N;NOM;MASC;SG;3
korko	منافع	korko	منافع	N;NOM;SG	N;NOM;MASC;SG;3
kikka	ترکیب	kikka	ترکیب	N;NOM;SG	N;NOM;FEM;SG;3
ylpeys	غرور	ylpeys	غرور	N;NOM;SG	N;NOM;MASC;SG;3
ylpeys	غرور	ylpeys	غرور	N;NOM;SG	N;NOM;MASC;SG;3
meteli	صوت	medellä	صوت	N;NOM;SG	N;NOM;MASC;SG;3
meteli	آواز	medellä	آواز	N;NOM;SG	N;NOM;FEM;SG;3
meteli	صوت	medellä	صوت	N;NOM;SG	N;NOM;MASC;SG;3
meteli	شور	medellä	شور	N;NOM;SG	N;NOM;MASC;SG;3
terävät	ترش	terävä	ترش	ADJ;NOM;PL	ADJ
terävät	اشتہا	terävä	اشتہا	ADJ;NOM;PL	ADJ
terävät	سخت	terävä	سخت	ADJ;NOM;PL	ADJ
terävät	ترش	terävä	ترش	ADJ;NOM;PL	ADJ
terävät	اشتہا	terävä	اشتہا	ADJ;NOM;PL	ADJ
terävät	تیز	terävä	تیز	ADJ;NOM;PL	ADJ
terävät	سخت	terävä	سخت	ADJ;NOM;PL	ADJ
romahdus	موقوف	romahdus	موقوف	N;NOM;SG	N;NOM;MASC;SG;3
romahdus	تعطل	romahdus	تعطل	N;NOM;SG	N;NOM;MASC;SG;3
romahdus	شکستگی	romahdus	شکستگی	N;NOM;SG	N;NOM;MASC;SG;3
esihistoriallinen	فرسودہ.	esi#historiallinen	فرسودہ.	ADJ;NOM;SG	ADJ
pidentää	بڑھانا	pidentää	بڑھا	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
vaihde	خانہ	vaihde	خانہ	N;NOM;SG	N;NOM;MASC;SG;3
asettaminen	درجہ	asettaminen	درجہ	N;NOM;SG	N;NOM;MASC;SG;3
asettaminen	موقع	asettaminen	موقع	N;NOM;SG	N;NOM;MASC;SG;3
asettaminen	محل	asettaminen	محل	N;NOM;SG	N;NOM;MASC;SG;3
asettaminen	ماحول	asettaminen	ماحول	N;NOM;SG	N;NOM;MASC;SG;3
törmäys	اثر	törmäys	اثر	N;NOM;SG	N;NOM;MASC;SG;3
törmäys	تصادم	törmäys	تصادم	N;NOM;SG	N;NOM;MASC;SG;3
törmäys	تصادم	törmäys	تصادم	N;NOM;SG	N;NOM;MASC;SG;3
lataa	چڑھانا	lata	چڑھا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
hypoteesi	قیاس	hypota	قیاس	N;NOM;SG	N;NOM;MASC;SG;3
hypoteesi	قیاس.	hypota	قیاس.	N;NOM;SG	N;NOM;MASC;SG;3
paksut	قریبی	paksu	قریبی	ADJ;NOM;PL	ADJ
paksut	قریبی	paksu	قریبی	ADJ;NOM;PL	ADJ
korva	سماعت	korva	سماعت	N;NOM;SG	N;NOM;MASC;SG;3
maskotti	شخص	maskottaa	شخص	N;NOM;SG	N;NOM;MASC;SG;3
modernit	رائج	moderni	رائج	ADJ;NOM;PL	ADJ
modernit	رواں	moderni	رواں	ADJ;NOM;PL	ADJ
katastrofi	مصیبت	katastrofi	مصیبت	N;NOM;SG	N;NOM;FEM;SG;3
yhteensopivia	روادار	yhteen#sopiva	روادار	ADJ;PRT;PL	ADJ
yhteensopivia	موافق	yhteen#sopiva	موافق	ADJ;PRT;PL	ADJ
johdannainen	ماخوذ	johdannainen	ماخوذ	ADJ;NOM;SG	ADJ
veitsi	پھل	veitsiä	پھل	N;NOM;SG	N;NOM;MASC;SG;3
kuoppa	پیالی	kuoppa	پیالی	N;NOM;SG	N;NOM;FEM;SG;3
kuoppa	سوراخ	kuoppa	سوراخ	N;NOM;SG	N;NOM;MASC;SG;3
kuoppa	نالی	kuoppa	نالی	N;NOM;SG	N;NOM;FEM;SG;3
kuoppa	پیالی	kuoppa	پیالی	N;NOM;SG	N;NOM;FEM;SG;3
kuoppa	سوراخ	kuoppa	سوراخ	N;NOM;SG	N;NOM;MASC;SG;3
kuoppa	نالی	kuoppa	نالی	N;NOM;SG	N;NOM;FEM;SG;3
passiivinen	سست	passiivinen	سست	ADJ;NOM;SG	ADJ
passiivinen	معطل	passiivinen	معطل	ADJ;NOM;SG	ADJ
passiivinen	سست	passiivinen	سست	ADJ;NOM;SG	ADJ
vähentäminen	تخفیف	vähentäminen	تخفیف	N;NOM;SG	N;NOM;MASC;SG;3
laskenta	حساب	laskentaa	حساب	N;NOM;SG	N;NOM;MASC;SG;3
laskenta	حساب	laskentaa	حساب	N;NOM;SG	N;NOM;MASC;SG;3
laskenta	شمار	laskentaa	شمار	N;NOM;SG	N;NOM;MASC;SG;3
tuhoisa	انداز	tuhoisa	انداز	N;NOM;SG	N;NOM;MASC;SG;3
pimeys	ظلمت	pimeys	ظلمت	N;NOM;SG	N;NOM;FEM;SG;3
pimeys	ظلمت	pimeys	ظلمت	N;NOM;SG	N;NOM;FEM;SG;3
geometrinen	ہموار	geometrinen	ہموار	ADJ;NOM;SG	ADJ
spot	نشان	spot	نشان	N;NOM;SG	N;NOM;MASC;SG;3
muodollinen	ظاہری	muodollinen	ظاہری	ADJ;NOM;SG	ADJ
muodollinen	واضح	muodollinen	واضح	ADJ;NOM;SG	ADJ
muodollinen	اصولی	muodollinen	اصولی	ADJ;NOM;SG	ADJ
muodollinen	رسمی	muodollinen	رسمی	ADJ;NOM;SG	ADJ
muodollinen	ظاہری	muodollinen	ظاہری	ADJ;NOM;SG	ADJ
muodollinen	واضح	muodollinen	واضح	ADJ;NOM;SG	ADJ
muodollinen	اصولی	muodollinen	اصولی	ADJ;NOM;SG	ADJ
telegraph	دوڑ	telegraph	دوڑ	N;NOM;SG	N;NOM;MASC;SG;3
pysy	روک	pysyä	روک	V;IMP;SG;2;FIN;ACT	V;ACT
hyve	اچھائی	hyve	اچھائی	N;NOM;SG	N;NOM;FEM;SG;3
hyve	صفت	hyve	صفت	N;NOM;SG	N;NOM;MASC;SG;3
hyve	خوبی	hyve	خوبی	N;NOM;SG	N;NOM;MASC;SG;3
hyve	وصف	hyve	وصف	N;NOM;SG	N;NOM;MASC;SG;3
hyve	اچھائی	hyve	اچھائی	N;NOM;SG	N;NOM;FEM;SG;3
hyve	صفت	hyve	صفت	N;NOM;SG	N;NOM;MASC;SG;3
hyve	خوبی	hyve	خوبی	N;NOM;SG	N;NOM;MASC;SG;3
soveltaminen	توجہ	soveltaminen	توجہ	N;NOM;SG	N;NOM;MASC;SG;3
soveltaminen	محنت	soveltaminen	محنت	N;NOM;SG	N;NOM;FEM;SG;3
soveltaminen	توجہ	soveltaminen	توجہ	N;NOM;SG	N;NOM;MASC;SG;3
soveltaminen	درخواست	soveltaminen	درخواست	N;NOM;SG	N;NOM;FEM;SG;3
soveltaminen	محنت	soveltaminen	محنت	N;NOM;SG	N;NOM;FEM;SG;3
soveltaminen	اطلاق	soveltaminen	اطلاق	N;NOM;SG	N;NOM;MASC;SG;3
ekologinen	ماحولیاتی	ekologinen	ماحولیاتی	ADJ;NOM;SG	ADJ;NOM
superior	رتبے	superior	رتبہ	N;NOM;SG	N;NOM;MASC;SG;3
parannus	گوشت	parannus	گوشت	N;NOM;SG	N;NOM;MASC;SG;3
parannus	پھل	parannus	پھل	N;NOM;SG	N;NOM;MASC;SG;3
parannus	اصلاح	parannus	اصلاح	N;NOM;SG	N;NOM;MASC;SG;3
parannus	گوشت	parannus	گوشت	N;NOM;SG	N;NOM;MASC;SG;3
parannus	دوا	parannus	دوا	N;NOM;SG	N;NOM;FEM;SG;3
parannus	پھل	parannus	پھل	N;NOM;SG	N;NOM;MASC;SG;3
parannus	اصلاح	parannus	اصلاح	N;NOM;SG	N;NOM;MASC;SG;3
parannus	اضافہ	parannus	اضافہ	N;NOM;SG	N;NOM;MASC;SG;3
parannus	اصلاح	parannus	اصلاح	N;NOM;SG	N;NOM;MASC;SG;3
parannus	ترقی	parannus	ترقی	N;NOM;SG	N;NOM;FEM;SG;3
surullinen	شرمناک	surullinen	شرمناک	ADJ;NOM;SG	ADJ
surullinen	رنجیدہ	surullinen	رنجیدہ	ADJ;NOM;SG	ADJ
surullinen	شرمناک	surullinen	شرمناک	ADJ;NOM;SG	ADJ
kelvollinen	جائز	kelvollinen	جائز	ADJ;NOM;SG	ADJ
vihdoinkin	بالآخر	vihdoin	بالآخر	ADV	ADV
muodostaminen	ترتیب	muodostaminen	ترتیب	N;NOM;SG	N;NOM;FEM;SG;3
kunnostus	تجدید	kunnostus	تجدید	N;NOM;SG	N;NOM;MASC;SG;3
kunnostus	بحالی	kunnostus	بحالی	N;NOM;SG	N;NOM;MASC;SG;3
hellä	معذرت	hellä	معذرت	N;NOM;SG	N;NOM;MASC;SG;3
hellä	گداز	hellä	گداز	N;NOM;SG	N;NOM;MASC;SG;3
hellä	خیال	hellä	خیال	N;NOM;SG	N;NOM;MASC;SG;3
hellä	ٹینڈر	hellä	ٹینڈر	N;NOM;SG	N;NOM;MASC;SG;3
hellä	پیشکش	hellä	پیشکش	N;NOM;SG	N;NOM;MASC;SG;3
hellä	معذرت	hellä	معذرت	N;NOM;SG	N;NOM;MASC;SG;3
hellä	گداز	hellä	گداز	N;NOM;SG	N;NOM;MASC;SG;3
hellä	خیال	hellä	خیال	N;NOM;SG	N;NOM;MASC;SG;3
hellä	ٹینڈر	hellä	ٹینڈر	N;NOM;SG	N;NOM;MASC;SG;3
hellä	پیشکش	hellä	پیشکش	N;NOM;SG	N;NOM;MASC;SG;3
hellä	پیشہ	hellä	پیشہ	N;NOM;SG	N;NOM;MASC;SG;3
hellä	باعزت	hellä	باعزت	N;NOM;SG	N;NOM;MASC;SG;3
hellä	کیڑا	hellä	کیڑا	N;NOM;SG	N;NOM;MASC;SG;3
hellä	بالحاظ	hellä	بالحاظ	N;NOM;SG	N
hellä	پیشہ	hellä	پیشہ	N;NOM;SG	N;NOM;MASC;SG;3
hellä	باعزت	hellä	باعزت	N;NOM;SG	N;NOM;MASC;SG;3
hellä	کیڑا	hellä	کیڑا	N;NOM;SG	N;NOM;MASC;SG;3
hellä	بالحاظ	hellä	بالحاظ	N;NOM;SG	N
tuoretta	ستھرا	tuore	ستھرا	ADJ;PRT;SG	ADJ
tuoretta	مستعد	tuore	مستعد	ADJ;PRT;SG	ADJ
lapsenlapsi	پوتا	lapsen#lapsi	پوتا	N;NOM;SG	N;NOM;MASC;SG;3
puukko	پھل	puukko	پھل	N;NOM;SG	N;NOM;MASC;SG;3
vetäytyminen	واپسی	vetäytyminen	واپسی	N;NOM;SG	N;NOM;MASC;SG;3
rutto	وبال	rutto	وبال	N;NOM;SG	N;NOM;MASC;SG;3
onneton	خستہ	onneton	خستہ	ADJ;NOM;SG	ADJ
kauhea	برا	kauhea	برا	ADJ;NOM;SG	ADJ;NOM;MASC;SG
kauhea	ناگوار	kauhea	ناگوار	ADJ;NOM;SG	ADJ
kauhea	شرمندہ.	kauhea	شرمندہ.	ADJ;NOM;SG	ADJ
jännitys	جوش	jännitys	جوش	N;NOM;SG	N;NOM;MASC;SG;3
jännitys	اشتعال	jännitys	اشتعال	N;NOM;SG	N;NOM;MASC;SG;3
jännitys	دھڑکن	jännitys	دھڑکن	N;NOM;SG	N;NOM;MASC;SG;3
jännitys	دھڑکن	jännitys	دھڑکن	N;NOM;SG	N;NOM;MASC;SG;3
asennus	تنصیب	asennus	تنصیب	N;NOM;SG	N;NOM;MASC;SG;3
vangita	پکڑا	vangita	پکڑ	V;SG;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
avaaminen	ابتدا	avaaminen	ابتدا	N;NOM;SG	N;NOM;MASC;SG;3
kömpelö	دشوار	kömpelö	دشوار	ADJ;NOM;SG	ADJ
kömpelö	دشوار	kömpelö	دشوار	ADJ;NOM;SG	ADJ
gen	اطلاع	gen	اطلاع	N;NOM;SG	N;NOM;FEM;SG;3
saturnus	زحل	saturnus	زحل	N;NOM;SG	N;NOM;MASC;SG;3
kielteinen	ناموافق	kielteinen	ناموافق	ADJ;NOM;SG	ADJ
kielteinen	نامساعد	kielteinen	نامساعد	ADJ;NOM;SG	ADJ
kielteinen	ناموافق	kielteinen	ناموافق	ADJ;NOM;SG	ADJ
kielteinen	نامساعد	kielteinen	نامساعد	ADJ;NOM;SG	ADJ
kielteinen	منفی	kielteinen	منفی	ADJ;NOM;SG	ADJ
epäsäännöllinen	مستقل	epä#säännöllinen	مستقل	ADJ;NOM;SG	ADJ
lone	مہجور	lone	مہجور	N;NOM;SG	N;NOM;MASC;SG;3
samankaltaiset	مثنٰی	samankaltainen	مثنٰی	ADJ;NOM;PL	ADJ
johtopäätös	تصفیہ	johto#päätös	تصفیہ	N;NOM;SG	N;NOM;MASC;SG;3
johtopäätös	اختتام.	johto#päätös	اختتام.	N;NOM;SG	N;NOM;MASC;SG;3
valitse	چننا	valitse	چننا	V;IMP;SG;2;FIN;ACT	V;MASC;SG;NFIN;ACT
valitse	چننے	valitse	چن	V;IMP;SG;2;FIN;ACT	V;NFIN
seitsemäntoista	17	seitsemän#toista	17	NUM;NOM;SG	NUM
tiedottaja	ترجمان	tiedottaja	ترجمان	N;NOM;SG	N;NOM;MASC;SG;3
haamu	روح	haamu	روح	N;NOM;SG	N;NOM;MASC;SG;3
lemmikki	پالتو	lemmikki	پالتو	N;NOM;SG	N;NOM;MASC;SG;3
naimaton	متحد	naimaton	متحد	ADJ;NOM;SG	ADJ
naimaton	متحد	naimaton	متحد	ADJ;NOM;SG	ADJ
menot	اخراجات	meno	خرچ	N;NOM;PL	N;NOM;MASC;PL;3
menot	اخراجات	meno	خرچ	N;NOM;PL	N;NOM;MASC;PL;3
palkkio	معاوضہ	palkkio	معاوضہ	N;NOM;SG	N;NOM;MASC;SG;3
palkkio	محصول	palkkio	محصول	N;NOM;SG	N;NOM;MASC;SG;3
palkkio	انعام	palkkio	انعام	N;NOM;SG	N;NOM;MASC;SG;3
rekisteri	فرد	rekisteri	فرد	N;NOM;SG	N;NOM;MASC;SG;3
rekisteri	رفتار	rekisteri	رفتار	N;NOM;SG	N;NOM;MASC;SG;3
rekisteri	فہرست	rekisteri	فہرست	N;NOM;SG	N;NOM;FEM;SG;3
