starania	snahy	starać	snaha	N;NOM;NEUT;PL	N;NOM;FEM;PL
publikacja	vydavateľstvo	publikacja	vydavateľstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
mięśni	svalov	mięsień	sval	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
mięśni	svalov	mięsień	sval	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
kwalifikacje	kvalifikácie	kwalifikacja	kvalifikácia	N;NOM;FEM;PL	N;NOM;FEM;PL
kwalifikacje	kvalifikácie	kwalifikacja	kvalifikácia	N;NOM;FEM;PL	N;NOM;FEM;PL
kwalifikacje	kvalifikácie	kwalifikacja	kvalifikácia	N;NOM;FEM;PL	N;NOM;FEM;PL
lokalizacja	umiestnenie	lokalizacja	umiestnenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
lokalizacja	miesto	lokalizacja	miesto	N;NOM;FEM;SG	N;NOM;NEUT;SG
lokalizacja	poloha	lokalizacja	poloha	N;NOM;FEM;SG	N;NOM;FEM;SG
lokalizacja	lokalita	lokalizacja	lokalita	N;NOM;FEM;SG	N;NOM;FEM;SG
lokalizacja	lokalizácia	lokalizacja	lokalizácia	N;NOM;FEM;SG	N;NOM;FEM;SG
szczegółowe	detailné	szczegółowy	detailný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
szczegółowe	podrobné	szczegółowy	podrobný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
szczegółowe	podrobná	szczegółowy	podrobný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
artystka	umelec	artystka	umelec	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
artystka	umelkyňa	artystka	umelkyňa	N;NOM;FEM;SG	N;NOM;FEM;SG
klucz	kľúč	klucz	kľúč	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
podwodne	podvodné	podwodny	podvodný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
wprowadzone	zapísané	wprowadzić	zapísaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
wprowadzone	zadaný	wprowadzić	zadaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
wprowadzone	zavedená	wprowadzić	zavedený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
wprowadzone	zavedené	wprowadzić	zavedený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
wprowadzone	zavedený	wprowadzić	zavedený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
wprowadzone	realizované	wprowadzić	realizovaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
wprowadzone	implementované	wprowadzić	implementovaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
wprowadzone	vykonávané	wprowadzić	vykonávaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
wprowadzone	zavedené	wprowadzić	zavedený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przewagę	výhodu	przewaga	výhod	N;ACC;FEM;SG	N;ACC;FEM;SG
kazachstanu	kazachstanu	kazachstan	kazachstan	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
krok	step	krok	step	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
krok	krok	krok	krok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
miecz	meč	miecz	meč	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
szkła	pohár	szkło	pohár	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
szkła	sklo	szkło	sklo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
szkła	pohárik	szkło	pohárik	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
wirtualny	virtuálne	wirtualny	virtuálny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
wirtualny	virtuálna	wirtualny	virtuálny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
wirtualny	virtuálny	wirtualny	virtuálny	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
mnich	monk	mnichy	monk	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mnich	mních	mnichy	mní	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
hitler	hitler	hitler	hitler	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mur	múr	mur	múr	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
mur	stena	mur	stena	N;NOM;MASC;SG	N;NOM;FEM;SG
zawierał	obsahovala	zawierać	obsahovať	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
zawierał	obsahoval	zawierać	obsahovať	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
ustanowiony	zriadené	ustanowić	zriadený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ustanowiony	zriadená	ustanowić	zriadený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ustanowiony	usadený	ustanowić	usadený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
rozporządzenie	výnos	rozporządzenie	výnos	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
rozporządzenie	vyhláška	rozporządzenie	vyhláška	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozporządzenie	nariadenie	rozporządzenie	nariadenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozporządzenie	predpis	rozporządzenie	predpis	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
rozporządzenie	regulácia	rozporządzenie	regulácia	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozporządzenie	nariadenie	rozporządzenie	nariadenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
niemożliwe	nemožné	niemożliwy	nemožný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
niemożliwe	nemožný	niemożliwy	nemožný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
ręcznie	manuálne	ręcznie	manuálny	ADV	ADV
ręcznie	ručne	ręcznie	ručne	ADV	ADV
robinson	robinson	robinson	robinson	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
funkcjonariusz	úradník	funkcjonariusz	úradník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
funkcjonariusz	dôstojník	funkcjonariusz	dôstojník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
funkcjonariusz	strážnik	funkcjonariusz	strážnik	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
budżetu	rozpočtu	budżet	rozpočet	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
porażka	zlyhanie	porażka	zlyhanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
porażka	neúspech	porażka	neúspech	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
porażka	porážka	porażka	porážka	N;NOM;FEM;SG	N;NOM;FEM;SG
porażka	prehra	porażka	prehra	N;NOM;FEM;SG	N;NOM;FEM;SG
uczniowie	študenti	uczeń	študent	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
uczniowie	žiaci	uczeń	žiak	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
uczniowie	študentky	uczeń	študentka	N;NOM;MASC;PL	N;NOM;FEM;PL
uczniowie	zreničky	uczeń	zrenička	N;NOM;MASC;PL	N;NOM;FEM;PL
uczniowie	žiaci	uczeń	žiak	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
włączone	zaradené	włączyć	zaradený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
włączone	zahrnuté	włączyć	zahrnutý	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
włączone	zahrnutý	włączyć	zahrnutý	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
włączone	povolené	włączyć	povolený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
włączone	zapnuté	włączyć	zapnutý	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
włączone	povolená	włączyć	povolený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
zlokalizowane	umiestnený	zlokalizować	umiestnený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
zlokalizowane	umiestnená	zlokalizować	umiestnený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
zlokalizowane	umiestnené	zlokalizować	umiestnený	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zlokalizowane	lokalizované	zlokalizować	lokalizovaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zlokalizowane	lokalizované	zlokalizować	lokalizovaný	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
poznać	stretnúť	poznać	stretnúť	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
poznać	spoznať	poznać	spoznať	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
rozpocząć	začať	rozpocząć	začať	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
rozpocząć	začnite	rozpocząć	začať	V;PFV;NFIN;ACT	V;PFV;IMP;PL;2;POS;FIN
konferencja	konferencia	konferencja	konferencia	N;NOM;FEM;SG	N;NOM;FEM;SG
romans	romantika	romans	romantika	N;NOM;MASC;SG	N;NOM;FEM;SG
romans	románik	romans	románik	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
współpracownicy	pridružení	współpracownik	pridruženie	N;NOM;MASC;PL	N;NOM;NEUT;PL
współpracownicy	spoločníci	współpracownik	spoločník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
współpracownicy	kolegovia	współpracownik	kolega	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
współpracownicy	spolupracovníci	współpracownik	spolupracovník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
stwierdza	uzatvára	stwierdzać	uzatvár	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ofiara	obeta	ofiara	obet	N;NOM;FEM;SG	N;NOM;FEM;SG
ofiara	obeť	ofiara	obeť	N;NOM;FEM;SG	N;NOM;FEM;SG
ofiara	obeť	ofiara	obeť	N;NOM;FEM;SG	N;NOM;FEM;SG
naturalny	prirodzený	naturalny	prirodzený	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
naturalny	prírodný	naturalny	prírodný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
naturalny	prirodzené	naturalny	prirodzený	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
naturalny	prírodné	naturalny	prírodný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
naturalny	prírodná	naturalny	prírodný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
złożona	zložený	złożyć	zložený	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
złożona	kompozitné	złożyć	kompozitný	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
złożona	zložená	złożyć	zložený	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
złożona	zložené	złożyć	zložený	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
złożona	zložený	złożyć	zložený	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
złożona	zložené	złożyć	zložený	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
złożona	zložená	złożyć	zložený	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
złożona	zložitá	złożyć	zložitý	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
złożona	komplexný	złożyć	komplexný	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG
złożona	zložité	złożyć	zložitý	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
złożona	komplexné	złożyć	komplexný	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
umowa	dohoda	umowa	dohoda	N;NOM;FEM;SG	N;NOM;FEM;SG
umowa	dohoda	umowa	dohoda	N;NOM;FEM;SG	N;NOM;FEM;SG
umowa	zákazka	umowa	zákazka	N;NOM;FEM;SG	N;NOM;FEM;SG
umowa	kontrakt	umowa	kontrakt	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
umowa	zmluva	umowa	zmluva	N;NOM;FEM;SG	N;NOM;FEM;SG
zwraca	vracia	zwracać	vracať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
maksymalny	maximálna	maksymalny	maximálny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
maksymalny	maximálny	maksymalny	maximálny	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
przetrwał	prežilo	przetrwać	prežiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
przetrwał	prežila	przetrwać	prežiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
przetrwał	prežil	przetrwać	prežiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
przetrwał	neprežil	przetrwać	prežiť	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;NEG;PST;V.PTCP
nakład	snaha	nakład	snaha	N;NOM;MASC;SG	N;NOM;FEM;SG
nakład	úsilie	nakład	úsilie	N;NOM;MASC;SG	N;NOM;NEUT;SG
nakład	obeh	nakład	obeh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
wcześniejsze	skorší	wczesny	skorý	ADJ;NOM;CMPR;NEUT;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
kanclerz	kancelár	kanclerz	kancelár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
sporadycznie	príležitostne	sporadycznie	príležitostne	ADV	ADV
sporadycznie	príležitostne	sporadycznie	príležitostne	ADV	ADV
sporadycznie	občas	sporadycznie	občas	ADV	ADV
skrzyżowaniu	križovatke	skrzyżowanie	križovatka	N;DAT;NEUT;SG	N;DAT;FEM;SG
skrzyżowaniu	križovatke	skrzyżowanie	križovatka	N;DAT;NEUT;SG	N;DAT;FEM;SG
budapeszt	budapešti	budapeszt	budapešť	N;NOM;MASC;SG	N;NOM;FEM;SG
budapeszt	budapešť	budapeszt	budapešť	N;NOM;MASC;SG	N;NOM;MASC;SG
obozach	táborov	obóz	tábor	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
administracja	admin	administracja	admin	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
administracja	administrátor	administracja	administrátor	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
administracja	podanie	administracja	podanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
administracja	podaní	administracja	podanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
administracja	administratíva	administracja	administratív	N;NOM;FEM;SG	N;NOM;FEM;SG
administracja	podávanie	administracja	podávanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
administracja	správa	administracja	správa	N;NOM;FEM;SG	N;NOM;FEM;SG
oryginalne	originálny	oryginalny	originálny	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
oryginalne	pôvodný	oryginalny	pôvodný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG
oryginalne	originálne	oryginalny	originálne	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
oryginalne	pôvodné	oryginalny	pôvodný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
przepływu	toku	przepływ	tok	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
podręcznik	učebnicu	podręcznik	učebnica	N;ACC;MASC;SG	N;ACC;FEM;SG
możliwa	možná	możliwy	možný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
możliwa	možné	możliwy	možný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
możliwa	možný	możliwy	možný	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
turecki	turecká	turecka	turecký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
turecki	turecké	turecka	turecký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
turecki	turecký	turecka	turecký	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
dodatkowa	dodatočné	dodatkowy	dodatočný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
dodatkowa	doplňujúce	dodatkowy	doplňujúci	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
dodatkowa	ďalšie	dodatkowy	ďalší	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
dodatkowa	doplnkové	dodatkowy	doplnkový	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
klientów	zákazníkov	klient	zákazník	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
nadzór	dohľad	nadzór	dohľad	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nadzór	dozor	nadzór	dozor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nadzór	dohľad	nadzór	dohľad	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nadzór	sledovanie	nadzór	sledovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
nadzór	dozor	nadzór	dozor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nadzór	dohľad	nadzór	dohľad	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
klasyczne	klasický	klasyczny	klasický	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
klasyczne	klasická	klasyczny	klasický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
klasyczne	klasické	klasyczny	klasický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
klasyczne	klasická	klasyczny	klasický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
klasyczne	klasický	klasyczny	klasický	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
klasyczne	klasické	klasyczny	klasický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
konfliktów	konfliktov	konflikt	konflikt	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL
raper	rapper	raper	rapper	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
osadników	osadníkov	osadnik	osadník	N;ACC;MASC;PL	N;ANIM;ACC;MASC;PL
operacje	operácie	operacja	operácia	N;NOM;FEM;PL	N;NOM;FEM;PL
operacje	prevádzky	operacja	prevádzka	N;NOM;FEM;PL	N;NOM;FEM;PL
operacje	operácie	operacja	operácia	N;NOM;FEM;PL	N;NOM;FEM;PL
symbole	symboly	symbol	symbol	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
ważna	dôležitá	ważny	dôležitý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ważna	dôležité	ważny	dôležitý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ważna	dôležitý	ważny	dôležitý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
ważna	platné	ważny	platný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ważna	platná	ważny	platný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ważna	platný	ważny	platný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
badacz	výskumník	badaczyć	výskumník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
szanse	šance	szansa	šanec	N;NOM;FEM;PL	N;NOM;FEM;PL
szanse	šance	szansa	šanec	N;NOM;FEM;PL	N;NOM;FEM;PL
niezależny	nezávislý	niezależny	nezávislý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
niezależny	nezávislá	niezależny	závislo	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
niezależny	nezávislé	niezależny	závislý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
podpisano	podpísal	podpisać	podpísať	V;PFV;IND;0;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
włosy	vlasy	włos	vlas	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
włosy	chlpy	włos	chlpy	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
starsze	starší	stary	starý	ADJ;NOM;CMPR;NEUT;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
starsze	staršia	stary	starý	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
mieszkalnych	obytných	mieszkalny	obytný	ADJ;GEN;MASC;PL	ADJ;ANIM;GEN;MASC;PL
wódz	náčelník	wódz	náčelník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
żydowska	židovské	żydowski	židovský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
żydowska	židovský	żydowski	židovský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
pozytywnie	pozitívne	pozytywnie	pozitívne	ADV	ADV
pozytywnie	kladne	pozytywnie	kladne	ADV	ADV
waży	váži	ważyć	vážiť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
pasy	pásy	pas	pása	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
pasy	opasky	pas	opaska	N;NOM;MASC;PL	N;NOM;FEM;PL
przedstawiony	predložený	przedstawić	predložený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
przedstawiony	predkladané	przedstawić	predkladaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przedstawiony	predložené	przedstawić	predložený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przedstawiony	odovzdané	przedstawić	odovzdaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przedstawiony	prezentované	przedstawić	prezentovaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przedstawiony	predstavené	przedstawić	predstavený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przedstawiony	predložené	przedstawić	predložený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przedstawiony	predkladané	przedstawić	predkladaný	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
przedstawiony	predstavený	przedstawić	predstavený	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
bilans	zostatok	bilans	zostatok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
bilans	rovnováha	bilans	rovnováhať	N;NOM;MASC;SG	N;NOM;FEM;SG
bilans	vyváženie	bilans	vyváženie	N;NOM;MASC;SG	N;NOM;NEUT;SG
bilans	saldo	bilans	saldo	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
bilans	vyváženosť	bilans	vyváženosť	N;NOM;MASC;SG	N;NOM;FEM;SG
kalendarza	kalendára	kalendarz	kalendár	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
