hän	彼女	hän	彼女	PRO;NOM;SG;3	PRO
näyttelijä	俳優	näyttelijä	俳優	N;NOM;SG	N
näyttelijä	俳優	näyttelijä	俳優	N;NOM;SG	N
tulee	来る	tulla	来る	V;IND;SG;3;PRS;FIN;ACT	V
aina	常に	aina	常に	ADV	ADV
aina	いつも	aina	いつも	ADV	ADV
maan	地球	maa	地球	N;GEN;SG	N
maan	アース	maa	アース	N;GEN;SG	N
maan	国名	maa	国名	N;GEN;SG	N
maan	カントリー	maa	カントリー	N;GEN;SG	N
kerran	一度	kerran	一度	ADV	ADV
elokuva	映画	elo#kuva	映画	N;NOM;SG	N
elokuva	ムービー	elo#kuva	ムービー	N;NOM;SG	N
elokuva	映画	elo#kuva	映画	N;NOM;SG	N
elokuva	フィルム	elo#kuva	フィルム	N;NOM;SG	N
elokuva	映画	elo#kuva	映画	N;NOM;SG	N
saksan	ドイツ語	saksa	ドイツ語	N;GEN;SG	N
kaupunki	タウン	kaupunki	タウン	N;NOM;SG	N
kaupunki	都市	kaupunki	都市	N;NOM;SG	N
etelä	サザン	etelä	サザン	N;NOM;SG	N
etelä	南部	etelä	南部	N;NOM;SG	N
katso	見る	katsoa	見る	V;IMP;SG;2;FIN;ACT	V
käyttää	使用	käyttää	使用	V;IND;SG;PRS;FIN;ACT	V
yhden	一	yksi	一	NUM;GEN;SG	NUM
vuodet	年数	vuosi	年数	N;NOM;PL	N
alueen	リージョン	alue	リージョン	N;GEN;SG	N
alueen	地域	alue	地域	N;GEN;SG	N
yhtye	バンド	yhtye	バンド	N;NOM;SG	N
saanut	受け取り	saada	受け取る	V;NOM;SG;V.PTCP;ACT	V
saanut	受信	saada	受信	V;NOM;SG;V.PTCP;ACT	V
ranskan	フレンチ	ranska	フレンチ	N;GEN;SG	N
pelaaja	プレイヤー	pelaaja	プレイヤー	N;NOM;SG	N
pelaaja	プレーヤー	pelaaja	プレーヤー	N;NOM;SG	N
pelaaja	ゲーマー	pelaaja	ゲーマー	N;NOM;SG	N
lähes	ほとんど	lähes	ほとんど	ADV	ADV
lähes	ほぼ	lähes	ほぼ	ADV	ADV
lähes	ほぼ	lähes	ほぼ	ADV	ADV
taas	再び	taas	再び	ADV	ADV
albumi	アルバム	albumi	アルバム	N;NOM;SG	N
jäi	滞在	jäädä	滞在	V;IND;SG;3;PST;FIN;ACT	V
metriä	メートル	metri	メートル	N;PRT;SG	N
metriä	メートル	metri	メートル	N;PRT;SG	N
metriä	メーター	metri	メーター	N;PRT;SG	N
laulu	ボーカル	laulu	ボーカル	N;NOM;SG	N
laulu	歌曲	laulu	歌曲	N;NOM;SG	N
laulu	ソング	laulu	ソング	N;NOM;SG	N
välillä	たま	välillä	たま	ADV	ADV
erityisesti	特に	erityisesti	特に	ADV	ADV
tässä	ここ	tämä	ここ	PRO;IN+ESS;SG	PRO
suuri	大きい	suuri	大きい	ADJ;NOM;SG	ADJ
suuri	大きな	suuri	大きな	ADJ;NOM;SG	ADJ
suuri	大きい	suuri	大きい	ADJ;NOM;SG	ADJ
joukkue	分隊	joukkue	分隊	N;NOM;SG	N
joukkue	小隊	joukkue	小隊	N;NOM;SG	N
joukkue	チーム	joukkue	チーム	N;NOM;SG	N
edelleen	まだ	edelleen	まだ	ADV	ADV
alue	リージョン	alue	リージョン	N;NOM;SG	N
alue	地域	alue	地域	N;NOM;SG	N
alue	ゾーン	alue	ゾーン	N;NOM;SG	N
alue	面積	alue	面積	N;NOM;SG	N
alue	領域	alue	領域	N;NOM;SG	N
alue	エリア	alue	エリア	N;NOM;SG	N
maailman	世界	maailma	世界	N;GEN;SG	N
maailman	ワールド	maailma	ワールド	N;GEN;SG	N
kirjailija	作家	kirjailija	作家	N;NOM;SG	N
kirjailija	ライター	kirjailija	ライター	N;NOM;SG	N
kirjailija	作家	kirjailija	作家	N;NOM;SG	N
kirjailija	著者	kirjailija	著者	N;NOM;SG	N
kirjailija	作者	kirjailija	作者	N;NOM;SG	N
sodan	戦争	sota	戦争	N;GEN;SG	N
elokuvan	映画	elo#kuva	映画	N;GEN;SG	N
elokuvan	ムービー	elo#kuva	ムービー	N;GEN;SG	N
tätä	これ	tämä	これ	PRO;PRT;SG	PRO
valmistui	卒業	valmistua	卒業	V;IND;SG;3;PST;FIN;ACT	V
kappale	段落	kappale	段落	N;NOM;SG	N
kappale	歌曲	kappale	歌曲	N;NOM;SG	N
kappale	ソング	kappale	ソング	N;NOM;SG	N
kitara	ギター	kitara	ギター	N;NOM;SG	N
pituus	身長	pituus	身長	N;NOM;SG	N
miljoonaa	百万	miljoona	百万	NUM;PRT;SG	NUM
kilometriä	マイル	kilo#metri	マイル	N;PRT;SG	N
kilometriä	キロ	kilo#metri	キロ	N;PRT;SG	N
kilometriä	キロメートル	kilo#metri	キロメートル	N;PRT;SG	N
aika	タイム	aika	タイム	N;NOM;SG	N
aika	時間	aika	時間	N;NOM;SG	N
enemmän	もっと	enemmän	もっと	ADV	ADV
kunta	市町村	kunta	市町村	N;NOM;SG	N
hopeaa	シルバー	hopea	シルバー	N;PRT;SG	N
kirkko	教会堂	kirkko	教会堂	N;NOM;SG	N
kirkko	教会	kirkko	教会	N;NOM;SG	N
levy	アルバム	levy	アルバム	N;NOM;SG	N
levy	レコード	levy	レコード	N;NOM;SG	N
levy	ディスク	levy	ディスク	N;NOM;SG	N
levy	円盤	levy	円盤	N;NOM;SG	N
levy	ディスク	levy	ディスク	N;NOM;SG	N
ottelut	マッチ	ottelu	マッチ	N;NOM;PL	N
missä	どこ	mikä	どこ	PRO;IN+ESS;SG	PRO
albumin	アルバム	albumi	アルバム	N;GEN;SG	N
kirkon	教会堂	kirkko	教会堂	N;GEN;SG	N
kirkon	教会	kirkko	教会	N;GEN;SG	N
viisi	五	viisi	五	NUM;NOM;SG	NUM
artikkeli	記事	artikkeli	記事	N;NOM;SG	N
artikkeli	冠詞	artikkeli	冠詞	N;NOM;SG	N
tästä	これ	tämä	これ	PRO;IN+ABL;SG	PRO
uudelleen	再び	uudelleen	再び	ADV	ADV
lähde	ソース	lähde	ソース	N;NOM;SG	N
lähde	出典	lähde	出典	N;NOM;SG	N
kuningas	国王	kuningas	国王	N;NOM;SG	N
kuningas	キング	kuningas	キング	N;NOM;SG	N
pian	まも	pian	まも	ADV	ADV
pian	もう	pian	もう	ADV	ADV
mestaruuden	チャンピオンシップ	mestaruus	チャンピオンシップ	N;GEN;SG	N
mestaruuden	選手権	mestaruus	選手権	N;GEN;SG	N
pronssia	青	pronssi	青	N;PRT;SG	N
pronssia	ブロンズ	pronssi	ブロンズ	N;PRT;SG	N
raportti	レポート	raportti	レポート	N;NOM;SG	N
poika	男	poika	男	N;NOM;SG	N
poika	少年	poika	少年	N;NOM;SG	N
poika	ボーイ	poika	ボーイ	N;NOM;SG	N
poika	息子	poika	息子	N;NOM;SG	N
sisältää	含む	sisältää	含む	V;IND;SG;3;PRS;FIN;ACT	V
sisältää	含む	sisältää	含む	V;IND;SG;3;PRS;FIN;ACT	V
joskus	時々	joskus	時々	ADV	ADV
nämä	これら	tämä	これら	PRO;NOM;PL	PRO
nämä	これら	tämä	これら	PRO;NOM;PL	PRO
aikaa	タイム	aika	タイム	N;PRT;SG	N
aikaa	時間	aika	時間	N;PRT;SG	N
hieman	あまり	hieman	あまり	ADV	ADV
laulaja	シンガー	laulaja	シンガー	N;NOM;SG	N
luokan	カテゴリー	luokka	カテゴリー	N;GEN;SG	N
luokan	区分	luokka	区分	N;GEN;SG	N
luokan	カテゴリ	luokka	カテゴリ	N;GEN;SG	N
luokan	階級	luokka	階級	N;GEN;SG	N
luokan	クラス	luokka	クラス	N;GEN;SG	N
lähinnä	主に	lähinnä	主に	ADV	ADV
kultaa	ゴールド	kulta	ゴールド	N;PRT;SG	N
lähellä	近く	lähellä	近く	ADV	ADV
muutti	変更	muuttaa	変更	V;IND;SG;3;PST;FIN;ACT	V
hyvä	良い	hyvä	良い	ADJ;NOM;SG	ADJ
rummut	ドラム	rumpu	ドラム	N;NOM;PL	N
rummut	太鼓	rumpu	太鼓	N;NOM;PL	N
pitkä	高い	pitkä	高い	ADJ;NOM;SG	ADJ
pitkä	長い	pitkä	長い	ADJ;NOM;SG	ADJ
itä	イースト	itä	イースト	N;NOM;SG	N
maa	国名	maa	国名	N;NOM;SG	N
maa	カントリー	maa	カントリー	N;NOM;SG	N
maa	ランド	maa	ランド	N;NOM;SG	N
maa	土地	maa	土地	N;NOM;SG	N
maa	地球	maa	地球	N;NOM;SG	N
maa	アース	maa	アース	N;NOM;SG	N
kausi	季節	kausi	季節	N;NOM;SG	N
kausi	シーズン	kausi	シーズン	N;NOM;SG	N
artikkeleita	記事	artikkeli	記事	N;PRT;PL	N
artikkeleita	冠詞	artikkeli	冠詞	N;PRT;PL	N
jälleen	再び	jälleen	再び	ADV	ADV
perustettu	設立	perustaa	設立	V;NOM;SG;V.PTCP;PASS	V
presidentti	大統領	presidentti	大統領	N;NOM;SG	N
presidentti	社長	presidentti	社長	N;NOM;SG	N
pieni	小さな	pieni	小さな	ADJ;NOM;SG	ADJ
pieni	小さい	pieni	小さい	ADJ;NOM;SG	ADJ
pieni	小さい	pieni	小さい	ADJ;NOM;SG	ADJ
keski	真ん中	keski	真ん中	N;NOM;SG	N
keski	ミドル	keski	ミドル	N;NOM;SG	N
voitto	営利	voitto	営利	N;NOM;SG	N
voitto	利益	voitto	利益	N;NOM;SG	N
merkittävä	著しい	merkittävä	著しい	ADJ;NOM;SG	ADJ
saada	ゲット	saada	ゲット	V;SG;NFIN;ACT	V
määrä	音量	määrä	音量	N;NOM;SG	N
määrä	ボリューム	määrä	ボリューム	N;NOM;SG	N
määrä	体積	määrä	体積	N;NOM;SG	N
määrä	金額	määrä	金額	N;NOM;SG	N
määrä	数量	määrä	数量	N;NOM;SG	N
alkaa	開始	alkaa	開始	V;IND;SG;3;PRS;FIN;ACT	V
alkaa	始める	alkaa	始める	V;IND;SG;3;PRS;FIN;ACT	V
alkaa	スタート	alkaa	スタート	V;IND;SG;3;PRS;FIN;ACT	V
virallinen	公式	virallinen	公式	ADJ;NOM;SG	ADJ
yhtiö	会社	yhtiö	会社	N;NOM;SG	N
laivaston	海軍	laivasto	海軍	N;GEN;SG	N
laivaston	ネイビー	laivasto	ネイビー	N;GEN;SG	N
laivaston	艦隊	laivasto	艦隊	N;GEN;SG	N
laji	スポーツ	laji	スポーツ	N;NOM;SG	N
joku	誰	joku	誰	PRO;NOM;SG	PRO
style	スタイル	style	スタイル	N;NOM;SG	N
italian	イタリアン	italia	イタリアン	N;GEN;SG	N
valtion	都道府県	valtio	都道府県	N;GEN;SG	N
valtion	状態	valtio	状態	N;GEN;SG	N
sarja	シリーズ	sarja	シリーズ	N;NOM;SG	N
sarja	シリアル	sarja	シリアル	N;NOM;SG	N
sarja	シーケンス	sarja	シーケンス	N;NOM;SG	N
naisten	女性	nainen	女性	N;GEN;PL	N
naisten	女性	nainen	女性	N;GEN;PL	N
erittäin	極めて	erittäin	極めて	ADV	ADV
professori	教授	professori	教授	N;NOM;SG	N
prosenttia	割合	prosentti	割合	N;PRT;SG	N
prosenttia	パーセント	prosentti	パーセント	N;PRT;SG	N
armeijan	軍事	armeija	軍事	N;GEN;SG	N
armeijan	軍隊	armeija	軍隊	N;GEN;SG	N
armeijan	軍隊	armeija	軍隊	N;GEN;SG	N
armeijan	陸軍	armeija	陸軍	N;GEN;SG	N
kesällä	サマー	kesä	サマー	N;AT+ESS
;SG	N
länsi	ウエスト	länteä	ウエスト	N;NOM;SG	N
länsi	西部	länteä	西部	N;NOM;SG	N
länsi	ウエスタン	länteä	ウエスタン	N;NOM;SG	N
kylä	村落	kylä	村落	N;NOM;SG	N
kylä	ヴィレッジ	kylä	ヴィレッジ	N;NOM;SG	N
lehden	マガジン	lehti	マガジン	N;GEN;SG	N
lehden	雑誌	lehti	雑誌	N;GEN;SG	N
sivu	ページ	sivu	ページ	N;NOM;SG	N
kilometrin	マイル	kilo#metri	マイル	N;GEN;SG	N
kilometrin	キロメートル	kilo#metri	キロメートル	N;GEN;SG	N
jäsen	会員	jäsen	会員	N;NOM;SG	N
jäsen	メンバー	jäsen	メンバー	N;NOM;SG	N
englannin	イングリッシュ	englanti	イングリッシュ	N;GEN;SG	N
englannin	英語	englanti	英語	N;GEN;SG	N
miesten	男性	mies	男性	N;GEN;PL	N
miesten	メン	mies	メン	N;GEN;PL	N
tietoa	情報	tieto	情報	N;PRT;SG	N
tietoa	データ	tieto	データ	N;PRT;SG	N
tietoa	知識	tieto	知識	N;PRT;SG	N
suoraan	まっすぐ	suoraan	まっすぐ	ADV	ADV
suoraan	直接	suoraan	直接	ADV	ADV
kieli	言語	kieli	言語	N;NOM;SG	N
lopussa	エンド	loppu	エンド	N;IN+ESS;SG	N
isä	父親	isä	父親	N;NOM;SG	N
asukasta	住民	asukas	住民	N;PRT;SG	N
hallituksen	政府	hallitus	政府	N;GEN;SG	N
kasvaa	栽培	kasvaa	栽培	V;IND;SG;3;PRS;FIN;ACT	V
kasvaa	成長	kasvaa	成長	V;IND;SG;3;PRS;FIN;ACT	V
kasvaa	増加	kasvaa	増加	V;IND;SG;3;PRS;FIN;ACT	V
poliitikko	政治家	poliitikko	政治家	N;NOM;SG	N
pelin	ゲーム	peli	ゲーム	N;GEN;SG	N
versio	バージョン	versio	バージョン	N;NOM;SG	N
vuosien	年数	vuosi	年数	N;GEN;PL	N
live	ライブ	live	ライブ	N;NOM;SG	N
antaa	与える	antaa	与える	V;IND;SG;3;PRS;FIN;ACT	V
center	センター	center	センター	N;NOM;SG	N
center	中央	center	中央	N;NOM;SG	N
center	中心	center	中心	N;NOM;SG	N
johtaja	監督	johtaja	監督	N;NOM;SG	N
johtaja	取締役	johtaja	取締役	N;NOM;SG	N
johtaja	店長	johtaja	店長	N;NOM;SG	N
johtaja	支配	johtaja	支配	N;NOM;SG	N
johtaja	マネージャー	johtaja	マネージャー	N;NOM;SG	N
johtaja	マネージャ	johtaja	マネージャ	N;NOM;SG	N
johtaja	リーダー	johtaja	リーダー	N;NOM;SG	N
single	シングル	single	シングル	N;NOM;SG	N
single	独身	single	独身	N;NOM;SG	N
yhä	まだ	yhä	まだ	ADV	ADV
nimet	名前	nimi	名前	N;NOM;PL	N
nimet	名称	nimi	名称	N;NOM;PL	N
iso	大きい	iso	大きい	ADJ;NOM;SG	ADJ
iso	大きな	iso	大きな	ADJ;NOM;SG	ADJ
iso	大きい	iso	大きい	ADJ;NOM;SG	ADJ
kotisivu	ホームページ	koti#sivu	ホームページ	N;NOM;SG	N
uusia	新しい	uusi	新しい	ADJ;PRT;PL	ADJ
uusia	新規	uusi	新規	ADJ;PRT;PL	ADJ
kirja	書物	kirja	書物	N;NOM;SG	N
kirja	ブック	kirja	ブック	N;NOM;SG	N
aluksen	船舶	alus	船舶	N;GEN;SG	N
aluksen	船舶	alus	船舶	N;GEN;SG	N
uutta	新しい	uusi	新しい	ADJ;PRT;SG	ADJ
uutta	新規	uusi	新規	ADJ;PRT;SG	ADJ
lisää	もっと	lisää	もっと	ADV	ADV
oikea	リアル	oikea	リアル	ADJ;NOM;SG	ADJ
oikea	正しい	oikea	正しい	ADJ;NOM;SG	ADJ
jäsenet	メンバー	jäsen	メンバー	N;NOM;PL	N
pääasiassa	主に	pääasiassa	主に	ADV	ADV
pääasiassa	主に	pääasiassa	主に	ADV	ADV
maalia	ペンキ	maali	ペンキ	N;PRT;SG	N
maalia	ペイント	maali	ペイント	N;PRT;SG	N
maalia	塗料	maali	塗料	N;PRT;SG	N
kilpailun	競技	kilpailu	競技	N;GEN;SG	N
kilpailun	コンペ	kilpailu	コンペ	N;GEN;SG	N
kilpailun	競争	kilpailu	競争	N;GEN;SG	N
kilpailun	コンペティション	kilpailu	コンペティション	N;GEN;SG	N
kilpailun	コンテスト	kilpailu	コンテスト	N;GEN;SG	N
kilpailun	コンテスト	kilpailu	コンテスト	N;GEN;SG	N
vanha	古い	vanha	古い	ADJ;NOM;SG	ADJ
www	www	www	www	N;NOM;SG	N
luokka	カテゴリー	luokka	カテゴリー	N;NOM;SG	N
luokka	区分	luokka	区分	N;NOM;SG	N
luokka	カテゴリ	luokka	カテゴリ	N;NOM;SG	N
luokka	階級	luokka	階級	N;NOM;SG	N
luokka	クラス	luokka	クラス	N;NOM;SG	N
toiminta	アクション	toiminta	アクション	N;NOM;SG	N
toiminta	アクティビティ	toiminta	アクティビティ	N;NOM;SG	N
toiminta	作戦	toiminta	作戦	N;NOM;SG	N
toiminta	オペレーション	toiminta	オペレーション	N;NOM;SG	N
toiminta	アクティビティ	toiminta	アクティビティ	N;NOM;SG	N
historia	履歴	historia	履歴	N;NOM;SG	N
historia	由緒	historia	由緒	N;NOM;SG	N
historia	歴史	historia	歴史	N;NOM;SG	N
historia	沿革	historia	沿革	N;NOM;SG	N
yliopisto	大学	yli#opisto	大学	N;NOM;SG	N
yliopisto	カレッジ	yli#opisto	カレッジ	N;NOM;SG	N
yliopisto	大学	yli#opisto	大学	N;NOM;SG	N
lokakuussa	十月	lokakuu	十月	N;IN+ESS;SG	N
tarkoitus	目的	tarkoitus	目的	N;NOM;SG	N
sivusto	ウェブ	sivusto	ウェブ	N;NOM;SG	N
sivusto	サイト	sivusto	サイト	N;NOM;SG	N
sivusto	敷地	sivusto	敷地	N;NOM;SG	N
englanti	イングリッシュ	englanti	イングリッシュ	N;NOM;SG	N
englanti	英語	englanti	英語	N;NOM;SG	N
kuvaa	フォト	kuva	フォト	N;PRT;SG	N
kuvaa	写真	kuva	写真	N;PRT;SG	N
kuvaa	画像	kuva	画像	N;PRT;SG	N
kuvaa	写真	kuva	写真	N;PRT;SG	N
alusta	船舶	alku	船舶	N;IN+ABL;SG	N
luku	チャプター	luku	チャプター	N;NOM;SG	N
luku	番号	luku	番号	N;NOM;SG	N
luku	数値	luku	数値	N;NOM;SG	N
luku	ナンバー	luku	ナンバー	N;NOM;SG	N
japanin	日本人	japani	日本人	N;GEN;SG	N
japanin	ジャパニーズ	japani	ジャパニーズ	N;GEN;SG	N
japanin	日本語	japani	日本語	N;GEN;SG	N
säveltäjä	作曲家	säveltäjä	作曲家	N;NOM;SG	N
ihmisen	ヒト	ihminen	ヒト	N;GEN;SG	N
ihmisen	ヒューマン	ihminen	ヒューマン	N;GEN;SG	N
ihmisen	人間	ihminen	人間	N;GEN;SG	N
kiinan	チャイナ	kiina	チャイナ	N;GEN;SG	N
kiinan	中国語	kiina	中国語	N;GEN;SG	N
kiinan	中国人	kiina	中国人	N;GEN;SG	N
kesäkuussa	六月	kesäkuu	六月	N;IN+ESS;SG	N
mies	男性	mies	男性	N;NOM;SG	N
mies	オス	mies	オス	N;NOM;SG	N
mies	男性	mies	男性	N;NOM;SG	N
sota	戦争	sota	戦争	N;NOM;SG	N
loppuun	フィニッシュ	loppu	フィニッシュ	N;IN+ALL;SG	N
helmikuussa	二月	helmikuu	二月	N;IN+ESS;SG	N
etenkin	特に	etenkin	特に	ADV	ADV
palkinto	トロフィー	palkinto	トロフィー	N;NOM;SG	N
palkinto	報酬	palkinto	報酬	N;NOM;SG	N
amerikan	アメリカン	amerikka	アメリカン	N;GEN;SG	N
cupin	カップ	cup	カップ	N;GEN;SG	N
cupin	コップ	cup	コップ	N;GEN;SG	N
esitti	提示	esittää	提示	V;IND;SG;3;PST;FIN;ACT	V
varsinkin	特に	varsinkin	特に	ADV	ADV
sivut	ページ	sivu	ページ	N;NOM;PL	N
cup	カップ	cup	カップ	N;NOM;SG	N
cup	コップ	cup	コップ	N;NOM;SG	N
ryhmä	分隊	ryhmä	分隊	N;NOM;SG	N
ryhmä	集団	ryhmä	集団	N;NOM;SG	N
ryhmä	グループ	ryhmä	グループ	N;NOM;SG	N
ryhmä	チーム	ryhmä	チーム	N;NOM;SG	N
huhtikuussa	四月	huhtikuu	四月	N;IN+ESS;SG	N
sunnuntai	日曜日	sunnuntai	日曜日	N;NOM;SG	N
esittää	提示	esittää	提示	V;IND;SG;3;PRS;FIN;ACT	V
peli	ゲーム	peli	ゲーム	N;NOM;SG	N
käyttäjä	ユーザー	käyttäjä	ユーザー	N;NOM;SG	N
käyttäjä	ユーザ	käyttäjä	ユーザ	N;NOM;SG	N
kappaleet	トラック	kappale	トラック	N;NOM;PL	N
kappaleet	段落	kappale	段落	N;NOM;PL	N
kappaleet	チャプター	kappale	チャプター	N;NOM;PL	N
kappaleet	ソング	kappale	ソング	N;NOM;PL	N
päivän	一日	päivä	一日	N;GEN;SG	N
puolella	サイド	puoli	サイド	N;AT+ESS
;SG	N
tuottaja	プロデューサー	tuottaja	プロデューサー	N;NOM;SG	N
asema	近況	asema	近況	N;NOM;SG	N
asema	ポジション	asema	ポジション	N;NOM;SG	N
asema	役職	asema	役職	N;NOM;SG	N
asema	ステーション	asema	ステーション	N;NOM;SG	N
historian	履歴	historia	履歴	N;GEN;SG	N
historian	由緒	historia	由緒	N;GEN;SG	N
historian	歴史	historia	歴史	N;GEN;SG	N
historian	沿革	historia	沿革	N;GEN;SG	N
näitä	これら	tämä	これら	PRO;PRT;PL	PRO
näitä	これら	tämä	これら	PRO;PRT;PL	PRO
pelaa	遊ぶ	pelata	遊ぶ	V;IMP;SG;2;FIN;ACT	V
pelaa	プレイ	pelata	プレイ	V;IMP;SG;2;FIN;ACT	V
pelaa	遊び	pelata	遊ぶ	V;IMP;SG;2;FIN;ACT	V
puolue	パーティ	puolue	パーティ	N;NOM;SG	N
puolue	パーティー	puolue	パーティー	N;NOM;SG	N
puheenjohtaja	大統領	puheen#johtaja	大統領	N;NOM;SG	N
puheenjohtaja	社長	puheen#johtaja	社長	N;NOM;SG	N
puheenjohtaja	会長	puheen#johtaja	会長	N;NOM;SG	N
puheenjohtaja	議長	puheen#johtaja	議長	N;NOM;SG	N
rooman	ローマン	rooma	ローマン	N;GEN;SG	N
rooman	ロマン	rooma	ロマン	N;GEN;SG	N
rooman	ローマ	rooma	ローマ	N;GEN;SG	N
rooman	ローマ	rooma	ローマ	N;GEN;SG	N
ilmeisesti	どうやら	ilmeisesti	どうやら	ADV	ADV
päivää	日数	päivä	日数	N;PRT;SG	N
piiri	サーキット	piiri	サーキット	N;NOM;SG	N
piiri	回路	piiri	回路	N;NOM;SG	N
piiri	地区	piiri	地区	N;NOM;SG	N
varaus	リザーブ	varaus	リザーブ	N;NOM;SG	N
koulu	学校	koulu	学校	N;NOM;SG	N
koulu	スクール	koulu	スクール	N;NOM;SG	N
yritys	会社	yritys	会社	N;NOM;SG	N
yritys	営業	yritys	営業	N;NOM;SG	N
yritys	事業	yritys	事業	N;NOM;SG	N
yritys	ビジネス	yritys	ビジネス	N;NOM;SG	N
yritys	企業	yritys	企業	N;NOM;SG	N
maanantai	月曜日	maanantai	月曜日	N;NOM;SG	N
elää	生きる	elää	生きる	V;IND;SG;3;PRS;FIN;ACT	V
radio	ラジオ	radio	ラジオ	N;NOM;SG	N
tapauksessa	ケース	tapaus	ケース	N;IN+ESS;SG	N
onnistui	成功	onnistua	成功	V;IND;SG;3;PST;FIN;ACT	V
lauantai	土曜日	lauantai	土曜日	N;NOM;SG	N
pääosin	主に	pääosin	主に	ADV	ADV
tie	道路	tie	道路	N;NOM;SG	N
keisari	皇帝	keisari	皇帝	N;NOM;SG	N
keisari	天皇	keisari	天皇	N;NOM;SG	N
pistettä	ポイント	piste	ポイント	N;PRT;SG	N
pistettä	ポイント	piste	ポイント	N;PRT;SG	N
tuomari	ジャッジ	tuomari	ジャッジ	N;NOM;SG	N
tuomari	裁判官	tuomari	裁判官	N;NOM;SG	N
tuomari	審判	tuomari	審判	N;NOM;SG	N
musiikin	ミュージック	musiikki	ミュージック	N;GEN;SG	N
musiikin	音楽	musiikki	音楽	N;GEN;SG	N
vaikuttaa	影響	vaikuttaa	影響	V;SG;NFIN;ACT	V
muusikko	音楽家	muusikko	音楽家	N;NOM;SG	N
muusikko	ミュージシャン	muusikko	ミュージシャン	N;NOM;SG	N
lehti	新聞紙	lehti	新聞紙	N;NOM;SG	N
