もの	lietas	もの	lieta	N	N;NOM;FEM;PL
中央	centrā	中央	centrs	N	N;ESS;MASC;SG
中央	centrs	中央	centrs	N	N;NOM;MASC;SG
中央	centrā	中央	centrs	N	N;ESS;MASC;SG
中央	centra	中央	centrs	N	N;GEN;MASC;SG
設立	izveidots	設立	izveidot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
考え	domāt	考える	domāt	V	V;POS;NFIN
教育	izglītība	教育	izglītība	N	N;NOM;FEM;SG
編集	labot	編集	labot	V	V;POS;NFIN
編集	rediģēt	編集	rediģēt	V	V;POS;NFIN
編集	mainīt	編集	mainīt	V	V;POS;NFIN
編集	pārveidot	編集	pārveidot	V	V;POS;NFIN
編集	izmaina	編集	izmainīt	V	V;FH;IND;3;POS;PRS;FIN;ACT
編集	izmainīt	編集	izmainīt	V	V;POS;NFIN
シーズン	sezonai	シーズン	sezona	N	N;DAT;FEM;SG
シーズン	sezonu	シーズン	sezona	N	N;ACC;FEM;SG
シーズン	sezonas	シーズン	sezona	N	N;NOM;FEM;PL
シーズン	sezonā	シーズン	sezona	N	N;ESS;FEM;SG
シーズン	sezona	シーズン	sezona	N	N;NOM;FEM;SG
シーズン	sezonas	シーズン	sezona	N	N;NOM;FEM;PL
ファイル	faili	ファイル	faile	N	N;NOM;MASC;PL
ファイル	datnes	ファイル	datne	N	N;NOM;FEM;PL
ファイル	failus	ファイル	fails	N	N;ACC;MASC;PL
ファイル	faila	ファイル	faila	N	N;NOM;MASC;SG
ファイル	fails	ファイル	fails	N	N;NOM;MASC;SG
ファイル	failu	ファイル	fails	N	N;ACC;MASC;SG
都市	pilsēta	都市	pilsēta	N	N;NOM;FEM;SG
都市	pilsētu	都市	pilsēta	N	N;ACC;FEM;SG
都市	pilsētas	都市	pilsēta	N	N;NOM;FEM;PL
会社	firma	会社	firma	N	N;NOM;FEM;SG
会社	sabiedrība	会社	sabiedrība	N	N;NOM;FEM;SG
会社	uzņēmums	会社	uzņēmums	N	N;NOM;MASC;SG
会社	kompānija	会社	kompānija	N	N;NOM;FEM;SG
会社	uzņēmējsabiedrības	会社	uzņēmējsabiedrība	N	N;NOM;FEM;PL
会社	kompānijas	会社	kompānija	N	N;NOM;FEM;PL
会社	uzņēmumi	会社	uzņēmums	N	N;NOM;MASC;PL
世紀	gadsimtiem	世紀	gadsimts	N	N;DAT;MASC;PL
世紀	gadsimts	世紀	gadsimts	N	N;NOM;MASC;SG
ノート	piezīmes	ノート	piezīme	N	N;NOM;FEM;PL
社会	sabiedrība	社会	sabiedrība	N	N;NOM;FEM;SG
社会	biedrības	社会	biedrība	N	N;NOM;FEM;PL
社会	sabiedrības	社会	sabiedrība	N	N;NOM;FEM;PL
開催	turēti	開催	turēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
開催	turēts	開催	turēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
開催	turētas	開催	turēt	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
センター	centrs	センター	centrs	N	N;NOM;MASC;SG
センター	centrā	センター	centrs	N	N;ESS;MASC;SG
センター	centrs	センター	centrs	N	N;NOM;MASC;SG
センター	centrā	センター	centrs	N	N;ESS;MASC;SG
センター	centra	センター	centrs	N	N;GEN;MASC;SG
終了	pabeigt	終了	pabeigt	V	V;POS;NFIN
終了	pabeidz	終了	pabeigt	V	V;IMP;SG;2;POS;FIN;ACT
終了	pabeigti	終了	pabeigt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
終了	pabeigts	終了	pabeigt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
終了	pabeigta	終了	pabeigt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
終了	gatavo	終了	gatavot	V	V;FH;IND;2;POS;PRS;FIN;ACT
中心	centrs	中心	centrs	N	N;NOM;MASC;SG
中心	centrā	中心	centrs	N	N;ESS;MASC;SG
中心	centrs	中心	centrs	N	N;NOM;MASC;SG
中心	centrā	中心	centrs	N	N;ESS;MASC;SG
中心	centra	中心	centrs	N	N;GEN;MASC;SG
内容	saturu	内容	saturs	N	N;ACC;MASC;SG
内容	saturs	内容	saturs	N	N;NOM;MASC;SG
内容	satura	内容	saturs	N	N;GEN;MASC;SG
内容	saturs	内容	saturs	N	N;NOM;MASC;SG
文化	kultūra	文化	kultūra	N	N;NOM;FEM;SG
ドラマ	drāma	ドラマ	drāma	N	N;NOM;FEM;SG
ドラマ	pārdzīvojumi	ドラマ	pārdzīvojums	N	N;NOM;MASC;PL
さらに	tālāk	さらに	tālu	ADV	ADV;CMPR
撮影	filmē	撮影	filmēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
撮影	filmēt	撮影	filmēt	V	V;POS;NFIN
選手権	hokejā	選手権	hokejs	N	N;ESS;MASC;SG
選手権	čempionāts	選手権	čempionāts	N	N;NOM;MASC;SG
選手権	motokrosā	選手権	motokross	N	N;ESS;MASC;SG
選手権	čempionāta	選手権	čempionāts	N	N;GEN;MASC;SG
野球	beisbola	野球	beisbols	N	N;GEN;MASC;SG
野球	beisbolu	野球	beisbola	N	N;ACC;MASC;SG
指定	norādīt	指定	norādīt	V	V;POS;NFIN
指定	precizēt	指定	precizēt	V	V;POS;NFIN
人物	cilvēks	人物	cilvēks	N	N;NOM;MASC;SG
人物	persona	人物	persona	N	N;NOM;FEM;SG
公開	publicēt	公開	publicēt	V	V;POS;NFIN
公開	publicē	公開	publicēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
最終	pēdējoreiz	最終	pēdējoreiz	N	N;NOM;MASC;SG
最終	gala	最終	gals	N	N;NOM;MASC;SG
確認	apstiprināt	確認	apstiprināt	V	V;POS;NFIN
確認	apstiprinu	確認	apstiprināt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
歴史	vēsture	歴史	vēsture	N	N;NOM;FEM;SG
歴史	vēstures	歴史	vēsture	N	N;NOM;FEM;PL
歴史	vēsturi	歴史	vēsture	N	N;ACC;FEM;SG
歴史	vēsturē	歴史	vēsture	N	N;ESS;FEM;SG
選挙	ievēlēšana	選挙	ievēlēšana	N	N;NOM;FEM;SG
選挙	vēlēšanās	選挙	vēlēšanās	N	N;NOM;FEM;SG
選挙	vēlēšanas	選挙	vēlēšanas	N	N;NOM;FEM;PL
選挙	vēlēšanās	選挙	vēlēšanās	N	N;NOM;FEM;SG
選挙	vēlēšanas	選挙	vēlēšanas	N	N;NOM;FEM;PL
計画	plānošana	計画	plānošana	N	N;NOM;FEM;SG
計画	plānošanas	計画	plānošana	N	N;NOM;FEM;PL
計画	plāna	計画	plāns	N	N;NOM;FEM;SG
計画	plāns	計画	plāns	N	N;NOM;MASC;SG
計画	plānā	計画	plāns	N	N;ESS;MASC;SG
計画	plānus	計画	plāns	N	N;ACC;MASC;PL
経済	tautsaimniecība	経済	tautsaimniecība	N	N;NOM;FEM;SG
経済	tautsaimniecības	経済	tautsaimniecība	N	N;NOM;FEM;SG
経済	tautsaimniecību	経済	tautsaimniecība	N	N;ACC;FEM;SG
経済	ekonomikas	経済	ekonomika	N	N;NOM;FEM;PL
経済	ekonomika	経済	ekonomika	N	N;NOM;FEM;SG
ページ	lappuse	ページ	lappuse	N	N;NOM;FEM;SG
ページ	lapa	ページ	lapa	N	N;NOM;FEM;SG
ページ	lapas	ページ	lapa	N	N;NOM;FEM;PL
ページ	lappuses	ページ	lappuse	N	N;NOM;FEM;PL
教授	profesore	教授	profesore	N	N;NOM;FEM;SG
教授	profesors	教授	profesors	N	N;NOM;MASC;SG
ラジオ	radio	ラジオ	radio	N	N
劇場	teātrī	劇場	teātris	N	N;ESS;MASC;SG
劇場	teātris	劇場	teātris	N	N;NOM;MASC;SG
劇場	teātra	劇場	teātris	N	N;GEN;MASC;SG
グループ	grupu	グループ	grupa	N	N;ACC;FEM;SG
グループ	grupa	グループ	grupa	N	N;NOM;FEM;SG
グループ	grupas	グループ	grupa	N	N;NOM;FEM;PL
グループ	grupām	グループ	grupa	N	N;DAT;FEM;PL
グループ	grupas	グループ	grupa	N	N;NOM;FEM;PL
英語	angļu	英語	anglis	N	N;GEN;MASC;PL
女性	sieviete	女性	sieviete	N	N;NOM;FEM;SG
女性	sievieti	女性	sieviete	N	N;ACC;FEM;SG
女性	sieviete	女性	sieviete	N	N;NOM;FEM;SG
女性	sievietes	女性	sieviete	N	N;NOM;FEM;PL
女性	sieviešu	女性	sieviete	N	N;GEN;FEM;PL
女性	sievietes	女性	sieviete	N	N;NOM;FEM;PL
地区	rajons	地区	rajons	N	N;NOM;MASC;SG
地区	apgabals	地区	apgabals	N	N;NOM;MASC;SG
獲得	pelnīt	獲得	pelnīt	V	V;POS;NFIN
獲得	pelna	獲得	pelna	V	V;FH;IND;3;POS;PRS;FIN;ACT
獲得	nopelnīt	獲得	nopelnīt	V	V;POS;NFIN
獲得	nopelna	獲得	nopelns	V	V;FH;IND;3;POS;PRS;FIN;ACT
コメント	komentārs	コメント	komentārs	N	N;NOM;MASC;SG
コメント	piezīmes	コメント	piezīme	N	N;NOM;FEM;PL
コメント	komentāri	コメント	komentārs	N	N;NOM;MASC;PL
コメント	apsvērumi	コメント	apsvērums	N	N;NOM;MASC;PL
コメント	atsauksmes	コメント	atsauksme	N	N;NOM;FEM;PL
漫画	komiksus	漫画	komikss	N	N;ACC;MASC;PL
他の	pārējie	他の	pārējs	ADJ	ADJ;NOM;MASC;PL
販売	noiets	販売	noiet	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
攻撃	uzbrukt	攻撃	uzbrukt	V	V;POS;NFIN
議員	senators	議員	senators	N	N;NOM;MASC;SG
協会	apvienība	協会	apvienība	N	N;NOM;FEM;SG
協会	biedrība	協会	biedrība	N	N;NOM;FEM;SG
協会	asociācija	協会	asociācija	N	N;NOM;FEM;SG
路線	maršruti	路線	maršruti	N	N;NOM;MASC;PL
路線	ceļi	路線	ceļš	N	N;NOM;MASC;PL
路線	maršrutus	路線	maršruts	N	N;ACC;MASC;PL
戦争	karu	戦争	karš	N	N;ACC;MASC;SG
戦争	karš	戦争	karš	N	N;NOM;MASC;SG
戦争	kara	戦争	karš	N	N;NOM;MASC;SG
戦争	karā	戦争	karš	N	N;ESS;MASC;SG
戦争	kariem	戦争	karš	N	N;DAT;MASC;PL
戦争	kari	戦争	karš	N	N;NOM;MASC;PL
部分	daļa	部分	daļa	N	N;NOM;FEM;SG
番号	numuru	番号	numurs	N	N;ACC;MASC;SG
番号	numurs	番号	numurs	N	N;NOM;MASC;SG
番号	skaitlis	番号	skaitlis	N	N;NOM;MASC;SG
番号	skaits	番号	skaits	N	N;NOM;MASC;SG
当初	sākumā	当初	sākums	N	N;ESS;MASC;SG
期間	ilgums	期間	ilgums	N	N;NOM;MASC;SG
期間	laikposms	期間	laikposms	N	N;NOM;MASC;SG
期間	periods	期間	periods	N	N;NOM;MASC;SG
場所	vieta	場所	vieta	N	N;NOM;FEM;SG
場所	vieta	場所	vieta	N	N;NOM;FEM;SG
場所	novietojums	場所	novietojums	N	N;NOM;MASC;SG
場所	vietām	場所	vieta	N	N;DAT;FEM;PL
場所	vietas	場所	vieta	N	N;NOM;FEM;PL
技術	tehnoloģija	技術	tehnoloģija	N	N;NOM;FEM;SG
技術	tehnoloģiju	技術	tehnoloģija	N	N;ACC;FEM;SG
技術	tehnoloģijas	技術	tehnoloģija	N	N;NOM;FEM;PL
道路	ceļi	道路	ceļš	N	N;NOM;MASC;PL
道路	autoceļš	道路	autoceļš	N	N;NOM;MASC;SG
道路	ceļš	道路	ceļš	N	N;NOM;MASC;SG
システム	sistēmu	システム	sistēma	N	N;ACC;FEM;SG
システム	sistēma	システム	sistēma	N	N;NOM;FEM;SG
システム	sistēmas	システム	sistēma	N	N;NOM;FEM;PL
システム	sistēmas	システム	sistēma	N	N;NOM;FEM;PL
モデル	modeļus	モデル	modelis	N	N;ACC;MASC;PL
モデル	modeļi	モデル	modelis	N	N;NOM;MASC;PL
モデル	paraugi	モデル	paraugs	N	N;NOM;MASC;PL
モデル	modeles	モデル	modele	N	N;NOM;FEM;PL
モデル	modelis	モデル	modelis	N	N;NOM;MASC;SG
モデル	modele	モデル	modele	N	N;NOM;FEM;SG
モデル	paraugs	モデル	paraugs	N	N;NOM;MASC;SG
対応	sarakste	対応	sarakste	N	N;NOM;FEM;SG
対応	sarakstes	対応	sarakste	N	N;NOM;FEM;PL
列車	vilciena	列車	vilciens	N	N;GEN;MASC;SG
列車	vilciens	列車	vilciens	N	N;NOM;MASC;SG
列車	vilcienu	列車	vilciens	N	N;ACC;MASC;SG
列車	vilcieni	列車	vilciens	N	N;NOM;MASC;PL
列車	vilcienus	列車	vilciens	N	N;ACC;MASC;PL
最後	pēdējoreiz	最後	pēdējoreiz	N	N;NOM;MASC;SG
科学	zinātnes	科学	zinātne	N	N;NOM;FEM;PL
科学	zinātne	科学	zinātne	N	N;NOM;FEM;SG
理由	iemesli	理由	iemesls	N	N;NOM;MASC;PL
理由	pamatojums	理由	pamatojums	N	N;NOM;MASC;SG
理由	iemesls	理由	iemesls	N	N;NOM;MASC;SG
そして	un	そして	un	CONJ	CONJ
一	viens	一	viens	NUM	NUM;NOM;MASC;SG
一	viena	一	viena	NUM	NUM;NOM;FEM;SG
一	vienu	一	viens	NUM	NUM;ACC;MASC;SG
ブロック	blokiem	ブロック	bloks	N	N;DAT;MASC;PL
ブロック	blokus	ブロック	bloks	N	N;ACC;MASC;PL
ブロック	bloki	ブロック	bloks	N	N;NOM;MASC;PL
ブロック	bloku	ブロック	bloka	N	N;ACC;MASC;SG
ブロック	blokam	ブロック	bloks	N	N;DAT;MASC;SG
ブロック	bloka	ブロック	bloks	N	N;NOM;MASC;SG
ブロック	bloks	ブロック	bloks	N	N;NOM;MASC;SG
車両	transportlīdzekļi	車両	transportlīdzeklis	N	N;NOM;MASC;PL
車両	transportlīdzeklis	車両	transportlīdzeklis	N	N;NOM;MASC;SG
自動車	auto	自動車	auto	N	N
自動車	automašīna	自動車	automašīna	N	N;NOM;FEM;SG
自動車	automobilis	自動車	automobilis	N	N;NOM;MASC;SG
自動車	mašīna	自動車	mašīna	N	N;NOM;FEM;SG
人口	populācijas	人口	populācija	N	N;NOM;FEM;PL
人口	populācija	人口	populācija	N	N;NOM;FEM;SG
人口	iedzīvotāji	人口	iedzīvotājs	N	N;NOM;MASC;PL
特に	īpaši	特に	īpaši	ADV	ADV
特に	īpaši	特に	īpaši	ADV	ADV
営業	bizness	営業	bizness	N	N;NOM;MASC;SG
営業	uzņēmējdarbība	営業	uzņēmējdarbība	N	N;NOM;FEM;SG
新聞	laikraksts	新聞	laikraksts	N	N;NOM;MASC;SG
新聞	avīze	新聞	avīze	N	N;NOM;FEM;SG
新聞	laikraksta	新聞	laikraksts	N	N;GEN;MASC;SG
新聞	avīzē	新聞	avīze	N	N;ESS;FEM;SG
新聞	avīzes	新聞	avīze	N	N;NOM;FEM;PL
新聞	laikraksti	新聞	laikraksts	N	N;NOM;MASC;PL
連続	nepārtraukts	連続	nepārtraukt	ADJ	ADJ;NOM;MASC;SG
連続	nepārtrauktā	連続	nepārtraukt	ADJ	ADJ;NOM;FEM;SG
政府	valdība	政府	valdība	N	N;NOM;FEM;SG
政府	valdības	政府	valdība	N	N;NOM;FEM;PL
最大	maksimums	最大	maksimums	N	N;NOM;MASC;SG
キャラクター	rakstzīme	キャラクター	rakstzīme	N	N;NOM;FEM;SG
キャラクター	raksturu	キャラクター	raksturs	N	N;ACC;MASC;SG
キャラクター	raksturs	キャラクター	raksturs	N	N;NOM;MASC;SG
キャラクター	rakstzīmes	キャラクター	rakstzīme	N	N;NOM;FEM;PL
キャラクター	zīmes	キャラクター	zīme	N	N;NOM;FEM;PL
小説	romāns	小説	romāns	N	N;NOM;MASC;SG
小説	romānos	小説	romāns	N	N;ESS;MASC;PL
機関	orgānus	機関	orgāns	N	N;ACC;MASC;PL
機関	orgānu	機関	orgāns	N	N;ACC;MASC;SG
機関	orgāni	機関	orgāns	N	N;NOM;MASC;PL
機関	iestāde	機関	iestāde	N	N;NOM;FEM;SG
機関	institūcija	機関	institūcija	N	N;NOM;FEM;SG
機関	institūcijas	機関	institūcija	N	N;NOM;FEM;PL
機関	iestādes	機関	iestāde	N	N;NOM;FEM;PL
メンバー	deputāts	メンバー	deputāts	N	N;NOM;MASC;SG
メンバー	loceklis	メンバー	loceklis	N	N;NOM;MASC;SG
メンバー	biedrs	メンバー	biedrs	N	N;NOM;MASC;SG
メンバー	locekļi	メンバー	loceklis	N	N;NOM;MASC;PL
メンバー	dalībnieki	メンバー	dalībnieks	N	N;NOM;MASC;PL
メンバー	deputāti	メンバー	deputāts	N	N;NOM;MASC;PL
メンバー	biedri	メンバー	biedrs	N	N;NOM;MASC;PL
発行	izdošana	発行	izdošana	N	N;NOM;FEM;SG
画像	attēli	画像	attēls	N	N;NOM;MASC;PL
画像	attēlus	画像	attēls	N	N;ACC;MASC;PL
画像	attēls	画像	attēls	N	N;NOM;MASC;SG
画像	bildē	画像	bilde	N	N;ESS;FEM;SG
画像	bilde	画像	bilde	N	N;NOM;FEM;SG
画像	bildei	画像	bilde	N	N;DAT;FEM;SG
画像	attēla	画像	attēls	N	N;GEN;MASC;SG
画像	attēls	画像	attēls	N	N;NOM;MASC;SG
画像	attēlu	画像	attēls	N	N;ACC;MASC;SG
状態	valsts	状態	valsts	N	N;NOM;FEM;SG
状態	štats	状態	štats	N	N;NOM;MASC;SG
状態	nosacījums	状態	nosacījums	N	N;NOM;MASC;SG
状態	stāvoklis	状態	stāvoklis	N	N;NOM;MASC;SG
名称	vārds	名称	vārds	N	N;NOM;MASC;SG
名称	nosaukums	名称	nosaukums	N	N;NOM;MASC;SG
名称	nosaukumi	名称	nosaukums	N	N;NOM;MASC;PL
名称	vārdi	名称	vārds	N	N;NOM;MASC;PL
