kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
stránka	vietne	stránka	vietne	N;NOM;FEM;SG	N;NOM;FEM;SG
stránka	vieta	stránka	vieta	N;NOM;FEM;SG	N;NOM;FEM;SG
skupiny	grupas	skupina	grupa	N;NOM;FEM;PL	N;NOM;FEM;PL
skupiny	grupas	skupina	grupa	N;NOM;FEM;PL	N;NOM;FEM;PL
html	html	htmly	html	N;INAN;NOM;MASC;SG	N
časť	iedaļa	časť	iedaļa	N;NOM;FEM;SG	N;NOM;FEM;SG
časť	sadaļa	časť	sadaļa	N;NOM;FEM;SG	N;NOM;FEM;SG
časť	sekcija	časť	sekcija	N;NOM;FEM;SG	N;NOM;FEM;SG
časť	daļa	časť	daļa	N;NOM;FEM;SG	N;NOM;FEM;SG
október	oktobris	október	oktobris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
október	azt	október	azt	N;INAN;NOM;MASC;SG	N
mesta	pilsēta	mesto	pilsēta	N;NOM;NEUT;SG	N;NOM;FEM;SG
mesta	pilsēta	mesto	pilsēta	N;NOM;NEUT;SG	N;NOM;FEM;SG
marec	marts	marec	marts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
august	augusts	august	augusts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
skupina	grupa	skupina	grupa	N;NOM;FEM;SG	N;NOM;FEM;SG
veľmi	ļoti	veľmi	ļoti	ADV	ADV
veľmi	loti	veľmi	loti	ADV	ADV
potom	tad	potom	tad	ADV	ADV
narodenia	dzemdības	narodenie	dzemdība	N;NOM;NEUT;PL	N;NOM;FEM;PL
osobnosti	personības	osobnosť	personība	N;NOM;FEM;PL	N;NOM;FEM;PL
osobnosti	personības	osobnosť	personība	N;NOM;FEM;PL	N;NOM;FEM;PL
november	novembris	november	novembris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
december	decembris	december	decembris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
december	decembris	december	decembris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
december	dec	december	dec	N;INAN;NOM;MASC;SG	N
iba	tikai	iba	tikai	PART	PART
iba	tikai	iba	tikai	PART	PART
roky	gadi	rok	gads	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
oblasti	jomas	oblasť	joma	N;NOM;FEM;PL	N;NOM;FEM;PL
oblasti	apgabali	oblasť	apgabali	N;NOM;FEM;PL	N;NOM;MASC;PL
oblasti	teritorijas	oblasť	teritorija	N;NOM;FEM;PL	N;NOM;FEM;PL
oblasti	platības	oblasť	platība	N;NOM;FEM;PL	N;NOM;FEM;PL
január	janvāris	január	janvāris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
súbor	faila	súbor	faila	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
súbor	fails	súbor	fails	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
mal	bija	mať	būt	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
proti	pret	proti	pret	ADP;DAT	ADP
apríl	aprīlis	aprila	aprīlis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
apríl	gpl	aprila	gpl	N;INAN;NOM;MASC;SG	N
apríl	aprīlis	aprila	aprīlis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bez	bez	bez	bez	ADP;GEN	ADP
február	februāris	február	februāris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
názov	vārds	názov	vārds	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
názov	nosaukums	názov	nosaukums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
názov	virsraksts	názov	virsraksts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
názov	tituls	názov	tituls	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prvý	pirmais	prvý	pirmais	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
prvý	pirmā	prvý	pirmā	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
prvý	pirma	prvý	pirma	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
text	teksts	text	teksts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
spolu	kopā	spolu	kopā	ADV	ADV
spolu	kopā	spolu	kopā	ADV	ADV
preto	tāpēc	preto	tāpēc	ADV	ADV
preto	tādēļ	preto	tādēļ	ADV	ADV
bar	bārs	bar	bārs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bar	stienis	bar	stienis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
júl	jūlijs	júl	jūlijs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
cez	caur	cez	caur	ADP;ACC	ADP
cez	caur	cez	caur	ADP;ACC	ADP
asi	laikam	asi	laikam	PART	PART
jeden	viens	jeden	viens	NUM;ANIM;NOM;MASC;SG	NUM;NOM;MASC;SG
jeden	viena	jeden	viena	NUM;ANIM;NOM;MASC;SG	NUM;NOM;FEM;SG
vojny	kari	vojna	karš	N;NOM;FEM;PL	N;NOM;MASC;PL
rok	gads	rok	gads	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ulica	iela	ulica	iela	N;NOM;FEM;SG	N;NOM;FEM;SG
album	albums	album	albums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dátum	datums	dátum	datums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
žien	sieviešu	žena	sieviete	N;GEN;FEM;PL	N;GEN;FEM;PL
januára	janvāra	január	janvāris	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
mestá	pilsētas	mesto	pilsēta	N;NOM;NEUT;PL	N;NOM;FEM;PL
mestá	pilsētas	mesto	pilsēta	N;NOM;NEUT;PL	N;NOM;FEM;PL
šablóny	veidnes	šablón	veidne	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
šablóny	sagataves	šablón	sagatave	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
dnes	šodien	dnes	šodien	ADV	ADV
slovensko	slovākija	slovensko	slovākija	N;NOM;NEUT;SG	N;NOM;FEM;SG
pretože	jo	pretože	jo	CONJ	CONJ
slovenska	slovenska	slovensky	slovenska	N;NOM;NEUT;SG	N;NOM;FEM;SG
nové	jauna	nový	jauns	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
nové	jauns	nový	jauns	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
nové	jaunais	nový	jauns	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
meno	vārds	meno	vārds	N;NOM;NEUT;SG	N;NOM;MASC;SG
meno	nosaukums	meno	nosaukums	N;NOM;NEUT;SG	N;NOM;MASC;SG
dve	divas	dva	divas	NUM;NOM;FEM;PL	NUM;NOM;FEM;PL
dve	divi	dva	divi	NUM;NOM;FEM;PL	NUM;NOM;MASC;PL
dva	divas	dva	divas	NUM;INAN;NOM;MASC;PL	NUM;NOM;FEM;PL
dva	divi	dva	divi	NUM;INAN;NOM;MASC;PL	NUM;NOM;MASC;PL
mala	bija	mať	būt	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
približne	aptuveni	približne	aptuveni	ADV	ADV
približne	aptuveni	približne	aptuveni	ADV	ADV
približne	apmēram	približne	apmēram	ADV	ADV
prvé	pirmais	prvý	pirmais	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
prvé	pirmā	prvý	pirmā	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
prvé	pirma	prvý	pirma	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
tri	trīs	tri	trīs	NUM;INAN;NOM;MASC;PL	NUM;NOM;MASC;PL
začal	sākts	začať	sākt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
začal	sākta	začať	sākt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
začal	sākās	začať	sākties	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
začal	sākās	začať	sākties	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
film	filma	film	filma	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
film	plēve	film	plēve	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
film	filma	film	filma	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
spoločnosti	sabiedrības	spoločnosť	sabiedrība	N;NOM;FEM;PL	N;NOM;FEM;PL
spoločnosti	korporācijas	spoločnosť	korporācija	N;NOM;FEM;PL	N;NOM;FEM;PL
spoločnosti	uzņēmējsabiedrības	spoločnosť	uzņēmējsabiedrība	N;NOM;FEM;PL	N;NOM;FEM;PL
spoločnosti	kompānijas	spoločnosť	kompānija	N;NOM;FEM;PL	N;NOM;FEM;PL
spoločnosti	uzņēmumi	spoločnosť	uzņēmums	N;NOM;FEM;PL	N;NOM;MASC;PL
peter	pīters	peter	pīters	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
peter	pēteris	peter	pēteris	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mali	bija	mať	būt	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
strany	lapas	strana	lapa	N;NOM;FEM;PL	N;NOM;FEM;PL
strany	lappuses	strana	lappuse	N;NOM;FEM;PL	N;NOM;FEM;PL
strany	puses	strana	puse	N;NOM;FEM;PL	N;NOM;FEM;PL
prvá	pirmais	prvý	pirmais	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
prvá	pirmā	prvý	pirmā	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
prvá	pirma	prvý	pirma	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
storočí	gadsimts	storočie	gadsimts	N;NOM;NEUT;SG	N;NOM;MASC;SG
hlavne	galvenokārt	hlavne	galvenokārt	ADV	ADV
hlavne	īpaši	hlavne	īpaši	ADV	ADV
hlavne	galvenokārt	hlavne	galvenokārt	ADV	ADV
astronóm	astronoms	astronó	astronoms	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rod	stienis	rod	stienis	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
titul	virsraksts	tituť	virsraksts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
titul	tituls	tituť	tituls	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
kostol	baznīca	kostol	baznīca	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
republiky	republikas	republika	republika	N;NOM;FEM;PL	N;NOM;FEM;PL
republiky	republikas	republika	republika	N;NOM;FEM;PL	N;NOM;FEM;PL
možno	varbūt	možno	varbūt	PART	PART
možno	varbūt	možno	varbūt	PART	PART
ženy	mātītes	žena	mātīte	N;NOM;FEM;PL	N;NOM;FEM;PL
ženy	sievietes	žena	sieviete	N;NOM;FEM;PL	N;NOM;FEM;PL
územia	teritorijas	územie	teritorija	N;NOM;NEUT;PL	N;NOM;FEM;PL
systém	sistēma	systém	sistēma	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
potok	straume	potok	straume	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
spisovateľ	rakstnieks	spisovateľ	rakstnieks	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pôvodne	sākotnēji	pôvodne	sākotnēji	ADV	ADV
pôvodne	sākotnēji	pôvodne	sākotnēji	ADV	ADV
súhvezdie	zvaigznājs	súhvezdie	zvaigznājs	N;NOM;NEUT;SG	N;NOM;MASC;SG
veľkosť	izmers	veľkosť	izmers	N;NOM;FEM;SG	N;NOM;MASC;SG
veľkosť	lielums	veľkosť	lielums	N;NOM;FEM;SG	N;NOM;MASC;SG
veľkosť	izmērs	veľkosť	izmērs	N;NOM;FEM;SG	N;NOM;MASC;SG
klub	klubs	klub	klubs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
klub	kluba	klub	klubs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
portál	portāls	portál	portāls	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
článok	raksts	článok	raksts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
článok	izstrādājums	článok	izstrādājums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
článok	pants	článok	pants	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
územie	teritorija	územie	teritorija	N;NOM;NEUT;SG	N;NOM;FEM;SG
možné	iespējams	možný	iespējams	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
možné	iespējamā	možný	iespējama	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
možné	iespējama	možný	iespējama	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
zomrel	nomira	zomrieť	nomirt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
zomrel	mira	zomrieť	mirt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
herec	aktieris	herec	aktieris	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hry	spēles	hra	spēle	N;NOM;FEM;PL	N;NOM;FEM;PL
veľký	liels	veľký	liels	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
veľký	liela	veľký	liela	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
veľký	lielā	veľký	liels	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
veľký	liels	veľký	liels	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
veľký	lielais	veľký	liels	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
veľký	liela	veľký	liela	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
veľký	lielā	veľký	liels	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
gmina	gmina	gmina	gmināt	N;NOM;FEM;SG	N;NOM;FEM;SG
kráľ	karalis	kráľ	karalis	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kráľ	ķēniņš	kráľ	ķēniņš	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
maďarsku	ungārija	maďarsky	ungārija	N;NOM;NEUT;SG	N;NOM;FEM;SG
hráči	spēlētāji	hráčiť	spēlētājs	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
hráči	atskaņotāji	hráčiť	atskaņotājs	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
vlády	valdības	vláda	valdība	N;NOM;FEM;PL	N;NOM;FEM;PL
vlády	valdības	vláda	valdība	N;NOM;FEM;PL	N;NOM;FEM;PL
môžu	var	môcť	varēt	V;IPFV;IND;PL;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
zároveň	vienlaikus	zároveň	vienlaikus	ADV	ADV
zároveň	vienlaicīgi	zároveň	vienlaicīgi	ADV	ADV
mieste	vietne	miesto	vietne	N;NOM;NEUT;SG	N;NOM;FEM;SG
mieste	vieta	miesto	vieta	N;NOM;NEUT;SG	N;NOM;FEM;SG
tam	tur	tam	tur	ADV	ADV
spoločnosť	sabiedrība	spoločnosť	sabiedrība	N;NOM;FEM;SG	N;NOM;FEM;SG
spoločnosť	sabiedrība	spoločnosť	sabiedrība	N;NOM;FEM;SG	N;NOM;FEM;SG
spoločnosť	uzņēmums	spoločnosť	uzņēmums	N;NOM;FEM;SG	N;NOM;MASC;SG
spoločnosť	kompānija	spoločnosť	kompānija	N;NOM;FEM;SG	N;NOM;FEM;SG
oblasť	reģions	oblasť	reģions	N;NOM;FEM;SG	N;NOM;MASC;SG
oblasť	teritorija	oblasť	teritorija	N;NOM;FEM;SG	N;NOM;FEM;SG
oblasť	platība	oblasť	platība	N;NOM;FEM;SG	N;NOM;FEM;SG
oblasť	apgabals	oblasť	apgabals	N;NOM;FEM;SG	N;NOM;MASC;SG
oblasť	laukums	oblasť	laukums	N;NOM;FEM;SG	N;NOM;MASC;SG
nej	viņai	ona	viņa	PRO;DAT;FEM;SG;3	PRO;DAT;FEM;SG;3
vek	vecums	vek	vecums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štadión	stadions	štadión	stadions	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
muži	tēviņi	muž	tēviņš	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
muži	vīrieši	muž	vīrietis	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
muži	vīri	muž	vīrs	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
muži	vīrieši	muž	vīrietis	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
život	dzīve	život	dzīve	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
život	dzīvība	život	dzīvība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
národné	nacionālais	národný	nacionāls	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
center	centrs	center	centrs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
syn	dēls	syn	dēls	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
marca	marta	marec	marts	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
dĺžka	garums	dĺžka	garums	N;NOM;FEM;SG	N;NOM;MASC;SG
dĺžka	garums	dĺžka	garums	N;NOM;FEM;SG	N;NOM;MASC;SG
veľké	liels	veľký	liels	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
veľké	liela	veľký	liela	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
veľké	lielā	veľký	liels	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
veľké	liels	veľký	liels	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
veľké	lielais	veľký	liels	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
veľké	liela	veľký	liela	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
veľké	lielā	veľký	liels	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
školy	skolas	škola	skola	N;NOM;FEM;PL	N;NOM;FEM;PL
školy	skolas	škola	skola	N;NOM;FEM;PL	N;NOM;FEM;PL
nový	jauna	nový	jauns	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
nový	jauns	nový	jauns	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
nový	jaunais	nový	jauns	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obsahuje	satur	obsahovať	saturēt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
správa	ziņojums	správa	ziņojums	N;NOM;FEM;SG	N;NOM;MASC;SG
správa	ziņojums	správa	ziņojums	N;NOM;FEM;SG	N;NOM;MASC;SG
správa	vēstule	správa	vēstule	N;NOM;FEM;SG	N;NOM;FEM;SG
správa	vēstījums	správa	vēstījums	N;NOM;FEM;SG	N;NOM;MASC;SG
správa	ziņa	správa	ziņa	N;NOM;FEM;SG	N;NOM;FEM;SG
správa	ievadīšana	správa	ievadīšana	N;NOM;FEM;SG	N;NOM;FEM;SG
správa	administrācija	správa	administrācija	N;NOM;FEM;SG	N;NOM;FEM;SG
štát	valsts	štát	valsts	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štát	valsts	štát	valsts	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štát	štats	štát	štats	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hráč	spēlētājs	hráč	spēlētājs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hráč	geimeris	hráč	geimeris	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
júna	jūnija	jún	jūnijs	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
cesta	ceļš	cesta	ceļš	N;NOM;FEM;SG	N;NOM;MASC;SG
cesta	maršruts	cesta	maršruts	N;NOM;FEM;SG	N;NOM;MASC;SG
cesta	brauciens	cesta	brauciens	N;NOM;FEM;SG	N;NOM;MASC;SG
cesta	ceļojums	cesta	ceļojums	N;NOM;FEM;SG	N;NOM;MASC;SG
cesta	autoceļš	cesta	autoceļš	N;NOM;FEM;SG	N;NOM;MASC;SG
cesta	ceļš	cesta	ceļš	N;NOM;FEM;SG	N;NOM;MASC;SG
apríla	aprīļa	apríl	aprīlis	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
dostal	saņēmu	dostať	saņemt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;SG;1;POS;PST;FIN;ACT
krajiny	ainavas	krajina	ainava	N;NOM;FEM;PL	N;NOM;FEM;PL
krajiny	valstis	krajina	valsts	N;NOM;FEM;PL	N;NOM;FEM;PL
začala	sākts	začať	sākt	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
začala	sākta	začať	sākt	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
začala	sākās	začať	sākties	V;PFV;FEM;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
začala	sākās	začať	sākties	V;PFV;FEM;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
