com	سے	com	سے	ADP	ADP
grande	نمایاں	grande	نمایاں	ADJ;MASC;SG	ADJ
rio	دریا	rio	دریا	N;MASC;SG	N;NOM;MASC;SG;3
depois	پیچھے	depois	پیچھے	ADV	ADV;NOM;MASC;SG;3
depois	پیچھے	depois	پیچھے	ADV	ADV;NOM;MASC;SG;3
estado	رسوخ	estado	رسوخ	N;MASC;SG	N;NOM;MASC;SG;3
estado	رسائی.	estado	رسائی.	N;MASC;SG	N;NOM;MASC;SG;3
estado	مرتبہ	estado	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
estado	رسوخ	estado	رسوخ	N;MASC;SG	N;NOM;MASC;SG;3
estado	رسائی.	estado	رسائی.	N;MASC;SG	N;NOM;MASC;SG;3
estado	درجہ	estado	درجہ	N;MASC;SG	N;NOM;MASC;SG;3
estado	منصب	estado	منصب	N;MASC;SG	N;NOM;MASC;SG;3
estado	عہدہ	estado	عہدہ	N;MASC;SG	N;NOM;MASC;SG;3
estado	منصب	estado	منصب	N;MASC;SG	N;NOM;MASC;SG;3
estado	حالت	estado	حالت	N;MASC;SG	N;NOM;FEM;SG;3
estado	عہدہ	estado	عہدہ	N;MASC;SG	N;NOM;MASC;SG;3
estado	شرط	estado	شرط	N;MASC;SG	N;NOM;FEM;SG;3
estado	موجب	estado	موجب	N;MASC;SG	N;NOM;MASC;SG;3
estado	کیفیت	estado	کیفیت	N;MASC;SG	N;NOM;FEM;SG;3
ano	زمانہ	ano	زمانہ	N;MASC;SG	N;NOM;MASC;SG;3
ano	برس	ano	برس	N;MASC;SG	N;NOM;MASC;SG;3
após	مابعد	após	مابعد	ADP	ADP
após	بعد	após	بعد	ADP	ADP;NOM;MASC;SG;3
após	مابعد	após	مابعد	ADP	ADP
parte	جزو	parte	جزو	N;FEM;SG	N;NOM;MASC;SG;3
primeira	بنیادی	primeiro	بنیادی	ADJ;FEM;SG	ADJ
primeira	سابق	primeiro	سابق	ADJ;FEM;SG	ADJ
nome	شہرت	nome	شہرت	N;MASC;SG	N;NOM;FEM;SG;3
nome	افکار	nome	فکر	N;MASC;SG	N;NOM;MASC;SG;3
nome	جگہ	nome	جگہ	N;MASC;SG	N;NOM;MASC;SG;3
dia	یوم	dia	یوم	N;MASC;SG	N;NOM;MASC;SG;3
dia	دن	dia	دن	N;MASC;SG	N;NOM;MASC;SG;3
dia	دور	dia	دور	N;MASC;SG	N;NOM;MASC;SG;3
dia	یوم	dia	یوم	N;MASC;SG	N;NOM;MASC;SG;3
dia	دن	dia	دن	N;MASC;SG	N;NOM;MASC;SG;3
dia	دور	dia	دور	N;MASC;SG	N;NOM;MASC;SG;3
dia	روز	dia	روز	N;MASC;SG	N;NOM;MASC;SG;3
região	خطہ	região	خطہ	N;FEM;SG	N;NOM;MASC;SG;3
região	شعبہ	região	شعبہ	N;FEM;SG	N;NOM;MASC;SG;3
região	علاقہ	região	علاقہ	N;FEM;SG	N;NOM;MASC;SG;3
artigo	مضمون	artigo	مضمون	N;MASC;SG	N;NOM;MASC;SG;3
área	رقبہ	área	رقبہ	N;FEM;SG	N;NOM;MASC;SG;3
agosto	گرامی	agosto	گرامی	N;MASC;SG	N;NOM;MASC;SG;3
lista	فہرست	lista	فہرست	N;FEM;SG	N;NOM;FEM;SG;3
lista	جدول	lista	جدول	N;FEM;SG	N;NOM;MASC;SG;3
março	رفتار	março	رفتار	N;MASC;SG	N;NOM;MASC;SG;3
família	ذات	família	ذات	N;FEM;SG	N;NOM;FEM;SG;3
grupo	گروہ	grupo	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
grupo	جمعیت	grupo	جمعیت	N;MASC;SG	N;NOM;MASC;SG;3
grupo	گروہ	grupo	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
grupo	جمعیت	grupo	جمعیت	N;MASC;SG	N;NOM;MASC;SG;3
grupo	جماعت	grupo	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
ver	پانا	ver	پانا	V;NFIN	V;SG;NFIN;ACT
ver	سوچنا	ver	سوچ	V;NFIN	V;MASC;SG;NFIN;ACT
ver	ملنا	ver	مل	V;NFIN	V;MASC;SG;NFIN;ACT
ver	دیکھنا	ver	دیکھ	V;NFIN	V;NFIN
ver	دیکھنا	ver	دیکھ	V;NFIN	V;NFIN
nova	جدید	novo	جدید	ADJ;FEM;SG	ADJ
nova	جدید	novo	جدید	ADJ;FEM;SG	ADJ
álbum	البم	álbum	البم	N;MASC;SG	N;NOM;MASC;SG;3
contra	خلاف	contra	خلاف	ADP	ADP
tempo	دور	tempo	دور	N;MASC;SG	N;NOM;MASC;SG;3
tempo	عہد	tempo	عہد	N;MASC;SG	N;NOM;MASC;SG;3
tempo	دور	tempo	دور	N;MASC;SG	N;NOM;MASC;SG;3
forma	انداز	forma	انداز	N;FEM;SG	N;NOM;MASC;SG;3
forma	صورت	forma	صورت	N;FEM;SG	N;NOM;MASC;SG;3
forma	انداز	forma	انداز	N;FEM;SG	N;NOM;MASC;SG;3
forma	صورت	forma	صورت	N;FEM;SG	N;NOM;MASC;SG;3
forma	قاعدہ	forma	قاعدہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	جنس	forma	جنس	N;FEM;SG	N;NOM;MASC;SG;3
forma	نقشہ	forma	نقشہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	خاکہ	forma	خاکہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	قسم	forma	قسم	N;FEM;SG	N;NOM;MASC;SG;3
forma	جماعت	forma	جماعت	N;FEM;SG	N;NOM;FEM;SG;3
forma	ضابطہ	forma	ضابطہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	رسم	forma	رسم	N;FEM;SG	N;NOM;FEM;SG;3
forma	قاعدہ	forma	قاعدہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	جنس	forma	جنس	N;FEM;SG	N;NOM;MASC;SG;3
forma	نقشہ	forma	نقشہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	خاکہ	forma	خاکہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	قسم	forma	قسم	N;FEM;SG	N;NOM;MASC;SG;3
forma	جماعت	forma	جماعت	N;FEM;SG	N;NOM;FEM;SG;3
forma	ضابطہ	forma	ضابطہ	N;FEM;SG	N;NOM;MASC;SG;3
forma	رسم	forma	رسم	N;FEM;SG	N;NOM;FEM;SG;3
forma	شکل	forma	شکل	N;FEM;SG	N;NOM;MASC;SG;3
principal	ممتاز	principal	ممتاز	ADJ;MASC;SG	ADJ
principal	ممتاز	principal	ممتاز	ADJ;MASC;SG	ADJ
principal	خاص	principal	خاص	ADJ;MASC;SG	ADJ
principal	اصلی	principal	اصلی	ADJ;MASC;SG	ADJ
principal	فائق	principal	فائق	ADJ;MASC;SG	ADJ
principal	اصلی	principal	اصلی	ADJ;MASC;SG	ADJ
principal	بڑا	principal	بڑا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
principal	خاص	principal	خاص	ADJ;MASC;SG	ADJ
principal	فائق	principal	فائق	ADJ;MASC;SG	ADJ
série	رسالہ	série	رسالہ	N;FEM;SG	N;NOM;MASC;SG;3
final	تباہی	final	تباہی	N;MASC;SG	N;NOM;MASC;SG;3
final	جواز	final	جواز	N;MASC;SG	N;NOM;MASC;SG;3
final	حتمی	final	حتمی	N;MASC;SG	N;NOM;MASC;SG;3
história	کہانی	história	کہانی	N;FEM;SG	N;NOM;FEM;SG;3
história	تذکرہ	história	تذکرہ	N;FEM;SG	N;NOM;MASC;SG;3
história	تواریخ	história	تواریخ	N;FEM;SG	N;NOM;MASC;SG;3
filme	فلم	filme	فلم	N;MASC;SG	N;NOM;FEM;SG;3
antes	آگے	antes	آگے	ADV	ADV;NOM;MASC;SG;3
guerra	بیماری	guerra	بیماری	N;FEM;SG	N;NOM;FEM;SG;3
bem	غالباً	bem	غالباً	ADV	ADV
bem	شاید	bem	شاید	ADV	ADV
mundo	زمانے	mundo	زمانہ	N;MASC;SG	N;NOM;MASC;SG;3
banda	پٹی	banda	پٹی	N;FEM;SG	N;NOM;MASC;SG;3
nacional	قومی	nacional	قومی	ADJ;MASC;SG	ADJ
vida	زندگی	vida	زندگی	N;FEM;SG	N;NOM;FEM;SG;3
vida	موقع	vida	موقع	N;FEM;SG	N;NOM;MASC;SG;3
vida	اتفاق	vida	اتفاق	N;FEM;SG	N;NOM;MASC;SG;3
vida	اعمال	vida	اعمال	N;FEM;SG	N;NOM;MASC;SG;3
vida	زندگی	vida	زندگی	N;FEM;SG	N;NOM;FEM;SG;3
vida	موقع	vida	موقع	N;FEM;SG	N;NOM;MASC;SG;3
vida	اتفاق	vida	اتفاق	N;FEM;SG	N;NOM;MASC;SG;3
vida	اعمال	vida	اعمال	N;FEM;SG	N;NOM;MASC;SG;3
vida	حیات	vida	شریک_حیات	N;FEM;SG	N;NOM;MASC;SG;3
país	ملک	país	ملک	N;MASC;SG	N;NOM;MASC;SG;3
país	ملک	país	ملک	N;MASC;SG	N;NOM;MASC;SG;3
município	بلدیہ	município	بلدیہ	N;MASC;SG	N;NOM;MASC;SG;3
espécie	طبقہ	espécie	طبقہ	N;FEM;SG	N;NOM;MASC;SG;3
espécie	نوع	espécie	نوع	N;FEM;SG	N;NOM;MASC;SG;3
clube	گروہ	clube	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
clube	گروہ	clube	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
novo	جدید	novo	جدید	ADJ;MASC;SG	ADJ
novo	جدید	novo	جدید	ADJ;MASC;SG	ADJ
segunda	مماثل	segundo	مماثل	ADJ;FEM;SG	ADJ
segunda	اضافی	segundo	اضافی	ADJ;FEM;SG	ADJ
segunda	دوسرا	segundo	دوسرا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
segunda	مزید	segundo	مزید	ADJ;FEM;SG	ADJ
segunda	مماثل	segundo	مماثل	ADJ;FEM;SG	ADJ
segunda	اضافی	segundo	اضافی	ADJ;FEM;SG	ADJ
segunda	ثانوی	segundo	ثانوی	ADJ;FEM;SG	ADJ
segunda	دوسرا	segundo	دوسرا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
segunda	مزید	segundo	مزید	ADJ;FEM;SG	ADJ
caso	حادثہ	caso	حادثہ	N;MASC;SG	N;NOM;MASC;SG;3
caso	واقعہ	caso	واقعہ	N;MASC;SG	N;NOM;MASC;SG;3
caso	معاملہ	caso	معاملہ	N;MASC;SG	N;NOM;MASC;SG;3
jogo	تفریح	jogo	تفریح	N;MASC;SG	N;NOM;MASC;SG;3
jogo	تدبیر	jogo	تدبیر	N;MASC;SG	N;NOM;MASC;SG;3
jogo	توانا	jogo	توانا	N;MASC;SG	N;NOM;MASC;SG;3
jogo	کھیل	jogo	کھیل	N;MASC;SG	N;NOM;MASC;SG;3
jogo	ہدف	jogo	ہدف	N;MASC;SG	N;NOM;MASC;SG;3
jogo	اپاہج	jogo	اپاہج	N;MASC;SG	N;NOM;MASC;SG;3
jogo	تفریح	jogo	تفریح	N;MASC;SG	N;NOM;MASC;SG;3
jogo	تدبیر	jogo	تدبیر	N;MASC;SG	N;NOM;MASC;SG;3
jogo	توانا	jogo	توانا	N;MASC;SG	N;NOM;MASC;SG;3
jogo	کھیل	jogo	کھیل	N;MASC;SG	N;NOM;MASC;SG;3
jogo	ہدف	jogo	ہدف	N;MASC;SG	N;NOM;MASC;SG;3
jogo	اپاہج	jogo	اپاہج	N;MASC;SG	N;NOM;MASC;SG;3
jogo	بازی	jogo	بازی	N;MASC;SG	N;NOM;MASC;SG;3
sistema	تنظیم	sistema	تنظیم	N;MASC;SG	N;NOM;FEM;SG;3
sistema	ترتیب	sistema	ترتیب	N;MASC;SG	N;NOM;FEM;SG;3
casa	پالتو	casa	پالتو	N;FEM;SG	N;NOM;MASC;SG;3
casa	سوراخ	casa	سوراخ	N;FEM;SG	N;NOM;MASC;SG;3
casa	دارالاصلاح.	casa	دارالاصلاح.	N;FEM;SG	N;NOM;MASC;SG;3
casa	بل	casa	بل	N;FEM;SG	N;NOM;MASC;SG;3
casa	پالتو	casa	پالتو	N;FEM;SG	N;NOM;MASC;SG;3
casa	گھر	casa	گھر	N;FEM;SG	N;NOM;MASC;SG;3
casa	سوراخ	casa	سوراخ	N;FEM;SG	N;NOM;MASC;SG;3
casa	دارالاصلاح.	casa	دارالاصلاح.	N;FEM;SG	N;NOM;MASC;SG;3
casa	بل	casa	بل	N;FEM;SG	N;NOM;MASC;SG;3
casa	جگہ	casa	جگہ	N;FEM;SG	N;NOM;MASC;SG;3
lugar	مرتبہ	lugar	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
lugar	منصب	lugar	منصب	N;MASC;SG	N;NOM;MASC;SG;3
lugar	احاطہ	lugar	احاطہ	N;MASC;SG	N;NOM;MASC;SG;3
lugar	نشست	lugar	نشست	N;MASC;SG	N;NOM;MASC;SG;3
lugar	شہر	lugar	شہر	N;MASC;SG	N;ACC;MASC;SG;3
lugar	مرتبہ	lugar	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
lugar	مقام	lugar	مقام	N;MASC;SG	N;NOM;MASC;SG;3
lugar	منصب	lugar	منصب	N;MASC;SG	N;NOM;MASC;SG;3
lugar	احاطہ	lugar	احاطہ	N;MASC;SG	N;NOM;MASC;SG;3
lugar	نشست	lugar	نشست	N;MASC;SG	N;NOM;MASC;SG;3
lugar	شہر	lugar	شہر	N;MASC;SG	N;ACC;MASC;SG;3
filho	قبیلے	filho	قبیلہ	N;MASC;SG	N;NOM;MASC;SG;3
filho	بیٹا	filho	بیٹا	N;MASC;SG	N;NOM;MASC;SG;3
filho	قبیلے	filho	قبیلہ	N;MASC;SG	N;NOM;MASC;SG;3
governo	حکومت	governo	حکومت	N;MASC;SG	N;NOM;FEM;SG;3
governo	حکمرانی.	governo	حکمرانی.	N;MASC;SG	N;NOM;MASC;SG;3
fazer	دیکھنا	fazer	دیکھ	V;NFIN	V;NFIN
fazer	بچارنا	fazer	بچار	V;NFIN	V;NFIN;ACT
fazer	پکانا	fazer	پکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
fazer	بخشنا	fazer	بخشنا	V;NFIN	V;SG;ACT
fazer	سنوارنا	fazer	سنوار	V;NFIN	V;MASC;SG;NFIN;ACT
fazer	کارروائی.	fazer	کارروائی.	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
fazer	دیکھنا	fazer	دیکھ	V;NFIN	V;NFIN
fazer	بچارنا	fazer	بچار	V;NFIN	V;NFIN;ACT
fazer	پکانا	fazer	پکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
fazer	بخشنا	fazer	بخشنا	V;NFIN	V;SG;ACT
fazer	کرنا	fazer	کر	V;NFIN	V;MASC;SG;NFIN;ACT
fazer	سنوارنا	fazer	سنوار	V;NFIN	V;MASC;SG;NFIN;ACT
fazer	کارروائی.	fazer	کارروائی.	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
local	جگہ	local	جگہ	N;MASC;SG	N;NOM;MASC;SG;3
local	محل	local	محل	N;MASC;SG	N;NOM;MASC;SG;3
local	جگہ	local	جگہ	N;MASC;SG	N;NOM;MASC;SG;3
local	محل	local	محل	N;MASC;SG	N;NOM;MASC;SG;3
local	مرتبہ	local	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
local	منصب	local	منصب	N;MASC;SG	N;NOM;MASC;SG;3
local	احاطہ	local	احاطہ	N;MASC;SG	N;NOM;MASC;SG;3
local	نشست	local	نشست	N;MASC;SG	N;NOM;MASC;SG;3
local	شہر	local	شہر	N;MASC;SG	N;ACC;MASC;SG;3
local	مرتبہ	local	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
local	مقام	local	مقام	N;MASC;SG	N;NOM;MASC;SG;3
local	منصب	local	منصب	N;MASC;SG	N;NOM;MASC;SG;3
local	احاطہ	local	احاطہ	N;MASC;SG	N;NOM;MASC;SG;3
local	نشست	local	نشست	N;MASC;SG	N;NOM;MASC;SG;3
local	شہر	local	شہر	N;MASC;SG	N;ACC;MASC;SG;3
local	محلہ	local	محلہ	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	دھوکا	trabalho	دھوکا	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	فریب	trabalho	فریب	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	کیفیت	trabalho	کیفیت	N;MASC;SG	N;NOM;FEM;SG;3
trabalho	روزگار	trabalho	روزگار	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	شغل	trabalho	شغل	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	کام	trabalho	کام	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	دھندا	trabalho	دھندا	N;MASC;SG	N;NOM;MASC;SG;3
trabalho	روزگار	trabalho	روزگار	N;MASC;SG	N;NOM;MASC;SG;3
acordo	اقرار	acordo	اقرار	N;MASC;SG	N;NOM;MASC;SG;3
acordo	معاہدہ	acordo	معاہدہ	N;MASC;SG	N;NOM;MASC;SG;3
acordo	توافق	acordo	توافق	N;MASC;SG	N;NOM;MASC;SG;3
acordo	انعقاد	acordo	انعقاد	N;MASC;SG	N;NOM;MASC;SG;3
acordo	تنظیم	acordo	تنظیم	N;MASC;SG	N;NOM;FEM;SG;3
acordo	ترتیب	acordo	ترتیب	N;MASC;SG	N;NOM;FEM;SG;3
acordo	انعقاد	acordo	انعقاد	N;MASC;SG	N;NOM;MASC;SG;3
número	ٹولی	número	ٹولی	N;MASC;SG	N;NOM;FEM;SG;3
número	کمپنی	número	کمپنی	N;MASC;SG	N;NOM;FEM;SG;3
número	گروہ	número	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
número	جماعت	número	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
número	رقص	número	رقص	N;MASC;SG	N;NOM;MASC;SG;3
terra	دنیا	terra	دنیا	N;FEM;SG	N;NOM;FEM;SG;3
terra	قوم	terra	قوم	N;FEM;SG	N;NOM;MASC;SG;3
terra	پانی	terra	پانی	N;FEM;SG	N;NOM;MASC;SG;3
terra	قوم	terra	قوم	N;FEM;SG	N;NOM;MASC;SG;3
terra	پانی	terra	پانی	N;FEM;SG	N;NOM;MASC;SG;3
terra	زمین	terra	زمین	N;FEM;SG	N;NOM;FEM;SG;3
gênero	طنز	gênero	طنز	N;MASC;SG	N;NOM;MASC;SG;3
gênero	جنس	gênero	جنس	N;MASC;SG	N;NOM;MASC;SG;3
igreja	عبادت	igreja	عبادت	N;FEM;SG	N;NOM;FEM;SG;3
igreja	عبادت	igreja	عبادت	N;FEM;SG	N;NOM;FEM;SG;3
início	اضطراری	início	اضطراری	N;MASC;SG	N;NOM;MASC;SG;3
início	حیرت	início	حیرت	N;MASC;SG	N;NOM;MASC;SG;3
início	سرا	início	سرا	N;MASC;SG	N;NOM;MASC;SG;3
tipo	گروہ	tipo	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
tipo	قسم	tipo	قسم	N;MASC;SG	N;NOM;MASC;SG;3
tipo	جماعت	tipo	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
tipo	وضع	tipo	وضع	N;MASC;SG	N;NOM;MASC;SG;3
tipo	گروہ	tipo	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
tipo	قسم	tipo	قسم	N;MASC;SG	N;NOM;MASC;SG;3
tipo	جماعت	tipo	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
canção	گیت	canção	گیت	N;FEM;SG	N;NOM;MASC;SG;3
canção	شاعری	canção	شاعری	N;FEM;SG	N;NOM;MASC;SG;3
água	سینچنا.	água	سینچنا.	N;FEM;SG	N;NOM;MASC;SG;3
água	جھیل	água	جھیل	N;FEM;SG	N;NOM;MASC;SG;3
água	آب	água	آب	N;FEM;SG	N;NOM;MASC;SG;3
água	سینچنا.	água	سینچنا.	N;FEM;SG	N;NOM;MASC;SG;3
água	جھیل	água	جھیل	N;FEM;SG	N;NOM;MASC;SG;3
época	گرمی	época	گرمی	N;FEM;SG	N;NOM;FEM;SG;3
morte	موت	morte	موت	N;FEM;SG	N;NOM;FEM;SG;3
sob	زیر	sob	زیر	ADP	ADP;NOM;MASC;SG
temporada	گرمی	temporada	گرمی	N;FEM;SG	N;NOM;FEM;SG;3
time	دور	time	دور	N;MASC;SG	N;NOM;MASC;SG;3
time	عہد	time	عہد	N;MASC;SG	N;NOM;MASC;SG;3
time	دور	time	دور	N;MASC;SG	N;NOM;MASC;SG;3
faz	دیکھنا	fazer	دیکھ	V;IND;SG;3;PRS;FIN	V;NFIN
faz	بچارنا	fazer	بچار	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
faz	پکانا	fazer	پکانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
faz	بخشنا	fazer	بخشنا	V;IND;SG;3;PRS;FIN	V;SG;ACT
faz	سنوارنا	fazer	سنوار	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
faz	کارروائی.	fazer	کارروائی.	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
faz	دیکھنا	fazer	دیکھ	V;IND;SG;3;PRS;FIN	V;NFIN
faz	بچارنا	fazer	بچار	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
faz	پکانا	fazer	پکانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
faz	بخشنا	fazer	بخشنا	V;IND;SG;3;PRS;FIN	V;SG;ACT
faz	کرنا	fazer	کر	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
faz	سنوارنا	fazer	سنوار	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
faz	کارروائی.	fazer	کارروائی.	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
geral	برتر	geral	برتر	N;MASC;SG	N;NOM;MASC;SG;3
geral	برتر	geral	برتر	N;MASC;SG	N;NOM;MASC;SG;3
style	باریک	style	باریک	N;MASC;SG	N;NOM;MASC;SG;3
style	انداز	style	انداز	N;MASC;SG	N;NOM;MASC;SG;3
style	وضع	style	وضع	N;MASC;SG	N;NOM;MASC;SG;3
style	باریک	style	باریک	N;MASC;SG	N;NOM;MASC;SG;3
fim	تباہی	fim	تباہی	N;MASC;SG	N;NOM;MASC;SG;3
fim	جواز	fim	جواز	N;MASC;SG	N;NOM;MASC;SG;3
carlos	آدمی	carlo	آدمی	N;MASC;SG	N;NOM;MASC;SG;3
porto	جہاز	porto	جہاز	N;MASC;SG	N;NOM;MASC;SG;3
porto	بھاپ	porto	بھاپ	N;MASC;SG	N;NOM;MASC;SG;3
sempre	ہمیشہ	sempre	ہمیشہ	ADV	ADV
livro	رسالہ	livro	رسالہ	N;MASC;SG	N;NOM;MASC;SG;3
livro	جریدہ	livro	جریدہ	N;MASC;SG	N;NOM;MASC;SG;3
livro	لیبل	livro	لیبل	N;MASC;SG	N;NOM;MASC;SG;3
lado	پہلو	lado	پہلو	N;MASC;SG	N;NOM;MASC;SG;3
lado	عنصر	lado	عنصر	N;MASC;SG	N;NOM;MASC;SG;3
lado	تحتی	lado	تحتی	N;MASC;SG	N;NOM;MASC;SG;3
lado	رخ	lado	رخ	N;MASC;SG	N;NOM;MASC;SG;3
lado	کھیل	lado	کھیل	N;MASC;SG	N;NOM;MASC;SG;3
lado	کردار	lado	کردار	N;MASC;SG	N;NOM;MASC;SG;3
lado	بازو	lado	بازو	N;MASC;SG	N;NOM;MASC;SG;3
lado	پہلو	lado	پہلو	N;MASC;SG	N;NOM;MASC;SG;3
lado	عنصر	lado	عنصر	N;MASC;SG	N;NOM;MASC;SG;3
lado	تحتی	lado	تحتی	N;MASC;SG	N;NOM;MASC;SG;3
lado	رخ	lado	رخ	N;MASC;SG	N;NOM;MASC;SG;3
lado	کھیل	lado	کھیل	N;MASC;SG	N;NOM;MASC;SG;3
lado	کردار	lado	کردار	N;MASC;SG	N;NOM;MASC;SG;3
lado	بازو	lado	بازو	N;MASC;SG	N;NOM;MASC;SG;3
escola	تربیت	escola	تربیت	N;FEM;SG	N;NOM;MASC;SG;3
escola	اسکول	escola	اسکول	N;FEM;SG	N;NOM;MASC;SG;3
copa	پیالی	copa	پیالی	N;FEM;SG	N;NOM;FEM;SG;3
posição	مرتبہ	posição	مرتبہ	N;FEM;SG	N;NOM;MASC;SG;3
posição	موقف	posição	موقف	N;FEM;SG	N;NOM;MASC;SG;3
posição	ترتیب	posição	ترتیب	N;FEM;SG	N;NOM;FEM;SG;3
posição	روزگار	posição	روزگار	N;FEM;SG	N;NOM;MASC;SG;3
posição	کیفیت	posição	کیفیت	N;FEM;SG	N;NOM;FEM;SG;3
internacional	واقع	internacional	واقع	ADJ;MASC;SG	ADJ
internacional	مستعمل	internacional	مستعمل	ADJ;MASC;SG	ADJ
província	صوبہ	província	صوبہ	N;FEM;SG	N;NOM;MASC;SG;3
embora	اگرچہ	embora	اگرچہ	CONJ	CONJ
porque	چونکہ	porque	چونکہ	CONJ	CONJ
