que	že	que	že	CONJ	CONJ
guerra	válčení	guerra	válčení	N;FEM;SG	N;NOM;NEUT;SG;POS
aunque	ačkoliv	aunque	ačkoliv	CONJ	CONJ
aunque	ačkoli	aunque	ačkoliv	CONJ	CONJ
aunque	třebaže	aunque	třebaže	CONJ	CONJ
aunque	ačkoliv	aunque	ačkoliv	CONJ	CONJ
aunque	ačkoli	aunque	ačkoliv	CONJ	CONJ
familia	rodina	familia	rodina	N;FEM;SG	N;NOM;FEM;SG;POS
familia	rodinka	familia	rodina	N;FEM;SG	N;NOM;FEM;SG;POS
además	rovněž	además	rovněž	ADV	ADV
además	také	además	také	ADV	ADV
además	též	además	též	ADV	ADV
además	taky	además	také	ADV	ADV
además	navíc	además	navíc	ADV	ADV
sur	jih	sur	jih	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tiempo	počasí	tiempo	počasí	N;MASC;SG	N;NOM;NEUT;SG;POS
tiempo	čas	tiempo	čas	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tiempo	doba	tiempo	doba	N;MASC;SG	N;NOM;FEM;SG;POS
tiempo	time	tiempo	time	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
provincia	provincie	provincia	provincie	N;FEM;SG	N;NOM;FEM;SG;POS
provincia	provincii	provincia	provincie	N;FEM;SG	N;DAT;FEM;SG;POS
partido	večírek	partido	večírek	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
partido	strana	partido	strana	N;MASC;SG	N;NOM;FEM;SG;POS
partido	zápas	partido	zápas	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
partido	utkání	partido	utkání	N;MASC;SG	N;NOM;NEUT;SG;POS
partido	shoda	partido	shoda	N;MASC;SG	N;NOM;FEM;SG;POS
contra	proti	contra	proti	ADP	ADP;DAT
encuentra	najít	encontrar	najít	V;IND;SG;3;PRS;FIN	V;POS;NFIN
encuentra	najde	encontrar	najít	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
municipio	obec	municipio	obec	N;MASC;SG	N;NOM;FEM;SG;POS
bajo	pod	bajo	pod	ADP	ADP;ACC
serie	seriál	serie	seriál	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
serie	řada	serie	řada	N;FEM;SG	N;NOM;FEM;SG;POS
serie	série	serie	série	N;FEM;SG	N;NOM;FEM;SG;POS
fútbol	fotbal	fútbol	fotbal	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
fútbol	fotbal	fútbol	fotbal	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
equipo	zařízení	equipo	zařízení	N;MASC;SG	N;NOM;NEUT;SG;POS
equipo	vybavení	equipo	vybavení	N;MASC;SG	N;NOM;NEUT;SG;POS
equipo	výbava	equipo	výbava	N;MASC;SG	N;NOM;FEM;SG;POS
equipo	mužstvo	equipo	mužstvo	N;MASC;SG	N;NOM;NEUT;SG;POS
equipo	tým	equipo	tým	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
equipo	team	equipo	team	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
norte	sever	norte	sever	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
río	řece	río	řeka	N;MASC;SG	N;DAT;FEM;SG;POS
río	řeka	río	řeka	N;MASC;SG	N;NOM;FEM;SG;POS
argentina	argentinské	argentino	argentinský	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
inglés	angličtina	inglés	angličtina	N;MASC;SG	N;NOM;FEM;SG;POS
nuevo	nový	nuevo	nový	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
nuevo	nová	nuevo	nový	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
septiembre	září	septiembre	září	N	N;NOM;NEUT;SG;POS
octubre	říjen	octubre	říjen	N	N;INAN;NOM;MASC;SG;POS
octubre	října	octubre	říjen	N	N;INAN;GEN;MASC;SG;POS
segunda	druhé	segundo	druhý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
segunda	druhá	segundo	druhý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
segunda	druhý	segundo	druhý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
discusión	diskuse	discusión	diskuse	N;FEM;SG	N;NOM;FEM;SG;POS
discusión	diskuze	discusión	diskuse	N;FEM;SG	N;NOM;FEM;SG;POS
gobierno	vládnutí	gobierno	vládnutí	N;MASC;SG	N;NOM;NEUT;SG;POS
gobierno	správa	gobierno	správa	N;MASC;SG	N;NOM;FEM;SG;POS
gobierno	vládou	gobierno	vláda	N;MASC;SG	N;INS;FEM;SG;POS
gobierno	vláda	gobierno	vláda	N;MASC;SG	N;NOM;FEM;SG;POS
condado	hrabství	condado	hrabství	N;MASC;SG	N;NOM;NEUT;SG;POS
condado	okres	condado	okres	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
final	konec	final	konec	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
final	finále	final	finále	N;MASC;SG	N;NOM;NEUT;SG;POS
final	finále	final	finále	N;MASC;SG	N;NOM;NEUT;SG;POS
final	finále	final	finále	N;MASC;SG	N;NOM;NEUT;SG;POS
vida	zivot	vida	zivot	N;FEM;SG	N;NOM;MASC;SG;POS
vida	život	vida	život	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
vida	vida	vida	vida	N;FEM;SG	N;NOM;MASC;SG;POS
personas	osob	persona	osoba	N;FEM;PL	N;GEN;FEM;PL;POS
personas	osoby	persona	osoba	N;FEM;PL	N;NOM;FEM;PL;POS
personas	osobám	persona	osoba	N;FEM;PL	N;DAT;FEM;PL;POS
personas	lidí	persona	člověk	N;FEM;PL	N;ANIM;GEN;MASC;PL;POS
personas	lidi	persona	člověk	N;FEM;PL	N;ANIM;NOM;MASC;PL;POS
personas	lidé	persona	člověk	N;FEM;PL	N;ANIM;NOM;MASC;PL;POS
personas	lidem	persona	člověk	N;FEM;PL	N;ANIM;DAT;MASC;PL;POS
español	španělština	español	španělština	N;MASC;SG	N;NOM;FEM;SG;POS
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;NEUT;SG;POS
centro	centro	centro	centro	N;MASC;SG	N;NOM;MASC;SG;POS
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;NEUT;SG;POS
centro	střed	centro	střed	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;NEUT;SG;POS
centro	středisko	centro	středisko	N;MASC;SG	N;NOM;NEUT;SG;POS
centro	střed	centro	střed	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
julio	julius	julio	julius	N	N;ANIM;NOM;MASC;SG;POS
julio	červenec	julio	červenec	N	N;INAN;NOM;MASC;SG;POS
julio	července	julio	červenec	N	N;INAN;GEN;MASC;SG;POS
lincoln	lincoln	lincoln	lincoln	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
lincoln	lincolna	lincoln	lincolna	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
país	zemi	país	země	N;MASC;SG	N;ACC;FEM;SG;POS
país	země	país	země	N;MASC;SG	N;NOM;FEM;SG;POS
mientras	zatímco	mientras	zatímco	CONJ	CONJ
web	web	web	web	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
web	web	web	web	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
web	webu	web	web	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
internacional	mezinárodní	internacional	mezinárodní	ADJ;SG	ADJ;NOM;MASC;SG;POS
santa	svatý	santo	svatý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
santa	svaté	santo	svatý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
santa	svatá	santo	svatý	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
santa	svatý	santo	svatý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
santa	svatá	santo	svatý	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
antes	dříve	antes	brzy	ADV	ADV;CMPR;POS
antes	předtím	antes	předtím	ADV	ADV
antes	předtím	antes	předtím	ADV	ADV
oficial	oficiální	oficial	oficiální	ADJ;SG	ADJ;NOM;MASC;SG;POS
oficial	úřední	oficial	úřední	ADJ;SG	ADJ;NOM;MASC;SG;POS
mundo	svět	mundo	svět	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
embargo	embargo	embargo	embargo	N;MASC;SG	N;NOM;NEUT;SG;POS
mayo	máj	mayo	máj	N	N;INAN;NOM;MASC;SG;POS
mayo	květen	mayo	květen	N	N;INAN;NOM;MASC;SG;POS
mayo	května	mayo	květen	N	N;INAN;GEN;MASC;SG;POS
temporada	sezóna	temporada	sezóna	N;FEM;SG	N;NOM;FEM;SG;POS
temporada	sezónu	temporada	sezóna	N;FEM;SG	N;ACC;FEM;SG;POS
temporada	sezona	temporada	sezóna	N;FEM;SG	N;NOM;FEM;SG;POS
hacia	vstříc	hacia	vstříc	ADP	ADP;DAT
mejor	lépe	mejor	dobře	ADV	ADV;CMPR;POS
mejor	nejlépe	mejor	dobře	ADV	ADV;RL;POS
luego	pak	luego	pak	ADV	ADV
marzo	březen	marzo	březen	N	N;INAN;NOM;MASC;SG;POS
marzo	března	marzo	březen	N	N;INAN;GEN;MASC;SG;POS
marzo	pochod	marzo	pochod	N	N;INAN;NOM;MASC;SG;POS
día	dne	día	den	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
día	den	día	den	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
siendo	být	ser	být	V;V.MSDR	V;POS;NFIN
madrid	liverpoolu	madrid	liverpool	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
enero	honza	enero	honza	N	N;ANIM;NOM;MASC;SG;POS
enero	lednu	enero	leden	N	N;INAN;DAT;MASC;SG;POS
enero	leden	enero	leden	N	N;INAN;NOM;MASC;SG;POS
enero	ledna	enero	leden	N	N;INAN;GEN;MASC;SG;POS
número	číslo	número	číslo	N;MASC;SG	N;NOM;NEUT;SG;POS
número	počet	número	počet	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
agosto	srpen	agosto	srpen	N	N;INAN;NOM;MASC;SG;POS
agosto	srpna	agosto	srpen	N	N;INAN;GEN;MASC;SG;POS
agosto	srpen	agosto	srpen	N	N;INAN;NOM;MASC;SG;POS
diciembre	prosince	diciembre	prosinec	N	N;INAN;GEN;MASC;SG;POS
diciembre	prosinec	diciembre	prosinec	N	N;INAN;NOM;MASC;SG;POS
diciembre	prosinci	diciembre	prosinec	N	N;INAN;DAT;MASC;SG;POS
artículo	článek	artículo	článek	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
artículo	článku	artículo	článek	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
artículo	položka	artículo	položka	N;MASC;SG	N;NOM;FEM;SG;POS
artículo	položku	artículo	položka	N;MASC;SG	N;ACC;FEM;SG;POS
artículo	předmět	artículo	předmět	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
noviembre	listopadu	noviembre	listopad	N	N;INAN;GEN;MASC;SG;POS
noviembre	listopad	noviembre	listopad	N	N;INAN;NOM;MASC;SG;POS
noviembre	listopad	noviembre	listopad	N	N;INAN;NOM;MASC;SG;POS
abril	duben	abril	duben	N	N;INAN;NOM;MASC;SG;POS
abril	dubna	abril	duben	N	N;INAN;GEN;MASC;SG;POS
total	celková	total	celkový	ADJ;SG	ADJ;NOM;FEM;SG;POS
total	celkové	total	celkový	ADJ;SG	ADJ;NOM;NEUT;SG;POS
total	celkový	total	celkový	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
región	region	región	region	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
región	regionu	región	region	N;FEM;SG	N;INAN;DAT;MASC;SG;POS
región	oblast	región	oblast	N;FEM;SG	N;NOM;FEM;SG;POS
región	kraj	región	kraj	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
sistema	systém	sistema	systém	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
sistema	system	sistema	system	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
sistema	systému	sistema	systém	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
habitantes	obyvatelé	habitante	obyvatel	N;PL	N;ANIM;NOM;MASC;PL;POS
habitantes	obyvatelé	habitante	obyvatel	N;PL	N;ANIM;NOM;MASC;PL;POS
maría	marie	maría	marie	N;FEM;SG	N;NOM;FEM;SG;POS
maría	marie	maría	marie	N;FEM;SG	N;NOM;FEM;SG;POS
maría	marie	maría	marie	N;FEM;SG	N;NOM;FEM;SG;POS
maría	marii	maría	marie	N;FEM;SG	N;ACC;FEM;SG;POS
real	skutečný	real	skutečný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
real	skutečná	real	skutečný	ADJ;SG	ADJ;NOM;FEM;SG;POS
real	opravdový	real	opravdový	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
real	reálné	real	reálný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
real	královské	real	královský	ADJ;SG	ADJ;NOM;NEUT;SG;POS
real	královská	real	královský	ADJ;SG	ADJ;NOM;FEM;SG;POS
real	královský	real	královský	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
página	strana	página	strana	N;FEM;SG	N;NOM;FEM;SG;POS
página	stránka	página	stránka	N;FEM;SG	N;NOM;FEM;SG;POS
página	stránku	página	stránka	N;FEM;SG	N;ACC;FEM;SG;POS
mundial	celosvětový	mundial	celosvětový	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
mundial	celosvětové	mundial	celosvětový	ADJ;SG	ADJ;NOM;NEUT;SG;POS
mundial	celosvětová	mundial	celosvětový	ADJ;SG	ADJ;NOM;FEM;SG;POS
mundial	world	mundial	world	ADJ;SG	ADJ;POS
mundial	světový	mundial	světový	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
mundial	světová	mundial	světový	ADJ;SG	ADJ;NOM;FEM;SG;POS
mundial	světové	mundial	světový	ADJ;SG	ADJ;NOM;FEM;SG;POS
mundial	celosvětová	mundial	celosvětový	ADJ;SG	ADJ;NOM;FEM;SG;POS
mundial	globální	mundial	globální	ADJ;SG	ADJ;NOM;MASC;SG;POS
música	hudbu	música	hudba	N;FEM;SG	N;ACC;FEM;SG;POS
música	hudba	música	hudba	N;FEM;SG	N;NOM;FEM;SG;POS
presidente	předsedkyně	presidente	předsedkyně	N;MASC;SG	N;NOM;FEM;SG;POS
presidente	předseda	presidente	předseda	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
presidente	prezident	presidente	prezident	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
presidente	předseda	presidente	předseda	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
presidente	president	presidente	prezident	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
presidente	prezidenta	presidente	prezident	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
presidente	prezidentka	presidente	prezidentka	N;MASC;SG	N;NOM;FEM;SG;POS
casa	sněmovna	casa	sněmovna	N;FEM;SG	N;NOM;FEM;SG;POS
casa	domeček	casa	domeček	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
casa	dům	casa	dům	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
casa	domov	casa	domov	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
sólo	jedině	sólo	jedině	ADV	ADV;POS
sólo	pouze	sólo	pouze	ADV	ADV
sólo	prostě	sólo	prostě	ADV	ADV;POS
álbum	album	álbum	album	N;MASC;SG	N;NOM;NEUT;SG;POS
debido	splatné	debido	splatný	ADJ	ADJ;NOM;MASC;PL;POS
cuenta	počítat	contar	počítat	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
cuenta	počítá	contar	počítat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
junio	červen	junio	červen	N	N;INAN;NOM;MASC;SG;POS
junio	června	junio	červen	N	N;INAN;GEN;MASC;SG;POS
febrero	února	febrero	únor	N	N;INAN;GEN;MASC;SG;POS
febrero	únor	febrero	únor	N	N;INAN;NOM;MASC;SG;POS
ella	ona	él	on	PRO;FEM;SG;3	PRO;NOM;FEM;SG;3
ella	jí	él	on	PRO;FEM;SG;3	PRO;DAT;FEM;SG;3
ella	ji	él	on	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
ella	ní	él	on	PRO;FEM;SG;3	PRO;DAT;FEM;SG;3
pueden	mohou	poder	moci	V;IND;PL;3;PRS;FIN	V;IND;PL;3;POS;PRS;FIN;ACT
solo	jedině	solo	jedině	ADV	ADV;POS
solo	pouze	solo	pouze	ADV	ADV
solo	prostě	solo	prostě	ADV	ADV;POS
tipo	druh	tipo	druh	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tipo	typu	tipo	typ	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
tipo	typ	tipo	typ	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tipo	type	tipo	typ	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
obra	práce	obra	práce	N;FEM;SG	N;NOM;FEM;SG;POS
obra	prace	obra	prace	N;FEM;SG	N;NOM;FEM;SG;POS
obra	práci	obra	práce	N;FEM;SG	N;ACC;FEM;SG;POS
iglesia	kostela	iglesia	kostel	N;FEM;SG	N;INAN;GEN;MASC;SG;POS
iglesia	kostel	iglesia	kostel	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
iglesia	církev	iglesia	církev	N;FEM;SG	N;NOM;FEM;SG;POS
película	film	película	film	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
película	film	película	film	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
entonces	pak	entonces	pak	ADV	ADV
banda	band	banda	banda	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
banda	kapela	banda	kapela	N;FEM;SG	N;NOM;FEM;SG;POS
banda	pásmo	banda	pásmo	N;FEM;SG	N;NOM;NEUT;SG;POS
banda	gang	banda	gang	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cuatro	čtyři	cuatro	čtyři	NUM;PL	NUM;NOM;PL
zona	pásmo	zona	pásmo	N;FEM;SG	N;NOM;NEUT;SG;POS
zona	zóna	zona	zóna	N;FEM;SG	N;NOM;FEM;SG;POS
zona	oblast	zona	oblast	N;FEM;SG	N;NOM;FEM;SG;POS
zona	plocha	zona	plocha	N;FEM;SG	N;NOM;FEM;SG;POS
televisión	tv	televisión	televizní	N;FEM;SG	N;FEM;POS
televisión	televize	televisión	televize	N;FEM;SG	N;NOM;FEM;SG;POS
principal	hlavní	principal	hlavní	ADJ;SG	ADJ;NOM;MASC;SG;POS
tuvo	měl	tener	mít	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
carlos	karle	carlo	karle	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
carlos	charlesi	carlo	charlese	N;MASC;SG	N;ANIM;DAT;MASC;SG;POS
carlos	charlieho	carlo	charlie	N;MASC;SG	N;ANIM;GEN;MASC;SG;POS
carlos	charlie	carlo	charlie	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
rey	král	rey	král	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
rey	krále	rey	král	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
rey	králi	rey	král	N;MASC;SG	N;ANIM;DAT;MASC;SG;POS
premio	cena	premio	cena	N;MASC;SG	N;NOM;FEM;SG;POS
premio	ocenění	premio	ocenění	N;MASC;SG	N;NOM;NEUT;SG;POS
premio	zadání	premio	zadání	N;MASC;SG	N;NOM;NEUT;SG;POS
hace	dělá	hacer	dělat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
