for	για	for	για	ADP	ADP
del	μετοχή	del	μετοχή	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
del	μερίδιο	del	μερίδιο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
født	γεννήθηκα	føde	γεννώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;PASS
født	γεννημένος	føde	γεννημένος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
født	γεννήθηκε	føde	γεννώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
mellem	μεταξύ	mellem	μεταξύ	ADP	ADP
mellem	μεταξυ	mellem	μεταξυ	ADP	ADP
flere	πολλαπλές	mange	πολλαπλά	ADJ;CMPR;PL	ADJ;NOM;FEM;PL
flere	περισσότεροι	mange	πολύς	ADJ;CMPR;PL	ADJ;NOM;CMPR;MASC;PL
flere	περισσότερες	mange	πολύς	ADJ;CMPR;PL	ADJ;NOM;CMPR;FEM;PL
flere	περισσότερα	mange	πολύς	ADJ;CMPR;PL	ADJ;NOM;CMPR;NEUT;PL
dette	αυτο	denne	αυτός	PRO;NEUT;SG	PRO;NOM;NEUT;SG;3
dette	αυτό	denne	αυτός	PRO;NEUT;SG	PRO;NOM;NEUT;SG;3
alle	όλοι	al	όλος	ADJ;PL	ADJ;NOM;MASC;PL
alle	όλες	al	όλος	ADJ;PL	ADJ;NOM;FEM;PL
alle	όλα	al	όλος	ADJ;PL	ADJ;NOM;NEUT;PL
alle	όλοι	al	όλος	ADJ;PL	ADJ;NOM;MASC;PL
mange	πολλά	mange	πολύς	ADJ;PL	ADJ;NOM;NEUT;PL
mange	πολλοι	mange	πολύς	ADJ;PL	ADJ;NOM;MASC;PL
mange	πολλοί	mange	πολύς	ADJ;PL	ADJ;NOM;MASC;PL
mange	πολλές	mange	πολύς	ADJ;PL	ADJ;NOM;FEM;PL
team	ομαδα	team	ομαδα	N;INDF;NEUT;SG	N;NOM;FEM;SG
team	ομάδα	team	ομάδα	N;INDF;NEUT;SG	N;ACC;FEM;SG
senere	αργότερα	senere	αργά	ADV;CMPR	ADV;CMPR
senere	αργοτερα	senere	αργά	ADV;CMPR	ADV
kun	μόνον	kun	μόνο	ADV	ADV
kun	μόνο	kun	μόνο	ADV	ADV
kun	μονο	kun	μονο	ADV	ADV
dog	εντούτοις	dog	εντούτοις	ADV	ADV
tidligere	προηγουμένως	tidligere	προηγουμένως	ADV;CMPR	ADV
tidligere	νωρίτερα	tidligere	νωρίς	ADV;CMPR	ADV;CMPR
tidligere	πρώην	tidligere	πρώην	ADV;CMPR	ADV
tidligere	προηγούμενα	tidligere	προηγούμενος	ADV;CMPR	ADV
skal	πρέπει	skulle	πρέπει	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mere	περισσότερο	mere	πολύ	ADV;CMPR	ADV;CMPR
mere	πιο	mere	πιο	ADV;CMPR	ADV
store	μεγάλα	stor	μεγάλος	ADJ;PL	ADJ;NOM;NEUT;PL
store	μεγάλα	stor	μεγάλος	ADJ;PL	ADJ;NOM;NEUT;PL
sammen	μαζί	sammen	μαζί	ADV	ADV
bliver	μένοντας	blive	μένω	V;IND;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
samme	ίδια	samme	ίδιος	ADJ	ADJ;NOM;FEM;SG
samme	ίδιο	samme	ίδιος	ADJ	ADJ;NOM;NEUT;SG
samme	ίδιοι	samme	ίδιος	ADJ	ADJ;NOM;MASC;PL
omkring	περίπου	omkring	περίπου	ADV	ADV
omkring	γύρω	omkring	γύρω	ADV	ADV
omkring	γυρω	omkring	γυρω	ADV	ADV
omkring	τριγύρω	omkring	τριγύρω	ADV	ADV
tre	τρεις	tre	τρεις	NUM	NUM;NOM;MASC;PL
tre	τρία	tre	τρεις	NUM	NUM;NOM;NEUT;PL
tre	τρια	tre	τρεις	NUM	NUM
byen	πολη	by	πολη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
byen	πόλη	by	πόλη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
byen	πολη	by	πολη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
byen	πόλη	by	πόλη	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
disse	αυτά	denne	αυτός	PRO;PL	PRO;NOM;NEUT;PL;3
disse	αυτές	denne	αυτός	PRO;PL	PRO;NOM;FEM;PL;3
disse	αυτα	denne	αυτός	PRO;PL	PRO;NOM;NEUT;PL;3
nogle	μερικές	nogen	μερικοί	PRO;PL	PRO;NOM;FEM;PL;3
nogle	κάποια	nogen	κάποιος	PRO;PL	PRO;NOM;NEUT;PL;3
nogle	κάποιοι	nogen	κάποιος	PRO;PL	PRO;NOM;MASC;PL;3
nogle	μερικοί	nogen	μερικοί	PRO;PL	PRO;NOM;MASC;PL;3
nogle	μερικά	nogen	μερικοί	PRO;PL	PRO;NOM;NEUT;PL;3
maj	μάιος	maj	μάιος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
maj	μάης	maj	μάος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mens	ενώ	mens	ενώ	CONJ	CONJ
dag	μερα	dag	μερα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dag	ημερα	dag	ημερα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dag	ημέρα	dag	ημέρα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dag	μέρα	dag	μέρα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
her	εδω	her	εδω	ADV	ADV
her	εδώ	her	εδώ	ADV	ADV
tilbage	πισω	tilbage	πισω	ADV	ADV
tilbage	πίσω	tilbage	πίσω	ADV	ADV
kommune	δήμος	kommune	δήμος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
død	θάνατος	død	θάνατος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
død	θάνατο	død	θάνατος	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
død	νεκρή	død	νεκρός	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
død	νεκρό	død	νεκρός	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
findes	υπάρχεις	findes	ύπαρχης	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
findes	υπάρχω	findes	υπάρχω	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
august	αύγουστος	august	αύγουστος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
august	αύγουστο	august	αύγουστος	N;INDF;MASC+FEM;SG	N
august	αυγούστου	august	αυγούστος	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
gang	χρόνος	gang	χρόνος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gang	ώρα	gang	ώρα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
gang	φορά	gang	φορά	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
gang	ωρα	gang	ωρα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
gang	χρόνο	gang	χρόνος	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
forskellige	διαφορετικοί	forskellig	διαφορετικός	ADJ;PL	ADJ;NOM;MASC;PL
forskellige	διάφορες	forskellig	διάφορος	ADJ;PL	ADJ;NOM;FEM;PL
tid	χρόνος	tid	χρόνος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tid	ώρα	tid	ώρα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
tid	φορά	tid	φορά	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
tid	ωρα	tid	ωρα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
tid	χρόνο	tid	χρόνος	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
nye	νέα	ny	νέος	ADJ;PL	ADJ;NOM;NEUT;PL
januar	ιανουάριο	januar	ιανουάριο	N;INDF;MASC+FEM;SG	N
januar	ιανουάριος	januar	ιανουάριος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
stor	μεγάλο	stor	μεγάλος	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
stor	μεγάλη	stor	μεγάλος	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
stor	μεγάλος	stor	μεγάλος	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
stor	μεγάλο	stor	μεγάλος	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
stor	τέλεια	stor	τέλεια	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
når	όταν	når	όταν	CONJ	CONJ
når	οταν	når	οταν	CONJ	CONJ
juni	ιουνίου	juni	ιούνιος	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
kendt	γνωστή	kendt	γνωστός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kendt	γνωστός	kendt	γνωστός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
kendt	γνωστό	kendt	γνωστός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
kendt	διάσημη	kendt	διάσημος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
før	πριν	før	πριν	ADV	ADV
sogn	ενορία	sogn	ενορία	N;INDF;NEUT;SG	N;NOM;FEM;SG
september	σεπτεμβρίου	september	σεπτέμβριο	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
september	σεπτέμβριος	september	σεπτέμβριος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
september	σεπτέμβριο	september	σεπτέμβριο	N;INDF;MASC+FEM;SG	N
april	απρίλιος	april	απρίλιος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
april	απρίλιο	april	απρίλιο	N;INDF;MASC+FEM;SG	N
april	απρίλη	april	απρίλιος	N;INDF;MASC+FEM;SG	N
april	απριλίου	april	απρίλιος	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
april	έιπριλ	april	έιπριλ	N;INDF;MASC+FEM;SG	N
oktober	οκτώβριος	oktober	οκτώβριος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
oktober	οκτώβριο	oktober	οκτώβριο	N;INDF;MASC+FEM;SG	N
oktober	οκτωβρίου	oktober	οκτώβριος	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
marts	μαρτίου	marts	μάρτιος	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
marts	μάρτιος	marts	μάρτιος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
marts	μάρτιο	marts	μάρτιο	N;INDF;MASC+FEM;SG	N
hele	ολόκληρη	hel	ολόκληρος	ADJ;DEF;SG	ADJ;NOM;FEM;SG
hele	ολόκληρο	hel	ολόκληρος	ADJ;DEF;SG	ADJ;NOM;NEUT;SG
juli	ιούλιο	juli	ιούλιος	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
juli	ιουλίου	juli	ιούλιος	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
juli	ιουλιος	juli	ιουλιος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kirke	τσερτς	kirke	τσερτς	N;INDF;MASC+FEM;SG	N
kirke	εκκλησία	kirke	εκκλησία	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kirke	εκκλησια	kirke	εκκλησιος	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
række	σειρά	række	σειρά	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
række	κουπί	række	κουπί	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
række	ρόου	række	ρόος	N;INDF;MASC+FEM;SG	N;VOC;MASC;SG
navn	ονομασία	navn	ονομασία	N;INDF;NEUT;SG	N;NOM;FEM;SG
navn	όνομα	navn	όνομα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
navn	ονομα	navn	ονομα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
ofte	συχνά	ofte	συχνά	ADV	ADV
ofte	συχνα	ofte	συχνα	ADV	ADV
ofte	συχνά	ofte	συχνά	ADV	ADV
november	νοεμβρίου	november	νόεμβριος	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
november	νοέμβριο	november	νοέμβριος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
november	νοέμβριος	november	νοέμβριος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
december	δεκέμβριο	december	δεκέμβριος	N;INDF;MASC+FEM;SG	N
december	δεκέμβριος	december	δεκέμβριος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
december	δεκεμβρίου	december	δεκέμβριο	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
først	πρώτον	først	πρώτον	ADV	ADV
først	πρώτα	først	πρώτα	ADV	ADV
mål	στόχο	mål	στόχος	N;INDF;NEUT;SG	N;ACC;MASC;SG
mål	στόχος	mål	στόχος	N;INDF;NEUT;SG	N;NOM;MASC;SG
mål	στόχευση	mål	στόχευση	N;INDF;NEUT;SG	N;ACC;FEM;SG
mål	στόχο	mål	στόχος	N;INDF;NEUT;SG	N;ACC;MASC;SG
mål	στόχος	mål	στόχος	N;INDF;NEUT;SG	N;NOM;MASC;SG
mål	στόχο	mål	στόχος	N;INDF;NEUT;SG	N;ACC;MASC;SG
film	ταινίες	film	ταινία	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
film	ταινίες	film	ταινία	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sidste	τελευταίο	sidste	τελευταίος	ADJ	ADJ;NOM;NEUT;SG
sidste	τελευταίοι	sidste	τελευταίος	ADJ	ADJ;NOM;MASC;PL
sidste	τελευταίος	sidste	τελευταίος	ADJ	ADJ;NOM;MASC;SG
noget	κάτι	nogen	κάτι	PRO;NEUT;SG	PRO;NOM;NEUT;SG;3
gik	πήγε	gå	πηγαίνω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
gik	περπάτησε	gå	περπατώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
gik	περπατούσε	gå	περπατώ	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
februar	φεβρουάριος	februar	φεβρουάριος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
februar	φεβρουάριο	februar	φεβρουάριο	N;INDF;MASC+FEM;SG	N
februar	φεβρουαρίου	februar	φεβρουάριο	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
fire	τέσσερις	fire	τέσσερις	NUM	NUM;NOM;MASC;PL
fire	τέσσερα	fire	τέσσερις	NUM	NUM;NOM;NEUT;PL
vandt	κέρδισα	vinde	κέρδισα	V;IND;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
vandt	κέρδισε	vinde	κερδίζω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
inden	πριν	inden	πριν	ADV	ADV
mindre	μικρότερα	mindre	μικρός	ADV;CMPR	ADV;CMPR
mindre	λιγότερο	mindre	λίγο	ADV;CMPR	ADV;CMPR
mindre	λιγότερα	mindre	λίγο	ADV;CMPR	ADV;CMPR
frem	εμπρός	frem	εμπρός	ADV	ADV
frem	μπροστά	frem	μπροστά	ADV	ADV
hjemmeside	ιστοσελίδα	hjemmeside	ιστοσελίδα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hjemmeside	ιστότοπος	hjemmeside	ιστότοπος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
side	σελίδα	side	σελίδα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
side	σελιδα	side	σελιδα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
side	πλευρα	side	πλευρα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
side	πλευρά	side	πλευρά	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
medlem	μέλος	medlem	μέλος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
medlem	βουλευτής	medlem	βουλευτής	N;INDF;NEUT;SG	N;NOM;MASC;SG
medlem	μελος	medlem	μελος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
større	μεγαλύτερη	stor	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
større	μεγαλύτερος	stor	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
større	μεγαλύτερο	stor	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
større	μεγαλύτερη	stor	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
større	μεγαλύτερος	stor	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
større	μεγαλύτερο	stor	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
større	μεγαλύτερη	stor	μεγάλος	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
spillede	έπαιζε	spille	παίζω	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
spillede	έπαιζα	spille	έπαιζα	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;1;PST;FIN;ACT
spillede	έπαιξε	spille	παίζω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
spillede	έπαιξα	spille	δαπαίζω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
igen	πάλι	igen	πάλι	ADV	ADV
igen	ξανά	igen	ξανά	ADV	ADV
igen	παλι	igen	παλι	ADV	ADV
søn	γιος	søn	γιος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
søn	υιός	søn	υιός	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
grund	αιτία	grund	αιτία	N;INDF;NEUT;SG	N;NOM;FEM;SG
grund	λόγος	grund	λόγος	N;INDF;NEUT;SG	N;NOM;MASC;SG
tog	πήρε	tage	παίρνω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
amerikansk	αμερικανική	amerikansk	αμερικάνικος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
amerikansk	αμερικανός	amerikansk	Αμερικανός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
amerikansk	αμερικάνος	amerikansk	αμερικάνος	ADJ;INDF;SG	ADJ;NOM;MASC;SG
amerikansk	αμερικάνικο	amerikansk	Αμερικάνικος	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
lille	μικρή	lille	μικρός	ADJ;SG	ADJ;NOM;FEM;SG
lille	μικρό	lille	μικρός	ADJ;SG	ADJ;NOM;NEUT;SG
lille	μικρός	lille	μικρός	ADJ;SG	ADJ;NOM;MASC;SG
lille	μικρή	lille	μικρός	ADJ;SG	ADJ;NOM;FEM;SG
lille	μικρό	lille	μικρός	ADJ;SG	ADJ;NOM;NEUT;SG
nord	βορρά	nord	βορράς	N;INDF	N;ACC;MASC;SG
nord	βορεια	nord	βορεια	N;INDF	N;NOM;FEM;SG
nord	βορράς	nord	βορράς	N;INDF	N;NOM;MASC;SG
kort	κοντή	kort	κοντός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kort	κοντός	kort	κοντός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
artikler	άρθρα	artikel	άρθρο	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
artikler	τεχνουργήματα	artikel	τεχνούργημα	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
begyndte	ξεκίνησα	begynde	ξεκινώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
begyndte	άρχισε	begynde	αρχίζω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
begyndte	ξεκίνησε	begynde	ξεκινώ	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
udgivet	κυκλοφόρησε	udgive	κυκλοφορώ	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
udgivet	δημοσιεύθηκε	udgive	δημοσιεύω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
udgivet	δημοσιευθεί	udgive	δημοσιεύω	V;INDF;SG;PST;V.PTCP	V;PFV;NFIN;PASS
udgivet	δημοσιεύτηκε	udgive	δημοσιεύω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
helt	εντελώς	helt	εντελώς	ADV	ADV
isbn	isbn	isbn	isbn	N;INDF;MASC+FEM;SG	N
gange	φορές	gang	φορά	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gange	χρόνοι	gang	χρόνος	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
døde	νεκροί	død	νεκρός	ADJ;PL	ADJ;NOM;MASC;PL
tysk	γερμανός	tysk	γερμανός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
tysk	γερμανικό	tysk	γερμανικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
tysk	γερμανική	tysk	γερμανικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
meter	μετρητές	meter	μετρητός	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
gruppe	όμιλος	gruppe	όμιλος	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gruppe	ομαδα	gruppe	ομαδα	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
gruppe	ομάδα	gruppe	ομάδα	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
stedet	τόπος	sted	τόπος	N;DEF;NEUT;SG	N;NOM;MASC;SG
stedet	μέρος	sted	μέρος	N;DEF;NEUT;SG	N;NOM;NEUT;SG
lige	ίσια	lige	ίσιος	ADV	ADV
lige	κατευθείαν	lige	κατεύθεια	ADV	ADV
spillet	έπαιζε	spille	παίζω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
spillet	έπαιζα	spille	έπαιζα	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;1;PST;FIN;ACT
spillet	έπαιξε	spille	παίζω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
spillet	παίχτηκε	spille	παίσταμαι	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
spillet	έπαιξα	spille	δαπαίζω	V;INDF;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
forbindelse	σύνδεση	forbindelse	σύνδεση	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hver	κάθε	hver	κάθε	PRO;MASC+FEM;SG	PRO;ACC;FEM;SG;3
hver	κάθε	hver	κάθε	PRO;MASC+FEM;SG	PRO;ACC;FEM;SG;3
allerede	ήδη	allerede	ήδη	ADV	ADV
allerede	ηδη	allerede	ηδη	ADV	ADV
ingen	καμία	ingen	κανένας	PRO;MASC+FEM;SG	PRO;NOM;FEM;SG;3
ingen	κανένα	ingen	κανένας	PRO;MASC+FEM;SG	PRO;NOM;NEUT;SG;3
ingen	κανείς	ingen	κανένας	PRO;MASC+FEM;SG	PRO;NOM;MASC;SG;3
historie	ιστορία	historie	ιστορία	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
historie	ιστορια	historie	ιστορια	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
historie	ιστορία	historie	ιστορία	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
historie	ιστορια	historie	ιστορια	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
engelsk	αγγλική	engelsk	αγγλικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
engelsk	αγγλικό	engelsk	αγγλικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
århundrede	αιώνα	århundrede	αιώνας	N;INDF;NEUT;SG	N;ACC;MASC;SG
århundrede	αιώνας	århundrede	αιώνας	N;INDF;NEUT;SG	N;NOM;MASC;SG
stadig	ακόμη	stadig	ακόμα	ADV	ADV
stadig	ακομα	stadig	ακομα	ADV	ADV
stadig	ακόμα	stadig	ακόμα	ADV	ADV
sted	τόπος	sted	τόπος	N;INDF;NEUT;SG	N;NOM;MASC;SG
sted	μέρος	sted	μέρος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
sted	τόπος	sted	τόπος	N;INDF;NEUT;SG	N;NOM;MASC;SG
sted	τοποθεσία	sted	τοποθεσία	N;INDF;NEUT;SG	N;NOM;FEM;SG
center	κέντρο	center	κέντρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
center	κεντρο	center	κεντρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
center	κέντρο	center	κέντρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
