एक	一	एक	一	NUM	NUM
फ़िल्म	フィルム	फ़िल्म	フィルム	N;NOM;FEM;SG;3	N
दिन	一日	दिन	一日	N;NOM;MASC;SG;3	N
दिन	昼間	दिन	昼間	N;NOM;MASC;SG;3	N
दिन	日数	दिन	日数	N;NOM;MASC;SG;3	N
कृषि	農業	कृषि	農業	N;NOM;FEM;SG;3	N
व्यक्ति	人物	व्यक्ति	人物	N;NOM;MASC;SG;3	N
व्यक्ति	個人	व्यक्ति	個人	N;NOM;MASC;SG;3	N
विज्ञान	サイエンス	विज्ञान	サイエンス	N;NOM;MASC;SG;3	N
विज्ञान	科学	विज्ञान	科学	N;NOM;MASC;SG;3	N
सदस्य	会員	सदस्य	会員	N;NOM;MASC;PL;3	N
सदस्य	メンバー	सदस्य	メンバー	N;NOM;MASC;PL;3	N
सदस्य	メンバー	सदस्य	メンバー	N;NOM;MASC;PL;3	N
यहां	ここ	यहाँ	ここ	PRO;NOM	PRO
संख्या	番号	संख्या	番号	N;NOM;FEM;SG;3	N
संख्या	数値	संख्या	数値	N;NOM;FEM;SG;3	N
संख्या	ナンバー	संख्या	ナンバー	N;NOM;FEM;SG;3	N
संख्या	数字	संख्या	数字	N;NOM;FEM;SG;3	N
संख्या	数値	संख्या	数値	N;NOM;FEM;SG;3	N
बात	トーク	बात	トーク	N;NOM;FEM;SG;3	N
साहित्य	文学	साहित्य	文学	N;NOM;MASC;SG;3	N
साहित्य	文芸	साहित्य	文芸	N;NOM;MASC;SG;3	N
शिक्षा	教育	शिक्षा	教育	N;NOM;FEM;SG;3	N
शिक्षा	学歴	शिक्षा	学歴	N;NOM;FEM;SG;3	N
धर्म	宗教	धर्म	宗教	N;NOM;MASC;SG;3	N
धर्म	ダーマ	धर्म	ダーマ	N;NOM;MASC;SG;3	N
मूल	原点	मूल	原点	N;NOM;MASC;SG;3	N
मूल	語源	मूल	語源	N;NOM;MASC;SG;3	N
मूल	由来	मूल	由来	N;NOM;MASC;SG;3	N
मूल	起源	मूल	起源	N;NOM;MASC;SG;3	N
मूल	基本	मूल	基本	N;NOM;MASC;SG;3	N
मूल	ベーシック	मूल	ベーシック	N;NOM;MASC;SG;3	N
तब	それ	तब	それ	PRO;NOM	PRO
युद्ध	バトル	युद्ध	バトル	N;NOM;MASC;SG;3	N
युद्ध	戦争	युद्ध	戦争	N;NOM;MASC;SG;3	N
नदी	河川	नदी	河川	N;NOM;FEM;SG;3	N
काल	時制	काल	時制	N;NOM;MASC;SG;3	N
काल	コール	काल	コール	N;NOM;MASC;SG;3	N
काल	期間	काल	期間	N;NOM;MASC;SG;3	N
काल	ピリオド	काल	ピリオド	N;NOM;MASC;SG;3	N
वर्षों	年数	वर्ष	年数	N;NOM;MASC;PL;3	N
स्टेशन	ステーション	स्टेशन	ステーション	N;NOM;MASC;SG;3	N
बड़े	大きい	बडा	大きい	ADJ;NOM;MASC;PL	ADJ
बड़े	大きな	बडा	大きな	ADJ;NOM;MASC;PL	ADJ
बड़े	大きい	बडा	大きい	ADJ;NOM;MASC;PL	ADJ
राजा	国王	राजा	国王	N;NOM;MASC;SG;3	N
राजा	キング	राजा	キング	N;NOM;MASC;SG;3	N
विश्वविद्यालय	大学	विश्वविद्यालय	大学	N;NOM;MASC;SG;3	N
विश्वविद्यालय	大学	विश्वविद्यालय	大学	N;NOM;MASC;SG;3	N
महत्वपूर्ण	重要	महत्वपूर्ण	重要	ADJ	ADJ
आप	あなた	आप	あなた	PRO;NOM;SG;2;FORM	PRO
समूह	会衆	समूह	会衆	N;NOM;MASC;SG;3	N
समूह	集団	समूह	集団	N;NOM;MASC;SG;3	N
समूह	グループ	समूह	グループ	N;NOM;MASC;SG;3	N
समूह	グループ	समूह	グループ	N;NOM;MASC;SG;3	N
वर्तमान	現在	वर्तमान	現在	N;NOM;MASC;SG;3	N
वर्तमान	現在	वर्तमान	現在	N;NOM;MASC;SG;3	N
वर्तमान	プレゼント	वर्तमान	プレゼント	N;NOM;MASC;SG;3	N
विभाग	部署	विभाग	部署	N;NOM;MASC;SG;3	N
विभाग	学科	विभाग	学科	N;NOM;MASC;SG;3	N
विभाग	部門	विभाग	部門	N;NOM;MASC;SG;3	N
विभाग	師団	विभाग	師団	N;NOM;MASC;SG;3	N
विभाग	学科	विभाग	学科	N;NOM;MASC;SG;3	N
स्थिति	近況	स्थिति	近況	N;NOM;FEM;SG;3	N
स्थिति	ポジション	स्थिति	ポジション	N;NOM;FEM;SG;3	N
स्थिति	役職	स्थिति	役職	N;NOM;FEM;SG;3	N
स्थिति	都道府県	स्थिति	都道府県	N;NOM;FEM;SG;3	N
स्थिति	状態	स्थिति	状態	N;NOM;FEM;SG;3	N
स्थिति	状態	स्थिति	状態	N;NOM;FEM;SG;3	N
स्थिति	条件	स्थिति	条件	N;NOM;FEM;SG;3	N
स्थिति	状況	स्थिति	状況	N;NOM;FEM;SG;3	N
स्थिति	シチュエーション	स्थिति	シチュエーション	N;NOM;FEM;SG;3	N
प्रभाव	インパクト	प्रभाव	インパクト	N;NOM;MASC;SG;3	N
प्रभाव	衝撃	प्रभाव	衝撃	N;NOM;MASC;SG;3	N
प्रभाव	エフェクト	प्रभाव	エフェクト	N;NOM;MASC;SG;3	N
प्रभाव	効果	प्रभाव	効果	N;NOM;MASC;SG;3	N
प्रभाव	エフェクト	प्रभाव	エフェクト	N;NOM;MASC;SG;3	N
प्रभाव	効果	प्रभाव	効果	N;NOM;MASC;SG;3	N
साल	年数	साल	年数	N;NOM;MASC;SG;3	N
साल	イヤー	साल	イヤー	N;NOM;MASC;SG;3	N
संगीत	ミュージック	संगीत	ミュージック	N;NOM;MASC;SG;3	N
संगीत	音楽	संगीत	音楽	N;NOM;MASC;SG;3	N
सेवा	サービス	सेवा	サービス	N;NOM;FEM;SG;3	N
आज	今日	आज	今日	N;NOM;MASC;SG;3	N
बड़ी	大きい	बडा	大きい	ADJ;NOM;FEM;SG	ADJ
बड़ी	大きな	बडा	大きな	ADJ;NOM;FEM;SG	ADJ
बड़ी	大きい	बडा	大きい	ADJ;NOM;FEM;SG	ADJ
उदाहरण	イラスト	उदाहरण	イラスト	N;NOM;MASC;SG;3	N
उदाहरण	用例	उदाहरण	用例	N;NOM;MASC;SG;3	N
उदाहरण	実例	उदाहरण	実例	N;NOM;MASC;SG;3	N
स्थापना	インストール	स्थापना	インストール	N;NOM;FEM;SG;3	N
स्थापना	インストール	स्थापना	インストール	N;NOM;FEM;SG;3	N
स्थापना	インストール	स्थापना	インストール	N;NOM;FEM;SG;3	N
कंपनी	会社	कंपनी	会社	N;NOM;FEM;SG;3	N
बड़ा	大きい	बड़ा	大きい	ADJ;NOM;MASC;SG	ADJ
बड़ा	大きな	बड़ा	大きな	ADJ;NOM;MASC;SG	ADJ
बड़ा	大きい	बड़ा	大きい	ADJ;NOM;MASC;SG	ADJ
स्तर	レベル	स्तर	レベル	N;NOM;MASC;SG;3	N
स्तर	レベル	स्तर	レベル	N;NOM;MASC;SG;3	N
बनाया	作成	बना	作成	V;PFV;MASC;SG;V.PTCP;ACT	V
चित्र	画像	चित्र	画像	N;NOM;MASC;SG;3	N
चित्र	写真	चित्र	写真	N;NOM;MASC;SG;3	N
चित्र	画像	चित्र	画像	N;NOM;MASC;SG;3	N
चित्र	イメージ	चित्र	イメージ	N;NOM;MASC;SG;3	N
चित्र	画像	चित्र	画像	N;NOM;MASC;SG;3	N
चित्र	イメージ	चित्र	イメージ	N;NOM;MASC;SG;3	N
प्रणाली	システム	प्रणाली	システム	N;NOM;FEM;SG;3	N
सरकारी	公式	सरकारी	公式	ADJ;NOM	ADJ
जहां	どこ	जहाँ	どこ	PRO;NOM	PRO
देशों	国々	देश	国々	N;ACC;MASC;PL;3	N
जल	ウォーター	जल	ウォーター	N;NOM;MASC;SG;3	N
विचार	アイデア	विचार	アイデア	N;NOM;MASC;SG;3	N
विचार	観念	विचार	観念	N;NOM;MASC;SG;3	N
विचार	アイディア	विचार	アイディア	N;NOM;MASC;SG;3	N
विचार	アイデア	विचार	アイデア	N;NOM;MASC;SG;3	N
विचार	アイディア	विचार	アイディア	N;NOM;MASC;SG;3	N
विचार	思考	विचार	思考	N;NOM;MASC;SG;3	N
विचार	対価	विचार	対価	N;NOM;MASC;SG;3	N
विचार	思考	विचार	思考	N;NOM;MASC;SG;3	N
छोटे	小さな	छोटा	小さな	ADJ;NOM;MASC;PL	ADJ
छोटे	小さい	छोटा	小さい	ADJ;NOM;MASC;PL	ADJ
छोटे	小さい	छोटा	小さい	ADJ;NOM;MASC;PL	ADJ
पानी	ウォーター	पानी	ウォーター	N;NOM;MASC;SG;3	N
सामान्य	全般	सामान्य	全般	N;NOM;MASC;SG;3	N
सामान्य	一般	सामान्य	一般	N;NOM;MASC;SG;3	N
सामान्य	将軍	सामान्य	将軍	N;NOM;MASC;SG;3	N
सामान्य	ノーマル	सामान्य	ノーマル	N;NOM;MASC;SG;3	N
पुलिस	警察官	पुलिस	警察官	N;NOM;FEM;SG;3	N
पुलिस	警察	पुलिस	警察	N;NOM;FEM;SG;3	N
वर्ग	カテゴリー	वर्ग	カテゴリー	N;NOM;MASC;SG;3	N
वर्ग	区分	वर्ग	区分	N;NOM;MASC;SG;3	N
वर्ग	カテゴリ	वर्ग	カテゴリ	N;NOM;MASC;SG;3	N
वर्ग	正方	वर्ग	正方	N;NOM;MASC;SG;3	N
वर्ग	広場	वर्ग	広場	N;NOM;MASC;SG;3	N
वर्ग	クラス	वर्ग	クラス	N;NOM;MASC;SG;3	N
वर्ग	階級	वर्ग	階級	N;NOM;MASC;SG;3	N
वर्ग	クラス	वर्ग	クラス	N;NOM;MASC;SG;3	N
शरीर	本文	शरीर	本文	N;NOM;MASC;SG;3	N
शरीर	身体	शरीर	身体	N;NOM;MASC;SG;3	N
शरीर	本体	शरीर	本体	N;NOM;MASC;SG;3	N
शरीर	ボディ	शरीर	ボディ	N;NOM;MASC;SG;3	N
माध्यम	ミディアム	माध्यम	ミディアム	N;NOM;MASC;SG;3	N
माध्यम	メディア	माध्यम	メディア	N;NOM;MASC;SG;3	N
मानव	ヒト	मानव	ヒト	N;NOM;MASC;SG;3	N
मानव	ヒューマン	मानव	ヒューマン	N;NOM;MASC;SG;3	N
मानव	人間	मानव	人間	N;NOM;MASC;SG;3	N
भूमिका	役割	भूमिका	役割	N;NOM;FEM;SG;3	N
अतिरिक्त	スペア	अतिरिक्त	スペア	N;NOM;MASC;SG;3	N
पिता	父親	पिता	父親	N;NOM;MASC;SG;3	N
समाज	社会	समाज	社会	N;NOM;MASC;SG;3	N
दुनिया	世界	दुनिया	世界	N;NOM;FEM;SG;3	N
दुनिया	ワールド	दुनिया	ワールド	N;NOM;FEM;SG;3	N
दे	与える	दे	与える	V;FIN;ACT	V
सभा	会衆	सभा	会衆	N;NOM;FEM;SG;3	N
सभा	アセンブリ	सभा	アセンブリ	N;NOM;FEM;SG;3	N
सभा	集会	सभा	集会	N;NOM;FEM;SG;3	N
परिवार	家族	परिवार	家族	N;NOM;MASC;SG;3	N
विषय	話題	विषय	話題	N;NOM;MASC;SG;3	N
विषय	トピック	विषय	トピック	N;NOM;MASC;SG;3	N
विषय	トピック	विषय	トピック	N;NOM;MASC;SG;3	N
विषय	科目	विषय	科目	N;NOM;MASC;SG;3	N
विषय	主体	विषय	主体	N;NOM;MASC;SG;3	N
विषय	件名	विषय	件名	N;NOM;MASC;SG;3	N
अधिकार	権利	अधिकार	権利	N;NOM;MASC;SG;3	N
रंग	カラー	रंग	カラー	N;NOM;MASC;SG;3	N
रंग	カラー	रंग	カラー	N;NOM;MASC;SG;3	N
रंग	カラー	रंग	カラー	N;NOM;MASC;SG;3	N
रंग	カラー	रंग	カラー	N;NOM;MASC;SG;3	N
खेल	スポーツ	खेल	スポーツ	N;NOM;MASC;SG;3	N
खेल	ゲーム	खेल	ゲーム	N;NOM;MASC;SG;3	N
खेल	ゲーム	खेल	ゲーム	N;NOM;MASC;SG;3	N
खेल	スポーツ	खेल	スポーツ	N;NOM;MASC;SG;3	N
जहाँ	どこ	जहाँ	どこ	PRO;NOM	PRO
पता	アドレス	पता	アドレス	N;NOM;MASC;SG;3	N
पता	アドレス	पता	アドレス	N;NOM;MASC;SG;3	N
पता	住所	पता	住所	N;NOM;MASC;SG;3	N
शक्ति	体力	शक्ति	体力	N;NOM;FEM;SG;3	N
शक्ति	強度	शक्ति	強度	N;NOM;FEM;SG;3	N
शक्ति	権力	शक्ति	権力	N;NOM;FEM;SG;3	N
शक्ति	パワー	शक्ति	パワー	N;NOM;FEM;SG;3	N
कला	芸術	कला	芸術	N;NOM;FEM;SG;3	N
कला	アート	कला	アート	N;NOM;FEM;SG;3	N
कला	芸術	कला	芸術	N;NOM;FEM;SG;3	N
कला	美術	कला	美術	N;NOM;FEM;SG;3	N
घर	自宅	घर	自宅	N;NOM;MASC;SG;3	N
घर	ホーム	घर	ホーム	N;NOM;MASC;SG;3	N
घर	ハウス	घर	ハウス	N;NOM;MASC;SG;3	N
प्रक्रिया	過程	प्रक्रिया	過程	N;NOM;FEM;SG;3	N
प्रक्रिया	プロセス	प्रक्रिया	プロセス	N;NOM;FEM;SG;3	N
प्रक्रिया	プロセス	प्रक्रिया	プロセス	N;NOM;FEM;SG;3	N
प्रक्रिया	プロシージャ	प्रक्रिया	プロシージャ	N;NOM;FEM;SG;3	N
प्रक्रिया	手順	प्रक्रिया	手順	N;NOM;FEM;SG;3	N
सेना	軍隊	सेना	軍隊	N;NOM;FEM;SG;3	N
सेना	軍隊	सेना	軍隊	N;NOM;FEM;SG;3	N
सेना	陸軍	सेना	陸軍	N;NOM;FEM;SG;3	N
पार्टी	パーティ	पार्टी	パーティ	N;NOM;FEM;SG;3	N
पार्टी	パーティー	पार्टी	パーティー	N;NOM;FEM;SG;3	N
रेलवे	鉄道	रेलवे	鉄道	N;NOM;MASC;SG;3	N
रेलवे	鉄道	रेलवे	鉄道	N;NOM;MASC;SG;3	N
अंत	エンド	अंत	エンド	N;NOM;MASC;SG;3	N
संबंध	リレーション	संबंध	リレーション	N;NOM;MASC;SG;3	N
संबंध	リレーション	संबंध	リレーション	N;NOM;MASC;SG;3	N
संबंध	リレーション	संबंध	リレーション	N;NOM;MASC;SG;3	N
संबंध	関係	संबंध	関係	N;NOM;MASC;SG;3	N
संबंध	関係	संबंध	関係	N;NOM;MASC;SG;3	N
प्रदर्शन	パフォーマンス	प्रदर्शन	パフォーマンス	N;NOM;MASC;SG;3	N
प्रदर्शन	性能	प्रदर्शन	性能	N;NOM;MASC;SG;3	N
प्रदर्शन	ディスプレイ	प्रदर्शन	ディスプレイ	N;NOM;MASC;SG;3	N
प्रदर्शन	被曝	प्रदर्शन	被曝	N;NOM;MASC;SG;3	N
मार्ग	経路	मार्ग	経路	N;NOM;MASC;SG;3	N
मार्ग	ウェイ	मार्ग	ウェイ	N;NOM;MASC;SG;3	N
पर्यटन	観光	पर्यटन	観光	N;NOM;MASC;SG;3	N
ज्ञान	知識	ज्ञान	知識	N;NOM;MASC;SG;3	N
अक्सर	しばしば	अक्सर	しばしば	ADV	ADV
सहायता	ヘルプ	सहायता	ヘルプ	N;NOM;FEM;SG;3	N
सहायता	扶助	सहायता	扶助	N;NOM;FEM;SG;3	N
आवश्यक	緊急	आवश्यक	緊急	ADJ	ADJ
उत्पादन	プロダクション	उत्पादन	プロダクション	N;NOM;MASC;SG;3	N
रोग	病気	रोग	病気	N;NOM;MASC;SG;3	N
रोग	疾病	रोग	疾病	N;NOM;MASC;SG;3	N
शताब्दी	世紀	शताब्दी	世紀	N;NOM;FEM;SG;3	N
शताब्दी	センチュリー	शताब्दी	センチュリー	N;NOM;FEM;SG;3	N
संघ	ユニオン	संघ	ユニオン	N;NOM;MASC;SG;3	N
संघ	連邦	संघ	連邦	N;NOM;MASC;SG;3	N
संघ	社団	संघ	社団	N;NOM;MASC;SG;3	N
संघ	協会	संघ	協会	N;NOM;MASC;SG;3	N
संघ	アソシエーション	संघ	アソシエーション	N;NOM;MASC;SG;3	N
मात्रा	金額	मात्रा	金額	N;NOM;FEM;SG;3	N
मात्रा	数量	मात्रा	数量	N;NOM;FEM;SG;3	N
जगह	間隔	जगह	間隔	N;NOM;FEM;SG;3	N
जगह	場所	जगह	場所	N;NOM;FEM;SG;3	N
जगह	スポット	जगह	スポット	N;NOM;FEM;SG;3	N
जगह	スペース	जगह	スペース	N;NOM;FEM;SG;3	N
जगह	空間	जगह	空間	N;NOM;FEM;SG;3	N
लोक	公衆	लोक	公衆	N;NOM;MASC;SG;3	N
लोक	パブリック	लोक	パブリック	N;NOM;MASC;SG;3	N
लोक	フォーク	लोक	フォーク	N;NOM;MASC;SG;3	N
सब	すべて	सब	すべて	N;NOM;MASC;SG;3	N
आवश्यकता	要件	आवश्यकता	要件	N;NOM;FEM;SG;3	N
नई	新しい	नया	新しい	ADJ;NOM;FEM;SG	ADJ
नई	新規	नया	新規	ADJ;NOM;FEM;SG	ADJ
चिकित्सा	医学	चिकित्सा	医学	N;NOM;FEM;SG;3	N
चिकित्सा	治療	चिकित्सा	治療	N;NOM;FEM;SG;3	N
चिकित्सा	セラピー	चिकित्सा	セラピー	N;NOM;FEM;SG;3	N
कार्यक्रम	演目	कार्यक्रम	演目	N;NOM;MASC;SG;3	N
कार्यक्रम	プログラム	कार्यक्रम	プログラム	N;NOM;MASC;SG;3	N
कार्यक्रम	イベント	कार्यक्रम	イベント	N;NOM;MASC;SG;3	N
कार्यक्रम	行事	कार्यक्रम	行事	N;NOM;MASC;SG;3	N
कार्यक्रम	プログラム	कार्यक्रम	プログラム	N;NOM;MASC;SG;3	N
कार्यक्रम	イベント	कार्यक्रम	イベント	N;NOM;MASC;SG;3	N
कार्यक्रम	行事	कार्यक्रम	行事	N;NOM;MASC;SG;3	N
कार्यक्रम	プログラム	कार्यक्रम	プログラム	N;NOM;MASC;SG;3	N
पुराने	古い	पुराना	古い	ADJ;MASC;PL	ADJ
संस्थान	研究所	संस्थान	研究所	N;NOM;MASC;PL;3	N
