daha	mais	daha	mais	ADV	ADV
kullanılan	usado	kullan	usar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
kullanılan	utilizado	kullan	utilizar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
kullanılan	utilizados	kullan	utilizar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
kullanılan	usados	kullan	usar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;V.PTCP
görev	dever	görev	dever	N;NOM;SG;3	N;MASC;SG
görev	duty	görev	duty	N;NOM;SG;3	N;MASC;SG
görev	tarefa	görev	tarefa	N;NOM;SG;3	N;FEM;SG
görev	cessão	görev	cessão	N;NOM;SG;3	N;FEM;SG
görev	atribuição	görev	atribuição	N;NOM;SG;3	N;FEM;SG
görev	missão	görev	missão	N;NOM;SG;3	N;FEM;SG
görev	missao	görev	missao	N;NOM;SG;3	N;FEM;SG
görev	mission	görev	mission	N;NOM;SG;3	N;MASC;SG
yine	novamente	yine	novamente	ADV	ADV
ekonomisi	economia	ekonomi	economia	N;NOM;SG;3	N;FEM;SG
telefon	fone	telefon	fone	N;NOM;SG;3	N;MASC;SG
telefon	telemóvel	telefon	telemóvel	N;NOM;SG;3	N;MASC;SG
telefon	telefone	telefon	telefone	N;NOM;SG;3	N;MASC;SG
telefon	telefone	telefon	telefone	N;NOM;SG;3	N;MASC;SG
yeniden	novamente	yeniden	novamente	ADV	ADV
savaş	battle	savaş	battle	N;NOM;SG;3	N;MASC;SG
savaş	batalha	savaş	batalha	N;NOM;SG;3	N;FEM;SG
savaş	guerra	savaş	guerra	N;NOM;SG;3	N;FEM;SG
savaş	war	savaş	war	N;NOM;SG;3	N;MASC;SG
savaş	combate	savaş	combate	N;NOM;SG;3	N;MASC;SG
savaş	luta	savaş	luta	N;NOM;SG;3	N;FEM;SG
savaş	briga	savaş	briga	N;NOM;SG;3	N;FEM;SG
savaş	combate	savaş	combate	N;NOM;SG;3	N;MASC;SG
savaş	fight	savaş	fight	N;NOM;SG;3	N;MASC;SG
kullanıcı	utilizador	kullanıcı	utilizador	N;NOM;SG;3	N;MASC;SG
kullanıcı	usuário	kullanıcı	usuário	N;NOM;SG;3	N;MASC;SG
birliği	union	birlik	union	N;NOM;SG;3	N;MASC;SG
birliği	união	birlik	união	N;NOM;SG;3	N;FEM;SG
kanalizasyon	esgoto	kanalizasyon	esgoto	N;NOM;SG;3	N;MASC;SG
kanalizasyon	esgoto	kanalizasyon	esgoto	N;NOM;SG;3	N;MASC;SG
maç	mac	maç	mac	N;NOM;SG;3	N;MASC;SG
maç	game	maç	game	N;NOM;SG;3	N;MASC;SG
maç	jogo	maç	jogo	N;NOM;SG;3	N;MASC;SG
maç	match	maç	match	N;NOM;SG;3	N;MASC;SG
sıra	fila	sıra	fila	N;NOM;SG;3	N;FEM;SG
sıra	fileira	sıra	fileira	N;NOM;SG;3	N;FEM;SG
sıra	row	sıra	row	N;NOM;SG;3	N;MASC;SG
nüfusu	população	nüfus	população	N;ACC;SG;3	N;FEM;SG
uygun	apto	uygun	apto	ADJ	ADJ;MASC;SG
uygun	elegíveis	uygun	elegível	ADJ	ADJ;MASC;PL
uygun	elegível	uygun	elegível	ADJ	ADJ;MASC;SG
uygun	convenientes	uygun	conveniente	ADJ	ADJ;MASC;PL
uygun	conveniente	uygun	conveniente	ADJ	ADJ;MASC;SG
uygun	adequado	uygun	adequado	ADJ	ADJ;MASC;SG
uygun	adequados	uygun	adequado	ADJ	ADJ;MASC;PL
uygun	adequado	uygun	adequado	ADJ	ADJ;MASC;SG
uygun	adequados	uygun	adequado	ADJ	ADJ;MASC;PL
uygun	adequada	uygun	adequado	ADJ	ADJ;FEM;SG
bütün	inteiras	bütün	inteiro	ADJ	ADJ;FEM;PL
bütün	inteiro	bütün	inteiro	ADJ	ADJ;MASC;SG
listesi	lista	liste	lista	N;NOM;SG;3	N;FEM;SG
dört	quatro	dört	quatro	NUM	NUM
stadyumu	estádio	stadyum	estádio	N;NOM;SG;3	N;MASC;SG
stadyumu	stadium	stadyum	stadium	N;NOM;SG;3	N;MASC;SG
sonucu	conseqüência	sonuç	conseqüência	N;ACC;SG;3	N;FEM;SG
sonucu	consequência	sonuç	consequência	N;ACC;SG;3	N;FEM;SG
bar	barra	bar	barra	N;NOM;SG;3	N;FEM;SG
bar	bar	bar	bar	N;NOM;SG;3	N;MASC;SG
bar	pub	bar	pub	N;NOM;SG;3	N;MASC;SG
sonunda	enfim	sonunda	enfim	ADV	ADV
sonunda	finalmente	sonunda	finalmente	ADV	ADV
verilen	dada	ver	dar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;V.PTCP
verilen	dado	ver	dar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;V.PTCP
verilen	dadas	ver	dar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;PL;V.PTCP
açık	limpo	açık	limpo	ADJ	ADJ;MASC;SG
insan	pessoa	insan	pessoa	N;NOM;SG;3	N;FEM;SG
insan	man	insan	man	N;NOM;SG;3	N;MASC;SG
insan	pá	insan	pá	N;NOM;SG;3	N;FEM;SG
insan	cara	insan	cara	N;NOM;SG;3	N;FEM;SG
insan	homem	insan	homem	N;NOM;SG;3	N;MASC;SG
insan	human	insan	human	N;NOM;SG;3	N;MASC;SG
stadyum	estádio	stadyum	estádio	N;NOM;SG;3	N;MASC;SG
stadyum	stadium	stadyum	stadium	N;NOM;SG;3	N;MASC;SG
an	momento	an	momento	N;NOM;SG;3	N;MASC;SG
iş	emprego	iş	emprego	N;NOM;SG;3	N;MASC;SG
iş	job	iş	job	N;NOM;SG;3	N;MASC;SG
iş	trabalho	iş	trabalho	N;NOM;SG;3	N;MASC;SG
iş	jó	iş	jó	N;NOM;SG;3	N;MASC;SG
iş	trabalho	iş	trabalho	N;NOM;SG;3	N;MASC;SG
iş	emprego	iş	emprego	N;NOM;SG;3	N;MASC;SG
iş	negócio	iş	negócio	N;NOM;SG;3	N;MASC;SG
bölümü	seção	bölüm	seção	N;NOM;SG;3	N;FEM;SG
bölümü	secção	bölüm	secção	N;NOM;SG;3	N;FEM;SG
bölümü	departamento	bölüm	departamento	N;NOM;SG;3	N;MASC;SG
bunu	esta	bu	este	PRO;ACC;SG;3	PRO;FEM;SG
bunu	isso	bu	isso	PRO;ACC;SG;3	PRO;MASC;SG
bunu	isto	bu	isto	PRO;ACC;SG;3	PRO;MASC;SG
bunu	essa	bu	esse	PRO;ACC;SG;3	PRO;FEM;SG
bunu	essa	bu	esse	PRO;ACC;SG;3	PRO;FEM;SG
bunu	isso	bu	isso	PRO;ACC;SG;3	PRO;MASC;SG
ele	conquista	el	conquista	N;DAT;SG;3	N;FEM;SG
güzel	linda	güzel	linda	ADJ	ADJ;FEM;SG
güzel	boa	güzel	bom	ADJ	ADJ;FEM;SG
güzel	bom	güzel	bom	ADJ	ADJ;MASC;SG
güzel	boa	güzel	bom	ADJ	ADJ;FEM;SG
güzel	bom	güzel	bom	ADJ	ADJ;MASC;SG
güzel	legal	güzel	legal	ADJ	ADJ;MASC;SG
güzel	bonito	güzel	bonito	ADJ	ADJ;MASC;SG
güzel	bonita	güzel	bonito	ADJ	ADJ;FEM;SG
güzel	encantador	güzel	encantador	ADJ	ADJ;MASC;SG
güzel	encantadora	güzel	encantador	ADJ	ADJ;FEM;SG
güzel	adorável	güzel	adorável	ADJ	ADJ;MASC;SG
çocuk	garoto	çocuk	garoto	N;NOM;SG;3	N;MASC;SG
çocuk	boy	çocuk	boy	N;NOM;SG;3	N;MASC;SG
çocuk	moço	çocuk	moço	N;NOM;SG;3	N;MASC;SG
çocuk	rapaz	çocuk	rapaz	N;NOM;SG;3	N;MASC;SG
çocuk	menino	çocuk	menino	N;NOM;SG;3	N;MASC;SG
çocuk	garoto	çocuk	garoto	N;NOM;SG;3	N;MASC;SG
çocuk	moleque	çocuk	moleque	N;NOM;SG;3	N;MASC;SG
çocuk	miúdo	çocuk	miúdo	N;NOM;SG;3	N;MASC;SG
çocuk	kid	çocuk	kid	N;NOM;SG;3	N;MASC;SG
çocuk	criança	çocuk	criança	N;NOM;SG;3	N;FEM;SG
sinema	filme	sine	filme	N;NOM;SG;3	N;MASC;SG
sinema	cinema	sine	cinema	N;NOM;SG;3	N;MASC;SG
sinema	cinemas	sine	cinema	N;NOM;SG;3	N;MASC;SG
sinema	cinema	sine	cinema	N;NOM;SG;3	N;MASC;SG
sırada	next	sıra	next	N;ESS;SG;3	N;MASC;SG
ay	mês	ay	mês	N;NOM;SG;3	N;MASC;SG
ay	lua	ay	lua	N;NOM;SG;3	N;FEM;SG
ay	moon	ay	moon	N;NOM;SG;3	N;MASC;SG
imparatorluğu	empire	imparatorluk	empire	N;NOM;SG;3	N;MASC;SG
imparatorluğu	império	imparatorluk	império	N;NOM;SG;3	N;MASC;SG
internet	web	internet	web	N;NOM;SG;3	N;MASC;SG
internet	teia	internet	ter	N;NOM;SG;3	N;FEM;SG
internet	internet	internet	internet	N;NOM;SG;3	N;FEM;SG
tiyatro	drama	tiyatro	drama	N;NOM;SG;3	N;MASC;SG
tiyatro	teatral	tiyatro	teatral	N;NOM;SG;3	N;MASC;SG
tiyatro	teatro	tiyatro	teatro	N;NOM;SG;3	N;MASC;SG
tiyatro	teatro	tiyatro	teatro	N;NOM;SG;3	N;MASC;SG
bey	bey	bey	bey	N;NOM;SG;3	N;MASC;SG
kazandı	venceu	kazan	vencer	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
kazandı	ganhou	kazan	ganhar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
kazandı	ganhado	kazan	ganhar	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
karar	veredito	karar	vereditar	N;NOM;SG;3	N;MASC;SG
karar	veredicto	karar	veredicto	N;NOM;SG;3	N;MASC;SG
karar	decisão	karar	decisão	N;NOM;SG;3	N;FEM;SG
tarih	data	tarih	data	N;NOM;SG;3	N;FEM;SG
tarih	historia	tarih	historia	N;NOM;SG;3	N;FEM;SG
tarih	história	tarih	história	N;NOM;SG;3	N;FEM;SG
temel	básico	temel	básico	ADJ	ADJ;MASC;SG
temel	básico	temel	básico	ADJ	ADJ;MASC;SG
ünlü	famosa	ünlü	famoso	ADJ	ADJ;FEM;SG
ünlü	famosas	ünlü	famoso	ADJ	ADJ;FEM;PL
ünlü	famoso	ünlü	famoso	ADJ	ADJ;MASC;SG
kalan	permanecendo	kal	permanecer	V;PFV;IND;POS;PRS;V.PTCP	V;V.MSDR
sosyal	sociável	sosyal	sociável	ADJ	ADJ;MASC;SG
sosyal	sociais	sosyal	social	ADJ	ADJ;MASC;PL
sosyal	social	sosyal	social	ADJ	ADJ;MASC;SG
geldi	chegou	gel	chegar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
böylece	assim	böylece	assim	ADV	ADV
oy	votação	oy	votação	N;NOM;SG;3	N;FEM;SG
oy	voto	oy	voto	N;NOM;SG;3	N;MASC;SG
oy	votação	oy	votação	N;NOM;SG;3	N;FEM;SG
oy	votação	oy	votação	N;NOM;SG;3	N;FEM;SG
oy	voto	oy	voto	N;NOM;SG;3	N;MASC;SG
geniş	ampla	geniş	ampla	ADJ	ADJ;FEM;SG
geniş	amplo	geniş	amplo	ADJ	ADJ;MASC;SG
geniş	vasto	geniş	vasto	ADJ	ADJ;MASC;SG
geniş	ampla	geniş	ampla	ADJ	ADJ;FEM;SG
geniş	amplo	geniş	amplo	ADJ	ADJ;MASC;SG
geniş	grande	geniş	grande	ADJ	ADJ;MASC;SG
geniş	espaçosas	geniş	espaçoso	ADJ	ADJ;FEM;PL
geniş	espaçosa	geniş	espaçoso	ADJ	ADJ;FEM;SG
geniş	amplo	geniş	amplo	ADJ	ADJ;MASC;SG
geniş	espaçoso	geniş	espaçoso	ADJ	ADJ;MASC;SG
geniş	espaçosos	geniş	espaçoso	ADJ	ADJ;MASC;PL
ev	home	ev	home	N;NOM;SG;3	N;MASC;SG
ev	casa	ev	casa	N;NOM;SG;3	N;FEM;SG
ev	lar	ev	lar	N;NOM;SG;3	N;MASC;SG
ev	casa	ev	casa	N;NOM;SG;3	N;FEM;SG
hareket	moção	hareket	moção	N;NOM;SG;3	N;FEM;SG
hareket	motion	hareket	motion	N;NOM;SG;3	N;MASC;SG
hareket	movimento	hareket	movimento	N;NOM;SG;3	N;MASC;SG
hareket	movimentação	hareket	movimentação	N;NOM;SG;3	N;FEM;SG
hareket	movimento	hareket	movimento	N;NOM;SG;3	N;MASC;SG
bölgesi	região	bölge	região	N;NOM;SG;3	N;FEM;SG
bölgesi	território	bölge	território	N;NOM;SG;3	N;MASC;SG
sahibi	dona	sahip	dona	N;NOM;SG;3	N;FEM;SG
sahibi	proprietária	sahip	proprietária	N;NOM;SG;3	N;FEM;SG
sahibi	dono	sahip	dono	N;NOM;SG;3	N;MASC;SG
sahibi	proprietário	sahip	proprietário	N;NOM;SG;3	N;MASC;SG
bilim	ciência	bilim	ciência	N;NOM;SG;3	N;FEM;SG
üreten	produzindo	üreten	produzir	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;V.MSDR
üreten	produzir	üreten	produzir	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V;NFIN
sistemi	system	sistem	syetir	N;ACC;SG;3	N;MASC;SG
sistemi	sistema	sistem	sistema	N;ACC;SG;3	N;MASC;SG
verdi	deu	ver	dar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
yaşayan	vivendo	yaşa	viver	V;PFV;IND;POS;PRS;V.PTCP	V;V.MSDR
yaşayan	viver	yaşa	viver	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
hiç	nunca	hiç	nunca	ADV	ADV
hiç	nunca	hiç	nunca	ADV	ADV
ifade	express	ifade	express	N;NOM;SG;3	N;MASC;SG
ifade	depoimento	ifade	depoimento	N;NOM;SG;3	N;MASC;SG
ifade	deposição	ifade	deposição	N;NOM;SG;3	N;FEM;SG
ifade	declaração	ifade	declaração	N;NOM;SG;3	N;FEM;SG
ifade	afirmação	ifade	afirmação	N;NOM;SG;3	N;FEM;SG
ifade	extrato	ifade	extrato	N;NOM;SG;3	N;MASC;SG
ifade	testemunho	ifade	testemunho	N;NOM;SG;3	N;MASC;SG
ifade	expressão	ifade	expressão	N;NOM;SG;3	N;FEM;SG
şey	coisa	şey	coisa	N;NOM;SG;3	N;FEM;SG
rapor	relatório	rapor	relatório	N;NOM;SG;3	N;MASC;SG
kullanılır	utilizada	kullan	utilizar	V;IPFV;IND;SG;3;POS;PASS	V;FEM;SG;V.PTCP
kullanılır	usada	kullan	usar	V;IPFV;IND;SG;3;POS;PASS	V;FEM;SG;V.PTCP
