پربت	gebirge	پربت	gebirge	N;NOM;MASC;SG;3	N
پرچار	währung	پرچار	währung	N;NOM;MASC;SG;3	N;NOM;SG
پرچار	ausbreitung	پرچار	ausbreitung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرچار	vermehrung	پرچار	vermehrung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پُرچک	anwendungsgebiet	پُرچک	anwendungsgebieten	ADJ	ADJ
پُرچک	förderung	پُرچک	förderung	ADJ	ADJ;NOM;FEM;SG
پُرچک	förderung	پُرچک	förderung	ADJ	ADJ;NOM;FEM;SG
پُرچک	unterstützung	پُرچک	unterstützung	ADJ	ADJ
پرچہ	mitteilung	پرچہ	mitteilung	N;NOM;MASC;SG;3	N;FEM;SG
پرچہ	tageszeitung	پرچہ	Tageszeitung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرچی	abstimmung	پرچی	abstimmung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرچھائیں	schatten	پرچھا	schatten	V;FEM;SBJV;PL;FIN;ACT	V;NFIN
پرچھائیں	schicken	پرچھا	schicken	V;FEM;SBJV;PL;FIN;ACT	V;NFIN
پرچھائیں	nachdenken	پرچھا	nachdenken	V;FEM;SBJV;PL;FIN;ACT	V;NFIN
پرچھائیں	schatten	پرچھا	schatten	V;FEM;SBJV;PL;FIN;ACT	V;NFIN
پرداخت	fertigstellung	پرداخت	fertigstellung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرداخت	erziehung	پرداخت	erziehung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرداخت	hilfeleistung	پرداخت	hilfeleistung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرداخت	hilfe	پرداخت	helfen	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرداخت	hilfe	پرداخت	helfen	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرداخت	korrektur	پرداخت	korrektur	N;NOM;MASC;SG;3	N;SG
پرداخت	betreuung	پرداخت	betreuung	N;NOM;MASC;SG;3	N;SG
پردہ	geheimnis	پردہ	geheimnis	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
پردہ	abdeckung	پردہ	abdeckung	N;NOM;MASC;SG;3	N;NOM;SG
پردہ	geheimnis	پردہ	geheimnis	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
پردہ	abdeckung	پردہ	abdeckung	N;NOM;MASC;SG;3	N;NOM;SG
پُرزہ	scharf	پُرزہ	scharf	ADJ	ADJ
پُرزہ	scharfe	پُرزہ	scharf	ADJ	ADJ;NOM;FEM;PL
پُرزہ	stück	پُرزہ	stück	ADJ	ADJ
پُرزہ	schrott	پُرزہ	schroten	ADJ	ADJ
پُرسِش	anfrage	پُرسِش	anfrage	ADJ	ADJ;NOM;FEM;SG
پُرسِش	vernehmung	پُرسِش	vernehmung	ADJ	ADJ
پرش	beil	پرش	beil		
پُرکاری	verarbeitung	پُرکاری	verarbeitung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پرکھ	beweisen	پرکھ	beweisen	V;ACT	V;NFIN
پرکھ	testen	پرکھ	testen	V;ACT	V;NFIN
پرکھ	inspektionen	پرکھ	inspektion	V;ACT	V;NFIN
پرکھنا	testen	پرکھ	testen	V;SG;NFIN;ACT	V;NFIN
پرکھنا	bewerten	پرکھ	bewerten	V;SG;NFIN;ACT	V;NFIN
پرکھنا	evaluieren	پرکھ	evaluieren	V;SG;NFIN;ACT	V;NFIN
پرکھنا	auswerten	پرکھ	auswerten	V;SG;NFIN;ACT	V;NFIN
پرَن	gestrige	پرَن	gestrig		
پرَن	gestern	پرَن	gestern		
پرَن	plejaden	پرَن	plejaden		
پرن	leaf	پرن	leaf		
پرنانا	heiraten	پرنانا	heiraten	V;MASC;SG;NFIN;ACT	V;NFIN
پرنانا	heirate	پرنانا	heirate	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پرواز	arroganz	پرواز	arroganz	N;NOM;MASC;SG;3	N
پرواز	abgang	پرواز	abgehen	N;NOM;MASC;SG;3	N;SG
پرواز	zugang	پرواز	zugang	N;NOM;MASC;SG;3	N
پرواز	zugriff	پرواز	zugreifen	N;NOM;MASC;SG;3	N
پروان	stimmt	پروان	stimmen	V;ACT	V;IND;SG;3;PRS;FIN
پروانجات	genehmigungen	پروانجات	genehmigung	N;NOM;MASC;PL;3	N;NOM;FEM;PL
پروانجات	zuschüsse	پروانجات	zuschüssen	N;NOM;MASC;PL;3	N;NOM;PL
پروانجات	genehmigungen	پروانجات	genehmigung	N;NOM;MASC;PL;3	N;NOM;FEM;PL
پرواہ	abfluss	پرواہ	abfließen	N;NOM;MASC;SG;3	N;SG
پرور	patron	پرور	patron		
پُرولتاری	proletarischen	پُرولتاری	proletarisch	ADJ;NOM	ADJ;NOM;MASC;PL
پرہیز	vorsicht	پرہیز	vorsichen	ADJ	ADJ
پرہیز	vorsichtig	پرہیز	vorsichtig	ADJ	ADJ
پرہیز	nüchternheit	پرہیز	nüchternheit	ADJ	ADJ
پرہیز	prävention	پرہیز	prävention	ADJ	ADJ
پرہیز	vorsicht	پرہیز	vorsichen	ADJ	ADJ
پرہیز	vorsichtig	پرہیز	vorsichtig	ADJ	ADJ
پرہیز	abstinenz	پرہیز	abstinenz	ADJ	ADJ
پرہیز	nüchternheit	پرہیز	nüchternheit	ADJ	ADJ
پرہیز	prävention	پرہیز	prävention	ADJ	ADJ
پُری	ortschaft	پُری	ortschaft	ADJ	ADJ
پُری	ortschaft	پُری	ortschaft	ADJ	ADJ
پریڈ	umzug	پریڈ	umzugen	N;NOM;MASC;SG;3	N;SG
پریشان	elenden	پریشان	elenden	ADJ	ADJ
پریشان	erbärmlich	پریشان	erbärmlich	ADJ	ADJ
پریشان	verstreut	پریشان	verstreut	ADJ	ADJ;V.PTCP
پریشان	zerstreut	پریشان	zerstreut	ADJ	ADJ
پریشان	verstreut	پریشان	verstreut	ADJ	ADJ;V.PTCP
پریشان	zerstreut	پریشان	zerstreut	ADJ	ADJ
پریشان	verblüfft	پریشان	verblüffen	ADJ	ADJ
پریشان	ratlos	پریشان	ratlos	ADJ	ADJ
پریشان	bedauerlich	پریشان	bedauerlich	ADJ	ADJ
پریشان	unglücklich	پریشان	unglücklich	ADJ	ADJ
پریشان	unglücklichen	پریشان	unglücklich	ADJ	ADJ
پریشان	versaut	پریشان	versauen	ADJ	ADJ
پریشان	empört	پریشان	empören	ADJ	ADJ
پریشان	angewidert	پریشان	anwidern	ADJ	ADJ
پریشان	beunruhigt	پریشان	beunruhigen	ADJ	ADJ;V.PTCP
پریشان	betroffen	پریشان	betreffen	ADJ	ADJ
پریشان	unruhigen	پریشان	unruhig	ADJ	ADJ
پریشان	aufgeregt	پریشان	aufgeregt	ADJ	ADJ
پریشان	beunruhigt	پریشان	beunruhigen	ADJ	ADJ;V.PTCP
پریشان	verstört	پریشان	verstören	ADJ	ADJ
پریشانی	notlage	پریشانی	notlage	ADJ	ADJ;SG
پریشانی	ärger	پریشانی	ärger	ADJ	ADJ
پریشانی	probleme	پریشانی	probleme	ADJ	ADJ;PL
پریشانی	notlage	پریشانی	notlage	ADJ	ADJ;SG
پڑتا	teilen	پڑ	teilen	V;IPFV;MASC;SG;V.PTCP;ACT	V;NFIN
پڑتا	kosten	پڑ	kosten	V;IPFV;MASC;SG;V.PTCP;ACT	V;NFIN
پڑتال	überprüfung	پڑتال	überprüfung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پڑتال	inspektion	پڑتال	inspektion	N;NOM;MASC;SG;3	N;NOM;SG
پڑتال	überarbeitung	پڑتال	überarbeitung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پڑتال	untersuchung	پڑتال	untersuchung	N;NOM;MASC;SG;3	N;SG
پڑتال	rechnungsprüfung	پڑتال	rechnungsprüfung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پڑتال	abschlussprüfung	پڑتال	abschlussprüfung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پڑتال	prüfung	پڑتال	prüfung	N;NOM;MASC;SG;3	N;SG
پڑم	floß	پڑم	floß		
پڑنا	beeinträchtigen	پڑ	beeinträchtigen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	einmischen	پڑ	einmisch	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	aufhalten	پڑ	aufhalten	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	anhalten	پڑ	anhalten	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	stoppen	پڑ	stoppen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	mitmachen	پڑ	mitmachen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	teilnehmen	پڑ	teilnehmen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	mitwirken	پڑ	mitwirken	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	beteiligen	پڑ	beteiligen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	fallen	پڑ	fallen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑنا	einmischen	پڑ	einmisch	V;MASC;SG;NFIN;ACT	V;NFIN
پِڑوانا	zerkleinern	پِڑوانا	zerkleinern	V;MASC;SG;NFIN;ACT	V;NFIN
پِڑوانا	abdrücken	پِڑوانا	abdrücken	V;MASC;SG;NFIN;ACT	V;NFIN
پِڑوانا	drücken	پِڑوانا	drücken	V;MASC;SG;NFIN;ACT	V;NFIN
پڑھا	lernte	پڑھ	lernen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پڑھا	gelernt	پڑھ	lernen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پڑھا	erlernte	پڑھ	erlernen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پڑھا	lesen	پڑھ	lesen	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
پڑھا	gelesen	پڑھ	lesen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پڑھا	lese	پڑھ	lese	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پڑھا	verlesen	پڑھ	verlesen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پڑھا	vorgetragen	پڑھ	vortragen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پڑھانا	verleiten	پڑھا	verleiten	V;MASC;SG;V.PTCP;ACT	V;NFIN
پڑھانا	verführen	پڑھا	verführen	V;MASC;SG;V.PTCP;ACT	V;NFIN
پڑھانا	lehren	پڑھا	lehren	V;MASC;SG;V.PTCP;ACT	V;NFIN
پڑھانا	unterrichten	پڑھا	unterrichten	V;MASC;SG;V.PTCP;ACT	V;NFIN
پڑھانا	erziehen	پڑھا	erziehen	V;MASC;SG;V.PTCP;ACT	V;NFIN
پڑھانا	belehren	پڑھا	belehren	V;MASC;SG;V.PTCP;ACT	V;NFIN
پڑھائی	lesen	پڑھا	lesen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پڑھائی	lese	پڑھا	lese	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پڑھائی	lesen	پڑھا	lesen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پڑھائی	lese	پڑھا	lese	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پڑھنا	lesen	پڑھ	lesen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑھنا	gelesen	پڑھ	lesen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پڑھنا	lese	پڑھ	lese	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پڑھنا	vortragen	پڑھ	vortragen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑھنا	verlesen	پڑھ	verlesen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پڑھنا	entziffern	پڑھ	entziffern	V;MASC;SG;NFIN;ACT	V;NFIN
پڑھنا	erfahren	پڑھ	erfahren	V;MASC;SG;NFIN;ACT	V;V.PTCP
پڑھنا	erfahre	پڑھ	erfahren	V;MASC;SG;NFIN;ACT	V;SG;FIN
پڑھنا	erlernen	پڑھ	erlernen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑھنا	lernen	پڑھ	lernen	V;MASC;SG;NFIN;ACT	V;NFIN
پڑھنا	lerne	پڑھ	lernen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;FIN
پژمُردہ	traurig	پژمُردہ	traurig	ADJ	ADJ
پژمُردہ	betrübt	پژمُردہ	betrüben	ADJ	ADJ
پژمُردہ	traurige	پژمُردہ	traurig	ADJ	ADJ;NOM;FEM;PL
پژہ	mound	پژہ	mound		
پسپا	angewidert	پسپا	anwidern	ADJ	ADJ
پسپائی	niederlage	پسپائی	niederlage	N;NOM;FEM;SG;3	N;NOM;FEM;SG
پست	erschöpft	پست	erschöpfen	ADJ	ADJ;V.PTCP
پست	müdigkeit	پست	müdigkeit	ADJ	ADJ
پست	müde	پست	müden	ADJ	ADJ
پست	untätig	پست	untätig	ADJ	ADJ
پست	inaktiv	پست	inaktiv	ADJ	ADJ
پست	schlecht	پست	schlecht	ADJ	ADJ
پست	schlimm	پست	schlimm	ADJ	ADJ
پست	schlechten	پست	schlecht	ADJ	ADJ
پست	erschöpft	پست	erschöpfen	ADJ	ADJ;V.PTCP
پست	müdigkeit	پست	müdigkeit	ADJ	ADJ
پست	müde	پست	müden	ADJ	ADJ
پست	mittlere	پست	mittler	ADJ	ADJ;NOM;FEM;PL
پست	gemein	پست	gemein	ADJ	ADJ
پست	untätig	پست	untätig	ADJ	ADJ
پست	inaktiv	پست	inaktiv	ADJ	ADJ
پست	schlecht	پست	schlecht	ADJ	ADJ
پست	schlimm	پست	schlimm	ADJ	ADJ
پست	schlechten	پست	schlecht	ADJ	ADJ
پستی	rückständigkeit	پس	rückständigkeit	ADJ	ADJ
پستی	müdigkeit	پس	müdigkeit	ADJ	ADJ
پستی	erschöpfung	پس	Erschöpfung	ADJ	ADJ
پستی	unterlegenheit	پس	unterlegenheit	ADJ	ADJ
پستی	müdigkeit	پس	müdigkeit	ADJ	ADJ
پستی	rückständigkeit	پس	rückständigkeit	ADJ	ADJ
پستی	müdigkeit	پس	müdigkeit	ADJ	ADJ
پستی	erschöpfung	پس	Erschöpfung	ADJ	ADJ
پستی	unterlegenheit	پس	unterlegenheit	ADJ	ADJ
پستی	müdigkeit	پس	müdigkeit	ADJ	ADJ
پسند	wahlmöglichkeit	پسند	wahlmöglichkeit	ADJ	ADJ
پسند	genehmigung	پسند	genehmigung	ADJ	ADJ
پسند	schick	پسند	schick	ADJ	ADJ
پسند	schicke	پسند	schick	ADJ	ADJ;NOM;FEM;SG
پسند	bevorzugt	پسند	bevorzugen	ADJ	ADJ
پسند	präferenz	پسند	präferenz	ADJ	ADJ;NOM;FEM
پسند	wahlmöglichkeit	پسند	wahlmöglichkeit	ADJ	ADJ
پسند	genehmigung	پسند	genehmigung	ADJ	ADJ
پسند	schick	پسند	schick	ADJ	ADJ
پسند	schicke	پسند	schick	ADJ	ADJ;NOM;FEM;SG
پسند	bevorzugt	پسند	bevorzugen	ADJ	ADJ
پسند	präferenz	پسند	präferenz	ADJ	ADJ;NOM;FEM
پسندیدہ	ausgewählte	پسندیدہ	ausgewählt	ADJ	ADJ;NOM;FEM;PL
پسندیدہ	favorit	پسندیدہ	favorit	ADJ	ADJ
پسندیدہ	beliebteste	پسندیدہ	beliebt	ADJ	ADJ;NOM;FEM;PL
پسندیدہ	ausgewählte	پسندیدہ	ausgewählt	ADJ	ADJ;NOM;FEM;PL
پُشت	hilfeleistung	پُشت	hilfeleistung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پُشت	hilfe	پُشت	helfen	N;NOM;MASC;SG;3	N;NOM;FEM;SG
پُشت	erzeugung	پُشت	erzeugung	N;NOM;MASC;SG;3	N;SG
پُشت	betreuung	پُشت	betreuung	N;NOM;MASC;SG;3	N;SG
پُشتانہ	hintergründe	پُشتانہ	hintergründe	ADJ	ADJ
پُشتانہ	vorgeschichte	پُشتانہ	vorgeschicht	ADJ	ADJ;NOM;SG
پُشتانہ	hintergrund	پُشتانہ	hintergrund	ADJ	ADJ
پُشتاول	verstärkung	پُشتاول	verstärkung	ADJ	ADJ
پُشتی	förderung	پُش	förderung	ADJ	ADJ;NOM;FEM;SG
پُشتی	unterstützung	پُش	unterstützung	ADJ	ADJ
پُشتَین	abstammung	پُشتَین	abstammung	ADJ	ADJ
پُشتَینی	erblichen	پُشتَینی	erblich	ADJ	ADJ
پشک	tau	پشک	tau		
پشم	haar	پشم	haar		
پشم	haare	پشم	haaren		
پشم	frisur	پشم	frisur		
پشم	fellen	پشم	fell		
پشم	fell	پشم	fell		
پشم	woll	پشم	wollen		
پکا	zubereitet	پک	zubereiten	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پکا	gekocht	پک	kochen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکار	weine	پُکار	wein		
پُکار	verkündung	پُکار	verkündung		
پُکارا	proklamiert	پُکارا	proklamieren	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکارا	verkündet	پُکارا	verkünden	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکارا	erklärte	پُکارا	erklären	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پُکارا	verkündete	پُکارا	verkünden	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پُکارا	ausgerufen	پُکارا	ausrufen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکارا	aufgerufen	پُکارا	aufrufen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکارا	angerufen	پُکارا	anrufen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکارا	rief	پُکارا	rufen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پُکارا	genannt	پُکارا	nennen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکارا	gerufen	پُکارا	rufen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پُکارنا	bitten	پُکار	bitten	V;NFIN;ACT	V;NFIN
پُکارنا	betteln	پُکار	betteln	V;NFIN;ACT	V;NFIN
پُکارنا	bittet	پُکار	bitten	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُکارنا	flehen	پُکار	flehen	V;NFIN;ACT	V;NFIN
پُکارنا	betet	پُکار	beten	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُکارنا	beten	پُکار	beten	V;NFIN;ACT	V;NFIN
پُکارنا	gebetet	پُکار	beten	V;NFIN;ACT	V;V.PTCP
پکانا	kochen	پکانا	kochen	V;MASC;SG;V.PTCP;ACT	V;NFIN
پکانا	backen	پکانا	backen	V;MASC;SG;V.PTCP;ACT	V;NFIN
پکائی	kochen	پکا	kochen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پکڑ	halten	پکڑ	halten	V;ACT	V;NFIN
پکڑ	festhalten	پکڑ	festhalten	V;ACT	V;NFIN
پکڑ	verhaften	پکڑ	verhaften	V;ACT	V;NFIN
پکڑ	festnehmen	پکڑ	festnehmen	V;ACT	V;NFIN
پکڑ	kritisiert	پکڑ	kritisieren	V;ACT	V;V.PTCP
پکڑ	kritisieren	پکڑ	kritisieren	V;ACT	V;NFIN
پکڑ	begreifen	پکڑ	begreifen	V;ACT	V;NFIN
پکڑ	fassen	پکڑ	fassen	V;ACT	V;NFIN
پکڑ	greifen	پکڑ	greifen	V;ACT	V;NFIN
پکڑ	einfangen	پکڑ	einfangen	V;ACT	V;NFIN
پکڑ	erfassen	پکڑ	erfassen	V;ACT	V;NFIN
پکڑ	halten	پکڑ	halten	V;ACT	V;NFIN
پکڑ	festhalten	پکڑ	festhalten	V;ACT	V;NFIN
پکڑ	verhaften	پکڑ	verhaften	V;ACT	V;NFIN
پکڑ	festnehmen	پکڑ	festnehmen	V;ACT	V;NFIN
پکڑ	greifen	پکڑ	greifen	V;ACT	V;NFIN
پکڑ	griff	پکڑ	greifen	V;ACT	V;FIN
پکڑ	kritisiert	پکڑ	kritisieren	V;ACT	V;V.PTCP
پکڑ	kritisieren	پکڑ	kritisieren	V;ACT	V;NFIN
پکڑ	begreifen	پکڑ	begreifen	V;ACT	V;NFIN
پکڑ	fassen	پکڑ	fassen	V;ACT	V;NFIN
پکڑ	greifen	پکڑ	greifen	V;ACT	V;NFIN
پکڑ	einfangen	پکڑ	einfangen	V;ACT	V;NFIN
پکڑ	erfassen	پکڑ	erfassen	V;ACT	V;NFIN
پکڑا	ertappt	پکڑ	ertappen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پکڑا	geschnappt	پکڑ	schnappen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پکڑا	gefangen	پکڑ	fangen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پکڑا	gefasst	پکڑ	fassen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پکڑا	erwischt	پکڑ	erwischen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
پکڑانا	betrauen	پکڑانا	betrauen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑانا	beauftragen	پکڑانا	beauftragen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑانا	anvertrauen	پکڑانا	anvertrauen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑائی	ergreifen	پکڑائی	ergreifen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پکڑائی	aufholen	پکڑائی	aufholen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پکڑائی	fangen	پکڑائی	fangen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پکڑائی	einfangen	پکڑائی	einfangen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پکڑائی	erfassen	پکڑائی	erfassen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
پکڑنا	halten	پکڑ	halten	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	festhalten	پکڑ	festhalten	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	fangen	پکڑ	fangen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	handle	پکڑ	handeln	V;MASC;SG;NFIN;ACT	V;IND;SG;3;FIN
پکڑنا	handhaben	پکڑ	handhaben	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	griff	پکڑ	greifen	V;MASC;SG;NFIN;ACT	V;FIN
پکڑنا	empfangen	پکڑ	empfangen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پکڑنا	erhält	پکڑ	erhalten	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پکڑنا	verhaften	پکڑ	verhaften	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	festnehmen	پکڑ	festnehmen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	holen	پکڑ	holen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	erhalte	پکڑ	erhalten	V;MASC;SG;NFIN;ACT	V;SG;FIN
پکڑنا	bekommen	پکڑ	bekommen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	bekomme	پکڑ	bekommen	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پکڑنا	überholen	پکڑ	überholen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	entdecken	پکڑ	entdecken	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	ermitteln	پکڑ	ermitteln	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	erkennen	پکڑ	erkennen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	feststellen	پکڑ	feststellen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	entdecken	پکڑ	entdecken	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	entdecke	پکڑ	entdecken	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پکڑنا	begreifen	پکڑ	begreifen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	fassen	پکڑ	fassen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	greifen	پکڑ	greifen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	einfangen	پکڑ	einfangen	V;MASC;SG;NFIN;ACT	V;NFIN
پکڑنا	erfassen	پکڑ	erfassen	V;MASC;SG;NFIN;ACT	V;NFIN
پکش	feder	پکش	feder		
پکش	side	پکش	side		
پکنا	kochen	پک	kochen	V;MASC;SG;NFIN;ACT	V;NFIN
پکنا	erwachsen	پک	erwachsen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پکنا	kochen	پک	kochen	V;MASC;SG;NFIN;ACT	V;NFIN
پکنا	erwachsen	پک	erwachsen	V;MASC;SG;NFIN;ACT	V;V.PTCP
پکی	zubereitet	پک	zubereiten	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
پکی	gekocht	پک	kochen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
پکھارنا	spülen	پکھار	spülen	V;MASC;SG;NFIN;ACT	V;NFIN
پکھارنا	aufräumen	پکھار	aufräumen	V;MASC;SG;NFIN;ACT	V;NFIN
پکھارنا	reinigen	پکھار	reinig	V;MASC;SG;NFIN;ACT	V;NFIN
پکھارنا	säubern	پکھار	säubern	V;MASC;SG;NFIN;ACT	V;NFIN
پکھارنا	waschen	پکھار	waschen	V;MASC;SG;NFIN;ACT	V;NFIN
پگا	nachwuchs	پگا	nachwuchs		
