رده	třída	رده	třída	N;SG	N;NOM;FEM;SG;POS
وابسته	závislé	وابسته	závislý	ADJ	ADJ;NOM;NEUT;SG;POS
وابسته	závislý	وابسته	závislý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
وابسته	závislá	وابسته	závislý	ADJ	ADJ;NOM;FEM;SG;POS
وابسته	přidružené	وابسته	přidružený	ADJ	ADJ;NOM;NEUT;SG;POS
وابسته	související	وابسته	související	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
فوتبال	fotbal	فوتبال	fotbal	N;SG	N;INAN;NOM;MASC;SG;POS
فوتبال	fotbal	فوتبال	fotbal	N;SG	N;INAN;NOM;MASC;SG;POS
ساعت	hodinu	ساعت	hodina	N;SG	N;ACC;FEM;SG;POS
ساعت	hodinka	ساعت	hodinka	N;SG	N;NOM;FEM;SG;POS
ساعت	hodina	ساعت	hodina	N;SG	N;NOM;FEM;SG;POS
پایه	základ	پایه	základ	N;SG	N;INAN;NOM;MASC;SG;POS
پایه	nadace	پایه	nadace	N;SG	N;NOM;FEM;SG;POS
پایه	základ	پایه	základ	N;SG	N;INAN;NOM;MASC;SG;POS
پایه	základna	پایه	základna	N;SG	N;NOM;FEM;SG;POS
پایه	základ	پایه	základ	N;SG	N;INAN;NOM;MASC;SG;POS
پایه	báze	پایه	báze	N;SG	N;NOM;FEM;SG;POS
پایه	základnu	پایه	základna	N;SG	N;ACC;FEM;SG;POS
نام	jméno	نام	jméno	N;SG	N;NOM;NEUT;SG;POS
نام	jmeno	نام	jmeno	N;SG	N;NOM;MASC;SG;POS
نام	name	نام	můj	N;SG	N;NOM;MASC;SG;POS
نام	název	نام	název	N;SG	N;INAN;NOM;MASC;SG;POS
استان	provincie	استان	provincie	N;SG	N;NOM;FEM;SG;POS
استان	provincii	استان	provincie	N;SG	N;DAT;FEM;SG;POS
استان	region	استان	region	N;SG	N;INAN;NOM;MASC;SG;POS
استان	regionu	استان	region	N;SG	N;INAN;DAT;MASC;SG;POS
استان	oblast	استان	oblast	N;SG	N;NOM;FEM;SG;POS
استان	kraj	استان	kraj	N;SG	N;INAN;NOM;MASC;SG;POS
شهر	město	شهر	město	N;SG	N;NOM;NEUT;SG;POS
شهر	městečko	شهر	městečko	N;SG	N;NOM;NEUT;SG;POS
شهر	město	شهر	město	N;SG	N;NOM;NEUT;SG;POS
ملی	vnitrostátní	ملی	vnitrostátní	ADJ	ADJ;NOM;MASC;SG;POS
ملی	celostátní	ملی	celostátní	ADJ	ADJ;NOM;MASC;SG;POS
ملی	národní	ملی	národní	ADJ	ADJ;NOM;MASC;SG;POS
کشور	zemi	کشور	země	N;SG	N;ACC;FEM;SG;POS
کشور	země	کشور	země	N;SG	N;NOM;FEM;SG;POS
تاریخ	datum	تاریخ	datum	N;SG	N;NOM;NEUT;SG;POS
تاریخ	rande	تاریخ	rande	N;SG	N;NOM;NEUT;SG;POS
تاریخ	dějepis	تاریخ	dějepis	N;SG	N;INAN;NOM;MASC;SG;POS
تاریخ	historie	تاریخ	historie	N;SG	N;NOM;FEM;SG;POS
تاریخ	historii	تاریخ	historie	N;SG	N;ACC;FEM;SG;POS
فیلم	film	فیلم	film	N;SG	N;INAN;NOM;MASC;SG;POS
فیلم	film	فیلم	film	N;SG	N;INAN;NOM;MASC;SG;POS
بخش	odbor	بخش	odbor	N;SG	N;INAN;NOM;MASC;SG;POS
بخش	oddělení	بخش	oddělení	N;SG	N;NOM;NEUT;SG;POS
بخش	sektor	بخش	sektor	N;SG	N;INAN;NOM;MASC;SG;POS
بخش	odvětví	بخش	odvětví	N;SG	N;NOM;NEUT;SG;POS
بخش	sektoru	بخش	sektor	N;SG	N;INAN;GEN;MASC;SG;POS
بخش	sekci	بخش	sekce	N;SG	N;ACC;FEM;SG;POS
بخش	úsek	بخش	úsek	N;SG	N;INAN;NOM;MASC;SG;POS
بخش	oddíl	بخش	oddíl	N;SG	N;INAN;NOM;MASC;SG;POS
بخش	sekce	بخش	sekce	N;SG	N;NOM;FEM;SG;POS
بخش	okres	بخش	okres	N;SG	N;INAN;NOM;MASC;SG;POS
بخش	okrsek	بخش	okrsek	N;SG	N;INAN;NOM;MASC;SG;POS
جمعیت	dav	جمعیت	dav	N;SG	N;INAN;NOM;MASC;SG;POS
جمعیت	dav	جمعیت	dav	N;SG	N;INAN;NOM;MASC;SG;POS
جمعیت	zástup	جمعیت	zástup	N;SG	N;INAN;NOM;MASC;SG;POS
جمعیت	davu	جمعیت	dav	N;SG	N;INAN;GEN;MASC;SG;POS
جمعیت	obyvatelstvo	جمعیت	obyvatelstvo	N;SG	N;NOM;NEUT;SG;POS
جمعیت	populace	جمعیت	populace	N;SG	N;NOM;FEM;SG;POS
دو	dva	دو	dva	NUM	NUM;NOM;MASC;PL
دو	dvě	دو	dva	NUM	NUM;NOM;PL
اثر	účinek	اثر	účinek	N;SG	N;INAN;NOM;MASC;SG;POS
اثر	efekt	اثر	efekt	N;SG	N;INAN;NOM;MASC;SG;POS
پس	pak	پس	pak	ADV	ADV
یکی	jedno	یک	jeden	NUM	NUM;NOM;NEUT;SG
یکی	jednu	یک	jeden	NUM	NUM;ACC;FEM;SG
یکی	jeden	یک	jeden	NUM	NUM;NOM;MASC;SG
یکی	jedna	یک	jeden	NUM	NUM;NOM;FEM;SG
بازیکنان	hráče	بازیکن	hráč	N;PL	N;ANIM;ACC;MASC;PL;POS
بازیکنان	hráčů	بازیکن	hráč	N;PL	N;ANIM;GEN;MASC;PL;POS
بازیکنان	hráči	بازیکن	hráč	N;PL	N;ANIM;NOM;MASC;PL;POS
بازیکنان	přehrávače	بازیکن	přehrávač	N;PL	N;INAN;NOM;MASC;PL;POS
آثار	artefaktů	اثر	artefakt	N;PL	N;INAN;GEN;MASC;PL;POS
آثار	artefakty	اثر	artefakt	N;PL	N;INAN;NOM;MASC;PL;POS
آثار	dopady	اثر	dopad	N;PL	N;INAN;NOM;MASC;PL;POS
آثار	efekty	اثر	efekt	N;PL	N;INAN;NOM;MASC;PL;POS
آثار	účinky	اثر	účinek	N;PL	N;INAN;NOM;MASC;PL;POS
آثار	vlivy	اثر	vliv	N;PL	N;INAN;NOM;MASC;PL;POS
روستاهای	vesnic	روستا	vesnice	N;PL	N;GEN;FEM;PL;POS
دیگر	více	دیگر	hodně	ADV	ADV;CMPR;POS
دیگر	víc	دیگر	hodně	ADV	ADV;CMPR;POS
عنوان	titulek	عنوان	titulek	N;SG	N;INAN;NOM;MASC;SG;POS
عنوان	popisek	عنوان	popisek	N;SG	N;INAN;NOM;MASC;SG;POS
پیوند	link	پیوند	link	N;SG	N;INAN;NOM;MASC;SG;POS
پیوند	odkaz	پیوند	odkaz	N;SG	N;INAN;NOM;MASC;SG;POS
پیوند	souvislost	پیوند	souvislost	N;SG	N;NOM;FEM;SG;POS
پیوند	bonde	پیوند	bond	N;SG	N;INAN;NOM;MASC;SG;POS
پیوند	kauce	پیوند	kauce	N;SG	N;NOM;FEM;SG;POS
پیوند	pouto	پیوند	pouto	N;SG	N;NOM;NEUT;SG;POS
بحث	hádání	بحث	hádání	N;SG	N;NOM;NEUT;SG;POS
بحث	diskuse	بحث	diskuse	N;SG	N;NOM;FEM;SG;POS
بحث	diskuze	بحث	diskuse	N;SG	N;NOM;FEM;SG;POS
بیرون	ven	بیرون	ven	ADV;ESS	ADV
بیرون	venku	بیرون	venku	ADV;ESS	ADV
افراد	lidí	فرد	člověk	N;PL	N;ANIM;GEN;MASC;PL;POS
افراد	lidi	فرد	člověk	N;PL	N;ANIM;NOM;MASC;PL;POS
افراد	lidé	فرد	člověk	N;PL	N;ANIM;NOM;MASC;PL;POS
افراد	lidem	فرد	člověk	N;PL	N;ANIM;DAT;MASC;PL;POS
دوره	kurz	دوره	kurs	N;SG	N;INAN;NOM;MASC;SG;POS
دوره	kurs	دوره	kurs	N;SG	N;INAN;NOM;MASC;SG;POS
دوره	epochu	دوره	epocha	N;SG	N;ACC;FEM;SG;POS
دوره	období	دوره	období	N;SG	N;NOM;NEUT;SG;POS
متر	metr	متر	metr	N;SG	N;INAN;NOM;MASC;SG;POS
متر	metr	متر	metr	N;SG	N;INAN;NOM;MASC;SG;POS
کاربر	uživatelem	کاربر	uživatel	N;SG	N;ANIM;INS;MASC;SG;POS
کاربر	uživatel	کاربر	uživatel	N;SG	N;ANIM;NOM;MASC;SG;POS
مناطق	kraje	منطقه	kraj	N;PL	N;INAN;NOM;MASC;PL;POS
مناطق	okrsků	منطقه	okrsek	N;PL	N;INAN;GEN;MASC;PL;POS
مناطق	plochy	منطقه	plocha	N;PL	N;NOM;FEM;PL;POS
مناطق	oblasti	منطقه	oblast	N;PL	N;NOM;FEM;PL;POS
هر	každý	هر	každý	DET	DET;ANIM;NOM;MASC;SG;POS
هر	každé	هر	každý	DET	DET;NOM;NEUT;SG;POS
هر	jakékoliv	هر	jakýkoliv	DET	DET;NOM;NEUT;PL
هر	jakýkoliv	هر	jakýkoliv	DET	DET;NOM;MASC;SG
هر	jakoukoli	هر	jakýkoliv	DET	DET;ACC;FEM;SG
هر	jakoukoliv	هر	jakýkoliv	DET	DET;ACC;FEM;SG
هر	jakékoli	هر	jakýkoliv	DET	DET;NOM;NEUT;PL
باشگاه	klub	باشگاه	klub	N;SG	N;INAN;NOM;MASC;SG;POS
باشگاه	klubu	باشگاه	klub	N;SG	N;INAN;DAT;MASC;SG;POS
باشگاه	tělocvična	باشگاه	tělocvična	N;SG	N;NOM;FEM;SG;POS
باشگاه	tělocvik	باشگاه	tělocvik	N;SG	N;INAN;NOM;MASC;SG;POS
باشگاه	fenerbahçe	باشگاه	fenerbah	N;SG	N;NOM;FEM;SG;POS
شهرهای	obce	شهر	obec	N;PL	N;NOM;FEM;PL;POS
دانشگاه	univerzita	دانشگاه	univerzita	N;SG	N;NOM;FEM;SG;POS
مورد	případě	مورد	případ	N;SG	N;INAN;DAT;MASC;SG;POS
مورد	pouzdro	مورد	pouzdro	N;SG	N;NOM;NEUT;SG;POS
مورد	případ	مورد	případ	N;SG	N;INAN;NOM;MASC;SG;POS
سده	století	سده	století	N;SG	N;NOM;NEUT;SG;POS
ثبت	těžba	ثبت	těžba	N;SG	N;NOM;FEM;SG;POS
ثبت	log	ثبت	log	N;SG	N;INAN;NOM;MASC;SG;POS
وجود	existence	وجود	existence	N;SG	N;NOM;FEM;SG;POS
وجود	existenci	وجود	existence	N;SG	N;ACC;FEM;SG;POS
زبان	jazyk	زبان	jazyk	N;SG	N;INAN;NOM;MASC;SG;POS
زبان	jazyk	زبان	jazyk	N;SG	N;INAN;NOM;MASC;SG;POS
شماره	číslo	شماره	číslo	N;SG	N;NOM;NEUT;SG;POS
شماره	počet	شماره	počet	N;SG	N;INAN;NOM;MASC;SG;POS
کار	zaměstnání	کار	zaměstnání	N;SG	N;NOM;NEUT;SG;POS
کار	práce	کار	práce	N;SG	N;NOM;FEM;SG;POS
کار	práci	کار	práce	N;SG	N;ACC;FEM;SG;POS
کار	práce	کار	práce	N;SG	N;NOM;FEM;SG;POS
کار	prace	کار	prace	N;SG	N;NOM;FEM;SG;POS
کار	práci	کار	práce	N;SG	N;ACC;FEM;SG;POS
اما	ale	اما	ale	CONJ	CONJ
بازیگران	herci	بازیگر	herec	N;PL	N;ANIM;NOM;MASC;PL;POS
بازیگران	herce	بازیگر	herec	N;PL	N;ANIM;ACC;MASC;PL;POS
بازیگران	aktéři	بازیگر	aktér	N;PL	N;ANIM;NOM;MASC;PL;POS
بازیگران	herců	بازیگر	herec	N;PL	N;ANIM;GEN;MASC;PL;POS
فرودگاه	letiště	فرودگاه	letiště	N;SG	N;NOM;NEUT;SG;POS
صورت	tvář	صورت	tvář	N;SG	N;NOM;FEM;SG;POS
صورت	obličej	صورت	obličej	N;SG	N;INAN;NOM;MASC;SG;POS
صورت	face	صورت	face	N;SG	N;NOM;MASC;SG;POS
مرکز	centrála	مرکز	centrála	N;SG	N;NOM;FEM;SG;POS
مرکز	centrum	مرکز	centrum	N;SG	N;NOM;NEUT;SG;POS
مرکز	střed	مرکز	střed	N;SG	N;INAN;NOM;MASC;SG;POS
مرکز	centrum	مرکز	centrum	N;SG	N;NOM;NEUT;SG;POS
مرکز	středisko	مرکز	středisko	N;SG	N;NOM;NEUT;SG;POS
مرکز	střed	مرکز	střed	N;SG	N;INAN;NOM;MASC;SG;POS
زمان	čas	زمان	čas	N;SG	N;INAN;NOM;MASC;SG;POS
زمان	doba	زمان	doba	N;SG	N;NOM;FEM;SG;POS
زمان	time	زمان	time	N;SG	N;INAN;NOM;MASC;SG;POS
شرکت	firma	شرکت	firma	N;SG	N;NOM;FEM;SG;POS
شرکت	společnost	شرکت	společnost	N;SG	N;NOM;FEM;SG;POS
مقاله	esej	مقاله	esej	N;SG	N;NOM;FEM;SG;POS
مقاله	článek	مقاله	článek	N;SG	N;INAN;NOM;MASC;SG;POS
مقاله	článku	مقاله	článek	N;SG	N;INAN;GEN;MASC;SG;POS
تیم	tim	تیم	tim	N;SG	N;NOM;MASC;SG;POS
تیم	time	تیم	time	N;SG	N;INAN;NOM;MASC;SG;POS
تیم	mužstvo	تیم	mužstvo	N;SG	N;NOM;NEUT;SG;POS
تیم	tým	تیم	tým	N;SG	N;INAN;NOM;MASC;SG;POS
تیم	team	تیم	team	N;SG	N;INAN;NOM;MASC;SG;POS
مرد	člověk	مرد	člověk	N;SG	N;ANIM;NOM;MASC;SG;POS
مرد	muž	مرد	muž	N;SG	N;ANIM;NOM;MASC;SG;POS
انگلیسی	angličtina	انگلیسی	angličtina	N;SG	N;NOM;FEM;SG;POS
نظر	komentář	نظر	komentář	N;SG	N;INAN;NOM;MASC;SG;POS
نظر	názor	نظر	názor	N;SG	N;INAN;NOM;MASC;SG;POS
نظر	stanovisko	نظر	stanovisko	N;SG	N;NOM;NEUT;SG;POS
جهانی	svět	جهانی	svět	N;SG	N;INAN;NOM;MASC;SG;POS
زندگی	bydlení	زندگی	bydlení	N;SG	N;NOM;NEUT;SG;POS
زندگی	zivot	زندگی	zivot	N;SG	N;NOM;MASC;SG;POS
زندگی	život	زندگی	život	N;SG	N;INAN;NOM;MASC;SG;POS
زن	žena	زن	žena	N;SG	N;NOM;FEM;SG;POS
زن	samice	زن	samice	N;SG	N;NOM;FEM;SG;POS
زن	žena	زن	žena	N;SG	N;NOM;FEM;SG;POS
زن	manželku	زن	manželka	N;SG	N;ACC;FEM;SG;POS
زن	žena	زن	žena	N;SG	N;NOM;FEM;SG;POS
زن	manželka	زن	manželka	N;SG	N;NOM;FEM;SG;POS
زن	manželce	زن	manželka	N;SG	N;DAT;FEM;SG;POS
زیر	pod	زیر	pod	ADP	ADP;ACC
هستند	jsou	هست	být	V;PL;3;PRS	V;IND;PL;3;POS;PRS;FIN;ACT
جوایز	ceny	جایزه	cena	N;PL	N;NOM;FEM;PL;POS
روستا	village	روستا	villaga	N;SG	N;INAN;NOM;MASC;SG;POS
روستا	vesnice	روستا	vesnice	N;SG	N;NOM;FEM;SG;POS
بازی	hru	بازی	hra	N;SG	N;ACC;FEM;SG;POS
بازی	zápas	بازی	zápas	N;SG	N;INAN;NOM;MASC;SG;POS
بازی	hra	بازی	hra	N;SG	N;NOM;FEM;SG;POS
بازی	hra	بازی	hra	N;SG	N;NOM;FEM;SG;POS
بازی	play	بازی	play	N;SG	N;FEM;POS
تاریخی	historický	تاریخی	historický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
تاریخی	historické	تاریخی	historický	ADJ	ADJ;NOM;MASC;SG;POS
تاریخی	historická	تاریخی	historický	ADJ	ADJ;NOM;FEM;SG;POS
تاریخی	historický	تاریخی	historický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
تاریخی	historické	تاریخی	historický	ADJ	ADJ;NOM;MASC;SG;POS
تاریخی	historická	تاریخی	historický	ADJ	ADJ;NOM;FEM;SG;POS
سرشماری	sčítání	سرشماری	sčítání	N;SG	N;NOM;NEUT;SG;POS
فرانسه	francouzština	فرانسه	francouzština	N;SG	N;NOM;FEM;SG;POS
فرانسه	francouz	فرانسه	francouz	N;SG	N;ANIM;NOM;MASC;SG;POS
جنگ	válka	جنگ	válka	N;SG	N;NOM;FEM;SG;POS
جنگ	válce	جنگ	válka	N;SG	N;DAT;FEM;SG;POS
جنگ	válku	جنگ	válka	N;SG	N;ACC;FEM;SG;POS
دست	ruka	دست	ruka	N;SG	N;NOM;FEM;SG;POS
دست	paži	دست	paži	N;SG	N;ACC;FEM;SG;POS
دست	ruku	دست	ruka	N;SG	N;ACC;FEM;SG;POS
دست	ruka	دست	ruka	N;SG	N;NOM;FEM;SG;POS
دست	ruku	دست	ruka	N;SG	N;ACC;FEM;SG;POS
شورای	radu	شورا	rada	N;SG	N;ACC;FEM;SG;POS
شورای	rada	شورا	rada	N;SG	N;NOM;FEM;SG;POS
محل	místo	محل	místo	N;SG	N;NOM;NEUT;SG;POS
محل	misto	محل	misto	N;SG	N;NOM;MASC;SG;POS
محل	místo	محل	místo	N;SG	N;NOM;NEUT;SG;POS
محل	poloha	محل	poloha	N;SG	N;NOM;FEM;SG;POS
محل	umístění	محل	umístění	N;SG	N;NOM;NEUT;SG;POS
محل	lokalita	محل	lokalita	N;SG	N;NOM;FEM;SG;POS
توابع	funkcí	توابع	funkce	N;SG	N;INS;FEM;SG;POS
توابع	funkce	توابع	funkce	N;SG	N;NOM;FEM;SG;POS
کتاب	kniha	کتاب	kniha	N;SG	N;NOM;FEM;SG;POS
کتاب	knihu	کتاب	kniha	N;SG	N;ACC;FEM;SG;POS
کتاب	knížka	کتاب	knížka	N;SG	N;NOM;FEM;SG;POS
آلمان	němčina	آلمان	němčina	N;SG	N;NOM;FEM;SG;POS
سطح	úrovně	سطح	úroveň	N;SG	N;NOM;FEM;SG;POS
سطح	povrch	سطح	povrch	N;SG	N;INAN;NOM;MASC;SG;POS
سطح	povrchu	سطح	povrch	N;SG	N;INAN;GEN;MASC;SG;POS
سطح	level	سطح	levet	N;SG	N;INAN;NOM;MASC;SG;POS
سطح	úrovně	سطح	úroveň	N;SG	N;NOM;FEM;SG;POS
سطح	úroveň	سطح	úroveň	N;SG	N;NOM;FEM;SG;POS
سطح	hladina	سطح	hladina	N;SG	N;NOM;FEM;SG;POS
سطح	úrovni	سطح	úroveň	N;SG	N;DAT;FEM;SG;POS
اصلی	hlavní	اصلی	hlavní	ADJ	ADJ;NOM;MASC;SG;POS
اصلی	originální	اصلی	originální	ADJ	ADJ;NOM;MASC;SG;POS
اصلی	původní	اصلی	původní	ADJ	ADJ;NOM;MASC;SG;POS
اصلی	primární	اصلی	primární	ADJ	ADJ;NOM;MASC;SG;POS
ساخت	stavebnictví	ساخت	stavebnictví	N;SG	N;NOM;NEUT;SG;POS
ساخت	výstavba	ساخت	výstavba	N;SG	N;NOM;FEM;SG;POS
ساخت	stavba	ساخت	stavba	N;SG	N;NOM;FEM;SG;POS
ساخت	konstrukce	ساخت	konstrukce	N;SG	N;NOM;FEM;SG;POS
ساخت	výroba	ساخت	výroba	N;SG	N;NOM;FEM;SG;POS
المپیک	olympic	المپیک	olympic	N;SG	N;INAN;NOM;MASC;SG;POS
المپیک	olympiádě	المپیک	olympiáda	N;SG	N;DAT;FEM;SG;POS
اول	první	اول	první	ADJ	ADJ;NOM;MASC;SG
سازمان	organizaci	سازمان	organizace	N;SG	N;ACC;FEM;SG;POS
سازمان	organizace	سازمان	organizace	N;SG	N;NOM;FEM;SG;POS
سازمان	organizaci	سازمان	organizace	N;SG	N;ACC;FEM;SG;POS
سازمان	organizace	سازمان	organizace	N;SG	N;NOM;FEM;SG;POS
سازمان	agentura	سازمان	agentura	N;SG	N;NOM;FEM;SG;POS
سه	tři	سه	tři	NUM	NUM;NOM;PL
دارای	proslulý	دارا	proslulý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
مرکزی	ústřední	مرکزی	ústřední	ADJ	ADJ;NOM;MASC;SG;POS
مرکزی	centrální	مرکزی	centrální	ADJ	ADJ;NOM;MASC;SG;POS
ایالت	stát	ایالت	stát	N;SG	N;INAN;NOM;MASC;SG;POS
زنده	živá	زنده	živý	ADJ	ADJ;NOM;FEM;SG;POS
زنده	živý	زنده	živý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
فارسی	persky	فارسی	persky	N;SG	N;NOM;FEM;SG;POS
بین	mezi	بین	mezi	ADP	ADP;ACC
دوم	druhé	دوم	druhý	ADJ	ADJ;NOM;NEUT;SG
دوم	druhá	دوم	druhý	ADJ	ADJ;NOM;FEM;SG
دوم	druhý	دوم	druhý	ADJ	ADJ;ANIM;NOM;MASC;SG
موسیقی	hudbu	موسیقی	hudba	N;SG	N;ACC;FEM;SG;POS
موسیقی	hudba	موسیقی	hudba	N;SG	N;NOM;FEM;SG;POS
گروه	band	گروه	banda	N;SG	N;INAN;NOM;MASC;SG;POS
گروه	kapela	گروه	kapela	N;SG	N;NOM;FEM;SG;POS
گروه	pásmo	گروه	pásmo	N;SG	N;NOM;NEUT;SG;POS
گروه	skupinu	گروه	skupina	N;SG	N;ACC;FEM;SG;POS
گروه	skupina	گروه	skupina	N;SG	N;NOM;FEM;SG;POS
جایزه	bonus	جایزه	bonus	N;SG	N;INAN;NOM;MASC;SG;POS
جایزه	příplatek	جایزه	příplatek	N;SG	N;INAN;NOM;MASC;SG;POS
جایزه	cena	جایزه	cena	N;SG	N;NOM;FEM;SG;POS
جایزه	ocenění	جایزه	ocenění	N;SG	N;NOM;NEUT;SG;POS
جایزه	zadání	جایزه	zadání	N;SG	N;NOM;NEUT;SG;POS
جنوبی	jih	جنوبی	jih	N;SG	N;INAN;NOM;MASC;SG;POS
روز	dne	روز	den	N;SG	N;INAN;GEN;MASC;SG;POS
روز	den	روز	den	N;SG	N;INAN;NOM;MASC;SG;POS
جمهوری	republice	جمهوری	republika	N;SG	N;DAT;FEM;SG;POS
جمهوری	republika	جمهوری	republika	N;SG	N;NOM;FEM;SG;POS
مرگ	smrt	مرگ	smrt	N;SG	N;NOM;FEM;SG;POS
مرگ	death	مرگ	death	N;SG	N;INAN;NOM;MASC;SG;POS
مرگ	smrti	مرگ	smrt	N;SG	N;GEN;FEM;SG;POS
مرگ	úmrtí	مرگ	úmrtí	N;SG	N;NOM;NEUT;SG;POS
ولی	ale	ولی	ale	CONJ	CONJ
آمریکایی	americká	آمریکایی	americký	ADJ	ADJ;NOM;FEM;SG;POS
آمریکایی	americké	آمریکایی	americký	ADJ	ADJ;NOM;MASC;PL;POS
آمریکایی	americký	آمریکایی	americký	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
نقش	roli	نقش	role	N;SG	N;ACC;FEM;SG;POS
نقش	role	نقش	role	N;SG	N;NOM;FEM;SG;POS
نقش	úloha	نقش	úloha	N;SG	N;NOM;FEM;SG;POS
منطقه	region	منطقه	region	N;SG	N;INAN;NOM;MASC;SG;POS
منطقه	regionu	منطقه	region	N;SG	N;INAN;DAT;MASC;SG;POS
منطقه	oblast	منطقه	oblast	N;SG	N;NOM;FEM;SG;POS
منطقه	kraj	منطقه	kraj	N;SG	N;INAN;NOM;MASC;SG;POS
منطقه	pásmo	منطقه	pásmo	N;SG	N;NOM;NEUT;SG;POS
منطقه	zóna	منطقه	zóna	N;SG	N;NOM;FEM;SG;POS
منطقه	okres	منطقه	okres	N;SG	N;INAN;NOM;MASC;SG;POS
منطقه	okrsek	منطقه	okrsek	N;SG	N;INAN;NOM;MASC;SG;POS
منطقه	oblast	منطقه	oblast	N;SG	N;NOM;FEM;SG;POS
منطقه	plocha	منطقه	plocha	N;SG	N;NOM;FEM;SG;POS
بسیار	velice	بسیار	velice	ADV	ADV
بسیار	velmi	بسیار	velmi	ADV	ADV
اسلامی	islámský	اسلامی	islámský	ADJ	ADJ;INAN;NOM;MASC;SG;POS
اسلامی	islámské	اسلامی	islámský	ADJ	ADJ;NOM;NEUT;SG;POS
بزرگ	velký	بزرگ	velký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
بزرگ	velké	بزرگ	velký	ADJ	ADJ;NOM;MASC;PL;POS
بزرگ	velká	بزرگ	velký	ADJ	ADJ;NOM;FEM;SG;POS
بزرگ	velký	بزرگ	velký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
بزرگ	velké	بزرگ	velký	ADJ	ADJ;NOM;MASC;PL;POS
بزرگ	velká	بزرگ	velký	ADJ	ADJ;NOM;FEM;SG;POS
بزرگ	big	بزرگ	big	ADJ	ADJ;POS
اروپا	europa	اروپا	europa	N;SG	N;NOM;FEM;SG;POS
روستایی	venkova	روستایی	venkov	N;SG	N;INAN;GEN;MASC;SG;POS
روستایی	venkov	روستایی	venkov	N;SG	N;INAN;NOM;MASC;SG;POS
روستایی	vesničan	روستایی	vesničan	N;SG	N;ANIM;NOM;MASC;SG;POS
روستایی	sedlák	روستایی	sedlák	N;SG	N;ANIM;NOM;MASC;SG;POS
آمار	statistika	آمار	statistika	N;SG	N;NOM;FEM;SG;POS
فعالیت	aktivitu	فعالیت	aktivita	N;SG	N;ACC;FEM;SG;POS
فعالیت	činnost	فعالیت	činnost	N;SG	N;NOM;FEM;SG;POS
فعالیت	aktivita	فعالیت	aktivita	N;SG	N;NOM;FEM;SG;POS
اشاره	nápověda	اشاره	nápověda	N;SG	N;NOM;FEM;SG;POS
