この	to	この	ta	DET	DET;NOM;NEUT;SG
グループ	skupine	グループ	skupina	N	N;NOM;FEM;PL
グループ	skupin	グループ	skupina	N	N;GEN;FEM;PL
グループ	skupinami	グループ	skupina	N	N;DAT;FEM;PL
グループ	skupini	グループ	skupina	N	N;NOM;FEM;DU
英語	angleščina	英語	angleščina	N	N;NOM;FEM;SG
英語	angleži	英語	anglež	N	N;NOM;MASC;PL
女性	ženska	女性	ženska	N	N;NOM;FEM;SG
女性	žensko	女性	ženska	N	N;ACC;FEM;SG
女性	ženska	女性	ženska	N	N;NOM;FEM;SG
女性	samica	女性	samica	N	N;NOM;FEM;SG
女性	žensko	女性	ženska	N	N;ACC;FEM;SG
女性	ženskam	女性	ženska	N	N;DAT;FEM;PL
女性	žensk	女性	ženska	N	N;GEN;FEM;PL
女性	ženske	女性	ženska	N	N;NOM;FEM;PL
地区	okrožje	地区	okrožje	N	N;NOM;NEUT;SG
獲得	zaslužiti	獲得	zaslužiti	V	V;PFV;NFIN
得点	zadetek	得点	zadetek	N	N;NOM;MASC;SG
得点	rezultat	得点	rezultat	N	N;NOM;MASC;SG
コメント	komentar	コメント	komentar	N	N;NOM;MASC;SG
コメント	komentiranje	コメント	komentiranje	N	N;NOM;NEUT;SG
コメント	komentarjev	コメント	komentar	N	N;GEN;MASC;PL
コメント	komentarji	コメント	komentar	N	N;NOM;MASC;PL
コメント	opombe	コメント	opomba	N	N;NOM;FEM;PL
コメント	pripombe	コメント	pripomba	N	N;NOM;FEM;PL
漫画	stripi	漫画	strip	N	N;NOM;MASC;PL
漫画	stripov	漫画	strip	N	N;GEN;MASC;PL
漫画	stripe	漫画	strip	N	N;ACC;MASC;PL
漫画	manga	漫画	manga	N	N;NOM;FEM;SG
他の	drugi	他の	drug	ADJ	ADJ;NOM;MASC;SG
他の	drugih	他の	drug	ADJ	ADJ;GEN;MASC;PL
他の	druge	他の	drug	ADJ	ADJ;NOM;FEM;PL
サッカー	nogomet	サッカー	nogomet	N	N;NOM;MASC;SG
リー	leeja	リー	leeja	N	N;GEN;MASC;SG
議員	senatorja	議員	senator	N	N;ANIM;ACC;MASC;SG
議員	senator	議員	senator	N	N;NOM;MASC;SG
議員	senatorka	議員	senatorka	N	N;NOM;MASC;SG
協会	združenje	協会	združenje	N	N;NOM;NEUT;SG
路線	proge	路線	proga	N	N;NOM;FEM;PL
路線	poti	路線	pot	N	N;NOM;FEM;SG
路線	poteh	路線	pot	N	N;ESS;FEM;PL
戦争	vojno	戦争	vojna	N	N;ACC;FEM;SG
戦争	vojne	戦争	vojna	N	N;NOM;FEM;PL
戦争	vojna	戦争	vojna	N	N;NOM;FEM;SG
戦争	vojne	戦争	vojna	N	N;NOM;FEM;PL
戦争	vojn	戦争	vojna	N	N;GEN;FEM;PL
部分	del	部分	del	N	N;NOM;MASC;SG
番号	številka	番号	številka	N	N;NOM;FEM;SG
番号	število	番号	število	N	N;NOM;NEUT;SG
期間	trajanje	期間	trajanje	N	N;NOM;NEUT;SG
期間	obdobje	期間	obdobje	N	N;NOM;NEUT;SG
場所	plac	場所	plac	N	N;NOM;MASC;SG
場所	kraj	場所	kraj	N	N;NOM;MASC;SG
場所	lokacija	場所	lokacija	N	N;NOM;FEM;SG
場所	lokacijo	場所	lokacija	N	N;ACC;FEM;SG
場所	kraji	場所	kraj	N	N;NOM;MASC;PL
技術	tehnologije	技術	tehnologija	N	N;NOM;FEM;PL
技術	tehnologijo	技術	tehnologija	N	N;ACC;FEM;SG
技術	tehnologija	技術	tehnologija	N	N;NOM;FEM;SG
海軍	mornarice	海軍	mornarica	N	N;NOM;FEM;PL
海軍	mornarica	海軍	mornarica	N	N;NOM;FEM;SG
リンク	poveži	リンク	povežiti	V	V;PFV;IND;SG;2;PRS;FIN
道路	ceste	道路	cesta	N	N;NOM;FEM;PL
道路	cest	道路	cesta	N	N;GEN;FEM;PL
道路	pot	道路	pot	N	N;NOM;FEM;SG
道路	cesta	道路	cesta	N	N;NOM;FEM;SG
意味	pomeni	意味	pomeniti	V	V;IND;SG;3;PRS;FIN
システム	sistem	システム	sistem	N	N;NOM;MASC;SG
システム	sistemi	システム	sistem	N	N;NOM;MASC;PL
モデル	modeli	モデル	model	N	N;NOM;MASC;PL
モデル	modelov	モデル	model	N	N;GEN;MASC;PL
モデル	model	モデル	model	N	N;NOM;MASC;SG
モデル	vzorec	モデル	vzorec	N	N;NOM;MASC;SG
モデル	maneken	モデル	maneken	N	N;NOM;MASC;SG
対応	korespondenca	対応	korespondenca	N	N;NOM;FEM;SG
列車	vlak	列車	vlak	N	N;NOM;MASC;SG
列車	vlaki	列車	vlak	N	N;NOM;MASC;PL
列車	vlake	列車	vlak	N	N;ACC;MASC;PL
科学	znanost	科学	znanost	N	N;NOM;FEM;SG
科学	znanosti	科学	znanost	N	N;GEN;FEM;SG
理由	razlogi	理由	razlog	N	N;NOM;MASC;PL
理由	razlog	理由	razlog	N	N;NOM;MASC;SG
理由	razlogi	理由	razlog	N	N;NOM;MASC;PL
そして	in	そして	in	CONJ	CONJ
一	ena	一	en	NUM	NUM;NOM;FEM;SG
一	en	一	en	NUM	NUM;NOM;MASC;SG
一	eden	一	eden	NUM	NUM;NOM;MASC;SG
一	eno	一	en	NUM	NUM;NOM;NEUT;SG
ブロック	bloki	ブロック	blok	N	N;NOM;MASC;PL
ブロック	bloke	ブロック	blok	N	N;ACC;MASC;PL
ブロック	blokada	ブロック	blokad	N	N;NOM;FEM;SG
ブロック	blok	ブロック	blok	N	N;NOM;MASC;SG
ブロック	block	ブロック	block	N	N;NOM;MASC;SG
車両	vozila	車両	vozilo	N	N;NOM;NEUT;PL
車両	vozilo	車両	vozilo	N	N;NOM;NEUT;SG
自動車	car	自動車	car	N	N;NOM;MASC;SG
自動車	avto	自動車	avto	N	N;NOM;MASC;SG
自動車	avtomobil	自動車	avtomobil	N	N;NOM;MASC;SG
自動車	avtomobil	自動車	avtomobil	N	N;NOM;MASC;SG
人口	populacij	人口	populacija	N	N;GEN;FEM;PL
人口	populacije	人口	populacija	N	N;NOM;FEM;PL
人口	prebivalstvo	人口	prebivalstvo	N	N;NOM;NEUT;SG
人口	populacija	人口	populacija	N	N;NOM;FEM;SG
特に	posebej	特に	posebej	ADV	ADV
営業	poslovanje	営業	poslovanje	N	N;NOM;NEUT;SG
営業	posel	営業	posel	N	N;NOM;MASC;SG
営業	posli	営業	posel	N	N;NOM;MASC;PL
新聞	časopis	新聞	časopis	N	N;NOM;MASC;SG
新聞	časopisi	新聞	časopis	N	N;NOM;MASC;PL
新聞	časopisi	新聞	časopis	N	N;NOM;MASC;PL
連続	neprekinjen	連続	neprekinjen	ADJ	ADJ;NOM;INDF;MASC;SG
政府	vlado	政府	vlada	N	N;ACC;FEM;SG
政府	vlada	政府	vlada	N	N;NOM;FEM;SG
政府	vlade	政府	vlada	N	N;NOM;FEM;PL
最大	maksimum	最大	maksimum	N	N;NOM;MASC;SG
キャラクター	lik	キャラクター	lika	N	N;NOM;MASC;SG
キャラクター	karakter	キャラクター	karakter	N	N;NOM;MASC;SG
キャラクター	liki	キャラクター	lik	N	N;NOM;MASC;PL
キャラクター	znaki	キャラクター	znak	N	N;NOM;MASC;PL
キャラクター	like	キャラクター	lik	N	N;NOM;MASC;SG
キャラクター	znakov	キャラクター	znak	N	N;GEN;MASC;PL
小説	roman	小説	roman	N	N;NOM;MASC;SG
小説	romana	小説	roman	N	N;NOM;MASC;SG
小説	romane	小説	roman	N	N;ACC;MASC;PL
小説	romanov	小説	roman	N	N;GEN;MASC;PL
機関	organe	機関	organ	N	N;ACC;MASC;PL
機関	organi	機関	organ	N	N;NOM;MASC;PL
機関	organih	機関	organ	N	N;ESS;MASC;PL
機関	nosilec	機関	nosilec	N	N;NOM;MASC;SG
機関	zavod	機関	zavod	N	N;NOM;MASC;SG
機関	institucijo	機関	institucija	N	N;ACC;FEM;SG
機関	ustanova	機関	ustanova	N	N;NOM;FEM;SG
機関	institucija	機関	institucija	N	N;NOM;FEM;SG
機関	institucije	機関	institucija	N	N;NOM;FEM;PL
機関	nosilci	機関	nosilec	N	N;NOM;MASC;PL
機関	ustanove	機関	ustanova	N	N;NOM;FEM;PL
メンバー	članica	メンバー	članica	N	N;NOM;FEM;SG
メンバー	član	メンバー	član	N	N;NOM;MASC;SG
メンバー	poslanec	メンバー	poslanec	N	N;NOM;MASC;SG
メンバー	člane	メンバー	član	N	N;ACC;MASC;PL
メンバー	poslanci	メンバー	poslanec	N	N;NOM;MASC;PL
メンバー	članice	メンバー	članica	N	N;NOM;FEM;PL
メンバー	člani	メンバー	član	N	N;NOM;MASC;PL
発行	izdajanje	発行	izdajanje	N	N;NOM;NEUT;SG
発行	izdaja	発行	izdajati	N	N;NOM;FEM;SG
発行	izdajanje	発行	izdajanje	N	N;NOM;NEUT;SG
発行	izdaja	発行	izdajati	N	N;NOM;FEM;SG
発行	izdaja	発行	izdajati	N	N;NOM;FEM;SG
画像	podobe	画像	podoba	N	N;NOM;FEM;PL
画像	slike	画像	slika	N	N;NOM;FEM;PL
画像	slik	画像	slika	N	N;GEN;FEM;PL
画像	sliko	画像	slika	N	N;ACC;FEM;SG
画像	slika	画像	slika	N	N;NOM;FEM;SG
画像	sliko	画像	slika	N	N;ACC;FEM;SG
画像	podoba	画像	podoba	N	N;NOM;FEM;SG
画像	slika	画像	slika	N	N;NOM;FEM;SG
状態	stanje	状態	stanje	N	N;NOM;NEUT;SG
状態	država	状態	država	N	N;NOM;FEM;SG
状態	pogoj	状態	pogoj	N	N;NOM;MASC;SG
状態	stanje	状態	stanje	N	N;NOM;NEUT;SG
名称	poimenovanje	名称	poimenovanje	N	N;NOM;NEUT;SG
名称	ime	名称	ime	N	N;NOM;NEUT;SG
名称	imena	名称	ime	N	N;NOM;NEUT;PL
名称	imen	名称	ime	N	N;GEN;NEUT;PL
ダム	jez	ダム	jez	N	N;NOM;MASC;SG
ホーム	dom	ホーム	dom	N	N;NOM;MASC;SG
名前	ime	名前	ime	N	N;NOM;NEUT;SG
名前	imena	名前	ime	N	N;NOM;NEUT;PL
名前	imen	名前	ime	N	N;GEN;NEUT;PL
施設	objekti	施設	objekt	N	N;NOM;MASC;PL
施設	nosilec	施設	nosilec	N	N;NOM;MASC;SG
施設	zavod	施設	zavod	N	N;NOM;MASC;SG
施設	institucijo	施設	institucija	N	N;ACC;FEM;SG
施設	ustanova	施設	ustanova	N	N;NOM;FEM;SG
施設	institucija	施設	institucija	N	N;NOM;FEM;SG
施設	objekt	施設	objekt	N	N;NOM;MASC;SG
独立	neodvisen	独立	neodvisen	ADJ	ADJ;NOM;INDF;MASC;SG
独立	samostojna	独立	samostojen	ADJ	ADJ;NOM;FEM;SG
独立	neodvisni	独立	neodvisen	ADJ	ADJ;NOM;MASC;PL
独立	neodvisna	独立	neodvisen	ADJ	ADJ;NOM;FEM;SG
物語	monogatari	物語	monogatari	N	N;NOM;MASC;SG
物語	zgodba	物語	zgodba	N	N;NOM;FEM;SG
物語	zgodbo	物語	zgodba	N	N;ACC;FEM;SG
物語	pripoved	物語	pripoved	N	N;NOM;FEM;SG
神社	svetišče	神社	svetišče	N	N;NOM;NEUT;SG
神社	oltar	神社	oltar	N	N;NOM;MASC;SG
企画	načrtovanje	企画	načrtovanje	N	N;NOM;NEUT;SG
企業	enterprise	企業	enterpris	N	N;NOM;MASC;SG
企業	podjetništvo	企業	podjetništvo	N	N;NOM;NEUT;SG
航空	letalstvo	航空	letalstvo	N	N;NOM;NEUT;SG
航空	aviation	航空	aviation	N	N;NOM;MASC;SG
航空	zrak	航空	zrak	N	N;NOM;MASC;SG
航空	air	航空	air	N	N;NOM;MASC;SG
帝国	imperij	帝国	imperij	N	N;NOM;MASC;SG
帝国	cesarstvo	帝国	cesarstvo	N	N;NOM;NEUT;SG
トン	tona	トン	tona	N	N;NOM;MASC;DU
