une	una	un	uno	DET;INDF;FEM;SG	DET;INDF;FEM;SG
voir	ver	voir	ver	V;NFIN	V;NFIN
pays	pais	pays	pais	N;MASC;SG	N;MASC;SG
pays	país	pays	país	N;MASC;SG	N;MASC;SG
source	procedencia	source	procedencia	N;FEM;SG	N;FEM;SG
source	fuente	source	fuente	N;FEM;SG	N;FEM;SG
source	origen	source	origen	N;FEM;SG	N;MASC;SG
source	source	source	source	N;FEM;SG	N
ils	ellos	il	él	PRO;MASC;PL;3	PRO;MASC;PL;3
ils	ellas	il	él	PRO;MASC;PL;3	PRO;FEM;PL;3
grand	grande	grand	grande	ADJ;MASC;SG	ADJ;SG
grand	grande	grand	grande	ADJ;MASC;SG	ADJ;SG
grand	gran	grand	gran	ADJ;MASC;SG	ADJ;SG
grand	grandioso	grand	grandioso	ADJ;MASC;SG	ADJ;MASC;SG
grand	genial	grand	genial	ADJ;MASC;SG	ADJ;SG
grand	estupendo	grand	estupendo	ADJ;MASC;SG	ADJ;MASC;SG
grand	gran	grand	gran	ADJ;MASC;SG	ADJ;SG
grand	gran	grand	gran	ADJ;MASC;SG	ADJ;SG
tout	todo	tout	todo	PRO;MASC;SG	PRO;MASC;SG
tout	todo	tout	todo	PRO;MASC;SG	PRO;MASC;SG
groupe	band	groupe	band	N;MASC;SG	N;SG
groupe	banda	groupe	banda	N;MASC;SG	N;FEM;SG
groupe	grupo	groupe	grupo	N;MASC;SG	N;MASC;SG
groupe	group	groupe	group	N;MASC;SG	N
également	igualmente	également	igualmente	ADV	ADV
également	además	également	además	ADV	ADV
également	también	également	también	ADV	ADV
titre	titulo	titre	titulo	N;MASC;SG	N;MASC;SG
titre	título	titre	título	N;MASC;SG	N;MASC;SG
monde	mundo	monde	mundo	N;MASC;SG	N;MASC;SG
monde	world	monde	world	N;MASC;SG	N
nord	norte	nord	norte	N;MASC;SG	N;MASC;SG
nord	norte	nord	norte	N;MASC;SG	N;MASC;SG
nord	northern	nord	northern	N;MASC;SG	N
nord	norte	nord	norte	N;MASC;SG	N;MASC;SG
années	años	année	año	N;FEM;PL	N;MASC;PL
années	anos	année	ano	N;FEM;PL	N;MASC;PL
bien	bien	bien	bien	ADV	ADV
bien	bien	bien	bien	ADV	ADV
contre	contra	contre	contra	ADP	ADP
liste	lista	liste	lista	N;FEM;SG	N;FEM;SG
équipe	pelotón	équipe	pelotón	N;FEM;SG	N;MASC;SG
équipe	squad	équipe	squad	N;FEM;SG	N
équipe	escuadra	équipe	escuadra	N;FEM;SG	N;FEM;SG
équipe	escuadrón	équipe	escuadrón	N;FEM;SG	N;MASC;SG
équipe	equipo	équipe	equipo	N;FEM;SG	N;MASC;SG
équipe	team	équipe	team	N;FEM;SG	N
club	club	club	club	N;MASC;SG	N;MASC;SG
club	garrote	club	garrote	N;MASC;SG	N;MASC;SG
club	discoteca	club	discoteca	N;MASC;SG	N;FEM;SG
sud	sur	sud	sur	N;MASC;SG	N;MASC;SG
partie	parte	partie	parte	N;FEM;SG	N;FEM;SG
partie	partido	partie	partido	N;FEM;SG	N;MASC;SG
partie	fiesta	partie	fiesta	N;FEM;SG	N;FEM;SG
partie	party	partie	party	N;FEM;SG	N
partie	part	partie	part	N;FEM;SG	N
partie	parte	partie	parte	N;FEM;SG	N;FEM;SG
non	no	non	no	ADV	ADV;NEG
très	muy	très	mucho	ADV	ADV
trois	tres	trois	tres	NUM	NUM;PL
articles	articulos	article	articulo	N;MASC;PL	N;MASC;PL
articles	artículos	article	artículo	N;MASC;PL	N;MASC;PL
article	articulo	article	articulo	N;MASC;SG	N;MASC;SG
article	artículo	article	artículo	N;MASC;SG	N;MASC;SG
guerre	guerra	guerre	guerra	N;FEM;SG	N;FEM;SG
guerre	war	guerre	war	N;FEM;SG	N;SG
sans	sin	sans	sin	ADP	ADP
saison	temporada	saison	temporada	N;FEM;SG	N;FEM;SG
fin	aleta	fin	aletar	N;FEM;SG	N;FEM;SG
fin	fin	fin	fin	N;FEM;SG	N;MASC;SG
fin	end	fin	end	N;FEM;SG	N
fin	fin	fin	fin	N;FEM;SG	N;MASC;SG
fin	final	fin	final	N;FEM;SG	N;MASC;SG
vers	hacia	vers	hacia	ADP	ADP
année	año	année	año	N;FEM;SG	N;MASC;SG
temps	clima	temps	clima	N;MASC;SG	N;MASC;SG
temps	tiempo	temps	tiempo	N;MASC;SG	N;MASC;SG
temps	meteorología	temps	meteorología	N;MASC;SG	N;FEM;SG
temps	hora	temps	hora	N;MASC;SG	N;FEM;SG
temps	tiempo	temps	tiempo	N;MASC;SG	N;MASC;SG
temps	time	temps	time	N;MASC;SG	N
plusieurs	muchas	plusieurs	mucho	PRO;PL	PRO;FEM;PL
plusieurs	muchos	plusieurs	mucho	PRO;PL	PRO;MASC;PL
plusieurs	varios	plusieurs	varios	PRO;PL	PRO;MASC;PL
plusieurs	varias	plusieurs	varios	PRO;PL	PRO;FEM;PL
faire	haciendo	faire	hacer	V;NFIN	V;V.MSDR
faire	hacer	faire	hacer	V;NFIN	V;NFIN
mars	marcha	mars	marcha	N;MASC;SG	N;FEM;SG
mars	marzo	mars	marzo	N;MASC;SG	N
mars	mars	mars	mars	N;MASC;SG	N
histoire	historia	histoire	historia	N;FEM;SG	N;FEM;SG
histoire	historial	histoire	historial	N;FEM;SG	N;MASC;SG
série	serie	série	serie	N;FEM;SG	N;FEM;SG
série	serie	série	serie	N;FEM;SG	N;FEM;SG
joueur	player	joueur	player	N;MASC;SG	N;SG
joueur	reproductor	joueur	reproductor	N;MASC;SG	N;MASC;SG
joueur	jugador	joueur	jugador	N;MASC;SG	N;MASC;SG
joueur	jugadora	joueur	jugadora	N;MASC;SG	N;FEM;SG
mai	mayo	mai	mayo	N;MASC;SG	N
mai	mai	mai	mai	N;MASC;SG	N;MASC
tour	recorrido	tour	recorrido	N;MASC;SG	N;MASC;SG
tour	tour	tour	tour	N;MASC;SG	N;MASC;SG
tour	gira	tour	gira	N;MASC;SG	N;FEM;SG
tour	torre	tour	torre	N;MASC;SG	N;FEM;SG
tour	tower	tour	tower	N;MASC;SG	N;MASC;SG
mort	murió	mourir	morir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
juin	junio	juin	junio	N;MASC;SG	N
française	francesa	français	francés	ADJ;FEM;SG	ADJ;FEM;SG
pierre	gema	pierre	gema	N;FEM;SG	N;FEM;SG
pierre	stone	pierre	stone	N;FEM;SG	N
pierre	piedra	pierre	piedra	N;FEM;SG	N;FEM;SG
pierre	pedro	pierre	pedro	N;FEM;SG	N;MASC;SG
pierre	peter	pierre	peter	N;FEM;SG	N;MASC;SG
région	region	région	region	N;FEM;SG	N;FEM;SG
région	comarca	région	comarca	N;FEM;SG	N;FEM;SG
région	región	région	región	N;FEM;SG	N;FEM;SG
région	superficie	région	superficie	N;FEM;SG	N;FEM;SG
région	zona	région	zona	N;FEM;SG	N;FEM;SG
région	area	région	area	N;FEM;SG	N;FEM;SG
région	área	région	área	N;FEM;SG	N;FEM;SG
janvier	enero	janvier	enero	N;MASC;SG	N
avoir	teniendo	avoir	tener	V;NFIN	V;V.MSDR
avoir	tener	avoir	tener	V;NFIN	V;NFIN
avoir	tener	avoir	tener	V;NFIN	V;NFIN
avoir	tengan	avoir	tener	V;NFIN	V;IMP;PL;3;PRS;FIN
avoir	tienen	avoir	tener	V;NFIN	V;IND;PL;3;PRS;FIN
fois	times	fois	time	N;FEM;SG	N
autre	otro	autre	otro	PRO;SG	PRO;MASC;SG
septembre	setiembre	septembre	setiembre	N;MASC;SG	N
septembre	septiembre	septembre	septiembre	N;MASC;SG	N
juillet	julio	juillet	julio	N;MASC;SG	N
état	status	état	status	N;MASC;SG	N
état	estatus	état	estatus	N;MASC;SG	N;MASC
état	estado	état	estado	N;MASC;SG	N;MASC;SG
état	situación	état	situación	N;MASC;SG	N;FEM;SG
état	state	état	state	N;MASC;SG	N
état	estado	état	estado	N;MASC;SG	N;MASC;SG
état	condicion	état	condicionr	N;MASC;SG	N;FEM;SG
état	estado	état	estado	N;MASC;SG	N;MASC;SG
état	condición	état	condición	N;MASC;SG	N;FEM;SG
église	iglesia	église	iglesia	N;FEM;SG	N;FEM;SG
octobre	octubre	octobre	octubre	N;MASC;SG	N
place	lugar	place	lugar	N;FEM;SG	N;MASC;SG
place	place	place	place	N;FEM;SG	N
famille	famila	famille	famila	N;FEM;SG	N;FEM;SG
famille	familia	famille	familia	N;FEM;SG	N;FEM;SG
états	estados	état	estado	N;MASC;PL	N;MASC;PL
général	general	général	general	N;MASC;SG	N;SG
avril	abril	avril	abril	N;MASC;SG	N
avril	avril	avril	avril	N;MASC;SG	N;FEM;SG
insee	insee	insee	insear	N;MASC;SG	N
tous	todas	tout	todo	PRO;MASC;PL	PRO;FEM;PL
tous	todos	tout	todo	PRO;MASC;PL	PRO;MASC;PL
album	álbum	album	álbum	N;MASC;SG	N;MASC;SG
album	album	album	album	N;MASC;SG	N;MASC;SG
album	disco	album	disco	N;MASC;SG	N;MASC;SG
décembre	diciembre	décembre	diciembre	N;MASC;SG	N
août	agosto	août	agosto	N;MASC;SG	N
août	agosto	août	agosto	N;MASC;SG	N
novembre	noviembre	novembre	noviembre	N;MASC;SG	N
novembre	noviembre	novembre	noviembre	N;MASC;SG	N
avait	había	avoir	haber	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
prix	precio	prix	precio	N;MASC;SG	N;MASC;SG
prix	price	prix	price	N;MASC;SG	N
nouvelle	nuevo	nouveau	nuevo	ADJ;FEM;SG	ADJ;MASC;SG
nouvelle	nueva	nouveau	nuevo	ADJ;FEM;SG	ADJ;FEM;SG
février	febrero	février	febrero	N;MASC;SG	N
département	departamento	département	departamento	N;MASC;SG	N;MASC;SG
grande	grande	grand	grande	ADJ;FEM;SG	ADJ;SG
grande	grande	grand	grande	ADJ;FEM;SG	ADJ;SG
grande	gran	grand	gran	ADJ;FEM;SG	ADJ;SG
grande	grandioso	grand	grandioso	ADJ;FEM;SG	ADJ;MASC;SG
grande	genial	grand	genial	ADJ;FEM;SG	ADJ;SG
grande	estupendo	grand	estupendo	ADJ;FEM;SG	ADJ;MASC;SG
grande	gran	grand	gran	ADJ;FEM;SG	ADJ;SG
grande	grande	grand	grande	ADJ;FEM;SG	ADJ;SG
peu	poco	peu	poco	ADV	ADV
américain	americano	américain	americano	ADJ;MASC;SG	ADJ;MASC;SG
américain	estadounidense	américain	estadounidense	ADJ;MASC;SG	ADJ;SG
américain	americana	américain	americana	ADJ;MASC;SG	ADJ;FEM;SG
début	start	début	start	N;MASC;SG	N
début	inicio	début	inicio	N;MASC;SG	N;MASC;SG
début	comienzo	début	comienzo	N;MASC;SG	N;MASC;SG
début	comienzo	début	comienzo	N;MASC;SG	N;MASC;SG
ligne	línea	ligne	línea	N;FEM;SG	N;FEM;SG
ligne	linea	ligne	linea	N;FEM;SG	N;FEM;SG
ligne	hilera	ligne	haler	N;FEM;SG	N;FEM;SG
ligne	fila	ligne	fila	N;FEM;SG	N;FEM;SG
suite	suite	suite	suite	N;FEM;SG	N;FEM;SG
nationale	national	national	national	ADJ;FEM;SG	ADJ;SG
nationale	nacional	national	nacional	ADJ;FEM;SG	ADJ;SG
nationale	nationale	national	nationale	ADJ;FEM;SG	ADJ;SG
championnat	campeonato	championnat	campeonato	N;MASC;SG	N;MASC;SG
championnat	championship	championnat	championship	N;MASC;SG	N;MASC;SG
encore	nuevamente	encore	nuevamente	ADV	ADV
encore	todavía	encore	todavía	ADV	ADV
encore	aún	encore	aún	ADV	ADV
image	foto	image	foto	N;FEM;SG	N;FEM;SG
image	imagen	image	imagen	N;FEM;SG	N;FEM;SG
image	imágen	image	imágen	N;FEM;SG	N;FEM;SG
vie	vida	vie	vida	N;FEM;SG	N;FEM;SG
vie	life	vie	life	N;FEM;SG	N
lien	link	lien	link	N;MASC;SG	N;MASC;SG
lien	enlace	lien	enlace	N;MASC;SG	N;MASC;SG
lien	vínculo	lien	vínculo	N;MASC;SG	N;MASC;SG
football	soccer	football	soccer	N;MASC;SG	N;SG
football	fútbol	football	fútbol	N;MASC;SG	N;MASC;SG
football	futbol	football	futbol	N;MASC;SG	N;MASC;SG
football	fútbol	football	fútbol	N;MASC;SG	N;MASC;SG
football	futbol	football	futbol	N;MASC;SG	N;MASC;SG
pendant	durante	pendant	durante	ADP	ADP
jeux	videojuegos	jeu	videojuego	N;MASC;PL	N;MASC;PL
jeux	juegos	jeu	juego	N;MASC;PL	N;MASC;PL
jeux	juegos	jeu	juego	N;MASC;PL	N;MASC;PL
moins	menos	moins	menos	ADV	ADV
moins	menos	moins	menos	ADV	ADV
ouest	west	ouest	west	N;MASC;SG	N;MASC;SG
ouest	occidente	ouest	occidente	N;MASC;SG	N;MASC;SG
ouest	oeste	ouest	oeste	N;MASC;SG	N;MASC;SG
ouest	occidente	ouest	occidente	N;MASC;SG	N;MASC;SG
ouest	western	ouest	western	N;MASC;SG	N;MASC;SG
ouest	oeste	ouest	oeste	N;MASC;SG	N;MASC;SG
page	pagina	page	pagina	N;FEM;SG	N;FEM;SG
page	página	page	página	N;FEM;SG	N;FEM;SG
page	page	page	pager	N;FEM;SG	N
nouveau	nuevo	nouveau	nuevo	ADJ;MASC;SG	ADJ;MASC;SG
nouveau	nueva	nouveau	nuevo	ADJ;MASC;SG	ADJ;FEM;SG
notamment	notablemente	notamment	notablemente	ADV	ADV
centre	centro	centre	centro	N;MASC;SG	N;MASC;SG
centre	center	centre	center	N;MASC;SG	N;MASC;SG
centre	centro	centre	centro	N;MASC;SG	N;MASC;SG
centre	centre	centre	centre	N;MASC;SG	N;MASC;SG
cours	rumbo	cours	rumbo	N;MASC;SG	N;MASC;SG
cours	curso	cours	curso	N;MASC;SG	N;MASC;SG
partir	dejar	partir	dejar	V;NFIN	V;NFIN
village	pueblo	village	pueblo	N;MASC;SG	N;MASC;SG
village	villa	village	villa	N;MASC;SG	N;FEM;SG
village	aldea	village	aldea	N;MASC;SG	N;FEM;SG
université	universitario	université	universitario	N;FEM;SG	N;MASC;SG
université	universidad	université	universidad	N;FEM;SG	N;FEM;SG
université	college	université	collegar	N;FEM;SG	N;MASC;SG
université	colegio	université	colegio	N;FEM;SG	N;MASC;SG
université	universidad	université	universidad	N;FEM;SG	N;FEM;SG
louis	luis	loui	luis	N;MASC;SG	N;MASC;SG
nombre	número	nombre	número	N;MASC;SG	N;MASC;SG
nombre	numero	nombre	numero	N;MASC;SG	N;MASC;SG
quelques	algunas	quelque	alguno	PRO;PL	PRO;FEM;PL
quelques	algunos	quelque	alguno	PRO;PL	PRO;MASC;PL
leurs	sus	son	su	DET;MASC;PL	DET;PL;3
siècle	siglo	siècle	siglo	N;MASC;SG	N;MASC;SG
coupe	taza	coupe	taza	N;FEM;SG	N;FEM;SG
coupe	copa	coupe	copa	N;FEM;SG	N;FEM;SG
coupe	cup	coupe	cupo	N;FEM;SG	N;FEM;SG
coupe	coupe	coupe	coupe	N;FEM;SG	N
population	población	population	población	N;FEM;SG	N;FEM;SG
connexes	afines	connexe	afín	ADJ;MASC;PL	ADJ;PL
homme	macho	homme	macho	N;MASC;SG	N;MASC;SG
homme	varón	homme	varón	N;MASC;SG	N;MASC;SG
homme	homme	homme	homme	N;MASC;SG	N;SG
homme	men	homme	men	N;MASC;SG	N
homme	man	homme	man	N;MASC;SG	N
homme	hombre	homme	hombre	N;MASC;SG	N;MASC;SG
communes	comunas	commune	comuna	N;FEM;PL	N;FEM;PL
communes	ayuntamientos	commune	ayuntamiento	N;FEM;PL	N;MASC;PL
communes	municipios	commune	municipio	N;FEM;PL	N;MASC;PL
communes	municipalidades	commune	municipalidad	N;FEM;PL	N;FEM;PL
division	division	division	division	N;FEM;SG	N;FEM;SG
division	división	division	división	N;FEM;SG	N;FEM;SG
président	president	président	president	N;MASC;SG	N;MASC;SG
président	presidenta	président	presidenta	N;MASC;SG	N;FEM;SG
président	presidente	président	presidente	N;MASC;SG	N;MASC;SG
président	cátedra	président	cátedra	N;MASC;SG	N;FEM;SG
président	silla	président	silla	N;MASC;SG	N;FEM;SG
président	presidenta	président	presidenta	N;MASC;SG	N;FEM;SG
président	presidente	président	presidente	N;MASC;SG	N;MASC;SG
président	presidenta	président	presidenta	N;MASC;SG	N;FEM;SG
président	presidente	président	presidente	N;MASC;SG	N;MASC;SG
national	national	national	national	ADJ;MASC;SG	ADJ;SG
national	nacional	national	nacional	ADJ;MASC;SG	ADJ;SG
société	society	société	society	N;FEM;SG	N;SG
société	sociedad	société	sociedad	N;FEM;SG	N;FEM;SG
société	compañia	société	compañia	N;FEM;SG	N;FEM;SG
société	empresa	société	empresa	N;FEM;SG	N;FEM;SG
société	compañía	société	compañía	N;FEM;SG	N;FEM;SG
société	companía	société	companía	N;FEM;SG	N;FEM;SG
quatre	cuatro	quatre	cuatro	NUM	NUM;PL
cas	case	cas	case	N;MASC;SG	N
cas	caso	cas	caso	N;MASC;SG	N;MASC;SG
cas	estuche	cas	estuche	N;MASC;SG	N;MASC;SG
cas	cases	cas	case	N;MASC;SG	N
jeu	juego	jeu	juego	N;MASC;SG	N;MASC;SG
jeu	juego	jeu	juego	N;MASC;SG	N;MASC;SG
jeu	juego	jeu	juego	N;MASC;SG	N;MASC;SG
genre	género	genre	género	N;MASC;SG	N;MASC;SG
genre	genero	genre	genero	N;MASC;SG	N;MASC;SG
genre	género	genre	género	N;MASC;SG	N;MASC;SG
genre	genero	genre	genero	N;MASC;SG	N;MASC;SG
genre	sexo	genre	sexo	N;MASC;SG	N;MASC;SG
genre	género	genre	género	N;MASC;SG	N;MASC;SG
genre	like	genre	like	N;MASC;SG	N
musique	music	musique	music	N;FEM;SG	N
musique	música	musique	música	N;FEM;SG	N;FEM;SG
musique	musica	musique	musica	N;FEM;SG	N;FEM;SG
fils	alambre	fils	alambre	N;MASC;SG	N;MASC;SG
fils	wire	fils	wire	N;MASC;SG	N;SG
fils	hijo	fils	hijo	N;MASC;SG	N;MASC;SG
fils	hilo	fils	hilo	N;MASC;SG	N;MASC;SG
roi	king	roi	king	N;MASC;SG	N
roi	rey	roi	rey	N;MASC;SG	N;MASC;SG
roi	roi	roi	roi	N;MASC;SG	N;MASC;SG
parti	ido	partir	ir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
jour	día	jour	día	N;MASC;SG	N;MASC;SG
jour	dia	jour	diar	N;MASC;SG	N;MASC;SG
europe	europa	europe	europa	N;FEM;SG	N;FEM;SG
forme	forma	forme	forma	N;FEM;SG	N;FEM;SG
forme	formulario	forme	formulario	N;FEM;SG	N;MASC;SG
forme	forma	forme	forma	N;FEM;SG	N;FEM;SG
ancien	antiguo	ancien	antiguo	ADJ;MASC;SG	ADJ;MASC;SG
ancien	antigua	ancien	antiguo	ADJ;MASC;SG	ADJ;FEM;SG
ancien	viejo	ancien	viejo	ADJ;MASC;SG	ADJ;MASC;SG
ancien	antiguo	ancien	antiguo	ADJ;MASC;SG	ADJ;MASC;SG
ancien	antigua	ancien	antiguo	ADJ;MASC;SG	ADJ;FEM;SG
ancien	vieja	ancien	viejo	ADJ;MASC;SG	ADJ;FEM;SG
ancien	antiguo	ancien	antiguo	ADJ;MASC;SG	ADJ;MASC;SG
ancien	ex	ancien	ex	ADJ;MASC;SG	ADJ
origine	procedencia	origine	procedencia	N;FEM;SG	N;FEM;SG
origine	origen	origine	origen	N;FEM;SG	N;MASC;SG
origine	origen	origine	origen	N;FEM;SG	N;MASC;SG
ordre	orden	ordre	orden	N;MASC;SG	N;MASC;SG
ordre	encargo	ordre	encargo	N;MASC;SG	N;MASC;SG
château	château	château	château	N;MASC;SG	N;MASC;SG
château	castillo	château	castillo	N;MASC;SG	N;MASC;SG
château	chateau	château	chateau	N;MASC;SG	N;MASC;SG
école	escuela	école	escuela	N;FEM;SG	N;FEM;SG
école	colegio	école	colegio	N;FEM;SG	N;MASC;SG
école	escuela	école	escuela	N;FEM;SG	N;FEM;SG
carrière	carrera	carrière	carrera	N;FEM;SG	N;FEM;SG
carrière	cantera	carrière	cantera	N;FEM;SG	N;FEM;SG
part	share	part	share	N;FEM;SG	N
deuxième	segunda	deuxième	segundo	ADJ;MASC;SG	ADJ;FEM;SG
deuxième	segundo	deuxième	segundo	ADJ;MASC;SG	ADJ;MASC;SG
bar	barra	bar	barra	N;MASC;SG	N;FEM;SG
bar	bar	bar	bar	N;MASC;SG	N;MASC;SG
charles	carlos	charle	carlo	N;MASC;SG	N;MASC;SG
points	puntos	point	punto	N;MASC;PL	N;MASC;PL
points	puntos	point	punto	N;MASC;PL	N;MASC;PL
points	points	point	point	N;MASC;PL	N;MASC;PL
ayant	habiendo	avoir	haber	V;PRS;V.PTCP	V;V.MSDR
paul	pablo	paul	pablo	N;MASC;SG	N;MASC;SG
rue	calle	rue	calle	N;FEM;SG	N;FEM;SG
rue	callejero	rue	callejero	N;FEM;SG	N;MASC;SG
