dari	từ	dari	từ	ADP	ADP
tinggi	cao	tinggi	cao	ADJ;SG	ADJ
waktu	gian	waktu	gian	N;SG	N
waktu	thời	waktu	thời	N;SG	N
jenis	kiểu	jenis	kiểu	N;SG	N
jenis	loại	jenis	loại	N;SG	N
jenis	loại	jenis	loại	N;SG	N
jakarta	jakarta	jakarta	jakarta	N;SG	N
bulan	nguyệt	bulan	nguyệt	N;SG	N
bulan	trăng	bulan	trăng	N;SG	N
bulan	moon	bulan	moon	N;SG	N
bulan	tháng	bulan	tháng	N;SG	N
bulan	tháng	bulan	tháng	N;SG	N
departemen	sở	departemen	sở	N;SG	N
departemen	khu	departemen	khu	N;SG	N
situs	website	situs	website	N;SG	N
dikenal	quen	dikenal	quen	V;SG;PASS	V
laba	laba	laba	laba	N;SG	N
laba	nhện	laba	nhện	N;SG	N
laba	spider	laba	spider	N;SG	N
membuat	tạo	menbuat	tạo	V;SG;ACT	V
membuat	tạo	menbuat	tạo	V;SG;ACT	V
mulai	khởi	mulai	khởi	V;SG;ACT	V
udara	khí	udara	khí	N;SG	N
perang	tranh	perang	tranh	N;SG	N
perang	chiến	perang	chiến	N;SG	N
pulau	đảo	pulau	đảo	N;SG	N
pulau	đảo	pulau	đảo	N;SG	N
rumah	nhà	rumah	nhà	N;SG	N
rumah	nhà	rumah	nhà	N;SG	N
rumah	ốc	rumah	ốc	N;SG	N
rumah	nhà	rumah	nhà	N;SG	N
laut	biển	laut	biển	N;SG	N
laut	biển	laut	biển	N;SG	N
tim	đội	tim	đội	N;SG	N
tim	lớp	tim	lớp	N;SG	N
sistem	hệ	sistem	hệ	N;SG	N
komune	xã	komune	xã	N	N
komune	xã	komune	xã	N	N
termasuk	gồm	termasuk	gồm	V	V
termasuk	kèm	termasuk	kèm	V	V
termasuk	gồm	termasuk	gồm	V	V
sendiri	độc	sendiri	độc	ADJ;SG	ADJ
matahari	nắng	matahari	nắng	N;SG	N
tiga	ba	tiga	ba	NUM	NUM
tiga	three	tiga	three	NUM	NUM
jalan	đường	jalan	đường	N;SG;ACT	N
musik	musical	musik	musical	N;SG	N
planet	tinh	planet	tinh	N;SG	N
umum	chung	umum	chung	ADJ;SG	ADJ
kerusakan	malfunction	kerusakan	malfunction	N;SG	N
kecil	nhỏ	kecil	nhỏ	ADJ;SG	ADJ
kecil	nhỏ	kecil	nhỏ	ADJ;SG	ADJ
kecil	nhỏ	kecil	nhỏ	ADJ;SG	ADJ
kata	lời	kata	lời	N;SG	N
kata	lời	kata	lời	N;SG	N
kata	kata	kata	kata	N;SG	N
bawah	dưới	bawah	dưới	N;SG	N
bawah	bậc	bawah	bậc	N;SG	N
bawah	đáy	bawah	đáy	N;SG	N
awal	sớm	awal	sớm	ADJ;SG	ADJ
terdiri	gồm	terdiri	gồm	V;SG;PASS	V
tanduk	sừng	tanduk	sừng	N	N
tanduk	sừng	tanduk	sừng	N	N
tanduk	kèn	tanduk	kèn	N	N
tanduk	horn	tanduk	horn	N	N
karya	phẩm	karya	phẩm	N;SG	N
tanah	đất	tanah	đất	N;SG	N
tanah	tanah	tanah	tanah	N;SG	N
tanah	đất	tanah	đất	N;SG	N
jpg	jpg	jpg	jpg	N	N
musim	mùa	musim	mùa	N;SG	N
musim	mùa	musim	mùa	N;SG	N
bola	bola	bola	bola	N;SG	N
bola	cầu	bola	cầu	N;SG	N
bola	bóng	bola	bóng	N;SG	N
bola	banh	bola	banh	N;SG	N
bola	bi	bola	bi	N;SG	N
pemerintah	phủ	penperintah	phủ	N;SG	N
muda	younger	muda	younger	ADJ;SG	ADJ
bidang	fields	bidang	fields	N;SG	N
bidang	trường	bidang	trường	N;SG	N
bidang	trường	bidang	trường	N;SG	N
kepala	đầu	kepala	đầu	N;SG	N
kepala	sếp	kepala	sếp	N;SG	N
melakukan	làm	menlakukan	làm	V;SG;ACT	V
pusat	trung	pusat	trung	N;SG	N
pusat	centre	pusat	centre	N;SG	N
sumber	nguồn	sumber	nguồn	N;SG	N
sumber	nguồn	sumber	nguồn	N;SG	N
manusia	người	manusia	người	N;SG	N
gereja	thờ	gereja	thờ	N;SG	N
pemain	player	penmain	player	N;SG	N
program	trắc	program	trắc	N;SG	N
program	chương	program	chương	N;SG	N
stasiun	trạm	stasiun	trạm	N;SG	N
stasiun	ga	stasiun	ga	N;SG	N
stasiun	trạm	stasiun	trạm	N;SG	N
lahir	sinh	lahir	sinh	V;SG;ACT	V
lahir	sinh	lahir	sinh	V;SG;ACT	V
bumi	đất	bumi	đất	N;SG	N
dilakukan	xong	dilakukan	xong	V;SG;PASS	V
bentuk	đơn	bentuk	đơn	N;SG	N
bentuk	hình	bentuk	hình	N;SG	N
bentuk	mẫu	bentuk	mẫu	N;SG	N
februari	tháng	februari	tháng	N;SG	N
akhir	kết	akhir	kết	N;SG	N
hasil	quả	hasil	quả	N;SG	N
dekat	gần	dekat	gần	ADJ;SG	ADJ
dekat	gần	dekat	gần	ADJ;SG	ADJ
versi	phiên	versi	phiên	N;SG	N
versi	bản	versi	bản	N;SG	N
pemerintahan	phủ	penperintahan	phủ	N;SG	N
group	nhóm	group	nhóm	N	N
buku	sách	buku	sách	N;SG	N
buku	sách	buku	sách	N;SG	N
suku	tribal	suku	tribal	N;SG	N
partai	đảng	partai	đảng	N;SG	N
partai	tiệc	partai	tiệc	N;SG	N
keluarga	gia	keluarga	gia	N;SG	N
keluarga	đình	keluarga	đình	N;SG	N
berubah	đổi	berrubah	đổi	V;SG;ACT	V
berubah	thay	berrubah	thay	V;SG;ACT	V
luas	vực	luas	vực	N;SG	N
luas	vùng	luas	vùng	N;SG	N
kapal	tàu	kapal	tàu	N;SG	N
kapal	tàu	kapal	tàu	N;SG	N
kapal	thuyền	kapal	thuyền	N;SG	N
kapal	tàu	kapal	tàu	N;SG	N
kapal	thuyền	kapal	thuyền	N;SG	N
kapal	boat	kapal	boat	N;SG	N
bermain	play	bermain	play	V;SG;ACT	V
bermain	chơi	bermain	chơi	V;SG;ACT	V
bermain	thấm	bermain	thấm	V;SG;ACT	V
bermain	chơi	bermain	chơi	V;SG;ACT	V
kelompok	nhóm	kelompok	nhóm	N;SG	N
kelompok	nhóm	kelompok	nhóm	N;SG	N
kelompok	cụm	kelompok	cụm	N;SG	N
agama	đạo	agama	đạo	N;SG	N
memberikan	đưa	menberikan	đưa	V;SG;ACT	V
memberikan	tặng	menberikan	tặng	V;SG;ACT	V
memberikan	cho	menberikan	cho	V;SG;ACT	V
eropa	âu	eropa	âu	N;SG	N
lama	cũ	lama	cũ	ADJ;SG	ADJ
lama	già	lama	già	ADJ;SG	ADJ
lama	lâu	lama	lâu	ADJ;SG	ADJ
lama	dài	lama	dài	ADJ;SG	ADJ
batu	đá	batu	đá	N;SG	N
batu	batu	batu	batu	N;SG	N
batu	đá	batu	đá	N;SG	N
batu	rock	batu	rock	N;SG	N
jiwa	hồn	jiwa	hồn	N;SG	N
jiwa	soul	jiwa	soul	N;SG	N
halaman	trang	halaman	trang	N;SG	N
halaman	trang	halaman	trang	N;SG	N
hukum	luật	hukum	luật	N;SG;ACT	N
orbit	orbital	orbit	orbital	N	N
pasukan	đội	pasukan	đội	N;SG	N
penghargaan	appreciation	penhargaan	appreciation	N;SG	N
klub	clb	klub	clb	N;SG	N
ketua	elder	ketua	elder	N;SG	N
ketua	sếp	ketua	sếp	N;SG	N
ketua	ghế	ketua	ghế	N;SG	N
ketua	lí	ketua	lí	N;SG	N
gunung	núi	gunung	núi	N;SG	N
gunung	núi	gunung	núi	N;SG	N
gunung	núi	gunung	núi	N;SG	N
cara	cara	cara	cara	N;SG	N
bintang	bintang	bintang	bintang	N;SG	N
ibu	mẹ	ibu	mẹ	N;SG	N
ibu	mom	ibu	mom	N;SG	N
ibu	mẹ	ibu	mẹ	N;SG	N
tingkat	cấp	tingkat	cấp	N;SG	N
tingkat	mức	tingkat	mức	N;SG	N
tingkat	tầng	tingkat	tầng	N;SG	N
tingkat	cấp	tingkat	cấp	N;SG	N
ruang	phòng	ruang	phòng	N;SG	N
empat	bốn	empat	bốn	NUM	NUM
bahan	nguyên	bahan	nguyên	N;SG	N
api	lửa	api	lửa	N;SG	N
api	lứa	api	lứa	N;SG	N
api	api	api	api	N;SG	N
api	lửa	api	lửa	N;SG	N
api	api	api	api	N;SG	N
video	video	video	video	N;SG	N
video	video	video	video	N;SG	N
angkatan	hạng	angkatan	hạng	N;SG	N
angkatan	lớp	angkatan	lớp	N;SG	N
dibuat	tạo	dibuat	tạo	V;SG;PASS	V
berkas	tệp	berkas	tệp	N;SG	N
berkas	tệp	berkas	tệp	N;SG	N
berkas	file	berkas	file	N;SG	N
putra	putra	putra	putra	N;SG	N
putra	trai	putra	trai	N;SG	N
putra	nhi	putra	nhi	N;SG	N
putra	son	putra	son	N;SG	N
kaki	chân	kaki	chân	N;SG	N
kaki	chân	kaki	chân	N;SG	N
kaki	mét	kaki	mét	N;SG	N
kaki	bộ	kaki	bộ	N;SG	N
kaki	chân	kaki	chân	N;SG	N
kaki	xương	kaki	xương	N;SG	N
grup	nhóm	grup	nhóm	N;SG	N
grup	nhóm	grup	nhóm	N;SG	N
rakyat	người	rakyat	người	N;SG	N
label	nhãn	label	nhãn	N;SG	N
label	thẻ	label	thẻ	N;SG	N
label	thẻ	label	thẻ	N;SG	N
label	nhãn	label	nhãn	N;SG	N
kehidupan	đời	kehidupan	đời	N;SG	N
website	website	website	website	N;SG	N
bandung	bandung	bandung	bandung	N;SG	N
makanan	mat	makanan	mat	N;SG	N
makanan	foods	makanan	foods	N;SG	N
web	web	web	web	N	N
catatan	records	catatan	records	N;SG	N
meninggal	chết	mentinggal	chết	V;SG;ACT	V
surat	thư	surat	thư	N;SG	N
surat	chữ	surat	chữ	N;SG	N
surat	thư	surat	thư	N;SG	N
wanita	quý	wanita	quý	N;SG	N
wanita	nữ	wanita	nữ	N;SG	N
juta	triệu	juta	triệu	NUM	NUM
juta	triệu	juta	triệu	NUM	NUM
nomor	số	nomor	số	N;SG	N
nomor	số	nomor	số	N;SG	N
muncul	gây	muncul	gây	V;SG;ACT	V
zaman	zaman	zaman	zaman	N;SG	N
juara	cọc	juara	cọc	N;SG	N
juara	champions	juara	champions	N;SG	N
alam	alam	alam	alam	N;SG	N
mata	mắt	mata	mắt	N;SG	N
mata	mắt	mata	mắt	N;SG	N
mata	mata	mata	mata	N;SG	N
mesin	máy	mesin	máy	N;SG	N
mesin	tơ	mesin	tơ	N;SG	N
kitab	sách	kitab	sách	N;SG	N
distrik	quận	distrik	quận	N;SG	N
distrik	huyện	distrik	huyện	N;SG	N
jaringan	mạng	jaringan	mạng	N;SG	N
jaringan	mạng	jaringan	mạng	N;SG	N
jaringan	mô	jaringan	mô	N;SG	N
jaringan	mạng	jaringan	mạng	N;SG	N
perempuan	nữ	perempuan	nữ	N;SG	N
perempuan	nữ	perempuan	nữ	N;SG	N
perempuan	nữ	perempuan	nữ	N;SG	N
piala	cúp	piala	cúp	N;SG	N
piala	cup	piala	cup	N;SG	N
piala	cốc	piala	cốc	N;SG	N
pantai	biển	pantai	biển	N;SG	N
pantai	beach	pantai	beach	N;SG	N
teknologi	ktv	teknologi	ktv	N;SG	N
cerita	truyện	cerita	truyện	N;SG	N
cerita	chuyện	cerita	chuyện	N;SG	N
cerita	truyện	cerita	truyện	N;SG	N
penerbangan	aviation	penterbangan	aviation	N;SG	N
dewan	bảng	dewan	bảng	N;SG	N
liga	liga	liga	liga	N;SG	N
liga	league	liga	league	N;SG	N
tujuan	tiêu	tujuan	tiêu	N;SG	N
pertandingan	khớp	pertandingan	khớp	N;SG	N
pertandingan	diêm	pertandingan	diêm	N;SG	N
pertandingan	thủ	pertandingan	thủ	N;SG	N
pertandingan	khớp	pertandingan	khớp	N;SG	N
pangeran	hoàng	pangeran	hoàng	N;SG	N
pangeran	prince	pangeran	prince	N;SG	N
jenderal	tướng	jenderal	tướng	N;SG	N
kini	giờ	kini	giờ	N	N
melihat	xem	menlihat	xem	V;SG;ACT	V
melihat	xem	menlihat	xem	V;SG;ACT	V
melihat	view	menlihat	view	V;SG;ACT	V
industri	ngành	industri	ngành	N;SG	N
agung	tuyệt	agung	tuyệt	ADJ;SG	ADJ
pasar	chợ	pasar	chợ	N;SG	N
tentara	binh	tentara	binh	N;SG	N
tentara	lính	tentara	lính	N;SG	N
tentara	quân	tentara	quân	N;SG	N
tentara	army	tentara	army	N;SG	N
gambar	ảnh	gambar	ảnh	N;SG	N
gambar	ảnh	gambar	ảnh	N;SG	N
gambar	nh	gambar	nh	N;SG	N
gambar	hình	gambar	hình	N;SG	N
gambar	ảnh	gambar	ảnh	N;SG	N
bank	ngân	bank	ngân	N;SG	N
bank	bank	bank	bank	N;SG	N
nilai	giá	nilai	giá	N;SG	N
menerima	nhận	menterima	nhận	V;SG;ACT	V
menerima	nhận	menterima	nhận	V;SG;ACT	V
guru	thầy	guru	thầy	N;SG	N
guru	thầy	guru	thầy	N;SG	N
kawasan	vực	kawasan	vực	N;SG	N
kawasan	vùng	kawasan	vùng	N;SG	N
kawasan	tần	kawasan	tần	N;SG	N
kawasan	vùng	kawasan	vùng	N;SG	N
kawasan	vùng	kawasan	vùng	N;SG	N
ingin	muốn	ingin	muốn	V;SG;ACT	V
masalah	đề	masalah	đề	N;SG	N
pihak	đảng	pihak	đảng	N;SG	N
pihak	tiệc	pihak	tiệc	N;SG	N
jauh	xa	jauh	xa	ADJ;SG	ADJ
jauh	xa	jauh	xa	ADJ;SG	ADJ
serial	serial	serial	serial	N	N
sultan	sultan	sultan	sultan	N	N
tanaman	cây	tanaman	cây	N;SG	N
gol	gol	gol	gol	N;SG	N
gol	tiêu	gol	tiêu	N;SG	N
hak	quyền	hak	quyền	N;SG	N
iii	iii	iii	iii	NUM	NUM
pertempuran	combat	pertempuran	combat	N;SG	N
pertempuran	trận	pertempuran	trận	N;SG	N
alat	cụ	alat	cụ	N;SG	N
permainan	game	permainan	game	N;SG	N
keras	cứng	keras	cứng	ADJ;SG	ADJ
keras	khó	keras	khó	ADJ;SG	ADJ
keras	khổ	keras	khổ	ADJ;SG	ADJ
keras	đắng	keras	đắng	ADJ;SG	ADJ
model	model	model	model	N;SG	N
warna	màu	warna	màu	N;SG	N
warna	màu	warna	màu	N;SG	N
warna	mầu	warna	mầu	N;SG	N
warna	màu	warna	màu	N;SG	N
taman	viên	taman	viên	N;SG	N
taman	park	taman	park	N;SG	N
taman	vườn	taman	vườn	N;SG	N
datang	tới	datang	tới	V;SG;ACT	V
operasi	thao	operasi	thao	N;SG	N
benar	đúng	benar	đúng	ADJ;SG	ADJ
benar	đúng	benar	đúng	ADJ;SG	ADJ
menulis	viết	mentulis	viết	V;SG;ACT	V
menulis	ghi	mentulis	ghi	V;SG;ACT	V
menulis	gõ	mentulis	gõ	V;SG;ACT	V
menulis	viết	mentulis	viết	V;SG;ACT	V
menulis	viết	mentulis	viết	V;SG;ACT	V
menulis	ghi	mentulis	ghi	V;SG;ACT	V
contoh	mẫu	contoh	mẫu	N;SG	N
belakang	rear	belakang	rear	N;SG	N
bunga	hoa	bunga	hoa	N;SG	N
bunga	flower	bunga	flower	N;SG	N
bunga	hoa	bunga	hoa	N;SG	N
lembaga	sở	lembaga	sở	N;SG	N
daya	lực	daya	lực	N;SG	N
afrika	phi	afrika	phi	N;SG	N
usia	tuổi	usia	tuổi	N;SG	N
serangan	công	serangan	công	N;SG	N
serangan	assault	serangan	assault	N;SG	N
mengikuti	theo	menikuti	theo	V;SG;ACT	V
masjid	masjid	masjid	masjid	N;SG	N
mantan	cựu	mantan	cựu	N;SG	N
hutan	rừng	hutan	rừng	N;SG	N
hutan	rừng	hutan	rừng	N;SG	N
hutan	rừng	hutan	rừng	N;SG	N
hutan	rừng	hutan	rừng	N;SG	N
hutan	jungle	hutan	jungle	N;SG	N
membantu	cứu	menbantu	cứu	V;SG;ACT	V
membantu	giúp	menbantu	giúp	V;SG;ACT	V
kode	code	kode	code	N;SG	N
kode	mã	kode	mã	N;SG	N
kode	codes	kode	codes	N;SG	N
kode	mã	kode	mã	N;SG	N
mobil	xe	mobil	xe	N;SG	N
mobil	ôtô	mobil	ôtô	N;SG	N
menghasilkan	tạo	menhasilkan	tạo	V;SG;ACT	V
jam	tiếng	jam	tiếng	N;SG	N
jam	giờ	jam	giờ	N;SG	N
jam	tiếng	jam	tiếng	N;SG	N
jam	giờ	jam	giờ	N;SG	N
malam	tối	malam	tối	N;SG	N
malam	đêm	malam	đêm	N;SG	N
tangan	tay	tangan	tay	N;SG	N
tangan	tay	tangan	tay	N;SG	N
pertanian	farm	pertanian	farm	N;SG	N
gerakan	motion	gerakan	motion	N;SG	N
ikan	cá	ikan	cá	N;SG	N
image	nh	image	nh	N	N
image	hình	image	hình	N	N
image	ảnh	image	ảnh	N	N
berisi	chứa	berisi	chứa	V;SG;ACT	V
berisi	chứa	berisi	chứa	V;SG;ACT	V
sakit	bệnh	sakit	bệnh	N;SG	N
sakit	cúm	sakit	cúm	N;SG	N
tuhan	huân	tuhan	huân	N;SG	N
laporan	cáo	laporan	cáo	N;SG	N
belajar	học	belajar	học	V;SG	V
belajar	học	belajar	học	V;SG	V
belajar	học	belajar	học	V;SG	V
belajar	ngộ	belajar	ngộ	V;SG	V
belajar	học	belajar	học	V;SG	V
tugas	nghề	tugas	nghề	N;SG	N
tugas	việc	tugas	việc	N;SG	N
tugas	task	tugas	task	N;SG	N
seri	series	seri	series	N;SG	N
seri	seri	seri	seri	N;SG	N
kekuatan	lực	kekuatan	lực	N;SG	N
mengatakan	nói	menkatakan	nói	V;SG;ACT	V
mengatakan	bảo	menkatakan	bảo	V;SG;ACT	V
mengatakan	nói	menkatakan	nói	V;SG;ACT	V
tua	cũ	tua	cũ	ADJ;SG	ADJ
tua	già	tua	già	ADJ;SG	ADJ
hati	nhép	hati	nhép	N;SG	N
hati	cơ	hati	cơ	N;SG	N
pendek	ngắn	pendek	ngắn	ADJ;SG	ADJ
hitam	đen	hitam	đen	ADJ;SG	ADJ
gaya	dáng	gaya	dáng	N;SG	N
final	finale	final	finale	N	N
final	final	final	final	N	N
surabaya	surabaya	surabaya	surabaya	N;SG	N
kampung	kampong	kampung	kampong	N;SG	N
kampung	kampung	kampung	kampung	N;SG	N
kampung	làng	kampung	làng	N;SG	N
list	danh	list	danh	N	N
diketahui	quen	diketahui	quen	V;SG;PASS	V
rendah	thấp	rendah	thấp	ADJ;SG	ADJ
padang	padang	padang	padang	N;SG	N
perjalanan	du	perjalanan	du	N;SG	N
perjalanan	trips	perjalanan	trips	N;SG	N
burung	bird	burung	bird	N;SG	N
burung	chim	burung	chim	N;SG	N
burung	chim	burung	chim	N;SG	N
huruf	thư	huruf	thư	N;SG	N
huruf	chữ	huruf	chữ	N;SG	N
huruf	chữ	huruf	chữ	N;SG	N
huruf	thư	huruf	thư	N;SG	N
keturunan	lineage	keturunan	lineage	N;SG	N
sisi	bên	sisi	bên	N;SG	N
sisi	phe	sisi	phe	N;SG	N
sisi	trang	sisi	trang	N;SG	N
teman	bè	teman	bè	N;SG	N
teman	bạn	teman	bạn	N;SG	N
teman	hiền	teman	hiền	N;SG	N
drama	drama	drama	drama	N;SG	N
drama	kịch	drama	kịch	N;SG	N
cepat	mau	cepat	mau	ADJ;SG	ADJ
cepat	nhanh	cepat	nhanh	ADJ;SG	ADJ
cepat	mau	cepat	mau	ADJ;SG	ADJ
cepat	nhanh	cepat	nhanh	ADJ;SG	ADJ
cepat	nhanh	cepat	nhanh	ADJ;SG	ADJ
dipakai	phơi	dipakai	phơi	V;SG;PASS	V
sel	cell	sel	cell	N;SG	N
menikah	cưới	mennikah	cưới	V;SG;ACT	V
istana	castle	istana	castle	N;SG	N
istana	đài	istana	đài	N;SG	N
istana	istana	istana	istana	N;SG	N
kekuasaan	lực	kekuasaan	lực	N;SG	N
hewan	vật	hewan	vật	N;SG	N
hewan	vật	hewan	vật	N;SG	N
single	đơn	single	đơn	N	N
tiba	tới	tiba	tới	V;SG	V
dinasti	triều	dinasti	triều	N	N
dewa	dewa	dewa	dewa	N;SG	N
dewa	thần	dewa	thần	N;SG	N
objek	tượng	objek	tượng	N;SG	N
perkembangan	gai	perkembangan	gai	N;SG	N
keluar	thoát	keluar	thoát	V;SG;ACT	V
keluar	thoát	keluar	thoát	V;SG;ACT	V
keluar	exit	keluar	exit	V;SG;ACT	V
keluar	ra	keluar	ra	V;SG;ACT	V
minggu	tuần	minggu	tuần	N;SG	N
minggu	tuần	minggu	tuần	N;SG	N
status	status	status	status	N;SG	N
berwarna	nhuộm	berwarna	nhuộm	V;SG;ACT	V
kuat	mạnh	kuat	mạnh	ADJ;SG	ADJ
kuat	mạnh	kuat	mạnh	ADJ;SG	ADJ
total	tổng	total	tổng	N;SG	N
meter	mét	meter	mét	N;SG	N
meter	mét	meter	mét	N;SG	N
meter	mét	meter	mét	N;SG	N
teori	thuyết	teori	thuyết	N;SG	N
saudara	huynh	saudara	huynh	N;SG	N
saudara	ruột	saudara	ruột	N;SG	N
tangga	thang	tangga	thang	N;SG	N
tangga	ladder	tangga	ladder	N;SG	N
tangga	dục	tangga	dục	N;SG	N
panas	nóng	panas	nóng	ADJ;SG	ADJ
kisah	truyện	kisah	truyện	N;SG	N
kisah	chuyện	kisah	chuyện	N;SG	N
tanda	thẻ	tanda	thẻ	N;SG	N
tanda	mác	tanda	mác	N;SG	N
tanda	thẻ	tanda	thẻ	N;SG	N
alasan	chi	alasan	chi	N;SG	N
arah	hướng	arah	hướng	N;SG	N
penelitian	bê	pentelitian	bê	N;SG	N
divisi	division	divisi	division	N;SG	N
menit	phút	menit	phút	N;SG	N
menit	phút	menit	phút	N;SG	N
menit	phút	menit	phút	N;SG	N
uang	tiền	uang	tiền	N;SG	N
pohon	cây	pohon	cây	N;SG	N
pohon	cây	pohon	cây	N;SG	N
kemampuan	năng	kemampuan	năng	N;SG	N
dusun	làng	dusun	làng	N;SG	N
medan	medan	medan	medan	N;SG	N
medan	trường	medan	trường	N;SG	N
file	tệp	file	tệp	N;SG	N
file	tệp	file	tệp	N;SG	N
file	file	file	file	N;SG	N
berat	nặng	berat	nặng	ADJ;SG	ADJ
memberi	đưa	menberi	đưa	V;SG;ACT	V
memberi	tặng	menberi	tặng	V;SG;ACT	V
memberi	cho	menberi	cho	V;SG;ACT	V
daun	daun	daun	daun	N;SG	N
daun	lá	daun	lá	N;SG	N
daun	lá	daun	lá	N;SG	N
benda	tượng	benda	tượng	N;SG	N
batas	viền	batas	viền	N;SG	N
batas	biên	batas	biên	N;SG	N
batas	hạn	batas	hạn	N;SG	N
berita	truyện	berita	truyện	N;SG	N
berita	chuyện	berita	chuyện	N;SG	N
meninggalkan	bỏ	mentinggalkan	bỏ	V;SG;ACT	V
kondisi	trạng	kondisi	trạng	N;SG	N
senjata	khí	senjata	khí	N;SG	N
senjata	súng	senjata	súng	N;SG	N
