ve	e	ve	e	CONJ	CONJ
bilgi	información	bilgi	información	N;NOM;SG;3	N
bilgi	coñecemento	bilgi	coñecemento	N;NOM;SG;3	N
bilgi	coñecementos	bilgi	coñecemento	N;NOM;SG;3	N
kez	veces	kez	vez	N;NOM;SG;3	N
kez	tempos	kez	tempo	N;NOM;SG;3	N
devlet	estado	devlet	estado	N;NOM;SG;3	N
devlet	goberno	devlet	goberno	N;NOM;SG;3	N
üç	3	üç	3	NUM	NUM
başladı	comecei	başla	comecer	V;PFV;IND;SG;3;POS;PST	V
başladı	comezamos	başla	comezar	V;PFV;IND;SG;3;POS;PST	V
başladı	empecei	başla	empecar	V;PFV;IND;SG;3;POS;PST	V
başladı	comezou	başla	comezar	V;PFV;IND;SG;3;POS;PST	V
başladı	comezaron	başla	comezar	V;PFV;IND;SG;3;POS;PST	V
küçük	pequeno	küçük	pequeno	ADJ	ADJ
küçük	pequenos	küçük	pequeno	ADJ	ADJ
küçük	pequenas	küçük	pequeno	ADJ	ADJ
küçük	pequena	küçük	pequeno	ADJ	ADJ
küçük	pequeno	küçük	pequeno	ADJ	ADJ
küçük	pequena	küçük	pequeno	ADJ	ADJ
üzerinde	na	üzer	na	N;ESS;SG;3	N
kabul	acordo	kabul	acordo	N;NOM;SG;3	N
kabul	aceptalo	kabul	aceptalo	N;NOM;SG;3	N
kabul	acordo	kabul	acordo	N;NOM;SG;3	N
kabul	dacordo	kabul	dacordo	N;NOM;SG;3	N
kupası	cunca	kupa	cunca	N;NOM;SG;3	N
kupası	café	kupa	café	N;NOM;SG;3	N
okulu	instituto	okul	instituto	N;NOM;SG;3	N
okulu	escola	okul	escola	N;NOM;SG;3	N
okulu	colexio	okul	colexio	N;NOM;SG;3	N
aldı	recibín	al	recibir	V;PFV;IND;SG;3;POS;PST	V
aldı	recibiron	al	recibir	V;PFV;IND;SG;3;POS;PST	V
aldı	recibimos	al	recibir	V;PFV;IND;SG;3;POS;PST	V
aldı	recibiu	al	recibir	V;PFV;IND;SG;3;POS;PST	V
farklı	diferentes	farklı	diferente	ADJ	ADJ
farklı	distintas	farklı	distinto	ADJ	ADJ
farklı	distinto	farklı	distinto	ADJ	ADJ
farklı	distintos	farklı	distinto	ADJ	ADJ
farklı	diferente	farklı	diferente	ADJ	ADJ
özel	privadas	özel	privado	ADJ	ADJ
özel	privado	özel	privado	ADJ	ADJ
özel	privada	özel	privado	ADJ	ADJ
özel	privados	özel	privado	ADJ	ADJ
özel	especial	özel	especial	ADJ	ADJ
özel	especiais	özel	especial	ADJ	ADJ
biri	alguén	biri	alguén	PRO;NOM;SG;3	PRO
biri	alguén	biri	alguén	PRO;NOM;SG;3	PRO
biri	que	biri	que	PRO;NOM;SG;3	PRO
alanı	campo	alan	campo	N;NOM;SG;3	N
alanı	campos	alan	campo	N;NOM;SG;3	N
alanı	terreo	alan	terreo	N;NOM;SG;3	N
alanı	foxa	alan	foxa	N;NOM;SG;3	N
alanı	área	alan	área	N;NOM;SG;3	N
alanı	zona	alan	zona	N;NOM;SG;3	N
uzun	alto	uzun	alto	ADJ	ADJ
uzun	alta	uzun	alto	ADJ	ADJ
uzun	alto	uzun	alto	ADJ	ADJ
uzun	longo	uzun	longo	ADJ	ADJ
uzun	longa	uzun	longo	ADJ	ADJ
elektrik	electricidade	elektrik	electricidade	N;NOM;SG;3	N
ardından	despois	ardından	despois	ADV	ADV
ardından	logo	ardından	logo	ADV	ADV
merkezi	central	merkez	central	N;ACC;SG;3	N
merkezi	centro	merkez	centro	N;ACC;SG;3	N
merkezi	centro	merkez	centro	N;ACC;SG;3	N
merkezi	centro	merkez	centro	N;ACC;SG;3	N
merkezi	cerne	merkez	cerne	N;ACC;SG;3	N
kısa	curto	kısa	curto	ADJ	ADJ
kısa	curta	kısa	curto	ADJ	ADJ
kısa	breve	kısa	breve	ADJ	ADJ
kişi	persoa	kişi	persoa	N;NOM;SG;3	N
olmak	ser	ol	ser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
olmak	estar	ol	estar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
olmak	é	ol	ser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
el	man	el	man	N;NOM;SG;3	N
el	mans	el	man	N;NOM;SG;3	N
gol	obxectivo	gol	obxectivo	N;NOM;SG;3	N
ödülü	recompensa	ödül	recompensa	N;ACC;SG;3	N
ödülü	nobel	ödül	nobel	N;ACC;SG;3	N
ödülü	premio	ödül	premio	N;ACC;SG;3	N
ödülü	premio	ödül	premio	N;ACC;SG;3	N
yerine	vez	yer	vez	N;DAT;SG;3	N
yerine	lugar	yer	lugar	N;DAT;SG;3	N
gün	días	gün	día	N;NOM;SG;3	N
gün	día	gün	día	N;NOM;SG;3	N
süre	momento	süre	momento	N;NOM;SG;3	N
süre	tempo	süre	tempo	N;NOM;SG;3	N
süre	vez	süre	vez	N;NOM;SG;3	N
süre	hora	süre	hora	N;NOM;SG;3	N
eğitim	formación	eğitim	formación	N;NOM;SG;3	N
eğitim	adestramento	eğitim	adestramento	N;NOM;SG;3	N
eğitim	educación	eğitim	educación	N;NOM;SG;3	N
sırasında	na	sıra	na	N;ESS;SG;3	N
olur	acontece	ol	acontecer	V;IPFV;IND;SG;3;POS	V
olur	ocorre	ol	ocorrer	V;IPFV;IND;SG;3;POS	V
olur	pasa	ol	pasar	V;IPFV;IND;SG;3;POS	V
az	pouco	az	pouco	ADV	ADV
az	menos	az	menos	ADV	ADV
kullanılan	adoitaba	kullan	adoitar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
görev	servizo	görev	servizo	N;NOM;SG;3	N
görev	tarefa	görev	tarefa	N;NOM;SG;3	N
görev	misión	görev	misión	N;NOM;SG;3	N
onun	ela	o	el	PRO;GEN;SG;3	PRO
yine	máis	yine	máis	ADV	ADV
ekonomisi	economía	ekonomi	economía	N;NOM;SG;3	N
telefon	teléfono	telefon	teléfono	N;NOM;SG;3	N
telefon	teléfono	telefon	teléfono	N;NOM;SG;3	N
yeniden	máis	yeniden	máis	ADV	ADV
ben	me	ben	me	PRO;NOM;SG;1	PRO
nedeniyle	mor	neden	mor	N;INS;SG;3	N
nedeniyle	débeda	neden	débeda	N;INS;SG;3	N
savaş	batalla	savaş	batalla	N;NOM;SG;3	N
savaş	guerra	savaş	guerra	N;NOM;SG;3	N
savaş	combate	savaş	combate	N;NOM;SG;3	N
savaş	combates	savaş	combate	N;NOM;SG;3	N
savaş	postos	savaş	posto	N;NOM;SG;3	N
savaş	loita	savaş	loita	N;NOM;SG;3	N
elde	independencia	el	independencia	N;ESS;SG;3	N
kullanıcı	usuario	kullanıcı	usuario	N;NOM;SG;3	N
birliği	unión	birlik	unión	N;NOM;SG;3	N
birliği	sindicato	birlik	sindicato	N;NOM;SG;3	N
birliği	sindicalista	birlik	sindicalista	N;NOM;SG;3	N
birliği	sindical	birlik	sindical	N;NOM;SG;3	N
maç	partido	maç	partido	N;NOM;SG;3	N
maç	xogo	maç	xogo	N;NOM;SG;3	N
maç	videoxogos	maç	videoxogos	N;NOM;SG;3	N
sıra	fila	sıra	fila	N;NOM;SG;3	N
teknik	tecnolóxica	teknik	tecnolóxico	ADJ	ADJ
teknik	tecnolóxicas	teknik	tecnolóxico	ADJ	ADJ
nüfusu	poboación	nüfus	poboación	N;ACC;SG;3	N
uygun	conveniente	uygun	conveniente	ADJ	ADJ
listesi	lista	liste	lista	N;NOM;SG;3	N
listesi	listaxe	liste	listaxe	N;NOM;SG;3	N
dört	4	dört	4	NUM	NUM
sonucu	consecuencia	sonuç	consecuencia	N;ACC;SG;3	N
bar	pola	bar	pola	N;NOM;SG;3	N
bar	taberna	bar	taberno	N;NOM;SG;3	N
bar	bar	bar	bar	N;NOM;SG;3	N
bar	bar	bar	bar	N;NOM;SG;3	N
sonunda	finalmente	sonunda	final	ADV	ADV
onu	el	o	el	PRO;ACC;SG;3	PRO
onu	lle	o	lle	PRO;ACC;SG;3	PRO
onu	ela	o	el	PRO;ACC;SG;3	PRO
verilen	dado	ver	dar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
birkaç	poucos	birkaç	pouco	DET	DET
birkaç	poucas	birkaç	pouco	DET	DET
birkaç	uns	birkaç	un	DET	DET
birkaç	algunhas	birkaç	algún	DET	DET
birkaç	algúns	birkaç	algún	DET	DET
birkaç	unhas	birkaç	un	DET	DET
birkaç	varios	birkaç	varios	DET	DET
birkaç	varias	birkaç	varios	DET	DET
açık	claro	açık	claro	ADJ	ADJ
açık	clara	açık	claro	ADJ	ADJ
açık	claras	açık	claro	ADJ	ADJ
açık	aberta	açık	aberto	ADJ	ADJ
insan	persoa	insan	persoa	N;NOM;SG;3	N
insan	home	insan	home	N;NOM;SG;3	N
bilinen	coñecido	bil	coñecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
bilinen	coñecidos	bil	coñecer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
an	momento	an	momento	N;NOM;SG;3	N
an	intre	an	intre	N;NOM;SG;3	N
iş	traballo	iş	traballo	N;NOM;SG;3	N
iş	traballo	iş	traballo	N;NOM;SG;3	N
iş	traballos	iş	traballo	N;NOM;SG;3	N
iş	traballo	iş	traballo	N;NOM;SG;3	N
iş	negocios	iş	negocio	N;NOM;SG;3	N
iş	negocio	iş	negocio	N;NOM;SG;3	N
iş	asunto	iş	asunto	N;NOM;SG;3	N
iş	traballo	iş	traballo	N;NOM;SG;3	N
bölümü	sección	bölüm	sección	N;NOM;SG;3	N
bölümü	departamento	bölüm	departamento	N;NOM;SG;3	N
bölümü	axentes	bölüm	axente	N;NOM;SG;3	N
bunu	isto	bu	isto	PRO;ACC;SG;3	PRO
bunu	que	bu	que	PRO;ACC;SG;3	PRO
bunu	iso	bu	iso	PRO;ACC;SG;3	PRO
güzel	fermoso	güzel	fermoso	ADJ	ADJ
güzel	fermosa	güzel	fermosa	ADJ	ADJ
güzel	precioso	güzel	precioso	ADJ	ADJ
güzel	fermosas	güzel	fermosa	ADJ	ADJ
güzel	bo	güzel	bo	ADJ	ADJ
güzel	boa	güzel	bo	ADJ	ADJ
güzel	boas	güzel	bo	ADJ	ADJ
güzel	bo	güzel	bo	ADJ	ADJ
güzel	boa	güzel	bo	ADJ	ADJ
güzel	fermoso	güzel	fermoso	ADJ	ADJ
güzel	encantador	güzel	encantador	ADJ	ADJ
güzel	preciosa	güzel	precioso	ADJ	ADJ
çocuk	neno	çocuk	neno	N;NOM;SG;3	N
çocuk	rapaz	çocuk	rapaz	N;NOM;SG;3	N
çocuk	mozo	çocuk	mozo	N;NOM;SG;3	N
çocuk	fillo	çocuk	fillo	N;NOM;SG;3	N
çocuk	neno	çocuk	neno	N;NOM;SG;3	N
çocuk	rapaz	çocuk	rapaz	N;NOM;SG;3	N
çocuk	nena	çocuk	nena	N;NOM;SG;3	N
çocuk	mozo	çocuk	mozo	N;NOM;SG;3	N
çocuk	nenos	çocuk	neno	N;NOM;SG;3	N
çocuk	fillos	çocuk	fillo	N;NOM;SG;3	N
çocuk	nenas	çocuk	neno	N;NOM;SG;3	N
çocuk	nena	çocuk	nena	N;NOM;SG;3	N
çocuk	neno	çocuk	neno	N;NOM;SG;3	N
çocuk	fillo	çocuk	fillo	N;NOM;SG;3	N
sinema	película	sine	película	N;NOM;SG;3	N
sinema	filme	sine	filme	N;NOM;SG;3	N
sinema	cine	sine	cinir	N;NOM;SG;3	N
sinema	cinema	sine	cinema	N;NOM;SG;3	N
sinema	filmes	sine	filme	N;NOM;SG;3	N
sinema	cinema	sine	cinema	N;NOM;SG;3	N
sırada	lado	sıra	lado	N;ESS;SG;3	N
ay	mes	ay	mes	N;NOM;SG;3	N
ay	meses	ay	mes	N;NOM;SG;3	N
ay	lúa	ay	lúa	N;NOM;SG;3	N
internet	web	internet	web	N;NOM;SG;3	N
tiyatro	drama	tiyatro	dramar	N;NOM;SG;3	N
tiyatro	teatro	tiyatro	teatro	N;NOM;SG;3	N
tiyatro	recinto	tiyatro	recinto	N;NOM;SG;3	N
tiyatro	teatro	tiyatro	teatro	N;NOM;SG;3	N
oldukça	bastante	oldukça	bastante	ADV	ADV
oldukça	moi	oldukça	moi	ADV	ADV
oldukça	ben	oldukça	ben	ADV	ADV
kazandı	gaña	kazan	gaña	V;PFV;IND;SG;3;POS;PST	V
kazandı	vai	kazan	ir	V;PFV;IND;SG;3;POS;PST	V
kazandı	vou	kazan	var	V;PFV;IND;SG;3;POS;PST	V
karar	veredicto	karar	veredicto	N;NOM;SG;3	N
karar	decisión	karar	decisión	N;NOM;SG;3	N
karar	decisións	karar	decisión	N;NOM;SG;3	N
tarih	cita	tarih	cita	N;NOM;SG;3	N
tarih	día	tarih	día	N;NOM;SG;3	N
tarih	data	tarih	data	N;NOM;SG;3	N
tarih	historia	tarih	historia	N;NOM;SG;3	N
temel	básica	temel	básico	ADJ	ADJ
temel	básicos	temel	básico	ADJ	ADJ
temel	básico	temel	básico	ADJ	ADJ
temel	básicas	temel	básico	ADJ	ADJ
ünlü	famoso	ünlü	famoso	ADJ	ADJ
ünlü	famosos	ünlü	famoso	ADJ	ADJ
ünlü	famosa	ünlü	famor	ADJ	ADJ
bile	incluso	bile	incluso	ADV	ADV
bile	aínda	bile	aínda	ADV	ADV
bile	sequera	bile	sequera	ADV	ADV
sosyal	social	sosyal	social	ADJ	ADJ
sosyal	sociais	sosyal	social	ADJ	ADJ
geldi	cheguei	gel	chegar	V;PFV;IND;SG;3;POS;PST	V
geldi	chegou	gel	chegar	V;PFV;IND;SG;3;POS;PST	V
geldi	chegamos	gel	chegar	V;PFV;IND;SG;3;POS;PST	V
geldi	chegaron	gel	chegar	V;PFV;IND;SG;3;POS;PST	V
geldi	chegar	gel	chegar	V;PFV;IND;SG;3;POS;PST	V
böylece	así	böylece	así	ADV	ADV
oy	voto	oy	voto	N;NOM;SG;3	N
oy	votos	oy	voto	N;NOM;SG;3	N
oy	votos	oy	voto	N;NOM;SG;3	N
oy	votación	oy	votación	N;NOM;SG;3	N
geniş	amplo	geniş	amplo	ADJ	ADJ
geniş	grande	geniş	grande	ADJ	ADJ
geniş	gran	geniş	gran	ADJ	ADJ
geniş	grandes	geniş	grande	ADJ	ADJ
ev	fogar	ev	fogar	N;NOM;SG;3	N
ev	casa	ev	casa	N;NOM;SG;3	N
ev	á	ev	á	N;NOM;SG;3	N
ev	na	ev	na	N;NOM;SG;3	N
ev	casa	ev	casa	N;NOM;SG;3	N
hareket	movemento	hareket	movemento	N;NOM;SG;3	N
hareket	movemento	hareket	movemento	N;NOM;SG;3	N
hareket	movementos	hareket	movemento	N;NOM;SG;3	N
hareket	movimento	hareket	movimento	N;NOM;SG;3	N
hareket	xesto	hareket	xesto	N;NOM;SG;3	N
bölgesi	rexión	bölge	rexión	N;NOM;SG;3	N
bölgesi	territorio	bölge	territorio	N;NOM;SG;3	N
sahibi	dono	sahip	dono	N;NOM;SG;3	N
bilim	ciencia	bilim	ciencia	N;NOM;SG;3	N
bilim	ciencias	bilim	ciencia	N;NOM;SG;3	N
bilim	cencia	bilim	cencia	N;NOM;SG;3	N
üreten	producindo	üreten	producir	V;PFV;IND;POS;PRS;V.PTCP;CAUS	V
sistemi	sistema	sistem	sistema	N;ACC;SG;3	N
verdi	deume	ver	deume	V;PFV;IND;SG;3;POS;PST	V
verdi	deu	ver	dar	V;PFV;IND;SG;3;POS;PST	V
yaşayan	vivir	yaşa	vivir	V;PFV;IND;POS;PRS;V.PTCP	V
yaşayan	vivindo	yaşa	vivir	V;PFV;IND;POS;PRS;V.PTCP	V
hiç	nunca	hiç	nunca	ADV	ADV
hiç	nunca	hiç	nunca	ADV	ADV
ifade	declaración	ifade	declaración	N;NOM;SG;3	N
ifade	testemuña	ifade	testemuña	N;NOM;SG;3	N
ifade	expresión	ifade	expresión	N;NOM;SG;3	N
şey	cousa	şey	cousa	N;NOM;SG;3	N
rapor	informe	rapor	informe	N;NOM;SG;3	N
kullanılır	adoitaba	kullan	adoitar	V;IPFV;IND;SG;3;POS;PASS	V
kurulan	fundou	kur	fundar	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
altı	6	altı	6	NUM	NUM
dizi	serie	dizi	serie	N;NOM;SG;3	N
dizi	secuencia	dizi	secuencia	N;NOM;SG;3	N
ayrı	separadas	ayrı	separar	ADJ	ADJ
ayrı	separados	ayrı	separar	ADJ	ADJ
kuvvetleri	forzas	kuvvet	forza	N;ACC;PL;3	N
göz	ollos	göz	ollo	N;NOM;SG;3	N
göz	ollo	göz	ollo	N;NOM;SG;3	N
göz	ollos	göz	ollo	N;NOM;SG;3	N
televizyon	televisión	televizyon	televisión	N;NOM;SG;3	N
televizyon	tele	televizyon	telar	N;NOM;SG;3	N
televizyon	programa	televizyon	programa	N;NOM;SG;3	N
televizyon	televisión	televizyon	televisión	N;NOM;SG;3	N
televizyon	tele	televizyon	telar	N;NOM;SG;3	N
sezonu	tempada	sezon	tempada	N;ACC;SG;3	N
durum	posición	durum	posición	N;NOM;SG;3	N
durum	statu	durum	statu	N;NOM;SG;3	N
durum	status	durum	status	N;NOM;SG;3	N
durum	situación	durum	situación	N;NOM;SG;3	N
durum	condición	durum	condición	N;NOM;SG;3	N
durum	situación	durum	situación	N;NOM;SG;3	N
durum	doenza	durum	doenza	N;NOM;SG;3	N
durum	estado	durum	estado	N;NOM;SG;3	N
gelenek	tradicións	gelenek	tradición	N;NOM;SG;3	N
gelenek	tradición	gelenek	tradición	N;NOM;SG;3	N
gelenek	tradicións	gelenek	tradición	N;NOM;SG;3	N
yanlış	falsa	yanlış	falsa	ADJ	ADJ
yanlış	falso	yanlış	falso	ADJ	ADJ
ses	voz	ses	voz	N;NOM;SG;3	N
ses	audio	ses	audio	N;NOM;SG;3	N
ses	ruido	ses	ruido	N;NOM;SG;3	N
ses	ruído	ses	ruído	N;NOM;SG;3	N
ses	volume	ses	volume	N;NOM;SG;3	N
milli	nacional	milli	nacional	ADJ	ADJ
milli	nacionais	milli	nacional	ADJ	ADJ
milli	national	milli	national	ADJ	ADJ
kitap	libro	kitap	libro	N;NOM;SG;3	N
kitap	libros	kitap	libro	N;NOM;SG;3	N
ödülleri	premios	ödül	premio	N;NOM;PL;3	N
haline	nunha	hal	nunha	N;DAT;SG;3	N
kaldı	ficou	kal	ficar	V;PFV;IND;SG;3;POS;PST	V
bakanı	ministro	bakan	ministro	N;NOM;SG;3	N
bakanı	ministra	bakan	ministrar	N;NOM;SG;3	N
bakanı	pastor	bakan	pastor	N;NOM;SG;3	N
geçti	pasaran	geç	pasar	V;PFV;IND;SG;3;POS;PST	V
geçti	morreu	geç	morrer	V;PFV;IND;SG;3;POS;PST	V
geçti	transmitiron	geç	transmitir	V;PFV;IND;SG;3;POS;PST	V
geçti	pasou	geç	pasar	V;PFV;IND;SG;3;POS;PST	V
geçti	pasar	geç	pasar	V;PFV;IND;SG;3;POS;PST	V
krallık	reino	krallık	reino	N;NOM;SG;3	N
krallık	ceos	krallık	ceos	N;NOM;SG;3	N
doğdu	nacín	doğ	nacín	V;PFV;IND;SG;3;POS;PST	V
doğdu	naceu	doğ	nacer	V;PFV;IND;SG;3;POS;PST	V
doğdu	nacer	doğ	nacer	V;PFV;IND;SG;3;POS;PST	V
doğdu	naciches	doğ	naciches	V;PFV;IND;SG;3;POS;PST	V
doğdu	nacen	doğ	nacer	V;PFV;IND;SG;3;POS;PST	V
durumu	posición	durum	posición	N;NOM;SG;3	N
durumu	statu	durum	statu	N;NOM;SG;3	N
durumu	status	durum	status	N;NOM;SG;3	N
durumu	condición	durum	condición	N;NOM;SG;3	N
durumu	situación	durum	situación	N;NOM;SG;3	N
durumu	doenza	durum	doenza	N;NOM;SG;3	N
durumu	estado	durum	estado	N;NOM;SG;3	N
araştırma	investigar	araştır	investigar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yardım	axuda	yardım	axuda	N;NOM;SG;3	N
yardım	evitalo	yardım	evitalo	N;NOM;SG;3	N
oranı	taxa	oran	taxa	N;NOM;SG;3	N
şarkıcı	cantante	şarkıcı	cantante	N;NOM;SG;3	N
bugün	día	bugün	día	N;NOM;SG;3	N
hafta	semana	hafta	semanar	N;NOM;SG;3	N
hafta	á	hafta	á	N;NOM;SG;3	N
hafta	semanas	hafta	semana	N;NOM;SG;3	N
ekonomik	económico	ekonomik	económico	ADJ	ADJ
ekonomik	económicas	ekonomik	económico	ADJ	ADJ
ekonomik	económica	ekonomik	económico	ADJ	ADJ
adam	tipo	adam	tipo	N;NOM;SG;3	N
adam	home	adam	home	N;NOM;SG;3	N
adam	home	adam	home	N;NOM;SG;3	N
kendisi	el	kendi	el	PRO;NOM;SG;3;REFL	PRO
kendisi	ela	kendi	el	PRO;NOM;SG;3;REFL	PRO
nehri	río	nehir	río	N;ACC;SG;3	N
hizmet	servizos	hizmet	servizo	N;NOM;SG;3	N
hizmet	servizo	hizmet	servizo	N;NOM;SG;3	N
düzenlenen	perdín	düzenle	perder	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
düzenlenen	tiña	düzenle	ter	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
düzenlenen	atopo	düzenle	atopo	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
yolu	camiño	yol	camiño	N;ACC;SG;3	N
yolu	senda	yol	senda	N;ACC;SG;3	N
girdi	entrou	gir	entrar	V;PFV;IND;SG;3;POS;PST	V
girdi	entra	gir	entrar	V;PFV;IND;SG;3;POS;PST	V
çalışma	estudar	çalış	estudar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çalışma	estudamos	çalış	estudar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
çalışma	traballar	çalış	traballar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yıllar	anos	yıl	ano	N;NOM;PL;3	N
sürekli	constantemente	sürekli	constante	ADV	ADV
hatta	nin	hatta	nin	CONJ	CONJ
basketbol	baloncesto	basketbol	baloncesto	N;NOM;SG;3	N
kullanımı	uso	kullanım	uso	N;NOM;SG;3	N
vardı	tiña	var	ter	V;PFV;IND;SG;3;POS;PST	V
vardı	tiven	var	ter	V;PFV;IND;SG;3;POS;PST	V
üzerinden	través	üzer	través	N;AT+ABL;SG;3	N
üzerinden	rúa	üzer	rúa	N;AT+ABL;SG;3	N
belli	obvio	belli	obvio	ADJ	ADJ
belli	obvia	belli	obvio	ADJ	ADJ
belli	evidentes	belli	evidente	ADJ	ADJ
belli	normal	belli	normal	ADJ	ADJ
belli	claro	belli	claro	ADJ	ADJ
öldü	morreu	öl	morrer	V;PFV;IND;SG;3;POS;PST	V
öldü	morreron	öl	morrer	V;PFV;IND;SG;3;POS;PST	V
öldü	morrer	öl	morrer	V;PFV;IND;SG;3;POS;PST	V
öldü	morreu	öl	morrer	V;PFV;IND;SG;3;POS;PST	V
hızlı	rápido	hızlı	rápido	ADJ	ADJ
hızlı	rápida	hızlı	rápido	ADJ	ADJ
hızlı	rápido	hızlı	rápido	ADJ	ADJ
hızlı	rápido	hızlı	rápido	ADJ	ADJ
hızlı	rápida	hızlı	rápido	ADJ	ADJ
oynadı	tocaba	oyna	tocar	V;PFV;IND;SG;3;POS;PST	V
oynadı	xogamos	oyna	xogar	V;PFV;IND;SG;3;POS;PST	V
kiralık	renda	kiralık	renda	N;NOM;SG;3	N
aslında	realmente	aslında	real	ADV	ADV
zaten	xa	zaten	xa	ADV	ADV
madalya	medalla	madalya	medalla	N;NOM;SG;3	N
madalya	medallas	madalya	medalla	N;NOM;SG;3	N
hakları	dereitos	hak	dereito	N;ACC;PL;3	N
hakları	carta	hak	carta	N;ACC;PL;3	N
hakları	dereito	hak	dereito	N;ACC;PL;3	N
değişiklik	modificación	değişiklik	modificación	N;NOM;SG;3	N
