que	että	que	että	CONJ	CONJ
sud	etelään	sud	etelä	N;MASC;SG	N;IN+ALL;SG
lloc	paikassa	lloc	paikka	N;MASC;SG	N;IN+ESS;SG
lloc	paikka	lloc	paikka	N;MASC;SG	N;NOM;SG
nova	uusi	nou	uusi	ADJ;FEM;SG	ADJ;NOM;SG
nova	uutta	nou	uusi	ADJ;FEM;SG	ADJ;PRT;SG
homes	miehiä	home	mies	N;MASC;PL	N;PRT;PL
homes	miesten	home	mies	N;MASC;PL	N;GEN;PL
homes	miehet	home	mies	N;MASC;PL	N;NOM;PL
primera	ensimmäinen	primer	ensimmäinen	ADJ;FEM;SG	ADJ;NOM;SG
següent	seuraava	següent	seuraava	ADJ;SG	ADJ;NOM;SG
això	tämän	això	tämä	PRO;SG	PRO;GEN;SG
això	tätä	això	tämä	PRO;SG	PRO;PRT;SG
això	tästä	això	tämä	PRO;SG	PRO;IN+ABL;SG
això	tämä	això	tämä	PRO;SG	PRO;NOM;SG
general	yleinen	general	yleinen	ADJ;SG	ADJ;NOM;SG
general	yleistä	general	yleinen	ADJ;SG	ADJ;PRT;SG
municipi	kunta	municipi	kunta	N;MASC;SG	N;NOM;SG
mateix	sama	mateix	sama	PRO;MASC;SG	PRO;NOM;SG
mateix	samaa	mateix	sama	PRO;MASC;SG	PRO;PRT;SG
encara	vielä	encara	vielä	ADV	ADV
encara	vieläkin	encara	vieläkin	ADV	ADV
encara	edelleen	encara	edelleen	ADV	ADV
encara	yhä	encara	yhä	ADV	ADV
dades	tiedot	dada	tieto	N;FEM;PL	N;NOM;PL
dades	tietoja	dada	tieto	N;FEM;PL	N;PRT;PL
només	ainoastaan	només	ainoastaan	ADV	ADV
només	vain	només	vain	ADV	ADV
només	vain	només	vain	ADV	ADV
regió	alue	regió	alue	N;FEM;SG	N;NOM;SG
regió	alueen	regió	alue	N;FEM;SG	N;GEN;SG
temps	aika	temps	aika	N;MASC	N;NOM;SG
temps	ajan	temps	aika	N;MASC	N;GEN;SG
temps	aikaa	temps	aika	N;MASC	N;PRT;SG
empreses	yritysten	empresa	yritys	N;FEM;PL	N;GEN;PL
empreses	yrityksiä	empresa	yritys	N;FEM;PL	N;PRT;PL
empreses	yhtiöt	empresa	yhtiö	N;FEM;PL	N;NOM;PL
empreses	yritykset	empresa	yritys	N;FEM;PL	N;NOM;PL
troba	etsiä	trobar	etsiä	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
troba	löytää	trobar	löytää	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
grup	konserni	grup	konserni	N;MASC;SG	N;NOM;SG
grup	ryhmän	grup	ryhmä	N;MASC;SG	N;GEN;SG
grup	ryhmä	grup	ryhmä	N;MASC;SG	N;NOM;SG
properes	tulevia	proper	tuleva	ADJ;FEM;PL	ADJ;PRT;PL
properes	tulevat	proper	tuleva	ADJ;FEM;PL	ADJ;NOM;PL
famílies	perheitä	família	perhe	N;FEM;PL	N;PRT;PL
famílies	perheet	família	perhe	N;FEM;PL	N;NOM;PL
fills	lasten	fill	lapsi	N;MASC;PL	N;GEN;PL
fills	lapsia	fill	lapsi	N;MASC;PL	N;PRT;PL
fills	lapset	fill	lapsi	N;MASC;PL	N;NOM;PL
rei	kuningas	rei	kuningas	N;MASC;SG	N;NOM;SG
rei	kunkku	rei	kunkku	N;MASC;SG	N;NOM;SG
francès	ranskalainen	francès	ranskalainen	ADJ;MASC;SG	ADJ;NOM;SG
nombre	lukumäärä	nombre	luku#määrä	N;MASC;SG	N;NOM;SG
nombre	numero	nombre	numero	N;MASC;SG	N;NOM;SG
nombre	luku	nombre	luku	N;MASC;SG	N;NOM;SG
tots	kaikille	tot	kaikki	PRO;MASC;PL	PRO;AT+ALL;PL
edició	muokkaaminen	edició	muokkaaminen	N;FEM;SG	N;NOM;SG
edició	muokkaus	edició	muokkaus	N;FEM;SG	N;NOM;SG
edició	julkaiseminen	edició	julkaiseminen	N;FEM;SG	N;NOM;SG
edició	julkaisu	edició	julkaisu	N;FEM;SG	N;NOM;SG
renda	vuokra	renda	vuokra	N;FEM;SG	N;NOM;SG
renda	vuokraus	renda	vuokraus	N;FEM;SG	N;NOM;SG
partit	osapuoli	partit	osa#puoli	N;MASC;SG	N;NOM;SG
partit	juhla	partit	juhla	N;MASC;SG	N;NOM;SG
partit	puolue	partit	puolue	N;MASC;SG	N;NOM;SG
alguns	joitakin	algun	jokin	PRO;MASC;PL	PRO;PRT;PL
alguns	jotkut	algun	joku	PRO;MASC;PL	PRO;NOM;PL
fill	poika	fill	poika	N;MASC;SG	N;NOM;SG
nou	uusi	nou	uusi	ADJ;MASC;SG	ADJ;NOM;SG
nou	uutta	nou	uusi	ADJ;MASC;SG	ADJ;PRT;SG
març	maaliskuu	març	maaliskuu	N	N;NOM;SG
març	maaliskuuta	març	maaliskuu	N	N;PRT;SG
setembre	syys	setembre	syys	N	N;NOM;SG
setembre	syyskuuta	setembre	syyskuu	N	N;PRT;SG
setembre	syyskuu	setembre	syyskuu	N	N;NOM;SG
principal	pääasiallinen	principal	pää#asiallinen	ADJ;SG	ADJ;NOM;SG
principal	tärkein	principal	tärkeä	ADJ;SG	ADJ;NOM;RL;SG
menys	vähemmän	menys	vähemmän	ADV	ADV
color	väriä	color	väri	N;MASC;SG	N;PRT;SG
color	väri	color	väri	N;MASC;SG	N;NOM;SG
color	väriä	color	väri	N;MASC;SG	N;PRT;SG
color	väri	color	väri	N;MASC;SG	N;NOM;SG
món	maailmassa	món	maailma	N;MASC;SG	N;IN+ESS;SG
món	maailma	món	maailma	N;MASC;SG	N;NOM;SG
món	maailmaa	món	maailma	N;MASC;SG	N;PRT;SG
món	maailman	món	maailma	N;MASC;SG	N;GEN;SG
món	maailmaan	món	maailma	N;MASC;SG	N;IN+ALL;SG
octubre	lokakuussa	octubre	lokakuu	N	N;IN+ESS;SG
octubre	lokakuun	octubre	lokakuu	N	N;GEN;SG
octubre	lokakuu	octubre	lokakuu	N	N;NOM;SG
empresa	yritys	empresa	yritys	N;FEM;SG	N;NOM;SG
empresa	yhtiö	empresa	yhtiö	N;FEM;SG	N;NOM;SG
empresa	seura	empresa	seura	N;FEM;SG	N;NOM;SG
empresa	komppania	empresa	komppani	N;FEM;SG	N;NOM;SG
abans	ennen	abans	ennen	ADV	ADV
edat	iän	edat	ikä	N;FEM;SG	N;GEN;SG
edat	ikää	edat	ikä	N;FEM;SG	N;PRT;SG
edat	ikä	edat	ikä	N;FEM;SG	N;NOM;SG
web	web	web	web	N;SG	N;NOM;SG
església	kirkon	església	kirkko	N;FEM;SG	N;GEN;SG
església	kirkossa	església	kirkko	N;FEM;SG	N;IN+ESS;SG
església	kirkkoon	església	kirkko	N;FEM;SG	N;IN+ALL;SG
església	kirkko	església	kirkko	N;FEM;SG	N;NOM;SG
església	seurakunta	església	seura#kunta	N;FEM;SG	N;NOM;SG
maig	touko	maig	touko	N	N;NOM;SG
maig	toukokuu	maig	toukokuu	N	N;NOM;SG
maig	toukokuun	maig	toukokuu	N	N;GEN;SG
maig	toukokuuta	maig	toukokuu	N	N;PRT;SG
casa	house	casa	house	N;FEM;SG	N;NOM;SG
casa	talo	casa	talo	N;FEM;SG	N;NOM;SG
casa	talon	casa	talo	N;FEM;SG	N;GEN;SG
història	tarinaa	història	tarina	N;FEM;SG	N;PRT;SG
història	tarina	història	tarina	N;FEM;SG	N;NOM;SG
història	tarinan	història	tarina	N;FEM;SG	N;GEN;SG
història	historia	història	historia	N;FEM;SG	N;NOM;SG
història	historiaan	història	historia	N;FEM;SG	N;IN+ALL;SG
història	historiaa	història	historia	N;FEM;SG	N;PRT;SG
història	historian	història	historia	N;FEM;SG	N;GEN;SG
història	historiasta	història	historia	N;FEM;SG	N;IN+ABL;SG
segona	toisena	segon	toinen	ADJ;FEM;SG	ADJ;FRML;SG
segona	toiseksi	segon	toinen	ADJ;FEM;SG	ADJ;TRANS;SG
govern	valtio	govern	valtio	N;MASC;SG	N;NOM;SG
govern	hallitus	govern	hallitus	N;MASC;SG	N;NOM;SG
govern	hallituksen	govern	hallitus	N;MASC;SG	N;GEN;SG
est	itä	est	itä	N;MASC;SG	N;NOM;SG
est	itään	est	itä	N;MASC;SG	N;IN+ALL;SG
est	est	est	est	N;MASC;SG	N;NOM;SG
vida	elämää	vida	elämä	N;FEM;SG	N;PRT;SG
vida	elämän	vida	elämä	N;FEM;SG	N;GEN;SG
vida	elämä	vida	elämä	N;FEM;SG	N;NOM;SG
totes	kaikille	tot	kaikki	PRO;FEM;PL	PRO;AT+ALL;PL
gener	tammikuu	gener	tammikuu	N	N;NOM;SG
gener	tammikuussa	gener	tammikuu	N	N;IN+ESS;SG
gener	tammikuun	gener	tammikuu	N	N;GEN;SG
gener	tammikuuta	gener	tammikuu	N	N;PRT;SG
tipus	tyyppi	tipus	tyyppi	N;MASC	N;NOM;SG
habitatge	asumista	habitatge	asuminen	N;MASC;SG	N;PRT;SG
habitatge	asuminen	habitatge	asuminen	N;MASC;SG	N;NOM;SG
habitatge	asunto	habitatge	asunto	N;MASC;SG	N;NOM;SG
juny	kesäkuu	juny	kesäkuu	N	N;NOM;SG
juny	kesäkuuta	juny	kesäkuu	N	N;PRT;SG
juny	kesäkuussa	juny	kesäkuu	N	N;IN+ESS;SG
diferents	erilaiset	diferent	erilainen	ADJ;PL	ADJ;NOM;PL
diferents	eri	diferent	eri	ADJ;PL	ADJ
títol	otsikko	títol	otsikko	N;MASC;SG	N;NOM;SG
títol	osasto	títol	osasto	N;MASC;SG	N;NOM;SG
títol	nimike	títol	nimike	N;MASC;SG	N;NOM;SG
desembre	joulukuu	desembre	joulukuu	N	N;NOM;SG
desembre	joulukuussa	desembre	joulukuu	N	N;IN+ESS;SG
desembre	joulukuuta	desembre	joulukuu	N	N;PRT;SG
què	mitä	què	mikä	PRO;SG	PRO;PRT;SG
què	mikä	què	mikä	PRO;SG	PRO;NOM;SG
nacional	kansallinen	nacional	kansallinen	ADJ;SG	ADJ;NOM;SG
abril	huhtikuu	abril	huhtikuu	N	N;NOM;SG
abril	huhtikuuta	abril	huhtikuu	N	N;PRT;SG
abril	huhtikuussa	abril	huhtikuu	N	N;IN+ESS;SG
abril	huhtikuun	abril	huhtikuu	N	N;GEN;SG
abril	huhti	abril	huhti	N	N;NOM;SG
agost	elokuu	agost	elokuu	N	N;NOM;SG
agost	elokuuta	agost	elokuu	N	N;PRT;SG
agost	elokuussa	agost	elokuu	N	N;IN+ESS;SG
agost	elokuun	agost	elokuu	N	N;GEN;SG
agost	august	agost	august	N	N;NOM;SG
vivint	elää	viure	elää	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
vivint	elävät	viure	elää	V;V.MSDR	V;IND;PL;3;PRS;FIN;ACT
poble	kylän	poble	kylä	N;MASC;SG	N;GEN;SG
poble	kylä	poble	kylä	N;MASC;SG	N;NOM;SG
poble	kylässä	poble	kylä	N;MASC;SG	N;IN+ESS;SG
centre	keskus	centre	keskus	N;MASC;SG	N;NOM;SG
centre	keskusta	centre	keskusta	N;MASC;SG	N;NOM;SG
centre	center	centre	center	N;MASC;SG	N;NOM;SG
centre	keskus	centre	keskus	N;MASC;SG	N;NOM;SG
centre	keskusta	centre	keskusta	N;MASC;SG	N;NOM;SG
perquè	koska	perquè	koska	CONJ	CONJ
riu	joen	riu	joki	N;MASC;SG	N;GEN;SG
riu	joki	riu	joki	N;MASC;SG	N;NOM;SG
disc	levyn	disc	levy	N;MASC;SG	N;GEN;SG
disc	levy	disc	levy	N;MASC;SG	N;NOM;SG
disc	levyä	disc	levy	N;MASC;SG	N;PRT;SG
novembre	marraskuuta	novembre	marraskuu	N	N;PRT;SG
novembre	marraskuussa	novembre	marraskuu	N	N;IN+ESS;SG
novembre	marraskuu	novembre	marraskuu	N	N;NOM;SG
obres	teokset	obra	teos	N;FEM;PL	N;NOM;PL
millor	paras	millor	hyvä	ADJ;SG	ADJ;NOM;RL;SG
millor	parasta	millor	hyvä	ADJ;SG	ADJ;PRT;RL;SG
sistema	järjestelmän	sistema	järjestelmä	N;MASC;SG	N;GEN;SG
sistema	systeemi	sistema	systeemi	N;MASC;SG	N;NOM;SG
sistema	järjestelmä	sistema	järjestelmä	N;MASC;SG	N;NOM;SG
juliol	heinäkuu	juliol	heinäkuu	N	N;NOM;SG
juliol	heinäkuussa	juliol	heinäkuu	N	N;IN+ESS;SG
juliol	heinäkuun	juliol	heinäkuu	N	N;GEN;SG
juliol	heinä	juliol	hän	N	N;NOM;SG
juliol	heinäkuuta	juliol	heinäkuu	N	N;PRT;SG
diverses	useita	divers	usea	ADJ;FEM;PL	ADJ;PRT;PL
diverses	useat	divers	usea	ADJ;FEM;PL	ADJ;NOM;PL
universitat	korkeakoulu	universitat	korkea#koulu	N;FEM;SG	N;NOM;SG
universitat	yliopisto	universitat	yli#opisto	N;FEM;SG	N;NOM;SG
dia	päivä	dia	päivä	N;MASC;SG	N;NOM;SG
dia	päivän	dia	päivä	N;MASC;SG	N;GEN;SG
mitjà	keskikokoinen	mitjà	keski#kokoinen	ADJ;MASC;SG	ADJ;NOM;SG
data	päivämäärä	data	päivä#määrä	N;FEM;SG	N;NOM;SG
data	päiväys	data	päiväys	N;FEM;SG	N;NOM;SG
departament	osasto	departament	osasto	N;MASC;SG	N;NOM;SG
construcció	rakentaminen	construcció	rakentaminen	N;FEM;SG	N;NOM;SG
premi	palkintoa	premi	palkinto	N;MASC;SG	N;PRT;SG
premi	palkinto	premi	palkinto	N;MASC;SG	N;NOM;SG
premi	palkinnon	premi	palkinto	N;MASC;SG	N;GEN;SG
premi	palkintoa	premi	palkinto	N;MASC;SG	N;PRT;SG
premi	palkinto	premi	palkinto	N;MASC;SG	N;NOM;SG
febrer	helmikuuta	febrer	helmikuu	N	N;PRT;SG
febrer	helmikuussa	febrer	helmikuu	N	N;IN+ESS;SG
febrer	helmikuu	febrer	helmikuu	N	N;NOM;SG
escola	koulussa	escola	koulu	N;FEM;SG	N;IN+ESS;SG
escola	koulun	escola	koulu	N;FEM;SG	N;GEN;SG
escola	koulu	escola	koulu	N;FEM;SG	N;NOM;SG
escola	koulua	escola	koulu	N;FEM;SG	N;PRT;SG
escola	school	escola	school	N;FEM;SG	N;NOM;SG
espècie	laji	espècie	laji	N;FEM;SG	N;NOM;SG
principals	pääasialliset	principal	pää#asiallinen	ADJ;PL	ADJ;NOM;PL
principals	tärkeimmät	principal	tärkeä	ADJ;PL	ADJ;NOM;RL;PL
font	lähde	font	lähde	N;FEM;SG	N;NOM;SG
zona	vyöhyke	zona	vyöhyke	N;FEM;SG	N;NOM;SG
zona	alue	zona	alue	N;FEM;SG	N;NOM;SG
grans	suuret	gran	suuri	ADJ;PL	ADJ;NOM;PL
grans	suuria	gran	suuri	ADJ;PL	ADJ;PRT;PL
província	maakunta	província	maa#kunta	N;FEM;SG	N;NOM;SG
superfície	pintaan	superfície	pinta	N;FEM;SG	N;IN+ALL;SG
superfície	pinnalle	superfície	pinta	N;FEM;SG	N;AT+ALL;SG
superfície	pinta	superfície	pinta	N;FEM;SG	N;NOM;SG
superfície	pintaa	superfície	pinta	N;FEM;SG	N;PRT;SG
molts	monet	molt	moni	PRO;MASC;PL	PRO;NOM;PL
molts	monia	molt	moni	PRO;MASC;PL	PRO;PRT;PL
cens	väestönlaskenta	cens	väestö#lasken	N;MASC;SG	N;NOM;SG
equip	tiimi	equip	tiimi	N;MASC;SG	N;NOM;SG
equip	ryhmä	equip	ryhmä	N;MASC;SG	N;NOM;SG
equip	joukkue	equip	joukkue	N;MASC;SG	N;NOM;SG
ara	nyt	ara	nyt	ADV	ADV
qui	joka	qui	joka	PRO	PRO;NOM;SG
punt	pisteen	punt	piste	N;MASC;SG	N;GEN;SG
punt	kohta	punt	kohta	N;MASC;SG	N;NOM;SG
punt	pistettä	punt	piste	N;MASC;SG	N;PRT;SG
punt	piste	punt	piste	N;MASC;SG	N;NOM;SG
punt	point	punt	pointa	N;MASC;SG	N;NOM;SG
cest	cest	cest	cest	N	N;NOM;SG
algunes	joitakin	algun	jokin	PRO;FEM;PL	PRO;PRT;PL
algunes	jotkut	algun	joku	PRO;FEM;PL	PRO;NOM;PL
unitats	yksiköt	unitat	yksikkö	N;FEM;PL	N;NOM;PL
activitats	toiminnat	activitat	toiminta	N;FEM;PL	N;NOM;PL
activitats	toimet	activitat	toimi	N;FEM;PL	N;NOM;PL
activitats	toiminnot	activitat	toiminto	N;FEM;PL	N;NOM;PL
president	puhemies	president	puhe#mies	N;MASC;SG	N;NOM;SG
president	presidentti	president	presidentti	N;MASC;SG	N;NOM;SG
president	puheenjohtaja	president	puheen#johtaja	N;MASC;SG	N;NOM;SG
article	momentti	article	momentti	N;MASC;SG	N;NOM;SG
article	artikkeli	article	artikkeli	N;MASC;SG	N;NOM;SG
article	artikla	article	artikla	N;MASC;SG	N;NOM;SG
exèrcit	armeija	exèrcit	armeija	N;MASC;SG	N;NOM;SG
exèrcit	armeijan	exèrcit	armeija	N;MASC;SG	N;GEN;SG
música	musiikkia	música	musiikki	N;FEM;SG	N;PRT;SG
música	musiikin	música	musiikki	N;FEM;SG	N;GEN;SG
música	musiikki	música	musiikki	N;FEM;SG	N;NOM;SG
aigua	vettä	aigua	vesi	N;FEM;SG	N;PRT;SG
aigua	vesi	aigua	vesi	N;FEM;SG	N;NOM;SG
increment	lisäys	increment	lisäys	N;MASC;SG	N;NOM;SG
increment	kasvu	increment	kasvu	N;MASC;SG	N;NOM;SG
increment	korotus	increment	korotus	N;MASC;SG	N;NOM;SG
llavors	sitten	llavors	sitten	ADV	ADV
conegut	tunnettu	conegut	tunnettu	ADJ;MASC;SG;V.PTCP	ADJ;NOM;SG
art	taide	art	taide	N;MASC;SG	N;NOM;SG
art	taidetta	art	taide	N;MASC;SG	N;PRT;SG
club	klubi	club	klubi	N;MASC;SG	N;NOM;SG
club	club	club	club	N;MASC;SG	N;NOM;SG
club	kerho	club	kerho	N;MASC;SG	N;NOM;SG
club	seura	club	seura	N;MASC;SG	N;NOM;SG
etapa	vaihe	etapa	vaihe	N;FEM;SG	N;NOM;SG
etapa	näyttämö	etapa	näyttämö	N;FEM;SG	N;NOM;SG
etapa	vaiheessa	etapa	vaihe	N;FEM;SG	N;IN+ESS;SG
etapa	lava	etapa	lava	N;FEM;SG	N;NOM;SG
república	tasavalta	república	tasa#valta	N;FEM;SG	N;NOM;SG
donar	antaa	donar	antaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
donar	annetaan	donar	antaa	V;NFIN	V;IND;PRS;FIN;PASS
ell	hänet	ell	hän	PRO;MASC;SG;3	PRO;ACC;SG;3
llista	lista	llista	lista	N;FEM;SG	N;NOM;SG
llista	luettelo	llista	luettelo	N;FEM;SG	N;NOM;SG
llista	listan	llista	lista	N;FEM;SG	N;GEN;SG
llista	listaa	llista	lista	N;FEM;SG	N;PRT;SG
llista	luetteloon	llista	luettelo	N;FEM;SG	N;IN+ALL;SG
important	tärkeä	important	tärkeä	ADJ;SG	ADJ;NOM;SG
important	tärkeää	important	tärkeä	ADJ;SG	ADJ;PRT;SG
segon	toisena	segon	toinen	ADJ;MASC;SG	ADJ;FRML;SG
segon	toiseksi	segon	toinen	ADJ;MASC;SG	ADJ;TRANS;SG
servei	palvelun	servei	palvelu	N;MASC;SG	N;GEN;SG
servei	palvelu	servei	palvelu	N;MASC;SG	N;NOM;SG
servei	palvelua	servei	palvelu	N;MASC;SG	N;PRT;SG
serveis	palvelujen	servei	palvelu	N;MASC;PL	N;GEN;PL
serveis	palvelut	servei	palvelu	N;MASC;PL	N;NOM;PL
serveis	palveluja	servei	palvelu	N;MASC;PL	N;PRT;PL
morir	kuolla	morir	kuolla	V;NFIN	V;SG;NFIN;ACT
morir	kuole	morir	kuolla	V;NFIN	V;IMP;SG;2;FIN;ACT
piràmide	pyramidin	piràmide	pyrama	N;FEM;SG	N;GEN;SG
antic	vanha	antic	vanha	ADJ;MASC;SG	ADJ;NOM;SG
antic	vanhaa	antic	vanha	ADJ;MASC;SG	ADJ;PRT;SG
plaça	torille	plaça	tori	N;FEM;SG	N;AT+ALL;SG
plaça	square	plaça	square	N;FEM;SG	N;NOM;SG
plaça	aukio	plaça	aukio	N;FEM;SG	N;NOM;SG
plaça	neliö	plaça	neliö	N;FEM;SG	N;NOM;SG
plaça	torilla	plaça	tori	N;FEM;SG	N;AT+ESS
;SG
plaça	plaza	plaça	plaza	N;FEM;SG	N;NOM;SG
comtat	lääni	comtar	lääni	N;MASC;SG	N;NOM;SG
comtat	piirikunnan	comtar	piiri#kunta	N;MASC;SG	N;GEN;SG
comtat	piirikunta	comtar	piiri#kunta	N;MASC;SG	N;NOM;SG
pare	isä	pare	isä	N;MASC;SG	N;NOM;SG
pare	emo	pare	emo	N;MASC;SG	N;NOM;SG
informació	tiedotus	informació	tiedotus	N;FEM;SG	N;NOM;SG
informació	tietoa	informació	tieto	N;FEM;SG	N;PRT;SG
informació	tiedottaminen	informació	tiedottaminen	N;FEM;SG	N;NOM;SG
mar	meri	mar	meri	N;SG	N;NOM;SG
actual	tämänhetkinen	actual	tämänhetkinen	ADJ;SG	ADJ;NOM;SG
actual	nykyinen	actual	nykyinen	ADJ;SG	ADJ;NOM;SG
castell	linnaan	castell	linnaan	N;MASC;SG	N;IN+ALL;SG
castell	linna	castell	linna	N;MASC;SG	N;NOM;SG
castell	linnaa	castell	linna	N;MASC;SG	N;PRT;SG
països	maissa	país	maa	N;MASC;PL	N;IN+ESS;PL
països	maat	país	maa	N;MASC;PL	N;NOM;PL
països	valtiot	país	valtio	N;MASC;PL	N;NOM;PL
països	maiden	país	maa	N;MASC;PL	N;GEN;PL
moment	hetki	moment	hetki	N;MASC;SG	N;NOM;SG
anglès	englanti	anglès	englanti	N;MASC;SG	N;NOM;SG
anglès	englantia	anglès	englanti	N;MASC;SG	N;PRT;SG
anglès	englanniksi	anglès	englanti	N;MASC;SG	N;TRANS;SG
anglès	englannin	anglès	englanti	N;MASC;SG	N;GEN;SG
illa	island	illa	island	N;FEM;SG	N;NOM;SG
illa	saarelle	illa	saari	N;FEM;SG	N;AT+ALL;SG
illa	saari	illa	saari	N;FEM;SG	N;NOM;SG
període	jakso	període	jaksaa	N;MASC;SG	N;NOM;SG
període	ajanjakso	període	ajan#jakso	N;MASC;SG	N;NOM;SG
internacional	kansainvälisen	internacional	kansain#välinen	ADJ;SG	ADJ;GEN;SG
internacional	kansainvälinen	internacional	kansain#välinen	ADJ;SG	ADJ;NOM;SG
premis	palkintoja	premi	palkinta	N;MASC;PL	N;PRT;PL
premis	palkinnot	premi	palkinto	N;MASC;PL	N;NOM;PL
premis	palkintoja	premi	palkinta	N;MASC;PL	N;PRT;PL
premis	palkinnot	premi	palkinto	N;MASC;PL	N;NOM;PL
museu	museossa	museu	museo	N;MASC;SG	N;IN+ESS;SG
museu	museum	museu	museum	N;MASC;SG	N;NOM;SG
museu	museon	museu	museo	N;MASC;SG	N;GEN;SG
