табори	kampen	табір	kamp	N;INAN;NOM;MASC;PL	N;PL
описано	beschreef	описати	beschrijven	V;PFV;IND;0;FIN	V;SG;PST;FIN
описано	omschreven	описати	omschrijven	V;PFV;IND;0;FIN	V;V.PTCP
акція	deel	акція	deel	N;INAN;NOM;FEM;SG	N;NEUT;SG
акція	voorraad	акція	voorraad	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
істоти	wezens	істота	wezen	N;ANIM;NOM;FEM;PL	N;PL
істоти	schepsels	істота	schepsel	N;ANIM;NOM;FEM;PL	N;PL
угорська	hongaarse	угорський	hongaars	ADJ;NOM;FEM;SG	ADJ
угорська	hongaars	угорський	hongaars	ADJ;NOM;FEM;SG	ADJ
оздоблення	versiering	оздоблення	versiering	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
оздоблення	decoratie	оздоблення	decoratie	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
виверження	uitbarsting	виверження	uitbarsting	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
відвідування	bezoek	відвідування	bezoek	N;INAN;NOM;NEUT;SG	N;NEUT;SG
дванадцять	twaalf	дванадцять	twaalf	NUM;NOM	NUM
окупація	bezigheid	окупація	bezigheid	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
окупація	beroep	окупація	beroep	N;INAN;NOM;FEM;SG	N;NEUT;SG
окупація	bezetting	окупація	bezetting	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
патрулювання	patrol	патрулювання	patrol	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
патрулювання	patrouille	патрулювання	patrouille	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
друк	print	друк	print	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
друк	afdruk	друк	afdruk	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
друк	drukwerk	друк	drukwerk	N;INAN;NOM;MASC;SG	N;NEUT;SG
особистість	identiteit	особистість	identiteit	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
особистість	persoonlijkheid	особистість	persoonlijkheid	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
дністер	dnjestr	дністер	dnjestr	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
помітив	opviel	помітив	opviel	V;PFV;MASC;IND;SG;PST;FIN	V;SG;PST;FIN
помітив	opgemerkt	помітив	opmerken	V;PFV;MASC;IND;SG;PST;FIN	V;V.PTCP
помітив	opgevallen	помітив	opvallen	V;PFV;MASC;IND;SG;PST;FIN	V;V.PTCP
націоналістів	nationalisten	націоналіст	nationalist	N;ANIM;ACC;MASC;PL	N;PL
закінчили	gedaan	закінчити	doen	V;PFV;IND;PL;PST;FIN	V;V.PTCP
мажор	majoor	мажор	majoor	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
мажор	major	мажор	major	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
мажор	hoofdvak	мажор	hoofdvak	N;INAN;NOM;FEM;SG	N;NEUT;SG
аналог	analoog	аналог	analoog	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
старим	ouwe	старий	oud	ADJ;INS;NEUT;SG	ADJ
старим	oude	старий	oud	ADJ;INS;NEUT;SG	ADJ
старим	oud	старий	oud	ADJ;INS;NEUT;SG	ADJ
травми	letsels	травма	letsel	N;INAN;NOM;FEM;PL	N;PL
адмін	admin	адмін	admin	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
адмін	beheerder	адмін	beheerd	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
типові	standaard	тип	standaard	ADJ;NOM;PL	ADJ
типові	typische	тип	typisch	ADJ;NOM;PL	ADJ
типові	typisch	тип	typisch	ADJ;NOM;PL	ADJ
співака	zanger	співак	zanger	N;ANIM;ACC;MASC;SG	N;MASC+FEM;SG
співака	singer	співак	singer	N;ANIM;ACC;MASC;SG	N;MASC+FEM;SG
співака	zangeres	співак	zangeres	N;ANIM;ACC;MASC;SG	N;MASC+FEM;SG
стрілець	boogschutter	стрілець	boogschutter	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
золоте	gouden	золотий	gouden	ADJ;NOM;NEUT;SG	ADJ
вождь	stamhoofd	вождь	stamhoofd	N;ANIM;NOM;MASC;SG	N;NEUT;SG
вождь	chef	вождь	chef	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
вождь	chief	вождь	chief	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
вождь	opperhoofd	вождь	opperhoofd	N;ANIM;NOM;MASC;SG	N;NEUT;SG
серйозні	ernstig	серйозний	ernstig	ADJ;NOM;PL	ADJ
серйозні	ernstige	серйозний	ernstig	ADJ;NOM;PL	ADJ
серйозні	serieuze	серйозний	serieus	ADJ;NOM;PL	ADJ
серйозні	serieus	серйозний	serieus	ADJ;NOM;PL	ADJ
спрямування	delegatie	спрямування	delegatie	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
присутня	aanwezig	присутня	aanwezig	ADJ;NOM;FEM;SG	ADJ
померлих	overledene	померлий	overlid	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ
померлих	overledenen	померлий	overlidden	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ
старт	begin	старт	begin	N;INAN;NOM;MASC;SG	N;NEUT;SG
згадував	vermeld	згадувати	vermelden	V;IPFV;MASC;IND;SG;PST;FIN	V;V.PTCP
згадував	genoemd	згадувати	noemen	V;IPFV;MASC;IND;SG;PST;FIN	V;V.PTCP
згадував	vermeldde	згадувати	vermelden	V;IPFV;MASC;IND;SG;PST;FIN	V;SG;PST;FIN
тіні	schaduwen	тінь	schaduw	N;INAN;NOM;FEM;PL	N;PL
змінено	veranderde	змінити	veranderen	V;PFV;IND;0;FIN	V;SG;PST;FIN
змінено	gewijzigd	змінити	wijzigen	V;PFV;IND;0;FIN	V;V.PTCP
змінено	veranderd	змінити	veranderen	V;PFV;IND;0;FIN	V;V.PTCP
змінено	gemodificeerd	змінити	modificeren	V;PFV;IND;0;FIN	V;V.PTCP
змінено	gewijzigd	змінити	wijzigen	V;PFV;IND;0;FIN	V;V.PTCP
змінено	aangepast	змінити	aanpassen	V;PFV;IND;0;FIN	V;V.PTCP
рейх	reich	рій	reich	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
італійською	italiaanse	італійський	italiaans	ADJ;INS;FEM;SG	ADJ
італійською	italiaans	італійський	italiaans	ADJ;INS;FEM;SG	ADJ
казка	verhaal	казка	verhaal	N;INAN;NOM;FEM;SG	N;NEUT;SG
казка	sprookje	казка	sprookje	N;INAN;NOM;FEM;SG	N;NEUT;SG
подати	indienen	подати	indienen	V;PFV;NFIN	V;NFIN
зруйновано	vernietigd	зруйновано	vernietigen	V;PFV;IND;0;FIN	V;V.PTCP
зруйновано	vernietigde	зруйновано	vernietigen	V;PFV;IND;0;FIN	V;SG;PST;FIN
зруйновано	vernield	зруйновано	vernielen	V;PFV;IND;0;FIN	V;V.PTCP
зруйновано	verwoest	зруйновано	verwoesten	V;PFV;IND;0;FIN	V;V.PTCP
вказати	specificeren	вказати	specificeren	V;PFV;NFIN	V;NFIN
вказати	definiëren	вказати	definiër	V;PFV;NFIN	V;NFIN
вказати	definieer	вказати	definieer	V;PFV;NFIN	V;SG;PRS;FIN
папір	papier	папір	papier	N;INAN;NOM;MASC;SG	N;NEUT;SG
знаменитий	beroemde	знаменитий	beroemd	ADJ;NOM;MASC;SG	ADJ
знаменитий	beroemd	знаменитий	beroemd	ADJ;NOM;MASC;SG	ADJ
залізо	strijkijzer	залізо	strijkijzer	N;INAN;NOM;NEUT;SG	N;NEUT;SG
залізо	ijzer	залізо	ijzer	N;INAN;NOM;NEUT;SG	N;NEUT;SG
відходів	afvalstoffen	відхід	afvalstof	N;INAN;GEN;MASC;PL	N;PL
трофей	trofee	трофія	trofee	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
трофей	beker	трофія	beker	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
знищили	vernietigd	знищити	vernietigen	V;PFV;IND;PL;PST;FIN	V;V.PTCP
знищили	vernield	знищити	vernielen	V;PFV;IND;PL;PST;FIN	V;V.PTCP
знищили	verwoest	знищити	verwoesten	V;PFV;IND;PL;PST;FIN	V;V.PTCP
родичі	verwanten	родич	verwant	N;ANIM;NOM;MASC;PL	N;PL
родичі	familieleden	родич	familielid	N;ANIM;NOM;MASC;PL	N;PL
рідний	inheemse	рідний	inheems	ADJ;NOM;MASC;SG	ADJ
рідний	inheems	рідний	inheems	ADJ;NOM;MASC;SG	ADJ
бачення	visioen	бачення	visioen	N;INAN;NOM;NEUT;SG	N;NEUT;SG
бачення	visie	бачення	visie	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
бачення	vision	бачення	vision	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
бачення	zicht	бачення	zicht	N;INAN;NOM;NEUT;SG	N;NEUT;SG
раси	rassen	раса	ras	N;INAN;NOM;FEM;PL	N;PL
раси	races	раса	race	N;INAN;NOM;FEM;PL	N;PL
георгійович	lazo	георгійович	lazo	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
білка	eekhoorn	білок	eekhoorn	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
чоловіча	mannelijk	чоловічий	mannelijk	ADJ;NOM;FEM;SG	ADJ
чоловіча	mannelijke	чоловічий	mannelijk	ADJ;NOM;FEM;SG	ADJ
аудіо	audio	аудіо	audio	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
аудіо	geluid	аудіо	geluid	N;INAN;NOM;NEUT;SG	N;NEUT;SG
дорослі	volwassenen	дорослий	volwassenen	ADJ;NOM;PL	ADJ
дорослі	volwassen	дорослий	volwassen	ADJ;NOM;PL	ADJ
дорослі	volwassenen	дорослий	volwassenen	ADJ;NOM;PL	ADJ
дорослі	volwassene	дорослий	volwassene	ADJ;NOM;PL	ADJ
перевага	gunst	перевага	gunst	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
перевага	voordeel	перевага	voordeel	N;INAN;NOM;FEM;SG	N;NEUT;SG
ширину	breedte	ширина	breedte	N;INAN;ACC;FEM;SG	N;MASC+FEM;SG
отримано	ontvangen	отримати	ontvangen	V;PFV;IND;0;FIN	V;V.PTCP
отримано	opgehaald	отримати	ophalen	V;PFV;IND;0;FIN	V;V.PTCP
отримано	teruggehaald	отримати	terughalen	V;PFV;IND;0;FIN	V;V.PTCP
отримано	opgehaald	отримати	ophalen	V;PFV;IND;0;FIN	V;V.PTCP
сосна	pinus	сосна	pinus	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
сосна	pine	сосна	pine	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
танець	dans	танець	dans	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
танець	dansje	танець	dans	N;INAN;NOM;MASC;SG	N;NEUT;SG
барабани	trommels	барабан	trommel	N;ANIM;NOM;MASC;PL	N;PL
барабани	vaten	барабан	vaten	N;ANIM;NOM;MASC;PL	N;PL
симфонія	symfonie	симфонія	symfonie	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
цікавий	interessante	цікавий	interessant	ADJ;NOM;MASC;SG	ADJ
цікавий	interessant	цікавий	interessant	ADJ;NOM;MASC;SG	ADJ
трагедія	tragedie	трагедія	tragedie	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
бачили	gezien	бачити	zien	V;IPFV;IND;PL;PST;FIN	V;V.PTCP
пацієнтів	patiënten	пацієнт	patiënt	N;ANIM;ACC;MASC;PL	N;PL
пацієнтів	patienten	пацієнт	patient	N;ANIM;ACC;MASC;PL	N;PL
маргарита	margaret	маргарит	margaret	N;ANIM;NOM;FEM;SG	N;MASC+FEM;SG
маргарита	margaretha	маргарит	margaretha	N;ANIM;NOM;FEM;SG	N;MASC+FEM;SG
маргарита	margarita	маргарит	margarita	N;ANIM;NOM;FEM;SG	N;MASC+FEM;SG
творець	schepper	творець	schepper	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
творець	maker	творець	maker	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
творець	bedenker	творець	bedenker	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
вигнання	ballingschap	вигнання	ballingschap	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
вигнання	verbanning	вигнання	verbanning	N;INAN;NOM;NEUT;SG	N;MASC+FEM;SG
побачили	zagen	побачити	zien	V;PFV;IND;PL;PST;FIN	V;PL;PST;FIN
священики	priesters	священик	priester	N;ANIM;NOM;MASC;PL	N;PL
складність	moeilijkheidsgraad	складність	moeilijkheidsgraad	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
складність	moeilijkheid	складність	moeilijkheid	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
складність	complexiteit	складність	complexiteit	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
зеландія	zeeland	зеландія	zeeland	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
промінь	straal	промінь	straal	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
промінь	balk	промінь	balk	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
зима	winter	зима	winter	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
вирішувати	beslis	вирішувати	beslis	V;IPFV;NFIN	V;SG;PRS;FIN
вирішувати	beslissen	вирішувати	beslissen	V;IPFV;NFIN	V;NFIN
біографічний	biografische	біографічний	biografisch	ADJ;NOM;MASC;SG	ADJ
професійні	professioneel	професійний	professioneel	ADJ;NOM;PL	ADJ
професійні	professionele	професійний	professioneel	ADJ;NOM;PL	ADJ
спільне	gezamenlijke	спільний	gezamenlijk	ADJ;NOM;NEUT;SG	ADJ
спільне	gemeenschappelijk	спільний	gemeenschappelijk	ADJ;NOM;NEUT;SG	ADJ
спільне	vaak	спільний	vaak	ADJ;NOM;NEUT;SG	ADJ
можлива	mogelijke	можливий	mogelijk	ADJ;NOM;FEM;SG	ADJ
можлива	mogelijk	можливий	mogelijk	ADJ;NOM;FEM;SG	ADJ
ярмарки	beurzen	ярмарка	beurs	N;INAN;NOM;MASC;PL	N;PL
міцність	sterkte	міцність	sterkte	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
міцність	kracht	міцність	kracht	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
товщина	breedte	товщина	breedte	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
товщина	dikte	товщина	dik	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
атак	aanvallers	атак	aanvaller	N;INAN;GEN;FEM;PL	N;PL
піч	kachel	піч	kachel	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
піч	fornuis	піч	fornuis	N;INAN;NOM;FEM;SG	N;NEUT;SG
піч	oven	піч	oven	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
піч	oven	піч	oven	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
пряма	rechtstreeks	пряма	rechtstreeks	ADJ;NOM;FEM;SG	ADJ
пряма	directe	пряма	direct	ADJ;NOM;FEM;SG	ADJ
пряма	direct	пряма	direct	ADJ;NOM;FEM;SG	ADJ
пряма	rechtstreekse	пряма	rechtstreeks	ADJ;NOM;FEM;SG	ADJ
боки	zijden	бік	zijden	N;INAN;NOM;MASC;PL	N;PL
боки	zijkanten	бік	zijkant	N;INAN;NOM;MASC;PL	N;PL
боки	kanten	бік	kant	N;INAN;NOM;MASC;PL	N;PL
валюти	munteenheden	валюти	munteenheid	N;INAN;NOM;FEM;PL	N;PL
вагу	gewicht	вага	gewicht	N;INAN;ACC;FEM;SG	N;NEUT;SG
вагу	weging	вага	weging	N;INAN;ACC;FEM;SG	N;MASC+FEM;SG
вагу	gewicht	вага	gewicht	N;INAN;ACC;FEM;SG	N;NEUT;SG
випустили	vrijgelaten	випустити	vrijlaten	V;PFV;IND;PL;PST;FIN	V;V.PTCP
випустили	vrijgegeven	випустити	vrijgeven	V;PFV;IND;PL;PST;FIN	V;V.PTCP
випустили	uitgebracht	випустити	uitbrengen	V;PFV;IND;PL;PST;FIN	V;V.PTCP
відмовилися	achtergelaten	відмовитися	achterlaten	V;PFV;IND;PL;PST;FIN	V;V.PTCP
відмовилися	verlaten	відмовитися	verlaten	V;PFV;IND;PL;PST;FIN	V;V.PTCP
відмовилися	afgewezen	відмовитися	afwijzen	V;PFV;IND;PL;PST;FIN	V;V.PTCP
відмовилися	geweigerd	відмовитися	weigeren	V;PFV;IND;PL;PST;FIN	V;V.PTCP
відмовилися	geweigerd	відмовитися	weigeren	V;PFV;IND;PL;PST;FIN	V;V.PTCP
відмовилися	weigerden	відмовитися	weigeren	V;PFV;IND;PL;PST;FIN	V;PL;PST;FIN
мостів	bruggen	місто	bruggen	N;INAN;GEN;MASC;PL	N;PL
зелене	groen	зелений	groen	ADJ;NOM;NEUT;SG	ADJ
зелене	groene	зелений	groen	ADJ;NOM;NEUT;SG	ADJ
гнізда	slots	гніздо	slot	N;INAN;NOM;NEUT;PL	N;PL
гнізда	nesten	гніздо	nesten	N;INAN;NOM;NEUT;PL	N;PL
гнізда	sockets	гніздо	socket	N;INAN;NOM;NEUT;PL	N;PL
експозиція	belichting	експозиція	belichting	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
експозиція	blootstelling	експозиція	blootstelling	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
американців	amerikanen	американець	amerikaan	N;ANIM;ACC;MASC;PL	N;PL
повстанці	rebellen	повстанець	rebel	N;ANIM;NOM;MASC;PL	N;PL
седан	sedan	седан	sedan	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
низька	laag	низький	laag	ADJ;NOM;FEM;SG	ADJ
низька	lage	низький	laag	ADJ;NOM;FEM;SG	ADJ
марш	marche	марш	marche	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
марш	marsh	марш	marsh	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
марш	moeras	марш	moeras	N;INAN;NOM;MASC;SG	N;NEUT;SG
розробники	ontwikkelaars	розробник	ontwikkelaar	N;ANIM;NOM;MASC;PL	N;PL
лицар	ridder	лицар	ridder	N;ANIM;NOM;MASC;SG	N;MASC+FEM;SG
розвиватися	evolueren	розвиватися	evolueren	V;IPFV;NFIN	V;NFIN
порода	ras	порода	ras	N;INAN;NOM;FEM;SG	N;NEUT;SG
порода	vee	порода	vee	N;INAN;NOM;FEM;SG	N;NEUT;SG
порода	rundvee	порода	rundvee	N;INAN;NOM;FEM;SG	N;NEUT;SG
порти	havens	порт	haven	N;INAN;NOM;MASC;PL	N;PL
порти	poorten	порт	poort	N;INAN;NOM;MASC;PL	N;PL
додає	voegt	додавати	voegen	V;IPFV;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
зафіксовано	opgesloten	зафіксувати	opsluiten	V;PFV;IND;0;FIN	V;V.PTCP
зафіксовано	gesloten	зафіксувати	sluiten	V;PFV;IND;0;FIN	V;V.PTCP
недавно	kortgeleden	недавно	kortgeleden	ADV	ADV
недавно	onlangs	недавно	onlangs	ADV	ADV
раптом	ineens	раптом	ineens	ADV	ADV
раптом	plots	раптом	plot	ADV	ADV
раптом	opeens	раптом	opeens	ADV	ADV
учасника	lid	учасник	lid	N;ANIM;ACC;MASC;SG	N;NEUT;SG
більшовики	bolsjewieken	більшовик	bolsjewiek	N;ANIM;NOM;MASC;PL	N;PL
дозволено	toegestaan	дозволити	toestaan	V;PFV;IND;0;FIN	V;V.PTCP
дозволено	toegelaten	дозволити	toelaten	V;PFV;IND;0;FIN	V;V.PTCP
дозволено	toegestane	дозволити	toestaan	V;PFV;IND;0;FIN	V;V.PTCP
дозволено	toegestaan	дозволити	toestaan	V;PFV;IND;0;FIN	V;V.PTCP
дозволено	toegelaten	дозволити	toelaten	V;PFV;IND;0;FIN	V;V.PTCP
дозволено	toegestane	дозволити	toestaan	V;PFV;IND;0;FIN	V;V.PTCP
виділено	uitgelicht	виділити	uitlichten	V;PFV;IND;0;FIN	V;V.PTCP
виділено	gemarkeerd	виділити	markeren	V;PFV;IND;0;FIN	V;V.PTCP
виділено	gemarkeerde	виділити	markeren	V;PFV;IND;0;FIN	V;V.PTCP
виділено	toegewezen	виділити	toewijzen	V;PFV;IND;0;FIN	V;V.PTCP
додано	toegevoegd	додати	toevoegen	V;PFV;IND;0;FIN	V;V.PTCP
додано	toegevoegde	додати	toevoegen	V;PFV;IND;0;FIN	V;V.PTCP
датою	datum	дата	datum	N;INAN;INS;FEM;SG	N;MASC+FEM;SG
рабів	slaven	раб	slaven	N;ANIM;ACC;MASC;PL	N;PL
постійної	repetitieve	постійний	repetitief	ADJ;GEN;FEM;SG	ADJ
злочин	misdrijf	злочин	misdrijf	N;INAN;NOM;MASC;SG	N;NEUT;SG
злочин	misdaad	злочин	misdaad	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
злочин	criminaliteit	злочин	criminaliteit	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
більшого	grotere	більший	groot	ADJ;GEN;CMPR;MASC;SG	ADJ;CMPR
більшого	groter	більший	groot	ADJ;GEN;CMPR;MASC;SG	ADJ;CMPR
полотно	canvas	полотно	canvas	N;INAN;NOM;NEUT;SG	N;NEUT;SG
полотно	doek	полотно	doek	N;INAN;NOM;NEUT;SG	N;NEUT;SG
переворот	staatsgreep	переворот	staatsgreep	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
переворот	coup	переворот	coup	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
допомагають	helpen	допомагати	helpen	V;IPFV;IND;PL;3;PRS;FIN	V;NFIN
рукопис	handschrift	рукопис	handschrift	N;INAN;NOM;MASC;SG	N;NEUT;SG
рукопис	manuscript	рукопис	manuscript	N;INAN;NOM;MASC;SG	N;NEUT;SG
комерційний	commerciële	комерційний	commerciel	ADJ;NOM;MASC;SG	ADJ
комерційний	commercieel	комерційний	commercieel	ADJ;NOM;MASC;SG	ADJ
хроніки	kronieken	хроніка	kroniek	N;INAN;NOM;MASC;PL	N;PL
гарнізон	garnizoen	гарнізон	garnizoen	N;INAN;NOM;MASC;SG	N;NEUT;SG
гарнізон	garrison	гарнізон	garrison	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
сьєрра	sierra	сьєрра	sierra	N;INAN;NOM;FEM;SG	N;MASC+FEM;SG
апостолів	gezanten	апостол	zanten	N;ANIM;ACC;MASC;PL	N;PL
апостолів	boodschappers	апостол	boodschapper	N;ANIM;ACC;MASC;PL	N;PL
апостолів	apostelen	апостол	aposteel	N;ANIM;ACC;MASC;PL	N;PL
оператори	operators	оператор	operator	N;ANIM;NOM;MASC;PL	N;PL
оператори	operatoren	оператор	operator	N;ANIM;NOM;MASC;PL	N;PL
оператори	exploitanten	оператор	exploitant	N;ANIM;NOM;MASC;PL	N;PL
прикраси	juwelen	прикраса	juwelen	N;INAN;NOM;FEM;PL	N;PL
прикраси	sieraden	прикраса	sieraad	N;INAN;NOM;FEM;PL	N;PL
прикраси	juwelen	прикраса	juwelen	N;INAN;NOM;FEM;PL	N;PL
прикраси	sieraden	прикраса	sieraad	N;INAN;NOM;FEM;PL	N;PL
конференцій	congressen	конференція	congres	N;INAN;GEN;FEM;PL	N;PL
конференцій	conferenties	конференція	conferentie	N;INAN;GEN;FEM;PL	N;PL
починаються	beginnend	починатися	beginnen	V;IPFV;IND;PL;3;PRS;FIN	V;V.PTCP
екран	screen	екран	screen	N;INAN;NOM;MASC;SG	N;MASC+FEM;SG
