ve	και	ve	και	CONJ	CONJ
gelen	εισερχόμενη	gel	εισερχόμενος	V;PFV;IND;POS;PRS;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
gelen	εισερχόμενο	gel	εισερχόμενο	V;PFV;IND;POS;PRS;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
kupası	κύπελλο	kupa	κύπελλος	N;NOM;SG;3	N;NOM;NEUT;SG
kupası	κούπα	kupa	κούπα	N;NOM;SG;3	N;NOM;FEM;SG
kupası	φλιτζάνι	kupa	φλιτζάνι	N;NOM;SG;3	N;NOM;NEUT;SG
okulu	σχολείο	okul	σχολείο	N;NOM;SG;3	N;NOM;NEUT;SG
okulu	σχολη	okul	σχολος	N;NOM;SG;3	N;NOM;FEM;SG
okulu	σχολειο	okul	σχολειο	N;NOM;SG;3	N;NOM;NEUT;SG
okulu	σχολή	okul	σχολή	N;NOM;SG;3	N;NOM;FEM;SG
aldı	τραβήχτηκε	al	τραβήχω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
aldı	πήρε	al	παίρνω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
aldı	ελήφθη	al	λαμβάνω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;PASS
aldı	έλαβε	al	λαμβάνω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
farklı	διαφορετικός	farklı	διαφορετικός	ADJ	ADJ;NOM;MASC;SG
farklı	διαφορετικοί	farklı	διαφορετικός	ADJ	ADJ;NOM;MASC;PL
farklı	διαφορετική	farklı	διαφορετικός	ADJ	ADJ;NOM;FEM;SG
farklı	διαφορετικό	farklı	διαφορετικός	ADJ	ADJ;NOM;NEUT;SG
özel	αποκλειστική	özel	αποκλειστικός	ADJ	ADJ;NOM;FEM;SG
özel	αποκλειστικός	özel	αποκλειστικός	ADJ	ADJ;NOM;MASC;SG
özel	αποκλειστικό	özel	αποκλειστικός	ADJ	ADJ;NOM;NEUT;SG
özel	ιδιωτική	özel	ιδιωτικός	ADJ	ADJ;NOM;FEM;SG
özel	ιδιωτικό	özel	ιδιωτικός	ADJ	ADJ;NOM;NEUT;SG
özel	ιδιωτικός	özel	ιδιωτικός	ADJ	ADJ;NOM;MASC;SG
özel	ειδική	özel	ειδικός	ADJ	ADJ;NOM;FEM;SG
biri	κάποιος	biri	κάποιος	PRO;NOM;SG;3	PRO;NOM;MASC;SG;3
biri	κάποιος	biri	κάποιος	PRO;NOM;SG;3	PRO;NOM;MASC;SG;3
alanı	πεδίο	alan	πεδίο	N;NOM;SG;3	N;NOM;NEUT;SG
alanı	εμβαδόν	alan	εμβαδόν	N;NOM;SG;3	N;NOM;NEUT;SG
alanı	περιοχή	alan	περιοχή	N;NOM;SG;3	N;NOM;FEM;SG
alanı	περιοχη	alan	περιοχος	N;NOM;SG;3	N;NOM;FEM;SG
uzun	ψηλή	uzun	ψηλός	ADJ	ADJ;NOM;FEM;SG
uzun	ψηλό	uzun	ψηλός	ADJ	ADJ;NOM;NEUT;SG
uzun	ψηλός	uzun	ψηλός	ADJ	ADJ;NOM;MASC;SG
uzun	ψηλοί	uzun	ψηλός	ADJ	ADJ;NOM;MASC;PL
uzun	εκτεταμένο	uzun	εκτεταμένος	ADJ	ADJ;NOM;NEUT;SG
uzun	ψηλότερο	uzun	ψηλός	ADJ	ADJ;NOM;CMPR;NEUT;SG
uzun	ψηλότερος	uzun	ψηλός	ADJ	ADJ;NOM;CMPR;MASC;SG
uzun	ψηλότερη	uzun	ψηλός	ADJ	ADJ;NOM;CMPR;FEM;SG
uzun	μακρύς	uzun	μακρύς	ADJ	ADJ;NOM;MASC;SG
elektrik	ηλεκτρισμός	elektrik	ηλεκτρισμός	N;NOM;SG;3	N;NOM;MASC;SG
ardından	μετα	ardından	μετα	ADV	ADV
ardından	μετά	ardından	μετά	ADV	ADV
kısa	μικρότερη	kısa	μικρός	ADJ	ADJ;NOM;CMPR;FEM;SG
kısa	συντομότερη	kısa	σύντομος	ADJ	ADJ;NOM;CMPR;FEM;SG
kısa	κοντή	kısa	κοντός	ADJ	ADJ;NOM;FEM;SG
kısa	κοντός	kısa	κοντός	ADJ	ADJ;NOM;MASC;SG
kısa	σύντομες	kısa	σύντομος	ADJ	ADJ;NOM;FEM;PL
kişi	άτομο	kişi	άτομο	N;NOM;SG;3	N;NOM;NEUT;SG
kişi	πρόσωπο	kişi	πρόσωπο	N;NOM;SG;3	N;NOM;NEUT;SG
el	χέρι	el	χέρι	N;NOM;SG;3	N;NOM;NEUT;SG
yok	ουδέν	yok	ουδέν		
gol	λίμνη	gol	λίμνη	N;NOM;SG;3	N;NOM;FEM;SG
ilköğretim	στοιχειώδες	ilköğretim	στοιχειώδης	N;NOM;SG;3	N;NOM;NEUT;SG
ödülü	επιβράβευση	ödül	επιβράβευση	N;ACC;SG;3	N;ACC;FEM;SG
ödülü	ανταμοιβή	ödül	ανταμοιβός	N;ACC;SG;3	N;ACC;FEM;SG
yerine	αντ	yer	αντ	N;DAT;SG;3	N
gün	μερα	gün	μερα	N;NOM;SG;3	N;NOM;FEM;SG
gün	ημερα	gün	ημερα	N;NOM;SG;3	N;NOM;FEM;SG
gün	ημέρα	gün	ημέρα	N;NOM;SG;3	N;NOM;FEM;SG
süre	χρόνος	süre	χρόνος	N;NOM;SG;3	N;NOM;MASC;SG
eğitim	παιδεία	eğitim	παιδεία	N;NOM;SG;3	N;NOM;FEM;SG
eğitim	φροντιστήριο	eğitim	φροντιστήριο	N;NOM;SG;3	N;NOM;NEUT;SG
az	λιγότερο	az	λίγο	ADV	ADV;CMPR
az	λιγότερα	az	λίγο	ADV	ADV;CMPR
görev	δασμός	görev	δασμός	N;NOM;SG;3	N;NOM;MASC;SG
görev	καθήκον	görev	καθήκον	N;NOM;SG;3	N;NOM;NEUT;SG
görev	καθήκον	görev	καθήκον	N;NOM;SG;3	N;NOM;NEUT;SG
görev	αποστολή	görev	αποστολή	N;NOM;SG;3	N;NOM;FEM;SG
yine	πάλι	yine	πάλι	ADV	ADV
yine	ξανά	yine	ξανά	ADV	ADV
yine	παλι	yine	παλι	ADV	ADV
ekonomisi	οικονομία	ekonomi	οικονομία	N;NOM;SG;3	N;NOM;FEM;SG
telefon	τηλέφωνο	telefon	τηλέφωνος	N;NOM;SG;3	N;NOM;NEUT;SG
telefon	τηλέφωνο	telefon	τηλέφωνος	N;NOM;SG;3	N;NOM;NEUT;SG
yeniden	πάλι	yeniden	πάλι	ADV	ADV
yeniden	ξανά	yeniden	ξανά	ADV	ADV
yeniden	παλι	yeniden	παλι	ADV	ADV
savaş	πόλεμος	savaş	πόλεμος	N;NOM;SG;3	N;NOM;MASC;SG
savaş	πάλη	savaş	πάλη	N;NOM;SG;3	N;NOM;FEM;SG
savaş	καυγάς	savaş	καυγάς	N;NOM;SG;3	N;NOM;FEM;SG
savaş	αγώνας	savaş	αγώνας	N;NOM;SG;3	N;NOM;MASC;SG
kullanıcı	χρήστης	kullanıcı	χρήστης	N;NOM;SG;3	N;NOM;MASC;SG
birliği	ένωση	birlik	ένωση	N;NOM;SG;3	N;NOM;FEM;SG
birliği	ενωση	birlik	ενωση	N;NOM;SG;3	N;NOM;FEM;SG
birliği	συνδικάτο	birlik	συνδικάτο	N;NOM;SG;3	N;NOM;NEUT;SG
birliği	σωματείο	birlik	σωματείο	N;NOM;SG;3	N;NOM;NEUT;SG
maç	παιχνίδι	maç	παιχνίδι	N;NOM;SG;3	N;NOM;NEUT;SG
maç	αντιστοιχία	maç	αντιστοιχία	N;NOM;SG;3	N;NOM;FEM;SG
maç	ταίριασμα	maç	ταίριασμα	N;NOM;SG;3	N;NOM;NEUT;SG
maç	αγώνας	maç	αγώνας	N;NOM;SG;3	N;NOM;MASC;SG
sıra	κουπί	sıra	κουπί	N;NOM;SG;3	N;NOM;NEUT;SG
teknik	τεχνικό	teknik	τεχνικός	ADJ	ADJ;NOM;NEUT;SG
teknik	τεχνική	teknik	τεχνικός	ADJ	ADJ;NOM;FEM;SG
teknik	τεχνική	teknik	τεχνικός	ADJ	ADJ;NOM;FEM;SG
uygun	επιλέξιμη	uygun	επιλέξιμος	ADJ	ADJ;NOM;FEM;SG
uygun	επιλέξιμοι	uygun	επιλέξιμος	ADJ	ADJ;NOM;MASC;PL
uygun	επιλέξιμες	uygun	επιλέξιμος	ADJ	ADJ;NOM;FEM;PL
uygun	βολικό	uygun	βολικός	ADJ	ADJ;NOM;NEUT;SG
uygun	βολική	uygun	βολικός	ADJ	ADJ;NOM;FEM;SG
uygun	κατάλληλο	uygun	κατάλληλος	ADJ	ADJ;NOM;NEUT;SG
uygun	κατάλληλη	uygun	κατάλληλος	ADJ	ADJ;NOM;FEM;SG
uygun	κατάλληλη	uygun	κατάλληλος	ADJ	ADJ;NOM;FEM;SG
uygun	κατάλληλο	uygun	κατάλληλος	ADJ	ADJ;NOM;NEUT;SG
uygun	κατάλληλος	uygun	κατάλληλος	ADJ	ADJ;NOM;MASC;SG
uygun	κατάλληλοι	uygun	κατάλληλος	ADJ	ADJ;NOM;MASC;PL
bütün	ολόκληρη	bütün	ολόκληρος	ADJ	ADJ;NOM;FEM;SG
bütün	ολόκληρο	bütün	ολόκληρος	ADJ	ADJ;NOM;NEUT;SG
listesi	λίστα	liste	λίστα	N;NOM;SG;3	N;NOM;FEM;SG
listesi	κατάλογος	liste	κατάλογος	N;NOM;SG;3	N;NOM;MASC;SG
dört	τέσσερις	dört	τέσσερις	NUM	NUM;NOM;MASC;PL
dört	τέσσερα	dört	τέσσερις	NUM	NUM;NOM;NEUT;PL
stadyumu	στάδιο	stadyum	στάδιο	N;NOM;SG;3	N;NOM;NEUT;SG
stadyumu	γήπεδο	stadyum	γήπεδο	N;NOM;SG;3	N;NOM;NEUT;SG
sonucu	συνέπεια	sonuç	συνέπεια	N;ACC;SG;3	N;ACC;FEM;SG
bar	ράβδος	bar	ράβδος	N;NOM;SG;3	N;NOM;FEM;SG
bar	μπάρ	bar	μπάρ	N;NOM;SG;3	N;NOM;NEUT;SG
bar	μπάρα	bar	μπάρα	N;NOM;SG;3	N;NOM;FEM;SG
bar	παμπ	bar	παμπ	N;NOM;SG;3	N;NOM;NEUT;SG
sonunda	τελικά	sonunda	τελικά	ADV	ADV
sonunda	τέλος	sonunda	τέλος	ADV	ADV
sonunda	επιτέλους	sonunda	επιτέλους	ADV	ADV
açık	σαφής	açık	σαφής	ADJ	ADJ;NOM;FEM;SG
açık	σαφές	açık	σαφής	ADJ	ADJ;NOM;NEUT;SG
açık	ανοικτό	açık	ανοιχτός	ADJ	ADJ;NOM;NEUT;SG
insan	άτομο	insan	άτομο	N;NOM;SG;3	N;NOM;NEUT;SG
insan	πρόσωπο	insan	πρόσωπο	N;NOM;SG;3	N;NOM;NEUT;SG
insan	άνθρωπος	insan	άνθρωπος	N;NOM;SG;3	N;NOM;MASC;SG
insan	άνθρωπος	insan	άνθρωπος	N;NOM;SG;3	N;NOM;MASC;SG
stadyum	στάδιο	stadyum	στάδιο	N;NOM;SG;3	N;NOM;NEUT;SG
stadyum	γήπεδο	stadyum	γήπεδο	N;NOM;SG;3	N;NOM;NEUT;SG
iş	δουλειά	iş	δουλειά	N;NOM;SG;3	N;NOM;FEM;SG
iş	έργο	iş	έργο	N;NOM;SG;3	N;NOM;NEUT;SG
iş	δουλειά	iş	δουλειά	N;NOM;SG;3	N;NOM;FEM;SG
iş	εργασία	iş	εργασία	N;NOM;SG;3	N;NOM;FEM;SG
bölümü	ενότητα	bölüm	ενότητα	N;NOM;SG;3	N;NOM;FEM;SG
bölümü	τμήμα	bölüm	τμήμα	N;NOM;SG;3	N;NOM;NEUT;SG
bölümü	τμημα	bölüm	τμημα	N;NOM;SG;3	N;NOM;NEUT;SG
bölümü	τμήμα	bölüm	τμήμα	N;NOM;SG;3	N;NOM;NEUT;SG
bölümü	τμημα	bölüm	τμημα	N;NOM;SG;3	N;NOM;NEUT;SG
güzel	όμορφη	güzel	όμορφος	ADJ	ADJ;NOM;FEM;SG
güzel	καλή	güzel	καλός	ADJ	ADJ;NOM;FEM;SG
güzel	καλό	güzel	καλός	ADJ	ADJ;NOM;NEUT;SG
güzel	ωραία	güzel	ωραίος	ADJ	ADJ;NOM;FEM;SG
güzel	ωραίο	güzel	ωραίος	ADJ	ADJ;NOM;NEUT;SG
çocuk	αγοράκι	çocuk	αγοράκι	N;NOM;SG;3	N;NOM;NEUT;SG
çocuk	αγόρι	çocuk	αγόρι	N;NOM;SG;3	N;NOM;NEUT;SG
çocuk	παιδί	çocuk	παιδί	N;NOM;SG;3	N;NOM;NEUT;SG
çocuk	τέκνο	çocuk	τέκνο	N;NOM;SG;3	N;NOM;NEUT;SG
çocuk	παιδι	çocuk	παιδι	N;NOM;SG;3	N;NOM;NEUT;SG
çocuk	παιδί	çocuk	παιδί	N;NOM;SG;3	N;NOM;NEUT;SG
sinema	ταινία	sine	ταινία	N;NOM;SG;3	N;NOM;FEM;SG
sinema	ταινια	sine	ταινιά	N;NOM;SG;3	N;NOM;FEM;SG
sinema	σινεμά	sine	σινεμά	N;NOM;SG;3	N;NOM;NEUT;SG
sinema	κινηματογράφος	sine	κινηματογράφος	N;NOM;SG;3	N;NOM;MASC;SG
ay	μήνας	ay	μήνας	N;NOM;SG;3	N;NOM;MASC;SG
ay	φεγγάρι	ay	φεγγάρι	N;NOM;SG;3	N;NOM;NEUT;SG
ay	σελήνη	ay	σελήνη	N;NOM;SG;3	N;NOM;FEM;SG
imparatorluğu	αυτοκρατορία	imparatorluk	αυτοκρατορία	N;NOM;SG;3	N;NOM;FEM;SG
imparatorluğu	εμπάιρ	imparatorluk	εμπάιρ	N;NOM;SG;3	N
internet	διαδίκτυο	internet	διαδίκτυο	N;NOM;SG;3	N;NOM;NEUT;SG
internet	ιντερνετ	internet	ιντερνετ	N;NOM;SG;3	N;NOM;NEUT;SG
tiyatro	δράμα	tiyatro	δράμα	N;NOM;SG;3	N;NOM;NEUT;SG
tiyatro	θεατρικό	tiyatro	θεατρικός	N;NOM;SG;3	N;NOM;NEUT;SG
tiyatro	θέατρο	tiyatro	θέατρο	N;NOM;SG;3	N;NOM;NEUT;SG
tiyatro	θεατρο	tiyatro	θεατρο	N;NOM;SG;3	N;NOM;FEM;SG
tiyatro	θέατρο	tiyatro	θέατρο	N;NOM;SG;3	N;NOM;NEUT;SG
tiyatro	θεατρο	tiyatro	θεατρο	N;NOM;SG;3	N;NOM;FEM;SG
kazandı	νικά	kazan	νικά	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
kazandı	κέρδισε	kazan	κερδίζω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
karar	αποφαση	karar	αποφαση	N;NOM;SG;3	N;NOM;FEM;SG
karar	απόφαση	karar	απόφαση	N;NOM;SG;3	N;NOM;FEM;SG
tarih	ραντεβού	tarih	ραντεβός	N;NOM;SG;3	N;NOM;NEUT;SG
tarih	ημερομηνια	tarih	ημερομηνία	N;NOM;SG;3	N;NOM;FEM;SG
tarih	ιστορία	tarih	ιστορία	N;NOM;SG;3	N;NOM;FEM;SG
tarih	ιστορια	tarih	ιστορια	N;NOM;SG;3	N;NOM;FEM;SG
temel	βασικές	temel	βασικός	ADJ	ADJ;NOM;FEM;PL
temel	βασικός	temel	βασικός	ADJ	ADJ;NOM;MASC;SG
temel	βασική	temel	βασικός	ADJ	ADJ;NOM;FEM;SG
temel	βασικό	temel	βασικός	ADJ	ADJ;NOM;NEUT;SG
temel	βασικού	temel	βασικός	ADJ	ADJ;GEN;NEUT;SG
ünlü	διάσημη	ünlü	διάσημος	ADJ	ADJ;NOM;FEM;SG
sosyal	κοινωνικές	sosyal	κοινωνικός	ADJ	ADJ;NOM;FEM;PL
sosyal	κοινωνικό	sosyal	κοινωνικός	ADJ	ADJ;NOM;NEUT;SG
sosyal	κοινωνικη	sosyal	κοινωνικός	ADJ	ADJ;NOM;FEM;SG
sosyal	κοινωνική	sosyal	κοινωνικός	ADJ	ADJ;NOM;FEM;SG
geldi	έφτασε	gel	φτάνω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
oy	ψηφοφορία	oy	ψηφοφορία	N;NOM;SG;3	N;NOM;FEM;SG
oy	ψήφος	oy	ψήφος	N;NOM;SG;3	N;NOM;FEM;SG
oy	ψηφοφορία	oy	ψηφοφορία	N;NOM;SG;3	N;NOM;FEM;SG
geniş	πλατιά	geniş	πλατιά	ADJ	ADJ;NOM;FEM;PL
geniş	ευρεία	geniş	ευρεία	ADJ	ADJ;NOM;FEM;SG
geniş	μεγάλα	geniş	μεγάλος	ADJ	ADJ;NOM;NEUT;PL
geniş	μεγάλο	geniş	μεγάλος	ADJ	ADJ;NOM;NEUT;SG
ev	σπιτι	ev	σπιτι	N;NOM;SG;3	N;NOM;NEUT;SG
ev	σπίτι	ev	σπίτι	N;NOM;SG;3	N;NOM;NEUT;SG
ev	σπιτι	ev	σπιτι	N;NOM;SG;3	N;NOM;NEUT;SG
ev	σπίτι	ev	σπίτι	N;NOM;SG;3	N;NOM;NEUT;SG
hareket	κίνημα	hareket	κίνημα	N;NOM;SG;3	N;NOM;NEUT;SG
bölgesi	περιφέρεια	bölge	περιφέρεια	N;NOM;SG;3	N;NOM;FEM;SG
bölgesi	περιοχή	bölge	περιοχή	N;NOM;SG;3	N;NOM;FEM;SG
bölgesi	έδαφος	bölge	έδαφος	N;NOM;SG;3	N;NOM;NEUT;SG
bölgesi	επικράτεια	bölge	επικράτεια	N;NOM;SG;3	N;NOM;FEM;SG
sahibi	κάτοχος	sahip	κάτοχος	N;NOM;SG;3	N;NOM;MASC;SG
sahibi	ιδιοκτήτρια	sahip	ιδιοκτήτρια	N;NOM;SG;3	N;NOM;FEM;SG
sahibi	ιδιοκτήτης	sahip	ιδιοκτήτης	N;NOM;SG;3	N;NOM;MASC;SG
bilim	επιστήμη	bilim	επιστήμα	N;NOM;SG;3	N;NOM;FEM;SG
verdi	έδωσε	ver	δίνω	V;PFV;IND;SG;3;POS;PST	V;PFV;IND;SG;3;PST;FIN;ACT
hiç	ποτέ	hiç	ποτέ	ADV	ADV
hiç	ποτε	hiç	ποτε	ADV	ADV
hiç	ποτέ	hiç	ποτέ	ADV	ADV
ifade	εξπρές	ifade	εξπρός	N;NOM;SG;3	N
ifade	εναπόθεση	ifade	εναπόθεση	N;NOM;SG;3	N;NOM;FEM;SG
ifade	μαρτυρία	ifade	μαρτυρία	N;NOM;SG;3	N;NOM;FEM;SG
rapor	αναφορά	rapor	αναφορά	N;NOM;SG;3	N;NOM;FEM;SG
kurulan	εγκατεστημένος	kur	εγκατεστημένος	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
altı	έξι	altı	έξι	NUM	NUM;NOM;MASC;PL
altı	εξι	altı	εξι	NUM	NUM
dizi	σειρα	dizi	σειρα	N;NOM;SG;3	N;NOM;FEM;SG
dizi	αλληλουχία	dizi	αλληλουχία	N;NOM;SG;3	N;NOM;FEM;SG
dizi	ακολουθία	dizi	ακολουθία	N;NOM;SG;3	N;NOM;FEM;SG
ayrı	χωριστή	ayrı	χωριστής	ADJ	ADJ;NOM;FEM;SG
şampiyonası	πρωτάθλημα	şampiyon	πρωτάθλημα	N;NOM;SG;3	N;NOM;NEUT;SG
göz	μάτι	göz	μάτι	N;NOM;SG;3	N;NOM;NEUT;SG
göz	ματι	göz	ματι	N;NOM;SG;3	N;NOM;NEUT;SG
göz	οφθαλμός	göz	οφθαλμός	N;NOM;SG;3	N;NOM;MASC;SG
sezonu	εποχή	sezon	εποχή	N;ACC;SG;3	N;ACC;FEM;SG
sezonu	σεζόν	sezon	σεζόν	N;ACC;SG;3	N;ACC;FEM;SG
durum	όρος	durum	όρος	N;NOM;SG;3	N;NOM;MASC;SG
bunlar	αυτά	bu	αυτός	PRO;NOM;PL;3	PRO;NOM;NEUT;PL;3
bunlar	αυτές	bu	αυτός	PRO;NOM;PL;3	PRO;NOM;FEM;PL;3
bunlar	αυτα	bu	αυτός	PRO;NOM;PL;3	PRO;NOM;NEUT;PL;3
yanlış	ψευδής	yanlış	ψευδή	ADJ	ADJ;NOM;MASC;SG
ses	ήχος	ses	ήχος	N;NOM;SG;3	N;NOM;MASC;SG
ses	φωνη	ses	φωνη	N;NOM;SG;3	N;NOM;FEM;SG
ses	ήχος	ses	ήχος	N;NOM;SG;3	N;NOM;MASC;SG
ses	θόρυβος	ses	θόρυβος	N;NOM;SG;3	N;NOM;MASC;SG
ses	όγκος	ses	όγκος	N;NOM;SG;3	N;NOM;MASC;SG
ses	τόμος	ses	τόμος	N;NOM;SG;3	N;NOM;MASC;SG
milli	εθνικός	milli	εθνικός	ADJ	ADJ;NOM;MASC;SG
