com	mit	com	mit	ADP	ADP
isso	diese	isso	dies	PRO;MASC;SG	PRO;NOM;FEM;SG
isso	das	isso	der	PRO;MASC;SG	PRO;NOM;NEUT;SG
isso	das	isso	der	PRO;MASC;SG	PRO;NOM;NEUT;SG
maior	größer	grande	groß	ADJ;MASC;SG	ADJ
maior	größer	grande	groß	ADJ;MASC;SG	ADJ
maior	grösser	grande	groß	ADJ;MASC;SG	ADJ
maior	größeren	grande	groß	ADJ;MASC;SG	ADJ
maior	größter	grande	groß	ADJ;MASC;SG	ADJ
maior	größte	grande	groß	ADJ;MASC;SG	ADJ;NOM;FEM;SG
maior	grösste	grande	groß	ADJ;MASC;SG	ADJ;NOM;SG
maior	größten	grande	groß	ADJ;MASC;SG	ADJ;NOM;MASC;SG
maior	größtes	grande	groß	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
maior	größter	grande	groß	ADJ;MASC;SG	ADJ
maior	größte	grande	groß	ADJ;MASC;SG	ADJ;NOM;FEM;SG
maior	grösste	grande	groß	ADJ;MASC;SG	ADJ;NOM;SG
maior	größten	grande	groß	ADJ;MASC;SG	ADJ;NOM;MASC;SG
maior	größtes	grande	groß	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
maior	größer	grande	groß	ADJ;MASC;SG	ADJ
maior	grösser	grande	groß	ADJ;MASC;SG	ADJ
nova	neuer	novo	neu	ADJ;FEM;SG	ADJ
nova	neu	novo	neu	ADJ;FEM;SG	ADJ
nova	neuen	novo	neu	ADJ;FEM;SG	ADJ;ACC;MASC;SG
nova	neues	novo	neu	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
contra	gegen	contra	gegen	ADP	ADP
contra	gegen	contra	gegen	ADP	ADP
forma	form	forma	form	N;FEM;SG	N;SG
forma	form	forma	form	N;FEM;SG	N;SG
assim	somit	assim	somit	ADV	ADV
assim	daher	assim	daher	ADV	ADV
então	dann	então	dann	ADV	ADV
então	damals	então	damals	ADV	ADV
então	danach	então	danach	ADV	ADV
principal	wichtigste	principal	wichtig	ADJ;MASC;SG	ADJ;NOM;FEM;SG
principal	schulleiter	principal	schulleit	ADJ;MASC;SG	ADJ
três	drei	três	drei	NUM	NUM
série	serie	série	serie	N;FEM;SG	N;NOM;FEM;SG
além	hinaus	além	hinaus	ADV	ADV
além	jenseits	além	jenseits	ADV	ADV
final	abschlussprüfung	final	abschlussprüfung	N;MASC;SG	N;NOM;FEM;SG
final	finale	final	final	N;MASC;SG	N;NOM;NEUT;SG
final	endspiel	final	endspiel	N;MASC;SG	N;NOM;SG
final	endrunde	final	endrunde	N;MASC;SG	N;SG
final	ende	final	ende	N;MASC;SG	N;ACC;NEUT;SG
final	finale	final	final	N;MASC;SG	N;NOM;NEUT;SG
desde	seit	desde	seit	ADP	ADP
história	erzählung	história	erzählung	N;FEM;SG	N;FEM;SG
filme	kino	filme	kino	N;MASC;SG	N;NOM;NEUT;SG
antes	zuvor	antes	zuvor	ADV	ADV
antes	davor	antes	davor	ADV	ADV
antes	vorher	antes	vorher	ADV	ADV
duas	zwei	dois	zwei	NUM	NUM
guerra	krieg	guerra	kriegen	N;FEM;SG	N
bem	nun	bem	nun	ADV	ADV
bem	naja	bem	naja	ADV	ADV
mundo	welt	mundo	welt	N;MASC;SG	N;NOM;FEM;SG
gols	tore	gol	tor	N;MASC;PL	N;NOM;NEUT;PL
gols	ziele	gol	ziel	N;MASC;PL	N;NOM;NEUT;PL
nacional	nationaler	nacional	national	ADJ;MASC;SG	ADJ
nacional	nationalen	nacional	national	ADJ;MASC;SG	ADJ;NOM
nacional	national	nacional	national	ADJ;MASC;SG	ADJ
jogos	spiele	jogo	spiel	N;MASC;PL	N;NOM;NEUT;PL
alguns	einige	algum	einige	PRO;MASC;PL	PRO;NOM;INDF;PL
alguns	manche	algum	manch	PRO;MASC;PL	PRO;NOM;INDF;PL
alguns	einigen	algum	einige	PRO;MASC;PL	PRO;ACC;INDF;PL
música	musik	música	musik	N;FEM;SG	N;NOM;FEM;SG
página	seite	página	seit	N;FEM;SG	N
dias	tage	dia	tagen	N;MASC;PL	N;NOM;MASC;PL
campeonato	meisterschaft	campeonato	meisterschaft	N;MASC;SG	N;NOM;FEM;SG
município	gemeinde	município	gemeinde	N;MASC;SG	N;NOM;FEM;SG
município	kommune	município	kommun	N;MASC;SG	N;NOM;FEM;SG
clube	club	clube	club	N;MASC;SG	N;NOM
clube	klub	clube	klub	N;MASC;SG	N;NOM;MASC;SG
novo	neuer	novo	neu	ADJ;MASC;SG	ADJ
novo	neu	novo	neu	ADJ;MASC;SG	ADJ
novo	neuen	novo	neu	ADJ;MASC;SG	ADJ;ACC;MASC;SG
novo	neues	novo	neu	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
partir	abfahren	partir	abfahren	V;NFIN	V;NFIN
partir	abweichen	partir	abweichen	V;NFIN	V;NFIN
teve	hatte	ter	haben	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
segunda	zweiter	segundo	zweit	ADJ;FEM;SG	ADJ
pessoas	leute	pessoa	leute	N;FEM;PL	N;NOM;PL
pessoas	menschen	pessoa	menschen	N;FEM;PL	N;NOM;PL
pessoas	personen	pessoa	Person	N;FEM;PL	N;NOM;FEM;PL
habitantes	einwohner	habitante	einwohner	N;PL	N;NOM;MASC;PL
jogo	spiel	jogo	spielen	N;MASC;SG	N;NOM;NEUT;SG
sistema	system	sistema	system	N;MASC;SG	N;NOM;NEUT;SG
período	periode	período	periode	N;MASC;SG	N;SG
casa	haus	casa	haus	N;FEM;SG	N;NOM;NEUT;SG
casa	haus	casa	haus	N;FEM;SG	N;NOM;NEUT;SG
casa	heimat	casa	heimat	N;FEM;SG	N;FEM;SG
enquanto	weile	enquanto	weil	ADV	ADV
lugar	ort	lugar	ort	N;MASC;SG	N;NOM;MASC;SG
oficial	beamter	oficial	beamt	ADJ;MASC;SG	ADJ
oficial	offizielles	oficial	offiziell	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
oficial	offizieller	oficial	offiziell	ADJ;MASC;SG	ADJ
oficial	offiziellen	oficial	offiziell	ADJ;MASC;SG	ADJ
oficial	beamter	oficial	beamt	ADJ;MASC;SG	ADJ
oficial	wachtmeister	oficial	wachtmeister	ADJ;MASC;SG	ADJ
filho	sohn	filho	sohnen	N;MASC;SG	N;NOM;MASC;SG
governo	staat	governo	staaen	N;MASC;SG	N
artigos	satzung	artigo	satzung	N;MASC;PL	N
artigos	gegenstände	artigo	gegenständ	N;MASC;PL	N;NOM;FEM;PL
distrito	landkreis	distrito	landkreis	N;MASC;SG	N
local	ort	local	ort	N;MASC;SG	N;NOM;MASC;SG
local	ort	local	ort	N;MASC;SG	N;NOM;MASC;SG
trabalho	werk	trabalho	werk	N;MASC;SG	N;NOM;NEUT;SG
trabalho	arbeit	trabalho	arbeit	N;MASC;SG	N;NOM;FEM;SG
fez	tat	fazer	tun	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
acordo	übereinkunft	acordo	übereinkunft	N;MASC;SG	N;SG
número	anzahl	número	anzahl	N;MASC;SG	N;SG
número	zahl	número	zahl	N;MASC;SG	N;NOM;FEM;SG
estão	sind	estar	sein	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
vários	mehrere	vários	mehrere	PRO;MASC;PL	PRO;NOM;INDF;PL
universidade	hochschule	universidade	hochschule	N;FEM;SG	N;NOM;FEM;SG
universidade	hochschule	universidade	hochschule	N;FEM;SG	N;NOM;FEM;SG
início	anfang	início	anfang	N;MASC;SG	N;ACC;MASC;SG
início	anfang	início	anfang	N;MASC;SG	N;ACC;MASC;SG
essa	dieser	esse	dies	PRO;FEM;SG	PRO;NOM;MASC;SG
essa	diese	esse	dies	PRO;FEM;SG	PRO;NOM;FEM;SG
essa	das	esse	der	PRO;FEM;SG	PRO;NOM;NEUT;SG
essa	das	esse	der	PRO;FEM;SG	PRO;NOM;NEUT;SG
tipo	art	tipo	art	N;MASC;SG	N;NOM;FEM;SG
tipo	art	tipo	art	N;MASC;SG	N;NOM;FEM;SG
conhecido	bekannter	conhecido	bekannter	ADJ;MASC;SG	ADJ
conhecido	bekannt	conhecido	bekennen	ADJ;MASC;SG	ADJ
conhecido	bekanntschaft	conhecido	bekanntschaft	ADJ;MASC;SG	ADJ
conhecido	bekannter	conhecido	bekannter	ADJ;MASC;SG	ADJ
canção	lied	canção	lied	N;FEM;SG	N;NOM;NEUT;SG
edição	ausgabe	edição	ausgeben	N;FEM;SG	N;NOM;FEM;SG
edição	bearbeitung	edição	bearbeitung	N;FEM;SG	N;NOM;FEM;SG
edição	redaktion	edição	redaktion	N;FEM;SG	N;SG
mundial	weltweiter	mundial	weltweit	ADJ;MASC;SG	ADJ
mundial	weltweit	mundial	weltweit	ADJ;MASC;SG	ADJ
cerca	zaun	cerca	zaun	ADV	ADV
lançado	freigelassen	lançar	freilassen	V;MASC;SG;V.PTCP	V;V.PTCP
lançado	erschienen	lançar	erscheinen	V;MASC;SG;V.PTCP	V;V.PTCP
lançado	freigegeben	lançar	freigeben	V;MASC;SG;V.PTCP	V;V.PTCP
lançado	veröffentlicht	lançar	veröffentlichen	V;MASC;SG;V.PTCP	V;V.PTCP
lançado	veröffentlichte	lançar	veröffentlichen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
lançado	startete	lançar	starten	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
lançado	lanciert	lançar	lancieren	V;MASC;SG;V.PTCP	V;V.PTCP
lançado	gestartet	lançar	starten	V;MASC;SG;V.PTCP	V;V.PTCP
rei	könig	rei	könig	N;MASC;SG	N;NOM;SG
algumas	einige	algum	einige	PRO;FEM;PL	PRO;NOM;INDF;PL
algumas	manche	algum	manch	PRO;FEM;PL	PRO;NOM;INDF;PL
algumas	einigen	algum	einige	PRO;FEM;PL	PRO;ACC;INDF;PL
água	wasser	água	wasser	N;FEM;SG	N;NOM;NEUT;SG
quatro	vier	quatro	vier	NUM	NUM
época	spielzeit	época	spielzeit	N;FEM;SG	N;NOM;SG
época	saison	época	saison	N;FEM;SG	N;NOM;FEM;SG
época	epoche	época	epoch	N;FEM;SG	N;SG
morte	todesstrafe	morte	todesstraf	N;FEM;SG	N;NOM;FEM;SG
sob	unter	sob	unter	ADP	ADP
produção	fertigung	produção	Fertigung	N;FEM;SG	N;NOM;FEM;SG
produção	herstellung	produção	herstellung	N;FEM;SG	N;NOM;FEM;SG
produção	erzeugung	produção	erzeugung	N;FEM;SG	N;SG
temporada	spielzeit	temporada	spielzeit	N;FEM;SG	N;NOM;SG
temporada	saison	temporada	saison	N;FEM;SG	N;NOM;FEM;SG
seguinte	nächstes	seguinte	nah	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
seguinte	nächster	seguinte	nah	ADJ;MASC;SG	ADJ
time	team	time	team	N;MASC;SG	N;NOM;NEUT;SG
faz	macht	fazer	machen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
meio	mitte	meio	mitte	ADV	ADV
meio	mittel	meio	mittel	ADV	ADV
aqui	hierher	aqui	hierher	ADV	ADV
aqui	hier	aqui	hier	ADV	ADV
versão	version	versão	version	N;FEM;SG	N;NOM;FEM;SG
fim	ende	fim	ende	N;MASC;SG	N;ACC;NEUT;SG
menos	weniger	menos	weniger	ADV	ADV
menos	weniger	menos	weniger	ADV	ADV
sempre	stets	sempre	stets	ADV	ADV
sempre	immer	sempre	immer	ADV	ADV
site	website	site	websit	N;MASC;SG	N;SG
site	website	site	websit	N;MASC;SG	N;SG
site	seite	site	seit	N;MASC;SG	N
lado	seite	lado	seit	N;MASC;SG	N
atualmente	derzeit	atualmente	derzeit	ADV	ADV
atualmente	zurzeit	atualmente	zurzeit	ADV	ADV
equipe	team	equipe	team	N;FEM;SG	N;NOM;NEUT;SG
escola	schule	escola	schule	N;FEM;SG	N;NOM;FEM;SG
várias	mehrere	várias	mehrere	PRO;FEM;PL	PRO;NOM;INDF;PL
dados	daten	dado	daten	N;MASC;PL	N;NOM;NEUT;PL
copa	pokal	copa	pokal	N;FEM;SG	N;NOM;MASC;SG
internacional	international	internacional	international	ADJ;MASC;SG	ADJ
internacional	internationaler	internacional	international	ADJ;MASC;SG	ADJ
hoje	heute	hoje	heute	ADV	ADV
team	team	team	team	N;MASC;SG	N;NOM;NEUT;SG
países	länder	país	land	N;MASC;PL	N;NOM;NEUT;PL
países	ländern	país	ländern	N;MASC;PL	N;PL
embora	obwohl	embora	obwohl	CONJ	CONJ
embora	obwohl	embora	obwohl	CONJ	CONJ
pouco	wenig	pouco	wenig	ADV	ADV
asteroide	asteroid	asteroider	asteroid	N;MASC;SG	N;NOM;SG
porque	weil	porque	weil	CONJ	CONJ
porque	weshalb	porque	weshalb	CONJ	CONJ
você	ihr	você	ihr	PRO;NOM;SG;3	PRO;NOM;MASC;SG
você	sie	você	sie	PRO;NOM;SG;3	PRO;NOM;FEM;SG;3
atual	aktuell	atual	aktuell	ADJ;MASC;SG	ADJ
atual	aktuellen	atual	aktuell	ADJ;MASC;SG	ADJ
atual	aktueller	atual	aktuell	ADJ;MASC;SG	ADJ
atual	aktuelles	atual	aktuell	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
ordem	ordnung	ordem	ordnung	N;FEM;SG	N
ordem	auftrag	ordem	auftragen	N;FEM;SG	N;MASC;SG
ordem	bestellung	ordem	bestellung	N;FEM;SG	N;NOM;FEM;SG
pai	vater	pai	vater	N;MASC;SG	N;NOM;MASC;SG
pai	vater	pai	vater	N;MASC;SG	N;NOM;MASC;SG
pai	vater	pai	vater	N;MASC;SG	N;NOM;MASC;SG
localizada	lokalisiert	localizar	lokalisieren	V;FEM;SG;V.PTCP	V;V.PTCP
localizada	lokalisierte	localizar	lokalisieren	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
localizada	lokalisiert	localizar	lokalisieren	V;FEM;SG;V.PTCP	V;V.PTCP
localizada	lokalisiert	localizar	lokalisieren	V;FEM;SG;V.PTCP	V;V.PTCP
estádio	stadion	estádio	stadion	N;MASC;SG	N;NOM;NEUT;SG
estádio	stadions	estádio	stadions	N;MASC;SG	N;NOM;NEUT;SG
começou	begonnen	começar	beginnen	V;IND;SG;3;PST;FIN	V;V.PTCP
começou	angefangen	começar	anfangen	V;IND;SG;3;PST;FIN	V;V.PTCP
começou	begann	começar	beginnen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
começou	gestartet	começar	starten	V;IND;SG;3;PST;FIN	V;V.PTCP
começou	begonnen	começar	beginnen	V;IND;SG;3;PST;FIN	V;V.PTCP
começou	begann	começar	beginnen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
começou	begonnen	começar	beginnen	V;IND;SG;3;PST;FIN	V;V.PTCP
começou	angefangen	começar	anfangen	V;IND;SG;3;PST;FIN	V;V.PTCP
começou	begann	começar	beginnen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
passou	verbracht	passar	verbringen	V;IND;SG;3;PST;FIN	V;V.PTCP
passou	verbrachte	passar	verbringen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
passou	ausgegeben	passar	ausgeben	V;IND;SG;3;PST;FIN	V;V.PTCP
passou	weitergegeben	passar	weitergeben	V;IND;SG;3;PST;FIN	V;V.PTCP
passou	bestanden	passar	bestehen	V;IND;SG;3;PST;FIN	V;V.PTCP
passou	vergangen	passar	vergehen	V;IND;SG;3;PST;FIN	V;V.PTCP
passou	übergeben	passar	übergeben	V;IND;SG;3;PST;FIN	V;V.PTCP
ilha	insel	ilha	insel	N;FEM;SG	N;NOM;FEM;SG
ilha	insel	ilha	insel	N;FEM;SG	N;NOM;FEM;SG
placar	punktzahl	placar	punktzahl	N;MASC;SG	N
placar	filmmusik	placar	filmmusik	N;MASC;SG	N
uso	verwendung	uso	verwendung	N;MASC;SG	N;SG
uso	nutzung	uso	nutzung	N;MASC;SG	N;NOM;FEM;SG
uso	einsatz	uso	einsatz	N;MASC;SG	N
uso	benutzung	uso	Benutzung	N;MASC;SG	N;FEM;SG
uso	verwendung	uso	verwendung	N;MASC;SG	N;SG
uso	nutzung	uso	nutzung	N;MASC;SG	N;NOM;FEM;SG
linha	linie	linha	linie	N;FEM;SG	N
linha	strecke	linha	strecken	N;FEM;SG	N;SG
poder	leistung	poder	leistung	N;MASC;SG	N;NOM;FEM;SG
poder	stromversorgung	poder	stromversorgung	N;MASC;SG	N;NOM;FEM;SG
grandes	grosse	grande	groß	N;MASC;PL	N;NOM;FEM;PL
principais	wichtigsten	principal	wichtig	ADJ;MASC;PL	ADJ;PL
conta	konto	conta	konto	N;FEM;SG	N;NOM;SG
conta	account	conta	account	N;FEM;SG	N;SG
tarde	nachmittags	tarde	nachmittags	ADV	ADV
tarde	nachmittag	tarde	nachmittag	ADV	ADV
vila	dorf	vila	dorf	N;FEM;SG	N;NOM;NEUT;SG
direito	gesetz	direito	gesetz	N;MASC;SG	N;NOM;NEUT;SG
nem	weder	nem	weder	CONJ	CONJ
chamado	aufgerufen	chamar	aufrufen	V;MASC;SG;V.PTCP	V;V.PTCP
chamado	angerufen	chamar	anrufen	V;MASC;SG;V.PTCP	V;V.PTCP
chamado	rief	chamar	rufen	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
chamado	genannt	chamar	nennen	V;MASC;SG;V.PTCP	V;V.PTCP
chamado	gerufen	chamar	rufen	V;MASC;SG;V.PTCP	V;V.PTCP
empresa	firma	empresa	firma	N;FEM;SG	N;NOM;FEM;SG
década	dekade	década	dekade	N;FEM;SG	N;SG
relação	beziehung	relação	Beziehung	N;FEM;SG	N;SG
república	republik	república	republik	N;FEM;SG	N;NOM;FEM;SG
votação	abstimmung	votação	abstimmung	N;FEM;SG	N;NOM;FEM;SG
votação	abstimmung	votação	abstimmung	N;FEM;SG	N;NOM;FEM;SG
votação	abstimmung	votação	abstimmung	N;FEM;SG	N;NOM;FEM;SG
agora	nun	agora	nun	ADV	ADV
agora	jetzt	agora	jetzt	ADV	ADV
condado	landkreis	condar	landkreis	N;MASC;SG	N
desenvolvimento	entwicklung	desenvolvimento	entwicklung	N;MASC;SG	N;NOM;FEM;SG
mil	eintausend	mil	eintausend	NUM	NUM
mil	tausend	mil	tausend	NUM	NUM
logo	bald	logo	bald	ADV	ADV
logo	demnächst	logo	demnächst	ADV	ADV
categoria	kategorie	categoria	kategorie	N;FEM;SG	N;NOM;FEM;SG
cintura	taille	cintura	taille	N;FEM;SG	N;NOM;SG
campeão	meister	campeão	meist	N;MASC;SG	N;NOM;MASC;SG
diz	sagen	dizer	sagen	V;IND;SG;3;PRS;FIN	V;NFIN
diz	sagt	dizer	sagen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
diz	sagt	dizer	sagen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
diz	sagen	dizer	sagen	V;IND;SG;3;PRS;FIN	V;NFIN
original	ursprünglich	original	ursprünglich	ADJ;MASC;SG	ADJ
original	ursprünglichen	original	ursprünglich	ADJ;MASC;SG	ADJ;ACC;SG
original	original	original	original	ADJ;MASC;SG	ADJ
original	originell	original	originell	ADJ;MASC;SG	ADJ
original	originellen	original	originell	ADJ;MASC;SG	ADJ
fora	außen	fora	außen	ADV	ADV
fora	draussen	fora	draussen	ADV	ADV
fora	draußen	fora	draußen	ADV	ADV
fora	draußen	fora	draußen	ADV	ADV
fora	raus	fora	raus	ADV	ADV
comunidade	gemeinde	comunidade	gemeinde	N;FEM;SG	N;NOM;FEM;SG
cinco	fünf	cinco	fünf	NUM	NUM
maioria	mehrheit	maioria	mehrheit	N;FEM;SG	N;NOM;SG
tudo	alles	tudo	alle	PRO;MASC;SG	PRO;NOM;INDF;NEUT;SG
tudo	allem	tudo	alle	PRO;MASC;SG	PRO;DAT;INDF;NEUT;SG
tudo	alles	tudo	alle	PRO;MASC;SG	PRO;NOM;INDF;NEUT;SG
recebeu	eingegangen	receber	eingehen	V;IND;SG;3;PST;FIN	V;V.PTCP
recebeu	empfangen	receber	empfangen	V;IND;SG;3;PST;FIN	V;V.PTCP
recebeu	erhielt	receber	erhalten	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
quase	beinahe	quase	beinahe	ADV	ADV
quase	nahezu	quase	nahezu	ADV	ADV
quase	fast	quase	fast	ADV	ADV
quase	beinahe	quase	beinahe	ADV	ADV
quase	nahezu	quase	nahezu	ADV	ADV
quase	fast	quase	fast	ADV	ADV
boa	guten	bom	gut	ADJ;FEM;SG	ADJ;SG
boa	gute	bom	gut	ADJ;FEM;SG	ADJ;NOM;SG
boa	guter	bom	gut	ADJ;FEM;SG	ADJ;NOM;MASC
boa	gutes	bom	gut	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
boa	gut	bom	gut	ADJ;FEM;SG	ADJ
boa	schöner	bom	schön	ADJ;FEM;SG	ADJ
boa	schön	bom	schön	ADJ;FEM;SG	ADJ
dentro	innen	dentro	innen	ADV	ADV
