para	dla	para	dla	ADP	ADP
grupo	grupa	grupo	grupa	N;MASC;SG	N;NOM;FEM;SG
ver	patrz	ver	patrzeć	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
ver	zobacz	ver	zobaczyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
ver	zobacz	ver	zobaczyć	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
outubro	październik	outubro	październik	N;MASC;SG	N;NOM;MASC;SG
outubro	października	outubro	październik	N;MASC;SG	N;GEN;MASC;SG
isso	tym	isso	to	PRO;MASC;SG	PRO;INS;NEUT;SG
maior	większa	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
maior	większe	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
maior	większy	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
maior	większej	grande	duży	ADJ;MASC;SG	ADJ;GEN;CMPR;FEM;SG
maior	większy	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
maior	większa	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
maior	większe	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
maior	największa	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
maior	największe	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
maior	największy	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
maior	największym	grande	duży	ADJ;MASC;SG	ADJ;INS;CMPR;MASC;SG
maior	największa	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
maior	największe	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
maior	największy	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
maior	większy	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;MASC;SG
maior	większa	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;FEM;SG
maior	większego	grande	duży	ADJ;MASC;SG	ADJ;ACC;CMPR;MASC;SG
maior	większe	grande	duży	ADJ;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
todos	wszyscy	todo	wszyscy	PRO;MASC;PL	PRO;NOM;MASC;PL
todos	wszyscy	todo	wszyscy	PRO;MASC;PL	PRO;NOM;MASC;PL
todos	wszyscy	todo	wszyscy	PRO;MASC;PL	PRO;NOM;MASC;PL
nova	nowe	novo	nowy	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
nova	nowy	novo	nowy	ADJ;FEM;SG	ADJ;NOM;MASC;SG
álbum	album	álbum	album	N;MASC;SG	N;NOM;MASC;SG
álbum	płyta	álbum	płyta	N;MASC;SG	N;NOM;FEM;SG
junho	czerwca	junho	czerwiec	N;MASC;SG	N;GEN;MASC;SG
contra	przeciwko	contra	przeciwko	ADP	ADP
tempo	pogoda	tempo	pogoda	N;MASC;SG	N;NOM;FEM;SG
tempo	pogody	tempo	pogoda	N;MASC;SG	N;GEN;FEM;SG
tempo	czasu	tempo	czas	N;MASC;SG	N;GEN;MASC;SG
tempo	czas	tempo	czas	N;MASC;SG	N;NOM;MASC;SG
dezembro	grudzień	dezembro	grudzienie	N;MASC;SG	N;NOM;MASC;SG
dezembro	grudniu	dezembro	grudzień	N;MASC;SG	N;GEN;MASC;SG
dezembro	grudzień	dezembro	grudzienie	N;MASC;SG	N;NOM;MASC;SG
forma	kształt	forma	kształt	N;FEM;SG	N;NOM;MASC;SG
forma	kształtu	forma	kształt	N;FEM;SG	N;GEN;MASC;SG
forma	postać	forma	postać	N;FEM;SG	N;NOM;FEM;SG
forma	forma	forma	forma	N;FEM;SG	N;NOM;FEM;SG
forma	formularz	forma	formularz	N;FEM;SG	N;ACC;MASC;SG
forma	formularza	forma	formularz	N;FEM;SG	N;GEN;MASC;SG
novembro	listopada	novembro	listopada	N;MASC;SG	N;GEN;MASC;SG
novembro	listopadzie	novembro	listopad	N;MASC;SG	N;ACC;MASC;SG
então	wtedy	então	wtedy	ADV	ADV
principal	główne	principal	główny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
principal	główny	principal	główny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
principal	główny	principal	główny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
três	trzy	três	trzy	NUM	NUM;ACC;MASC;PL
série	szeregi	série	szereg	N;FEM;SG	N;ACC;MASC;SG
série	seria	série	seria	N;FEM;SG	N;NOM;FEM;SG
série	serial	série	serial	N;FEM;SG	N;NOM;MASC;SG
final	koniec	final	koniec	N;MASC;SG	N;NOM;MASC;SG
final	finał	final	finał	N;MASC;SG	N;NOM;MASC;SG
história	historia	história	historia	N;FEM;SG	N;NOM;FEM;SG
história	opowieść	história	opowieść	N;FEM;SG	N;NOM;FEM;SG
história	zdarzenie	história	zdarzenie	N;FEM;SG	N;NOM;NEUT;SG
história	opowiadanie	história	opowiadać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
história	historia	história	historia	N;FEM;SG	N;NOM;FEM;SG
história	historii	história	historia	N;FEM;SG	N;GEN;FEM;SG
história	historię	história	historia	N;FEM;SG	N;ACC;FEM;SG
filme	filmu	filme	film	N;MASC;SG	N;GEN;MASC;SG
filme	film	filme	film	N;MASC;SG	N;ACC;MASC;SG
filme	folia	filme	folia	N;MASC;SG	N;NOM;FEM;SG
filme	film	filme	film	N;MASC;SG	N;ACC;MASC;SG
antes	wcześniej	antes	wcześnie	ADV	ADV;CMPR
melhor	lepiej	melhor	dobrze	ADV	ADV;CMPR
melhor	najlepiej	melhor	dobrze	ADV	ADV;RL
duas	dwie	dois	dwa	NUM	NUM;ACC;FEM;PL
duas	dwóch	dois	dwa	NUM	NUM;ACC;MASC;PL
duas	dwa	dois	dwa	NUM	NUM;ACC;MASC;PL
guerra	wojnę	guerra	wojna	N;FEM;SG	N;ACC;FEM;SG
guerra	wojna	guerra	wojna	N;FEM;SG	N;NOM;FEM;SG
guerra	wojny	guerra	wojna	N;FEM;SG	N;GEN;FEM;SG
população	populacja	população	populacja	N;FEM;SG	N;NOM;FEM;SG
população	populacji	população	populacja	N;FEM;SG	N;GEN;FEM;SG
população	ludność	população	ludność	N;FEM;SG	N;NOM;FEM;SG
estados	stany	estado	stany	N;MASC;PL	N;NOM;MASC;PL
estados	stanów	estado	stan	N;MASC;PL	N;GEN;MASC;PL
mundo	świat	mundo	świat	N;MASC;SG	N;NOM;MASC;SG
mundo	świata	mundo	świat	N;MASC;SG	N;GEN;MASC;SG
mundo	świecie	mundo	świat	N;MASC;SG	N;DAT;MASC;SG
banda	pasmo	banda	pasmo	N;FEM;SG	N;NOM;NEUT;SG
banda	zespołu	banda	zespół	N;FEM;SG	N;GEN;MASC;SG
banda	zespół	banda	zespół	N;FEM;SG	N;NOM;MASC;SG
gols	bramki	gol	bramka	N;MASC;PL	N;ACC;FEM;PL
gols	cele	gol	cel	N;MASC;PL	N;NOM;MASC;PL
gols	celów	gol	cel	N;MASC;PL	N;GEN;MASC;PL
gols	bramek	gol	bramek	N;MASC;PL	N;GEN;FEM;PL
nacional	krajowa	nacional	krajowy	ADJ;MASC;SG	ADJ;NOM;FEM;SG
nacional	krajowe	nacional	krajowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
nacional	national	nacional	national	ADJ;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nacional	narodowy	nacional	narodowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
nacional	krajowy	nacional	krajowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
jogos	mecze	jogo	mecz	N;MASC;PL	N;NOM;MASC;PL
brasileiro	brazylii	brasileiro	brazylia	N;MASC;SG	N;GEN;FEM;SG
center	środek	center	środek	N;MASC;SG	N;NOM;MASC;SG
center	centrum	center	centrum	N;MASC;SG	N;ACC;NEUT;SG
center	ośrodek	center	ośrodek	N;MASC;SG	N;NOM;MASC;SG
vida	życia	vida	życie	N;FEM;SG	N;GEN;NEUT;SG
vida	dożywocie	vida	dożywocie	N;FEM;SG	N;NOM;NEUT;SG
vida	życie	vida	życie	N;FEM;SG	N;NOM;NEUT;SG
país	ojczyzna	país	ojczyzna	N;MASC;SG	N;NOM;FEM;SG
país	kraju	país	kraj	N;MASC;SG	N;GEN;MASC;SG
país	kraj	país	kraj	N;MASC;SG	N;NOM;MASC;SG
país	państwo	país	państwo	N;MASC;SG	N;NOM;NEUT;SG
cada	każda	cada	każdy	DET;FEM;SG	DET;NOM;FEM;SG
cada	każdy	cada	każdy	DET;FEM;SG	DET;NOM;MASC;SG
cada	każda	cada	każdy	DET;FEM;SG	DET;NOM;FEM;SG
cada	każdy	cada	każdy	DET;FEM;SG	DET;NOM;MASC;SG
eles	oni	eles	on	PRO;NOM;MASC;PL;3	PRO;NOM;MASC;PL;3
música	muzyka	música	muzyka	N;FEM;SG	N;NOM;FEM;SG
página	stronę	página	strona	N;FEM;SG	N;ACC;FEM;SG
página	stronie	página	strona	N;FEM;SG	N;DAT;FEM;SG
página	strona	página	strona	N;FEM;SG	N;NOM;FEM;SG
dias	dni	dia	dzień	N;MASC;PL	N;ACC;MASC;PL
campeonato	mistrzostwo	campeonato	mistrzostwo	N;MASC;SG	N;NOM;NEUT;SG
josé	józefie	josé	józefia	N;MASC;SG	N;VOC;MASC;SG
espécie	gatunek	espécie	gatunek	N;FEM;SG	N;NOM;MASC;SG
portugal	portugalia	portugal	portugalia	N;MASC;SG	N;NOM;FEM;SG
clube	klub	clube	klub	N;MASC;SG	N;NOM;MASC;SG
clube	klubie	clube	klub	N;MASC;SG	N;DAT;MASC;SG
novo	nowe	novo	nowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
novo	nowy	novo	nowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
teve	mial	ter	mial	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
teve	miał	ter	mieć	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
teve	miała	ter	mieć	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
teve	miał	ter	mieć	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
tendo	mając	ter	mieć	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
segunda	druga	segundo	drugi	ADJ;FEM;SG	ADJ;NOM;FEM;SG
segunda	drugi	segundo	drugi	ADJ;FEM;SG	ADJ;NOM;MASC;SG
segunda	drugie	segundo	drugi	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
pessoas	ludzi	pessoa	człowiek	N;FEM;PL	N;ACC;MASC;PL
pessoas	osoby	pessoa	osoba	N;FEM;PL	N;NOM;FEM;PL
pessoas	ludzie	pessoa	człowiek	N;FEM;PL	N;NOM;MASC;PL
habitantes	mieszkańców	habitante	mieszkaniec	N;PL	N;ACC;MASC;PL
habitantes	mieszkańcy	habitante	mieszkaniec	N;PL	N;NOM;MASC;PL
presidente	przewodniczący	presidente	przewodniczący	N;MASC;SG	N;NOM;MASC;SG
presidente	prezes	presidente	prezes	N;MASC;SG	N;NOM;MASC;SG
presidente	prezydent	presidente	prezydent	N;MASC;SG	N;NOM;MASC;SG
presidente	przewodniczący	presidente	przewodniczący	N;MASC;SG	N;NOM;MASC;SG
presidente	prezes	presidente	prezes	N;MASC;SG	N;NOM;MASC;SG
presidente	przewodniczącego	presidente	przewodniczący	N;MASC;SG	N;ACC;MASC;SG
caso	sprawa	caso	sprawa	N;MASC;SG	N;NOM;FEM;SG
caso	przypadek	caso	przypadek	N;MASC;SG	N;NOM;MASC;SG
jogo	mecz	jogo	mecz	N;MASC;SG	N;NOM;MASC;SG
sistema	układ	sistema	układ	N;MASC;SG	N;NOM;MASC;SG
sistema	systemu	sistema	system	N;MASC;SG	N;GEN;MASC;SG
sistema	system	sistema	system	N;MASC;SG	N;ACC;MASC;SG
americano	amerykanin	americano	amerykanin	N;MASC;SG	N;NOM;MASC;SG
período	okres	período	okres	N;MASC;SG	N;NOM;MASC;SG
século	wieku	século	wiek	N;MASC;SG	N;GEN;MASC;SG
século	wiek	século	wiek	N;MASC;SG	N;NOM;MASC;SG
título	tytuł	título	tytuł	N;MASC;SG	N;ACC;MASC;SG
título	tytuł	título	tytuł	N;MASC;SG	N;ACC;MASC;SG
casa	domu	casa	dom	N;FEM;SG	N;GEN;MASC;SG
casa	dom	casa	dom	N;FEM;SG	N;NOM;MASC;SG
casa	domu	casa	dom	N;FEM;SG	N;GEN;MASC;SG
casa	dom	casa	dom	N;FEM;SG	N;NOM;MASC;SG
lugar	miejsce	lugar	miejsce	N;MASC;SG	N;NOM;NEUT;SG
oficial	oficjalne	oficial	oficjalny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
oficial	oficjalna	oficial	oficjalny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
oficial	urzędowym	oficial	urzędowy	ADJ;MASC;SG	ADJ;INS;MASC;SG
oficial	oficjalny	oficial	oficjalny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
vezes	razy	vez	raz	N;MASC;PL	N;ACC;MASC;PL
vezes	czasy	vez	czas	N;MASC;PL	N;NOM;MASC;PL
filho	synu	filho	syn	N;MASC;SG	N;VOC;MASC;SG
filho	syn	filho	syn	N;MASC;SG	N;NOM;MASC;SG
governo	rząd	governo	rząd	N;MASC;SG	N;NOM;MASC;SG
artigos	wyroby	artigo	wyrób	N;MASC;PL	N;NOM;MASC;PL
artigos	artykułów	artigo	artykuł	N;MASC;PL	N;GEN;MASC;PL
artigos	artykuły	artigo	artykuł	N;MASC;PL	N;NOM;MASC;PL
artigos	elementy	artigo	element	N;MASC;PL	N;NOM;MASC;PL
artigos	artykuły	artigo	artykuł	N;MASC;PL	N;NOM;MASC;PL
artigos	przedmioty	artigo	przedmiot	N;MASC;PL	N;NOM;MASC;PL
artigos	pozycje	artigo	pozycja	N;MASC;PL	N;NOM;FEM;PL
distrito	okręg	distrito	okręg	N;MASC;SG	N;NOM;MASC;SG
distrito	dzielnicy	distrito	dzielnica	N;MASC;SG	N;GEN;FEM;SG
distrito	dystrykt	distrito	dystrykt	N;MASC;SG	N;NOM;MASC;SG
distrito	dzielnica	distrito	dzielnica	N;MASC;SG	N;NOM;FEM;SG
distrito	rejon	distrito	rejon	N;MASC;SG	N;NOM;MASC;SG
local	miejsce	local	miejsce	N;MASC;SG	N;NOM;NEUT;SG
local	miejsce	local	miejsce	N;MASC;SG	N;NOM;NEUT;SG
trabalho	zlecenie	trabalho	zlecenie	N;MASC;SG	N;NOM;NEUT;SG
trabalho	pracy	trabalho	praca	N;MASC;SG	N;GEN;FEM;SG
trabalho	praca	trabalho	praca	N;MASC;SG	N;NOM;FEM;SG
trabalho	pracy	trabalho	praca	N;MASC;SG	N;GEN;FEM;SG
trabalho	praca	trabalho	praca	N;MASC;SG	N;NOM;FEM;SG
fez	zrobił	fazer	zrobić	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
acordo	porozumienie	acordo	porozumienie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
acordo	umowa	acordo	umowa	N;MASC;SG	N;NOM;FEM;SG
acordo	porozumienia	acordo	porozumienie	N;MASC;SG	N;NOM;NEUT;SG
acordo	układ	acordo	układ	N;MASC;SG	N;NOM;MASC;SG
acordo	porozumienie	acordo	porozumienie	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
número	numer	número	numer	N;MASC;SG	N;NOM;MASC;SG
número	liczba	número	liczba	N;MASC;SG	N;NOM;FEM;SG
terra	ziemi	terra	ziemia	N;FEM;SG	N;GEN;FEM;SG
terra	ziemia	terra	ziemia	N;FEM;SG	N;NOM;FEM;SG
terra	kraina	terra	kraina	N;FEM;SG	N;NOM;FEM;SG
terra	ląd	terra	ląd	N;FEM;SG	N;NOM;MASC;SG
terra	ziemia	terra	ziemia	N;FEM;SG	N;NOM;FEM;SG
gênero	gatunek	gênero	gatunek	N;MASC;SG	N;NOM;MASC;SG
gênero	płeć	gênero	płeć	N;MASC;SG	N;NOM;FEM;SG
gênero	rodzaj	gênero	rodzaj	N;MASC;SG	N;NOM;MASC;SG
gênero	rodzaju	gênero	rodzaj	N;MASC;SG	N;GEN;MASC;SG
igreja	kościoła	igreja	kościół	N;FEM;SG	N;GEN;MASC;SG
igreja	kościół	igreja	kościół	N;FEM;SG	N;NOM;MASC;SG
universidade	uniwersytetu	universidade	uniwersytet	N;FEM;SG	N;GEN;MASC;SG
universidade	uczelnia	universidade	uczelniać	N;FEM;SG	N;NOM;FEM;SG
universidade	uniwersytet	universidade	uniwersytet	N;FEM;SG	N;NOM;MASC;SG
universidade	uczelnia	universidade	uczelniać	N;FEM;SG	N;NOM;FEM;SG
universidade	college	universidade	collega	N;FEM;SG	N;NOM;MASC;SG
universidade	kolegium	universidade	kolegium	N;FEM;SG	N;NOM;NEUT;SG
qualquer	jakikolwiek	qualquer	jakikolwiek	DET;FEM;SG	DET;NOM;MASC;SG
qualquer	jakiekolwiek	qualquer	jakiekolwiek	DET;FEM;SG	DET;NOM;MASC;SG
podem	można	poder	można	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
centro	środek	centro	środek	N;MASC;SG	N;NOM;MASC;SG
centro	centrum	centro	centrum	N;MASC;SG	N;ACC;NEUT;SG
centro	ośrodek	centro	ośrodek	N;MASC;SG	N;NOM;MASC;SG
centro	centrum	centro	centrum	N;MASC;SG	N;ACC;NEUT;SG
centro	ośrodek	centro	ośrodek	N;MASC;SG	N;NOM;MASC;SG
início	rozpoczęcie	início	rozpocząć	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
início	początek	início	początek	N;MASC;SG	N;NOM;MASC;SG
início	początku	início	początek	N;MASC;SG	N;GEN;MASC;SG
início	początek	início	początek	N;MASC;SG	N;NOM;MASC;SG
essa	tym	esse	to	PRO;FEM;SG	PRO;INS;NEUT;SG
tipo	rodzaj	tipo	rodzaj	N;MASC;SG	N;NOM;MASC;SG
tipo	rodzaj	tipo	rodzaj	N;MASC;SG	N;NOM;MASC;SG
santa	mikołaj	santo	mikołaj	N;FEM;SG	N;NOM;MASC;SG
conhecido	znane	conhecido	znać	ADJ;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
canção	piosenka	canção	piosenka	N;FEM;SG	N;NOM;FEM;SG
canção	utwór	canção	utwór	N;FEM;SG	N;ACC;MASC;SG
edição	wydanie	edição	wydanie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
edição	edycja	edição	edycja	N;FEM;SG	N;NOM;FEM;SG
edição	edycji	edição	edycja	N;FEM;SG	N;GEN;FEM;SG
edição	edycja	edição	edycja	N;FEM;SG	N;NOM;FEM;SG
edição	wydawnictwo	edição	wydawnictwo	N;FEM;SG	N;NOM;NEUT;SG
