この	tento	この	tento	DET	DET;NOM;MASC;SG
使用	použít	使用	použít	V	V;POS;NFIN
時間	hodin	時間	hodina	N	N;GEN;FEM;PL;POS
時間	hodiny	時間	hodina	N	N;NOM;FEM;PL;POS
時間	hodinu	時間	hodina	N	N;ACC;FEM;SG;POS
時間	hodinka	時間	hodinka	N	N;NOM;FEM;SG;POS
時間	hodina	時間	hodina	N	N;NOM;FEM;SG;POS
時間	dob	時間	doba	N	N;GEN;FEM;PL;POS
時間	čas	時間	čas	N	N;INAN;NOM;MASC;SG;POS
時間	doba	時間	doba	N	N;NOM;FEM;SG;POS
時間	time	時間	time	N	N;INAN;NOM;MASC;SG;POS
開始	začít	開始	začít	V	V;POS;NFIN
開始	začněte	開始	začít	V	V;IMP;PL;2;POS;FIN
開始	začít	開始	začít	V	V;POS;NFIN
開始	spustit	開始	spustit	V	V;PFV;POS;NFIN
シリーズ	řady	シリーズ	řada	N	N;NOM;FEM;PL;POS
シリーズ	seriál	シリーズ	seriál	N	N;INAN;NOM;MASC;SG;POS
シリーズ	řada	シリーズ	řada	N	N;NOM;FEM;SG;POS
シリーズ	série	シリーズ	série	N	N;NOM;FEM;SG;POS
記事	článek	記事	článek	N	N;INAN;NOM;MASC;SG;POS
記事	článku	記事	článek	N	N;INAN;GEN;MASC;SG;POS
記事	story	記事	story	N	N;FEM;SG;POS
記事	příběh	記事	příběh	N	N;INAN;NOM;MASC;SG;POS
記事	příběhy	記事	příběh	N	N;INAN;NOM;MASC;PL;POS
記事	předměty	記事	předmět	N	N;INAN;NOM;MASC;PL;POS
記事	článků	記事	článek	N	N;INAN;GEN;MASC;PL;POS
記事	výrobky	記事	výrobek	N	N;INAN;NOM;MASC;PL;POS
記事	články	記事	článek	N	N;INAN;NOM;MASC;PL;POS
選手	hráče	選手	hráč	N	N;ANIM;ACC;MASC;PL;POS
選手	hráčů	選手	hráč	N	N;ANIM;GEN;MASC;PL;POS
選手	hráči	選手	hráč	N	N;ANIM;NOM;MASC;PL;POS
選手	přehrávače	選手	přehrávač	N	N;INAN;NOM;MASC;PL;POS
選手	sportovci	選手	sportovec	N	N;ANIM;NOM;MASC;PL;POS
選手	sportovce	選手	sportovec	N	N;ANIM;ACC;MASC;PL;POS
しかし	ale	しかし	ale	CONJ	CONJ
大会	konvence	大会	konvence	N	N;NOM;FEM;SG;POS
大会	sjezd	大会	sjezd	N	N;INAN;NOM;MASC;SG;POS
大会	úmluvy	大会	úmluva	N	N;NOM;FEM;PL;POS
大会	úmluva	大会	úmluva	N	N;NOM;FEM;SG;POS
チーム	týmů	チーム	tým	N	N;INAN;GEN;MASC;PL;POS
チーム	týmy	チーム	tým	N	N;INAN;NOM;MASC;PL;POS
チーム	mužstvo	チーム	mužstvo	N	N;NOM;NEUT;SG;POS
チーム	tým	チーム	tým	N	N;INAN;NOM;MASC;SG;POS
チーム	team	チーム	team	N	N;INAN;NOM;MASC;SG;POS
作詞	text	作詞	text	N	N;INAN;NOM;MASC;SG;POS
作詞	texty	作詞	text	N	N;INAN;NOM;MASC;PL;POS
所属	patřit	所属	patřit	V	V;IPFV;POS;NFIN
結果	výsledek	結果	výsledek	N	N;INAN;NOM;MASC;SG;POS
結果	výsledkem	結果	výsledek	N	N;INAN;INS;MASC;SG;POS
結果	výsledky	結果	výsledek	N	N;INAN;NOM;MASC;PL;POS
結果	výsledků	結果	výsledek	N	N;INAN;GEN;MASC;PL;POS
アルバム	album	アルバム	album	N	N;NOM;NEUT;SG;POS
アルバム	alba	アルバム	album	N	N;NOM;NEUT;PL;POS
アルバム	alba	アルバム	album	N	N;NOM;NEUT;PL;POS
アルバム	alb	アルバム	album	N	N;GEN;FEM;PL;POS
ゲーム	hraní	ゲーム	hraní	N	N;NOM;NEUT;SG;POS
ゲーム	hru	ゲーム	hra	N	N;ACC;FEM;SG;POS
ゲーム	zápas	ゲーム	zápas	N	N;INAN;NOM;MASC;SG;POS
ゲーム	hra	ゲーム	hra	N	N;NOM;FEM;SG;POS
ゲーム	hry	ゲーム	hra	N	N;NOM;FEM;PL;POS
ゲーム	hrách	ゲーム	hra	N	N;DAT;FEM;PL;POS
問題	vydání	問題	vydání	N	N;NOM;NEUT;SG;POS
問題	problem	問題	probl	N	N;NOM;MASC;SG;POS
問題	problém	問題	problém	N	N;INAN;NOM;MASC;SG;POS
問題	problémy	問題	problém	N	N;INAN;NOM;MASC;PL;POS
問題	problémů	問題	problém	N	N;INAN;GEN;MASC;PL;POS
問題	problémy	問題	problém	N	N;INAN;NOM;MASC;PL;POS
リーグ	liga	リーグ	liga	N	N;NOM;FEM;SG;POS
リーグ	lize	リーグ	liga	N	N;DAT;FEM;SG;POS
リーグ	ligy	リーグ	liga	N	N;NOM;FEM;SG;POS
利用	vykoupit	利用	vykoupit	V	V;PFV;POS;NFIN
利用	uplatnit	利用	uplatnit	V	V;POS;NFIN
事業	obchod	事業	obchod	N	N;INAN;NOM;MASC;SG;POS
事業	podnikání	事業	podnikání	N	N;NOM;NEUT;SG;POS
事業	byznys	事業	byznys	N	N;INAN;NOM;MASC;SG;POS
音楽	hudbu	音楽	hudba	N	N;ACC;FEM;SG;POS
音楽	hudba	音楽	hudba	N	N;NOM;FEM;SG;POS
転送	převést	転送	převést	V	V;POS;NFIN
情報	info	情報	info	N	N;NOM;FEM;SG;POS
情報	informace	情報	informace	N	N;NOM;FEM;PL;POS
情報	informace	情報	informace	N	N;NOM;FEM;PL;POS
情報	informování	情報	informování	N	N;NOM;NEUT;SG;POS
公式	oficiální	公式	oficiální	ADJ	ADJ;NOM;MASC;SG;POS
公式	úřední	公式	úřední	ADJ	ADJ;NOM;MASC;SG;POS
参加	připojit	参加	připojit	V	V;PFV;POS;NFIN
地域	regiony	地域	region	N	N;INAN;NOM;MASC;PL;POS
地域	oblasti	地域	oblast	N	N;NOM;FEM;PL;POS
地域	region	地域	region	N	N;INAN;NOM;MASC;SG;POS
地域	regionu	地域	region	N	N;INAN;DAT;MASC;SG;POS
地域	oblast	地域	oblast	N	N;NOM;FEM;SG;POS
地域	kraj	地域	kraj	N	N;INAN;NOM;MASC;SG;POS
変更	pozměnit	変更	pozměnit	V	V;PFV;POS;NFIN
変更	upravit	変更	upravit	V	V;PFV;POS;NFIN
変更	změnit	変更	změnit	V	V;PFV;POS;NFIN
編曲	uspořádání	編曲	uspořádání	N	N;NOM;NEUT;SG;POS
編曲	ujednání	編曲	ujednání	N	N;NOM;NEUT;SG;POS
サイト	stránka	サイト	stránka	N	N;NOM;FEM;SG;POS
サイト	lokalita	サイト	lokalita	N	N;NOM;FEM;SG;POS
サイト	stránky	サイト	stránka	N	N;NOM;FEM;PL;POS
サイト	stránky	サイト	stránka	N	N;NOM;FEM;PL;POS
サイト	weby	サイト	weby	N	N;INAN;NOM;MASC;PL;POS
サイト	lokality	サイト	lokalita	N	N;NOM;FEM;PL;POS
記録	nahrát	記録	nahrát	V	V;POS;NFIN
記録	zaznamenat	記録	zaznamenat	V	V;PFV;POS;NFIN
関係	vztahy	関係	vztah	N	N;INAN;NOM;MASC;PL;POS
クラブ	klub	クラブ	klub	N	N;INAN;NOM;MASC;SG;POS
クラブ	klubu	クラブ	klub	N	N;INAN;DAT;MASC;SG;POS
クラブ	kluby	クラブ	klub	N	N;INAN;NOM;MASC;PL;POS
クラブ	hole	クラブ	hůl	N	N;NOM;FEM;PL;POS
クラブ	klubů	クラブ	klub	N	N;INAN;GEN;MASC;PL;POS
中央	centrála	中央	centrála	N	N;NOM;FEM;SG;POS
中央	centrum	中央	centrum	N	N;NOM;NEUT;SG;POS
中央	střed	中央	střed	N	N;INAN;NOM;MASC;SG;POS
中央	center	中央	centrum	N	N;NOM;NEUT;PL;POS
中央	centrum	中央	centrum	N	N;NOM;NEUT;SG;POS
中央	středisko	中央	středisko	N	N;NOM;NEUT;SG;POS
中央	střed	中央	střed	N	N;INAN;NOM;MASC;SG;POS
同じ	stejné	同じ	stejný	ADJ	ADJ;NOM;NEUT;SG;POS
同じ	stejný	同じ	stejný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
同じ	stejná	同じ	stejný	ADJ	ADJ;NOM;FEM;SG;POS
考え	přemýšlím	考える	přemýšlet	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
教育	vzdělávání	教育	vzdělávání	N	N;NOM;NEUT;SG;POS
教育	školství	教育	školství	N	N;NOM;NEUT;SG;POS
教育	vzdělání	教育	vzdělání	N	N;NOM;NEUT;SG;POS
編集	upravit	編集	upravit	V	V;PFV;POS;NFIN
編集	pozměnit	編集	pozměnit	V	V;PFV;POS;NFIN
編集	upravit	編集	upravit	V	V;PFV;POS;NFIN
シーズン	sezóna	シーズン	sezóna	N	N;NOM;FEM;SG;POS
シーズン	sezónu	シーズン	sezóna	N	N;ACC;FEM;SG;POS
シーズン	sezona	シーズン	sezóna	N	N;NOM;FEM;SG;POS
ファイル	souborů	ファイル	soubor	N	N;INAN;GEN;MASC;PL;POS
ファイル	soubory	ファイル	soubor	N	N;INAN;NOM;MASC;PL;POS
ファイル	spisy	ファイル	spis	N	N;INAN;NOM;MASC;PL;POS
ファイル	složky	ファイル	složka	N	N;NOM;FEM;PL;POS
ファイル	spis	ファイル	spis	N	N;INAN;NOM;MASC;SG;POS
ファイル	soubor	ファイル	soubor	N	N;INAN;NOM;MASC;SG;POS
都市	město	都市	město	N	N;NOM;NEUT;SG;POS
都市	velkoměsta	都市	velkoměsto	N	N;NOM;NEUT;PL;POS
都市	měst	都市	město	N	N;GEN;NEUT;PL;POS
都市	města	都市	město	N	N;NOM;NEUT;PL;POS
会社	firma	会社	firma	N	N;NOM;FEM;SG;POS
会社	společnosti	会社	společnost	N	N;NOM;FEM;PL;POS
会社	firma	会社	firma	N	N;NOM;FEM;SG;POS
会社	společnost	会社	společnost	N	N;NOM;FEM;SG;POS
会社	společnosti	会社	společnost	N	N;NOM;FEM;PL;POS
会社	firmy	会社	firma	N	N;NOM;FEM;PL;POS
世紀	staletí	世紀	století	N	N;NOM;NEUT;PL;POS
世紀	století	世紀	století	N	N;NOM;NEUT;SG;POS
世紀	století	世紀	století	N	N;NOM;NEUT;SG;POS
ノート	poznámka	ノート	poznámka	N	N;NOM;FEM;SG;POS
ノート	sešity	ノート	sešit	N	N;INAN;NOM;MASC;PL;POS
ノート	noty	ノート	nota	N	N;NOM;FEM;PL;POS
ノート	poznámky	ノート	poznámka	N	N;NOM;FEM;PL;POS
ノート	sešit	ノート	sešit	N	N;INAN;NOM;MASC;SG;POS
ノート	zápisník	ノート	zápisník	N	N;INAN;NOM;MASC;SG;POS
社会	společnosti	社会	společnost	N	N;NOM;FEM;PL;POS
社会	společnost	社会	společnost	N	N;NOM;FEM;SG;POS
社会	spolky	社会	spolek	N	N;INAN;NOM;MASC;PL;POS
開催	držel	開催	držet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
シングル	singl	シングル	singl	N	N;INAN;NOM;MASC;SG;POS
センター	centrum	センター	centrum	N	N;NOM;NEUT;SG;POS
センター	střed	センター	střed	N	N;INAN;NOM;MASC;SG;POS
センター	center	センター	centrum	N	N;NOM;NEUT;PL;POS
センター	centrum	センター	centrum	N	N;NOM;NEUT;SG;POS
センター	středisko	センター	středisko	N	N;NOM;NEUT;SG;POS
センター	střed	センター	střed	N	N;INAN;NOM;MASC;SG;POS
終了	dokončit	終了	dokončit	V	V;PFV;POS;NFIN
終了	ukončit	終了	ukončit	V	V;PFV;POS;NFIN
終了	skončil	終了	skončit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
中心	centrum	中心	centrum	N	N;NOM;NEUT;SG;POS
中心	střed	中心	střed	N	N;INAN;NOM;MASC;SG;POS
中心	center	中心	centrum	N	N;NOM;NEUT;PL;POS
中心	centrum	中心	centrum	N	N;NOM;NEUT;SG;POS
中心	středisko	中心	středisko	N	N;NOM;NEUT;SG;POS
中心	střed	中心	střed	N	N;INAN;NOM;MASC;SG;POS
内容	obsahu	内容	obsah	N	N;INAN;GEN;MASC;SG;POS
内容	obsah	内容	obsah	N	N;INAN;NOM;MASC;SG;POS
内容	obsah	内容	obsah	N	N;INAN;NOM;MASC;SG;POS
文化	kulturu	文化	kultura	N	N;ACC;FEM;SG;POS
文化	kultura	文化	kultura	N	N;NOM;FEM;SG;POS
文化	kultury	文化	kultura	N	N;NOM;FEM;SG;POS
ドラマ	drama	ドラマ	drama	N	N;NOM;NEUT;SG;POS
さらに	dále	さらに	dále	ADV	ADV
選手権	mistrovství	選手権	mistrovství	N	N;NOM;NEUT;SG;POS
選手権	mistrovství	選手権	mistrovství	N	N;NOM;NEUT;SG;POS
選手権	šampionát	選手権	šampionát	N	N;INAN;NOM;MASC;SG;POS
野球	baseball	野球	baseball	N	N;INAN;NOM;MASC;SG;POS
指定	specifikovat	指定	specifikovat	V	V;POS;NFIN
指定	uveďte	指定	uvést	V	V;PFV;IMP;PL;2;POS;FIN
指定	upřesnit	指定	upřesnit	V	V;PFV;POS;NFIN
以下	podpalubí	以下	podpalubí	N	N;NOM;NEUT;SG;POS
卒業	promoval	卒業	promovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
卒業	absolvoval	卒業	absolvovat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
人物	člověk	人物	člověk	N	N;ANIM;NOM;MASC;SG;POS
人物	osoba	人物	osoba	N	N;NOM;FEM;SG;POS
人物	osobu	人物	osoba	N	N;ACC;FEM;SG;POS
公開	publikovat	公開	publikovat	V	V;POS;NFIN
公開	zveřejní	公開	zveřejnit	V	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
公開	zveřejnit	公開	zveřejnit	V	V;PFV;POS;NFIN
最終	posledni	最終	posledný	N	N;NOM;MASC;SG;POS
最終	finále	最終	finále	N	N;NOM;NEUT;SG;POS
アニメ	anime	アニメ	anime	N	N;NOM;NEUT;SG;POS
確認	potvrzuji	確認	potvrzovat	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
確認	potvrdit	確認	potvrdit	V	V;PFV;POS;NFIN
歴史	dějiny	歴史	dějiny	N	N;NOM;FEM;PL;POS
歴史	dějepis	歴史	dějepis	N	N;INAN;NOM;MASC;SG;POS
歴史	historie	歴史	historie	N	N;NOM;FEM;SG;POS
歴史	historii	歴史	historie	N	N;ACC;FEM;SG;POS
選挙	volby	選挙	volba	N	N;NOM;FEM;PL;POS
選挙	zvolení	選挙	zvolení	N	N;NOM;NEUT;PL;POS
選挙	volby	選挙	volba	N	N;NOM;FEM;PL;POS
計画	plánování	計画	plánování	N	N;NOM;NEUT;SG;POS
計画	plán	計画	plán	N	N;INAN;NOM;MASC;SG;POS
計画	plánů	計画	plán	N	N;INAN;GEN;MASC;PL;POS
計画	plány	計画	plán	N	N;INAN;NOM;MASC;PL;POS
経済	ekonomiky	経済	ekonomika	N	N;NOM;FEM;PL;POS
経済	ekonomika	経済	ekonomika	N	N;NOM;FEM;SG;POS
経済	hospodářství	経済	hospodářství	N	N;NOM;NEUT;SG;POS
経済	ekonomie	経済	ekonomie	N	N;NOM;FEM;SG;POS
ページ	stránky	ページ	stránka	N	N;NOM;FEM;PL;POS
ページ	strana	ページ	strana	N	N;NOM;FEM;SG;POS
ページ	stránka	ページ	stránka	N	N;NOM;FEM;SG;POS
ページ	stránku	ページ	stránka	N	N;ACC;FEM;SG;POS
ページ	stránky	ページ	stránka	N	N;NOM;FEM;PL;POS
ページ	stránkách	ページ	stránka	N	N;DAT;FEM;PL;POS
ページ	stránek	ページ	stránka	N	N;GEN;FEM;PL;POS
教授	profesor	教授	profesor	N	N;ANIM;NOM;MASC;SG;POS
教授	profesorka	教授	profesorka	N	N;NOM;FEM;SG;POS
ラジオ	radio	ラジオ	rádio	N	N;NOM;NEUT;SG;POS
ラジオ	vysílačka	ラジオ	vysílačka	N	N;NOM;FEM;SG;POS
ラジオ	rádio	ラジオ	rádio	N	N;NOM;NEUT;SG;POS
ラジオ	rozhlas	ラジオ	rozhlas	N	N;INAN;NOM;MASC;SG;POS
劇場	divadla	劇場	divadlo	N	N;NOM;NEUT;PL;POS
劇場	divadlo	劇場	divadlo	N	N;NOM;NEUT;SG;POS
劇場	divadla	劇場	divadlo	N	N;NOM;NEUT;PL;POS
劇場	divadlo	劇場	divadlo	N	N;NOM;NEUT;SG;POS
グループ	skupinu	グループ	skupina	N	N;ACC;FEM;SG;POS
グループ	skupiny	グループ	skupina	N	N;NOM;FEM;PL;POS
グループ	skupina	グループ	skupina	N	N;NOM;FEM;SG;POS
グループ	skupinky	グループ	skupinka	N	N;NOM;FEM;PL;POS
グループ	skupin	グループ	skupina	N	N;GEN;FEM;PL;POS
グループ	skupiny	グループ	skupina	N	N;NOM;FEM;PL;POS
英語	angličtina	英語	angličtina	N	N;NOM;FEM;SG;POS
女性	žena	女性	žena	N	N;NOM;FEM;SG;POS
女性	samice	女性	samice	N	N;NOM;FEM;SG;POS
女性	žena	女性	žena	N	N;NOM;FEM;SG;POS
女性	ženy	女性	žena	N	N;NOM;FEM;PL;POS
地区	okres	地区	okres	N	N;INAN;NOM;MASC;SG;POS
地区	okrsek	地区	okrsek	N	N;INAN;NOM;MASC;SG;POS
獲得	vydělat	獲得	vydělat	V	V;PFV;POS;NFIN
獲得	zasloužit	獲得	zasloužit	V	V;PFV;POS;NFIN
獲得	vydělávat	獲得	vydělávat	V	V;IPFV;POS;NFIN
得点	skóre	得点	skóre	N	N;NOM;NEUT;SG;POS
コメント	komentář	コメント	komentář	N	N;INAN;NOM;MASC;SG;POS
コメント	komentáře	コメント	komentář	N	N;INAN;NOM;MASC;PL;POS
コメント	komentář	コメント	komentář	N	N;INAN;NOM;MASC;SG;POS
コメント	připomínky	コメント	připomínka	N	N;NOM;FEM;PL;POS
コメント	komentáře	コメント	komentář	N	N;INAN;NOM;MASC;PL;POS
コメント	poznámky	コメント	poznámka	N	N;NOM;FEM;PL;POS
漫画	komiks	漫画	komiks	N	N;INAN;NOM;MASC;SG;POS
漫画	komiksy	漫画	komiks	N	N;INAN;NOM;MASC;PL;POS
漫画	manga	漫画	manga	N	N;NOM;NEUT;SG;POS
他の	ostatní	他の	ostatní	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
他の	jiní	他の	jiný	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
他の	jiné	他の	jiný	ADJ	ADJ;NOM;NEUT;SG;POS
サッカー	fotbal	サッカー	fotbal	N	N;INAN;NOM;MASC;SG;POS
リー	leeho	リー	lee	N	N;ANIM;ACC;MASC;SG;POS
議員	senátor	議員	senátor	N	N;ANIM;NOM;MASC;SG;POS
議員	senátorka	議員	senátorka	N	N;NOM;FEM;SG;POS
協会	asociace	協会	asociace	N	N;NOM;FEM;SG;POS
協会	sdružování	協会	sdružování	N	N;NOM;NEUT;SG;POS
協会	sdružení	協会	sdružení	N	N;NOM;NEUT;SG;POS
協会	přidružení	協会	přidružení	N	N;NOM;NEUT;SG;POS
路線	trasy	路線	trasa	N	N;NOM;FEM;PL;POS
戦争	válka	戦争	válka	N	N;NOM;FEM;SG;POS
戦争	války	戦争	válka	N	N;NOM;FEM;PL;POS
戦争	válce	戦争	válka	N	N;DAT;FEM;SG;POS
戦争	válku	戦争	válka	N	N;ACC;FEM;SG;POS
戦争	války	戦争	válka	N	N;NOM;FEM;PL;POS
戦争	válek	戦争	válka	N	N;GEN;FEM;PL;POS
部分	part	部分	part	N	N;INAN;NOM;MASC;SG;POS
部分	část	部分	část	N	N;NOM;FEM;SG;POS
番号	číslo	番号	číslo	N	N;NOM;NEUT;SG;POS
番号	počet	番号	počet	N	N;INAN;NOM;MASC;SG;POS
期間	trvání	期間	trvání	N	N;NOM;NEUT;SG;POS
期間	období	期間	období	N	N;NOM;NEUT;SG;POS
場所	místo	場所	místo	N	N;NOM;NEUT;SG;POS
場所	misto	場所	misto	N	N;NOM;MASC;SG;POS
場所	lokace	場所	lokace	N	N;NOM;FEM;PL;POS
場所	místo	場所	místo	N	N;NOM;NEUT;SG;POS
場所	poloha	場所	poloha	N	N;NOM;FEM;SG;POS
場所	umístění	場所	umístění	N	N;NOM;NEUT;SG;POS
場所	lokalita	場所	lokalita	N	N;NOM;FEM;SG;POS
場所	místa	場所	místo	N	N;NOM;NEUT;PL;POS
場所	míst	場所	místo	N	N;GEN;NEUT;PL;POS
技術	technologii	技術	technologie	N	N;ACC;FEM;SG;POS
技術	technologie	技術	technologie	N	N;NOM;FEM;SG;POS
技術	technika	技術	technika	N	N;NOM;FEM;SG;POS
海軍	námořnictva	海軍	námořnictvo	N	N;NOM;NEUT;PL;POS
海軍	námořnictvo	海軍	námořnictvo	N	N;NOM;NEUT;SG;POS
道路	silnice	道路	silnice	N	N;NOM;FEM;SG;POS
道路	cesty	道路	cesta	N	N;NOM;FEM;PL;POS
道路	silnice	道路	silnice	N	N;NOM;FEM;SG;POS
道路	cesta	道路	cesta	N	N;NOM;FEM;SG;POS
システム	systém	システム	systém	N	N;INAN;NOM;MASC;SG;POS
システム	system	システム	system	N	N;INAN;NOM;MASC;SG;POS
システム	systému	システム	systém	N	N;INAN;GEN;MASC;SG;POS
システム	systémy	システム	systém	N	N;INAN;NOM;MASC;PL;POS
システム	systémů	システム	systém	N	N;INAN;GEN;MASC;PL;POS
モデル	vzory	モデル	vzor	N	N;INAN;NOM;MASC;PL;POS
モデル	modely	モデル	model	N	N;INAN;NOM;MASC;PL;POS
モデル	modelky	モデル	modelka	N	N;NOM;FEM;PL;POS
モデル	modelů	モデル	model	N	N;INAN;GEN;MASC;PL;POS
モデル	model	モデル	model	N	N;INAN;NOM;MASC;SG;POS
モデル	vzor	モデル	vzor	N	N;INAN;NOM;MASC;SG;POS
モデル	modelka	モデル	modelka	N	N;NOM;FEM;SG;POS
対応	korespondenci	対応	korespondence	N	N;ACC;FEM;SG;POS
対応	korespondence	対応	korespondence	N	N;NOM;FEM;SG;POS
列車	vlakem	列車	vlak	N	N;INAN;INS;MASC;SG;POS
列車	vláček	列車	vláček	N	N;INAN;NOM;MASC;SG;POS
列車	vlak	列車	vlak	N	N;INAN;NOM;MASC;SG;POS
列車	vlaku	列車	vlak	N	N;INAN;GEN;MASC;SG;POS
列車	vlaky	列車	vlak	N	N;INAN;NOM;MASC;PL;POS
列車	vlaků	列車	vlak	N	N;INAN;GEN;MASC;PL;POS
最後	posledni	最後	posledný	N	N;NOM;MASC;SG;POS
科学	věda	科学	věda	N	N;NOM;FEM;SG;POS
科学	vědy	科学	věda	N	N;NOM;FEM;PL;POS
理由	důvody	理由	důvod	N	N;INAN;NOM;MASC;PL;POS
理由	rozum	理由	rozum	N	N;INAN;NOM;MASC;SG;POS
理由	důvod	理由	důvod	N	N;INAN;NOM;MASC;SG;POS
一	jedno	一	jeden	NUM	NUM;NOM;NEUT;SG
一	jednu	一	jeden	NUM	NUM;ACC;FEM;SG
一	jeden	一	jeden	NUM	NUM;NOM;MASC;SG
一	jedna	一	jeden	NUM	NUM;NOM;FEM;SG
最高	nej	最高	nej	N	N;NOM;MASC;SG;POS
ブロック	bloků	ブロック	blok	N	N;INAN;GEN;MASC;PL;POS
ブロック	bloky	ブロック	blok	N	N;INAN;NOM;MASC;PL;POS
ブロック	bloku	ブロック	blok	N	N;INAN;GEN;MASC;SG;POS
ブロック	blok	ブロック	blok	N	N;INAN;NOM;MASC;SG;POS
ブロック	blokování	ブロック	blokování	N	N;NOM;NEUT;SG;POS
車両	vozidla	車両	vozidlo	N	N;NOM;NEUT;PL;POS
車両	vozidel	車両	vozidlo	N	N;GEN;NEUT;PL;POS
車両	vozidlo	車両	vozidlo	N	N;NOM;NEUT;SG;POS
車両	vozidla	車両	vozidlo	N	N;NOM;NEUT;PL;POS
自動車	auto	自動車	auto	N	N;NOM;NEUT;SG;POS
自動車	automobil	自動車	automobil	N	N;INAN;NOM;MASC;SG;POS
自動車	vůz	自動車	vůz	N	N;INAN;NOM;MASC;SG;POS
自動車	automobil	自動車	automobil	N	N;INAN;NOM;MASC;SG;POS
人口	obyvatelstvo	人口	obyvatelstvo	N	N;NOM;NEUT;SG;POS
人口	populace	人口	populace	N	N;NOM;FEM;SG;POS
人口	obyvatelstvo	人口	obyvatelstvo	N	N;NOM;NEUT;SG;POS
人口	populace	人口	populace	N	N;NOM;FEM;SG;POS
特に	zvláště	特に	zvláště	ADV	ADV
特に	obzvláště	特に	obzvláště	ADV	ADV
特に	zvlášť	特に	zvlášť	ADV	ADV
特に	hlavně	特に	hlavně	ADV	ADV;POS
