egy	ένας	egy	ένας	DET;INDF	DET;NOM;INDF;MASC;SG
hivatkozások	δεσμοί	hivatkozás	δεσμός	N;NOM;PL	N;NOM;MASC;PL
hivatkozások	συνδέσεις	hivatkozás	σύνδεση	N;NOM;PL	N;NOM;FEM;PL
kapott	έλαβε	kap	λαμβάνω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
római	ρωμαϊκό	római	ρωμαϊκός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
római	ρωμαϊκή	római	ρωμαϊκός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
család	οικογένεια	család	οικογένεια	N;NOM;SG	N;NOM;FEM;SG
falu	χωριο	falu	χωριο	N;NOM;SG	N;NOM;NEUT;SG
falu	χωριό	falu	χωριό	N;NOM;SG	N;NOM;NEUT;SG
neve	ονομασία	név	ονομασία	N;NOM;SG	N;NOM;FEM;SG
neve	όνομα	név	όνομα	N;NOM;SG	N;NOM;NEUT;SG
neve	ονομα	név	ονομα	N;NOM;SG	N;NOM;NEUT;SG
halál	θάνατος	halál	θάνατος	N;NOM;SG	N;NOM;MASC;SG
készült	έκανε	készül	κάνω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
film	ταινία	film	ταινία	N;NOM;SG	N;NOM;FEM;SG
film	ταινια	film	ταινιά	N;NOM;SG	N;NOM;FEM;SG
film	μεμβράνη	film	μεμβράνη	N;NOM;SG	N;NOM;FEM;SG
film	ταινία	film	ταινία	N;NOM;SG	N;NOM;FEM;SG
film	ταινια	film	ταινιά	N;NOM;SG	N;NOM;FEM;SG
film	φιλμ	film	φιλμ	N;NOM;SG	N;NOM;NEUT;SG
kapcsolódó	σχετιζόμενη	kapcsolódó	σχετιζόμενος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kapcsolódó	συνδεδεμένο	kapcsolódó	συνδεδεμένος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
kapcsolódó	σχετική	kapcsolódó	σχετικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kapcsolódó	σχετικό	kapcsolódó	σχετικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
eredeti	πρωτότυπο	eredeti	πρωτότυπο	N;NOM;SG	N;NOM;NEUT;SG
éve	ετος	év	ετος	N;NOM;SG	N;NOM;NEUT;SG
éve	έτο	év	έτος	N;NOM;SG	N
adott	έδωσε	ad	δίνω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
míg	ενω	míg	ενω	ADV	ADV
györgy	γιώργος	györgy	γιώργος	N;NOM;SG	N;NOM;MASC;SG
nagyobb	μεγαλύτερος	nagy	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;MASC;SG
nagyobb	μεγαλύτερο	nagy	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
nagyobb	μεγαλύτερη	nagy	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
nagyobb	μεγαλύτερη	nagy	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
nagyobb	μεγαλύτερος	nagy	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;MASC;SG
nagyobb	μεγαλύτερο	nagy	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
nagyobb	μεγαλύτερη	nagy	μεγάλος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
nagyobb	υψηλότερη	nagy	ψηλός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
nagyobb	υψηλότερο	nagy	ψηλός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
európai	ευρωπαϊκή	európai	ευρωπαϊκός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
jegyzőkönyv	λεπτα	jegyzőkönyv	λέπτα	N;NOM;SG	N
jegyzőkönyv	πρωτόκολλο	jegyzőkönyv	πρωτόκολλο	N;NOM;SG	N;NOM;NEUT;SG
vett	αγόρασε	vesz	αγοράζω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
károly	κάρολος	károly	κάρολος	N;NOM;SG	N;NOM;MASC;SG
károly	καρλ	károly	καρλ	N;NOM;SG	N
mai	μάι	mai	μαι		
bajnokság	πρωτάθλημα	bajnokság	πρωτάθλημα	N;NOM;SG	N;NOM;NEUT;SG
bajnokság	τουρνουά	bajnokság	τουρνο	N;NOM;SG	N;NOM;NEUT;SG
szó	λεξη	szó	λεξη	N;NOM;SG	N;NOM;FEM;SG
kiadó	εκδότης	kiadó	εκδότης	N;NOM;SG	N;NOM;MASC;SG
kiadó	νοίκι	kiadó	νοίκι	N;NOM;SG	N;NOM;NEUT;SG
kiadó	ενοικίαση	kiadó	ενοικίαση	N;NOM;SG	N;NOM;FEM;SG
kiadó	ενοίκιο	kiadó	ενοίκιο	N;NOM;SG	N;NOM;NEUT;SG
tudományos	επιστημονική	tudományos	επιστημονικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tudományos	επιστημονικό	tudományos	επιστημονικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sorozat	σειρα	sorozat	σειρα	N;NOM;SG	N;NOM;FEM;SG
sorozat	αύξων	sorozat	αύξος	N;NOM;SG	N;NOM;MASC;SG
lap	φύλλο	lap	φύλλο	N;NOM;SG	N;NOM;NEUT;SG
lap	σεντόνι	lap	σεντόνι	N;NOM;SG	N;NOM;NEUT;SG
lap	ημερολόγιο	lap	ημερολόγιο	N;NOM;SG	N;NOM;NEUT;SG
lap	καρτέλα	lap	καρτέλα	N;NOM;SG	N;NOM;FEM;SG
hazai	οικιακή	hazai	οικιακός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
cikk	αρθρο	cikk	αρθρο	N;NOM;SG	N;NOM;NEUT;SG
cikk	άρθρο	cikk	άρθρο	N;NOM;SG	N;NOM;NEUT;SG
éves	ετήσια	éves	ετήσιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
éves	ετήσια	éves	ετήσιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
éves	ετήσιος	éves	ετήσιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
száma	αριθμός	szám	αριθμός	N;NOM;SG	N;NOM;MASC;SG
száma	νούμερο	szám	νούμερος	N;NOM;SG	N
nélkül	χωρίς	nélkül	χωρίς	ADP	ADP
község	δήμος	község	δήμος	N;NOM;SG	N;NOM;MASC;SG
csoport	όμιλος	csoport	όμιλος	N;NOM;SG	N;NOM;MASC;SG
csoport	ομαδα	csoport	ομαδα	N;NOM;SG	N;NOM;FEM;SG
író	συγγραφέας	író	συγγραφέα	N;NOM;SG	N;NOM;MASC;SG
író	συγγραφέας	író	συγγραφέα	N;NOM;SG	N;NOM;MASC;SG
író	συντάκτης	író	συντάκτης	N;NOM;SG	N;NOM;MASC;SG
most	τώρα	most	τώρα	ADV	ADV
most	τωρα	most	τωρα	ADV	ADV
épült	έχτισε	épül	χτίζω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
férfi	άνδρας	férfi	άντρας	N;NOM;SG	N;NOM;MASC;SG
férfi	άρρεν	férfi	άρρεν	N;NOM;SG	N;NOM;MASC;SG
férfi	άνθρωπος	férfi	άνθρωπος	N;NOM;SG	N;NOM;MASC;SG
szerzett	αποκτήσει	szerzett	αποκτώ	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;ACT
ember	άνθρωπος	ember	άνθρωπος	N;NOM;SG	N;NOM;MASC;SG
ember	άνθρωπος	ember	άνθρωπος	N;NOM;SG	N;NOM;MASC;SG
vissza	πισω	vissza	πισω	ADV	ADV
vissza	πίσω	vissza	πίσω	ADV	ADV
fontos	σημαντική	fontos	σημαντικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
fontos	σημαντικό	fontos	σημαντικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
fontos	σημαντικός	fontos	σημαντικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
faj	κούρσα	faj	κούρσα	N;NOM;SG	N;NOM;FEM;SG
faj	φυλή	faj	φυλή	N;NOM;SG	N;NOM;FEM;SG
faj	αγώνας	faj	αγώνας	N;NOM;SG	N;NOM;MASC;SG
faj	είδος	faj	είδος	N;NOM;SG	N;NOM;NEUT;SG
mindig	πάντα	mindig	πάντα	ADV	ADV
mindig	πάντοτε	mindig	πάντοτε	ADV	ADV
mindig	παντα	mindig	παντα	ADV	ADV
korábban	προηγουμένως	korán	προηγουμένως	ADV	ADV
korábban	νωρίτερα	korán	νωρίς	ADV	ADV;CMPR
korábbi	προηγούμενη	korábbi	προηγούμενος	ADJ;NOM;CMPR;SG	ADJ;NOM;FEM;SG
korábbi	προηγούμενος	korábbi	προηγούμενος	ADJ;NOM;CMPR;SG	ADJ;NOM;MASC;SG
korábbi	προηγούμενο	korábbi	προηγούμενος	ADJ;NOM;CMPR;SG	ADJ;NOM;NEUT;SG
újra	πάλι	újra	πάλι	ADV	ADV
újra	ξανά	újra	ξανά	ADV	ADV
újra	παλι	újra	παλι	ADV	ADV
török	τουρκικό	török	τουρκικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
török	τουρκική	török	τουρκικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
stadion	στάδιο	stadion	στάδιο	N;NOM;SG	N;NOM;NEUT;SG
stadion	γήπεδο	stadion	γήπεδο	N;NOM;SG	N;NOM;NEUT;SG
kisebb	μικρότερος	kis	μικρός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;MASC;SG
kisebb	μικρότερο	kis	μικρός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
kisebb	μικρότερη	kis	μικρός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
kisebb	μικρότερο	kis	μικρός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
kisebb	ανήλικος	kis	ανήλικος	ADJ;NOM;CMPR;SG	ADJ;NOM;MASC;SG
maradt	έμεινε	marad	μένω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
rendező	διευθύντρια	rendező	διευθύντρια	N;NOM;SG	N;NOM;FEM;SG
rendező	σκηνοθέτης	rendező	σκηνόθετος	N;NOM;SG	N;NOM;MASC;SG
rendező	διευθυντής	rendező	διευθυντής	N;NOM;SG	N;NOM;MASC;SG
helyszín	τόπος	helyszín	τόπος	N;NOM;SG	N;NOM;MASC;SG
helyszín	τοποθεσία	helyszín	τοποθεσία	N;NOM;SG	N;NOM;FEM;SG
politikai	πολιτικό	politikai	πολιτικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
nyelv	γλώσσα	nyelv	γλώσσα	N;NOM;SG	N;NOM;FEM;SG
nyelv	γλώσσα	nyelv	γλώσσα	N;NOM;SG	N;NOM;FEM;SG
háború	πόλεμος	háború	πόλεμος	N;NOM;SG	N;NOM;MASC;SG
írt	έγραψε	ír	γράφω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
jobb	καλύτερο	jó	καλά	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
jobb	καλύτερη	jó	καλός	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
alá	υπό	alá	υπό	ADP	ADP
dátum	ραντεβού	dátum	ραντεβός	N;NOM;SG	N;NOM;NEUT;SG
dátum	ημερομηνια	dátum	ημερομηνία	N;NOM;SG	N;NOM;FEM;SG
egyetem	πανεπιστήμιο	egyetem	πανεπιστήμιο	N;NOM;SG	N;NOM;NEUT;SG
egyetem	πανεπιστημιο	egyetem	πανεπιστημιο	N;NOM;SG	N;NOM;NEUT;SG
egyetem	κολλέγιο	egyetem	κολλέγιο	N;NOM;SG	N;NOM;NEUT;SG
egyetem	κολέγιο	egyetem	κολέγιο	N;NOM;SG	N;NOM;NEUT;SG
hely	τόπος	hely	τόπος	N;NOM;SG	N;NOM;MASC;SG
hely	μέρος	hely	μέρος	N;NOM;SG	N;NOM;NEUT;SG
hely	τόπος	hely	τόπος	N;NOM;SG	N;NOM;MASC;SG
hely	τοποθεσία	hely	τοποθεσία	N;NOM;SG	N;NOM;FEM;SG
hasonló	παρόμοιος	hasonló	παρόμοιος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
lista	λίστα	lista	λίστα	N;NOM;SG	N;NOM;FEM;SG
lista	κατάλογος	lista	κατάλογος	N;NOM;SG	N;NOM;MASC;SG
országos	εθνικός	országos	εθνικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
országos	εθνικό	országos	εθνικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
országos	εθνικη	országos	εθνικη	ADJ;NOM;SG	ADJ;NOM;FEM;SG
országos	εθνική	országos	εθνικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
katonai	στρατιωτικός	katonai	στρατιωτικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
katonai	στρατιωτική	katonai	στρατιωτικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
utca	οδός	utca	οδός	N;NOM;SG	N;NOM;FEM;SG
utca	δρόμος	utca	δρόμος	N;NOM;SG	N;NOM;MASC;SG
sikerült	κατάφερε	sikerül	καταφέρνω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
sikerült	πέτυχε	sikerül	πετυχαίνω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
szám	αριθμός	szám	αριθμός	N;NOM;SG	N;NOM;MASC;SG
szám	νούμερο	szám	νούμερος	N;NOM;SG	N
újabb	νεότερη	új	νέος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
újabb	νεότερο	új	νέος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
tovább	περαιτέρω	tovább	περαιτέρω	ADV	ADV
félidő	ημίχρονο	félidő	ημίχρονο	N;NOM;SG	N;NOM;NEUT;SG
keresztül	μεσω	keresztül	μεσω	ADP	ADP
keresztül	μέσω	keresztül	μέσω	ADP	ADP
nap	σουν	nap	σε	N;NOM;SG	N
nap	μερα	nap	μερα	N;NOM;SG	N;NOM;FEM;SG
nap	ημερα	nap	ημερα	N;NOM;SG	N;NOM;FEM;SG
nap	ημέρα	nap	ημέρα	N;NOM;SG	N;NOM;FEM;SG
változott	αλλάξει	változik	αλλάζω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;ACT
változott	άλλαξε	változik	αλλάζω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
története	ιστορία	történet	ιστορία	N;NOM;SG	N;NOM;FEM;SG
története	ιστορια	történet	ιστορια	N;NOM;SG	N;NOM;FEM;SG
vette	πήρε	vesz	παίρνω	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
látható	ορατή	látható	ορατός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
látható	ορατός	látható	ορατός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
múzeum	μουσείο	múzeum	μουσείο	N;NOM;SG	N;NOM;NEUT;SG
közben	εντωμεταξύ	közben	εντωμεταξύ	ADV	ADV
tartozott	χρωστούσε	tartozik	χρωστώ	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
tartozott	ανήκε	tartozik	ανήκω	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
forrás	πηγή	forrás	πηγή	N;NOM;SG	N;NOM;FEM;SG
forrás	πηγη	forrás	πηγο	N;NOM;SG	N;NOM;FEM;SG
forrás	πόρος	forrás	πόρος	N;NOM;SG	N;NOM;MASC;SG
