magyar	унгарски	magyar	унгарски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kép	имидж	kép	имидж	N;NOM;SG	N;INDF;MASC;SG
kép	картинка	kép	картинка	N;NOM;SG	N;INDF;FEM;SG
kép	образ	kép	образ	N;NOM;SG	N;INDF;MASC;SG
kép	изображение	kép	изображение	N;NOM;SG	N;INDF;NEUT;SG
kép	снимка	kép	снимка	N;NOM;SG	N;INDF;FEM;SG
kép	снимката	kép	снимка	N;NOM;SG	N;DEF;FEM;SG
kép	фото	kép	фото	N;NOM;SG	N;INDF;MASC;SG
előtt	преди	előtt	преди	ADP	ADP
nemzeti	национална	nemzeti	национален	ADJ;NOM;SG	ADJ;INDF;FEM;SG
nemzeti	национален	nemzeti	национален	ADJ;NOM;SG	ADJ;INDF;MASC;SG
század	дружество	század	дружество	N;NOM;SG	N;INDF;NEUT;SG
század	компания	század	компания	N;NOM;SG	N;INDF;FEM;SG
század	рота	század	рота	N;NOM;SG	N;INDF;FEM;SG
század	фирма	század	фирма	N;NOM;SG	N;INDF;FEM;SG
század	ескадрила	század	ескадрал	N;NOM;SG	N;INDF;FEM;SG
század	век	század	век	N;NOM;SG	N;INDF;MASC;SG
század	века	század	век	N;NOM;SG	N;DEF;MASC;SG
hivatalos	официален	hivatalos	официален	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hivatalos	официална	hivatalos	официален	ADJ;NOM;SG	ADJ;INDF;FEM;SG
ellen	срещу	ellen	срещу	ADP	ADP
ellen	против	ellen	против	ADP	ADP
svg	svg	svg	svg	N;NOM;SG	N;INDF;MASC;SG
végeredmény	развръзка	végeredmény	развръзка	N;NOM;SG	N;INDF;FEM;SG
végeredmény	изход	végeredmény	изход	N;NOM;SG	N;INDF;MASC;SG
végeredmény	резултат	végeredmény	резултат	N;NOM;SG	N;INDF;MASC;SG
először	първо	először	първо	ADV	ADV
szövetség	завет	szövetség	завет	N;NOM;SG	N;INDF;MASC;SG
szövetség	завета	szövetség	завет	N;NOM;SG	N;DEF;MASC;SG
szövetség	спогодба	szövetség	спогодба	N;NOM;SG	N;INDF;FEM;SG
szövetség	алианса	szövetség	алианс	N;NOM;SG	N;DEF;MASC;SG
szövetség	алианс	szövetség	алианс	N;NOM;SG	N;INDF;MASC;SG
szövetség	съюз	szövetség	съюз	N;NOM;SG	N;INDF;MASC;SG
szövetség	федерация	szövetség	федерация	N;NOM;SG	N;INDF;FEM;SG
szövetség	федерацията	szövetség	федерация	N;NOM;SG	N;DEF;FEM;SG
szövetség	сдружение	szövetség	сдружение	N;NOM;SG	N;INDF;NEUT;SG
szövetség	асоциация	szövetség	асоциация	N;NOM;SG	N;INDF;FEM;SG
szövetség	асоцииране	szövetség	асоцииране	N;NOM;SG	N;INDF;NEUT;SG
része	част	rész	част	N;NOM;SG	N;INDF;FEM;SG
jobbra	правилно	jobbra	правилно	ADV	ADV
nagyon	много	nagyon	много	ADV	ADV;INDF;PL
kis	малка	kis	малък	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kis	малък	kis	малък	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kis	дребен	kis	дребен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kis	малка	kis	малък	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kis	малък	kis	малък	ADJ;NOM;SG	ADJ;INDF;MASC;SG
ott	там	ott	там	ADV	ADV
templom	темпъл	templom	темпъл	N;NOM;SG	N;INDF;MASC;SG
templom	храмът	templom	храм	N;NOM;SG	N;DEF;MASC;SG
templom	храм	templom	храм	N;NOM;SG	N;INDF;MASC;SG
templom	църква	templom	църква	N;NOM;SG	N;INDF;FEM;SG
templom	църквата	templom	църква	N;NOM;SG	N;DEF;FEM;SG
elhunyt	преминал	el+huny	премина	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
elhunyt	починала	el+huny	почина-(си)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
elhunyt	починал	el+huny	почина-(си)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
hivatkozások	препратки	hivatkozás	препратка	N;NOM;PL	N;INDF;FEM;PL
hivatkozások	препоръки	hivatkozás	препоръка	N;NOM;PL	N;INDF;FEM;PL
hivatkozások	позовавания	hivatkozás	позовавам-(се)	N;NOM;PL	N;INDF;NEUT;PL
hivatkozások	връзки	hivatkozás	връзка	N;NOM;PL	N;INDF;FEM;PL
római	римски	római	римски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
római	римска	római	римски	ADJ;NOM;SG	ADJ;INDF;FEM;SG
család	семейство	család	семейство	N;NOM;SG	N;INDF;NEUT;SG
család	семейството	család	семейство	N;NOM;SG	N;DEF;NEUT;SG
falu	село	falu	село	N;NOM;SG	N;INDF;NEUT;SG
neve	името	név	име	N;NOM;SG	N;DEF;NEUT;SG
neve	наименование	név	наименование	N;NOM;SG	N;INDF;NEUT;SG
neve	име	név	име	N;NOM;SG	N;INDF;NEUT;SG
halál	смърт	halál	смърт	N;NOM;SG	N;INDF;FEM;SG
halál	смъртта	halál	смърт	N;NOM;SG	N;DEF;FEM;SG
szett	задаване	szett	задаване	N;NOM;SG	N;INDF;NEUT;SG
szett	комплект	szett	комплект	N;NOM;SG	N;INDF;MASC;SG
szett	набор	szett	набор	N;NOM;SG	N;INDF;MASC;SG
film	филм	film	филм	N;NOM;SG	N;INDF;MASC;SG
film	филм	film	филм	N;NOM;SG	N;INDF;MASC;SG
film	лента	film	лента	N;NOM;SG	N;INDF;FEM;SG
eredeti	оригинал	eredeti	оригинал	N;NOM;SG	N;INDF;MASC;SG
éve	година	év	година	N;NOM;SG	N;INDF;FEM;SG
éve	годината	év	година	N;NOM;SG	N;DEF;FEM;SG
áll	стои	áll	стоя	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
áll	стои	áll	стоя	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
adott	дала	ad	дала	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
európai	европейски	európai	европейски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
európai	европейска	európai	европейски	ADJ;NOM;SG	ADJ;INDF;FEM;SG
jegyzőkönyv	протокол	jegyzőkönyv	протокол	N;NOM;SG	N;INDF;MASC;SG
jegyzőkönyv	протоколът	jegyzőkönyv	протокол	N;NOM;SG	N;DEF;MASC;SG
őket	ги	ők	аз	PRO;ACC;PL;3	PRO;ACC;PL;3
őket	тях	ők	аз	PRO;ACC;PL;3	PRO;ACC;PL;3
vett	купил	vesz	купя	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
károly	чарлз	károly	чарлз	N;NOM;SG	N;INDF;MASC;SG
bajnokság	първенство	bajnokság	първенство	N;NOM;SG	N;INDF;NEUT;SG
bajnokság	шампионат	bajnokság	шампионат	N;NOM;SG	N;INDF;MASC;SG
bajnokság	турнир	bajnokság	турнир	N;NOM;SG	N;INDF;MASC;SG
szó	дума	szó	дума	N;NOM;SG	N;INDF;FEM;SG
kiadó	издател	kiadó	издател	N;NOM;SG	N;INDF;MASC;SG
kiadó	издателство	kiadó	издателство	N;NOM;SG	N;INDF;NEUT;SG
kiadó	наем	kiadó	наем	N;NOM;SG	N;INDF;MASC;SG
kiadó	наемът	kiadó	наем	N;NOM;SG	N;DEF;MASC;SG
kiadó	наема	kiadó	наем	N;NOM;SG	N;DEF;MASC;SG
kiadó	публикуване	kiadó	публикуване	N;NOM;SG	N;INDF;NEUT;SG
kiadó	издателство	kiadó	издателство	N;NOM;SG	N;INDF;NEUT;SG
wikipédia	уикипедия	wikipédia	уикипедия	N;NOM;SG	N;INDF;FEM;SG
tudományos	научен	tudományos	научен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
sorozat	серия	sorozat	серия	N;NOM;SG	N;INDF;FEM;SG
sorozat	поредица	sorozat	поредица	N;NOM;SG	N;INDF;FEM;SG
sorozat	сериал	sorozat	сериал	N;NOM;SG	N;INDF;MASC;SG
sorozat	сериен	sorozat	сериен	N;NOM;SG	N;INDF;MASC;SG
lap	лист	lap	лист	N;NOM;SG	N;INDF;MASC;SG
lap	чаршаф	lap	чаршаф	N;NOM;SG	N;INDF;MASC;SG
lap	дневник	lap	дневник	N;NOM;SG	N;INDF;MASC;SG
lap	журнал	lap	журна	N;NOM;SG	N;INDF;MASC;SG
lap	джърнъл	lap	джърна-(се)	N;NOM;SG	N;INDF;MASC;SG
lap	сметката	lap	сметка	N;NOM;SG	N;DEF;FEM;SG
lap	сметка	lap	сметка	N;NOM;SG	N;INDF;FEM;SG
hazai	домашен	hazai	домашен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hazai	домашна	hazai	домашен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
cikk	статия	cikk	статия	N;NOM;SG	N;INDF;FEM;SG
cikk	член	cikk	член	N;NOM;SG	N;INDF;MASC;SG
éves	годишен	éves	годишен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
éves	годишна	éves	годишна	ADJ;NOM;SG	ADJ;INDF;FEM;SG
száma	брой	szám	брой	N;NOM;SG	N;INDF;MASC;SG
száma	число	szám	число	N;NOM;SG	N;INDF;NEUT;SG
száma	номер	szám	номер	N;NOM;SG	N;INDF;MASC;SG
nélkül	без	nélkül	без	ADP	ADP
község	община	község	община	N;NOM;SG	N;INDF;FEM;SG
csoport	група	csoport	група	N;NOM;SG	N;INDF;FEM;SG
csoport	групиране	csoport	групиране	N;NOM;SG	N;INDF;NEUT;SG
író	писателка	író	писателка	N;NOM;SG	N;INDF;FEM;SG
író	сценарист	író	сценарист	N;NOM;SG	N;INDF;MASC;SG
író	писател	író	писател	N;NOM;SG	N;INDF;MASC;SG
író	автор	író	автор	N;NOM;SG	N;INDF;MASC;SG
most	сега	most	сега	ADV	ADV
férfi	мъж	férfi	мъж	N;NOM;SG	N;INDF;MASC;SG
férfi	мъжкар	férfi	мъжкар	N;NOM;SG	N;INDF;MASC;SG
férfi	мъжка	férfi	мъжка	N;NOM;SG	N;INDF;FEM;SG
férfi	men	férfi	men	N;NOM;SG	N;INDF;MASC;SG
férfi	човек	férfi	човек	N;NOM;SG	N;INDF;MASC;SG
férfi	мъж	férfi	мъж	N;NOM;SG	N;INDF;MASC;SG
ember	човек	ember	човек	N;NOM;SG	N;INDF;MASC;SG
ember	човек	ember	човек	N;NOM;SG	N;INDF;MASC;SG
ember	мъж	ember	мъж	N;NOM;SG	N;INDF;MASC;SG
vissza	назад	vissza	назад	ADV	ADV
vissza	обратно	vissza	обратно	ADV	ADV
fontos	важен	fontos	важен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
fontos	важна	fontos	важен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
faj	надпревара	faj	надпревара	N;NOM;SG	N;INDF;FEM;SG
faj	надбягване	faj	надбягване	N;NOM;SG	N;INDF;NEUT;SG
faj	състезание	faj	състезание	N;NOM;SG	N;INDF;NEUT;SG
faj	раса	faj	раса	N;NOM;SG	N;INDF;FEM;SG
faj	вид	faj	вид	N;NOM;SG	N;INDF;MASC;SG
mindig	винаги	mindig	винаги	ADV	ADV
korábban	досега	korán	досега	ADV	ADV
újra	отново	újra	отново	ADV	ADV
újra	пак	újra	пак	ADV	ADV
török	турски	török	турски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
török	турска	török	турски	ADJ;NOM;SG	ADJ;INDF;FEM;SG
stadion	стадион	stadion	стадион	N;NOM;SG	N;INDF;MASC;SG
stadion	стадиона	stadion	стадион	N;NOM;SG	N;DEF;MASC;SG
fia	фиа	fia	фиа	N;NOM;SG	N;INDF;MASC;SG
álló	неподвижен	álló	неподвижен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
álló	неподвижна	álló	неподвижен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
körül	около	körül	около	ADP	ADP
rendező	директорът	rendező	директор	N;NOM;SG	N;DEF;MASC;SG
rendező	режисьор	rendező	режисьор	N;NOM;SG	N;INDF;MASC;SG
rendező	директор	rendező	директор	N;NOM;SG	N;INDF;MASC;SG
helyszín	местоположение	helyszín	местоположение	N;NOM;SG	N;INDF;NEUT;SG
helyszín	място	helyszín	място	N;NOM;SG	N;INDF;NEUT;SG
helyszín	местонахождение	helyszín	местонахождение	N;NOM;SG	N;INDF;NEUT;SG
helyszín	локация	helyszín	локация	N;NOM;SG	N;INDF;FEM;SG
helyszín	сайт	helyszín	сайт	N;NOM;SG	N;INDF;MASC;SG
politikai	политическа	politikai	политически	ADJ;NOM;SG	ADJ;INDF;FEM;SG
nyelv	език	nyelv	език	N;NOM;SG	N;INDF;MASC;SG
nyelv	езикът	nyelv	език	N;NOM;SG	N;DEF;MASC;SG
nyelv	езика	nyelv	език	N;NOM;SG	N;DEF;MASC;SG
nyelv	език	nyelv	език	N;NOM;SG	N;INDF;MASC;SG
háború	войната	háború	война	N;NOM;SG	N;DEF;FEM;SG
háború	война	háború	война	N;NOM;SG	N;INDF;FEM;SG
írt	написал	ír	напиша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
írt	написа	ír	напиша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
alá	под	alá	под	ADP	ADP
dátum	среща	dátum	среща	N;NOM;SG	N;INDF;FEM;SG
dátum	дата	dátum	дата	N;NOM;SG	N;INDF;FEM;SG
egyetem	университет	egyetem	университет	N;NOM;SG	N;INDF;MASC;SG
egyetem	университета	egyetem	университет	N;NOM;SG	N;DEF;MASC;SG
egyetem	колежа	egyetem	колеж	N;NOM;SG	N;DEF;MASC;SG
egyetem	колежът	egyetem	колеж	N;NOM;SG	N;DEF;MASC;SG
egyetem	колеж	egyetem	колеж	N;NOM;SG	N;INDF;MASC;SG
hely	място	hely	място	N;NOM;SG	N;INDF;NEUT;SG
hely	местоположение	hely	местоположение	N;NOM;SG	N;INDF;NEUT;SG
hely	място	hely	място	N;NOM;SG	N;INDF;NEUT;SG
hely	местонахождение	hely	местонахождение	N;NOM;SG	N;INDF;NEUT;SG
hely	локация	hely	локация	N;NOM;SG	N;INDF;FEM;SG
hasonló	подобен	hasonló	подобен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hasonló	сходен	hasonló	сходен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
hasonló	подобна	hasonló	подобен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
lista	списък	lista	списък	N;NOM;SG	N;INDF;MASC;SG
országos	национална	országos	национален	ADJ;NOM;SG	ADJ;INDF;FEM;SG
országos	национален	országos	национален	ADJ;NOM;SG	ADJ;INDF;MASC;SG
katonai	военен	katonai	военен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
katonai	военна	katonai	военен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
utca	улица	utca	улица	N;NOM;SG	N;INDF;FEM;SG
utca	стрийт	utca	стрийт	N;NOM;SG	N;INDF;MASC;SG
utca	улицата	utca	улица	N;NOM;SG	N;DEF;FEM;SG
szám	брой	szám	брой	N;NOM;SG	N;INDF;MASC;SG
szám	число	szám	число	N;NOM;SG	N;INDF;NEUT;SG
szám	номер	szám	номер	N;NOM;SG	N;INDF;MASC;SG
tovább	допълнително	tovább	допълнително	ADV	ADV
félidő	полувреме	félidő	полувра	N;NOM;SG	N;INDF;NEUT;SG
félidő	полувремето	félidő	полувреме	N;NOM;SG	N;DEF;NEUT;SG
keresztül	чрез	keresztül	чрез	ADP	ADP
keresztül	през	keresztül	през	ADP	ADP
nap	сън	nap	сън	N;NOM;SG	N;INDF;MASC;SG
nap	слънце	nap	слънце	N;NOM;SG	N;INDF;NEUT;SG
nap	денят	nap	ден	N;NOM;SG	N;DEF;MASC;SG
nap	ден	nap	ден	N;NOM;SG	N;INDF;MASC;SG
története	приказка	történet	приказка	N;NOM;SG	N;INDF;FEM;SG
története	история	történet	история	N;NOM;SG	N;INDF;FEM;SG
látható	видима	látható	видим	ADJ;NOM;SG	ADJ;INDF;FEM;SG
ellenére	въпреки	ellenére	въпреки	ADP	ADP
múzeum	музей	múzeum	музей	N;NOM;SG	N;INDF;MASC;SG
közben	междувременно	közben	междувременно	ADV	ADV
forrás	източник	forrás	източник	N;NOM;SG	N;INDF;MASC;SG
forrás	ресурс	forrás	ресурс	N;NOM;SG	N;INDF;MASC;SG
html	html	html	html	N;NOM;SG	N;INDF;MASC;SG
név	името	név	име	N;NOM;SG	N;DEF;NEUT;SG
név	наименование	név	наименование	N;NOM;SG	N;INDF;NEUT;SG
név	име	név	име	N;NOM;SG	N;INDF;NEUT;SG
dolgozott	работил	dolgozik	работя	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
kupa	чашка	kupa	чашки	N;NOM;SG	N;INDF;FEM;SG
kupa	чаша	kupa	чаша	N;NOM;SG	N;INDF;FEM;SG
kupa	купа	kupa	купа	N;NOM;SG	N;INDF;FEM;SG
kupa	къп	kupa	къп	N;NOM;SG	N;INDF;MASC;SG
játszott	играл	játszik	играя	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
terület	територия	terület	територия	N;NOM;SG	N;INDF;FEM;SG
terület	територията	terület	територия	N;NOM;SG	N;DEF;FEM;SG
terület	зона	terület	зона	N;NOM;SG	N;INDF;FEM;SG
terület	площ	terület	площ	N;NOM;SG	N;INDF;FEM;SG
terület	област	terület	област	N;NOM;SG	N;INDF;FEM;SG
terület	район	terület	район	N;NOM;SG	N;INDF;MASC;SG
végzett	завърши	végez	завърша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
végzett	завършила	végez	завърша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
végzett	завършил	végez	завърша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
herceg	херцог	herceg	херцог	N;NOM;SG	N;INDF;MASC;SG
herceg	дук	herceg	дук	N;NOM;SG	N;INDF;MASC;SG
herceg	княз	herceg	княз	N;NOM;SG	N;INDF;MASC;SG
herceg	принц	herceg	принц	N;NOM;SG	N;INDF;MASC;SG
herceg	принцът	herceg	принц	N;NOM;SG	N;DEF;MASC;SG
magas	висок	magas	висок	ADJ;NOM;SG	ADJ;INDF;MASC;SG
magas	висока	magas	висок	ADJ;NOM;SG	ADJ;INDF;FEM;SG
magas	висок	magas	висок	ADJ;NOM;SG	ADJ;INDF;MASC;SG
magas	висока	magas	висок	ADJ;NOM;SG	ADJ;INDF;FEM;SG
színház	театър	színház	театър	N;NOM;SG	N;INDF;MASC;SG
színház	театър	színház	театър	N;NOM;SG	N;INDF;MASC;SG
elsősorban	основно	elsősorban	основно	ADV	ADV
elsősorban	предимно	elsősorban	предимно	ADV	ADV
elsősorban	главно	elsősorban	главно	ADV	ADV
köztársaság	република	köztársaság	република	N;NOM;SG	N;INDF;FEM;SG
vendég	клиент	vendég	клиент	N;NOM;SG	N;INDF;MASC;SG
vendég	гост	vendég	гост	N;NOM;SG	N;INDF;MASC;SG
vendég	гостенка	vendég	гостенка	N;NOM;SG	N;INDF;FEM;SG
oldal	страница	oldal	страница	N;NOM;SG	N;INDF;FEM;SG
oldal	страницата	oldal	страница	N;NOM;SG	N;DEF;FEM;SG
idő	времето	idő	време	N;NOM;SG	N;DEF;NEUT;SG
idő	време	idő	време	N;NOM;SG	N;INDF;NEUT;SG
rendszer	система	rendszer	система	N;NOM;SG	N;INDF;FEM;SG
rendszer	системата	rendszer	система	N;NOM;SG	N;DEF;FEM;SG
mikor	кога	mikor	кога	ADV	ADV
írta	написа	ír	напиша	V;DEF;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
album	албум	album	албум	N;NOM;SG	N;INDF;MASC;SG
tanár	учителка	tanár	учителка	N;NOM;SG	N;INDF;FEM;SG
tanár	учител	tanár	учител	N;NOM;SG	N;INDF;MASC;SG
szerkesztő	редактор	szerkesztő	редактор	N;NOM;SG	N;INDF;MASC;SG
gazdasági	икономическа	gazdasági	икономически	ADJ;NOM;SG	ADJ;INDF;FEM;SG
gazdasági	икономически	gazdasági	икономически	ADJ;NOM;SG	ADJ;INDF;MASC;SG
élt	живял	él	живея	V;INDF;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
méter	метър	méter	метър	N;NOM;SG	N;INDF;MASC;SG
méter	метра	méter	метър	N;NOM;SG	N;DEF;MASC;SG
méter	метър	méter	метър	N;NOM;SG	N;INDF;MASC;SG
színész	актьор	színész	актьор	N;NOM;SG	N;INDF;MASC;SG
ház	house	ház	house	N;NOM;SG	N;INDF;MASC;SG
ház	къща	ház	къща	N;NOM;SG	N;INDF;FEM;SG
ház	къщата	ház	къща	N;NOM;SG	N;DEF;FEM;SG
ház	хаус	ház	хаус	N;NOM;SG	N;INDF;MASC;SG
felesége	жена	fel+eség	жена	N;NOM;SG	N;INDF;FEM;SG
felesége	съпруга	fel+eség	съпруга	N;NOM;SG	N;INDF;FEM;SG
felesége	съпругата	fel+eség	съпруга	N;NOM;SG	N;DEF;FEM;SG
