त्रिज्या	radius	त्रिज्या	radius	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
कारखाना	fabrik	कारखाना	fabrik	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
फलक	bestyrelse	फलक	bestyrelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
फलक	bord	फलक	bord	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
फलक	bræt	फलक	bræt	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
फलक	rude	फलक	rude	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
फलक	panelet	फलक	panelet	N;NOM;MASC;SG;3	N;DEF;NEUT;SG
फलक	panel	फलक	panel	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
मिसाल	lignelse	मिसाल	lignelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
बंदूक	gevær	बंदूक	gevær	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
बंदूक	pistol	बंदूक	pistol	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
संतुष्टि	tilfredshed	संतुष्टि	tilfredshed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
संतुष्टि	tilfredsstillelse	संतुष्टि	tilfredsstillelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
संवेग	momentum	संवेग	momentum	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
संवेग	fremdrift	संवेग	fremdrift	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बाघों	tigre	बाघ	tigre	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
वंशावली	slægtsforskning	वंशावली	slægtsforskning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
निमोनिया	lungebetændelse	निमोनिया	lungebetændelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
निमोनिया	pneumoni	निमोनिया	pneumoni	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बचाया	reddede	बचा	redde	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
बचाया	reddet	बचा	redde	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
जटिलताओं	komplikationer	जटिलता	komplikation	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
उत्पीड़न	chikane	उत्पीडन	chikane	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
उत्पीड़न	overgreb	उत्पीडन	overgreb	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
उत्पीड़न	overfald	उत्पीडन	overfald	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
उत्पीड़न	angreb	उत्पीडन	angreb	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कोकेन	kokain	कोकेन	kokain	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पापों	synder	पाप	synde	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
शाखाएं	grene	शाखा	grene	N;NOM;FEM;PL;3	N;DEF;NEUT;PL
शाखाएं	filialer	शाखा	filiale	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
शाखाएं	brancher	शाखा	branche	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
शाखाएं	afdelinger	शाखा	afdeling	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
जानबूझकर	forsætligt	जानबूझकर	forsætligt	ADV	ADV
मानकीकरण	standardisering	मानकीकरण	standardisering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मानकीकरण	standardiseringen	मानकीकरण	standardisering	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
पुकारा	kaldt	पुकार	kalde	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
पुकारा	ringet	पुकार	ringe	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
पुकारा	kaldet	पुकार	kalde	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
पुकारा	ringede	पुकार	ringe	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
पुकारा	kaldte	पुकार	kalde	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
झंडा	flag	झंडा	flag	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
ग्लास	glas	ग्लास	glas	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
घेर	omgiver	घेर	omgive	V;ACT	V;IND;PRS;FIN;ACT
आंत	tarmen	आंत	tarm	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
आंत	tarm	आंत	tarm	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
आंत	maven	आंत	mave	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
आंत	mave	आंत	mave	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
आंत	tarm	आंत	tarm	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
आंत	gut	आंत	gut	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
फ़ुट	fod	फोुट	fod	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्रियान्वयन	gennemførelse	क्रियान्वयन	gennemførelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्रियान्वयन	implementering	क्रियान्वयन	implementering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्रियान्वयन	iværksættelse	क्रियान्वयन	iværksættelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्रियान्वयन	gennemførelsen	क्रियान्वयन	gennemførelse	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
सिगार	cigar	सिगार	cigar	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रुपया	rupee	रुपया	rupee	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रक्रम	process	प्रक्रम	process	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रक्रम	proces	प्रक्रम	proces	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गवाह	vidne	गवाह	vidne	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
पत्रकारों	journalisterne	पत्रकार	journalist	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
पत्रकारों	journalister	पत्रकार	journalist	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
पत्रकारों	reportere	पत्रकार	reportere	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
पत्रकारों	journalisterne	पत्रकार	journalist	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
पत्रकारों	journalister	पत्रकार	journalist	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
मजाक	vits	मजाक	vits	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मजाक	joke	मजाक	joke	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मजाक	spøg	मजाक	spøg	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मजाक	vittighed	मजाक	vittighed	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कांड	skandalen	कांड	skandal	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
कांड	skandale	कांड	skandale	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्लोरीन	chlor	क्लोरीन	chlor	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
क्लोरीन	klor	क्लोरीन	klor	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
संगीतकारों	musikere	संगीतकार	musiker	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
मिठाई	dessert	मिठा	desser	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
मिठाई	desserten	मिठा	dessert	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
मिठाई	slik	मिठा	slik	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
बदलना	skifter	बदल	skifte	V;MASC;NFIN;ACT	V;IND;PRS;FIN;ACT
बदलना	ændrer	बदल	ændre	V;MASC;NFIN;ACT	V;IND;PRS;FIN;ACT
सड़कें	veje	सड़क	vej	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
सड़कें	gader	सड़क	gade	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
सड़कें	gaderne	सड़क	gade	N;NOM;FEM;PL;3	N;DEF;MASC+FEM;PL
प्रीमियम	præmie	प्रीमियम	præmie	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रीमियम	præmien	प्रीमियम	præmie	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
घेरा	omkreds	घेरा	omkreds	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
घेरा	belejring	घेरा	belejring	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
घेरा	belejringen	घेरा	belejring	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
घेरा	cirkel	घेरा	cirkel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
घेरा	kreds	घेरा	kreds	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एक्सेस	adgang	एक्सेस	adgang	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सब्जियों	grønsager	सब्जी	grønsag	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
सब्जियों	grøntsager	सब्जी	grøntsag	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
हाथियों	elefanter	हाथी	elefant	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
स्क्रिप्ट	manus	स्क्रिप्ट	manus	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
स्क्रिप्ट	scriptet	स्क्रिप्ट	scripte	N;NOM;FEM;SG;3	N;DEF;NEUT;SG
स्क्रिप्ट	manuskript	स्क्रिप्ट	manuskript	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
स्क्रिप्ट	script	स्क्रिप्ट	script	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
घूमती	revolverende	घूम	revolverende	V;IPFV;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
गर्भगृह	cella	गर्भगृह	cella	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
डिजाइनर	designer	डिजाइनर	designe	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
विपक्षी	antagonist	विपक्षी	antagonist	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बहिष्कार	boykot	बहिष्कार	boykot	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
टमाटर	tomat	टमाटर	tomat	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
खरीदारी	køb	खरीदारी	køb	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
खरीदारी	shopping	खरीदारी	shopping	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
खरीदारी	indkøb	खरीदारी	indkøb	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
शंकु	keglesnit	शंकु	keglesnit	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शंकु	vaffel	शंकु	vaffel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
शंकु	kegle	शंकु	kegle	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सिक्का	mønt	सिक्का	mønt	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
घोटाले	skandalen	घोटाला	skandal	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
घोटाले	skandale	घोटाला	skandale	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
लाभांश	udbytte	लाभांश	udbytte	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
दबा	undertrykker	दबा	undertrykker	V;ACT	V;IND;PRS;FIN;ACT
उत्कीर्ण	indgravering	उत्कीर्ण	indgravering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आटा	mel	आटा	mel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आटा	dejen	आटा	dej	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
आटा	dej	आटा	dej	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सभ्यताओं	civilisationer	सभ्यता	civilisation	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;PL
जासूस	kriminalassistent	जासूस	kriminalassistent	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जासूस	detektiv	जासूस	detektiv	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जासूस	kriminalbetjent	जासूस	kriminalbetjent	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जासूस	spion	जासूस	spion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जासूस	spionen	जासूस	spion	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
कार्यक्षेत्र	rækkevidde	कार्यक्षेत्र	rækkevidde	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कार्यक्षेत्र	omfang	कार्यक्षेत्र	omfang	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कार्यक्षेत्र	anvendelsesområde	कार्यक्षेत्र	anvendelsesområde	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कार्यक्षेत्र	arbejdspladsen	कार्यक्षेत्र	arbejdsplads	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
कार्यक्षेत्र	arbejdssted	कार्यक्षेत्र	arbejdssted	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
कार्यक्षेत्र	arbejdsplads	कार्यक्षेत्र	arbejdsplads	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मोटरसाइकिल	motorcykel	मोटरसाइकिल	motorcykel	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पुनरावृत्ति	replay	पुनरावृत्ति	replay	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
खतरों	farerne	खतरा	far	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
बेड़े	flåden	बेड़ा	flåd	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
बेड़े	flåde	बेड़ा	flåde	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
किशोरावस्था	teenager	किशोरावस्था	teenage	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
महंगा	dyrt	महंगा	dyr	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
सजाया	dekoreret	सजा	dekorere	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
सजाया	pyntet	सजा	pynte	V;PFV;MASC;SG;V.PTCP;ACT	V;INDF;SG;PST;V.PTCP
आदर्शों	idealer	आदर्श	ideal	N;ACC;MASC;PL;3	N;INDF;NEUT;PL
डिवाइस	anordning	डिवाइस	anordning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
डिवाइस	apparat	डिवाइस	apparat	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
डिवाइस	enhed	डिवाइस	enhed	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ऑब्जेक्ट	genstand	ऑब्जेक्ट	genstand	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ऑब्जेक्ट	objekt	ऑब्जेक्ट	objekt	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
पेंटिंग	maleri	पेंटिंग	maleri	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
पेंटिंग	maling	पेंटिंग	maling	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पेंटिंग	maler	पेंटिंग	male	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सूचियाँ	lister	सूची	liste	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
सूचियाँ	fortegnelser	सूची	fortegnelse	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
आतंकवादियों	terrorister	आतंकवादी	terrorist	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
आतंकवादियों	terroristerne	आतंकवादी	terrorist	N;ACC;MASC;PL;3	N;DEF;MASC+FEM;PL
कुर्सी	stol	कुर्सी	stol	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
कुर्सी	stolen	कुर्सी	stol	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
सांचे	mug	सांच	mug	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्षितिज	horisont	क्षितिज	horisont	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्षितिज	tidshorisont	क्षितिज	tidshorisont	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्षितिज	horisonten	क्षितिज	horisont	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
दोहरा	dobbelt	दोहरा	dobbel	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
दोहरा	dobbelt	दोहरा	dobbel	ADJ;NOM;MASC;SG	ADJ;INDF;NEUT;SG
रैली	stævne	रैली	stævn	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
रैली	rally	रैली	rally	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
रैली	spejderlejr	रैली	spejderlejr	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
संविदा	pagt	संविदा	pagt	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
संविदा	pagten	संविदा	pagt	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
संविदा	kontrakten	संविदा	kontrakt	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
संविदा	kontrakt	संविदा	kontrakt	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
नेटस्केप	netscape	नेटस्केप	netscape	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रक्षेपास्त्र	raket	प्रक्षेपास्त्र	raket	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रक्षेपास्त्र	missil	प्रक्षेपास्त्र	missil	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
फोटोग्राफी	fotografering	फोटोग्राफी	fotografering	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
फोटोग्राफी	fotografi	फोटोग्राफी	fotografi	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
धड़	overkrop	धड़	overkrop	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
धड़	torso	धड़	torso	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कैलगरी	calgary	कैलगरी	calgary	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
साउंडट्रैक	soundtrack	साउंडट्रैक	soundtrack	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
महलों	paladser	महल	paladse	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
वार्तालाप	samtalen	वार्तालाप	samtale	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
वार्तालाप	samtale	वार्तालाप	samtale	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
वार्तालाप	konversation	वार्तालाप	konversation	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
टीले	klitter	टीला	klitte	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;PL
वन्यजीव	dyreliv	वन्यजीव	dyreliv	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
रुझान	trend	रुझान	trend	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रुझान	tendens	रुझान	tendens	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रुझान	trends	रुझान	trends	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
वेशभूषा	kostumet	वेशभूषा	kostum	N;NOM;FEM;SG;3	N;DEF;NEUT;SG
वेशभूषा	dragt	वेशभूषा	drinke	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
वेशभूषा	udklædning	वेशभूषा	udklædning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
वेशभूषा	kostume	वेशभूषा	kostum	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
वेशभूषा	udklædning	वेशभूषा	udklædning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
स्पेंसर	spencer	स्पेंसर	spence	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
अस्पतालों	sygehusene	अस्पताल	sygehus	N;ACC;MASC;PL;3	N;DEF;NEUT;PL
अस्पतालों	hospitaler	अस्पताल	hospital	N;ACC;MASC;PL;3	N;INDF;NEUT;PL
अस्पतालों	hospitalerne	अस्पताल	hospital	N;ACC;MASC;PL;3	N;DEF;NEUT;PL
अस्पतालों	sygehuse	अस्पताल	sygehus	N;ACC;MASC;PL;3	N;INDF;NEUT;PL
विक्रेताओं	sælgere	विक्रेता	sælger	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;PL
पुस्तिका	hæfte	पुस्तिका	hæfte	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पुस्तिका	brochure	पुस्तिका	brochure	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
पुस्तिका	hæftet	पुस्तिका	hæfte	N;NOM;FEM;SG;3	N;DEF;NEUT;SG
पुस्तिका	pjece	पुस्तिका	pjece	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
नाभि	navlen	नाभि	navl	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
नाभि	navle	नाभि	navl	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
देखिए	se	देखिया	se	V;SBJV;SG;FIN;ACT	V;NFIN;ACT
आधुनिकता	modernitet	आधुनिकता	modernitet	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
क्लाइंट	klienten	क्लाइंट	klient	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
क्लाइंट	kunden	क्लाइंट	kunde	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
क्लाइंट	klient	क्लाइंट	klient	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
क्लाइंट	kunde	क्लाइंट	kunde	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
डायरी	dagbog	डायरी	dagbog	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
डायरी	dagbogen	डायरी	dagbog	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;SG
अपडेट	opdatering	अपडेट	opdatering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
अपडेट	update	अपडेट	update	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
चैम्पियन	mester	चैम्पियन	mester	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चैम्पियन	mester	चैम्पियन	mester	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
चैम्पियन	champion	चैम्पियन	champion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सीमाएं	begrænsninger	सीमा	begrænsning	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;PL
आयुर्वेदिक	ayurveda	आयुर्वेदिक	ayurveda	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
वाइस	næstformand	वाइस	næstformand	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
वाइस	vice	वाइस	vice	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
किट	kit	किट	kit	N;NOM;FEM;SG;3	N;INDF;NEUT;SG
बाप	far	बाप	far	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बाप	fader	बाप	fade	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
थाली	plade	थाला	plade	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
थाली	nummerplade	थाला	nummerplade	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
थाली	tallerken	थाला	tallerken	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
कार्यभार	overdragelse	कार्यभार	overdragelse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
कार्यभार	opgave	कार्यभार	opgave	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
एनालॉग	analog	एनालॉग	analog	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
रुकावट	blokering	रुकावट	blokering	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
रुकावट	obstruktion	रुकावट	obstruktion	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
रुकावट	hindring	रुकावट	hindring	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
रुकावट	forhindring	रुकावट	forhindring	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
प्रतिबिंब	refleksion	प्रतिबिंब	refleksion	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रतिबिंब	spejlbillede	प्रतिबिंब	spejlbillet	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
प्रतिबिंब	afspejling	प्रतिबिंब	afspejling	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
प्रतिबिंब	spejl	प्रतिबिंब	spejl	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
ब्लेड	klinge	ब्लेड	klinge	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ब्लेड	blad	ब्लेड	blad	N;NOM;MASC;SG;3	N;INDF;NEUT;SG
