oldalakon	頁	oldal	頁	N;ON+ESS;PL	N
alkalmazottak	員工	alkalmazott	員工	N;NOM;PL	N
beszélgetések	聊天	beszélgetés	聊天	N;NOM;PL	N
beszélgetések	對話	beszélgetés	對話	N;NOM;PL	N
fesztiválok	節日	fesztivál	節日	N;NOM;PL	N
export	出口	export	出口	N;NOM;SG	N
export	出口	export	出口	N;NOM;SG	N
numerikus	數值	numerikus	數值	N;NOM;SG	N
villám	閃光	villám	閃光	N;NOM;SG	N
villám	閃光	villám	閃光	N;NOM;SG	N
villám	閃	villám	閃	N;NOM;SG	N
villám	閃電	villám	閃電	N;NOM;SG	N
villám	閃電	villám	閃電	N;NOM;SG	N
villám	電光	villám	電光	N;NOM;SG	N
emlékezet	記憶	emlékezet	記憶	N;NOM;SG	N
emlékezet	記憶	emlékezet	記憶	N;NOM;SG	N
emlékezet	記憶	emlékezet	記憶	N;NOM;SG	N
felelősséget	責任	felelősség	責任	N;ACC;SG	N
beton	水泥	beton	水泥	N;NOM;SG	N
vitatkozni	爭論	vitatkozik	爭論	V;NFIN;ACT	V
vitatkozni	爭論	vitatkozik	爭論	V;NFIN;ACT	V
időtartama	期限	időtartam	期限	N;NOM;SG	N
képlet	公式	képlet	公式	N;NOM;SG	N
képlet	方程	képlet	方程	N;NOM;SG	N
képlet	配方	képlet	配方	N;NOM;SG	N
identitás	身分	identitás	身分	N;NOM;SG	N
identitás	身份	identitás	身份	N;NOM;SG	N
forgalma	週轉	forgalom	週轉	N;NOM;SG	N
figurák	俑	figura	俑	N;NOM;PL	N
figurák	數字	figura	數字	N;NOM;PL	N
szövetségek	社團	szövetség	社團	N;NOM;PL	N
szövetségek	聯盟	szövetség	聯盟	N;NOM;PL	N
szövetségek	同盟	szövetség	同盟	N;NOM;PL	N
napfény	太陽	napfény	太陽	N;NOM;SG	N
napfény	陽光	napfény	陽光	N;NOM;SG	N
napfény	陽光	napfény	陽光	N;NOM;SG	N
napfény	陽光	napfény	陽光	N;NOM;SG	N
közgazdaságtan	經濟	közgazdaság	經濟	N;NOM;SG	N
közgazdaságtan	經濟	közgazdaság	經濟	N;NOM;SG	N
folyosó	走廊	folyosó	走廊	N;NOM;SG	N
folyosó	走道	folyosó	走道	N;NOM;SG	N
folyosó	走廊	folyosó	走廊	N;NOM;SG	N
csing	叮	csing	叮		
radar	雷達	radar	雷達	N;NOM;SG	N
eredményesen	高	eredményes	高	ADJ;FRML;SG	ADJ
kávé	咖啡	kávé	咖啡	N;NOM;SG	N
szeretettel	戀愛	szeretet	戀愛	N;INS;SG	N
szeretettel	愛情	szeretet	愛情	N;INS;SG	N
volkswagen	大眾	volkspag	大眾	N;NOM;SG	N
zaj	噪聲	zaj	噪聲	N;NOM;SG	N
zaj	噪音	zaj	噪音	N;NOM;SG	N
lövedék	子	lövedék	子	N;NOM;SG	N
lövedék	彈頭	lövedék	彈頭	N;NOM;SG	N
élelmiszerek	糧食	élelmiszer	糧食	N;NOM;PL	N
élelmiszerek	食品	élelmiszer	食品	N;NOM;PL	N
élelmiszerek	食物	élelmiszer	食物	N;NOM;PL	N
élelmiszerek	食物	élelmiszer	食物	N;NOM;PL	N
élelmiszerek	食品	élelmiszer	食品	N;NOM;PL	N
élelmiszerek	食品	élelmiszer	食品	N;NOM;PL	N
lepke	蝴蝶	lepk	蝴蝶	N;NOM;SG	N
akna	軸	ak	軸	N;NOM;SG	N
populáció	人口	populáció	人口	N;NOM;SG	N
sziklák	崖	szik	崖	N;NOM;PL	N
sziklák	懸崖	szik	懸崖	N;NOM;PL	N
sziklák	崖	szik	崖	N;NOM;PL	N
sziklák	岩	szik	岩	N;NOM;PL	N
sziklák	岩石	szik	岩石	N;NOM;PL	N
jegy	票	jegy	票	N;NOM;SG	N
jegy	門票	jegy	門票	N;NOM;SG	N
jegy	車票	jegy	車票	N;NOM;SG	N
jegy	票券	jegy	票券	N;NOM;SG	N
jegy	售票	jegy	售票	N;NOM;SG	N
jegy	票	jegy	票	N;NOM;SG	N
jegy	門票	jegy	門票	N;NOM;SG	N
jegy	車票	jegy	車票	N;NOM;SG	N
zavargások	擾動	zavargás	擾動	N;NOM;PL	N
zavargások	暴亂	zavargás	暴亂	N;NOM;PL	N
zavargások	暴動	zavargás	暴動	N;NOM;PL	N
zavargások	暴亂	zavargás	暴亂	N;NOM;PL	N
műtét	手術	műtét	手術	N;NOM;SG	N
műtét	外科	műtét	外科	N;NOM;SG	N
tárgyalni	談判	tárgyal	談判	V;NFIN;ACT	V
vese	腎	vese	腎	N;NOM;SG	N
vese	腎	vese	腎	N;NOM;SG	N
vese	腎	vese	腎	N;NOM;SG	N
vese	腎	vese	腎	N;NOM;SG	N
vese	腎	vese	腎	N;NOM;SG	N
áruk	商品	ár	商品	N;NOM;PL	N
áruk	商品	ár	商品	N;NOM;PL	N
áruk	貨物	ár	貨物	N;NOM;PL	N
frekvencia	頻率	frekvencia	頻率	N;NOM;SG	N
címzett	收件	címzett	收件	V;INDF;IND;SG;3;PST;FIN;ACT	V
címzett	收件	címzett	收件	V;INDF;IND;SG;3;PST;FIN;ACT	V
címzett	收款	címzett	收款	V;INDF;IND;SG;3;PST;FIN;ACT	V
eredet	原產	eredet	原產	N;NOM;SG	N
eredet	起源	eredet	起源	N;NOM;SG	N
eredet	起源	eredet	起源	N;NOM;SG	N
botok	棍	bot	棍	N;NOM;PL	N
botok	棍子	bot	棍子	N;NOM;PL	N
botok	木棍	bot	木棍	N;NOM;PL	N
töltés	電荷	töltés	電荷	N;NOM;SG	N
töltés	收費	töltés	收費	N;NOM;SG	N
töltés	收費	töltés	收費	N;NOM;SG	N
életem	生命	élet	生命	N;NOM;SG	N
életem	人生	élet	人生	N;NOM;SG	N
agyag	泥	agyag	泥	N;NOM;SG	N
lövés	射擊	lövés	射擊	N;NOM;SG	N
lövés	槍擊	lövés	槍擊	N;NOM;SG	N
lövés	鏡頭	lövés	鏡頭	N;NOM;SG	N
térképet	地圖	térkép	地圖	N;ACC;SG	N
csillagászok	天文	csillagász	天文	N;NOM;PL	N
postai	郵費	postai	郵費	N;NOM;SG	N
postai	郵政	postai	郵政	N;NOM;SG	N
embléma	國徽	embléma	國徽	N;NOM;SG	N
szállítás	運輸	szállítás	運輸	N;NOM;SG	N
szállítás	交通	szállítás	交通	N;NOM;SG	N
szállítás	運費	szállítás	運費	N;NOM;SG	N
szállítás	航運	szállítás	航運	N;NOM;SG	N
szállítás	貨運	szállítás	貨運	N;NOM;SG	N
szállítás	裝運	szállítás	裝運	N;NOM;SG	N
szállítás	托運	szállítás	托運	N;NOM;SG	N
szállítás	運輸	szállítás	運輸	N;NOM;SG	N
szállítás	交通	szállítás	交通	N;NOM;SG	N
fényképész	攝影	fényképész	攝影	N;NOM;SG	N
maszk	口罩	maszk	口罩	N;NOM;SG	N
maszk	面具	maszk	面具	N;NOM;SG	N
maszk	面罩	maszk	面罩	N;NOM;SG	N
maszk	口罩	maszk	口罩	N;NOM;SG	N
maszk	面具	maszk	面具	N;NOM;SG	N
maszk	面罩	maszk	面罩	N;NOM;SG	N
szenvedés	苦難	szenvedés	苦難	N;NOM;SG	N
szenvedés	痛苦	szenvedés	痛苦	N;NOM;SG	N
szenvedés	苦難	szenvedés	苦難	N;NOM;SG	N
fellépés	動作	fellépés	動作	N;NOM;SG	N
fellépés	行動	fellépés	行動	N;NOM;SG	N
gerinc	脊椎	gerinc	脊椎	N;NOM;SG	N
gerinc	脊柱	gerinc	脊柱	N;NOM;SG	N
gerinc	脊髓	gerinc	脊髓	N;NOM;SG	N
gerinc	主幹	gerinc	主幹	N;NOM;SG	N
gerinc	支柱	gerinc	支柱	N;NOM;SG	N
ellenfelek	對手	ellenfelek	對手	N;NOM;PL	N
állampolgárok	市民	állampolgár	市民	N;NOM;PL	N
állampolgárok	公民	állampolgár	公民	N;NOM;PL	N
állampolgárok	國民	állampolgár	國民	N;NOM;PL	N
fedélzeten	董事	fedélzet	董事	N;ON+ESS;SG	N
fedélzeten	甲板	fedélzet	甲板	N;ON+ESS;SG	N
bizonyítás	證據	bizonyítás	證據	N;NOM;SG	N
gabona	穀物	gabona	穀物	N;NOM;SG	N
gabona	穀類	gabona	穀類	N;NOM;SG	N
gabona	糧食	gabona	糧食	N;NOM;SG	N
gabona	穀物	gabona	穀物	N;NOM;SG	N
gabona	糧	gabona	糧	N;NOM;SG	N
gabona	麥片	gabona	麥片	N;NOM;SG	N
gabona	穀物	gabona	穀物	N;NOM;SG	N
gabona	穀類	gabona	穀類	N;NOM;SG	N
eszmék	理想	eszmék	理想	N;NOM;PL	N
eszmék	想法	eszmék	想法	N;NOM;PL	N
kereslet	需求	kereslet	需求	N;NOM;SG	N
jobbágyok	農奴	jobbágy	農奴	N;NOM;PL	N
terminál	終點	terminál	終點	N;NOM;SG	N
terminál	終端	terminál	終端	N;NOM;SG	N
terminál	終端	terminál	終端	N;NOM;SG	N
nézem	觀看	néz	觀看	V;DEF;IND;SG;1;PRS;FIN;ACT	V
ígért	允諾	ígér	允諾	V;INDF;IND;SG;3;PST;FIN;ACT	V
kóros	病理	kóros	病理	N;NOM;SG	N
kóros	病理	kóros	病理	N;NOM;SG	N
chip	晶片	chip	晶片	N;NOM;SG	N
kolléga	同事	kollég	同事	N;NOM;SG	N
egyenletesen	均勻	egyenletesen	均勻	ADJ;FRML;SG	ADJ
jegyek	票	jegy	票	N;NOM;PL	N
jegyek	門票	jegy	門票	N;NOM;PL	N
jegyek	車票	jegy	車票	N;NOM;PL	N
jegyek	票券	jegy	票券	N;NOM;PL	N
kertje	園	kert	園	N;NOM;SG	N
kertje	園林	kert	園林	N;NOM;SG	N
kertje	花園	kert	花園	N;NOM;SG	N
kertje	園藝	kert	園藝	N;NOM;SG	N
tisztviselők	官員	tisztviselő	官員	N;NOM;PL	N
üzemek	植物	üz	植物	N;NOM;PL	N
üzemek	工廠	üz	工廠	N;NOM;PL	N
gyomor	胃	gyomor	胃	N;NOM;SG	N
gyomor	肚子	gyomor	肚子	N;NOM;SG	N
virágzik	盛開	virágzik	盛開	V;INDF;IND;SG;3;PRS;FIN;ACT	V
virágzik	開花	virágzik	開花	V;INDF;IND;SG;3;PRS;FIN;ACT	V
virágzik	盛開	virágzik	盛開	V;INDF;IND;SG;3;PRS;FIN;ACT	V
védekezés	防禦	védekezés	防禦	N;NOM;SG	N
védekezés	辯護	védekezés	辯護	N;NOM;SG	N
védekezés	國防	védekezés	國防	N;NOM;SG	N
védekezés	防禦	védekezés	防禦	N;NOM;SG	N
védekezés	防守	védekezés	防守	N;NOM;SG	N
védekezés	國防	védekezés	國防	N;NOM;SG	N
vadászok	獵人	vadász	獵人	N;NOM;PL	N
vadászok	鬥士	vadász	鬥士	N;NOM;PL	N
aids	愛滋	aids	愛滋	N;NOM;SG	N
vicc	笑話	vicc	笑話	N;NOM;SG	N
vicc	笑話	vicc	笑話	N;NOM;SG	N
elképzelések	概念	elképzelés	概念	N;NOM;PL	N
elképzelések	理念	elképzelés	理念	N;NOM;PL	N
magnézium	鎂	magnézium	鎂	N;NOM;SG	N
álmok	夢	álom	夢	N;NOM;PL	N
álmok	夢境	álom	夢境	N;NOM;PL	N
álmok	夢想	álom	夢想	N;NOM;PL	N
mise	質量	mise	質量	N;NOM;SG	N
mise	彌撒	mise	彌撒	N;NOM;SG	N
bölcsesség	智慧	bölcsesség	智慧	N;NOM;SG	N
kakas	公雞	kakas	公雞	N;NOM;SG	N
kakas	公雞	kakas	公雞	N;NOM;SG	N
elfogult	偏向	elfogul	偏向		
elfogult	偏	elfogul	偏		
elfogult	偏向	elfogul	偏向		
üzenetek	訊息	üzenet	訊息	N;NOM;PL	N
üzenetek	信件	üzenet	信件	N;NOM;PL	N
túlélők	生	túlélő	生	N;NOM;PL	N
kritériumok	標準	kritérium	標準	N;NOM;PL	N
végzet	天命	végzet	天命	N;NOM;SG	N
végzet	命運	végzet	命運	N;NOM;SG	N
végzet	命運	végzet	命運	N;NOM;SG	N
delfin	海豚	delfin	海豚	N;NOM;SG	N
lőni	拍攝	lő	拍攝	V;NFIN;ACT	V
lőni	拍	lő	拍	V;NFIN;ACT	V
celsius	攝氏	celsius	攝氏	N;NOM;SG	N
szülői	育兒	szülői	育兒	N;NOM;SG	N
szülői	家長	szülői	家長	N;NOM;SG	N
szülői	父母	szülői	父母	N;NOM;SG	N
