com	con	com	con	ADP	ADP
paulo	paulo	paulo	paulo	N;MASC;SG	N;MASC;SG
paulo	pablo	paulo	pablo	N;MASC;SG	N;MASC;SG
ver	véase	ver	véase	V;NFIN	V;SBJV;SG;3;PRS;FIN
ver	ver	ver	ver	V;NFIN	V;NFIN
ver	vea	ver	ver	V;NFIN	V;IMP;SG;3;FIN
ver	ver	ver	ver	V;NFIN	V;NFIN
outubro	octubre	outubro	octubre	N;MASC;SG	N
isso	este	isso	este	PRO;MASC;SG	PRO;MASC;SG
isso	esto	isso	este	PRO;MASC;SG	PRO;SG
isso	esta	isso	este	PRO;MASC;SG	PRO;FEM;SG
isso	eso	isso	ese	PRO;MASC;SG	PRO;SG
nova	nuevo	novo	nuevo	ADJ;FEM;SG	ADJ;MASC;SG
nova	nueva	novo	nuevo	ADJ;FEM;SG	ADJ;FEM;SG
álbum	álbum	álbum	álbum	N;MASC;SG	N;MASC;SG
álbum	album	álbum	album	N;MASC;SG	N;MASC;SG
álbum	disco	álbum	disco	N;MASC;SG	N;MASC;SG
junho	junio	junho	junio	N;MASC;SG	N
contra	contra	contra	contra	ADP	ADP
contra	contra	contra	contra	ADP	ADP
tempo	clima	tempo	clima	N;MASC;SG	N;MASC;SG
tempo	tiempo	tempo	tiempo	N;MASC;SG	N;MASC;SG
tempo	meteorología	tempo	meteorología	N;MASC;SG	N;FEM;SG
tempo	hora	tempo	hora	N;MASC;SG	N;FEM;SG
tempo	tiempo	tempo	tiempo	N;MASC;SG	N;MASC;SG
tempo	time	tempo	time	N;MASC;SG	N
dezembro	diciembre	dezembro	diciembre	N;MASC;SG	N
fevereiro	febrero	fevereiro	febrero	N;MASC;SG	N
forma	forma	forma	forma	N;FEM;SG	N;FEM;SG
forma	forma	forma	forma	N;FEM;SG	N;FEM;SG
forma	formulario	forma	formulario	N;FEM;SG	N;MASC;SG
novembro	noviembre	novembro	noviembre	N;MASC;SG	N
então	luego	então	luego	ADV	ADV
então	entonces	então	entonces	ADV	ADV
principal	principal	principal	principal	ADJ;MASC;SG	ADJ;SG
principal	principal	principal	principal	ADJ;MASC;SG	ADJ;SG
três	tres	três	tres	NUM	NUM;PL
série	serie	série	serie	N;FEM;SG	N;FEM;SG
série	serie	série	serie	N;FEM;SG	N;FEM;SG
final	final	final	final	N;MASC;SG	N;MASC;SG
final	end	final	end	N;MASC;SG	N
final	fin	final	fin	N;MASC;SG	N;MASC;SG
final	final	final	final	N;MASC;SG	N;MASC;SG
final	final	final	final	N;MASC;SG	N;MASC;SG
desde	desde	desde	desde	ADP	ADP
história	historia	história	historia	N;FEM;SG	N;FEM;SG
história	story	história	story	N;FEM;SG	N
história	historia	história	historia	N;FEM;SG	N;FEM;SG
história	historial	história	historial	N;FEM;SG	N;MASC;SG
filme	pelicula	filme	pelicula	N;MASC;SG	N;FEM;SG
filme	cine	filme	cine	N;MASC;SG	N;MASC;SG
filme	movie	filme	movie	N;MASC;SG	N;SG
filme	película	filme	película	N;MASC;SG	N;FEM;SG
filme	pelicula	filme	pelicula	N;MASC;SG	N;FEM;SG
filme	cine	filme	cine	N;MASC;SG	N;MASC;SG
filme	película	filme	película	N;MASC;SG	N;FEM;SG
filme	film	filme	film	N;MASC;SG	N;MASC;SG
antes	antes	antes	antes	ADV	ADV
melhor	mejor	melhor	mejor	ADV	ADV
melhor	mejor	melhor	mejor	ADV	ADV
duas	dos	dois	dos	NUM	NUM;PL
guerra	guerra	guerra	guerra	N;FEM;SG	N;FEM;SG
guerra	war	guerra	war	N;FEM;SG	N;SG
população	población	população	población	N;FEM;SG	N;FEM;SG
estados	estados	estado	estado	N;MASC;PL	N;MASC;PL
bem	bien	bem	bien	ADV	ADV
mundo	mundo	mundo	mundo	N;MASC;SG	N;MASC;SG
mundo	world	mundo	world	N;MASC;SG	N
banda	band	banda	band	N;FEM;SG	N;SG
banda	banda	banda	banda	N;FEM;SG	N;FEM;SG
banda	banda	banda	banda	N;FEM;SG	N;FEM;SG
outras	otras	outro	otro	PRO;FEM;PL	PRO;FEM;PL
outras	otros	outro	otro	PRO;FEM;PL	PRO;MASC;PL
outras	otras	outro	otro	PRO;FEM;PL	PRO;FEM;PL
outras	otros	outro	otro	PRO;FEM;PL	PRO;MASC;PL
gols	metas	gol	meta	N;MASC;PL	N;FEM;PL
gols	objetivos	gol	objetivo	N;MASC;PL	N;MASC;PL
gols	goles	gol	gol	N;MASC;PL	N;MASC;PL
nacional	national	nacional	national	ADJ;MASC;SG	ADJ;SG
nacional	nacional	nacional	nacional	ADJ;MASC;SG	ADJ;SG
nacional	nacional	nacional	nacional	ADJ;MASC;SG	ADJ;SG
sido	sido	ser	ser	V;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
jogos	juegos	jogo	juego	N;MASC;PL	N;MASC;PL
qual	cual	qual	cual	PRO;MASC;SG	PRO;SG
brasileiro	brasileño	brasileiro	brasileño	N;MASC;SG	N;MASC;SG
alguns	algunas	algum	alguno	PRO;MASC;PL	PRO;FEM;PL
alguns	algunos	algum	alguno	PRO;MASC;PL	PRO;MASC;PL
center	centro	center	centro	N;MASC;SG	N;MASC;SG
center	center	center	center	N;MASC;SG	N;MASC;SG
vida	vida	vida	vida	N;FEM;SG	N;FEM;SG
vida	life	vida	life	N;FEM;SG	N
vida	vida	vida	vida	N;FEM;SG	N;FEM;SG
país	pais	país	pais	N;MASC;SG	N;MASC;SG
país	país	país	país	N;MASC;SG	N;MASC;SG
eles	ellas	eles	él	PRO;NOM;MASC;PL;3	PRO;FEM;PL;3
eles	ellos	eles	él	PRO;NOM;MASC;PL;3	PRO;MASC;PL;3
eles	ellos	eles	él	PRO;NOM;MASC;PL;3	PRO;MASC;PL;3
eles	ellas	eles	él	PRO;NOM;MASC;PL;3	PRO;FEM;PL;3
música	music	música	music	N;FEM;SG	N
música	música	música	música	N;FEM;SG	N;FEM;SG
música	musica	música	musica	N;FEM;SG	N;FEM;SG
página	pagina	página	pagina	N;FEM;SG	N;FEM;SG
página	página	página	página	N;FEM;SG	N;FEM;SG
página	page	página	pager	N;FEM;SG	N
dias	dias	dia	dia	N;MASC;PL	N;MASC;PL
dias	días	dia	día	N;MASC;PL	N;MASC;PL
dias	jornadas	dia	jornada	N;MASC;PL	N;FEM;PL
dias	dias	dia	dia	N;MASC;PL	N;MASC;PL
dias	days	dia	day	N;MASC;PL	N
campeonato	campeonato	campeonato	campeonato	N;MASC;SG	N;MASC;SG
campeonato	championship	campeonato	championship	N;MASC;SG	N;MASC;SG
município	municipalidad	município	municipalidad	N;MASC;SG	N;FEM;SG
município	municipio	município	municipio	N;MASC;SG	N;MASC;SG
futebol	soccer	futebol	soccer	N;MASC;SG	N;SG
futebol	fútbol	futebol	fútbol	N;MASC;SG	N;MASC;SG
futebol	futbol	futebol	futbol	N;MASC;SG	N;MASC;SG
futebol	fútbol	futebol	fútbol	N;MASC;SG	N;MASC;SG
futebol	futbol	futebol	futbol	N;MASC;SG	N;MASC;SG
espécie	especie	espécie	especie	N;FEM;SG	N;FEM;SG
joão	joão	joão	joão	N;MASC;SG	N;MASC;SG
tinha	tenía	ter	tener	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
clube	club	clube	club	N;MASC;SG	N;MASC;SG
clube	garrote	clube	garrote	N;MASC;SG	N;MASC;SG
clube	discoteca	clube	discoteca	N;MASC;SG	N;FEM;SG
clube	clube	clube	clube	N;MASC;SG	N;MASC;SG
novo	nuevo	novo	nuevo	ADJ;MASC;SG	ADJ;MASC;SG
novo	nueva	novo	nuevo	ADJ;MASC;SG	ADJ;FEM;SG
teve	tuvo	ter	tener	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
tendo	teniendo	ter	tener	V;V.MSDR	V;V.MSDR
tendo	tener	ter	tener	V;V.MSDR	V;NFIN
segunda	segunda	segundo	segundo	ADJ;FEM;SG	ADJ;FEM;SG
segunda	segundo	segundo	segundo	ADJ;FEM;SG	ADJ;MASC;SG
pessoas	personas	pessoa	persona	N;FEM;PL	N;FEM;PL
habitantes	habitantes	habitante	habitante	N;PL	N;PL
presidente	president	presidente	president	N;MASC;SG	N;MASC;SG
presidente	presidenta	presidente	presidenta	N;MASC;SG	N;FEM;SG
presidente	presidente	presidente	presidente	N;MASC;SG	N;MASC;SG
presidente	presidenta	presidente	presidenta	N;MASC;SG	N;FEM;SG
presidente	presidente	presidente	presidente	N;MASC;SG	N;MASC;SG
caso	case	caso	case	N;MASC;SG	N
caso	caso	caso	caso	N;MASC;SG	N;MASC;SG
caso	estuche	caso	estuche	N;MASC;SG	N;MASC;SG
jogo	juego	jogo	juego	N;MASC;SG	N;MASC;SG
sistema	system	sistema	system	N;MASC;SG	N
sistema	sistema	sistema	sistema	N;MASC;SG	N;MASC;SG
americano	american	americano	americar	N;MASC;SG	N;FEM;SG
período	periodo	período	periodo	N;MASC;SG	N;MASC;SG
período	período	período	período	N;MASC;SG	N;MASC;SG
século	siglo	século	siglo	N;MASC;SG	N;MASC;SG
título	titulo	título	titulo	N;MASC;SG	N;MASC;SG
título	título	título	título	N;MASC;SG	N;MASC;SG
casa	house	casa	house	N;FEM;SG	N;MASC;SG
casa	casita	casa	casita	N;FEM;SG	N;FEM;SG
casa	casa	casa	casa	N;FEM;SG	N;FEM;SG
casa	hogar	casa	hogar	N;FEM;SG	N;MASC;SG
casa	casa	casa	casa	N;FEM;SG	N;FEM;SG
casa	inicio	casa	inicio	N;FEM;SG	N;MASC;SG
lugar	lugar	lugar	lugar	N;MASC;SG	N;MASC;SG
lugar	place	lugar	place	N;MASC;SG	N
oficial	oficial	oficial	oficial	ADJ;MASC;SG	ADJ;SG
oficial	oficial	oficial	oficial	ADJ;MASC;SG	ADJ;SG
vezes	tiempos	vez	tiempo	N;MASC;PL	N;MASC;PL
vezes	veces	vez	vez	N;MASC;PL	N;FEM;PL
vezes	épocas	vez	época	N;MASC;PL	N;FEM;PL
vezes	times	vez	time	N;MASC;PL	N
filho	hijo	filho	hijo	N;MASC;SG	N;MASC;SG
governo	gobierno	governo	gobierno	N;MASC;SG	N;MASC;SG
artigos	articulos	artigo	articulo	N;MASC;PL	N;MASC;PL
artigos	artículos	artigo	artículo	N;MASC;PL	N;MASC;PL
artigos	ítems	artigo	ítems	N;MASC;PL	N;MASC;PL
artigos	articulos	artigo	articulo	N;MASC;PL	N;MASC;PL
artigos	artículos	artigo	artículo	N;MASC;PL	N;MASC;PL
distrito	distrito	distrito	distrito	N;MASC;SG	N;MASC;SG
local	lugar	local	lugar	N;MASC;SG	N;MASC;SG
local	place	local	place	N;MASC;SG	N
local	lugar	local	lugar	N;MASC;SG	N;MASC;SG
trabalho	empleo	trabalho	empleo	N;MASC;SG	N;MASC;SG
trabalho	trabajo	trabalho	trabajo	N;MASC;SG	N;MASC;SG
trabalho	obra	trabalho	obra	N;MASC;SG	N;FEM;SG
trabalho	trabajo	trabalho	trabajo	N;MASC;SG	N;MASC;SG
outro	otro	outro	otro	PRO;MASC;SG	PRO;MASC;SG
outro	otro	outro	otro	PRO;MASC;SG	PRO;MASC;SG
outro	otra	outro	otro	PRO;MASC;SG	PRO;FEM;SG
fez	hizo	fazer	hacer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
acordo	acuerdo	acordo	acuerdo	N;MASC;SG	N;MASC;SG
acordo	acuerdo	acordo	acuerdo	N;MASC;SG	N;MASC;SG
acordo	arreglo	acordo	arreglo	N;MASC;SG	N;MASC;SG
número	número	número	número	N;MASC;SG	N;MASC;SG
número	numero	número	numero	N;MASC;SG	N;MASC;SG
estava	era	estar	ser	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
maria	maría	maria	maría	N;FEM;SG	N;FEM;SG
maria	marie	maria	marie	N;FEM;SG	N;FEM;SG
maria	maría	maria	maría	N;FEM;SG	N;FEM;SG
maria	mary	maria	mary	N;FEM;SG	N;FEM;SG
maria	maría	maria	maría	N;FEM;SG	N;FEM;SG
estão	son	estar	ser	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
vários	varios	vários	varios	PRO;MASC;PL	PRO;MASC;PL
vários	varias	vários	varios	PRO;MASC;PL	PRO;FEM;PL
vários	varios	vários	varios	PRO;MASC;PL	PRO;MASC;PL
vários	varias	vários	varios	PRO;MASC;PL	PRO;FEM;PL
vários	varios	vários	varios	PRO;MASC;PL	PRO;MASC;PL
vários	diversos	vários	diverso	PRO;MASC;PL	PRO;MASC;PL
terra	earth	terra	earth	N;FEM;SG	N
terra	tierra	terra	tierra	N;FEM;SG	N;FEM;SG
terra	land	terra	land	N;FEM;SG	N
terra	terreno	terra	terreno	N;FEM;SG	N;MASC;SG
terra	tierra	terra	tierra	N;FEM;SG	N;FEM;SG
terra	terra	terra	terra	N;FEM;SG	N;FEM;SG
gênero	género	gênero	género	N;MASC;SG	N;MASC;SG
gênero	genero	gênero	genero	N;MASC;SG	N;MASC;SG
gênero	género	gênero	género	N;MASC;SG	N;MASC;SG
gênero	genero	gênero	genero	N;MASC;SG	N;MASC;SG
gênero	sexo	gênero	sexo	N;MASC;SG	N;MASC;SG
gênero	género	gênero	género	N;MASC;SG	N;MASC;SG
igreja	iglesia	igreja	iglesia	N;FEM;SG	N;FEM;SG
universidade	universitario	universidade	universitario	N;FEM;SG	N;MASC;SG
universidade	universidad	universidade	universidad	N;FEM;SG	N;FEM;SG
universidade	college	universidade	collegar	N;FEM;SG	N;MASC;SG
universidade	colegio	universidade	colegio	N;FEM;SG	N;MASC;SG
universidade	universidad	universidade	universidad	N;FEM;SG	N;FEM;SG
qualquer	cualquier	qualquer	cualquiera	DET;FEM;SG	DET;SG
podem	pueden	poder	poder	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
centro	centro	centro	centro	N;MASC;SG	N;MASC;SG
centro	centro	centro	centro	N;MASC;SG	N;MASC;SG
centro	center	centro	center	N;MASC;SG	N;MASC;SG
centro	centro	centro	centro	N;MASC;SG	N;MASC;SG
centro	centre	centro	centre	N;MASC;SG	N;MASC;SG
início	start	início	start	N;MASC;SG	N
início	inicio	início	inicio	N;MASC;SG	N;MASC;SG
início	comienzo	início	comienzo	N;MASC;SG	N;MASC;SG
início	comienzo	início	comienzo	N;MASC;SG	N;MASC;SG
essa	este	esse	este	PRO;FEM;SG	PRO;MASC;SG
essa	esto	esse	este	PRO;FEM;SG	PRO;SG
essa	esta	esse	este	PRO;FEM;SG	PRO;FEM;SG
essa	eso	esse	ese	PRO;FEM;SG	PRO;SG
tipo	type	tipo	type	N;MASC;SG	N
tipo	tipo	tipo	tipo	N;MASC;SG	N;MASC;SG
santa	saint	santo	saint	N;FEM;SG	N;MASC
santa	san	santo	san	N;FEM;SG	N;MASC;SG
conhecido	conocida	conhecido	conocido	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
conhecido	conocido	conhecido	conocido	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
conhecido	conocido	conhecido	conocido	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
canção	canto	canção	canto	N;FEM;SG	N;MASC;SG
canção	cancion	canção	cancionar	N;FEM;SG	N;FEM;SG
canção	canción	canção	canción	N;FEM;SG	N;FEM;SG
edição	edición	edição	edición	N;FEM;SG	N;FEM;SG
edição	edition	edição	edition	N;FEM;SG	N;MASC;SG
edição	edición	edição	edición	N;FEM;SG	N;FEM;SG
edição	montaje	edição	montaje	N;FEM;SG	N;MASC;SG
edição	publicación	edição	publicación	N;FEM;SG	N;FEM;SG
edição	editorial	edição	editorial	N;FEM;SG	N;FEM;SG
mundial	mundial	mundial	mundial	ADJ;MASC;SG	ADJ;SG
português	portugués	português	portugués	N;MASC;SG	N;MASC;SG
lançado	lanzó	lançar	lanzar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
rei	king	rei	king	N;MASC;SG	N
rei	rey	rei	rey	N;MASC;SG	N;MASC;SG
algumas	algunas	algum	alguno	PRO;FEM;PL	PRO;FEM;PL
algumas	algunos	algum	alguno	PRO;FEM;PL	PRO;MASC;PL
quem	quien	quem	quien	PRO;SG	PRO;SG
água	agua	água	agua	N;FEM;SG	N;FEM;SG
quatro	cuatro	quatro	cuatro	NUM	NUM;PL
época	temporada	época	temporada	N;FEM;SG	N;FEM;SG
exemplo	ejemplo	exemplo	ejemplo	N;MASC;SG	N;MASC;SG
morte	fallecimiento	morte	fallecimiento	N;FEM;SG	N;MASC;SG
morte	death	morte	death	N;FEM;SG	N
morte	muerte	morte	muerte	N;FEM;SG	N;FEM;SG
morte	defunción	morte	defunción	N;FEM;SG	N;FEM;SG
sob	bajo	sob	bajo	ADP	ADP
eram	eran	ser	ser	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
brasileira	brasileño	brasileira	brasileño	N;FEM;SG	N;MASC;SG
produção	produccion	produção	produccion	N;FEM;SG	N;FEM;SG
produção	producción	produção	producción	N;FEM;SG	N;FEM;SG
temporada	temporada	temporada	temporada	N;FEM;SG	N;FEM;SG
seguinte	próximo	seguinte	próximo	ADJ;MASC;SG	ADJ;MASC;SG
seguinte	siguiente	seguinte	siguiente	ADJ;MASC;SG	ADJ;SG
seguinte	próxima	seguinte	próximo	ADJ;MASC;SG	ADJ;FEM;SG
muitos	muchas	muito	mucho	PRO;MASC;PL	PRO;FEM;PL
muitos	muchos	muito	mucho	PRO;MASC;PL	PRO;MASC;PL
wikipédia	wikipedia	wikipédia	wikipedia	N;FEM;SG	N;FEM;SG
time	hora	time	hora	N;MASC;SG	N;FEM;SG
time	tiempo	time	tiempo	N;MASC;SG	N;MASC;SG
time	time	time	time	N;MASC;SG	N
time	equipo	time	equipo	N;MASC;SG	N;MASC;SG
time	team	time	team	N;MASC;SG	N
faz	hace	fazer	hacer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
faz	hace	fazer	hacer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
geral	general	geral	general	N;MASC;SG	N;SG
aqui	aquí	aqui	aquí	ADV	ADV
aqui	acá	aqui	acá	ADV	ADV
style	style	style	style	N;MASC;SG	N
style	estilo	style	estilo	N;MASC;SG	N;MASC;SG
versão	version	versão	version	N;FEM;SG	N;FEM;SG
versão	versión	versão	versión	N;FEM;SG	N;FEM;SG
fim	end	fim	end	N;MASC;SG	N
fim	fin	fim	fin	N;MASC;SG	N;MASC;SG
fim	final	fim	final	N;MASC;SG	N;MASC;SG
carlos	carlos	carlo	carlo	N;MASC;SG	N;MASC;SG
carlos	carlos	carlo	carlo	N;MASC;SG	N;MASC;SG
carlos	carlos	carlo	carlo	N;MASC;SG	N;MASC;SG
menos	menos	menos	menos	ADV	ADV
