המשלוח	expediere	המשלוח	expediere	N;MASC;SG	N;INDF;FEM;SG
מנגן	redarea	מנגן	redare	N;MASC;SG	N;DEF;FEM;SG
מנגן	jucand	מנגן	juca	N;MASC;SG	N;INDF;MASC;SG
מנגן	mangan	מנגן	mangan	N;MASC;SG	N;INDF;MASC;SG
הומור	umorul	הומור	umor	N;MASC;SG	N;DEF;MASC;SG
הומור	umor	הומור	umor	N;MASC;SG	N;INDF;MASC;SG
הומור	umorul	הומור	umor	N;MASC;SG	N;DEF;MASC;SG
הומור	umor	הומור	umor	N;MASC;SG	N;INDF;MASC;SG
אשראי	credit	אשראי	credit	N;MASC;SG	N;INDF;MASC;SG
אשראי	creditul	אשראי	credit	N;MASC;SG	N;DEF;MASC;SG
זרמים	fluxuri	זרם	flux	N;MASC;PL	N;INDF;FEM;PL
גדודים	cohorte	גדוד	cohortă	N;MASC;PL	N;INDF;FEM;PL
גדודים	batalioane	גדוד	batalion	N;MASC;PL	N;INDF;FEM;PL
רווחה	bunastarea	רווחה	bunastare	N;FEM;SG	N;DEF;FEM;SG
רווחה	bunastare	רווחה	bunastare	N;FEM;SG	N;INDF;FEM;SG
חסידים	urmaritorii	חסיד	urmaritor	N;MASC;PL	N;DEF;MASC;PL
חסידים	discipolii	חסיד	discipol	N;MASC;PL	N;DEF;MASC;PL
חסידים	discipoli	חסיד	discipol	N;MASC;PL	N;INDF;MASC;PL
נשימה	respiratie	נשימה	respiratie	N;FEM;SG	N;INDF;FEM;SG
נשימה	respiratie	נשימה	respiratie	N;FEM;SG	N;INDF;FEM;SG
נשימה	respiratie	נשימה	respiratie	N;FEM;SG	N;INDF;FEM;SG
נשימה	respiratie	נשימה	respiratie	N;FEM;SG	N;INDF;FEM;SG
בטוחה	increzatoare	בטוח	increzator	ADJ;FEM;SG	ADJ;INDF;FEM
בטוחה	increzator	בטוח	increzator	ADJ;FEM;SG	ADJ;INDF;MASC;SG
קונצרטים	concertele	קונצרט	concert	N;MASC;PL	N;DEF;FEM;PL
קונצרטים	concerte	קונצרט	concert	N;MASC;PL	N;INDF;FEM;PL
העמדה	pozitie	העמדה	pozitie	N;FEM;SG	N;INDF;FEM;SG
העמדה	pozitia	העמדה	pozitie	N;FEM;SG	N;DEF;FEM;SG
העמדה	pozitia	העמדה	pozitie	N;FEM;SG	N;DEF;FEM;SG
העמדה	pozitie	העמדה	pozitie	N;FEM;SG	N;INDF;FEM;SG
העמדה	pozitie	העמדה	pozitie	N;FEM;SG	N;INDF;FEM;SG
מסעדות	restaurante	מסעדה	restaurant	N;FEM;PL	N;INDF;FEM;PL
מסעדות	restaurantele	מסעדה	restaurant	N;FEM;PL	N;DEF;FEM;PL
מיניות	sexualitate	מיני	sexualitate	N;FEM;SG	N;INDF;FEM;SG
מיניות	sexualitatea	מיני	sexualitate	N;FEM;SG	N;DEF;FEM;SG
מיניות	sexuala	מיני	sexual	N;FEM;SG	N;DEF;FEM;SG
מיניות	sexuala	מיני	sexual	N;FEM;SG	N;DEF;FEM;SG
סודי	secreta	סודי	secret	N;MASC;SG	N;DEF;FEM;SG
סודי	secret	סודי	secret	N;MASC;SG	N;INDF;MASC;SG
סודי	secreta	סודי	secret	N;MASC;SG	N;DEF;FEM;SG
סודי	secretul	סודי	secret	N;MASC;SG	N;DEF;MASC;SG
סודי	confidential	סודי	confidential	N;MASC;SG	N;INDF;MASC;SG
סודי	confidential	סודי	confidential	N;MASC;SG	N;INDF;MASC;SG
להבהיר	clarifica	הבהיר	clarifica	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
להבהיר	clarifica	הבהיר	clarifica	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
אחי	frate	אחי	frate		
אחי	omule	אחי	om		
אחי	dude	אחי	dude		
אחי	frate	אחי	frate		
עדים	martorii	עד	martor	N;MASC;PL	N;DEF;MASC;PL
עדים	martori	עד	martor	N;MASC;PL	N;INDF;MASC;PL
עדים	martori	עד	martor	N;MASC;PL	N;INDF;MASC;PL
צפויה	asteptat	צפוי	astepta	ADJ;FEM;SG	ADJ;INDF;MASC;SG
צפויה	previzibila	צפוי	previzibil	ADJ;FEM;SG	ADJ;DEF;FEM;SG
כיס	buzunar	כיס	buzunar	N;MASC;SG	N;INDF;MASC;SG
כיס	buzunarul	כיס	buzunar	N;MASC;SG	N;DEF;MASC;SG
שותפות	parteneriat	שותפות	parteneriat	N;FEM;SG	N;INDF;MASC;SG
שותפות	parteneriatul	שותפות	parteneriat	N;FEM;SG	N;DEF;MASC;SG
מנהרות	tuneluri	מנהרה	tunel	N;FEM;PL	N;INDF;FEM;PL
מנהרות	tunelele	מנהרה	tune	N;FEM;PL	N;DEF;FEM;PL
מנהרות	tunelurile	מנהרה	tunel	N;FEM;PL	N;DEF;FEM;PL
מנהרות	tunele	מנהרה	tună	N;FEM;PL	N;DEF;FEM;PL
ערובה	ostatec	ערובה	ostatec	N;FEM;SG	N;INDF;MASC;SG
ערובה	ostatic	ערובה	ostatic	N;FEM;SG	N;INDF;MASC;SG
ערובה	garantia	ערובה	garantie	N;FEM;SG	N;DEF;FEM;SG
ערובה	garantie	ערובה	garantie	N;FEM;SG	N;INDF;FEM;SG
הוסף	add	הוסף	add		
אוריינות	alfabetizare	אוריינות	alfabetizare	N;FEM;SG	N;INDF;FEM;SG
פשוטות	simple	פשוט	simplu	ADJ;FEM;PL	ADJ;INDF;FEM;PL
אמנותי	artistic	אמנותי	artistic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
אמנותי	artistica	אמנותי	artistică	ADJ;MASC;SG	ADJ;DEF;FEM;SG
אורחים	vizitatorii	אורח	vizitator	N;MASC;PL	N;DEF;MASC;PL
אורחים	vizitatori	אורח	vizitator	N;MASC;PL	N;INDF;MASC;PL
אורחים	oaspeti	אורח	oaspeti	N;MASC;PL	N;INDF;MASC;PL
אורחים	musafiri	אורח	musafir	N;MASC;PL	N;INDF;MASC;PL
איומים	amenintari	איום	amenintar	N;MASC;PL	N;INDF;FEM;PL
איומים	amenintari	איום	amenintar	N;MASC;PL	N;INDF;FEM;PL
אטומי	atomice	אטומי	atomic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
תקלה	defectiune	תקלה	defectiune	N;FEM;SG	N;INDF;FEM;SG
חינוכי	educativ	חינוכי	educativ	ADJ;MASC;SG	ADJ;INDF;MASC;SG
דחף	impingere	דחף	impingere	N;MASC;SG	N;INDF;FEM;SG
דחף	impinsa	דחף	impinsa	N;MASC;SG	N;DEF;FEM;SG
דחף	impuls	דחף	impuls	N;MASC;SG	N;INDF;MASC;SG
טיול	excursie	טיול	excursie	N;MASC;SG	N;INDF;FEM;SG
טיול	trip	טיול	trip	N;MASC;SG	N;INDF;MASC;SG
טיול	calatorie	טיול	calatorie	N;MASC;SG	N;INDF;FEM;SG
כובע	cap	כובע	cap	N;MASC;SG	N;INDF;MASC;SG
כובע	capac	כובע	capac	N;MASC;SG	N;INDF;MASC;SG
כובע	palarie	כובע	palarie	N;MASC;SG	N;INDF;FEM;SG
כובע	palarie	כובע	palarie	N;MASC;SG	N;INDF;FEM;SG
כובע	palaria	כובע	palarie	N;MASC;SG	N;DEF;FEM;SG
הצפנה	criptare	הצפנה	criptare	N;FEM;SG	N;INDF;FEM;SG
בחינם	free	בחינם	free		
רפובליקה	republica	רפובליקה	republică	N;FEM;SG	N;DEF;FEM;SG
רפובליקה	republica	רפובליקה	republică	N;FEM;SG	N;DEF;FEM;SG
מודרניות	moderni	מודרני	modern	ADJ;FEM;PL	ADJ;INDF;MASC;PL
מודרניות	moderne	מודרני	modern	ADJ;FEM;PL	ADJ;INDF;FEM;PL
חגים	sarbatori	חג	sarbator	N;MASC;PL	N;INDF;FEM;PL
חגים	sarbatori	חג	sarbator	N;MASC;PL	N;INDF;FEM;PL
חגים	sarbatorile	חג	sarbator	N;MASC;PL	N;DEF;FEM;PL
לשדר	transmit	שידר	transmite	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לשדר	transmite	שידר	transmite	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
הנחיות	directii	הנחיה	direct	N;FEM;PL	N;INDF;FEM;PL
הנחיות	orientari	הנחיה	orientar	N;FEM;PL	N;INDF;FEM;PL
הנחיות	orientarile	הנחיה	orientare	N;FEM;PL	N;DEF;FEM;PL
הנחיות	directivele	הנחיה	directivă	N;FEM;PL	N;DEF;FEM;PL
הנחיות	directive	הנחיה	directivă	N;FEM;PL	N;INDF;FEM;PL
הנחיות	instructiunile	הנחיה	instructiune	N;FEM;PL	N;DEF;FEM;PL
הנחיות	instructiuni	הנחיה	instructiune	N;FEM;PL	N;INDF;FEM;PL
הנחיות	instructiuni	הנחיה	instructiune	N;FEM;PL	N;INDF;FEM;PL
פסים	dungi	פס	dungă	N;MASC;PL	N;INDF;FEM;PL
פסים	dungile	פס	dungă	N;MASC;PL	N;DEF;FEM;PL
נזקים	daune	נזק	daună	N;MASC;PL	N;INDF;FEM;PL
נזקים	despagubiri	נזק	despagubire	N;MASC;PL	N;INDF;FEM;PL
נזקים	pagube	נזק	pagubă	N;MASC;PL	N;INDF;FEM;PL
נזקים	daune	נזק	daună	N;MASC;PL	N;INDF;FEM;PL
נזקים	pagube	נזק	pagubă	N;MASC;PL	N;INDF;FEM;PL
נזקים	avarii	נזק	avarie	N;MASC;PL	N;INDF;FEM;PL
נזקים	stricaciuni	נזק	stricaciune	N;MASC;PL	N;INDF;FEM;PL
מני	mani	מן	man		
דגלים	steaguri	דגל	steag	N;MASC;PL	N;INDF;FEM;PL
דגלים	steagurile	דגל	steag	N;MASC;PL	N;DEF;FEM;PL
מעריצים	fani	מעריץ	fan	N;MASC;PL	N;INDF;MASC;PL
מעריצים	fanii	מעריץ	fan	N;MASC;PL	N;DEF;MASC;PL
מעריצים	fanilor	מעריץ	fane	N;MASC;PL	N;DEF;MASC;PL
מעריצים	suporteri	מעריץ	suporter	N;MASC;PL	N;INDF;MASC;PL
מנועים	motoarele	נועה	motor	N;MASC;PL	N;DEF;FEM;PL
מנועים	motoare	נועה	motor	N;MASC;PL	N;INDF;FEM;PL
קשתות	arcuri	קשת	arc	N;FEM;PL	N;INDF;FEM;PL
מושבות	colonii	מושבה	colonie	N;FEM;PL	N;INDF;FEM;PL
מושבות	coloniile	מושבה	colonie	N;FEM;PL	N;DEF;FEM;PL
יריב	rivalul	יריב	rival	N;MASC;SG	N;DEF;MASC;SG
יריב	rival	יריב	rival	N;MASC;SG	N;INDF;MASC;SG
יריב	rivala	יריב	rivală	N;MASC;SG	N;DEF;FEM;SG
יריב	adversar	יריב	adversar	N;MASC;SG	N;INDF;MASC;SG
יריב	oponent	יריב	oponent	N;MASC;SG	N;INDF;MASC;SG
יריב	adversar	יריב	adversar	N;MASC;SG	N;INDF;MASC;SG
יריב	adversarul	יריב	adversar	N;MASC;SG	N;DEF;MASC;SG
רצופים	consecutive	רצוף	consecutiv	ADJ;MASC;PL	ADJ;INDF;FEM;PL
פיה	pia	פיה	pie		
טבלה	tabelul	טבלה	tabel	N;FEM;SG	N;DEF;MASC;SG
טבלה	masa	טבלה	masă	N;FEM;SG	N;DEF;FEM;SG
טבלה	masa	טבלה	masă	N;FEM;SG	N;DEF;FEM;SG
טבלה	tabel	טבלה	tabel	N;FEM;SG	N;INDF;MASC;SG
טבלה	graficul	טבלה	grafic	N;FEM;SG	N;DEF;MASC;SG
טבלה	diagrama	טבלה	diagramă	N;FEM;SG	N;DEF;FEM;SG
המונים	masele	המון	masă	N;MASC;PL	N;DEF;FEM;PL
המונים	mase	המון	masă	N;MASC;PL	N;INDF;FEM;PL
המונים	maselor	המון	masă	N;MASC;PL	N;DEF;FEM;PL
אחיות	surori	אח	soră	N;FEM;PL	N;INDF;FEM;PL
אחיות	surorilor	אח	soră	N;FEM;PL	N;DEF;MASC;PL
אחיות	surorile	אח	soră	N;FEM;PL	N;DEF;FEM;PL
אחיות	asistente	אח	asistent	N;FEM;PL	N;INDF;FEM;PL
אחיות	infirmiere	אח	infirmiere	N;FEM;PL	N;INDF;FEM;PL
פין	finn	פין	finn		
האחיות	surori	האחיה	soră	N;FEM;PL	N;INDF;FEM;PL
האחיות	surorilor	האחיה	soră	N;FEM;PL	N;DEF;MASC;PL
האחיות	surorile	האחיה	soră	N;FEM;PL	N;DEF;FEM;PL
ריאות	plaman	ריאות	plaman	N;FEM;SG	N;INDF;MASC;SG
נפשי	mental	נפשי	mental	ADJ;MASC;SG	ADJ;INDF;MASC;SG
נפשי	mentala	נפשי	mentală	ADJ;MASC;SG	ADJ;DEF;FEM;SG
מכסה	acoperind	כיסה	acoperi	V;FEM;SG;V.PTCP;ACT	V;V.MSDR
מעצמות	superputeri	מעצמה	superputere	N;FEM;PL	N;INDF;FEM;PL
סוללות	bateriile	סלל	baterie	N;FEM;PL	N;DEF;FEM;PL
סוללות	baterii	סלל	baterie	N;FEM;PL	N;INDF;FEM;PL
לאבד	pierzi	איבד	pierde	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
לאבד	pierd	איבד	pierde	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לאבד	pierde	איבד	pierde	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
פיצוי	compensare	פיצוי	compensare	N;MASC;SG	N;INDF;FEM;SG
פיצוי	despagubire	פיצוי	despagubire	N;MASC;SG	N;INDF;FEM;SG
פיצוי	compensatie	פיצוי	compensatie	N;MASC;SG	N;INDF;FEM;SG
גשרים	podurile	גשר	pod	N;MASC;PL	N;DEF;FEM;PL
גשרים	poduri	גשר	pod	N;MASC;PL	N;INDF;FEM;PL
נוחות	comoditate	נוחות	comoditate	N;FEM;SG	N;INDF;FEM;SG
נוחות	confort	נוחות	confort	N;FEM;SG	N;INDF;MASC;SG
נוחות	comfort	נוחות	comfort	N;FEM;SG	N;INDF;MASC;SG
נוחות	confortul	נוחות	confort	N;FEM;SG	N;DEF;MASC;SG
נוחות	alinare	נוחות	alinare	N;FEM;SG	N;INDF;FEM;SG
השערות	ipoteze	השערה	ipota	N;FEM;PL	N;INDF;FEM;PL
מבטא	accent	מבטא	accent	N;MASC;SG	N;INDF;MASC;SG
מבטא	accentul	מבטא	accent	N;MASC;SG	N;DEF;MASC;SG
הזמנה	rezervare	הזמנה	rezervare	N;FEM;SG	N;INDF;FEM;SG
הזמנה	rezervarea	הזמנה	rezervare	N;FEM;SG	N;DEF;FEM;SG
הזמנה	invitatie	הזמנה	invitatie	N;FEM;SG	N;INDF;FEM;SG
הזמנה	comanda	הזמנה	comandă	N;FEM;SG	N;DEF;FEM;SG
הזמנה	ordinea	הזמנה	ordine	N;FEM;SG	N;DEF;FEM;SG
הזמנה	comanda	הזמנה	comandă	N;FEM;SG	N;DEF;FEM;SG
הזמנה	ordine	הזמנה	ordine	N;FEM;SG	N;INDF;FEM;SG
הזמנה	ordin	הזמנה	ordin	N;FEM;SG	N;INDF;MASC;SG
הזמנה	rezervare	הזמנה	rezervare	N;FEM;SG	N;INDF;FEM;SG
הזמנה	rezervarea	הזמנה	rezervare	N;FEM;SG	N;DEF;FEM;SG
הזמנה	invitatie	הזמנה	invitatie	N;FEM;SG	N;INDF;FEM;SG
הזמנה	invitatie	הזמנה	invitatie	N;FEM;SG	N;INDF;FEM;SG
כיתה	clasa	כיתה	clasă	N;FEM;SG	N;DEF;FEM;SG
כיתה	clasa	כיתה	clasă	N;FEM;SG	N;DEF;FEM;SG
אקדח	pistol	אקדח	pistol	N;MASC;SG	N;INDF;MASC;SG
אקדח	pistol	אקדח	pistol	N;MASC;SG	N;INDF;MASC;SG
אקדח	arma	אקדח	armă	N;MASC;SG	N;DEF;FEM;SG
אקדח	arma	אקדח	armă	N;MASC;SG	N;DEF;FEM;SG
פיסול	sculptura	פיסול	sculptură	N;MASC;SG	N;DEF;FEM;SG
פיסול	sculptura	פיסול	sculptură	N;MASC;SG	N;DEF;FEM;SG
פיסול	sculptor	פיסול	sculptor	N;MASC;SG	N;INDF;MASC;SG
פיסול	sculptura	פיסול	sculptură	N;MASC;SG	N;DEF;FEM;SG
פיסול	sculptura	פיסול	sculptură	N;MASC;SG	N;DEF;FEM;SG
הגבלות	restrictii	הגבלה	restrict	N;FEM;PL	N;INDF;FEM;PL
הגבלות	limite	הגבלה	limită	N;FEM;PL	N;INDF;FEM;PL
הגבלות	limitele	הגבלה	limită	N;FEM;PL	N;DEF;FEM;PL
קברים	morminte	קבר	mormânt	N;MASC;PL	N;INDF;FEM;PL
קברים	mormintele	קבר	mormânt	N;MASC;PL	N;DEF;FEM;PL
קברים	morminte	קבר	mormânt	N;MASC;PL	N;INDF;FEM;PL
דמוקרטי	democrata	דמוקרטי	democrata	N;MASC;SG	N;DEF;FEM;SG
דמוקרטי	democratica	דמוקרטי	democratică	N;MASC;SG	N;DEF;FEM;SG
דמוקרטי	democrat	דמוקרטי	democrat	N;MASC;SG	N;INDF;MASC;SG
דמוקרטי	democrat	דמוקרטי	democrat	N;MASC;SG	N;INDF;MASC;SG
דמוקרטי	democrata	דמוקרטי	democrata	N;MASC;SG	N;DEF;FEM;SG
ספציפיים	specifice	ספציפיים	specific	ADJ;MASC;PL	ADJ;INDF;FEM;PL
חוקיים	juridice	חוקי	juridic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
חוקיים	legale	חוקי	legal	ADJ;MASC;PL	ADJ;INDF;FEM;PL
הזדמנויות	oportunitati	הזדמנות	oportunitati	N;FEM;PL	N;INDF;MASC;PL
חובות	datoriile	חוב	datorie	N;MASC;PL	N;DEF;FEM;PL
חובות	datorii	חוב	dator	N;MASC;PL	N;INDF;FEM;PL
חובות	indatoriri	חוב	indatorire	N;MASC;PL	N;INDF;FEM;PL
להתפטר	demisioneze	התפטר	demisiona	V;NFIN	V;SBJV;3;PRS;FIN
להתפטר	demisioneaza	התפטר	demisionează	V;NFIN	V;IND;SG;3;IPFV;FIN
ביו	bio	ביו	bio		
צלילים	sunetele	צליל	sunet	N;MASC;PL	N;DEF;FEM;PL
צלילים	sunete	צליל	sunet	N;MASC;PL	N;INDF;FEM;PL
סיקור	acoperire	סיקור	acoperire	N;MASC;SG	N;INDF;FEM;SG
סיקור	acoperirea	סיקור	acoperire	N;MASC;SG	N;DEF;FEM;SG
פלילי	criminala	פלילי	criminal	ADJ;MASC;SG	ADJ;DEF;FEM;SG
קומה	etajul	קומה	etaj	N;FEM;SG	N;DEF;MASC;SG
קומה	etaj	קומה	etaj	N;FEM;SG	N;INDF;MASC;SG
קומה	podea	קומה	podea	N;FEM;SG	N;INDF;FEM;SG
לדחות	amana	דחה	amana	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
לדחות	amana	דחה	amana	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
בדיעבד	retrospectiv	בדיעבד	retrospectiv	ADV	ADV
חיסול	eliminare	חיסול	eliminare	N;MASC;SG	N;INDF;FEM;SG
חיסול	eliminarea	חיסול	eliminare	N;MASC;SG	N;DEF;FEM;SG
שותפה	partenera	שותף	parteneră	N;FEM;SG	N;DEF;FEM;SG
שותפה	partenerul	שותף	partener	N;FEM;SG	N;DEF;MASC;SG
שותפה	partener	שותף	partener	N;FEM;SG	N;INDF;MASC;SG
נסיגה	retragere	נסיגה	retragere	N;FEM;SG	N;INDF;FEM;SG
נסיגה	retragerea	נסיגה	retragere	N;FEM;SG	N;DEF;FEM;SG
נסיגה	retragere	נסיגה	retragere	N;FEM;SG	N;INDF;FEM;SG
נסיגה	retragerea	נסיגה	retragere	N;FEM;SG	N;DEF;FEM;SG
נסיגה	sevraj	נסיגה	sevraj	N;FEM;SG	N;INDF;MASC;SG
פר	per	פר	per		
רפורמה	reformei	רפורמה	reformă	N;FEM;SG	N;DEF;FEM;SG
רפורמה	reforma	רפורמה	reformă	N;FEM;SG	N;DEF;FEM;SG
רפורמה	reforma	רפורמה	reformă	N;FEM;SG	N;DEF;FEM;SG
מעשים	acte	מעשה	act	N;MASC;PL	N;INDF;FEM;PL
מעשים	actiunile	מעשה	actiune	N;MASC;PL	N;DEF;FEM;PL
מעשים	actiuni	מעשה	actiune	N;MASC;PL	N;INDF;FEM;PL
אחסון	stocare	אחסון	stocare	N;MASC;SG	N;INDF;FEM;SG
אחסון	depozitarea	אחסון	depozitare	N;MASC;SG	N;DEF;FEM;SG
אחסון	depozit	אחסון	depozit	N;MASC;SG	N;INDF;MASC;SG
אחסון	depozitare	אחסון	depozitare	N;MASC;SG	N;INDF;FEM;SG
אובייקט	obiect	אובייקט	obiect	N;MASC;SG	N;INDF;MASC;SG
אובייקט	obiectul	אובייקט	obiect	N;MASC;SG	N;DEF;MASC;SG
מחווה	tributul	מחווה	tribut	N;FEM;SG	N;DEF;MASC;SG
מחווה	omagiu	מחווה	omagiu	N;FEM;SG	N;INDF;MASC;SG
מחווה	tribut	מחווה	tribut	N;FEM;SG	N;INDF;MASC;SG
מחווה	gest	מחווה	gest	N;FEM;SG	N;INDF;MASC;SG
מחווה	omagiu	מחווה	omagiu	N;FEM;SG	N;INDF;MASC;SG
מסורתיים	traditionale	מסורתי	traditional	ADJ;MASC;PL	ADJ;INDF;FEM;PL
מהפכה	revolutie	מהפכה	revolutie	N;FEM;SG	N;INDF;FEM;SG
מהפכה	revolutia	מהפכה	revolutie	N;FEM;SG	N;DEF;FEM;SG
מהפכה	revolutia	מהפכה	revolutie	N;FEM;SG	N;DEF;FEM;SG
מהפכה	revolutie	מהפכה	revolutie	N;FEM;SG	N;INDF;FEM;SG
לפתע	brusc	לפתע	brusc	ADV	ADV
מסים	impozitele	מס	impozit	N;MASC;PL	N;DEF;FEM;PL
מסים	impozite	מס	impozit	N;MASC;PL	N;INDF;FEM;PL
מסים	taxe	מס	taxă	N;MASC;PL	N;INDF;FEM;PL
מסים	taxele	מס	taxă	N;MASC;PL	N;DEF;FEM;PL
אמינות	credibilitatea	אמינות	credibilitate	N;FEM;SG	N;DEF;FEM;SG
אמינות	credibilitate	אמינות	credibilitate	N;FEM;SG	N;INDF;FEM;SG
אמינות	fiabilitate	אמינות	fiabilitate	N;FEM;SG	N;INDF;FEM;SG
אמינות	fiabilitatea	אמינות	fiabilitate	N;FEM;SG	N;DEF;FEM;SG
אמינות	autenticitate	אמינות	autenticitate	N;FEM;SG	N;INDF;FEM;SG
אמינות	autenticitatea	אמינות	autenticitate	N;FEM;SG	N;DEF;FEM;SG
נוסחה	formula	נוסחה	formulă	N;FEM;SG	N;DEF;FEM;SG
נוסחה	formula	נוסחה	formulă	N;FEM;SG	N;DEF;FEM;SG
דירה	plat	דירה	plat	N;FEM;SG	N;INDF;MASC;SG
דירה	apartamentul	דירה	apartament	N;FEM;SG	N;DEF;MASC;SG
דירה	apartament	דירה	apartament	N;FEM;SG	N;INDF;MASC;SG
השחר	zori	השחר	zori		
השקעה	investitie	השקעה	investitie	N;FEM;SG	N;INDF;FEM;SG
השקעה	investitie	השקעה	investitie	N;FEM;SG	N;INDF;FEM;SG
אבירים	cavalerilor	אבירים	cavaler	N;MASC;PL	N;DEF;FEM;PL
אבירים	cavaleri	אבירים	cavaler	N;MASC;PL	N;INDF;MASC;PL
אבירים	cavalerii	אבירים	cavaler	N;MASC;PL	N;DEF;MASC;PL
אלגברה	algebra	אלגברה	algebră	N;FEM;SG	N;DEF;FEM;SG
אלגברה	algebra	אלגברה	algebră	N;FEM;SG	N;DEF;FEM;SG
ראיונות	interviurile	ריאיון	interviu	N;MASC;PL	N;DEF;FEM;PL
ראיונות	interviuri	ריאיון	interviu	N;MASC;PL	N;INDF;FEM;PL
דלתות	usi	דלת	us	N;FEM;PL	N;INDF;FEM;PL
דלתות	usi	דלת	us	N;FEM;PL	N;INDF;FEM;PL
דלתות	usi	דלת	us	N;FEM;PL	N;INDF;FEM;PL
סכר	baraj	סכר	baraj	N;MASC;SG	N;INDF;MASC;SG
סכר	barajul	סכר	baraj	N;MASC;SG	N;DEF;MASC;SG
תעודה	certificat	תעודה	certificat	N;FEM;SG	N;INDF;MASC;SG
תעודה	certificatul	תעודה	certificat	N;FEM;SG	N;DEF;MASC;SG
אירוח	ospitalitatea	אירוח	ospitalitate	N;MASC;SG	N;DEF;FEM;SG
אירוח	ospitalitate	אירוח	ospitalitate	N;MASC;SG	N;INDF;FEM;SG
אירוח	gazduire	אירוח	gazduire	N;MASC;SG	N;INDF;FEM;SG
אירוח	gazduirea	אירוח	gazduire	N;MASC;SG	N;DEF;FEM;SG
הכרזה	anuntul	הכרזה	anunt	N;FEM;SG	N;DEF;MASC;SG
הכרזה	anunt	הכרזה	anunt	N;FEM;SG	N;INDF;MASC;SG
הכרזה	anunt	הכרזה	anunt	N;FEM;SG	N;INDF;MASC;SG
הכרזה	anuntul	הכרזה	anunt	N;FEM;SG	N;DEF;MASC;SG
החופים	plajele	החוף	plajă	N;MASC;PL	N;DEF;FEM;PL
החופים	plaje	החוף	plaj	N;MASC;PL	N;INDF;FEM;PL
אולמות	sali	אולם	sal	N;MASC;PL	N;INDF;FEM;PL
אולמות	sali	אולם	sal	N;MASC;PL	N;INDF;FEM;PL
שרירים	muschi	שריר	muschi	N;MASC;PL	N;INDF;MASC;PL
שרירים	muschii	שריר	muschi	N;MASC;PL	N;DEF;MASC;PL
