melampaui	transcende	menlampaui	transcend	V;SG;ACT	V;IND;SG;3;PRS;FIN
pengecualian	excludere	pengecualian	excludere	N;SG	N;INDF;FEM;SG
sintesis	sinteză	sintesis	sinteză	N;SG	N;INDF;FEM;SG
sintesis	sinteza	sintesis	sinteză	N;SG	N;DEF;FEM;SG
keterlibatan	angajament	keterlibatan	angajament	N;SG	N;INDF;MASC;SG
keterlibatan	logodnă	keterlibatan	logodnă	N;SG	N;INDF;FEM;SG
keterlibatan	logodna	keterlibatan	logodnă	N;SG	N;DEF;FEM;SG
keterlibatan	angajamentul	keterlibatan	angajament	N;SG	N;DEF;MASC;SG
keterlibatan	implicare	keterlibatan	implicare	N;SG	N;INDF;FEM;SG
keterlibatan	implicarea	keterlibatan	implicare	N;SG	N;DEF;FEM;SG
keterlibatan	complicitate	keterlibatan	complicitate	N;SG	N;INDF;FEM;SG
enak	delicios	enak	delicios	ADJ;SG	ADJ;INDF;MASC;SG
kesimpulan	concluzia	kesimpulan	concluzie	N;SG	N;DEF;FEM;SG
kesimpulan	concluzie	kesimpulan	concluzie	N;SG	N;INDF;FEM;SG
menyembuhkan	vindeca	mensembuhkan	vindeca	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyembuhkan	vindecă	mensembuhkan	vindeca	V;SG;ACT	V;IND;SG;3;PST;FIN
menyembuhkan	vindeca	mensembuhkan	vindeca	V;SG;ACT	V;IND;SG;3;IPFV;FIN
kebijaksanaan	înțelepciune	kebijaksanaan	înțelepciune	N;SG	N;INDF;FEM;SG
kebijaksanaan	intelepciune	kebijaksanaan	intelepciune	N;SG	N;INDF;FEM;SG
striker	atacant	striker	atacant	N;SG	N;INDF;MASC;SG
striker	striker	striker	striker	N;SG	N;INDF;MASC;SG
ringkasan	sumar	ringkasan	sumar	N;SG	N;INDF;MASC;SG
ringkasan	rezumatul	ringkasan	rezumat	N;SG	N;DEF;MASC;SG
ringkasan	rezumat	ringkasan	rezumat	N;SG	N;INDF;MASC;SG
perkemahan	tabără	perkemahan	tabără	N	N;INDF;FEM;SG
perkemahan	camp	perkemahan	camp	N	N;INDF;MASC;SG
perkemahan	tabăra	perkemahan	tabără	N	N;DEF;FEM;SG
perkemahan	lagăr	perkemahan	lagăr	N	N;INDF;MASC;SG
perkemahan	tabara	perkemahan	tabară	N	N;DEF;FEM;SG
perkemahan	lagăre	perkemahan	lagăr	N	N;INDF;FEM;PL
perkemahan	tabere	perkemahan	tabără	N	N;INDF;FEM;PL
pemujaan	cult	penpujaan	cult	N;SG	N;INDF;MASC;SG
pemujaan	cultul	penpujaan	cult	N;SG	N;DEF;MASC;SG
pemujaan	sectă	penpujaan	sectă	N;SG	N;INDF;FEM;SG
survey	sondaj	survey	sondaj	N	N;INDF;MASC;SG
kutukan	blestem	kutukan	blea	N;SG	N;INDF;MASC;SG
kutukan	blestemul	kutukan	blestem	N;SG	N;DEF;MASC;SG
temuan	descoperire	temuan	descoperire	N;SG	N;INDF;FEM;SG
temuan	descoperirea	temuan	descoperire	N;SG	N;DEF;FEM;SG
temuan	discovery	temuan	discovery	N;SG	N;INDF;MASC;SG
pentas	etapa	pentas	etapă	N	N;DEF;FEM;SG
pentas	etapă	pentas	etapă	N	N;INDF;FEM;SG
pentas	stadiul	pentas	stadiu	N	N;DEF;MASC;SG
antarmuka	interfața	antarmuka	interfață	N;SG	N;DEF;FEM;SG
antarmuka	interfață	antarmuka	interfață	N;SG	N;INDF;FEM;SG
petang	seară	petang	seară	N;SG	N;INDF;FEM;SG
petang	seara	petang	seară	N;SG	N;DEF;FEM;SG
diagram	diagrama	diagram	diagramă	N;SG	N;DEF;FEM;SG
diagram	diagramă	diagram	diagramă	N;SG	N;INDF;FEM;SG
diagram	graficul	diagram	grafic	N;SG	N;DEF;MASC;SG
diagram	diagramă	diagram	diagramă	N;SG	N;INDF;FEM;SG
tempuh	emilia	tempuh	emilie	N;SG;ACT	N;DEF;FEM;SG
elektro	electro	elektro	electro	N;SG	N;INDF;MASC;SG
sandi	parolă	sandi	parolă	N;SG	N;INDF;FEM;SG
sandi	parola	sandi	parola	N;SG	N;DEF;FEM;SG
sandi	cifru	sandi	cifru	N;SG	N;INDF;MASC;SG
sandi	cifrul	sandi	cifr	N;SG	N;DEF;MASC;SG
administrator	administrator	administrator	administrator	N;SG	N;INDF;MASC;SG
administrator	administratorul	administrator	administrator	N;SG	N;DEF;MASC;SG
kental	condensat	kental	condensa	ADJ;SG	ADJ;INDF;MASC;SG
kental	vâscos	kental	vâscos	ADJ;SG	ADJ;INDF;MASC;SG
susah	dificilă	susah	dificil	ADJ;SG	ADJ;INDF;FEM;SG
penomoran	numerotare	pennomoran	numerotare	N;SG	N;INDF;FEM;SG
mediterania	mediterana	mediterania	mediteran	N;SG	N;DEF;FEM;SG
adventure	aventură	adventure	aventură	N	N;INDF;FEM;SG
adventure	aventura	adventure	aventură	N	N;DEF;FEM;SG
adventure	aventuri	adventure	avent	N	N;INDF;FEM;PL
ketegangan	tensiune	ketegangan	tensiune	N;SG	N;INDF;FEM;SG
ketegangan	tensiunea	ketegangan	tensiune	N;SG	N;DEF;FEM;SG
ketegangan	suspans	ketegangan	suspans	N;SG	N;INDF;MASC;SG
petir	thunder	petir	thunder	N;SG	N;INDF;MASC;SG
petir	tunetul	petir	tunet	N;SG	N;DEF;MASC;SG
petir	tunet	petir	tunet	N;SG	N;INDF;MASC;SG
petir	lightning	petir	lightning	N;SG	N;INDF;MASC;SG
petir	fulgerul	petir	fulger	N;SG	N;DEF;MASC;SG
desainer	designer	desainer	designer	N;SG	N;INDF;MASC;SG
kecerdasan	inteligenta	kecerdasan	inteligent	N;SG	N;DEF;FEM;SG
kecerdasan	intelect	kecerdasan	intelect	N;SG	N;INDF;MASC;SG
kecerdasan	intelectul	kecerdasan	intelect	N;SG	N;DEF;MASC;SG
modul	modul	modul	mod	N;SG	N;DEF;MASC;SG
modul	modulul	modul	modul	N;SG	N;DEF;MASC;SG
kecewa	suparat	kecewa	supara	ADJ;SG	ADJ;INDF;MASC;SG
kecewa	supărată	kecewa	supăra	ADJ;SG	ADJ;INDF;FEM;SG
kecewa	supărat	kecewa	supărat	ADJ;SG	ADJ;INDF;MASC;SG
kecewa	dezamagit	kecewa	dezamagit	ADJ;SG	ADJ;INDF;MASC;SG
kecewa	dezamăgit	kecewa	dezamăgit	ADJ;SG	ADJ;INDF;MASC;SG
kecewa	dezamăgită	kecewa	dezamăgit	ADJ;SG	ADJ;INDF;FEM;SG
vandalisme	vandalism	vandalisme	vandalism	N;SG	N;INDF;MASC;SG
vandalisme	vandaliza	vandalisme	vandaliza	N;SG	N;DEF;FEM;SG
tinju	box	tinju	box	N;SG	N;INDF;MASC;SG
tinju	boxul	tinju	box	N;SG	N;DEF;MASC;SG
tinju	pumn	tinju	pumn	N;SG	N;INDF;MASC;SG
tinju	pumnul	tinju	pumn	N;SG	N;DEF;MASC;SG
manufaktur	producători	manufaktur	producător	N	N;INDF;MASC;PL
manufaktur	producătorii	manufaktur	producător	N	N;DEF;MASC;PL
manufaktur	fabricare	manufaktur	fabricare	N	N;INDF;FEM;SG
manufaktur	fabricarea	manufaktur	fabricare	N	N;DEF;FEM;SG
manufaktur	fabricație	manufaktur	fabricație	N	N;INDF;FEM;SG
manufaktur	producator	manufaktur	producator	N	N;INDF;MASC;SG
manufaktur	producătorul	manufaktur	producător	N	N;DEF;MASC;SG
manufaktur	producător	manufaktur	producător	N	N;INDF;MASC;SG
manufaktur	producătorului	manufaktur	producător	N	N;DEF;MASC;SG
potret	portretul	potret	portret	N;SG	N;DEF;MASC;SG
potret	portret	potret	portret	N;SG	N;INDF;MASC;SG
propaganda	propaganda	propaganda	propagandă	N;SG	N;DEF;FEM;SG
propaganda	propagandă	propaganda	propagandă	N;SG	N;INDF;FEM;SG
mempercepat	accelerează	menpercepat	accelera	V;SG;ACT	V;IND;3;PRS;FIN
mempercepat	accelera	menpercepat	accelera	V;SG;ACT	V;IND;SG;3;IPFV;FIN
geng	bandă	geng	bandă	N;SG	N;INDF;FEM;SG
geng	gasca	geng	gască	N;SG	N;DEF;FEM;SG
suster	surori	suster	soră	N	N;INDF;FEM;PL
suster	surorilor	suster	soră	N	N;DEF;MASC;PL
suster	surorile	suster	soră	N	N;DEF;FEM;PL
suster	sora	suster	soră	N	N;DEF;FEM;SG
suster	soră	suster	soră	N	N;INDF;FEM;SG
suster	asistenta	suster	asistentă	N	N;DEF;FEM;SG
suster	asistentă	suster	asistent	N	N;INDF;FEM;SG
fighter	luptator	fighter	luptator	N	N;INDF;MASC;SG
fighter	luptătorul	fighter	luptător	N	N;DEF;MASC;SG
fighter	luptător	fighter	luptător	N	N;INDF;MASC;SG
geometri	geometria	geometri	geometrie	N	N;DEF;FEM;SG
geometri	geometrie	geometri	geometrie	N	N;INDF;FEM;SG
kelainan	anomalie	kelainan	anomalie	N;SG	N;INDF;FEM;SG
kelainan	tulburare	kelainan	tulburare	N;SG	N;INDF;FEM;SG
gaji	salariu	gaji	salariu	N;SG	N;INDF;MASC;SG
gaji	salariul	gaji	salariu	N;SG	N;DEF;MASC;SG
gaji	salar	gaji	salar	N;SG	N;INDF;MASC;SG
lada	pepper	lada	pepper	N;SG	N;INDF;MASC;SG
lada	piper	lada	piper	N;SG	N;INDF;MASC;SG
lada	piperul	lada	piper	N;SG	N;DEF;MASC;SG
pengurangan	reducere	penkurangan	reducere	N;SG	N;INDF;FEM;SG
pengurangan	reducerea	penkurangan	reducere	N;SG	N;DEF;FEM;SG
menyumbangkan	contribuie	mensumbangkan	contribui	V;SG;ACT	V;IND;3;PRS;FIN
anggun	elegant	anggun	elegant	ADJ;SG	ADJ;INDF;MASC;SG
anggun	elegantă	anggun	elegant	ADJ;SG	ADJ;INDF;FEM;SG
inspektur	inspector	inspektur	inspector	N	N;INDF;MASC;SG
inspektur	inspectorul	inspektur	inspector	N	N;DEF;MASC;SG
inspektur	superintendentul	inspektur	superintendent	N	N;DEF;MASC;SG
genetika	genetica	genetika	genetică	N;SG	N;DEF;FEM;SG
globalisasi	globalizare	globalisasi	globalizare	N	N;INDF;FEM;SG
globalisasi	globalizarea	globalisasi	globalizare	N	N;DEF;FEM;SG
sedan	sedan	sedan	sedan	N;SG	N;INDF;MASC;SG
sedan	salon	sedan	salon	N;SG	N;INDF;MASC;SG
sedan	cârciumă	sedan	cârciumă	N;SG	N;INDF;FEM;SG
sedan	cârciuma	sedan	cârciumă	N;SG	N;DEF;FEM;SG
identifikasi	identificarea	identifikasi	identificare	N;SG	N;DEF;FEM;SG
identifikasi	identificare	identifikasi	identificare	N;SG	N;INDF;FEM;SG
kebahagiaan	fericirea	kebahagiaan	fericire	N;SG	N;DEF;FEM;SG
kebahagiaan	fericire	kebahagiaan	fericire	N;SG	N;INDF;FEM;SG
pemberdayaan	împuternicire	pemberdayaan	împuternicire	N;SG	N;INDF;FEM;SG
