agir	konať	agir	konať	V;NFIN	V;IPFV;POS;NFIN
túmulo	hrobku	túmulo	hrobok	N;MASC;SG	N;ACC;FEM;SG
túmulo	hrobu	túmulo	hrob	N;MASC;SG	N;INAN;GEN;MASC;SG
túmulo	hrobe	túmulo	hrob	N;MASC;SG	N;INAN;ESS;MASC;SG
túmulo	hrob	túmulo	hrob	N;MASC;SG	N;INAN;NOM;MASC;SG
leonor	eleonora	leonor	eleonora	N;FEM;SG	N;NOM;FEM;SG
causada	spôsobila	causar	spôsobiť	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
causada	spôsobil	causar	spôsobiť	V;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
acampamento	tábora	acampamento	tábor	N;MASC;SG	N;INAN;GEN;MASC;SG
acampamento	camp	acampamento	camp	N;MASC;SG	N;INAN;NOM;MASC;SG
acampamento	tábor	acampamento	tábor	N;MASC;SG	N;INAN;NOM;MASC;SG
graham	graham	grahar	graham	N;MASC;SG	N;ANIM;NOM;MASC;SG
publicar	publikovať	publicar	publikovať	V;NFIN	V;IPFV;POS;NFIN
publicar	zverejniť	publicar	zverejniť	V;NFIN	V;PFV;POS;NFIN
publicar	uverejniť	publicar	uverejniť	V;NFIN	V;PFV;POS;NFIN
publicar	zverejňovať	publicar	zverejňovať	V;NFIN	V;IPFV;POS;NFIN
publicar	uverejniť	publicar	uverejniť	V;NFIN	V;PFV;POS;NFIN
publicar	uverejňuje	publicar	uverejňovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
vencido	porazil	vencer	poraziť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gera	vytvára	gerar	vytvárať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
gera	generuje	gerar	generovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
gera	generovať	gerar	generovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
pedindo	pýtať	pedir	pýtať	V;V.MSDR	V;IPFV;POS;NFIN
imigração	prisťahovalectvo	imigração	prisťahovalectvo	N;FEM;SG	N;NOM;NEUT;SG
controvérsia	spor	controvérsia	spor	N;FEM;SG	N;INAN;NOM;MASC;SG
roman	romana	roman	romana	N;MASC;SG	N;NOM;FEM;SG
coloração	farbenie	coloração	farbenie	N;FEM;SG	N;NOM;NEUT;SG
coloração	farbivo	coloração	farbivo	N;FEM;SG	N;NOM;FEM;SG
coloração	farbenie	coloração	farbenie	N;FEM;SG	N;NOM;NEUT;SG
coloração	sfarbenie	coloração	sfarbenie	N;FEM;SG	N;NOM;NEUT;SG
coloração	farbivo	coloração	farbivo	N;FEM;SG	N;NOM;FEM;SG
semelhança	podobizeň	semelhança	podobizeň	N;FEM;SG	N;NOM;FEM;SG
semelhança	podobnosť	semelhança	podobnosť	N;FEM;SG	N;NOM;FEM;SG
semelhança	podobnosť	semelhança	podobnosť	N;FEM;SG	N;NOM;FEM;SG
semelhança	podoba	semelhança	podoba	N;FEM;SG	N;NOM;FEM;SG
expressa	vyjadruje	esprimir	vyjadrovať	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
expressa	vyjadriť	esprimir	vyjadriť	V;FEM;SG;V.PTCP	V;PFV;POS;NFIN
expressa	vyjadrila	esprimir	vyjadriť	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
mars	marse	mar	marsa	N;MASC;SG	N;INAN;NOM;MASC;SG
proprietários	majiteľov	proprietário	majiteľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
proprietários	vlastníci	proprietário	vlastník	N;MASC;PL	N;ANIM;NOM;MASC;PL
proprietários	vlastníkov	proprietário	vlastník	N;MASC;PL	N;ANIM;ACC;MASC;PL
proprietários	majitelia	proprietário	majiteľ	N;MASC;PL	N;ANIM;NOM;MASC;PL
actividades	aktivít	actividade	aktivita	N;FEM;PL	N;GEN;FEM;PL
actividades	činnosti	actividade	činnosť	N;FEM;PL	N;NOM;FEM;PL
actividades	aktivity	actividade	aktivita	N;FEM;PL	N;NOM;FEM;PL
rapaz	chlapček	rapaz	chlapček	N;MASC;SG	N;ANIM;NOM;MASC;SG
rapaz	chalan	rapaz	chalan	N;MASC;SG	N;ANIM;NOM;MASC;SG
rapaz	chlapec	rapaz	chlapec	N;MASC;SG	N;ANIM;NOM;MASC;SG
estabelece	stanovuje	estabelecer	stanovovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
irlandês	írsky	irlandês	írsky	N;MASC;SG	N;ANIM;NOM;MASC;SG
irlandês	írske	irlandês	írske	N;MASC;SG	N;INAN;NOM;MASC;SG
irlandês	írska	irlandês	írsko	N;MASC;SG	N;NOM;FEM;SG
irlandês	ír	irlandês	ír	N;MASC;SG	N;ANIM;NOM;MASC;SG
combates	bitky	combate	bitka	N;MASC;PL	N;NOM;FEM;PL
combates	boje	combate	boj	N;MASC;PL	N;INAN;NOM;MASC;PL
combates	zápasy	combate	zápas	N;MASC;PL	N;INAN;NOM;MASC;PL
combates	hádky	combate	hádka	N;MASC;PL	N;NOM;FEM;PL
enviados	poslali	enviar	poslať	V;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
saiba	vedieť	saber	vedieť	V;SBJV;SG;3;PRS;FIN	V;IPFV;POS;NFIN
saiba	poznať	saber	poznať	V;SBJV;SG;3;PRS;FIN	V;IPFV;POS;NFIN
divisa	mena	divisa	meno	N;FEM;SG	N;NOM;NEUT;SG
reunir	zhromaždiť	reunir	zhromaždiť	V;NFIN	V;PFV;POS;NFIN
sonda	sondu	sondar	sonda	N;FEM;SG	N;ACC;FEM;SG
sonda	sonda	sondar	sonda	N;FEM;SG	N;NOM;FEM;SG
fiscal	fiškálnej	fiscal	fiškálny	ADJ;MASC;SG	ADJ;GEN;FEM;SG
fiscal	fiškálna	fiscal	fiškálny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
fiscal	fiškálny	fiscal	fiškálny	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
guatemala	guatemala	guatemala	guatemať	N;FEM;SG	N;NOM;FEM;SG
pleno	plné	pleno	plný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
pleno	plná	pleno	plný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mancha	škvrna	mancha	škvrna	N;FEM;SG	N;NOM;FEM;SG
mancha	škvrnu	mancha	škvrnúť	N;FEM;SG	N;ACC;FEM;SG
mancha	škvrna	mancha	škvrna	N;FEM;SG	N;NOM;FEM;SG
tokyo	tokio	tokyo	tokio	N;MASC;SG	N;NOM;MASC;SG
mamíferos	cicavce	mamífero	cicavec	N;MASC;PL	N;INAN;NOM;MASC;PL
mamíferos	cicavcov	mamífero	cicavec	N;MASC;PL	N;ANIM;ACC;MASC;PL
mamíferos	cicavcov	mamífero	cicavec	N;MASC;PL	N;ANIM;ACC;MASC;PL
mamíferos	cicavce	mamífero	cicavec	N;MASC;PL	N;INAN;NOM;MASC;PL
fracasso	zlyhanie	fracasso	zlyhanie	N;MASC;SG	N;NOM;NEUT;SG
fracasso	neúspech	fracasso	neúspech	N;MASC;SG	N;INAN;NOM;MASC;SG
solos	pôdy	solo	pôda	N;MASC;PL	N;NOM;FEM;PL
solos	sóla	solo	sóla	N;MASC;PL	N;NOM;NEUT;PL
solos	pôdy	solo	pôda	N;MASC;PL	N;NOM;FEM;PL
armazenamento	uskladnenie	armazenamento	uskladnenie	N;MASC;SG	N;NOM;NEUT;SG
armazenamento	ukladanie	armazenamento	ukladanie	N;MASC;SG	N;NOM;NEUT;SG
armazenamento	uchovávanie	armazenamento	uchovávanie	N;MASC;SG	N;NOM;NEUT;SG
armazenamento	skladovanie	armazenamento	skladovanie	N;MASC;SG	N;NOM;NEUT;SG
códigos	kódy	código	kód	N;MASC;PL	N;INAN;NOM;MASC;PL
cidadania	občianstvo	cidadania	občianstvo	N;FEM;SG	N;NOM;NEUT;SG
acompanhar	sprevádzajú	acompanhar	sprevádzať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
acompanhar	sprevádzať	acompanhar	sprevádzať	V;NFIN	V;IPFV;POS;NFIN
plena	plné	pleno	plný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
plena	plná	pleno	plný	ADJ;FEM;SG	ADJ;NOM;FEM;SG
wolf	vlk	wolf	vlk	N;MASC;SG	N;ANIM;NOM;MASC;SG
variam	meniť	variar	meniť	V;IND;PL;3;PRS;FIN	V;IPFV;POS;NFIN
variam	líšiť	variar	líšiť	V;IND;PL;3;PRS;FIN	V;IPFV;POS;NFIN
tópicos	tém	tópico	téma	N;MASC;PL	N;GEN;FEM;PL
tópicos	témy	tópico	téma	N;MASC;PL	N;NOM;FEM;PL
tópicos	nite	tópico	niť	N;MASC;PL	N;NOM;FEM;PL
tópicos	vlákna	tópico	vlákno	N;MASC;PL	N;NOM;NEUT;PL
colaboradores	spolupracovníkov	colaborador	spolupracovník	N;MASC;PL	N;ANIM;ACC;MASC;PL
colaboradores	spolupracovníci	colaborador	spolupracovník	N;MASC;PL	N;ANIM;NOM;MASC;PL
colaboradores	prispievateľov	colaborador	prispievateľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
rotação	rotácia	rotação	rotácia	N;FEM;SG	N;NOM;FEM;SG
rotação	striedanie	rotação	striedanie	N;FEM;SG	N;NOM;NEUT;SG
catolicismo	katolík	catolicismo	katolík	N;MASC;SG	N;ANIM;NOM;MASC;SG
catolicismo	katolicizmus	catolicismo	katolicizmus	N;MASC;SG	N;INAN;NOM;MASC;SG
perfeitamente	perfektne	perfeitamente	perfektne	ADV	ADV
perfeitamente	dokonale	perfeitamente	dokonale	ADV	ADV
ciclone	cyklón	ciclone	cyklón	N;MASC;SG	N;INAN;NOM;MASC;SG
magno	magnus	magno	magnus	N;MASC;SG	N;ANIM;NOM;MASC;SG
terrenos	pôdy	terreno	pôda	N;MASC;PL	N;NOM;FEM;PL
terrenos	pozemky	terreno	pozemok	N;MASC;PL	N;INAN;NOM;MASC;PL
exclusiva	výhradné	exclusivo	výhradný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
exclusiva	exkluzívny	exclusivo	exkluzívny	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
exclusiva	výlučné	exclusivo	výlučný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
mandatos	mandátov	mandato	mandát	N;MASC;PL	N;INAN;GEN;MASC;PL
júri	porota	júri	porota	N;MASC;SG	N;NOM;FEM;SG
júri	porote	júri	porota	N;MASC;SG	N;DAT;FEM;SG
lançamentos	vzletov	lançamento	vzlet	N;MASC;PL	N;INAN;GEN;MASC;PL
lançamentos	vydania	lançamento	vydanie	N;MASC;PL	N;NOM;NEUT;PL
lançamentos	uvoľnenia	lançamento	uvoľnenie	N;MASC;PL	N;NOM;NEUT;PL
caribe	karibiku	caribe	karibika	N;MASC;SG	N;INAN;GEN;MASC;SG
internos	interné	interno	interný	N;MASC;PL	N;INAN;NOM;MASC;PL
palestina	palestíne	palestina	palestína	N;FEM;SG	N;DAT;FEM;SG
taiwan	taiwan	taiwan	taiwan	N;MASC;SG	N;INAN;NOM;MASC;SG
taiwan	taiwanu	taiwan	taiwan	N;MASC;SG	N;INAN;GEN;MASC;SG
sara	sára	sara	sár	N;FEM;SG	N;NOM;FEM;SG
sara	sára	sara	sár	N;FEM;SG	N;NOM;FEM;SG
sara	saru	sara	sara	N;FEM;SG	N;NOM;FEM;SG
aldeias	dedín	aldeia	dedina	N;FEM;PL	N;GEN;FEM;PL
aldeias	dediny	aldeia	dedina	N;FEM;PL	N;NOM;FEM;PL
aldeias	obce	aldeia	obec	N;FEM;PL	N;NOM;FEM;PL
choque	šoku	choque	šok	N;MASC;SG	N;INAN;GEN;MASC;SG
choque	šok	choque	šok	N;MASC;SG	N;INAN;NOM;MASC;SG
restrições	obmedzení	restrição	obmedzenie	N;FEM;PL	N;NOM;NEUT;PL
restrições	obmedzenia	restrição	obmedzenie	N;FEM;PL	N;NOM;NEUT;PL
restrições	obmedzenia	restrição	obmedzenie	N;FEM;PL	N;NOM;NEUT;PL
desfile	sprievod	desfilar	sprievod	N;MASC;SG	N;INAN;NOM;MASC;SG
regularmente	pravidelne	regularmente	pravidelne	ADV	ADV
pesos	váhy	peso	váha	N;MASC;PL	N;NOM;FEM;PL
pesos	závažia	peso	závažiť	N;MASC;PL	N;NOM;NEUT;PL
inserção	vloženie	inserção	vloženie	N;FEM;SG	N;NOM;NEUT;SG
inserção	vkladanie	inserção	vkladanie	N;FEM;SG	N;NOM;NEUT;SG
diminuir	znižovať	diminuir	znižovať	V;NFIN	V;IPFV;POS;NFIN
diminuir	znížiť	diminuir	znížiť	V;NFIN	V;PFV;POS;NFIN
evil	zlo	evil	zlo	N;MASC;SG	N;NOM;NEUT;SG
evil	zla	evil	zlo	N;MASC;SG	N;GEN;NEUT;SG
evil	zlom	evil	zlom	N;MASC;SG	N;INS;NEUT;SG
igualdade	rovnosť	igualdade	rovnosť	N;FEM;SG	N;NOM;FEM;SG
aonde	kde	aonde	kde	ADV	ADV
aonde	kam	aonde	kam	ADV	ADV
reações	reakcie	reação	reakcia	N;FEM;PL	N;NOM;FEM;PL
visitar	navštívte	visitar	navštíviť	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
visitar	navštíviť	visitar	navštíviť	V;NFIN	V;PFV;POS;NFIN
reno	porýnie	reno	porýnie	N;MASC;SG	N;NOM;NEUT;SG
oposto	opačné	oposto	opačný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
primário	primer	primário	primer	N;MASC;SG	N;INAN;NOM;MASC;SG
valley	valley	valley	valli	N;MASC;SG	N;INAN;NOM;MASC;SG
valley	dolina	valley	dolina	N;MASC;SG	N;NOM;FEM;SG
valley	údolie	valley	údolie	N;MASC;SG	N;NOM;NEUT;SG
traduções	preklady	tradução	preklad	N;FEM;PL	N;INAN;NOM;MASC;PL
traduções	preklady	tradução	preklad	N;FEM;PL	N;INAN;NOM;MASC;PL
traduções	prekladov	tradução	preklad	N;FEM;PL	N;INAN;GEN;MASC;PL
neo	neo	neo	neo	N;MASC;SG	N;INAN;NOM;MASC;SG
defensores	obhajcov	defensor	obhajec	N;MASC;PL	N;ANIM;ACC;MASC;PL
facilidade	jednoduchosť	facilidade	jednoduchosť	N;FEM;SG	N;NOM;FEM;SG
facilidade	zariadenie	facilidade	zariadenie	N;FEM;SG	N;NOM;NEUT;SG
vasta	rozsiahly	vasto	rozsiahly	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG
gases	plyny	gase	plyn	N;MASC;PL	N;INAN;NOM;MASC;PL
mecanismos	mechanizmov	mecanismo	mechanizmus	N;MASC;PL	N;INAN;GEN;MASC;PL
mecanismos	mechanizmy	mecanismo	mechanizmus	N;MASC;PL	N;INAN;NOM;MASC;PL
acreditar	verím	acreditar	veriť	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN
acreditar	veriť	acreditar	veriť	V;NFIN	V;IPFV;POS;NFIN
acreditar	veria	acreditar	veriť	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
eleitores	voliči	eleitor	volič	N;MASC;PL	N;ANIM;NOM;MASC;PL
eleitores	voličom	eleitor	volič	N;MASC;PL	N;ANIM;DAT;MASC;PL
eleitores	voliči	eleitor	volič	N;MASC;PL	N;ANIM;NOM;MASC;PL
eleitores	voličov	eleitor	volič	N;MASC;PL	N;ANIM;ACC;MASC;PL
eleitores	voličom	eleitor	volič	N;MASC;PL	N;ANIM;DAT;MASC;PL
august	auguste	august	augusta	N;MASC;SG	N;INAN;NOM;MASC;SG
august	august	august	august	N;MASC;SG	N;INAN;NOM;MASC;SG
august	augusta	august	augusta	N;MASC;SG	N;INAN;GEN;MASC;SG
qualificação	kvalifikácia	qualificação	kvalifikácia	N;FEM;SG	N;NOM;FEM;SG
luke	lukáš	luke	lukať	N;MASC;SG	N;ANIM;NOM;MASC;SG
deep	hlboká	deep	hlboký	N;MASC;SG	N;NOM;FEM;SG
deep	hlboký	deep	hlboký	N;MASC;SG	N;INAN;NOM;MASC;SG
concluído	skončil	concluir	skončiť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
robinson	robinson	robinson	robinson	N;MASC;SG	N;ANIM;NOM;MASC;SG
pátio	dvore	pátio	dvor	N;MASC;SG	N;INAN;ESS;MASC;SG
pátio	dvor	pátio	dvor	N;MASC;SG	N;INAN;NOM;MASC;SG
pátio	lodenica	pátio	lodenica	N;MASC;SG	N;NOM;FEM;SG
pátio	dvore	pátio	dvor	N;MASC;SG	N;INAN;ESS;MASC;SG
pátio	dvor	pátio	dvor	N;MASC;SG	N;INAN;NOM;MASC;SG
pátio	terasa	pátio	terasa	N;MASC;SG	N;NOM;FEM;SG
pátio	terase	pátio	terasa	N;MASC;SG	N;DAT;FEM;SG
fortificações	opevnenia	fortificação	opevnenie	N;FEM;PL	N;NOM;NEUT;PL
western	western	western	western	N;MASC;SG	N;INAN;NOM;MASC;SG
culpa	vina	culpa	vina	N;FEM;SG	N;NOM;FEM;SG
culpa	vinu	culpa	vina	N;FEM;SG	N;ACC;FEM;SG
falado	prehovoril	falar	prehovoriť	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
falado	hovoril	falar	hovoriť	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
emancipação	emancipácia	emancipação	emancipácia	N;FEM;SG	N;NOM;FEM;SG
mina	baňa	mina	baňa	N;FEM;SG	N;NOM;FEM;SG
circunstâncias	okolnosti	circunstância	okolnosť	N;FEM;PL	N;NOM;FEM;PL
circunstâncias	okolnosti	circunstância	okolnosť	N;FEM;PL	N;NOM;FEM;PL
orange	orange	orange	oranga	N;MASC;SG	N;INAN;NOM;MASC;SG
orange	pomaranč	orange	pomaranč	N;MASC;SG	N;INAN;NOM;MASC;SG
abastecimento	zásobovanie	abastecimento	zásobovanie	N;MASC;SG	N;NOM;NEUT;SG
residentes	obyvatelia	residente	obyvateľ	N;MASC;PL	N;ANIM;NOM;MASC;PL
residentes	obyvateľov	residente	obyvateľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
residentes	obyvateľom	residente	obyvateľ	N;MASC;PL	N;ANIM;DAT;MASC;PL
derrotas	porážky	derrota	porážka	N;FEM;PL	N;NOM;FEM;PL
mundialmente	celosvetovo	mundialmente	celosvetov	ADV	ADV
tanque	nádrž	tanque	nádrž	N;MASC;SG	N;NOM;FEM;SG
tanque	tank	tanque	tank	N;MASC;SG	N;INAN;NOM;MASC;SG
museus	múzeá	museu	múzeum	N;MASC;PL	N;NOM;NEUT;PL
museus	múzea	museu	múzeum	N;MASC;PL	N;NOM;NEUT;PL
museus	múzea	museu	múzeum	N;MASC;PL	N;NOM;NEUT;PL
ferido	ublížiť	ferir	ublížiť	V;MASC;SG;V.PTCP	V;PFV;POS;NFIN
plástico	plast	plástico	plast	N;MASC;SG	N;INAN;NOM;MASC;SG
malásia	malajzia	malásia	malajzí	N;FEM;SG	N;NOM;FEM;SG
card	preukaz	card	preukaz	N;MASC;SG	N;INAN;NOM;MASC;SG
card	karta	card	karta	N;MASC;SG	N;NOM;FEM;SG
card	vizitka	card	vizitka	N;MASC;SG	N;NOM;FEM;SG
card	kartu	card	kart	N;MASC;SG	N;ACC;FEM;SG
positivas	pozitívnych	positivo	pozitívny	ADJ;FEM;PL	ADJ;GEN;MASC;PL
cartão	kartón	cartão	kartón	N;MASC;SG	N;INAN;NOM;MASC;SG
cartão	preukaz	cartão	preukaz	N;MASC;SG	N;INAN;NOM;MASC;SG
cartão	karta	cartão	karta	N;MASC;SG	N;NOM;FEM;SG
cartão	vizitka	cartão	vizitka	N;MASC;SG	N;NOM;FEM;SG
cartão	kartu	cartão	kart	N;MASC;SG	N;ACC;FEM;SG
violação	porušenie	violação	porušenie	N;FEM;SG	N;NOM;NEUT;SG
violação	priestupok	violação	priestupok	N;FEM;SG	N;INAN;NOM;MASC;SG
violação	porušovanie	violação	porušovanie	N;FEM;SG	N;NOM;NEUT;SG
violação	znásilnenie	violação	znásilnenie	N;FEM;SG	N;NOM;NEUT;SG
violação	narušenie	violação	narušenie	N;FEM;SG	N;NOM;NEUT;SG
violação	porušenie	violação	porušenie	N;FEM;SG	N;NOM;NEUT;SG
fort	pevnosť	fort	pevnosť	N;MASC;SG	N;NOM;FEM;SG
cargas	zaťaženia	carga	zaťaženie	N;FEM;PL	N;NOM;NEUT;PL
cargas	záťaže	carga	záťaž	N;FEM;PL	N;NOM;FEM;PL
diretores	riaditeľov	diretor	riaditeľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
diretores	riaditelia	diretor	riaditeľ	N;MASC;PL	N;ANIM;NOM;MASC;PL
susan	zuzana	susan	zuzan	N;FEM;SG	N;NOM;FEM;SG
sex	pohlavie	sexta-feira	pohlavie	N;MASC;SG	N;NOM;NEUT;SG
sex	sex	sexta-feira	sex	N;MASC;SG	N;INAN;NOM;MASC;SG
falsa	falošné	falso	falošný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
falsa	falošný	falso	falošný	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
falsa	nepravdivé	falso	nepravdivý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
falsa	falošné	falso	falošný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
falsa	falošná	falso	falošný	ADJ;FEM;SG	ADJ;NOM;FEM;SG
falsa	falošný	falso	falošný	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
cinematografia	kinematografiu	cinematografia	kinematografia	N;FEM;SG	N;ACC;FEM;SG
idéias	nápady	idéia	nápad	N;FEM;PL	N;INAN;NOM;MASC;PL
idéias	nápadov	idéia	nápad	N;FEM;PL	N;INAN;GEN;MASC;PL
idéias	myšlienky	idéia	myšlienka	N;FEM;PL	N;NOM;FEM;PL
idéias	predstavy	idéia	predstava	N;FEM;PL	N;NOM;FEM;PL
manifestação	demonštrácia	manifestação	demonštrácia	N;FEM;SG	N;NOM;FEM;SG
manifestação	ukážku	manifestação	ukážka	N;FEM;SG	N;ACC;FEM;SG
manifestação	preukázanie	manifestação	preukázanie	N;FEM;SG	N;NOM;NEUT;SG
manifestação	predvedenie	manifestação	predvedenie	N;FEM;SG	N;NOM;NEUT;SG
manifestação	ukážka	manifestação	ukážka	N;FEM;SG	N;NOM;FEM;SG
