nie	não	nie	não	PART;NEG	INTJ
kraju	pais	kraj	pai	N;GEN;MASC;SG	N;MASC;PL
dwa	two	dwa	two	NUM;ACC;MASC;PL	N;MASC;SG
gdy	quando	gdy	quando	CONJ	ADV
gdy	when	gdy	when	CONJ	N;MASC;SG
innych	outro	inny	outro	ADJ;GEN;MASC;PL	PRO;MASC;SG
innych	outros	inny	outro	ADJ;GEN;MASC;PL	PRO;MASC;PL
innych	outras	inny	outro	ADJ;GEN;MASC;PL	PRO;FEM;PL
innych	outra	inny	outro	ADJ;GEN;MASC;PL	PRO;FEM;SG
iii	iii	iii	iii		N;MASC;SG
między	inter	między	inter	ADP	N;MASC;SG
około	aproximadamente	około	aproximadamente	PART	ADV
jeszcze	ainda	jeszcze	ainda	PART	ADV
udział	participaram	udział	participar	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;FIN
udział	participação	udział	participação	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
udział	envolvimento	udział	envolvimento	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
udział	compartilhem	udział	compartilher	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;SBJV;PL;3;PRS;FIN
udział	partilha	udział	partilha	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
udział	compartilhamento	udział	compartilhamento	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
udział	compartilhe	udział	compartilhe	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
udział	participação	udział	participação	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
kościół	igrejas	kościół	igreja	N;NOM;MASC;SG	N;FEM;PL
inne	outro	inny	outro	ADJ;NOM;NEUT;SG	PRO;MASC;SG
inne	outros	inny	outro	ADJ;NOM;NEUT;SG	PRO;MASC;PL
inne	outras	inny	outro	ADJ;NOM;NEUT;SG	PRO;FEM;PL
inne	outra	inny	outro	ADJ;NOM;NEUT;SG	PRO;FEM;SG
inne	outros	inny	outro	ADJ;NOM;NEUT;SG	PRO;MASC;PL
inne	outras	inny	outro	ADJ;NOM;NEUT;SG	PRO;FEM;PL
jan	jan	jan	jan	PROPN;NOM;MASC;SG	N;MASC;SG
jan	john	jan	john	PROPN;NOM;MASC;SG	PROPN;MASC;SG
jan	joão	jan	joão	PROPN;NOM;MASC;SG	N;MASC;SG
jan	joao	jan	joao	PROPN;NOM;MASC;SG	N;MASC;SG
tam	ai	tam	ai	ADV	INTJ
raz	outrora	raz	outrora	N;ACC;MASC;SG	ADV
jeden	um	jeden	um	ADJ;NOM;MASC;SG	NUM
jeden	uma	jeden	um	ADJ;NOM;MASC;SG	NUM
jeden	one	jeden	one	ADJ;NOM;MASC;SG	N;MASC;SG
miał	tinha	mieć	ter	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
tych	essas	ten	esse	DET;GEN;MASC;PL	PRO;FEM;PL
tych	estas	ten	este	DET;GEN;MASC;PL	PRO;FEM;PL
tych	essas	ten	esse	DET;GEN;MASC;PL	PRO;FEM;PL
isbn	isbn	isbny	isbn		N;MASC;SG
gminy	municípios	gmina	município		N;MASC;PL
gminy	comunas	gmina	comuna		N;FEM;PL
gminy	municípios	gmina	município		N;MASC;PL
polska	polônia	polski	polônia	ADJ;NOM;FEM;SG	N;FEM;SG
polska	polónia	polski	polónia	ADJ;NOM;FEM;SG	N;FEM;SG
dwóch	two	dwa	two	NUM;ACC;MASC;PL	N;MASC;SG
grupy	agrupar	grupa	agrupar	N;ACC;FEM;SG	V;NFIN
grupy	grupos	grupa	grupo	N;ACC;FEM;SG	N;MASC;PL
nim	nim	nim	nim	CONJ	N;MASC;SG
mistrzostw	campeonato	mistrzostwa	campeonato	N;GEN;NEUT;PL	N;MASC;SG
mistrzostw	championship	mistrzostwa	championship	N;GEN;NEUT;PL	N;MASC;SG
kiedy	when	kiedy	when	ADV	N;MASC;SG
lista	listar	list	listar	N;NOM;FEM;SG	V;NFIN
bgcolor	bgcolor	bgcolor	bgcolor		N;MASC;SG
http	http	http	http		N;MASC;SG
francji	franca	francja	franca	PROPN;GEN;FEM;SG	N;FEM;SG
francji	frança	francja	frança	PROPN;GEN;FEM;SG	N;FEM;SG
usa	eua	usać	eua	PROPN;NOM;NEUT;PL	PROPN;MASC;PL
usa	usa	usać	usar	PROPN;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
jpg	jpg	jeść	jpg		N;MASC;SG
album	álbuns	album	álbum	N;NOM;MASC;SG	N;MASC;PL
kościoła	igrejas	kościół	igreja	N;GEN;MASC;SG	N;FEM;PL
rodziny	família	rodzina	família	N;NOM;FEM;PL	N;FEM;SG
rodziny	familia	rodzina	familia	N;NOM;FEM;PL	N;FEM;SG
amerykański	americano	amerykański	americano	ADJ;NOM;MASC;SG	N;MASC;SG
amerykański	americanos	amerykański	americano	ADJ;NOM;MASC;SG	N;MASC;PL
amerykański	american	amerykański	american	ADJ;NOM;MASC;SG	N;MASC;SG
amerykański	americana	amerykański	americana	ADJ;NOM;MASC;SG	N;FEM;SG
wielu	muitos	wiele	muito	DET;ACC;MASC;PL	PRO;MASC;PL
wielu	muitas	wiele	muito	DET;ACC;MASC;PL	PRO;FEM;PL
wielu	múltiplas	wiele	múltiplo	DET;ACC;MASC;PL	ADJ;FEM;PL
wielu	múltiplos	wiele	múltiplo	DET;ACC;MASC;PL	ADJ;MASC;PL
wielu	múltipla	wiele	múltiplo	DET;ACC;MASC;PL	N;FEM;SG
wielu	múltiplo	wiele	múltiplo	DET;ACC;MASC;PL	N;MASC;SG
opis	legenda	opis	legenda		N;FEM;SG
opis	descrição	opis	descrição		N;FEM;SG
pracy	trabalhos	praca	trabalho	N;GEN;FEM;SG	N;MASC;PL
pracy	trabalhar	praca	trabalhar	N;GEN;FEM;SG	V;NFIN
pracy	trabalhe	praca	trabalher	N;GEN;FEM;SG	V;SBJV;SG;3;PRS;FIN
miejscowości	vilas	miejscowość	vila	N;GEN;FEM;SG	N;FEM;PL
związku	relacionamentos	związek	relacionamento	N;GEN;MASC;SG	N;MASC;PL
pierwsze	primeiros	pierwszy	primeiro	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
pierwsze	primeiramente	pierwszy	primeiramente	ADJ;NOM;NEUT;SG	ADV
pierwsze	primeiro	pierwszy	primeiro	ADJ;NOM;NEUT;SG	ADV
ang	ang	ang	ang		N;MASC;SG
wiele	muitos	wiele	muito	DET;ACC;MASC;PL	PRO;MASC;PL
wiele	muitas	wiele	muito	DET;ACC;MASC;PL	PRO;FEM;PL
wiele	muito	wiele	muito	DET;ACC;MASC;PL	ADV
wiele	much	wiele	much	DET;ACC;MASC;PL	N;MASC;SG
wiele	múltiplas	wiele	múltiplo	DET;ACC;MASC;PL	ADJ;FEM;PL
wiele	múltiplos	wiele	múltiplo	DET;ACC;MASC;PL	ADJ;MASC;PL
wiele	múltipla	wiele	múltiplo	DET;ACC;MASC;PL	N;FEM;SG
wiele	múltiplo	wiele	múltiplo	DET;ACC;MASC;PL	N;MASC;SG
wiele	lot	wiele	lot	DET;ACC;MASC;PL	N;MASC;SG
wiele	lote	wiele	lote	DET;ACC;MASC;PL	N;MASC;SG
kilka	poucas	kilka	pouco	DET;ACC;MASC;PL	PRO;FEM;PL
kilka	poucos	kilka	pouco	DET;ACC;MASC;PL	PRO;MASC;PL
kilka	vários	kilka	vários	DET;ACC;MASC;PL	PRO;MASC;PL
kilka	varios	kilka	vario	DET;ACC;MASC;PL	N;MASC;PL
kilka	várias	kilka	várias	DET;ACC;MASC;PL	PRO;FEM;PL
trzy	three	trzy	three	NUM;ACC;MASC;PL	N;MASC;SG
niż	than	niż	than	ADV	N;MASC;SG
strony	pagina	strona	pagina	N;NOM;FEM;PL	N;FEM;SG
strony	página	strona	página	N;NOM;FEM;PL	N;FEM;SG
strony	page	strona	pagar	N;NOM;FEM;PL	N;MASC;SG
mapy	mapas	mapa	mapa	N;ACC;FEM;SG	N;MASC;PL
film	filmes	film	filme	N;ACC;MASC;SG	N;MASC;PL
film	películas	film	película	N;ACC;MASC;SG	N;FEM;PL
początku	começando	początek	começar	N;GEN;MASC;SG	V;V.MSDR
początku	iniciando	początek	iniciar	N;GEN;MASC;SG	V;V.MSDR
armii	exércitos	armia	exército	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
armii	exército	armia	exército	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
armii	tropa	armia	tropa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
armii	army	armia	army	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
głównie	principalmente	głównie	principalmente	PART	ADV
głównie	principalmente	głównie	principalmente	PART	ADV
ponad	over	ponad	over	PART	N;MASC;SG
ponad	acima	ponad	acima	PART	ADV
dzięki	obg	dzięki	obg	ADP	N;MASC;SG
dzięki	obrigado	dzięki	obrigar	ADP	V;MASC;SG;V.PTCP
dzięki	obrigada	dzięki	obrigar	ADP	V;FEM;SG;V.PTCP
dzięki	valeu	dzięki	valer	ADP	V;IND;SG;3;PST;FIN
kariera	carreiras	kariera	carreira	N;NOM;FEM;SG	N;FEM;PL
wszystkie	tudo	wszystek	tudo	DET;NOM;MASC;PL	PRO;MASC;SG
wszystkie	todos	wszystek	todo	DET;NOM;MASC;PL	PRO;MASC;PL
rady	conselhos	rada	conselho	N;GEN;FEM;SG	N;MASC;PL
prawa	lei	prawo	lei		N;FEM;SG
prawa	direito	prawo	direito		N;MASC;SG
prawa	law	prawo	law		N;MASC;SG
prawa	leis	prawo	lei		N;FEM;PL
prawa	leis	prawo	lei		N;FEM;PL
prawa	direitos	prawo	direito		N;MASC;PL
mają	tenha	mieć	ter	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
jana	john	jani	john		PROPN;MASC;SG
jana	joão	jani	joão		N;MASC;SG
jana	joao	jani	joao		N;MASC;SG
jana	jana	jani	jana		N;FEM;SG
mistrzostwa	campeonato	mistrzostwa	campeonato	N;NOM;NEUT;PL	N;MASC;SG
mistrzostwa	championship	mistrzostwa	championship	N;NOM;NEUT;PL	N;MASC;SG
mar	mar	mar	mar		N;MASC;SG
często	comum	często	comum	ADV	ADJ;MASC;SG
często	frequentes	często	frequente	ADV	ADJ;MASC;PL
często	common	często	common	ADV	N;MASC;SG
często	frequente	często	frequente	ADV	ADJ;MASC;SG
często	frequentes	często	frequente	ADV	ADJ;MASC;PL
często	frequente	często	frequente	ADV	ADJ;MASC;SG
commons	comuns	commons	comum	N;ACC;MASC;SG	ADJ;MASC;PL
sposób	método	sposób	método	V;IND;PRS;FIN	N;MASC;SG
sposób	maneira	sposób	maneira	V;IND;PRS;FIN	N;FEM;SG
sposób	way	sposób	way	V;IND;PRS;FIN	N;MASC;SG
będzie	will	być	will	V;IPFV;IND;SG;3;FUT;FIN	N;MASC;SG
będzie	vontade	być	vontade	V;IPFV;IND;SG;3;FUT;FIN	N;FEM;SG
dwie	two	dwa	two	NUM;ACC;FEM;PL	N;MASC;SG
jednostka	entidades	jednostka	entidade	N;NOM;FEM;SG	N;FEM;PL
pozycji	itens	pozycja	item	N;GEN;FEM;SG	N;MASC;PL
pozycji	artigos	pozycja	artigo	N;GEN;FEM;SG	N;MASC;PL
xix	xix	xix	xix		N;MASC;SG
xix	xix	xix	xix		N;MASC;SG
nowy	novas	nowy	novo	ADJ;NOM;MASC;SG	ADJ;FEM;PL
nowy	novos	nowy	novo	ADJ;NOM;MASC;SG	ADJ;MASC;PL
nowy	novidade	nowy	novidade	ADJ;NOM;MASC;SG	N;FEM;SG
nowy	nowy	nowy	nowy	ADJ;NOM;MASC;SG	PROPN;MASC;SG
miała	tinha	mieć	ter	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
osoby	pessoa	osoba	pessoa	N;NOM;FEM;PL	N;FEM;SG
osoby	povo	osoba	povo	N;NOM;FEM;PL	N;MASC;SG
osoby	gente	osoba	gente	N;NOM;FEM;PL	N;FEM;SG
poza	beyond	poza	beyond	ADP	N;MASC;SG
poza	além	poza	além	ADP	ADV
grupa	agrupar	grupa	agrupar	N;NOM;FEM;SG	V;NFIN
pomiędzy	entre	pomiędzy	entre		ADP
sam	alone	sam	alone	ADJ;NOM;MASC;SG	N;MASC;SG
sam	sozinha	sam	sozinha	ADJ;NOM;MASC;SG	N;FEM;SG
sam	sozinhos	sam	sozinho	ADJ;NOM;MASC;SG	ADJ;MASC;PL
sam	sam	sam	sam	ADJ;NOM;MASC;SG	N;MASC;SG
linii	linhas	linia	linha	N;GEN;FEM;SG	N;FEM;PL
com	com	com	com		ADP
von	von	von	von		PROPN;MASC;SG
wojska	militares	wojsko	militar	N;NOM;NEUT;SG	N;MASC;PL
wojska	tropas	wojsko	tropa	N;NOM;NEUT;SG	N;FEM;PL
ffe	ffe	ff	ffe		N;MASC;SG
john	john	john	john	PROPN;NOM;MASC;SG	PROPN;MASC;SG
john	joão	john	joão	PROPN;NOM;MASC;SG	N;MASC;SG
john	joao	john	joao	PROPN;NOM;MASC;SG	N;MASC;SG
lip	lábio	lip	lábio		N;MASC;SG
lip	lip	lip	lip		N;MASC;SG
liczby	figuras	liczba	figura	N;ACC;FEM;SG	N;FEM;PL
liczby	números	liczba	número	N;ACC;FEM;SG	N;MASC;PL
liczby	numeros	liczba	numero	N;ACC;FEM;SG	N;MASC;PL
liczby	números	liczba	número	N;ACC;FEM;SG	N;MASC;PL
razem	juntos	razem	junto	ADV	N;MASC;PL
razem	juntas	razem	juntas	ADV	N;FEM;PL
centrum	centralizar	centrum	centralizar	N;ACC;NEUT;SG	V;NFIN
centrum	centrar	centrum	centrar	N;ACC;NEUT;SG	V;NFIN
centrum	centrar	centrum	centrar	N;ACC;NEUT;SG	V;NFIN
centrum	centralizar	centrum	centralizar	N;ACC;NEUT;SG	V;NFIN
szkoły	escolas	szkoła	escola	N;GEN;FEM;SG	N;FEM;PL
parafia	paróquia	parafia	paróquia		N;FEM;SG
parafia	freguesia	parafia	freguesia		N;FEM;SG
piechoty	infantaria	piechota	infantaria		N;FEM;SG
koniec	terminar	koniec	terminar	N;NOM;MASC;SG	V;NFIN
takie	tal	taki	tal	DET;NOM;MASC;SG	DET;FEM;SG
takie	tais	taki	tal	DET;NOM;MASC;SG	DET;FEM;PL
bardziej	more	bardzo	more	ADV;CMPR	N;MASC;SG
muzeum	museus	muzeum	museu	N;ACC;NEUT;SG	N;MASC;PL
gatunek	espécies	gatunek	espécie	N;NOM;MASC;SG	N;FEM;PL
zjednoczonych	unidas	zjednoczyć	unida	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	N;FEM;PL
zjednoczonych	unida	zjednoczyć	unida	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP
zjednoczonych	united	zjednoczyć	united	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	N;MASC;SG
zjednoczonych	unidos	zjednoczyć	unido	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	N;MASC;PL
dzieci	kids	dziecko	kids	N;NOM;NEUT;PL	N;MASC;SG
byli	estavam	być	estar	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
byli	foram	być	ser	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;IND;PL;3;PST;FIN
byli	eram	być	ser	V;IPFV;MASC;IND;PL;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
stanisław	stanislav	stanisław	stanislav	PROPN;NOM;MASC;SG	N;MASC;SG
stanisław	stanisław	stanisław	stanisław	PROPN;NOM;MASC;SG	N;MASC;SG
style	styles	style	style		N;MASC;SG
style	estilos	style	estilo		N;MASC;PL
style	style	style	style		N;MASC;SG
style	estilo	style	estilo		N;MASC;SG
olimpijskich	olimpíadas	olimpijski	olimpíar	ADJ;GEN;MASC;PL	N;FEM;PL
olimpijskich	olimpíada	olimpijski	olimpíado	ADJ;GEN;MASC;PL	N;FEM;SG
rodzaj	gentil	rodzaj	gentil	N;NOM;MASC;SG	ADJ;MASC;SG
rodzaj	bondoso	rodzaj	bondoso	N;NOM;MASC;SG	ADJ;MASC;SG
rodzaj	digite	rodzaj	digitir	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
www	www	www	www		N;MASC;SG
najbardziej	most	bardzo	most	ADV;RL	N;MASC;SG
kategorii	categorias	kategoria	categoria	N;GEN;FEM;SG	N;FEM;PL
zsrr	urss	zsrr	ur	PROPN;NOM;MASC;SG	N;FEM;SG
metrów	medidor	metr	medidor	N;GEN;MASC;PL	N;MASC;SG
metrów	contador	metr	contador	N;GEN;MASC;PL	N;MASC;SG
metrów	métrica	metr	métrico	N;GEN;MASC;PL	N;FEM;SG
oficjalna	funcionário	oficjalny	funcionário	ADJ;NOM;FEM;SG	N;MASC;SG
oficjalna	official	oficjalny	official	ADJ;NOM;FEM;SG	N;MASC;SG
oficjalna	oficiais	oficjalny	oficial	ADJ;NOM;FEM;SG	N;MASC;PL
powodu	razão	powodu	razão	ADP	N;FEM;SG
powodu	motivo	powodu	motivo	ADP	N;MASC;SG
pracował	trabalhava	pracować	trabalhar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
pracował	trabalhadas	pracować	trabalhar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;PL;V.PTCP
pracował	trabalhados	pracować	trabalhar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;V.PTCP
gru	gru	gra	gru		N;MASC;SG
andrzej	andrzej	andrzej	andrzir	PROPN;NOM;MASC;SG	N;MASC;SG
andrzej	andré	andrzej	andré	PROPN;NOM;MASC;SG	N;MASC;SG
andrzej	andrew	andrzej	andrew	PROPN;NOM;MASC;SG	N;MASC;SG
lis	fox	lis	fox		N;MASC;SG
lis	raposa	lis	raposa		N;FEM;SG
lis	lis	lis	lis		N;MASC;SG
prowincji	provinciais	prowincja	provincial	N;GEN;FEM;SG	N;MASC;PL
drugi	second	drugi	second	ADJ;NOM;MASC;SG	N;MASC;SG
drugi	segundo	drugi	segundo	ADJ;NOM;MASC;SG	ADV
działalność	atividades	działalność	atividade	N;NOM;FEM;SG	N;FEM;PL
działalność	actividades	działalność	actividade	N;NOM;FEM;SG	N;FEM;PL
działalność	atividades	działalność	atividade	N;NOM;FEM;SG	N;FEM;PL
tys	milhares	tys	milhar		N;MASC;PL
tys	mil	tys	mil		NUM
wydawnictwo	publicar	wydawnictwo	publicar	N;NOM;NEUT;SG	V;NFIN
wydawnictwo	publicando	wydawnictwo	publicar	N;NOM;NEUT;SG	V;V.MSDR
temat	tópicos	temat	tópico	N;ACC;MASC;SG	N;MASC;PL
temat	sujeito	temat	sujeitar	N;ACC;MASC;SG	V;MASC;SG;V.PTCP
ona	she	on	she	PRO;NOM;FEM;SG;3	N;MASC;SG
nazwy	nomes	nazwa	nome		N;MASC;PL
nowe	novas	nowy	novo	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
nowe	novos	nowy	novo	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
