של	shel	של	shel	PART;GEN	
ביולי	lipiec	ביולי	lipiec	PROPN	
שוליים	fringe	שול	fringa	N;MASC;PL	
שוליים	marża	שול	marżyć	N;MASC;PL	N;NOM;FEM;SG
שוליים	marży	שול	marżyć	N;MASC;PL	
שוליים	margines	שול	margines	N;MASC;PL	N;NOM;MASC;SG
להיות	bycie	היה	bycie	V;POS;NFIN	
להיות	bycia	היה	być	V;POS;NFIN	
באוקטובר	październik	באוקטובר	październik	PROPN	N;NOM;MASC;SG
באוקטובר	października	באוקטובר	październik	PROPN	N;GEN;MASC;SG
באוקטובר	październik	באוקטובר	październik	PROPN	N;NOM;MASC;SG
בשם	nazwany	בשם	nazwać		ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
בשם	nazwane	בשם	nazwać		ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
במקום	zamiast	במקום	zamiast	ADP	
אותה	jej	None	on	PRO;ACC;FEM;SG;3	PRO;GEN;FEM;SG;3
החל	uruchamianie	None	uruchamiać	ADP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
החל	zaczyna	None	zaczynać	ADP	V;IPFV;IND;SG;3;PRS;FIN;ACT
החל	rozpoczęcie	None	rozpocząć	ADP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
החל	zaczynamy	None	zaczynać	ADP	V;IPFV;IND;PL;1;PRS;FIN;ACT
החל	początek	None	początek	ADP	N;NOM;MASC;SG
הרב	herb	הרב	herb		N;NOM;MASC;SG
הרב	zioło	הרב	zioło		N;NOM;NEUT;SG
מן	manna	מן	manna	ADP	
בינואר	stycznia	בינואר	styczeń		N;GEN;MASC;SG
בינואר	styczniu	בינואר	styczeń		N;GEN;MASC;SG
במרץ	marzec	במרץ	marzec	PROPN	
במרץ	marca	במרץ	marza	PROPN	
במרץ	marsz	במרץ	marsz	PROPN	N;NOM;MASC;SG
ראש	head	ראש	head	N;MASC;SG	
ראש	glowy	ראש	glowa	N;MASC;SG	V;IPFV;IND;SG;FIN;ACT
ראש	rush	ראש	rush	N;MASC;SG	
חיים	zycie	חיים	zyt	PROPN	V;IPFV;IND;SG;1;FIN;ACT
חיים	life	חיים	lifa	PROPN	
חיים	życia	חיים	życie	PROPN	N;GEN;NEUT;SG
חיים	dożywocie	חיים	dożywocie	PROPN	N;NOM;NEUT;SG
חיים	życie	חיים	życie	PROPN	N;NOM;NEUT;SG
חיים	chaim	חיים	chaim	PROPN	PROPN;NOM;MASC;SG
חיים	haim	חיים	haim	PROPN	
המאה	wieku	המאה	wiek		N;GEN;MASC;SG
המאה	wiek	המאה	wiek		N;NOM;MASC;SG
בנובמבר	listopada	בנובמבר	listopada	ADV	N;GEN;MASC;SG
בנובמבר	listopadzie	בנובמבר	listopad	ADV	N;ACC;MASC;SG
בנובמבר	listopad	בנובמבר	listopad	ADV	
בדצמבר	grudzień	בדצמבר	grudzienie	PROPN	N;NOM;MASC;SG
בדצמבר	grudnia	בדצמבר	grudzień	PROPN	
בדצמבר	grudniu	בדצמבר	grudzień	PROPN	N;GEN;MASC;SG
לי	lee	ל	lee		PROPN;NOM;MASC;SG
תל	tel	תל	tel	N;MASC;SG	
בבית	domu	בבית	dom		N;GEN;MASC;SG
בבית	dom	בבית	dom		N;NOM;MASC;SG
בפברואר	luty	בפברואר	luty	ADV	
בפברואר	lutego	בפברואר	luty	ADV	
אלו	tych	אלו	ten	PRO;PL;3	DET;GEN;MASC;PL
אלו	te	אלו	ten	PRO;PL;3	DET;NOM;MASC;PL
אחר	innych	אחר	inny	ADP	ADJ;GEN;MASC;PL
אחר	inne	אחר	inny	ADP	ADJ;NOM;NEUT;SG
אחר	pozostał	אחר	pozostać	ADP	V;PFV;MASC;IND;SG;PST;FIN;ACT
אחר	inny	אחר	inny	ADP	ADJ;NOM;MASC;SG
אחר	inny	אחר	inny	ADP	ADJ;NOM;MASC;SG
בני	benny	בני	benny	PROPN	N;NOM;MASC;SG
בני	synu	בני	syn	PROPN	N;VOC;MASC;SG
בני	syn	בני	syn	PROPN	N;NOM;MASC;SG
בעיקר	głównie	בעיקר	głównie	ADV	PART
בעיקר	przeważnie	בעיקר	przeważnie	ADV	
בעיקר	głównie	בעיקר	głównie	ADV	PART
אתר	witryny	אתר	witryna	N;MASC;SG	N;GEN;FEM;PL
אתר	eteru	אתר	eter	N;MASC;SG	
שונים	inna	שונה	inny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
שונים	różne	שונה	różny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
שונים	inny	שונה	inny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
שונים	różne	שונה	różny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
שונים	rozmaite	שונה	rozmaity	ADJ;MASC;PL	
אדם	osoby	אדם	osoba	N;MASC;SG	N;NOM;FEM;PL
אדם	adam	אדם	adam	N;MASC;SG	PROPN;NOM;MASC;SG
אדם	ludzkie	אדם	ludzki	N;MASC;SG	ADJ;NOM;NEUT;SG
אדם	ludzka	אדם	ludzki	N;MASC;SG	ADJ;NOM;FEM;SG
אדם	ludzki	אדם	ludzki	N;MASC;SG	ADJ;NOM;MASC;SG
אדם	human	אדם	human	N;MASC;SG	
אדם	man	אדם	mana	N;MASC;SG	
כלל	zasada	כלל	zasada	ADV	N;NOM;FEM;SG
כלל	reguła	כלל	reguła	ADV	N;NOM;FEM;SG
עוד	more	עוד	more	ADV	
דבר	rzecz	דבר	rzecz	N;MASC;SG	
דבר	mówić	דבר	mówić	N;MASC;SG	V;IPFV;NFIN;ACT
דבר	mów	דבר	mówić	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
אחרים	inne	אחר	inny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרים	pozostał	אחר	pozostać	ADJ;MASC;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
אחרים	inny	אחר	inny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
אחרים	inne	אחר	inny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרים	pozostał	אחר	pozostać	ADJ;MASC;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
ספר	książki	ספר	książka	N;MASC;SG	N;NOM;FEM;PL
ספר	księga	ספר	ksiągać	N;MASC;SG	
נגד	przeciw	נגד	przeciw	ADP	
לה	jej	ל	on		PRO;GEN;FEM;SG;3
לה	ją	ל	on		PRO;ACC;FEM;SG;3
זכה	wygrane	זכה	wygrany	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG
זכה	won	זכה	won	V;MASC;SG;3;PST;ACT	
אחרי	after	אחרי	after	ADP	
אחרי	po	אחרי	po	ADP	INTJ
אולם	jakkolwiek	אולם	jakkolwiek	CONJ	
אולם	jednak	אולם	jednak	CONJ	PART
אולם	jednakże	אולם	jednakże	CONJ	
יום	dzien	יום	dzien	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
יום	hume	יום	hum	N;MASC;SG	PROPN;NOM;MASC;SG
אלה	tych	אלה	ten	PRO;MASC;PL;3	DET;GEN;MASC;PL
אלה	te	אלה	ten	PRO;MASC;PL;3	DET;NOM;MASC;PL
אלה	ella	אלה	ella	PRO;MASC;PL;3	
אלה	bogini	אלה	bogina	PRO;MASC;PL;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
כבר	juz	כבר	juz	ADV	
כבר	już	כבר	już	ADV	PART
ירושלים	jerozolimy	ירושלים	jerozolima	PROPN	N;GEN;FEM;SG
ירושלים	jerozolimie	ירושלים	jerolimima	PROPN	
המדינה	stan	המדין	stan	V;FEM;SG;3;PST;ACT	N;NOM;MASC;SG
המדינה	state	המדין	staty	V;FEM;SG;3;PST;ACT	
המדינה	państwo	המדין	państwo	V;FEM;SG;3;PST;ACT	N;NOM;NEUT;SG
יהודים	żyd	יהודי	żyd	N;MASC;PL	N;NOM;MASC;SG
יהודים	żydem	יהודי	żyd	N;MASC;PL	N;INS;MASC;SG
יהודים	żydowskie	יהודי	żydowski	N;MASC;PL	ADJ;NOM;NEUT;SG
יהודים	żydowska	יהודי	żydowski	N;MASC;PL	ADJ;NOM;FEM;SG
יהודים	żydowski	יהודי	żydowski	N;MASC;PL	ADJ;NOM;MASC;SG
רבות	wielu	רב	wiele	N;FEM;PL	DET;ACC;MASC;PL
רבות	wiele	רב	wiele	N;FEM;PL	DET;ACC;MASC;PL
כמה	trochę	כמה	trochę	DET;PSSD	ADV
מטר	stóp	מטר	stóp	PROPN	
מטר	stopy	מטר	stopa	PROPN	
מטר	metr	מטר	metr	PROPN	
מטר	metry	מטר	metr	PROPN	N;ACC;MASC;SG
מטר	metrów	מטר	metr	PROPN	N;GEN;MASC;PL
מטר	liczniki	מטר	licznik	PROPN	N;NOM;MASC;PL
מטר	metr	מטר	metr	PROPN	
מטר	metrów	מטר	metr	PROPN	N;GEN;MASC;PL
מטר	licznik	מטר	licznik	PROPN	N;NOM;MASC;SG
מטר	miernik	מטר	miernik	PROPN	N;NOM;MASC;SG
מטר	metry	מטר	metr	PROPN	N;ACC;MASC;SG
מטר	metrach	מטר	metr	PROPN	N;GEN;MASC;PL
מטר	metrów	מטר	metr	PROPN	N;GEN;MASC;PL
דרך	przez	דרך	przez		ADP
דרך	sposób	דרך	sposób		V;IND;PRS;FIN
יכול	mógł	None	móc	V;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
יכול	można	None	można	V;MASC;SG;V.PTCP	V;IND;PRS;FIN
יכול	can	None	can	V;MASC;SG;V.PTCP	
באמצעות	via	באמצעות	via	ADP	
בעלי	mąż	בעל	mąż	N;PSSD;MASC;PL	N;NOM;MASC;SG
בעלי	mężu	בעל	mąż	N;PSSD;MASC;PL	V;IPFV;IMP;SG;2;FIN;ACT
בעלי	maz	בעל	maza	N;PSSD;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
בשל	dojrzał	בשל	dojrzeć	ADP	V;PFV;MASC;IND;SG;PST;FIN;ACT
בשל	dojrzała	בשל	dojrzały	ADP	V;PFV;FEM;IND;SG;PST;FIN;ACT
בשל	dojrzały	בשל	dojrzały	ADP	ADJ;NOM;MASC;SG
בשל	należne	בשל	należny	ADP	ADJ;NOM;NEUT;SG
בשל	należny	בשל	należny	ADP	ADJ;NOM;MASC;SG
פרס	nagrodę	פרס	nagroda	PROPN	N;ACC;FEM;SG
פרס	nagroda	פרס	nagroda	PROPN	N;NOM;FEM;SG
פרס	nagrodę	פרס	nagroda	PROPN	N;ACC;FEM;SG
פרס	nagroda	פרס	nagroda	PROPN	N;NOM;FEM;SG
פרס	nagrody	פרס	nagroda	PROPN	N;NOM;FEM;PL
פרס	wyróżnienie	פרס	wyróżnienie	PROPN	N;NOM;NEUT;SG
פרס	nagrodę	פרס	nagroda	PROPN	N;ACC;FEM;SG
פרס	nagroda	פרס	nagroda	PROPN	N;NOM;FEM;SG
פרס	nagrody	פרס	nagroda	PROPN	N;NOM;FEM;PL
ראו	rao	ראה	rao	V;PL;3;PST;ACT	PROPN;NOM;MASC;SG
דוד	dodd	דוד	dodd	PROPN	PROPN;NOM;MASC;SG
דוד	wujek	דוד	wujek	PROPN	N;NOM;MASC;SG
דוד	wuju	דוד	wuj	PROPN	N;VOC;MASC;SG
דוד	dawid	דוד	dawid	PROPN	PROPN;NOM;MASC;SG
דוד	david	דוד	david	PROPN	PROPN;NOM;MASC;SG
בעל	mężu	בעל	mąż	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
בעל	maz	בעל	maza	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
שלה	jej	של	on		PRO;GEN;FEM;SG;3
שלה	jej	של	on		PRO;GEN;FEM;SG;3
שלה	ją	של	on		PRO;ACC;FEM;SG;3
בנוסף	plus	בנוסף	plus	ADV	
תחת	dupa	תחת	dupa	ADP	
תמונה	zdjęcia	תמונה	zdjęcie	N;FEM;SG	N;NOM;NEUT;PL
תמונה	foto	תמונה	foto	N;FEM;SG	
תמונה	zdjecie	תמונה	zdjecie	N;FEM;SG	V;PFV;IND;SG;FIN;ACT
כתב	napisała	כתב	napisać	N;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
כתב	napisali	כתב	napisać	N;MASC;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
כתב	pisał	כתב	pisać	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
כתב	napisał	כתב	napisać	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
כתב	napisał	כתב	napisać	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
הקבוצה	grupie	הקבוצה	grupa	PROPN	N;DAT;FEM;SG
הקבוצה	grupy	הקבוצה	grupa	PROPN	N;ACC;FEM;SG
הקבוצה	grupa	הקבוצה	grupa	PROPN	N;NOM;FEM;SG
הערך	wartości	הערך	wartość		N;GEN;FEM;SG
הערך	wartość	הערך	wartość		N;NOM;FEM;SG
היום	today	היום	toda	ADV	
רבי	rabina	רבי	rabina	PROPN	N;ACC;MASC;SG
רבי	rabin	רבי	rabina	PROPN	N;NOM;MASC;SG
מי	kto	מי	kto	ADV	PRO;NOM;MASC;SG
מי	kogo	מי	kto	ADV	PRO;ACC;MASC;SG
מי	who	מי	who	ADV	
למרות	pomimo	למרות	pomimo	ADP	
למרות	mimo	למרות	mimo	ADP	
למרות	chociaż	למרות	chociaż	ADP	PART
למרות	aczkolwiek	למרות	aczkolwiek	ADP	
למרות	choć	למרות	choć	ADP	
למרות	chociaż	למרות	chociaż	ADP	PART
למרות	choć	למרות	choć	ADP	
אחרות	inne	אחר	inny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
אחרות	pozostał	אחר	pozostać	ADJ;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
דה	duh	דה	duh	PROPN	
אותם	ich	None	on	PRO;ACC;MASC;PL;3	PRO;GEN;MASC;PL;3
אותם	im	None	on	PRO;ACC;MASC;PL;3	PRO;DAT;MASC;PL;3
החברה	society	החברה	societa	N;FEM;SG	
החברה	firmy	החברה	firma	N;FEM;SG	N;NOM;FEM;PL
החברה	spółka	החברה	spółka	N;FEM;SG	
המלחמה	wojnę	המלחם	wojna	PROPN	N;ACC;FEM;SG
המלחמה	wojna	המלחם	wojna	PROPN	N;NOM;FEM;SG
המלחמה	wojny	המלחם	wojna	PROPN	N;GEN;FEM;SG
המלחמה	war	המלחם	war	PROPN	
שונות	inna	שונה	inny	ADJ;FEM;PL	ADJ;NOM;FEM;SG
שונות	różne	שונה	różny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
שונות	inny	שונה	inny	ADJ;FEM;PL	ADJ;NOM;MASC;SG
שונות	różne	שונה	różny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
הארץ	ziemi	הארץ	ziemia		N;GEN;FEM;SG
הארץ	ziemia	הארץ	ziemia		N;NOM;FEM;SG
מערכת	systemowe	מערכת	systemowy	N;FEM;SG	ADJ;NOM;NEUT;SG
תאריך	termin	תאריך	termin	PROPN	N;NOM;MASC;SG
תאריך	randka	תאריך	randka	PROPN	N;NOM;FEM;SG
תאריך	data	תאריך	datać	PROPN	
בלבד	tylko	בלבד	tylko	ADV	PART
עבר	przeniesiony	עבר	przenieść	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
עבר	przeniesiona	עבר	przenieść	N;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
עבר	przeniesione	עבר	przenieść	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
עבר	przeniesiono	עבר	przenieść	N;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
עבר	zdał	עבר	zdać	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
עבר	przeszedł	עבר	przejść	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
עבר	minęło	עבר	minąć	N;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
אפשר	umożliwić	אפשר	umożliwić	V	V;PFV;NFIN;ACT
אפשר	włącz	אפשר	włączyć	V	V;PFV;IMP;SG;2;FIN;ACT
אפשר	umożliwić	אפשר	umożliwić	V	V;PFV;NFIN;ACT
נוסף	dodany	None	dodać	ADP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
נוסף	dodano	None	dodać	ADP	V;PFV;IND;0;PST;FIN;ACT
נוסף	dodana	None	dodać	ADP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
נוסף	dodane	None	dodać	ADP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
מרכז	centralnego	מרכז	centralny	N;MASC;SG	ADJ;ACC;MASC;SG
מרכז	central	מרכז	centrala	N;MASC;SG	
מרכז	centralny	מרכז	centralny	N;MASC;SG	ADJ;NOM;MASC;SG
מרכז	środkowa	מרכז	środkowy	N;MASC;SG	ADJ;NOM;FEM;SG
מרכז	centralne	מרכז	centralny	N;MASC;SG	ADJ;NOM;NEUT;SG
מרכז	centralna	מרכז	centralny	N;MASC;SG	ADJ;NOM;FEM;SG
מרכז	center	מרכז	center	N;MASC;SG	
מרכז	centre	מרכז	centry	N;MASC;SG	
שימוש	używając	שימוש	używać	N;MASC;SG	V;IPFV;PRS;V.CVB;ACT
שימוש	użyć	שימוש	użyć	N;MASC;SG	V;PFV;NFIN;ACT
שימוש	użyj	שימוש	użyj	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
שיש	marmuru	שיש	marmur		N;GEN;MASC;SG
רוב	najczęściej	רוב	często	N;MASC;SG	ADV;RL
רוב	najbardziej	רוב	bardzo	N;MASC;SG	ADV;RL
רוב	rob	רוב	rob	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
רוב	roba	רוב	roba	N;MASC;SG	
כולל	włącznie	כלל	włącznie	V;MASC;SG;V.PTCP;ACT	ADV
כולל	zawiera	כלל	zawierać	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
כולל	obejmuje	כלל	obejmować	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
כולל	włączone	כלל	włączyć	V;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
כולל	uwzględnione	כלל	uwzględnić	V;MASC;SG;V.PTCP;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
גדול	dużych	גדול	duży	ADJ;MASC;SG	ADJ;GEN;MASC;PL
גדול	big	גדול	big	ADJ;MASC;SG	
גדול	świetnie	גדול	świetnie	ADJ;MASC;SG	ADV
גדול	super	גדול	super	ADJ;MASC;SG	
גדול	wspaniale	גדול	wspaniale	ADJ;MASC;SG	
ישראלים	izraela	ישראלי	izrael	N;MASC;PL	N;GEN;MASC;SG
ישראלים	izraelczycy	ישראלי	izraelczyk	N;MASC;PL	ADJ;NOM;MASC;PL
יהודי	żydowskie	יהודי	żydowski	N;MASC;SG	ADJ;NOM;NEUT;SG
יהודי	żydowska	יהודי	żydowski	N;MASC;SG	ADJ;NOM;FEM;SG
יהודי	żydzi	יהודי	żydzić	N;MASC;SG	N;NOM;MASC;PL
יהודי	żydowski	יהודי	żydowski	N;MASC;SG	ADJ;NOM;MASC;SG
סוג	wpisz	סוג	wpić	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
סוג	typ	סוג	typ	N;MASC;SG	
ראשון	sunday	ראשון	sunday	PROPN	
ראשון	niedziela	ראשון	niedziela	PROPN	
ראשון	niedzielny	ראשון	niedzielny	PROPN	ADJ;NOM;MASC;SG
ראשון	pierwszy	ראשון	pierwszy	PROPN	ADJ;NOM;MASC;SG
ראשון	pierwsze	ראשון	pierwszy	PROPN	ADJ;NOM;NEUT;SG
