aturar	stand	aturar	stand	V	N;NOM;INDF;MASC+FEM;SG
faite	dig	faite	du	PROPN	PRO;ACC;DEF;MASC+FEM;SG
faite	du	faite	du	PROPN	PRO;NOM;DEF;MASC+FEM;SG
matado	dödade	matado	döda	V	ADJ;NOM;PL;PST;V.PTCP
matado	dödat	matado	döda	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
matado	dödad	matado	dödad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
matado	mördad	matado	mörda	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
victoria	segra	victoria	segra	N	V;IMP;FIN;ACT
crees	ni	cree	ni	V	PRO;NOM;DEF;MASC+FEM;SG
crees	dig	cree	du	V	PRO;ACC;DEF;MASC+FEM;SG
crees	du	cree	du	V	PRO;NOM;DEF;MASC+FEM;SG
césar	caesar	césar	caes	V	PROPN;NOM
vulgar	vulgär	vulgar	vulgär	N	ADJ;NOM;INDF;MASC+FEM;SG
vulgar	vulgärt	vulgar	vulgär	N	ADJ;NOM;INDF;NEUT;SG
pasalo	roliga	pasalo	rolig	N	ADJ;NOM;PL
pasalo	kul	pasalo	kul	N	INTJ
pasalo	rolig	pasalo	rolig	N	ADJ;NOM;INDF;MASC+FEM;SG
pasalo	roligt	pasalo	rolig	N	ADJ;NOM;INDF;NEUT;SG
pasalo	har	pasalo	ha	N	V;IND;PRS;FIN;ACT
pasalo	ha	pasalo	ha	N	INTJ
roger	uppfattat	roger	uppfatta	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
roger	roger	roger	roga	PROPN	N;NOM;INDF;MASC+FEM;SG
vindo	come	vir	come	V	N;NOM;INDF;MASC+FEM;SG
cago	hell	cago	hell	V	N;NOM;INDF;MASC+FEM;SG
cago	helvete	cago	helvete	V	N;NOM;INDF;NEUT;SG
cago	helvetet	cago	helveten	V	N;NOM;DEF;NEUT;SG
matarme	döda	matarme	död	V	ADJ;NOM;PL
matarme	kill	matarme	kill	V	N;NOM;INDF;MASC+FEM;SG
atacaron	de	atacar	de	V	PRO;NOM;DEF;PL
atacaron	dom	atacar	de	V	PRO;NOM;DEF;PL
atacaron	attackerad	atacar	attackerad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atacaron	attackerade	atacar	attackera	V	ADJ;NOM;PL;PST;V.PTCP
atacaron	överfallen	atacar	överfall	V	ADJ;NOM;INDF;MASC+FEM;SG
quixeches	ni	quixeche	ni	V	PRO;NOM;DEF;MASC+FEM;SG
quixeches	dig	quixeche	du	V	PRO;ACC;DEF;MASC+FEM;SG
quixeches	du	quixeche	du	V	PRO;NOM;DEF;MASC+FEM;SG
irlandesa	iriska	irlandesa	irisk	ADJ	N;NOM;INDF;MASC+FEM;SG
irlandesa	irländare	irlandesa	irländare	ADJ	N;NOM;INDF;MASC+FEM;PL
sicilia	sicilien	sicilia	sicilien	PROPN	PROPN;NOM
reich	riket	reich	rike	PROPN	N;NOM;DEF;NEUT;SG
reich	rikets	reich	rike	PROPN	N;GEN;DEF;NEUT;SG
déronme	de	déronme	de	V	PRO;NOM;DEF;PL
déronme	dom	déronme	de	V	PRO;NOM;DEF;PL
meniña	lilla	meniña	liten	N	ADJ;NOM;DEF;SG
meniña	litet	meniña	litet	N	ADV
meniña	liten	meniña	liten	N	ADJ;NOM;INDF;MASC+FEM;SG
católicos	katoliker	católico	katolik	ADJ	N;NOM;INDF;MASC+FEM;PL
católicos	katoliker	católico	katolik	ADJ	N;NOM;INDF;MASC+FEM;PL
pasear	promenad	pasear	promenad	V	N;NOM;INDF;MASC+FEM;SG
pasear	walk	pasear	walk	V	N;NOM;INDF;MASC+FEM;SG
pasear	för	pasear	för	V	ADP
hmong	hmong	hmong	hmong	PROPN	N;NOM;INDF;MASC+FEM;SG
leland	leland	leland	leland	PROPN	N;NOM;INDF;MASC+FEM;SG
klaus	klaus	klaus	klaus	PROPN	PROPN;NOM
pablo	pablo	pablo	pablo	N	PROPN;NOM
nomura	nomura	nomura	nomur	N	PROPN;NOM
duchêne	duchene	duchêne	duchene	N	PROPN;NOM
nis	nis	nis	nis	PROPN	PROPN;NOM
nis	nos	nis	nos	PROPN	N;NOM;INDF;MASC+FEM;SG
estivesen	de	estar	de	V	PRO;NOM;DEF;PL
estivesen	dom	estar	de	V	PRO;NOM;DEF;PL
estivesen	var	estar	var	V	PRO;INDF;MASC+FEM;SG
corría	running	corría	running	V	N;NOM;INDF;MASC+FEM;SG
corría	löpning	corría	löpning	V	N;NOM;INDF;MASC+FEM;SG
corría	rinnande	corría	rinnande	V	ADJ;NOM;PRS;V.PTCP
corría	var	corría	var	V	PRO;INDF;MASC+FEM;SG
ensino	undervisa	ensino	undervisa	N	V;IMP;FIN;ACT
ensino	undervisar	ensino	undervisa	N	V;IND;PRS;FIN;ACT
ensino	lära	ensino	lära	N	V;IMP;FIN;ACT
ensino	lär	ensino	lära	N	V;IND;PRS;FIN;ACT
ensino	undervisa	ensino	undervisa	N	V;IMP;FIN;ACT
estanse	är	estanse	vara	PROPN	V;IND;PRS;FIN;ACT
estanse	are	estanse	are	PROPN	N;NOM;INDF;MASC+FEM;SG
loitan	fighting	loitar	fighting	V	N;NOM;INDF;MASC+FEM;SG
loitan	slagsmål	loitar	slagsmål	V	N;NOM;INDF;NEUT;SG
loitan	kämpande	loitar	kämpande	V	ADJ;NOM;PRS;V.PTCP
loitan	är	loitar	vara	V	V;IND;PRS;FIN;ACT
loitan	are	loitar	are	V	N;NOM;INDF;MASC+FEM;SG
loitan	kamp	loitar	kamp	V	N;NOM;INDF;MASC+FEM;SG
dinámica	dynamisk	dinámica	dynamisk	N	ADJ;NOM;INDF;MASC+FEM;SG
dinámica	dynamiskt	dinámica	dynamisk	N	ADJ;NOM;INDF;NEUT;SG
dinámica	dynamiska	dinámica	dynamisk	N	ADJ;NOM;PL
populares	popular	popular	popul	ADJ	N;NOM;INDF;MASC+FEM;SG
aumenta	ökning	aumentar	ökning	V	N;NOM;INDF;MASC+FEM;SG
aumenta	höjning	aumentar	höjning	V	N;NOM;INDF;MASC+FEM;SG
similar	likartat	similar	likartad	ADJ	ADV
similar	likartad	similar	likartad	ADJ	N;NOM;INDF;MASC+FEM;SG
saibas	know	saber	know	V	N;NOM;INDF;MASC+FEM;SG
saibas	ni	saber	ni	V	PRO;NOM;DEF;MASC+FEM;SG
saibas	dig	saber	du	V	PRO;ACC;DEF;MASC+FEM;SG
saibas	du	saber	du	V	PRO;NOM;DEF;MASC+FEM;SG
garantía	garantera	garantía	garantera	N	V;IMP;FIN;ACT
garantía	garanterar	garantía	garantera	N	V;IND;PRS;FIN;ACT
ken	ken	ker	ken	PROPN	PROPN;NOM
falsos	false	falso	false	ADJ	PROPN;NOM
sexades	ni	sexade	ni	V	PRO;NOM;DEF;MASC+FEM;SG
sexades	dig	sexade	du	V	PRO;ACC;DEF;MASC+FEM;SG
sexades	du	sexade	du	V	PRO;NOM;DEF;MASC+FEM;SG
pensaban	de	pensabar	de	V	PRO;NOM;DEF;PL
pensaban	dom	pensabar	de	V	PRO;NOM;DEF;PL
pódense	kan	pódense	kunna	N	V;IND;PRS;FIN;ACT
coñecida	kända	coñecer	känd	V	ADJ;NOM;PL;PST;V.PTCP
coñecida	känd	coñecer	känd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
coñecida	känt	coñecer	känd	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
emocionante	spännande	emocionante	spännande	N	ADJ;NOM;PRS;V.PTCP
xulgado	court	xulgado	court	N	PROPN;NOM
necesitan	behov	necesitar	behov	V	N;NOM;INDF;NEUT;SG
necesitan	de	necesitar	de	V	PRO;NOM;DEF;PL
necesitan	dom	necesitar	de	V	PRO;NOM;DEF;PL
senon	men	senon	men	PART	CONJ
individual	individuellt	individual	individuell	ADJ	ADV
individual	individ	individual	individ	ADJ	N;NOM;INDF;MASC+FEM;SG
específico	specifikt	específico	specifikt	ADJ	ADV
fiel	trogna	fiel	trogen	N	ADJ;NOM;PL
fiel	trogen	fiel	trog	N	ADJ;NOM;INDF;MASC+FEM;SG
capturado	tillfångatagna	capturado	tillfångatagen	V	ADJ;NOM;PL;PST;V.PTCP
capturado	fångad	capturado	fånga	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
capturado	fångat	capturado	fånga	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
capturado	tillfångatagen	capturado	tillfångatag	V	N;NOM;DEF;MASC+FEM;SG
trece	tretton	trecer	tretton	N	NUM;NOM
paran	stop	parar	stop	V	N;NOM;INDF;NEUT;SG
paran	stopp	parar	stopp	V	N;NOM;INDF;NEUT;SG
paran	de	parar	de	V	PRO;NOM;DEF;PL
paran	dom	parar	de	V	PRO;NOM;DEF;PL
respondeu	besvarade	responder	besvara	V	ADJ;NOM;PL;PST;V.PTCP
respondeu	svarat	responder	svara	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
respondeu	besvarat	responder	besvarat	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
enfermos	sjuka	enfermo	sjuk	N	ADJ;NOM;PL
enfermos	sjuk	enfermo	sjuk	N	ADJ;NOM;INDF;MASC+FEM;SG
compartimos	delad	compartir	delad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
compartimos	delade	compartir	delad	V	ADJ;NOM;PL;PST;V.PTCP
compartimos	delat	compartir	delad	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
arder	brinnande	arder	brinnande	V	ADJ;NOM;PRS;V.PTCP
arder	bränning	arder	bränning	V	N;NOM;INDF;MASC+FEM;SG
arder	brännande	arder	brännande	V	ADJ;NOM;PRS;V.PTCP
oriental	öst	oriental	öst	ADJ	N
roubei	stal	roubar	stal	PROPN	V;IMP;FIN;ACT
roubei	stulit	roubar	stulit	PROPN	V;V.CVB;ACT
usado	begagnad	usar	begagnad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
usado	begagnade	usar	begagnad	V	ADJ;NOM;PL;PST;V.PTCP
mentais	psykiskt	mental	psykisk	N	ADJ;NOM;INDF;NEUT;SG
mentais	mentala	mental	mental	N	ADJ;NOM;PL
mentais	psykiska	mental	psykisk	N	ADJ;NOM;PL
america	america	americar	americ	PROPN	N;NOM;INDF;MASC+FEM;SG
america	amerika	americar	amerik	PROPN	N;NOM;INDF;MASC+FEM;SG
pensaron	de	pensar	de	V	PRO;NOM;DEF;PL
pensaron	dom	pensar	de	V	PRO;NOM;DEF;PL
troques	istället	trocar	istället	V	ADV
chamábase	hans	chamábase	han	V	PRO;DEF
chamábase	namn	chamábase	namn	V	N;NOM;INDF;NEUT;SG
chamábase	name	chamábase	name	V	N;NOM;INDF;NEUT;SG
chamábase	var	chamábase	var	V	PRO;INDF;MASC+FEM;SG
chamábase	kallad	chamábase	kalla	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
murray	murray	murray	murray	PROPN	PROPN;NOM
espido	naket	espido	naket	N	ADJ;NOM;INDF;NEUT;SG
espido	nakna	espido	nakna	N	ADJ;NOM;PL
técnicos	teknisk	técnico	teknisk	N	ADJ;NOM;INDF;MASC+FEM;SG
técnicos	tekniskt	técnico	teknisk	N	ADV
técnicos	tekniska	técnico	teknisk	N	ADJ;NOM;PL
deixalos	låt	deixalo	låta	N	V;IMP;FIN;ACT
deixalos	dem	deixalo	de	N	PRO;ACC;DEF;PL
deixalos	dom	deixalo	de	N	PRO;NOM;DEF;PL
deixalos	lämna	deixalo	lämna	N	V;IMP;FIN;ACT
vanme	de	vanme	de	V	PRO;NOM;DEF;PL
vanme	dom	vanme	de	V	PRO;NOM;DEF;PL
conclusión	att	conclusión	att	N	PART
converterse	blivit	convertersar	bli	N	V;V.CVB;ACT
converterse	blir	convertersar	bli	N	V;IND;PRS;FIN;ACT
converterse	bli	convertersar	bli	N	V;IMP;FIN;ACT
chegarán	de	chegar	de	V	PRO;NOM;DEF;PL
chegarán	dom	chegar	de	V	PRO;NOM;DEF;PL
escoitou	hört	escoitar	höra	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
gañando	vinnande	gañar	vinnande	V	ADJ;NOM;PRS;V.PTCP
quedaron	de	quedar	de	V	PRO;NOM;DEF;PL
quedaron	dom	quedar	de	V	PRO;NOM;DEF;PL
supostamente	förmodad	supostamente	förmodad	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
supostamente	förmodade	supostamente	förmodad	ADV	ADJ;NOM;PL;PST;V.PTCP
supostamente	påstådd	supostamente	påstådd	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
facelos	dem	facelo	de	DET	PRO;ACC;DEF;PL
facelos	dom	facelo	de	DET	PRO;NOM;DEF;PL
facelos	gör	facelo	göra	DET	V;IMP;FIN;ACT
facelos	fabrikat	facelo	fabrika	DET	N;NOM;INDF;NEUT;SG
facelos	göra	facelo	göra	DET	V;IMP;FIN;ACT
violación	våldta	violación	våldt	N	V;IMP;FIN;ACT
violación	våldtäkt	violación	våldtäkt	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
escribiume	skrev	escribiume	skriva	PROPN	V;IMP;PST;FIN;ACT
escribiume	skrivit	escribiume	skriva	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
gustoume	som	gustoume	som	V	CONJ
gustoume	gillat	gustoume	gilla	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
gustoume	omtyckt	gustoume	omtyckt	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vestida	klätt	vestida	klä	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vestida	klädda	vestida	klädda	V	ADJ;NOM;PL;PST;V.PTCP
vestida	klädd	vestida	klädd	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
hanoi	hanoi	hanol	hanoi	PROPN	N;NOM;INDF;NEUT;SG
islam	islams	islam	islams	PROPN	PROPN;GEN
islam	islam	islam	islam	PROPN	N;NOM;INDF;MASC+FEM;SG
profeta	profet	profeta	prof	V	N;NOM;INDF;MASC+FEM;SG
profeta	profeten	profeta	profet	V	N;NOM;DEF;MASC+FEM;SG
chámanlle	ring	chámanlle	ring	PROPN	V;IMP;FIN;ACT
chámanlle	call	chámanlle	call	PROPN	N;NOM;INDF;NEUT;SG
chámanlle	samtal	chámanlle	samtal	PROPN	N;NOM;INDF;NEUT;SG
chámanlle	ringa	chámanlle	ringa	PROPN	V;FIN;ACT
cas	med	cas	med	N	ADP
devanceiros	förfäder	devanceiro	förfäder	ADJ	N;NOM;INDF;MASC+FEM;PL
estatal	stat	estatal	stat	ADJ	N;NOM;INDF;MASC+FEM;SG
estatal	delstat	estatal	delstad	ADJ	N;NOM;INDF;MASC+FEM;SG
amargo	bittra	amargo	bittra	N	ADJ;NOM;PL
equivocado	fel	equivocar	fel	V	N;NOM;INDF;NEUT;SG
representante	representativ	representante	representativ	N	ADJ;NOM;INDF;MASC+FEM;SG
representante	representativt	representante	representativ	N	ADJ;NOM;INDF;NEUT;SG
levárono	honom	levárono	han	V	PRO;ACC;DEF;MASC+FEM;SG
levárono	de	levárono	de	V	PRO;NOM;DEF;PL
levárono	dom	levárono	de	V	PRO;NOM;DEF;PL
xogamos	pjäs	xogar	pjäs	V	N;NOM;INDF;MASC+FEM;SG
xogamos	play	xogar	play	V	N;NOM;INDF;MASC+FEM;SG
feitas	made	facer	made	V	N;NOM;INDF;MASC+FEM;SG
feitas	tillverkad	facer	tillverkad	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
feitas	tillverkade	facer	tillverkad	V	ADJ;NOM;PL;PST;V.PTCP
feitas	tillverkat	facer	tillverkad	V	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
feitas	gjorda	facer	göra	V	ADJ;NOM;PL;PST;V.PTCP
estranxeira	utrikes	estranxeiro	utrikes	ADJ	N;NOM;INDF;NEUT;SG
estranxeira	utlänning	estranxeiro	utlänning	ADJ	N;NOM;INDF;MASC+FEM;SG
dirán	de	dir	de	V	PRO;NOM;DEF;PL
dirán	dom	dir	de	V	PRO;NOM;DEF;PL
dirán	say	dir	say	V	N;NOM;INDF;NEUT;SG
viaxa	resor	viaxa	resa	V	N;NOM;INDF;MASC+FEM;PL
viaxa	travel	viaxa	travel	V	N;NOM;INDF;NEUT;SG
viaxa	resa	viaxa	resa	V	N;NOM;INDF;MASC+FEM;SG
viaxa	resor	viaxa	resa	V	N;NOM;INDF;MASC+FEM;PL
viaxa	resande	viaxa	resa	V	N;NOM;INDF;NEUT;SG
levado	tagen	levar	tagen	V	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
levado	tagna	levar	ta	V	ADJ;NOM;PL;PST;V.PTCP
parker	parker	parker	park	PROPN	N;NOM;INDF;MASC+FEM;PL
esperan	förhoppning	esperar	förhoppning	V	N;NOM;INDF;MASC+FEM;SG
esperan	hoppet	esperar	hopp	V	N;NOM;DEF;NEUT;SG
esperan	hopp	esperar	hopp	V	N;NOM;INDF;NEUT;SG
esperan	hope	esperar	hape	V	N;NOM;INDF;MASC+FEM;SG
esperan	väntande	esperar	vänta	V	ADJ;NOM;PRS;V.PTCP
esperan	väntan	esperar	väntan	V	N;NOM;DEF;MASC+FEM;SG
taza	kopp	taza	kopp	PROPN	N;NOM;INDF;MASC+FEM;SG
taza	bägare	taza	bägare	PROPN	N;NOM;INDF;MASC+FEM;PL
taza	cup	taza	cup	PROPN	N;NOM;INDF;NEUT;SG
