kristus	kriste	kristus	krist	N;NOM;SG	V;IMP;SG;1;POS;FIN
määrätty	předepsáno	määrätä	předepsaný	V;NOM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
määrätty	přiděleno	määrätä	přidělený	V;NOM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
määrätty	přidělená	määrätä	přidělený	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
määrätty	přidělen	määrätä	přidělený	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
määrätty	přidělený	määrätä	přidělený	V;NOM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
määrätty	přidělené	määrätä	přidělený	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
kristityt	křesťanské	kristityt	křesťanský	N;NOM;PL	ADJ;NOM;NEUT;SG;POS
kristityt	christian	kristityt	christian	N;NOM;PL	PROPN;ANIM;NOM;MASC;SG;POS
kristityt	křesťanská	kristityt	křesťanský	N;NOM;PL	ADJ;NOM;FEM;SG;POS
kristityt	křesťan	kristityt	křesťan	N;NOM;PL	N;ANIM;NOM;MASC;SG;POS
kristityt	křesťany	kristityt	křesťan	N;NOM;PL	N;ANIM;ACC;MASC;PL;POS
halli	haly	halli	hala	N;NOM;SG	N;NOM;FEM;PL;POS
halli	halle	halli	hallo	N;NOM;SG	PROPN;NOM;FEM;SG;POS
halli	hall	halli	hallo	N;NOM;SG	PROPN;INAN;NOM;MASC;SG;POS
anime	anime	anime	anime		N;NOM;NEUT;SG;POS
aikakausi	epochu	aika#kausi	epocha	N;NOM;SG	N;ACC;FEM;SG;POS
vaunut	vagón	vaunu	vagón	N;NOM;PL	N;INAN;NOM;MASC;SG;POS
vaunut	povoz	vaunu	povoz	N;NOM;PL	N;INAN;NOM;MASC;SG;POS
vaunut	vůz	vaunu	vůz	N;NOM;PL	N;INAN;NOM;MASC;SG;POS
vaunut	přeprava	vaunu	přeprava	N;NOM;PL	N;NOM;FEM;SG;POS
vaunut	kočár	vaunu	kočár	N;NOM;PL	N;INAN;NOM;MASC;SG;POS
vaunut	vozů	vaunu	vůz	N;NOM;PL	N;INAN;GEN;MASC;PL;POS
vuosituhannen	tisíciletí	vuosi#tuhat	tisíciletí	N;GEN;SG	N;NOM;NEUT;SG;POS
salvador	salvador	salvador	salvador	N;NOM;SG	PROPN;INAN;NOM;MASC;SG;POS
fisher	fisher	fisher	fisher	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
piirsi	drew	piirtää	drew	V;IND;SG;3;PST;FIN;ACT	PROPN;ANIM;NOM;MASC;SG;POS
kuukausia	měsíců	kuu#kausi	měsíc	N;PRT;PL	N;INAN;GEN;MASC;PL;POS
kuukausia	měsíce	kuu#kausi	měsíc	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
kuukausia	měsících	kuu#kausi	měsíc	N;PRT;PL	N;INAN;GEN;MASC;PL;POS
epäilty	podezření	epäillä	podezření	V;NOM;SG;V.PTCP;PASS	N;NOM;NEUT;SG;POS
epäilty	podezřelý	epäillä	podezřelý	V;NOM;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
epäilty	podezřelá	epäillä	podezřelý	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
epäilty	podezřelý	epäillä	podezřelý	V;NOM;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
marina	marino	marina	marino	N;NOM;SG	PROPN;NOM;NEUT;SG;POS
mainitsi	zmínila	mainita	zmínit	V;IND;SG;3;PST;FIN;ACT	V;PFV;POS;PST;V.PTCP;ACT
mainitsi	zmíněna	mainita	zmíněný	V;IND;SG;3;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
hotellin	hotel	hotelli	hotel	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
laitteiden	přístroje	laite	přístroj	N;GEN;PL	N;INAN;NOM;MASC;PL;POS
laitteiden	zařízení	laite	zařízení	N;GEN;PL	N;NOM;NEUT;SG;POS
olympia	olympia	olympi	olympium	ADJ;NOM;CMPR;SG	N;NOM;FEM;SG;POS
olympia	olympijské	olympi	olympijský	ADJ;NOM;CMPR;SG	ADJ;NOM;MASC;PL;POS
olympia	olympic	olympi	olympic	ADJ;NOM;CMPR;SG	N;INAN;NOM;MASC;SG;POS
olympia	olympijský	olympi	olympijský	ADJ;NOM;CMPR;SG	ADJ;ANIM;NOM;MASC;SG;POS
vajaan	kůlně	vajaa	kůlně	N;GEN;SG	N;DAT;FEM;SG;POS
highway	dálnici	highway	dálnice	N;NOM;SG	N;ACC;FEM;SG;POS
ratkaisi	vyřešené	ratkaista	vyřešený	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS
ratkaisi	vyřešeny	ratkaista	vyřešený	V;IND;SG;3;PST;FIN;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
ratkaisi	vyřešen	ratkaista	vyřešený	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
ratkaisi	vyřešeno	ratkaista	vyřešený	V;IND;SG;3;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
taloja	rody	talo	rod	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
taloja	domy	talo	dům	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
havaittavissa	pozorovatelné	havaita	pozorovatelný	V;IN+ESS;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
havaittavissa	patrný	havaita	patrný	V;IN+ESS;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
havaittavissa	zjistitelné	havaita	zjistitelný	V;IN+ESS;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
rannat	pláží	ranta	pláž	N;NOM;PL	N;INS;FEM;SG;POS
floridan	floridu	florida	florida	N;GEN;SG	PROPN;ACC;FEM;SG;POS
floridan	floridy	florida	florida	N;GEN;SG	PROPN;NOM;FEM;SG;POS
floridan	florida	florida	florida	N;GEN;SG	PROPN;NOM;FEM;SG;POS
brandon	brandon	brandon	brandon	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
lentokoneita	letouny	lento#kone	letoun	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
lentokoneita	letadla	lento#kone	letadlo	N;PRT;PL	N;NOM;NEUT;PL;POS
lentokoneita	letadla	lento#kone	letadlo	N;PRT;PL	N;NOM;NEUT;PL;POS
lentokoneita	roviny	lento#kone	rovina	N;PRT;PL	N;NOM;FEM;PL;POS
vastarintaa	odolnost	vastarinta	odolnost	N;PRT;SG	N;NOM;FEM;SG;POS
vastarintaa	odboj	vastarinta	odboj	N;PRT;SG	N;INAN;NOM;MASC;SG;POS
vastarintaa	odpor	vastarinta	odpor	N;PRT;SG	N;INAN;NOM;MASC;SG;POS
vastarintaa	rezistence	vastarinta	rezistence	N;PRT;SG	N;NOM;FEM;SG;POS
painettu	tištěné	painaa	tištěný	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG;POS
tuhoa	zničit	tuho	zničit	N;PRT;SG	V;PFV;POS;NFIN
tuhoa	ničit	tuho	ničit	N;PRT;SG	V;IPFV;POS;NFIN
tuhoa	zkáza	tuho	zkáza	N;PRT;SG	N;NOM;FEM;SG;POS
tuhoa	zničení	tuho	zničení	N;PRT;SG	N;NOM;NEUT;SG;POS
tuhoa	ničení	tuho	ničení	N;PRT;SG	N;NOM;NEUT;SG;POS
tuhoa	destrukce	tuho	destrukce	N;PRT;SG	N;NOM;FEM;SG;POS
normandian	normandii	normandi	normandie	N;GEN;SG	N;ACC;FEM;SG;POS
cole	cole	cole	cole	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
cole	cola	cole	cola	PROPN;NOM;SG	PROPN;NOM;FEM;SG;POS
regina	regina	regina	regina	N;NOM;SG	PROPN;NOM;FEM;SG;POS
tulosten	výsledky	tulos	výsledek	N;GEN;PL	N;INAN;NOM;MASC;PL;POS
lämpöä	horko	lämpö	horko	N;PRT;SG	N;NOM;NEUT;SG;POS
lämpöä	žár	lämpö	žár	N;PRT;SG	N;INAN;NOM;MASC;SG;POS
lämpöä	tepla	lämpö	teplo	N;PRT;SG	N;NOM;NEUT;SG;POS
lämpöä	teplo	lämpö	teplo	N;PRT;SG	N;NOM;NEUT;SG;POS
lämpöä	teplo	lämpö	teplo	N;PRT;SG	N;NOM;NEUT;SG;POS
ulkopuolinen	externích	ulko#puolinen	externí	ADJ;NOM;SG	ADJ;GEN;MASC;PL;POS
ulkopuolinen	outsider	ulko#puolinen	outsider	ADJ;NOM;SG	N;ANIM;NOM;MASC;SG;POS
keskikokoinen	středně	keski#kokoinen	středně	ADJ;NOM;SG	ADV;POS
keskikokoinen	médium	keski#kokoinen	médium	ADJ;NOM;SG	N;NOM;NEUT;SG;POS
miekan	meč	miekka	meč	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
teemoja	motivy	teemo	motiv	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
teemoja	témata	teemo	téma	N;PRT;PL	N;NOM;NEUT;PL;POS
estetty	zakázané	estää	zakázaný	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
estetty	zakázáno	estää	zakázaný	V;NOM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
estetty	zablokovaný	estää	zablokovaný	V;NOM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
estetty	zablokované	estää	zablokovaný	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
estetty	zablokovaná	estää	zablokovaný	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
sid	sida	sid	sida	PROPN;NOM;SG	N;NOM;FEM;SG;POS
sid	side	sid	sít	PROPN;NOM;SG	N;NOM;MASC;SG;POS
sid	sid	sid	sid	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
mayer	mayer	mayer	mayer	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
rannikkoa	pobřeží	rannikko	pobřeží	N;PRT;SG	N;NOM;NEUT;SG;POS
solujen	buňky	solu	buňka	N;GEN;PL	N;NOM;FEM;PL;POS
solujen	cely	solu	cela	N;GEN;PL	N;NOM;MASC;PL;POS
solujen	buněčné	solu	buněčný	N;GEN;PL	ADJ;NOM;NEUT;SG;POS
lopullisen	definitivní	lopullinen	definitivní	ADJ;GEN;SG	ADJ;NOM;MASC;SG;POS
jet	jet	jetä	jet	N;NOM;SG	V;POS;NFIN
ralf	ralf	ralf	ralf	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
myynnin	prodeje	myynti	prodej	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
myynnin	prodej	myynti	prodej	N;GEN;SG	N;INAN;NOM;MASC;SG;POS
myynnin	prodejní	myynti	prodejní	N;GEN;SG	ADJ;NOM;FEM;SG;POS
joni	joni	joni	joni	PROPN;NOM;SG	PROPN;NOM;FEM;SG;POS
kennedyn	kennedyho	kennädä	kennedy	N;GEN;SG	PROPN;ANIM;GEN;MASC;SG;POS
kennedyn	kennedy	kennädä	kenneda	N;GEN;SG	PROPN;ANIM;NOM;MASC;SG;POS
verkkoon	síť	verkko	síť	N;IN+ALL;SG	N;NOM;FEM;SG;POS
saattueita	konvoje	saattue	konvoj	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
iss	iss	iss	iss	PROPN;NOM;SG	PROPN;MASC;POS
ehdokkuutta	kandidaturu	ehdokkuus	kandidatura	N;PRT;SG	N;ACC;FEM;SG;POS
crawford	crawford	crawford	crawford	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
egyptiin	egypt	egypti	egypt	N;IN+ALL;SG	PROPN;INAN;NOM;MASC;SG;POS
egyptiin	egyptský	egypti	egyptský	N;IN+ALL;SG	ADJ;ANIM;NOM;MASC;SG;POS
egyptiin	egyptě	egypti	egypt	N;IN+ALL;SG	PROPN;INAN;DAT;MASC;SG;POS
yksilöiden	jednotlivci	yksilö	jednotlivec	N;GEN;PL	N;ANIM;NOM;MASC;PL;POS
yksilöiden	jedinci	yksilö	jedinec	N;GEN;PL	N;ANIM;NOM;MASC;PL;POS
yksilöiden	jednotlivce	yksilö	jednotlivec	N;GEN;PL	N;ANIM;ACC;MASC;PL;POS
yksilöiden	exempláře	yksilö	exemplář	N;GEN;PL	N;INAN;NOM;MASC;PL;POS
yksilöiden	vzorky	yksilö	vzorek	N;GEN;PL	N;INAN;NOM;MASC;PL;POS
työntekijät	zaměstnanců	työn#tekijä	zaměstnanec	N;NOM;PL	N;ANIM;GEN;MASC;PL;POS
työntekijät	zaměstnancům	työn#tekijä	zaměstnanec	N;NOM;PL	N;ANIM;DAT;MASC;PL;POS
työntekijät	zaměstnance	työn#tekijä	zaměstnanec	N;NOM;PL	N;ANIM;ACC;MASC;PL;POS
työntekijät	pracovníky	työn#tekijä	pracovník	N;NOM;PL	N;ANIM;ACC;MASC;PL;POS
aktiivisia	aktivně	aktiivinen	aktivně	ADJ;PRT;PL	ADV;POS
aktiivisia	aktivní	aktiivinen	aktivní	ADJ;PRT;PL	ADJ;NOM;MASC;SG;POS
aktiivisia	aktivních	aktiivinen	aktivní	ADJ;PRT;PL	ADJ;GEN;MASC;PL;POS
castro	castro	castro	castro	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
kuljettajan	řidiče	kuljettaja	řidič	N;GEN;SG	N;ANIM;ACC;MASC;SG;POS
kuljettajan	řidič	kuljettaja	řidič	N;GEN;SG	N;ANIM;NOM;MASC;SG;POS
kuljettajan	řidiči	kuljettaja	řidič	N;GEN;SG	N;ANIM;NOM;MASC;PL;POS
järjestöt	asociace	järjestö	asociace	N;NOM;PL	N;NOM;FEM;SG;POS
järjestöt	sdružení	järjestö	sdružení	N;NOM;PL	N;NOM;NEUT;SG;POS
järjestöt	organizace	järjestö	organizace	N;NOM;PL	N;NOM;FEM;SG;POS
sekaisin	zmatená	sekaisin	zmatený	ADV	ADJ;NOM;FEM;SG;POS
sekaisin	zmatený	sekaisin	zmatený	ADV	ADJ;ANIM;NOM;MASC;SG;POS
sekaisin	zmatení	sekaisin	zmatení	ADV	N;NOM;NEUT;SG;POS
saariston	souostroví	saaristo	souostroví	N;GEN;SG	N;NOM;NEUT;SG;POS
sevillan	seville	seviltaa	seville	N;GEN;SG	PROPN;DAT;FEM;SG;POS
monroe	monroe	monroe	monroe	N;NOM;SG	PROPN;NOM;FEM;SG;POS
kannattajia	příznivci	kannattaja	příznivec	N;PRT;PL	N;ANIM;NOM;MASC;PL;POS
kannattajia	stoupenci	kannattaja	stoupenec	N;PRT;PL	N;ANIM;NOM;MASC;PL;POS
pidemmälle	dále	pitkä	dále	ADJ;AT+ALL;CMPR;SG	ADV
väkivaltaa	násilí	väki#valta	násilí	N;PRT;SG	N;NOM;NEUT;SG;POS
pérez	pérez	pérez	pérez	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
laajempaa	širší	laaja	široký	ADJ;PRT;CMPR;SG	ADJ;NOM;CMPR;MASC;SG;POS
laajempaa	širší	laaja	široký	ADJ;PRT;CMPR;SG	ADJ;NOM;CMPR;MASC;SG;POS
sauna	sauny	sauna	sauna	N;NOM;SG	N;NOM;FEM;PL;POS
legenda	legend	legenda	legenda	N;NOM;SG	N;GEN;FEM;PL;POS
tapahtumaan	událost	tapahtuma	událost	N;IN+ALL;SG	N;NOM;FEM;SG;POS
sullivan	sullivan	sulla	sullivan	ADJ;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
toimintoja	funkčnost	toiminto	funkčnost	N;PRT;PL	N;NOM;FEM;SG;POS
toimintoja	funkčnosti	toiminto	funkčnost	N;PRT;PL	N;NOM;FEM;SG;POS
cannesin	cannes	cannes	cannes	N;GEN;SG	PROPN;NEUT;SG;POS
isot	velký	iso	velký	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
isot	velká	iso	velký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
sánchez	sánchez	sánchez	sánchez	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
sánchez	sanchez	sánchez	sanchez	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
riitti	obřad	riittää	obřad	V;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;MASC;SG;POS
puhemies	předsedající	puhe#mies	předsedající	N;NOM;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
puhemies	prezidenta	puhe#mies	prezident	N;NOM;SG	N;ANIM;ACC;MASC;SG;POS
richards	richards	richards	richards	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
edwin	edwin	edwin	edwin	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
kahvila	jídelny	kahvila	jídelna	N;NOM;SG	N;NOM;FEM;PL;POS
kahvila	kavárny	kahvila	kavárna	N;NOM;SG	N;NOM;FEM;PL;POS
kahvila	cafe	kahvila	cafe	N;NOM;SG	PROPN;NOM;MASC;SG;POS
kahvila	café	kahvila	café	N;NOM;SG	PROPN;NOM;MASC;SG;POS
kahvila	kavárny	kahvila	kavárna	N;NOM;SG	N;NOM;FEM;PL;POS
kahvila	café	kahvila	café	N;NOM;SG	PROPN;NOM;MASC;SG;POS
aamu	ráno	aamu	ráno	N;NOM;SG	ADV
aamu	ranní	aamu	ranní	N;NOM;SG	ADJ;NOM;MASC;SG;POS
tina	tin	tina	tina	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
tina	tino	tina	tino	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG;POS
tina	tinu	tina	tina	N;NOM;SG	N;ACC;FEM;SG;POS
tina	tina	tina	tina	N;NOM;SG	PROPN;NOM;FEM;SG;POS
viestinnän	sdělení	viestintä	sdělení	N;GEN;SG	N;NOM;NEUT;SG;POS
viestinnän	komunikační	viestintä	komunikační	N;GEN;SG	ADJ;NOM;MASC;SG;POS
viestinnän	komunikace	viestintä	komunikace	N;GEN;SG	N;NOM;FEM;SG;POS
aviomies	manžela	avio#mies	manžel	N;NOM;SG	N;ANIM;ACC;MASC;SG;POS
aviomies	manželi	avio#mies	manžel	N;NOM;SG	N;ANIM;INS;MASC;PL;POS
liittoutuneet	spojenecké	liittoutua	spojenecký	V;NOM;PL;V.PTCP;ACT	ADJ;NOM;MASC;PL;POS
liittoutuneet	spojence	liittoutua	spojenec	V;NOM;PL;V.PTCP;ACT	N;ANIM;ACC;MASC;PL;POS
liittoutuneet	spojenci	liittoutua	spojenec	V;NOM;PL;V.PTCP;ACT	N;ANIM;NOM;MASC;PL;POS
rajoja	hranice	raja	hranice	N;PRT;PL	N;NOM;FEM;SG;POS
indianapolis	indianapolis	indiana#polis	indianapolis	N;NOM;SG	PROPN;INAN;NOM;MASC;SG;POS
kristittyjä	křesťané	kristitty	křesťan	N;PRT;PL	N;ANIM;NOM;MASC;PL;POS
kristittyjä	křesťany	kristitty	křesťan	N;PRT;PL	N;ANIM;ACC;MASC;PL;POS
hävittäjät	bojovníků	hävittäjä	bojovník	N;NOM;PL	N;ANIM;GEN;MASC;PL;POS
hävittäjät	bojovníky	hävittäjä	bojovník	N;NOM;PL	N;ANIM;ACC;MASC;PL;POS
kiviä	kamenů	kivi	kámen	N;PRT;PL	N;INAN;GEN;MASC;PL;POS
kiviä	kamení	kivi	kamení	N;PRT;PL	N;NOM;NEUT;SG;POS
kiviä	kameny	kivi	kámen	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
kiviä	kamení	kivi	kamení	N;PRT;PL	N;NOM;NEUT;SG;POS
kiviä	kameny	kivi	kámen	N;PRT;PL	N;INAN;NOM;MASC;PL;POS
kiviä	skal	kivi	skála	N;PRT;PL	N;GEN;FEM;PL;POS
kiviä	skály	kivi	skála	N;PRT;PL	N;NOM;FEM;PL;POS
kenen	čí	kuka	čí	PRO;GEN;SG	ADV
sukellusveneen	ponorky	sukeltus#vene	ponorka	N;GEN;SG	N;NOM;FEM;PL;POS
sukellusveneen	ponorku	sukeltus#vene	ponorek	N;GEN;SG	N;ACC;FEM;SG;POS
sukellusveneen	ponorka	sukeltus#vene	ponorka	N;GEN;SG	N;NOM;FEM;SG;POS
markkinat	trh	markkinat	trh	N;NOM;PL	N;INAN;NOM;MASC;SG;POS
markkinat	market	markkinat	market	N;NOM;PL	N;INAN;NOM;MASC;SG;POS
markkinat	tržní	markkinat	tržní	N;NOM;PL	ADJ;NOM;MASC;SG;POS
markkinat	tržiště	markkinat	tržiště	N;NOM;PL	N;NOM;NEUT;SG;POS
washingtonissa	washingtonu	washington	washington	N;IN+ESS;SG	N;INAN;GEN;MASC;SG;POS
washingtonissa	washington	washington	washington	N;IN+ESS;SG	PROPN;INAN;NOM;MASC;SG;POS
ajat	krát	aika	krát	N;NOM;PL	ADV
ajat	times	aika	times	N;NOM;PL	PROPN;INAN;MASC;PL;POS
korvattu	nahrazeno	korvata	nahrazený	V;NOM;SG;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
korvattu	nahrazen	korvata	nahrazený	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
