berkeley	berkeley	berkeley	berkeley	PROPN	PROPN
revolution	revolutia	revolution	revolutie	PROPN	N;DEF;FEM;SG
revolution	revolutie	revolution	revolutie	PROPN	N;INDF;FEM;SG
federation	federatiei	federation	federatie	PROPN	N;DEF;FEM;SG
federation	federatia	federation	federatie	PROPN	N;DEF;FEM;SG
federation	federatia	federation	federatie	PROPN	N;DEF;FEM;SG
eddie	eddie	eddie	eddie	PROPN	PROPN
hangul	hangul	hangul	hang	PROPN	N;DEF;MASC;SG
dicabut	revocat	dicabut	revoca	V;SG;PASS	ADJ;INDF;MASC;SG
dicabut	revocata	dicabut	revocat	V;SG;PASS	N;DEF;FEM;SG
pengujian	incercari	penujian	incercar	N;SG	N;INDF;FEM;PL
pengujian	teste	penujian	test	N;SG	N;INDF;FEM;PL
pengujian	testele	penujian	test	N;SG	N;DEF;FEM;PL
leeds	leeds	leeds	leeds	PROPN	PROPN
dipasarkan	comercializat	dipasarkan	comercializa	V;SG;PASS	ADJ;INDF;MASC;SG
dipasarkan	comercializate	dipasarkan	comercializa	V;SG;PASS	ADJ;INDF;FEM;PL
sertifikat	certificatele	sertifikat	certificat	N;SG	N;DEF;FEM;PL
sertifikat	certificate	sertifikat	certificat	N;SG	N;INDF;FEM;PL
athletic	atletic	athletic	atletic	N	ADJ;INDF;MASC;SG
rizal	rizal	rizal	rizal	PROPN	N;INDF;MASC;SG
paralel	paralel	paralel	paralel	N	ADV
paralel	paralele	paralel	paralel	N	ADJ;INDF;FEM;PL
paralel	paralele	paralel	paralel	N	ADJ;INDF;FEM;PL
kuburan	mormintele	kuburan	mormânt	N;SG	N;DEF;FEM;PL
kuburan	morminte	kuburan	mormânt	N;SG	N;INDF;FEM;PL
kuburan	cimitire	kuburan	cimitire	N;SG	N;INDF;FEM;PL
benih	seminte	benih	semânt	N;SG	
benih	seminte	benih	semânt	N;SG	
benih	seminte	benih	semânt	N;SG	
lockheed	lockheed	lockheed	lockheed	N	PROPN
birmingham	birmingham	birmingham	birmingham	PROPN	PROPN
telugu	telugu	telugu	telugu	PROPN	
interior	interioare	interior	interior	N;SG	ADJ;INDF;FEM;PL
enterprise	enterprise	enterprise	enterpri	N	
berpengalaman	experimentat	berpengalaman	experimentat	V;SG;ACT	ADJ;INDF;MASC;SG
berpengalaman	neexperimentat	berpengalaman	neexperimentat	V;SG;ACT	ADJ;INDF;MASC;SG
solomon	solomon	solomon	solomon	PROPN	PROPN
jefferson	jefferson	jefferson	jefferson	PROPN	PROPN
luhur	sublim	luhur	sublim	N	ADJ;INDF;MASC;SG
staff	personal	staff	personal	N	ADV
ibm	ibm	ibm	ibm	PROPN	PROPN
zeus	zeus	zeus	zeu	PROPN	N;INDF;MASC;SG
mengingatkan	reamintit	meningatkan	reaminti	V;SG;ACT	ADJ;INDF;MASC;SG
dinamis	dinamica	dinamis	dinamică	ADJ;SG	N;DEF;FEM;SG
dinamis	dinamice	dinamis	dinamic	ADJ;SG	ADJ;INDF;FEM;PL
dinamis	dinamica	dinamis	dinamică	ADJ;SG	N;DEF;FEM;SG
bactrocera	bactrocera	bactrocera	bactroceră	PROPN	N;DEF;FEM;SG
zhao	zhao	zhao	zhao	PROPN	
azhar	azhar	azhar	azhar	PROPN	
cacing	viermi	cacing	viermi	N;SG	N;INDF;MASC;PL
cacing	viermii	cacing	viarmă	N;SG	N;DEF;MASC;PL
pembuluh	vene	pembuluh	veni	N;SG	N;INDF;FEM;PL
pembuluh	venele	pembuluh	venă	N;SG	N;DEF;FEM;PL
orangtua	parinti	orangtua	parinti	N;SG	
orangtua	parinti	orangtua	parinti	N;SG	
orangtua	parintii	orangtua	parinte	N;SG	N;DEF;MASC;PL
orangtua	parintii	orangtua	parinte	N;SG	N;DEF;MASC;PL
orangtua	parinte	orangtua	parinte	N;SG	
orangtua	parinte	orangtua	parinte	N;SG	
omar	omar	omar	omar	PROPN	PROPN
gandum	cereale	gandum	cereală	N;SG	N;INDF;FEM;PL
gandum	grane	gandum	gran	N;SG	N;INDF;FEM;PL
gandum	grau	gandum	grau	N;SG	
gandum	grau	gandum	grau	N;SG	
account	cont	account	cont	PROPN	N;INDF;MASC;SG
account	contul	account	cont	PROPN	N;DEF;MASC;SG
digit	cifre	digit	cifră	N;SG	N;INDF;FEM;PL
dog	caine	dog	caină	PROPN	N;INDF;MASC;SG
dog	dog	dog	dogă	PROPN	N;INDF;MASC;SG
dog	caine	dog	caină	PROPN	N;INDF;MASC;SG
krim	krim	krim	krim	N;SG	PROPN
krim	creme	krim	creme	N;SG	N;INDF;FEM;PL
sebastian	sebastian	sebastian	sebastian	PROPN	N;INDF;MASC;SG
ottoman	otomana	ottoman	otomană	PROPN	N;DEF;FEM;SG
ottoman	otoman	ottoman	otoman	PROPN	N;INDF;MASC;SG
ottoman	otomani	ottoman	otoman	PROPN	N;INDF;MASC;PL
cerah	bright	cerah	bright	ADJ;SG	N;INDF;MASC;SG
cerah	soare	cerah	soare	ADJ;SG	N;INDF;MASC;SG
cerah	sunny	cerah	sunny	ADJ;SG	N;INDF;MASC;SG
herbert	herbert	herbert	herbert	PROPN	PROPN
konstantinus	constantin	konstantinus	constantin	PROPN	PROPN
konstantinus	constantine	konstantinus	constantin	PROPN	
karim	karim	karim	karim	PROPN	PROPN
iron	fier	iron	fier	PROPN	N;INDF;MASC;SG
iron	fierul	iron	fier	PROPN	N;DEF;MASC;SG
each	fiecare	each	fiecare	PROPN	PRO;SG;3
norte	norte	norte	norte	PROPN	N;INDF;MASC;SG
eagle	eagle	eagle	eaglă	PROPN	
eagle	vultur	eagle	vultur	PROPN	N;INDF;MASC;SG
eagle	vulturul	eagle	vultur	PROPN	N;DEF;MASC;SG
indiana	indiana	indiana	indiană	PROPN	N;DEF;FEM;SG
abi	abi	abi	abi	PROPN	N;INDF;MASC;SG
xiii	xiii	xiii	xii	PROPN	N;DEF;FEM;SG
berikan	dati	berrikan	da	V;SG;ACT	
berikan	da	berrikan	da	V;SG;ACT	ADV
rap	rap	rap	rap	PROPN	N;INDF;MASC;SG
transformasi	transforma	transformasi	transforma	N;SG	V;IND;SG;3;IPFV;FIN
transformasi	transforma	transformasi	transforma	N;SG	V;IND;SG;3;IPFV;FIN
transformasi	transformari	transformasi	transformare	N;SG	N;INDF;FEM;PL
ade	ade	ade	adel	PROPN	
graham	graham	graham	graham	PROPN	PROPN
siam	siamezi	siam	siamez	PROPN	N;INDF;MASC;PL
siam	siam	siam	siam	PROPN	N;INDF;MASC;SG
entry	intrarea	entry	intrare	PROPN	N;DEF;FEM;SG
entry	intrare	entry	intrare	PROPN	N;INDF;FEM;SG
pilih	alegeti	pilih	alegeti	V;SG;ACT	V;IND;PL;2;PRS;FIN
pilih	alege	pilih	alege	V;SG;ACT	
pilih	alegeti	pilih	alegeti	V;SG;ACT	V;IND;PL;2;PRS;FIN
pilih	selectare	pilih	selectare	V;SG;ACT	N;INDF;FEM;SG
impor	importa	impor	importa	N;SG;ACT	V;IND;SG;3;IPFV;FIN
impor	importat	impor	importat	N;SG;ACT	ADJ;INDF;MASC;SG
impor	importata	impor	importat	N;SG;ACT	ADJ;DEF;FEM;SG
impor	importate	impor	importat	N;SG;ACT	ADJ;INDF;FEM;PL
impor	importurile	impor	import	N;SG;ACT	N;DEF;FEM;PL
impor	importuri	impor	import	N;SG;ACT	N;INDF;FEM;PL
erik	erik	erik	erik	PROPN	PROPN
ferry	feribotul	ferry	feribot	PROPN	N;DEF;MASC;SG
ferry	feribot	ferry	feribot	PROPN	N;INDF;MASC;SG
ferry	bac	ferry	bac	PROPN	
jump	sari	jump	sare	PROPN	
jump	salt	jump	salt	PROPN	N;INDF;MASC;SG
seng	seng	seng	seng	PROPN	
seng	zinc	seng	zinc	PROPN	N;INDF;MASC;SG
korintus	corinteni	korintus	corintean	PROPN	
korintus	corint	korintus	corint	PROPN	N;INDF;MASC;SG
acak	random	acak	random	ADJ;SG	V;IND;SG;3;PRS;FIN
acak	aleatoare	acak	aleator	ADJ;SG	N;INDF;FEM;PL
acak	aleatoriu	acak	aleatoriu	ADJ;SG	ADV
acak	aleator	acak	aleatoriu	ADJ;SG	ADV
acak	aleatorie	acak	aleatoriu	ADJ;SG	N;INDF;FEM;SG
acak	shuffle	acak	shuffl	ADJ;SG	
acak	amestecare	acak	amestecare	ADJ;SG	N;INDF;FEM;SG
terkejut	soc	terkejut	soc	V;SG;PASS	N;INDF;MASC;SG
terkejut	soc	terkejut	soc	V;SG;PASS	N;INDF;MASC;SG
terkejut	surprins	terkejut	surprins	V;SG;PASS	ADJ;INDF;MASC;SG
terkejut	surprinsa	terkejut	surprinsă	V;SG;PASS	ADJ;DEF;FEM;SG
terkejut	socat	terkejut	soca	V;SG;PASS	ADJ;INDF;MASC;SG
goguryeo	goguryeo	goguryeo	goguryeo	PROPN	N;INDF;MASC;SG
botol	sticlele	botol	sticlă	N;SG	N;DEF;FEM;PL
botol	sticle	botol	sticlă	N;SG	N;INDF;FEM;PL
syuting	filmez	syuting	filmez	N	V;IND;SG;1;PRS;FIN
beat	bate	beat	bate	PROPN	V;IND;SG;3;PRS;FIN
kehancuran	distrugeri	kehancuran	distrugere	N;SG	N;INDF;FEM;PL
kenangan	amintiri	kenangan	amintire	N;SG	N;INDF;FEM;PL
kenangan	amintirile	kenangan	amintire	N;SG	N;DEF;FEM;PL
ditembak	shot	ditembak	shot	V;SG;PASS	N;INDF;MASC;SG
ditembak	impuscat	ditembak	impusca	V;SG;PASS	ADJ;INDF;MASC;SG
ditembak	impuscat	ditembak	impusca	V;SG;PASS	ADJ;INDF;MASC;SG
plan	planul	plan	plan	PROPN	N;DEF;MASC;SG
plan	plan	plan	plan	PROPN	N;INDF;MASC;SG
dam	baraj	dam	baraj		N;INDF;MASC;SG
dam	barajul	dam	baraj		N;DEF;MASC;SG
caesar	caesar	caesar	caesar	PROPN	N;INDF;MASC;SG
caesar	cezar	caesar	cezar	PROPN	N;INDF;MASC;SG
winner	castigator	winner	castigator	PROPN	N;INDF;MASC;SG
winner	invingator	winner	invingator	PROPN	N;INDF;MASC;SG
winner	castigator	winner	castigator	PROPN	N;INDF;MASC;SG
pukulan	lovituri	pukulan	lovitură	N;SG	N;INDF;FEM;PL
mendesak	urgent	mendesak	urgent	V;SG;ACT	N;INDF;MASC;SG
mendesak	urgenta	mendesak	urgent	V;SG;ACT	N;DEF;FEM;SG
romantis	romantica	romantis	romantică	N;SG	ADJ;DEF;FEM;SG
romantis	romantice	romantis	romantic	N;SG	ADJ;INDF;FEM;PL
romantis	romantic	romantis	romantic	N;SG	ADJ;INDF;MASC;SG
romantis	romantica	romantis	romantică	N;SG	ADJ;DEF;FEM;SG
beri	dati	beri	da	V;SG;ACT	
beri	da	beri	da	V;SG;ACT	ADV
lucky	norocoasa	lucky	norocos	PROPN	ADJ;DEF;FEM;SG
lucky	norocos	lucky	norocos	PROPN	ADJ;INDF;MASC;SG
agregat	agregate	agregat	agrega	N;SG	N;INDF;FEM;PL
agregat	agregate	agregat	agrega	N;SG	N;INDF;FEM;PL
bersembunyi	ascunderea	bersembunyi	ascundere	V;SG;ACT	N;DEF;FEM;SG
stanford	stanford	stanford	stanford	PROPN	PROPN
bergaya	elegant	bergaya	elegant	V;SG;ACT	ADJ;INDF;MASC;SG
bergaya	stil	bergaya	stil	V;SG;ACT	N;INDF;MASC;SG
bergaya	stilul	bergaya	stil	V;SG;ACT	N;DEF;MASC;SG
hudson	hudson	hudson	hudson	PROPN	PROPN
membatalkan	anulate	menbatalkan	anula	V;SG;ACT	ADJ;INDF;FEM;PL
membatalkan	anulata	menbatalkan	anulat	V;SG;ACT	ADJ;DEF;FEM;SG
membatalkan	anulat	menbatalkan	anula	V;SG;ACT	ADJ;INDF;MASC;SG
membatalkan	anulate	menbatalkan	anula	V;SG;ACT	ADJ;INDF;FEM;PL
membatalkan	anulata	menbatalkan	anulat	V;SG;ACT	ADJ;DEF;FEM;SG
membatalkan	anulat	menbatalkan	anula	V;SG;ACT	ADJ;INDF;MASC;SG
perlombaan	race	perlombaan	race	N;SG	
serigala	wolf	serigala	wolf	N	PROPN
ruas	domenii	ruas	domeniu	N;SG	N;INDF;FEM;PL
ruas	campuri	ruas	camp	N;SG	N;INDF;FEM;PL
ruas	campurile	ruas	camp	N;SG	N;DEF;FEM;PL
taksi	taxiurile	taksi	taxiu	N;SG	N;DEF;FEM;PL
taksi	taxiuri	taksi	taxiu	N;SG	N;INDF;FEM;PL
taksi	taxiurile	taksi	taxiu	N;SG	N;DEF;FEM;PL
taksi	taxiuri	taksi	taxiu	N;SG	N;INDF;FEM;PL
wabah	epidemii	wabah	epidemie	N;SG	N;INDF;FEM;PL
financial	financiara	financial	financiară	N	ADJ;DEF;FEM;SG
financial	financiar	financial	financiar	N	ADV
financial	financiara	financial	financiară	N	ADJ;DEF;FEM;SG
financial	financiare	financial	financiar	N	ADJ;INDF;FEM;PL
bala	bala	bala	bală	N;SG	PROPN
lilin	lumanarile	lilin	lumanar	N;SG	N;DEF;FEM;PL
lilin	lumanari	lilin	lumanar	N;SG	N;INDF;MASC;PL
wolf	lup	wolf	lup	PROPN	N;INDF;MASC;SG
wolf	wolf	wolf	wolf	PROPN	PROPN
wolf	lupul	wolf	lup	PROPN	N;DEF;MASC;SG
rwy	rwy	rwy	rwy	PROPN	
harrison	harrison	harrison	harrison	PROPN	PROPN
menyerbu	invadatoare	menserbu	invadator	V;SG;ACT	
menyerbu	invadata	menserbu	invadată	V;SG;ACT	ADJ;DEF;FEM;SG
menyerbu	invadat	menserbu	invada	V;SG;ACT	ADJ;INDF;MASC;SG
teritorial	teritoriale	teritorial	teritorial	N;SG	ADJ;INDF;FEM;PL
teritorial	teritorial	teritorial	teritorial	N;SG	ADV
angola	angola	angola	angola	PROPN	PROPN
tanzania	tanzania	tanzania	tanzanie	PROPN	N;DEF;FEM;SG
mind	minte	mind	minte	PROPN	N;INDF;FEM;SG
mind	mintea	mind	minte	PROPN	N;DEF;FEM;SG
duke	duce	duke	duce	PROPN	V;IND;SG;3;PRS;FIN
duke	ducele	duke	duce	PROPN	N;DEF;MASC;SG
duke	duke	duke	duke	PROPN	PROPN
grammy	grammy	grammy	grammy	PROPN	N;INDF;MASC;SG
akademisi	academicieni	akademisi	academician	N;SG	N;INDF;MASC;PL
akademisi	academic	akademisi	academic	N;SG	ADJ;INDF;MASC;SG
akademisi	academice	akademisi	academic	N;SG	ADJ;INDF;FEM;PL
yosua	joshua	yosua	joshua	PROPN	PROPN
dibuktikan	dovedite	dibuktikan	dovedi	V;SG;PASS	ADJ;INDF;FEM;PL
dibuktikan	dovedita	dibuktikan	dovedita	V;SG;PASS	ADJ;DEF;FEM;SG
dibuktikan	demonstrate	dibuktikan	demonstrat	V;SG;PASS	ADJ;INDF;FEM;PL
dibuktikan	dovedit	dibuktikan	dovedi	V;SG;PASS	ADJ;INDF;MASC;SG
dibuktikan	demonstrat	dibuktikan	demonstra	V;SG;PASS	ADJ;INDF;MASC;SG
dibuktikan	atestat	dibuktikan	atestat	V;SG;PASS	ADJ;INDF;MASC;SG
evolution	evolutia	evolution	evolutie	PROPN	N;DEF;FEM;SG
evolution	evolutie	evolution	evolutie	PROPN	N;INDF;FEM;SG
evolution	evolutia	evolution	evolutie	PROPN	N;DEF;FEM;SG
evolution	evolutia	evolution	evolutie	PROPN	N;DEF;FEM;SG
patroli	patrulele	patroli	patrulă	N;SG	N;DEF;FEM;PL
patroli	patrule	patroli	patrulă	N;SG	N;INDF;FEM;PL
eyes	ochii	eyes	ochi	PROPN	N;DEF;MASC;PL
eyes	ochi	eyes	ochi	PROPN	N;INDF;MASC
joan	joan	joan	joan	PROPN	PROPN
joan	ioana	joan	ioană	PROPN	N;DEF;FEM;SG
screen	ecran	screen	ecran	PROPN	N;INDF;MASC;SG
screen	ecranul	screen	ecran	PROPN	N;DEF;MASC;SG
tbs	tbs	tbs	tbs	PROPN	N;INDF;MASC;SG
vosges	vosges	vosges	vosges	PROPN	N;INDF;MASC;SG
maurice	maurice	maurice	mauric	PROPN	N;INDF;MASC;SG
ukm	imm	ukm	imm	PROPN	N;INDF;MASC;SG
ukm	smb	ukm	smb	PROPN	N;INDF;MASC
plasma	plasmatice	plasma	plasmatic	N	ADJ;INDF;FEM;PL
seat	scaun	seat	scaun	PROPN	N;INDF;MASC;SG
fauna	fauna	fauna	faună	PROPN	N;DEF;FEM;SG
volkswagen	volkswagen	volkswagen	volkswagen	N	PROPN
leon	leon	leon	leon	PROPN	N;INDF;MASC;SG
six	sase	six	sas	PROPN	
six	six	six	six	PROPN	N;INDF;MASC;SG
six	sase	six	sas	PROPN	
six	sase	six	sas	PROPN	
emma	emma	emma	emma	PROPN	PROPN
tertangkap	prinsa	tertangkap	prinde	V;SG;PASS	N;DEF;FEM;SG
tertangkap	prins	tertangkap	prinde	V;SG;PASS	ADJ;INDF;MASC;SG
tertangkap	capturat	tertangkap	capturat	V;SG;PASS	ADJ;INDF;MASC;SG
tertangkap	capturata	tertangkap	capturat	V;SG;PASS	N;DEF;FEM;SG
tertangkap	capturate	tertangkap	captura	V;SG;PASS	ADJ;INDF;FEM;PL
pelaut	marinari	penlaut	marinar	N;SG	N;INDF;MASC;PL
pelaut	marinarii	penlaut	marinar	N;SG	N;DEF;MASC;PL
pelaut	marinari	penlaut	marinar	N;SG	N;INDF;MASC;PL
pelaut	marinarii	penlaut	marinar	N;SG	N;DEF;MASC;PL
pelaut	marinarilor	penlaut	marinar	N;SG	N;DEF;MASC;PL
utang	datoriile	utang	datorie	N;SG	N;DEF;FEM;PL
utang	datorii	utang	dator	N;SG	N;INDF;FEM;PL
utang	datorii	utang	dator	N;SG	N;INDF;FEM;PL
wordpress	wordpress	wordpress	wordpress	PROPN	PROPN
montenegro	muntenegru	montenegro	muntenegru	PROPN	PROPN
montenegro	muntenegrul	montenegro	muntenegru	PROPN	N;DEF;MASC;SG
montenegro	muntenegrean	montenegro	muntenegrean	PROPN	ADV
pecinta	iubitori	pecinta	iubitor	N;SG	ADJ;INDF;MASC;PL
pecinta	iubiti	pecinta	iubiti	N;SG	
tayangan	impresii	tayangan	impresie	N;SG	N;INDF;FEM;PL
tayangan	vizualizari	tayangan	vizualizar	N;SG	V;IND;PL;2;IPFV;FIN
tayangan	pareri	tayangan	parer	N;SG	
commons	commons	commons	commons	PROPN	N;INDF;MASC;SG
menyelidiki	sondare	menselidiki	sondare	V;SG;ACT	N;INDF;FEM;SG
menyelidiki	investigarea	menselidiki	investigare	V;SG;ACT	N;DEF;FEM;SG
diperhatikan	remarcat	diperhatikan	remarca	V;SG;PASS	ADJ;INDF;MASC;SG
diperhatikan	observat	diperhatikan	observa	V;SG;PASS	ADJ;INDF;MASC;SG
sandy	sandy	sandy	sandy	PROPN	PROPN
mangga	mango	mangga	mango	N	ADJ
mangga	mango	mangga	mango	N	ADJ
diana	diana	diana	diană	PROPN	N;DEF;FEM;SG
tai	tai	tai	tăia	PROPN	
engineer	inginer	engineer	inginer	PROPN	N;INDF;MASC;SG
banding	recurs	banding	recurs	PROPN;SG;ACT	N;INDF;MASC;SG
banding	apel	banding	apel	PROPN;SG;ACT	N;INDF;MASC;SG
idris	idris	idris	idris		N;INDF;MASC;SG
newcastle	newcastle	newcastle	newcastlu	PROPN	PROPN
bir	beri	bir	beri	N;SG	N;INDF;FEM;PL
bir	berile	bir	beră	N;SG	N;DEF;FEM;PL
rusa	moose	rusa	moos	N	PROPN
redaksi	editorul	redaksi	editor	PROPN	N;DEF;MASC;SG
redaksi	redactor	redaksi	redactor	PROPN	N;INDF;MASC;SG
redaksi	editor	redaksi	editor	PROPN	N;INDF;MASC;SG
redaksi	editorial	redaksi	editorial	PROPN	N;INDF;MASC;SG
redaksi	editorialul	redaksi	editorial	PROPN	N;DEF;MASC;SG
redaksi	editorii	redaksi	editoare	PROPN	N;DEF;MASC;PL
redaksi	editori	redaksi	editor	PROPN	N;INDF;MASC;PL
cooper	cooper	cooper	cooper	PROPN	N;INDF;MASC;SG
bahu	umeri	bahu	umăr	N;SG	N;INDF;MASC;PL
bahu	umerii	bahu	umăr	N;SG	N;DEF;MASC;PL
berlari	ran	berlari	ran	V;SG;ACT	N;INDF;MASC;SG
berlari	rularea	berlari	rulare	V;SG;ACT	N;DEF;FEM;SG
berlari	alergand	berlari	alergand	V;SG;ACT	N;INDF;MASC;SG
residen	rezidente	residen	rezidentă	N	ADJ;INDF;FEM;PL
anggrek	orhidee	anggrek	orhidee	N;SG	N;INDF;FEM;PL
anggrek	orhidee	anggrek	orhidee	N;SG	N;INDF;FEM;PL
berinteraksi	logodit	berinteraksi	logodi	V;SG;ACT	ADJ;INDF;MASC;SG
berinteraksi	logodita	berinteraksi	logodită	V;SG;ACT	N;DEF;FEM;SG
diteruskan	inaintat	diteruskan	inainta	V;SG;PASS	ADJ;INDF;MASC;SG
arwah	spirite	arwah	spirit	N;SG	N;INDF;FEM;PL
arwah	spiritele	arwah	spirit	N;SG	N;DEF;FEM;PL
arwah	spiritelor	arwah	spirit	N;SG	N;DEF;FEM;PL
michelle	michelle	michelle	michellă	N	PROPN
michelle	michele	michelle	miche	N	PROPN
electronic	electronice	electronic	electronic	PROPN	ADJ;INDF;FEM;PL
electronic	electronica	electronic	electronică	PROPN	N;DEF;FEM;SG
electronic	electronic	electronic	electronic	PROPN	ADJ;INDF;MASC;SG
campbell	campbell	campbell	campbell	PROPN	PROPN
nevada	nevada	nevada	nevada	PROPN	PROPN
meiji	meiji	meiji	meij	PROPN	N;INDF;MASC;SG
haruka	haruka	haruka	harukă	PROPN	N;DEF;FEM;SG
côte	côte	côte	côte	PROPN	PROPN
bermotor	motorizate	bermotor	motoriza	V;SG;ACT	ADJ;INDF;FEM;PL
bermotor	motorizat	bermotor	motoriza	V;SG;ACT	ADJ;INDF;MASC;SG
disk	discul	disk	disc	PROPN	N;DEF;MASC;SG
disk	disc	disk	disc	PROPN	N;INDF;MASC;SG
disk	discheta	disk	discheta	PROPN	N;DEF;FEM;SG
disk	discul	disk	disc	PROPN	N;DEF;MASC;SG
disk	disc	disk	disc	PROPN	N;INDF;MASC;SG
disk	discuri	disk	disc	PROPN	N;INDF;FEM;PL
thompson	thompson	thompson	thompson	PROPN	PROPN
rudy	rudy	rudy	rudy	PROPN	PROPN
elit	elite	elit	elită	N;SG	N;INDF;FEM;PL
susan	susan	susan	susan	PROPN	N;INDF;MASC;SG
shadow	shadow	shadow	shadow	PROPN	N;INDF;MASC;SG
shadow	umbra	shadow	umbră	PROPN	N;DEF;FEM;SG
shadow	umbra	shadow	umbră	PROPN	N;DEF;FEM;SG
kobayashi	kobayashi	kobayashi	kobayashi	PROPN	PROPN
bull	taur	bull	taur	PROPN	N;INDF;MASC;SG
bull	taurul	bull	taur	PROPN	N;DEF;MASC;SG
bull	bull	bull	bull	PROPN	N;INDF;MASC;SG
jujur	sincer	jujur	sincer	ADJ;SG	ADV
jujur	sincer	jujur	sincer	ADJ;SG	ADV
instalasi	instalari	instalasi	instalar	N;SG	N;INDF;FEM;PL
instalasi	instalatii	instalasi	instalat	N;SG	N;INDF;FEM;PL
instalasi	instalari	instalasi	instalar	N;SG	N;INDF;FEM;PL
instalasi	instalatii	instalasi	instalat	N;SG	N;INDF;FEM;PL
cabai	chili	cabai	chil	N;SG	
antarktika	antarctica	antarktika	antarctică	PROPN	N;DEF;FEM;SG
antarktika	antarctica	antarktika	antarctică	PROPN	N;DEF;FEM;SG
diiringi	insotit	diiringi	insotit	V;SG;PASS	ADJ;INDF;MASC;SG
diiringi	insotite	diiringi	insoti	V;SG;PASS	ADJ;INDF;FEM;PL
diiringi	insotita	diiringi	insotita	V;SG;PASS	ADJ;DEF;FEM;SG
room	camera	room	cameră	PROPN	N;DEF;FEM;SG
room	camera	room	cameră	PROPN	N;DEF;FEM;SG
launch	lansare	launch	lansare	PROPN	N;INDF;FEM;SG
launch	lanseaza	launch	lansează	PROPN	V;IND;SG;3;IPFV;FIN
launch	lansarea	launch	lansare	PROPN	N;DEF;FEM;SG
lencana	insigne	lencana	insign	N;SG	N;INDF;FEM;PL
lencana	insignele	lencana	insign	N;SG	N;DEF;FEM;PL
rindu	dor	rindu	dor	PROPN;SG	N;INDF;MASC;SG
rindu	domnisoara	rindu	domnisoara	PROPN;SG	N;DEF;FEM;SG
rindu	domnisoara	rindu	domnisoara	PROPN;SG	N;DEF;FEM;SG
lembar	foi	lembar	foaie	N;SG	N;INDF;FEM;PL
mengarahkan	regie	menkarahkan	regie	V;SG;ACT	N;INDF;FEM;SG
bruno	bruno	bruno	brun	PROPN	PROPN
