terry	테리	terry	테리	PROPN;NOM;MASC;SG	
statistischen	통계학	statistisch	통계학	ADJ;NOM	N
dallas	댈러스	dallas	댈러스	PROPN;NOM;MASC;SG	PROPN
dallas	달라스	dallas	달라스	PROPN;NOM;MASC;SG	
fein	미세먼지	fein	미세지+ㄴ지	ADJ	
pole	폴란드인	polen	폴란드인		N
besiegt	패배	besiegen	패배	V;V.PTCP	N
krause	크라우스	kraus	크라우스	PROPN;NOM;SG	
bindung	구속력	bindung	구속력	N;NOM;FEM;SG	
bindung	본드	bindung	본드	N;NOM;FEM;SG	
entwürfe	디자인	entwürfen	디자+이+ㄴ	N;NOM;MASC;PL	
entwürfe	임시	entwürfen	임시	N;NOM;MASC;PL	
schwimmen	수영	schwimmen	수영	V;NFIN	N
schwimmen	수영	schwimmen	수영	V;NFIN	N
early	초기	early	초기	PROPN	N
early	일찍	early	일찍	PROPN	ADV
abkürzungen	단축키	abkürzingen	단축+하+기	V;NFIN	N
abkürzungen	바로가기	abkürzingen	바로가기	V;NFIN	
abkürzungen	약어	abkürzingen	약어	V;NFIN	
abkürzungen	약자	abkürzingen	약자	V;NFIN	
abkürzungen	약어	abkürzingen	약어	V;NFIN	
protest	항의	protest	항의	N	
protest	항의	protest	항의	N	
messina	메시나	messina	메시+나	PROPN	PROPN
kugel	orb	kugeln	orb		
kugel	총알	kugeln	총알		N
kugel	탄환	kugeln	탄환		N
kosovo	코소보	kosovo	코소보	PROPN;NOM;SG	PROPN
färbung	색칠	färbung	색치+ㄹ	N;NOM;FEM;SG	
färbung	컬러링	färbung	컬러링	N;NOM;FEM;SG	
färbung	색칠	färbung	색치+ㄹ	N;NOM;FEM;SG	
trophy	트로피	trophy	트로피	PROPN	
ausstrahlung	카리스마	ausstrahlung	카리스마	N;NOM;FEM;SG	
pest	해충	pest	해충		N
pest	전염병	pest	전염병		N
indischer	인도인	indisch	인도+인	ADJ	V
indischer	인도	indisch	인도	ADJ	PROPN
indischer	인디언	indisch	인디언	ADJ	
genehmigt	승인	hehmigen	승인	V;V.PTCP	N
genehmigt	승인	hehmigen	승인	V;V.PTCP	N
universum	우주	universum	우주	ADV	N
gespräche	회담	gespräch	회담	ADJ	N
gespräche	대화	gespräch	대화	ADJ	N
gespräche	인터뷰	gespräch	인터뷰	ADJ	N
gespräche	토론	gespräch	토론	ADJ	
gespräche	논의	gespräch	논의	ADJ	N
biathlon	바이애슬론	biathlon	바이애슬론	ADJ	N
wärme	더위	wärm	더위		N
wärme	따뜻하다	wärm	따뜻+하+다		V
wärme	난방	wärm	난방		N
kommerzielle	상용	kommerziell	상용	ADJ;NOM;FEM;PL	N
kommerzielle	상업용	kommerziell	상업용	ADJ;NOM;FEM;PL	N
kommerzielle	상업	kommerziell	상업	ADJ;NOM;FEM;PL	N
korrigieren	보정	korrigieren	보정	V;NFIN	N
korrigieren	교정	korrigieren	교정	V;NFIN	N
korrigieren	fix	korrigieren	fix	V;NFIN	
korrigieren	고치	korrigieren	고치	V;NFIN	
korrigieren	고치기	korrigieren	고치+기	V;NFIN	
korrigieren	정답	korrigieren	정답	V;NFIN	N
korrigieren	올바른	korrigieren	올바르+ㄴ	V;NFIN	ADJ
mechanische	기계	mechanisch	기계	ADJ;NOM;FEM;PL	N
moor	무어인	moor	무어이+ㄴ		V
moor	습지	moor	습지		N
moor	무어인	moor	무어이+ㄴ		V
schach	체스	schach	체스	ADJ	N
hauptquartier	본부	hauptquartier	본부		N
hauptquartier	본사	hauptquartier	본사		N
vieles	많은	viel	많+ㄴ	PRO;NOM;INDF;NEUT;SG	ADJ
vieles	많이	viel	많이	PRO;NOM;INDF;NEUT;SG	ADV
vieles	훨씬	viel	훨씬	PRO;NOM;INDF;NEUT;SG	ADV
einheitlich	통합	einheitlich	통합	ADJ	N
einheitlich	단일	einheitlich	단일	ADJ	
einheitlich	유니폼	einheitlich	유니히	ADJ	N
ehrungen	명예	ehringen	명예	V;NFIN	N
breitengrad	위도	breitengrad	위도	ADJ	N
breitengrad	평행	breitengrad	평행	ADJ	N
breitengrad	병렬	breitengrad	병렬	ADJ	N
breitengrad	경도	breitengrad	경도	ADJ	N
silberne	실버	silbern	실버	ADJ;NOM;FEM;PL	
commonwealth	연방	commonwealth	연방	ADJ	N
klang	소리	klingen	소리		N
verpflichtete	입대	verpflichten	입대	V;IND;SG;3;PST;FIN	N
malta	몰타	malta	몰타		PROPN
sitzung	회의	sitzung	회의	N;SG	
sitzung	앉은	sitzung	앉+ㄴ	N;SG	
bolivien	볼리비아	bolivien	볼리비아	PROPN;NOM;NEUT;SG	PROPN
wohin	어디	wohin	어디	ADV	
schwerpunkte	하이라이트	schwerpunkt	하이라이트	ADJ;SG	
schwerpunkte	집중	schwerpunkt	집중	ADJ;SG	N
schwerpunkte	초점	schwerpunkt	초점	ADJ;SG	
schwerpunkte	집중하기	schwerpunkt	집중+하+기	ADJ;SG	V
schwerpunkte	포커스	schwerpunkt	포커스	ADJ;SG	N
schwerpunkte	우선순위	schwerpunkt	우선+순위	ADJ;SG	N
seoul	서울	seoul	서울	PROPN;NOM;MASC;SG	PROPN
relevanter	관련	relevant	관련	ADJ	N
relevanter	관련성	relevant	관련성	ADJ	N
handels	분배	handels	분배	PROPN;SG	N
verpflichtung	규약	verpflichtung	규약	V;IND;SG;3;PRS;FIN	N
verpflichtung	의무	verpflichtung	의무	V;IND;SG;3;PRS;FIN	N
verpflichtung	헌신	verpflichtung	헌신	V;IND;SG;3;PRS;FIN	N
teilnahmen	참가	teilnehmen	참가	V;IND;PL;3;PST;FIN	N
leiche	시체	leiche	시체	ADJ;NOM;FEM;SG	N
leiche	시체	leiche	시체	ADJ;NOM;FEM;SG	N
warner	워너	warn	워너	PROPN	
verträge	계약서	verträgen	계약서	N;NOM;PL	
nordsee	북부	nordsee	북부	PROPN;NOM;SG	N
nordsee	북쪽	nordsee	북+쪽	PROPN;NOM;SG	N
nordsee	노스	nordsee	노스	PROPN;NOM;SG	
perfekt	완벽	perfekt	완벽	ADJ	
perfekt	완벽한	perfekt	완벽+하+ㄴ	ADJ	V
perfekt	완벽하게	perfekt	완벽+하+게	ADJ	CONJ
burgruine	폐허	burgruin	폐허	PROPN;NOM;SG	N
eingegangen	받음	eingehen	받+ㅁ	V;V.PTCP	
ngc	ngc	ngc	ngc	PROPN;NOM;SG	
definieren	정의	definieren	정의	V;NFIN	
augustin	아우구스틴	augusten	아우구스틴	PROPN;NOM;MASC;SG	PROPN
gotischen	고딕	gotisch	고딕	ADJ	
werdegang	경력	werdegang	경력		N
werdegang	직업	werdegang	직업		N
werdegang	역사	werdegang	역사		N
werdegang	내역	werdegang	내역		N
werdegang	기록	werdegang	기록		N
inhaftiert	체포	inhaftieren	체포	V;V.PTCP	N
busse	코치	büssen	코치		N
mineral	미네랄	mineral	미네랄	PROPN	
mineral	광물	mineral	광물	PROPN	N
mineral	미네랄	mineral	미네랄	PROPN	
mixed	엇갈린다	mixed	엇가리+ㄴ다	PROPN	
mixed	혼합	mixed	혼합	PROPN	
konzerten	연주회	konzern	연주회	V;FIN	N
konzerten	콘서트	konzern	콘서트	V;FIN	N
kommissar	형사	kommissar	형사	PROPN	N
kommissar	탐정	kommissar	탐정	PROPN	N
kommissar	경감	kommissar	경감	PROPN	N
kommissar	검사관	kommissar	검사관	PROPN	
kommissar	조사관	kommissar	조사관	PROPN	N
kommissar	감독관	kommissar	감독관	PROPN	
erlernte	학습	erlernen	학습	V;IND;SG;3;PST;FIN	N
erlernte	배운	erlernen	배우+ㄴ	V;IND;SG;3;PST;FIN	
uhrzeigersinn	시계방향으로	uhrzeigersinn	시계+방향+으로	ADJ	ADV
uhrzeigersinn	시계방향	uhrzeigersinn	시계+방향	ADJ	N
aktien	주식	akteinen	주식		N
aktien	주식	akteinen	주식		N
aktien	주식	akteinen	주식		N
aktien	공유	akteinen	공유		N
grammatik	언어학	grammatik	언어학	ADJ	N
grammatik	문법	grammatik	문법	ADJ	N
grammatik	문법	grammatik	문법	ADJ	N
lustig	재미	lustig	재미	ADJ	N
fernseh	텔레비전	fernseh	텔레비전		N
silver	실버	silver	실버	PROPN	
case	케이스	case	케이스		N
case	사례	case	사례		N
filter	필터링	filter	필터링	ADJ	N
filter	필터	filter	필터	ADJ	N
filter	필터	filter	필터	ADJ	N
hölle	지옥	höllen	지옥		N
beat	beat	beaten	beat	PROPN;SG	
beat	이겨	beaten	이기+어	PROPN;SG	
beat	비트	beaten	비트	PROPN;SG	
meta	메타	meta	메타	PROPN;NOM;SG	
charakteristisch	특성	charakteristisch	특성	ADJ	N
charakteristisch	특징	charakteristisch	특징	ADJ	N
grade	성적	grad	성+적		N
grade	학년	grad	학년		N
mönch	몽크	mönch	몽크	PROPN;SG	
mathematischen	수학	mathematisch	수학	ADJ;NOM;PL	N
amateur	아마추어	amateur	아마추+어	PROPN	
nachbarschaft	이웃들	nachbarschaft	이웃+들	ADJ	N
nachbarschaft	이웃	nachbarschaft	이웃	ADJ	N
nachbarschaft	이웃	nachbarschaft	이웃	ADJ	N
nachbarschaft	동네	nachbarschaft	동네	ADJ	
nachbarschaft	근방	nachbarschaft	근방	ADJ	
staatsanwaltschaft	기소	staatsanwaltschaft	기소	ADJ	N
popularität	인기	popularität	인기	ADJ	N
oberhausen	오버하우젠	oberhausen	오버하우+란	PROPN;NOM;NEUT;SG	
belgische	벨기에	belgisch	벨기에	ADJ;NOM;FEM;PL	PROPN
rechtsprechung	관할권	rechtsprechung	관할권	ADJ	N
rechtsprechung	판단	rechtsprechung	판단	ADJ	
rechtsprechung	사법	rechtsprechung	사법	ADJ	N
rechtsprechung	사법제도	rechtsprechung	사법+제도	ADJ	
rechtsprechung	법학	rechtsprechung	법학	ADJ	N
martha	마사	martha	마사	PROPN;NOM;SG	
pan	냄비	pan	냄비	PROPN;NOM;MASC;SG	
channel	채널	channel	채널	PROPN;NOM;SG	N
übersetzen	번역중	übersetzen	번역+중	V;NFIN	N
übersetzen	번역기	übersetzen	번역기	V;NFIN	N
übersetzen	번역	übersetzen	번역	V;NFIN	
übersetzen	번역	übersetzen	번역	V;NFIN	
trainiert	훈련	trainieren	훈련	V;V.PTCP	N
börse	교환	börsen	교환		N
kings	킹스	kings	킹스	PROPN;NOM;SG	
angefangen	시작	anfangen	시작	V;V.PTCP	N
genua	제노바	genua	제노바	PROPN;NOM;SG	PROPN
genua	제노바	genua	제노바	PROPN;NOM;SG	PROPN
cook	요리사	cook	요리사	PROPN;NOM;SG	
exzellent	훌륭한	exzellent	훌륭+하+ㄴ	ADJ	V
sekunde	둘째	sekunde	둘째		NUM
sekunde	두번째	sekunde	두번+째		N
sekunde	sec	sekunde	sec		
nigeria	나이지리아	nigeria	나이지리아	PROPN;NOM;NEUT;SG	PROPN
nigeria	나이지리아	nigeria	나이지리아	PROPN;NOM;NEUT;SG	PROPN
gültige	유효합니다	gültig	유효+하+ㅂ니다	ADJ;NOM;FEM;PL	V
gültige	유효	gültig	유효	ADJ;NOM;FEM;PL	
gültige	유효한	gültig	유효+하+ㄴ	ADJ;NOM;FEM;PL	V
paare	커플	paaren	커플		N
paare	부부	paaren	부부		N
paare	켤레	paaren	켤레		
blood	피피	blood	피피	PROPN	
blood	블러드	blood	블러드	PROPN	
blood	혈액	blood	혈액	PROPN	N
mathematische	수학	mathematisch	수학	ADJ;NOM;FEM;PL	N
mathematische	수학	mathematisch	수학	ADJ;NOM;FEM;PL	N
mathematische	수학	mathematisch	수학	ADJ;NOM;FEM;PL	N
set	집합	set	집합		N
set	설정	set	설정		N
rechtfertigen	정당화	rechtfertigen	정당화	V;NFIN	N
protagonisten	주인공	protagonisten	주인공		N
störung	소란	störung	소란	N;FEM;SG	
administratoren	운영자	administratoren	운영자	N;NOM;PL	
administratoren	운영자	administratoren	운영자	N;NOM;PL	
administratoren	운영자	administratoren	운영자	N;NOM;PL	
administratoren	운영자	administratoren	운영자	N;NOM;PL	
gelernt	학습	lernen	학습	V;V.PTCP	N
gelernt	배운	lernen	배우+ㄴ	V;V.PTCP	
gefüllt	채워진	füllen	채우+어+지+ㄴ	V;V.PTCP	V
auslegung	해석	auslegung	해석	ADV	N
haushalt	가구	haushalt	가구		N
haushalt	가구	haushalt	가구		N
haushalt	예산	haushalt	예산		N
marschall	마샬	marschall	마샬	ADJ	
marschall	마셜	marschall	마셜	ADJ	PROPN
prediger	설교	prediger	설교	ADJ	N
prediger	설교자	prediger	설교자	ADJ	
installation	설치하기	installation	설치+하+기	N;SG	V
installation	설치하기	installation	설치+하+기	N;SG	V
schöner	아름다워	schön	아름답+어	ADJ	
schöner	나이스	schön	나이스	ADJ	
speichern	저장	speichern	저장	V;NFIN	
speichern	절약	speichern	절약	V;NFIN	
speichern	저장	speichern	저장	V;NFIN	
speichern	매장	speichern	매장	V;NFIN	N
speichern	가게	speichern	가게	V;NFIN	
speichern	상점	speichern	상점	V;NFIN	N
speichern	스토어	speichern	스토어	V;NFIN	
schuss	총상	schassen	총상	ADJ	
freundlich	친절한	freundlich	친절+하+ㄴ	ADJ	V
freundlich	종류	freundlich	종류	ADJ	N
freundlich	친절	freundlich	친절	ADJ	N
freundlich	친근한	freundlich	친근+하+ㄴ	ADJ	V
gehäuse	주택	gehäus	주택		N
gehäuse	숙소	gehäus	숙소		N
zylinder	실린더	zylinder	실린더		N
vorschlagen	제안	vorschlagen	제안	V;NFIN	N
portugiesisch	포르투갈령	portugiesisch	포르투파령	ADJ	PROPN
portugiesisch	포르투갈어	portugiesisch	포르투갈어	ADJ	PROPN
wähler	유권자	wählern	유권자		N
reduzieren	축소	reduzieren	축소	V;NFIN	N
populär	인기	populär	인기	ADJ	N
filmmusik	사운드트랙	filmmusik	사운드트랙	N	
gewinnung	추출	gewinnung	추출	ADJ	
fotografien	사진들	fotografien	사진+들		N
fotografien	사진	fotografien	사진		N
fotografien	사진들	fotografien	사진+들		N
fotografien	사진	fotografien	사진		N
fotografien	사진술	fotografien	사진술		N
kommunen	코뮌	kommun	코뮌	V;NFIN	N
wände	성벽	wanden	성벽	N;NOM;PL	
begleitung	모니터링	begleitung	모니터링	N;NOM;FEM;SG	
abwehr	방어	abwehr	방어	N;SG	
abwehr	방어	abwehr	방어	N;SG	
konkurrenten	경쟁자	konkurrent	경쟁자	ADJ	
konkurrenten	경쟁사	konkurrent	경쟁사	ADJ	N
konkurrenten	경쟁자	konkurrent	경쟁자	ADJ	
konkurrenten	경쟁사	konkurrent	경쟁사	ADJ	N
wiederholte	반복	wiederholt	반복	V;IND;SG;3;PST;FIN	N
wiederholte	반복적	wiederholt	반복+적	V;IND;SG;3;PST;FIN	N
landstraße	고속도로	landstraße	고속도+로	N;NOM;FEM;SG	ADV
landstraße	하이웨이	landstraße	하이스+이	N;NOM;FEM;SG	
chancen	기회	chancen	기회	V;NFIN	
chancen	확률	chancen	확률	V;NFIN	N
chancen	기회	chancen	기회	V;NFIN	
chancen	기회	chancen	기회	V;NFIN	
gastgeber	주최	gastgeber	주최	ADJ	N
gastgeber	호스트	gastgeber	호스트	ADJ	
gastgeber	주최	gastgeber	주최	ADJ	N
gastgeber	호스트	gastgeber	호스트	ADJ	
gastgeber	호스팅	gastgeber	호스팅	ADJ	N
gastgeber	주최	gastgeber	주최	ADJ	N
gastgeber	주최	gastgeber	주최	ADJ	N
gastgeber	호스팅	gastgeber	호스팅	ADJ	N
gastgeber	호스트	gastgeber	호스트	ADJ	
kämpfer	전사	kämpfer	전사	ADJ	N
kämpfer	워리어스	kämpfer	워리어스	ADJ	PROPN
kämpfer	파이터스	kämpfer	파이터스	ADJ	PROPN
kämpfer	파이터	kämpfer	파이터	ADJ	
kämpfer	파이터즈	kämpfer	파이터즈	ADJ	
kämpfer	전투기	kämpfer	전투기	ADJ	N
kämpfer	파이터	kämpfer	파이터	ADJ	
kämpfer	전사	kämpfer	전사	ADJ	N
kämpfer	워리어	kämpfer	워리+어	ADJ	
blumen	꽃이	blum	꽃+이	V;NFIN	N
blumen	꽃이	blum	꽃+이	V;NFIN	N
blumen	플라워	blum	플라우+어	V;NFIN	
wünschen	소원	wünschen	소원	V;NFIN	
wünschen	소망	wünschen	소망	V;NFIN	
wünschen	소원	wünschen	소원	V;NFIN	
venus	금성	venus	금성	PROPN;NOM;SG	PROPN
venus	비너스	venus	비너스	PROPN;NOM;SG	
schema	배열	schema	배열		N
alexandra	알렉산드라	alexandra	알렉산드라	PROPN;NOM;SG	
split	스플리트	split	스플리트	PROPN	PROPN
split	스플릿	split	스플릿	PROPN	
split	분할	split	분할	PROPN	
split	나누기	split	나누+기	PROPN	
unruhen	폭동	unruh	폭동	V;NFIN	N
unruhen	폭동	unruh	폭동	V;NFIN	N
rosen	장미	rosen	장미	N;NOM;PL	
rosen	rosen	rosen	rosen	N;NOM;PL	
rosen	장미	rosen	장미	N;NOM;PL	
rosen	로즈	rosen	로즈	N;NOM;PL	
keith	키스	keith	키스	PROPN;NOM;SG	
statistische	통계학	statistisch	통계학	ADJ;NOM;FEM;PL	N
statistische	통계	statistisch	통계	ADJ;NOM;FEM;PL	N
renommierten	명문	renommiert	명문	V;IND;PL;3;PST;FIN	
tante	고모	tanen	고모		N
einstellungen	모집	einstellingen	모집	V;NFIN	N
einstellungen	태도	einstellingen	태도	V;NFIN	
einstellungen	환경설정	einstellingen	환경+설정	V;NFIN	N
einstellungen	설정	einstellingen	설정	V;NFIN	N
selbständig	독립	selbständig	독립	ADJ	N
selbständig	독립적	selbständig	독립+적	ADJ	N
nazi	나치즘	nazi	나치즘	PROPN	
hudson	허드슨	hudson	허드슨	PROPN;NOM;MASC;SG	
sorte	다양체	sorten	다양체		N
jüngsten	막내	jung	막내	ADJ;PL	
jüngsten	최근	jung	최근	ADJ;PL	N
lehrerin	가정교사	lehrerin	가정교사	ADJ	N
lehrerin	강사	lehrerin	강사	ADJ	N
lehrerin	선생님	lehrerin	선생님	ADJ	
lehrerin	교사	lehrerin	교사	ADJ	N
lehrerin	스승	lehrerin	스승	ADJ	N
nase	코코	nase	코코	N;SG	
finanzen	재무	finanzen	재무		N
finanzen	금융	finanzen	금융		N
finanzen	재무	finanzen	재무		N
finanzen	재정	finanzen	재정		N
finanzen	금융	finanzen	금융		N
finanzen	재정	finanzen	재정		N
vorgänge	프로세스	vorgängen	프로세스		N
jungfrau	처녀자리	jungfrau	처녀+자리	PROPN;SG	N
jungfrau	버진	jungfrau	버지+ㄴ	PROPN;SG	
jungfrau	처녀	jungfrau	처녀	PROPN;SG	
jungfrau	처녀	jungfrau	처녀	PROPN;SG	
marsch	습지	marsch	습지	ADJ	N
marsch	마시	marsch	마시	ADJ	
marsch	행진	marsch	행진	ADJ	N
marsch	행진곡	marsch	행진곡	ADJ	
marsch	행진	marsch	행진	ADJ	N
brooklyn	브루클린	brooklyn	브루클리+ㄴ	PROPN	PROPN
brooklyn	브룩클린	brooklyn	브룩클리+ㄴ	PROPN	
tel	tel	tel	tel		
doppelte	더블	doppelt	더블	ADJ;NOM;FEM;PL	
doppelte	복사	doppelt	복사	ADJ;NOM;FEM;PL	N
doppelte	중복	doppelt	중복	ADJ;NOM;FEM;PL	N
doppelte	복제	doppelt	복제	ADJ;NOM;FEM;PL	N
doppelte	듀얼	doppelt	듀+얼	ADJ;NOM;FEM;PL	N
teilchen	입자	teilch	입자		N
teilchen	입자	teilch	입자		N
gedeckt	커버	decken	커버	V;V.PTCP	
gedeckt	덮여	decken	덮이+어	V;V.PTCP	
achtung	존경	achtung	존경		N
achtung	존중	achtung	존중		N
achtung	경고	achtung	경+고		N
achtung	주의	achtung	주+의		PROPN
achtung	관심	achtung	관심		N
achtung	주의	achtung	주+의		PROPN
achtung	경고	achtung	경+고		N
betriebssystem	운영	betriebssystem	운영	ADJ	N
salon	미용실	salon	미용실	PROPN;SG	N
salon	살롱	salon	살롱	PROPN;SG	
buddhismus	불교	buddhismus	불교	PROPN	N
buddhismus	불교	buddhismus	불교	PROPN	N
sauer	앵그리	sauer	앵그리	ADJ	
sauer	화나	sauer	화나	ADJ	
sauer	화난	sauer	화난	ADJ	
sauer	화가	sauer	화+가	ADJ	N
sauer	사워	sauer	사우+어	ADJ	
zufall	기회	zufall	기회		
zufall	무작위	zufall	무작위		N
zufall	무작위로	zufall	무작위+로		ADV
zufall	랜덤	zufall	랜덤		N
zufall	교통사고	zufall	교통+사고		
zufall	사고	zufall	사고		
zufall	우연	zufall	우연		
jay	제이	jays	제이	PROPN;NOM;MASC;SG	
kommend	출시	kommend	출시	ADJ	N
kommend	coming	kommend	coming	ADJ	
monaco	모나코	monaco	모나코	PROPN;NOM;SG	
guillaume	기욤	guillaume	기욤	PROPN;NOM;SG	N
export	내보내기	export	내보내+기		V
export	수출	export	수출		N
export	내보내기	export	내보내+기		V
portugiesische	포르투갈령	portugiesisch	포르투파령	ADJ;NOM;FEM;PL	PROPN
portugiesische	포르투갈어	portugiesisch	포르투갈어	ADJ;NOM;FEM;PL	PROPN
future	미래	futur	미래	PROPN	
future	퓨처	futur	퓨처	PROPN	
future	미래	futur	미래	PROPN	
